Orthogroup	SLEB.longest_only	DSER.longest_only
OG0008493	LOC115626024|XP_030377133.1|SLEB	LOC110186120|XP_020810829.1|DSER, LOC110186118|XP_020810826.1|DSER
OG0008494	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB	LOC110191582|XP_020818127.1|DSER
OG0008495	LOC115634695|XP_030388430.1|SLEB	LOC110182837|XP_020806633.1|DSER
OG0008496	LOC115623032|XP_030373072.1|SLEB	LOC110177717|XP_020800217.1|DSER
OG0008497	LOC115634074|XP_030387481.1|SLEB	LOC110182902|XP_020806718.1|DSER
OG0008498	LOC115621705|XP_030371275.1|SLEB	LOC110180009|XP_020803260.1|DSER
OG0008499	LOC115632157|XP_030385046.1|SLEB	LOC110176813|XP_020798917.1|DSER
OG0008500	LOC115631272|XP_030383847.1|SLEB	LOC110178399|XP_020801196.1|DSER
OG0008501	LOC115622997|XP_030373016.1|SLEB	LOC110185194|XP_020809578.1|DSER
OG0008502	LOC115627201|XP_030378679.1|SLEB	LOC110182041|XP_020805630.1|DSER
OG0008503	LOC115628936|XP_030381068.1|SLEB	LOC110184260|XP_020808382.1|DSER
OG0008504	LOC115633038|XP_030386242.1|SLEB	LOC110188823|XP_020814368.1|DSER
OG0008505	LOC115623245|XP_030373366.1|SLEB	LOC110189910|XP_020815834.1|DSER
OG0008506	LOC115632335|XP_030385300.1|SLEB	LOC110189998|XP_020815955.1|DSER
OG0008507	LOC115622633|XP_030372499.1|SLEB	LOC110178496|XP_020801306.1|DSER, LOC110178979|XP_020801950.1|DSER
OG0008509	LOC115629750|XP_030382149.1|SLEB	LOC110181823|XP_020805380.1|DSER
OG0008510	LOC115633278|XP_030386549.1|SLEB	LOC110176040|XP_020797909.1|DSER
OG0008511	LOC115626460|XP_030377700.1|SLEB	LOC110181411|XP_020804807.1|DSER, LOC110181429|XP_020804831.1|DSER
OG0008512	LOC115629023|XP_030381180.1|SLEB	LOC110186004|XP_020810696.1|DSER
OG0008513	LOC115631263|XP_030383834.1|SLEB	LOC110182270|XP_020805946.1|DSER
OG0008514	LOC115631429|XP_030384021.1|SLEB	LOC110184914|XP_020809218.1|DSER
OG0008515	LOC115631613|XP_030384277.1|SLEB	LOC110182362|XP_020806063.1|DSER, LOC110184155|XP_020808221.1|DSER
OG0008516	LOC115623177|XP_030373257.1|SLEB	LOC110189078|XP_020814708.1|DSER, LOC110189089|XP_020814721.1|DSER
OG0008517	LOC115623270|XP_030373409.1|SLEB	LOC110190513|XP_020816702.1|DSER, LOC110190820|XP_020817135.1|DSER
OG0008518	LOC115634106|XP_030387524.1|SLEB	LOC110185086|XP_020809429.1|DSER, LOC110185920|XP_020810592.1|DSER
OG0008519	LOC115634780|XP_030388540.1|SLEB	LOC110180031|XP_020803297.1|DSER
OG0008520	LOC115623740|XP_030374113.1|SLEB	LOC110188614|XP_020814039.1|DSER
OG0008522	LOC115625732|XP_030376748.1|SLEB	LOC110180027|XP_020803294.1|DSER
OG0008523	LOC115626126|XP_030377240.1|SLEB	LOC110185974|XP_020810655.1|DSER
OG0008524	LOC115626955|XP_030378330.1|SLEB	LOC110184807|XP_020809102.1|DSER
OG0008527	LOC115627578|XP_030379161.1|SLEB	LOC110175951|XP_020797798.1|DSER
OG0008528	LOC115632230|XP_030385150.1|SLEB	LOC110178744|XP_020801633.1|DSER
OG0008529	LOC115626930|XP_030378296.1|SLEB	LOC110182451|XP_020806144.1|DSER
OG0008530	LOC115633341|XP_030386633.1|SLEB	LOC110179082|XP_020802127.1|DSER
OG0008531	LOC115629855|XP_030382297.1|SLEB	LOC110181505|XP_020804934.1|DSER
OG0008532	LOC115629122|XP_030381319.1|SLEB	LOC110181607|XP_020805063.1|DSER
OG0008535	LOC115626875|XP_030378246.1|SLEB	LOC110182021|XP_020805611.1|DSER
OG0008538	LOC115628684|XP_030380718.1|SLEB	LOC110184121|XP_020808186.1|DSER
OG0008540	LOC115625344|XP_030376232.1|SLEB	LOC110190934|XP_020817262.1|DSER
OG0008541	LOC115622583|XP_030372439.1|SLEB	LOC110191122|XP_020817536.1|DSER
OG0008544	LOC115634389|XP_030387938.1|SLEB	LOC110177083|XP_020799270.1|DSER
OG0008545	LOC115633691|XP_030387007.1|SLEB	LOC110191565|XP_020818100.1|DSER
OG0008546	LOC115622970|XP_030372980.1|SLEB	LOC110188839|XP_020814391.1|DSER
OG0008547	LOC115628920|XP_030381041.1|SLEB	LOC110187108|XP_020812176.1|DSER
OG0008549	LOC115620555|XP_030369702.1|SLEB	LOC110188996|XP_020814610.1|DSER
OG0008551	LOC115622353|XP_030372128.1|SLEB	LOC110177564|XP_020799996.1|DSER
OG0008552	LOC115622617|XP_030372478.1|SLEB	LOC110190155|XP_020816150.1|DSER
OG0008553	LOC115634310|XP_030387828.1|SLEB	LOC110188981|XP_020814588.1|DSER
OG0008554	LOC115627780|XP_030379449.1|SLEB	LOC110182485|XP_020806192.1|DSER
OG0008555	LOC115626676|XP_030377962.1|SLEB	LOC110182207|XP_020805893.1|DSER
OG0008556	LOC115620561|XP_030369712.1|SLEB	LOC110189301|XP_020814991.1|DSER
OG0008557	LOC115620714|XP_030369951.1|SLEB	LOC110191279|XP_020817735.1|DSER
OG0008558	LOC115625873|XP_030376946.1|SLEB	LOC110187360|XP_020812411.1|DSER
OG0008560	LOC115626634|XP_030377902.1|SLEB	LOC110183743|XP_020807758.1|DSER
OG0008562	LOC115626203|XP_030377346.1|SLEB	LOC110183384|XP_020807312.1|DSER, LOC110185589|XP_020810182.1|DSER
OG0008563	LOC115620890|XP_030370233.1|SLEB	LOC110191444|XP_020817967.1|DSER
OG0008564	LOC115631403|XP_030383986.1|SLEB	LOC110183382|XP_020807306.1|DSER
OG0008565	LOC115633356|XP_030386656.1|SLEB	LOC110190190|XP_020816198.1|DSER
OG0008566	LOC115625675|XP_030376672.1|SLEB	LOC110185727|XP_020810370.1|DSER
OG0008567	LOC115631621|XP_030384287.1|SLEB	LOC110181180|XP_020804517.1|DSER
OG0008569	LOC115629144|XP_030381358.1|SLEB	LOC110180156|XP_020803469.1|DSER
OG0008571	LOC115622616|XP_030372476.1|SLEB	LOC110190233|XP_020816253.1|DSER
OG0008572	LOC115623654|XP_030373969.1|SLEB	LOC110187802|XP_020812935.1|DSER
OG0008573	LOC115633255|XP_030386516.1|SLEB	LOC110183265|XP_020807151.1|DSER
OG0008574	LOC115622828|XP_030372766.1|SLEB	LOC110190737|XP_020817018.1|DSER
OG0008575	LOC115620500|XP_030369612.1|SLEB	LOC110177310|XP_020799635.1|DSER
OG0008576	LOC115627569|XP_030379153.1|SLEB	LOC110180322|XP_020803636.1|DSER
OG0008577	LOC115622213|XP_030371968.1|SLEB	LOC110176288|XP_020798267.1|DSER
OG0008578	LOC115624065|XP_030374510.1|SLEB	LOC110187733|XP_020812848.1|DSER
OG0008579	LOC115623271|XP_030373410.1|SLEB	LOC110190822|XP_020817137.1|DSER
OG0008581	LOC115633739|XP_030387072.1|SLEB	LOC110190227|XP_020816246.1|DSER
OG0008582	LOC115629349|XP_030381658.1|SLEB	LOC110187099|XP_020812164.1|DSER
OG0008584	LOC115629264|XP_030381548.1|SLEB	LOC110180415|XP_020803738.1|DSER
OG0008585	LOC115627031|XP_030378421.1|SLEB	LOC110181940|XP_020805535.1|DSER
OG0008586	LOC115627029|XP_030378418.1|SLEB	LOC110181794|XP_020805334.1|DSER
OG0008587	LOC115623424|XP_030373606.1|SLEB	LOC110188377|XP_020813751.1|DSER
OG0008588	LOC115624380|XP_030374947.1|SLEB	LOC110188677|XP_020814139.1|DSER
OG0008589	LOC115629958|XP_030382432.1|SLEB	LOC110178849|XP_020801768.1|DSER
OG0008590	LOC115625512|XP_030376436.1|SLEB	LOC110186214|XP_020810936.1|DSER
OG0008592	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB	LOC110177779|XP_020800306.1|DSER
OG0008593	LOC115623140|XP_030373210.1|SLEB	LOC110184768|XP_020809062.1|DSER
OG0008594	LOC115621230|XP_030370679.1|SLEB	LOC110188403|XP_020813787.1|DSER
OG0008595	LOC115634210|XP_030387662.1|SLEB	LOC110178521|XP_020801334.1|DSER
OG0008596	LOC115634208|XP_030387659.1|SLEB	LOC110178528|XP_020801343.1|DSER
OG0008597	LOC115625392|XP_030376289.1|SLEB	LOC110186187|XP_020810905.1|DSER
OG0008598	LOC115629501|XP_030381840.1|SLEB	LOC110182096|XP_020805739.1|DSER
OG0008599	LOC115629682|XP_030382064.1|SLEB	LOC110183538|XP_020807497.1|DSER
OG0008600	LOC115624422|XP_030375019.1|SLEB	LOC110190081|XP_020816049.1|DSER
OG0008601	LOC115631711|XP_030384398.1|SLEB	LOC110181188|XP_020804524.1|DSER
OG0008602	LOC115625318|XP_030376200.1|SLEB	LOC110190874|XP_020817189.1|DSER
OG0008603	LOC115621498|XP_030371025.1|SLEB	LOC110185312|XP_020809731.1|DSER
OG0008604	LOC115623079|XP_030373143.1|SLEB	LOC110184118|XP_020808181.1|DSER
OG0008605	LOC115626104|XP_030377217.1|SLEB	LOC110181370|XP_020804757.1|DSER
OG0008606	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB	LOC110179176|XP_020802236.1|DSER
OG0008607	LOC115623682|XP_030374012.1|SLEB	LOC110187776|XP_020812899.1|DSER
OG0008608	LOC115627318|XP_030378821.1|SLEB	LOC110183259|XP_020807144.1|DSER
OG0008609	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB	LOC110189927|XP_020815870.1|DSER
OG0008610	LOC115633682|XP_030386996.1|SLEB	LOC110187395|XP_020812478.1|DSER
OG0008612	LOC115633874|XP_030387235.1|SLEB	LOC110177080|XP_020799260.1|DSER
OG0008614	LOC115627520|XP_030379080.1|SLEB	LOC110184159|XP_020808226.1|DSER
OG0008615	LOC115623853|XP_030374257.1|SLEB	LOC110188287|XP_020813643.1|DSER
OG0008616	LOC115625561|XP_030376515.1|SLEB	LOC110191270|XP_020817724.1|DSER
OG0008617	LOC115621618|XP_030371173.1|SLEB	LOC110185082|XP_020809425.1|DSER
OG0008619	LOC115630708|XP_030383221.1|SLEB	LOC110183993|XP_020808008.1|DSER
OG0008620	LOC115628000|XP_030379770.1|SLEB	LOC110180744|XP_020804088.1|DSER
OG0008621	LOC115621221|XP_030370666.1|SLEB	LOC110188438|XP_020813824.1|DSER
OG0008622	LOC115634634|XP_030388349.1|SLEB	LOC110181350|XP_020804733.1|DSER
OG0008623	LOC115621367|XP_030370850.1|SLEB	LOC110189597|XP_020815389.1|DSER
OG0008624	LOC115633659|XP_030386965.1|SLEB	LOC110179281|XP_020802428.1|DSER
OG0008625	LOC115634565|XP_030388252.1|SLEB	LOC110188947|XP_020814546.1|DSER, LOC110180215|XP_020803527.1|DSER
OG0008626	LOC115623064|XP_030373107.1|SLEB	LOC110185372|XP_020809813.1|DSER
OG0008627	LOC115632999|XP_030386181.1|SLEB	LOC110190704|XP_020816975.1|DSER
OG0008629	LOC115625812|XP_030376899.1|SLEB	LOC110185027|XP_020809338.1|DSER
OG0008630	LOC115627761|XP_030379407.1|SLEB	LOC110185431|XP_020809911.1|DSER
OG0008631	LOC115622042|XP_030371770.1|SLEB	LOC110190775|XP_020817069.1|DSER
OG0008632	LOC115620497|XP_030369609.1|SLEB	LOC110176402|XP_020798399.1|DSER
OG0008633	LOC115626573|XP_030377817.1|SLEB	LOC110177704|XP_020800193.1|DSER
OG0008634	LOC115626406|XP_030377631.1|SLEB	LOC110189472|XP_020815212.1|DSER
OG0008635	LOC115634056|XP_030387459.1|SLEB	LOC110180691|XP_020804035.1|DSER
OG0008636	LOC115623911|XP_030374326.1|SLEB	LOC110176643|XP_020798729.1|DSER
OG0008637	LOC115634383|XP_030387928.1|SLEB	LOC110176753|XP_020798858.1|DSER
OG0008638	LOC115620386|XP_030369454.1|SLEB	LOC110183704|XP_020807713.1|DSER, LOC110188144|XP_020813399.1|DSER
OG0008639	LOC115621159|XP_030370577.1|SLEB	LOC110177381|XP_020799739.1|DSER
OG0008640	LOC115620338|XP_030369395.1|SLEB	LOC110186997|XP_020812016.1|DSER
OG0008641	LOC115621916|XP_030371617.1|SLEB	LOC110186840|XP_020811789.1|DSER
OG0008642	LOC115628984|XP_030381123.1|SLEB	LOC110188211|XP_020813508.1|DSER
OG0008643	LOC115620511|XP_030369634.1|SLEB	LOC110176501|XP_020798534.1|DSER
OG0008644	LOC115620934|XP_030370302.1|SLEB	LOC110186879|XP_020811835.1|DSER, LOC110186878|XP_020811834.1|DSER
OG0008645	LOC115626142|XP_030377264.1|SLEB	LOC110179139|XP_020802188.1|DSER, LOC110181161|XP_020804495.1|DSER
OG0008646	LOC115630807|XP_030383331.1|SLEB	LOC110184826|XP_020809129.1|DSER
OG0008647	LOC115630957|XP_030383391.1|SLEB	LOC110187575|XP_020812621.1|DSER
OG0008648	LOC115631878|XP_030384586.1|SLEB	LOC110179137|XP_020802187.1|DSER, LOC110181165|XP_020804498.1|DSER
OG0008649	LOC115630948|XP_030383418.1|SLEB	LOC110180333|XP_020803651.1|DSER
OG0008650	LOC115624075|XP_030374524.1|SLEB	LOC110191805|XP_020818416.1|DSER
OG0008651	LOC115633025|XP_030386213.1|SLEB	LOC110189196|XP_020814824.1|DSER
OG0008652	LOC115629101|XP_030381285.1|SLEB	LOC110191622|XP_020818169.1|DSER
OG0008653	LOC115634317|XP_030387837.1|SLEB	LOC110176353|XP_020798341.1|DSER
OG0008654	LOC115633830|XP_030387178.1|SLEB	LOC110191512|XP_020818038.1|DSER
OG0008655	LOC115633689|XP_030387006.1|SLEB	LOC110176164|XP_020798064.1|DSER
OG0008656	LOC115628934|XP_030381066.1|SLEB	LOC110187016|XP_020812037.1|DSER
OG0008657	LOC115626697|XP_030377985.1|SLEB	LOC110187125|XP_020812194.1|DSER
OG0008658	LOC115629894|XP_030382350.1|SLEB	LOC110179549|XP_020802790.1|DSER
OG0008659	LOC115630540|XP_030383006.1|SLEB	LOC110178892|XP_020801825.1|DSER
OG0008660	LOC115632340|XP_030385304.1|SLEB	LOC110185178|XP_020809555.1|DSER
OG0008661	LOC115622889|XP_030372852.1|SLEB	LOC110183658|XP_020807645.1|DSER
OG0008662	LOC115632683|XP_030385779.1|SLEB	LOC110190238|XP_020816257.1|DSER
OG0008663	LOC115620030|XP_030368995.1|SLEB	LOC110189957|XP_020815905.1|DSER
OG0008664	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB	LOC110177539|XP_020799967.1|DSER
OG0008665	LOC115622631|XP_030372497.1|SLEB	LOC110185960|XP_020810637.1|DSER
OG0008666	LOC115624942|XP_030375652.1|SLEB	LOC110177533|XP_020799961.1|DSER
OG0008667	LOC115622272|XP_030372034.1|SLEB	LOC110178883|XP_020801816.1|DSER
OG0008668	LOC115628340|XP_030380263.1|SLEB	LOC110178798|XP_020801710.1|DSER
OG0008669	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB	LOC110186046|XP_020810743.1|DSER
OG0008670	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB	LOC110186930|XP_020811915.1|DSER, LOC110186580|XP_020811452.1|DSER
OG0008672	LOC115630967|XP_030383406.1|SLEB	LOC110184927|XP_020809232.1|DSER, LOC110179803|XP_020803067.1|DSER
OG0008673	LOC115631991|XP_030384781.1|SLEB	LOC110176982|XP_020799149.1|DSER, LOC110177016|XP_020799188.1|DSER, LOC110177100|XP_020799304.1|DSER
OG0008677	LOC115621271|XP_030370731.1|SLEB	LOC110177326|XP_020799658.1|DSER
OG0008679	LOC115627966|XP_030379720.1|SLEB	LOC110179048|XP_020802063.1|DSER
OG0008680	LOC115628725|XP_030380785.1|SLEB	LOC110175949|XP_020797796.1|DSER
OG0008681	LOC115629646|XP_030382017.1|SLEB	LOC110181857|XP_020805435.1|DSER
OG0008682	LOC115629623|XP_030381982.1|SLEB	LOC110181666|XP_020805149.1|DSER
OG0008683	LOC115628676|XP_030380710.1|SLEB	LOC110182493|XP_020806197.1|DSER
OG0008684	LOC115629774|XP_030382189.1|SLEB	LOC110180639|XP_020803991.1|DSER
OG0008685	LOC115619953|XP_030368842.1|SLEB	LOC110177762|XP_020800287.1|DSER
OG0008686	LOC115620630|XP_030369820.1|SLEB	LOC110191318|XP_020817798.1|DSER
OG0008687	LOC115634581|XP_030388274.1|SLEB	LOC110191656|XP_020818212.1|DSER
OG0008688	LOC115628008|XP_030379791.1|SLEB	LOC110180092|XP_020803373.1|DSER
OG0008689	LOC115624384|XP_030374955.1|SLEB	LOC110187932|XP_020813102.1|DSER
OG0008690	LOC115626393|XP_030377613.1|SLEB	LOC110186081|XP_020810776.1|DSER
OG0008691	LOC115633110|XP_030386355.1|SLEB	LOC110184725|XP_020809010.1|DSER
OG0008694	LOC115629573|XP_030381924.1|SLEB	LOC110182033|XP_020805622.1|DSER
OG0008695	LOC115626143|XP_030377266.1|SLEB	LOC110189364|XP_020815070.1|DSER
OG0008697	LOC115628427|XP_030380374.1|SLEB	LOC110183616|XP_020807593.1|DSER
OG0008698	LOC115627487|XP_030379030.1|SLEB	LOC110179074|XP_020802113.1|DSER
OG0008699	LOC115624700|XP_030375376.1|SLEB	LOC110189901|XP_020815821.1|DSER
OG0008700	LOC115623934|XP_030374354.1|SLEB	LOC110187800|XP_020812933.1|DSER
OG0008701	LOC115633940|XP_030387318.1|SLEB	LOC110177729|XP_020800238.1|DSER
OG0008702	LOC115626524|XP_030377763.1|SLEB	LOC110176590|XP_020798664.1|DSER, LOC110187357|XP_020812406.1|DSER
OG0008704	LOC115631289|XP_030383863.1|SLEB	LOC110177032|XP_020799208.1|DSER
OG0008705	LOC115625931|XP_030377027.1|SLEB	LOC110185681|XP_020810307.1|DSER
OG0008706	LOC115620450|XP_030369540.1|SLEB	LOC110186262|XP_020811029.1|DSER
OG0008707	LOC115627380|XP_030378893.1|SLEB	LOC110184442|XP_020808642.1|DSER
OG0008708	LOC115627245|XP_030378726.1|SLEB	LOC110180102|XP_020803388.1|DSER
OG0008709	LOC115620584|XP_030369749.1|SLEB	LOC110177379|XP_020799736.1|DSER
OG0008710	LOC115620387|XP_030369455.1|SLEB	LOC110184051|XP_020808090.1|DSER
OG0008711	LOC115623542|XP_030373785.1|SLEB	LOC110190139|XP_020816130.1|DSER
OG0008712	LOC115634211|XP_030387663.1|SLEB	LOC110178522|XP_020801335.1|DSER
OG0008714	LOC115631738|XP_030384437.1|SLEB	LOC110182296|XP_020805974.1|DSER
OG0008715	LOC115620817|XP_030370104.1|SLEB	LOC110188357|XP_020813724.1|DSER
OG0008716	LOC115625402|XP_030376300.1|SLEB	LOC110184723|XP_020809012.1|DSER
OG0008717	LOC115632391|XP_030385381.1|SLEB	LOC110189064|XP_020814693.1|DSER
OG0008718	LOC115634161|XP_030387601.1|SLEB	LOC110177931|XP_020800569.1|DSER
OG0008719	LOC115620398|XP_030369470.1|SLEB	LOC110186248|XP_020810982.1|DSER
OG0008721	LOC115633382|XP_030386686.1|SLEB	LOC110184234|XP_020808350.1|DSER
OG0008722	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB	LOC110188368|XP_020813740.1|DSER
OG0008723	LOC115622219|XP_030371976.1|SLEB	LOC110189067|XP_020814696.1|DSER
OG0008724	LOC115626042|XP_030377153.1|SLEB	LOC110183206|XP_020807078.1|DSER
OG0008725	LOC115634685|XP_030388408.1|SLEB	LOC110182959|XP_020806808.1|DSER
OG0008726	LOC115621851|XP_030371526.1|SLEB	LOC110189670|XP_020815485.1|DSER
OG0008727	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB	LOC110187695|XP_020812789.1|DSER
OG0008728	LOC115620780|XP_030370049.1|SLEB	LOC110191173|XP_020817595.1|DSER
OG0008729	LOC115627682|XP_030379285.1|SLEB	LOC110175975|XP_020797829.1|DSER
OG0008730	LOC115627140|XP_030378577.1|SLEB	LOC110178119|XP_020800797.1|DSER
OG0008731	LOC115621876|XP_030371562.1|SLEB	LOC110176512|XP_020798548.1|DSER
OG0008732	LOC115628542|XP_030380563.1|SLEB	LOC110182601|XP_020806318.1|DSER
OG0008734	LOC115621802|XP_030371443.1|SLEB	LOC110176403|XP_020798401.1|DSER
OG0008735	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB	LOC110182875|XP_020806677.1|DSER
OG0008736	LOC115633756|XP_030387091.1|SLEB	LOC110179329|XP_020802481.1|DSER
OG0008738	LOC115625671|XP_030376667.1|SLEB	LOC110185750|XP_020810407.1|DSER
OG0008739	LOC115626366|XP_030377583.1|SLEB	LOC110179698|XP_020802968.1|DSER, LOC110184672|XP_020808941.1|DSER
OG0008740	LOC115630611|XP_030383099.1|SLEB	LOC110189414|XP_020815131.1|DSER
OG0008741	LOC115627190|XP_030378657.1|SLEB	LOC110177037|XP_020799216.1|DSER
OG0008742	LOC115632461|XP_030385477.1|SLEB	LOC110182770|XP_020806548.1|DSER
OG0008743	LOC115630495|XP_030382947.1|SLEB	LOC110179363|XP_020802535.1|DSER
OG0008744	LOC115634653|XP_030388370.1|SLEB	LOC110179614|XP_020802879.1|DSER
OG0008745	LOC115633407|XP_030386710.1|SLEB	LOC110184185|XP_020808255.1|DSER
OG0008746	LOC115623370|XP_030373515.1|SLEB	LOC110188249|XP_020813579.1|DSER
OG0008747	LOC115622403|XP_030372193.1|SLEB	LOC110190270|XP_020816302.1|DSER
OG0008748	LOC115631630|XP_030384297.1|SLEB	LOC110185713|XP_020810349.1|DSER
OG0008749	LOC115631646|XP_030384317.1|SLEB	LOC110183188|XP_020807045.1|DSER
OG0008750	LOC115625682|XP_030376679.1|SLEB	LOC110187337|XP_020812383.1|DSER
OG0008751	LOC115624269|XP_030374755.1|SLEB	LOC110188569|XP_020813989.1|DSER
OG0008752	LOC115623648|XP_030373954.1|SLEB	LOC110188444|XP_020813830.1|DSER
OG0008753	LOC115623051|XP_030373090.1|SLEB	LOC110178960|XP_020801922.1|DSER
OG0008756	LOC115621932|XP_030371640.1|SLEB	LOC110186313|XP_020811094.1|DSER
OG0008757	LOC115621624|XP_030371180.1|SLEB	LOC110188060|XP_020813269.1|DSER
OG0008758	LOC115631593|XP_030384254.1|SLEB	LOC110176891|XP_020799035.1|DSER
OG0008759	LOC115631550|XP_030384187.1|SLEB	LOC110184018|XP_020808042.1|DSER
OG0008760	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB	LOC110183346|XP_020807259.1|DSER
OG0008761	LOC115626426|XP_030377658.1|SLEB	LOC110181426|XP_020804826.1|DSER, LOC110179868|XP_020803127.1|DSER
OG0008762	LOC115632108|XP_030384957.1|SLEB	LOC110176142|XP_020798041.1|DSER
OG0008763	LOC115625718|XP_030376724.1|SLEB	LOC110186073|XP_020810767.1|DSER
OG0008764	LOC115626038|XP_030377148.1|SLEB	LOC110185942|XP_020810616.1|DSER
OG0008765	LOC115633627|XP_030386926.1|SLEB	LOC110181909|XP_020805505.1|DSER
OG0008766	LOC115631879|XP_030384587.1|SLEB	LOC110181296|XP_020804676.1|DSER
OG0008767	LOC115632388|XP_030385380.1|SLEB	LOC110191647|XP_020818202.1|DSER
OG0008768	LOC115620213|XP_030369215.1|SLEB	LOC110179969|XP_020803213.1|DSER
OG0008769	LOC115628546|XP_030380571.1|SLEB	LOC110189558|XP_020815347.1|DSER, LOC110176793|XP_020798889.1|DSER
OG0008770	LOC115628178|XP_030380025.1|SLEB	LOC110189307|XP_020815001.1|DSER
OG0008771	LOC115633895|XP_030387263.1|SLEB	LOC110179301|XP_020802445.1|DSER
OG0008772	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB	LOC110179326|XP_020802477.1|DSER
OG0008773	LOC115624535|XP_030375119.1|SLEB	LOC110180028|XP_020803298.1|DSER
OG0008774	LOC115633903|XP_030387267.1|SLEB	LOC110182912|XP_020806732.1|DSER
OG0008775	LOC115634693|XP_030388433.1|SLEB	LOC110183467|XP_020807442.1|DSER
OG0008776	LOC115634657|XP_030388375.1|SLEB	LOC110178475|XP_020801276.1|DSER
OG0008777	LOC115619977|XP_030368873.1|SLEB	LOC110176953|XP_020799117.1|DSER
OG0008778	LOC115624510|XP_030375082.1|SLEB	LOC110189239|XP_020814881.1|DSER
OG0008779	LOC115627126|XP_030378557.1|SLEB	LOC110179111|XP_020802160.1|DSER
OG0008780	LOC115628374|XP_030380312.1|SLEB	LOC110187838|XP_020812976.1|DSER
OG0008781	LOC115628715|XP_030380769.1|SLEB	LOC110179500|XP_020802735.1|DSER
OG0008782	LOC115623238|XP_030373353.1|SLEB	LOC110190512|XP_020816694.1|DSER
OG0008783	LOC115634019|XP_030387405.1|SLEB	LOC110177958|XP_020800609.1|DSER
OG0008784	LOC115625633|XP_030376625.1|SLEB	LOC110184664|XP_020808929.1|DSER
OG0008785	LOC115624499|XP_030375063.1|SLEB, LOC115626503|XP_030377748.1|SLEB	LOC110185162|XP_020809526.1|DSER
OG0008786	LOC115622110|XP_030371811.1|SLEB	LOC110182713|XP_020806471.1|DSER
OG0008788	LOC115622354|XP_030372129.1|SLEB	LOC110190659|XP_020816919.1|DSER
OG0008789	LOC115628346|XP_030380272.1|SLEB	LOC110178797|XP_020801708.1|DSER, LOC110178796|XP_020801707.1|DSER
OG0008791	LOC115634193|XP_030387641.1|SLEB	LOC110180063|XP_020803344.1|DSER, LOC110180064|XP_020803345.1|DSER
OG0008792	LOC115624763|XP_030375456.1|SLEB	LOC110187042|XP_020812067.1|DSER, LOC110177828|XP_020800430.1|DSER
OG0008793	LOC115624544|XP_030375130.1|SLEB	LOC110189322|XP_020815024.1|DSER
OG0008797	LOC115621600|XP_030371152.1|SLEB	LOC110187863|XP_020813007.1|DSER
OG0008799	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB	LOC110191575|XP_020818117.1|DSER, LOC110191576|XP_020818118.1|DSER, LOC110182935|XP_020806773.1|DSER
OG0008805	LOC115628687|XP_030380721.1|SLEB	LOC110184396|XP_020808571.1|DSER
OG0008806	LOC115629230|XP_030381500.1|SLEB	LOC110181685|XP_020805185.1|DSER
OG0008807	LOC115629769|XP_030382181.1|SLEB	LOC110181639|XP_020805104.1|DSER
OG0008808	LOC115629654|XP_030382028.1|SLEB	LOC110182529|XP_020806237.1|DSER
OG0008809	LOC115625597|XP_030376579.1|SLEB	LOC110190933|XP_020817261.1|DSER
OG0008811	LOC115621577|XP_030371127.1|SLEB	LOC110191775|XP_020818380.1|DSER
OG0008814	LOC115634582|XP_030388275.1|SLEB	LOC110191682|XP_020818255.1|DSER
OG0008816	LOC115632718|XP_030385823.1|SLEB	LOC110190102|XP_020816069.1|DSER
OG0008819	LOC115634394|XP_030387946.1|SLEB	LOC110182881|XP_020806684.1|DSER
OG0008820	LOC115626041|XP_030377152.1|SLEB	LOC110177057|XP_020799234.1|DSER
OG0008821	LOC115626653|XP_030377918.1|SLEB	LOC110181699|XP_020805200.1|DSER
OG0008823	LOC115629145|XP_030381360.1|SLEB	LOC110179639|XP_020802911.1|DSER
OG0008825	LOC115634136|XP_030387566.1|SLEB	LOC110191253|XP_020817692.1|DSER
OG0008829	LOC115621668|XP_030371237.1|SLEB, LOC115628825|XP_030380917.1|SLEB	LOC110179626|XP_020802893.1|DSER
