Orthogroup	SLEB.longest_only	DEUG.longest_only
OG0009530	LOC115634575|XP_030388266.1|SLEB	LOC108106238|XP_017068653.1|DEUG
OG0009531	LOC115624881|XP_030375587.1|SLEB	LOC108106318|XP_017068776.1|DEUG
OG0009532	LOC115624899|XP_030375608.1|SLEB	LOC108113227|XP_017079253.1|DEUG
OG0009533	LOC115633845|XP_030387196.1|SLEB	LOC108108916|XP_017072656.1|DEUG
OG0009534	LOC115627083|XP_030378493.1|SLEB	LOC108108950|XP_017072693.1|DEUG
OG0009535	LOC115633680|XP_030386994.1|SLEB	LOC108112151|XP_017077388.1|DEUG
OG0009536	LOC115623779|XP_030374178.1|SLEB	LOC108111719|XP_017076759.1|DEUG
OG0009537	LOC115620277|XP_030369310.1|SLEB	LOC108117535|XP_017085524.1|DEUG
OG0009538	LOC115625154|XP_030375943.1|SLEB	LOC108109032|XP_017072819.1|DEUG
OG0009539	LOC115624305|XP_030374787.1|SLEB	LOC108110260|XP_017074737.1|DEUG
OG0009540	LOC115621049|XP_030370431.1|SLEB	LOC108115951|XP_017083077.1|DEUG
OG0009542	LOC115620933|XP_030370301.1|SLEB	LOC108111466|XP_017076426.1|DEUG
OG0009543	LOC115623749|XP_030374144.1|SLEB	LOC108113563|XP_017079645.1|DEUG, LOC108113567|XP_017079648.1|DEUG
OG0009544	LOC115620299|XP_030369341.1|SLEB, LOC115620300|XP_030369342.1|SLEB	LOC108112931|XP_017078815.1|DEUG
OG0009545	LOC115624953|XP_030375665.1|SLEB	LOC108111336|XP_017076250.1|DEUG
OG0009546	LOC115620980|XP_030370359.1|SLEB	LOC108116824|XP_017084363.1|DEUG
OG0009547	LOC115633928|XP_030387305.1|SLEB	LOC108112096|XP_017077334.1|DEUG, LOC108112174|XP_017077472.1|DEUG
OG0009549	LOC115622884|XP_030372841.1|SLEB	LOC108108412|XP_017071954.1|DEUG, LOC108108411|XP_017071953.1|DEUG
OG0009560	LOC115626845|XP_030378193.1|SLEB	LOC108103458|XP_017064441.1|DEUG
OG0009562	LOC115620720|XP_030369959.1|SLEB	LOC108115431|XP_017082357.1|DEUG
OG0009563	LOC115622210|XP_030371966.1|SLEB	LOC108114738|XP_017081340.1|DEUG
OG0009564	LOC115628064|XP_030379888.1|SLEB	LOC108103617|XP_017064649.1|DEUG
OG0009568	LOC115626005|XP_030377113.1|SLEB	LOC108105059|XP_017066967.1|DEUG, LOC108114759|XP_017081361.1|DEUG, LOC108114761|XP_017081362.1|DEUG
OG0009569	LOC115629614|XP_030381972.1|SLEB	LOC108106033|XP_017068369.1|DEUG
OG0009570	LOC115623933|XP_030374353.1|SLEB	LOC108117221|XP_017085036.1|DEUG
OG0009571	LOC115623566|XP_030373823.1|SLEB	LOC108116331|XP_017083631.1|DEUG, LOC108113577|XP_017079710.1|DEUG
OG0009572	LOC115628896|XP_030381015.1|SLEB	LOC108117413|XP_017085310.1|DEUG
OG0009573	LOC115628846|XP_030380952.1|SLEB	LOC108103885|XP_017065105.1|DEUG
OG0009574	LOC115627456|XP_030378984.1|SLEB	LOC108110298|XP_017074794.1|DEUG
OG0009575	LOC115633784|XP_030387123.1|SLEB	LOC108106306|XP_017068766.1|DEUG
OG0009576	LOC115621989|XP_030371703.1|SLEB	LOC108115272|XP_017082119.1|DEUG
OG0009577	LOC115626567|XP_030377806.1|SLEB	LOC108102479|XP_017062981.1|DEUG
OG0009578	LOC115625773|XP_030376804.1|SLEB	LOC108107123|XP_017070004.1|DEUG
OG0009579	LOC115629601|XP_030381953.1|SLEB	LOC108115708|XP_017082799.1|DEUG
OG0009581	LOC115626018|XP_030377126.1|SLEB	LOC108105151|XP_017067075.1|DEUG
OG0009582	LOC115632501|XP_030385539.1|SLEB	LOC108114174|XP_017080459.1|DEUG
OG0009584	LOC115627991|XP_030379746.1|SLEB	LOC108102983|XP_017063782.1|DEUG
OG0009586	LOC115632722|XP_030385828.1|SLEB	LOC108114077|XP_017080321.1|DEUG
OG0009588	LOC115628792|XP_030380867.1|SLEB	LOC108113694|XP_017079860.1|DEUG
OG0009589	LOC115628370|XP_030380308.1|SLEB	LOC108102813|XP_017063483.1|DEUG
OG0009590	LOC115632125|XP_030384991.1|SLEB	LOC108108104|XP_017071499.1|DEUG
OG0009591	LOC115625132|XP_030375906.1|SLEB	LOC108108328|XP_017071845.1|DEUG
OG0009592	LOC115624387|XP_030374958.1|SLEB	LOC108117197|XP_017084989.1|DEUG
OG0009593	LOC115624152|XP_030374609.1|SLEB	LOC108117050|XP_017084711.1|DEUG
OG0009594	LOC115625537|XP_030376475.1|SLEB	LOC108113719|XP_017079890.1|DEUG
OG0009595	LOC115623831|XP_030374236.1|SLEB	LOC108115090|XP_017081826.1|DEUG
OG0009596	LOC115623991|XP_030374422.1|SLEB	LOC108115069|XP_017081807.1|DEUG
OG0009597	LOC115624282|XP_030374765.1|SLEB	LOC108115077|XP_017081815.1|DEUG
OG0009598	LOC115623484|XP_030373713.1|SLEB	LOC108115170|XP_017081979.1|DEUG
OG0009599	LOC115624112|XP_030374566.1|SLEB	LOC108116263|XP_017083541.1|DEUG
OG0009600	LOC115625068|XP_030375811.1|SLEB	LOC108116355|XP_017083667.1|DEUG
OG0009601	LOC115625404|XP_030376302.1|SLEB	LOC108117534|XP_017085523.1|DEUG
OG0009602	LOC115626103|XP_030377215.1|SLEB	LOC108113541|XP_017079625.1|DEUG
OG0009603	LOC115623353|XP_030373496.1|SLEB	LOC108109505|XP_017073535.1|DEUG
OG0009604	LOC115629876|XP_030382334.1|SLEB	LOC108116730|XP_017084240.1|DEUG
OG0009605	LOC115625441|XP_030376349.1|SLEB	LOC108113521|XP_017079602.1|DEUG
OG0009606	LOC115625355|XP_030376248.1|SLEB	LOC108113528|XP_017079611.1|DEUG
OG0009607	LOC115625541|XP_030376478.1|SLEB	LOC108113631|XP_017079788.1|DEUG
OG0009608	LOC115625414|XP_030376313.1|SLEB	LOC108116559|XP_017083987.1|DEUG
OG0009609	LOC115624945|XP_030375656.1|SLEB	LOC108111481|XP_017076453.1|DEUG
OG0009610	LOC115624336|XP_030374845.1|SLEB	LOC108117186|XP_017084967.1|DEUG
OG0009611	LOC115623808|XP_030374212.1|SLEB	LOC108117095|XP_017084783.1|DEUG
OG0009612	LOC115623914|XP_030374330.1|SLEB	LOC108110261|XP_017074738.1|DEUG
OG0009614	LOC115620214|XP_030369212.1|SLEB	LOC108111657|XP_017076676.1|DEUG
OG0009615	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB	LOC108115785|XP_017082847.1|DEUG
OG0009616	LOC115621571|XP_030371118.1|SLEB	LOC108115773|XP_017082834.1|DEUG
OG0009617	LOC115620313|XP_030369361.1|SLEB	LOC108116856|XP_017084400.1|DEUG
OG0009619	LOC115621309|XP_030370783.1|SLEB	LOC108115566|XP_017082561.1|DEUG
OG0009620	LOC115625494|XP_030376409.1|SLEB	LOC108109527|XP_017073580.1|DEUG
OG0009621	LOC115625366|XP_030376263.1|SLEB	LOC108109431|XP_017073420.1|DEUG
OG0009622	LOC115620937|XP_030370309.1|SLEB	LOC108117053|XP_017084714.1|DEUG
OG0009623	LOC115621055|XP_030370436.1|SLEB	LOC108111760|XP_017076809.1|DEUG
OG0009624	LOC115621911|XP_030371605.1|SLEB	LOC108109379|XP_017073361.1|DEUG
OG0009625	LOC115620259|XP_030369269.1|SLEB	LOC108111287|XP_017076164.1|DEUG
OG0009626	LOC115620291|XP_030369328.1|SLEB	LOC108115603|XP_017082618.1|DEUG
OG0009627	LOC115620294|XP_030369335.1|SLEB	LOC108115592|XP_017082594.1|DEUG
OG0009628	LOC115620290|XP_030369327.1|SLEB	LOC108115608|XP_017082629.1|DEUG
OG0009629	LOC115625472|XP_030376381.1|SLEB	LOC108117317|XP_017085174.1|DEUG
OG0009630	LOC115625470|XP_030376379.1|SLEB	LOC108117070|XP_017084732.1|DEUG
OG0009631	LOC115621984|XP_030371697.1|SLEB	LOC108116918|XP_017084546.1|DEUG
OG0009632	LOC115627674|XP_030379276.1|SLEB	LOC108111849|XP_017076945.1|DEUG
OG0009633	LOC115633974|XP_030387354.1|SLEB	LOC108106253|XP_017068707.1|DEUG
OG0009634	LOC115621772|XP_030371384.1|SLEB	LOC108105213|XP_017067160.1|DEUG
OG0009635	LOC115621279|XP_030370741.1|SLEB	LOC108116986|XP_017084639.1|DEUG
OG0009636	LOC115633262|XP_030386530.1|SLEB	LOC108114527|XP_017081047.1|DEUG
OG0009637	LOC115620644|XP_030369850.1|SLEB	LOC108113787|XP_017079982.1|DEUG
OG0009638	LOC115621708|XP_030371276.1|SLEB	LOC108117092|XP_017084779.1|DEUG
OG0009639	LOC115623751|XP_030374145.1|SLEB	LOC108116568|XP_017083997.1|DEUG
OG0009640	LOC115621361|XP_030370845.1|SLEB	LOC108113527|XP_017079609.1|DEUG
OG0009641	LOC115620356|XP_030369419.1|SLEB	LOC108115585|XP_017082587.1|DEUG
OG0009642	LOC115620355|XP_030369418.1|SLEB	LOC108115588|XP_017082590.1|DEUG
OG0009643	LOC115621011|XP_030370391.1|SLEB	LOC108111457|XP_017076416.1|DEUG
OG0009644	LOC115620469|XP_030369560.1|SLEB	LOC108116564|XP_017083992.1|DEUG
OG0009645	LOC115621053|XP_030370433.1|SLEB	LOC108116579|XP_017084010.1|DEUG
OG0009646	LOC115620267|XP_030369286.1|SLEB	LOC108111324|XP_017076211.1|DEUG
OG0009647	LOC115620260|XP_030369271.1|SLEB	LOC108111269|XP_017076146.1|DEUG
OG0009648	LOC115620775|XP_030370044.1|SLEB	LOC108115392|XP_017082317.1|DEUG
OG0009649	LOC115621431|XP_030370942.1|SLEB	LOC108116003|XP_017083169.1|DEUG
OG0009650	LOC115630542|XP_030383008.1|SLEB	LOC108118470|XP_017086681.1|DEUG
OG0009651	LOC115630953|XP_030383387.1|SLEB	LOC108104062|XP_017065413.1|DEUG
OG0009652	LOC115631353|XP_030383930.1|SLEB	LOC108111010|XP_017075811.1|DEUG
OG0009653	LOC115631895|XP_030384603.1|SLEB	LOC108110573|XP_017075159.1|DEUG
OG0009654	LOC115631740|XP_030384439.1|SLEB	LOC108110488|XP_017075054.1|DEUG
OG0009655	LOC115632037|XP_030384862.1|SLEB	LOC108118315|XP_017086420.1|DEUG
OG0009656	LOC115631412|XP_030383998.1|SLEB	LOC108106135|XP_017068516.1|DEUG
OG0009657	LOC115631378|XP_030383959.1|SLEB	LOC108110448|XP_017075004.1|DEUG
OG0009658	LOC115631856|XP_030384562.1|SLEB	LOC108104052|XP_017065387.1|DEUG
OG0009659	LOC115630577|XP_030383054.1|SLEB	LOC108102670|XP_017063300.1|DEUG
OG0009660	LOC115632008|XP_030384797.1|SLEB	LOC108110517|XP_017075086.1|DEUG
OG0009661	LOC115631779|XP_030384473.1|SLEB	LOC108106900|XP_017069637.1|DEUG
OG0009662	LOC115630651|XP_030383153.1|SLEB, LOC115630420|XP_030382819.1|SLEB	LOC108112380|XP_017077711.1|DEUG
OG0009663	LOC115628468|XP_030380450.1|SLEB	LOC108111061|XP_017075879.1|DEUG
OG0009664	LOC115630616|XP_030383103.1|SLEB	LOC108110668|XP_017075274.1|DEUG
OG0009665	LOC115623931|XP_030374350.1|SLEB	LOC108111225|XP_017076116.1|DEUG
OG0009666	LOC115631044|XP_030383536.1|SLEB	LOC108118460|XP_017086668.1|DEUG
OG0009667	LOC115628580|XP_030380624.1|SLEB	LOC108115485|XP_017082460.1|DEUG
OG0009668	LOC115630803|XP_030383324.1|SLEB	LOC108115556|XP_017082552.1|DEUG
OG0009669	LOC115631172|XP_030383721.1|SLEB	LOC108105678|XP_017067871.1|DEUG
OG0009670	LOC115630947|XP_030383377.1|SLEB	LOC108102636|XP_017063245.1|DEUG
OG0009671	LOC115631810|XP_030384507.1|SLEB	LOC108106883|XP_017069620.1|DEUG
OG0009674	LOC115625818|XP_030376867.1|SLEB	LOC108114847|XP_017081481.1|DEUG
OG0009675	LOC115628993|XP_030381134.1|SLEB	LOC108105125|XP_017067047.1|DEUG
OG0009676	LOC115626116|XP_030377231.1|SLEB	LOC108114844|XP_017081479.1|DEUG
OG0009677	LOC115631497|XP_030384117.1|SLEB	LOC108106162|XP_017068562.1|DEUG
OG0009678	LOC115626109|XP_030377224.1|SLEB	LOC108103392|XP_017064337.1|DEUG
OG0009679	LOC115626355|XP_030377566.1|SLEB	LOC108102506|XP_017063021.1|DEUG
OG0009680	LOC115626419|XP_030377647.1|SLEB	LOC108105805|XP_017068035.1|DEUG
OG0009681	LOC115633951|XP_030387329.1|SLEB	LOC108109297|XP_017073280.1|DEUG
OG0009682	LOC115634681|XP_030388400.1|SLEB	LOC108108958|XP_017072702.1|DEUG
OG0009683	LOC115633948|XP_030387326.1|SLEB	LOC108112890|XP_017078736.1|DEUG
OG0009684	LOC115634118|XP_030387542.1|SLEB	LOC108112886|XP_017078725.1|DEUG
OG0009685	LOC115633693|XP_030387009.1|SLEB	LOC108112888|XP_017078731.1|DEUG
OG0009686	LOC115633067|XP_030386298.1|SLEB	LOC108112186|XP_017077487.1|DEUG
OG0009687	LOC115633998|XP_030387381.1|SLEB	LOC108112396|XP_017077727.1|DEUG
OG0009688	LOC115629087|XP_030381263.1|SLEB	LOC108112020|XP_017077250.1|DEUG
OG0009690	LOC115633936|XP_030387314.1|SLEB	LOC108106701|XP_017069423.1|DEUG
OG0009692	LOC115632480|XP_030385517.1|SLEB	LOC108112997|XP_017078896.1|DEUG
OG0009693	LOC115630770|XP_030383288.1|SLEB	LOC108106574|XP_017069232.1|DEUG
OG0009694	LOC115624557|XP_030375148.1|SLEB	LOC108106622|XP_017069314.1|DEUG
OG0009695	LOC115634324|XP_030387842.1|SLEB	LOC108107276|XP_017070206.1|DEUG
OG0009696	LOC115634114|XP_030387538.1|SLEB	LOC108104519|XP_017066139.1|DEUG
OG0009697	LOC115626927|XP_030378294.1|SLEB	LOC108107645|XP_017070719.1|DEUG
OG0009698	LOC115634079|XP_030387491.1|SLEB	LOC108113085|XP_017079020.1|DEUG
OG0009699	LOC115625491|XP_030376405.1|SLEB	LOC108106431|XP_017068949.1|DEUG
OG0009700	LOC115622761|XP_030372680.1|SLEB	LOC108107361|XP_017070353.1|DEUG
OG0009701	LOC115621568|XP_030371115.1|SLEB	LOC108111347|XP_017076267.1|DEUG
OG0009703	LOC115631676|XP_030384349.1|SLEB	LOC108106127|XP_017068496.1|DEUG
OG0009704	LOC115634094|XP_030387509.1|SLEB	LOC108109132|XP_017073018.1|DEUG
OG0009705	LOC115634800|XP_030388568.1|SLEB	LOC108106668|XP_017069387.1|DEUG
OG0009706	LOC115634801|XP_030388569.1|SLEB	LOC108106305|XP_017068765.1|DEUG
OG0009707	LOC115620407|XP_030369486.1|SLEB	LOC108110061|XP_017074449.1|DEUG
OG0009708	LOC115634043|XP_030387447.1|SLEB	LOC108112192|XP_017077493.1|DEUG
OG0009709	LOC115634419|XP_030387986.1|SLEB	LOC108112282|XP_017077593.1|DEUG
OG0009710	LOC115624611|XP_030375258.1|SLEB	LOC108112281|XP_017077592.1|DEUG
OG0009711	LOC115633771|XP_030387106.1|SLEB	LOC108112070|XP_017077308.1|DEUG
OG0009712	LOC115633023|XP_030386207.1|SLEB	LOC108114274|XP_017080659.1|DEUG
OG0009713	LOC115634401|XP_030387954.1|SLEB	LOC108104573|XP_017066215.1|DEUG
OG0009714	LOC115633365|XP_030386673.1|SLEB	LOC108106581|XP_017069251.1|DEUG
OG0009716	LOC115634240|XP_030387694.1|SLEB	LOC108104514|XP_017066124.1|DEUG
OG0009718	LOC115634568|XP_030388251.1|SLEB	LOC108106642|XP_017069343.1|DEUG
OG0009719	LOC115627624|XP_030379223.1|SLEB	LOC108107473|XP_017070509.1|DEUG
OG0009720	LOC115634642|XP_030388359.1|SLEB	LOC108112555|XP_017077990.1|DEUG
OG0009721	LOC115624845|XP_030375549.1|SLEB	LOC108106363|XP_017068832.1|DEUG
OG0009722	LOC115628152|XP_030379986.1|SLEB	LOC108106569|XP_017069226.1|DEUG
OG0009723	LOC115624939|XP_030375650.1|SLEB	LOC108107628|XP_017070685.1|DEUG
OG0009724	LOC115624273|XP_030374762.1|SLEB	LOC108109109|XP_017072987.1|DEUG
OG0009726	LOC115629460|XP_030381788.1|SLEB	LOC108113819|XP_017080016.1|DEUG
OG0009727	LOC115634589|XP_030388278.1|SLEB	LOC108114921|XP_017081597.1|DEUG
OG0009728	LOC115634303|XP_030387820.1|SLEB	LOC108109014|XP_017072776.1|DEUG
OG0009729	LOC115634311|XP_030387832.1|SLEB	LOC108108975|XP_017072719.1|DEUG
OG0009730	LOC115630032|XP_030382525.1|SLEB	LOC108111868|XP_017076982.1|DEUG
OG0009731	LOC115624880|XP_030375586.1|SLEB	LOC108106656|XP_017069367.1|DEUG
OG0009732	LOC115634660|XP_030388380.1|SLEB	LOC108113347|XP_017079402.1|DEUG
OG0009733	LOC115628758|XP_030380833.1|SLEB	LOC108117073|XP_017084738.1|DEUG
OG0009734	LOC115627659|XP_030379260.1|SLEB, LOC115627656|XP_030379257.1|SLEB	LOC108117408|XP_017085305.1|DEUG
OG0009735	LOC115631534|XP_030384167.1|SLEB	LOC108114113|XP_017080365.1|DEUG
OG0009736	LOC115629661|XP_030382035.1|SLEB	LOC108109741|XP_017073888.1|DEUG
OG0009737	LOC115621449|XP_030370962.1|SLEB	LOC108116800|XP_017084337.1|DEUG, LOC108116847|XP_017084391.1|DEUG
OG0009738	LOC115627584|XP_030379168.1|SLEB	LOC108110000|XP_017074325.1|DEUG
OG0009739	LOC115627611|XP_030379201.1|SLEB	LOC108109931|XP_017074220.1|DEUG
OG0009740	LOC115629509|XP_030381850.1|SLEB	LOC108110119|XP_017074513.1|DEUG
OG0009741	LOC115629473|XP_030381804.1|SLEB, LOC115626480|XP_030377727.1|SLEB	LOC108108087|XP_017071467.1|DEUG
OG0009742	LOC115627373|XP_030378885.1|SLEB	LOC108102889|XP_017063581.1|DEUG
OG0009743	LOC115628110|XP_030379956.1|SLEB, LOC115627271|XP_030378760.1|SLEB	LOC108105369|XP_017067393.1|DEUG
OG0009745	LOC115627215|XP_030378695.1|SLEB	LOC108103429|XP_017064388.1|DEUG
OG0009746	LOC115633969|XP_030387350.1|SLEB	LOC108105924|XP_017068194.1|DEUG
OG0009747	LOC115631914|XP_030384625.1|SLEB	LOC108111727|XP_017076773.1|DEUG
OG0009748	LOC115629133|XP_030381335.1|SLEB	LOC108103769|XP_017064883.1|DEUG
OG0009749	LOC115626887|XP_030378257.1|SLEB	LOC108108642|XP_017072232.1|DEUG
OG0009750	LOC115629691|XP_030382072.1|SLEB	LOC108103592|XP_017064608.1|DEUG
OG0009751	LOC115630084|XP_030382569.1|SLEB	LOC108103140|XP_017064001.1|DEUG
OG0009752	LOC115627875|XP_030379619.1|SLEB	LOC108103321|XP_017064240.1|DEUG
OG0009753	LOC115627919|XP_030379674.1|SLEB	LOC108103323|XP_017064244.1|DEUG
OG0009754	LOC115634347|XP_030387862.1|SLEB	LOC108107277|XP_017070207.1|DEUG
OG0009755	LOC115627857|XP_030379578.1|SLEB	LOC108103015|XP_017063829.1|DEUG
OG0009756	LOC115629668|XP_030382044.1|SLEB	LOC108109634|XP_017073699.1|DEUG
OG0009757	LOC115632929|XP_030386081.1|SLEB	LOC108107226|XP_017070133.1|DEUG
OG0009758	LOC115620182|XP_030369165.1|SLEB	LOC108116018|XP_017083193.1|DEUG
OG0009759	LOC115627886|XP_030379632.1|SLEB	LOC108102415|XP_017062870.1|DEUG
OG0009760	LOC115627932|XP_030379685.1|SLEB	LOC108118511|XP_017086740.1|DEUG
OG0009761	LOC115627788|XP_030379469.1|SLEB	LOC108118548|XP_017086791.1|DEUG
OG0009762	LOC115629960|XP_030382433.1|SLEB	LOC108103299|XP_017064210.1|DEUG
OG0009764	LOC115632720|XP_030385826.1|SLEB	LOC108114046|XP_017080282.1|DEUG
OG0009765	LOC115632172|XP_030385061.1|SLEB	LOC108102872|XP_017063568.1|DEUG
OG0009766	LOC115632924|XP_030386077.1|SLEB	LOC108108177|XP_017071609.1|DEUG
OG0009767	LOC115632681|XP_030385775.1|SLEB	LOC108107814|XP_017071034.1|DEUG
OG0009768	LOC115628407|XP_030380356.1|SLEB	LOC108108241|XP_017071700.1|DEUG
OG0009769	LOC115628231|XP_030380094.1|SLEB	LOC108108269|XP_017071715.1|DEUG
OG0009770	LOC115632598|XP_030385683.1|SLEB	LOC108104905|XP_017066727.1|DEUG
OG0009771	LOC115632892|XP_030386043.1|SLEB	LOC108105268|XP_017067237.1|DEUG
OG0009772	LOC115628434|XP_030380382.1|SLEB	LOC108102766|XP_017063413.1|DEUG
OG0009773	LOC115632531|XP_030385587.1|SLEB	LOC108114693|XP_017081278.1|DEUG
OG0009774	LOC115632706|XP_030385807.1|SLEB	LOC108113896|XP_017080090.1|DEUG
OG0009775	LOC115628264|XP_030380143.1|SLEB	LOC108104914|XP_017066750.1|DEUG
OG0009776	LOC115632921|XP_030386073.1|SLEB	LOC108114523|XP_017081042.1|DEUG
OG0009777	LOC115622665|XP_030372538.1|SLEB	LOC108114516|XP_017081026.1|DEUG
OG0009778	LOC115622797|XP_030372722.1|SLEB	LOC108108246|XP_017071706.1|DEUG
OG0009779	LOC115632217|XP_030385135.1|SLEB	LOC108108139|XP_017071554.1|DEUG
OG0009780	LOC115632723|XP_030385829.1|SLEB	LOC108108168|XP_017071597.1|DEUG
OG0009781	LOC115632787|XP_030385899.1|SLEB	LOC108114459|XP_017080952.1|DEUG
OG0009783	LOC115622731|XP_030372632.1|SLEB	LOC108104742|XP_017066469.1|DEUG
OG0009784	LOC115632877|XP_030386012.1|SLEB	LOC108107691|XP_017070785.1|DEUG
OG0009785	LOC115622511|XP_030372324.1|SLEB	LOC108114598|XP_017081147.1|DEUG
OG0009786	LOC115622608|XP_030372469.1|SLEB	LOC108117383|XP_017085268.1|DEUG
OG0009787	LOC115622750|XP_030372663.1|SLEB	LOC108117382|XP_017085266.1|DEUG
OG0009788	LOC115622864|XP_030372809.1|SLEB	LOC108103589|XP_017064603.1|DEUG
OG0009789	LOC115632747|XP_030385855.1|SLEB	LOC108107857|XP_017071112.1|DEUG
OG0009790	LOC115624952|XP_030375664.1|SLEB	LOC108112350|XP_017077667.1|DEUG
OG0009791	LOC115632742|XP_030385849.1|SLEB	LOC108109779|XP_017073945.1|DEUG
OG0009792	LOC115632326|XP_030385290.1|SLEB	LOC108109878|XP_017074163.1|DEUG
OG0009793	LOC115624728|XP_030375414.1|SLEB	LOC108104630|XP_017066294.1|DEUG
OG0009794	LOC115625373|XP_030376270.1|SLEB	LOC108113720|XP_017079891.1|DEUG
OG0009795	LOC115630202|XP_030382630.1|SLEB	LOC108106037|XP_017068373.1|DEUG
OG0009796	LOC115622430|XP_030372231.1|SLEB	LOC108114032|XP_017080268.1|DEUG
OG0009797	LOC115632267|XP_030385206.1|SLEB	LOC108109837|XP_017074073.1|DEUG
OG0009798	LOC115632212|XP_030385130.1|SLEB	LOC108109836|XP_017074072.1|DEUG
OG0009799	LOC115632996|XP_030386176.1|SLEB	LOC108114290|XP_017080681.1|DEUG
OG0009800	LOC115624925|XP_030375636.1|SLEB	LOC108108682|XP_017072275.1|DEUG
OG0009801	LOC115632652|XP_030385742.1|SLEB	LOC108107939|XP_017071259.1|DEUG
OG0009802	LOC115632607|XP_030385694.1|SLEB	LOC108107753|XP_017070910.1|DEUG
OG0009803	LOC115632833|XP_030385947.1|SLEB	LOC108113969|XP_017080174.1|DEUG
OG0009804	LOC115632587|XP_030385671.1|SLEB	LOC108114277|XP_017080663.1|DEUG
OG0009806	LOC115633046|XP_030386250.1|SLEB	LOC108114263|XP_017080648.1|DEUG
OG0009807	LOC115633013|XP_030386198.1|SLEB	LOC108114081|XP_017080324.1|DEUG
OG0009808	LOC115632196|XP_030385102.1|SLEB	LOC108107701|XP_017070795.1|DEUG
OG0009809	LOC115632967|XP_030386127.1|SLEB	LOC108107623|XP_017070681.1|DEUG
OG0009810	LOC115622508|XP_030372320.1|SLEB	LOC108113984|XP_017080216.1|DEUG
OG0009811	LOC115622506|XP_030372315.1|SLEB	LOC108114084|XP_017080328.1|DEUG
OG0009812	LOC115622306|XP_030372071.1|SLEB	LOC108114112|XP_017080364.1|DEUG
OG0009813	LOC115631893|XP_030384605.1|SLEB	LOC108108722|XP_017072344.1|DEUG
OG0009814	LOC115623545|XP_030373795.1|SLEB	LOC108107549|XP_017070591.1|DEUG
OG0009815	LOC115633924|XP_030387299.1|SLEB	LOC108108463|XP_017072007.1|DEUG
OG0009816	LOC115622290|XP_030372053.1|SLEB	LOC108106019|XP_017068358.1|DEUG
OG0009817	LOC115622289|XP_030372052.1|SLEB	LOC108105931|XP_017068200.1|DEUG
OG0009818	LOC115634055|XP_030387462.1|SLEB	LOC108113835|XP_017080033.1|DEUG
OG0009819	LOC115634044|XP_030387451.1|SLEB	LOC108113840|XP_017080040.1|DEUG
OG0009820	LOC115634035|XP_030387440.1|SLEB	LOC108113867|XP_017080070.1|DEUG
OG0009821	LOC115627763|XP_030379456.1|SLEB	LOC108114704|XP_017081291.1|DEUG
OG0009822	LOC115622634|XP_030372501.1|SLEB	LOC108108541|XP_017072105.1|DEUG
OG0009823	LOC115622766|XP_030372682.1|SLEB	LOC108109829|XP_017074054.1|DEUG
OG0009824	LOC115622154|XP_030371883.1|SLEB	LOC108114615|XP_017081167.1|DEUG
OG0009825	LOC115624887|XP_030375594.1|SLEB	LOC108113838|XP_017080037.1|DEUG
OG0009826	LOC115622137|XP_030371856.1|SLEB	LOC108116784|XP_017084320.1|DEUG
OG0009827	LOC115622138|XP_030371857.1|SLEB	LOC108116786|XP_017084322.1|DEUG
OG0009828	LOC115623085|XP_030373149.1|SLEB	LOC108114721|XP_017081315.1|DEUG
OG0009829	LOC115634792|XP_030388563.1|SLEB	LOC108117338|XP_017085198.1|DEUG
OG0009830	LOC115624961|XP_030375676.1|SLEB	LOC108108673|XP_017072266.1|DEUG
OG0009831	LOC115624921|XP_030375631.1|SLEB	LOC108108699|XP_017072294.1|DEUG
OG0009832	LOC115624922|XP_030375632.1|SLEB	LOC108108697|XP_017072292.1|DEUG
OG0009833	LOC115623172|XP_030373249.1|SLEB	LOC108118235|XP_017086308.1|DEUG
OG0009834	LOC115632366|XP_030385347.1|SLEB	LOC108106496|XP_017069076.1|DEUG
OG0009836	LOC115624164|XP_030374622.1|SLEB	LOC108117301|XP_017085150.1|DEUG
OG0009837	LOC115627261|XP_030378748.1|SLEB	LOC108117043|XP_017084704.1|DEUG
OG0009838	LOC115630778|XP_030383293.1|SLEB	LOC108105650|XP_017067827.1|DEUG
OG0009839	LOC115620900|XP_030370252.1|SLEB	LOC108112569|XP_017078024.1|DEUG
OG0009840	LOC115625720|XP_030376726.1|SLEB	LOC108106994|XP_017069823.1|DEUG
OG0009841	LOC115626285|XP_030377470.1|SLEB	LOC108102498|XP_017063011.1|DEUG
OG0009842	LOC115632932|XP_030386085.1|SLEB	LOC108105943|XP_017068227.1|DEUG
OG0009843	LOC115632594|XP_030385678.1|SLEB	LOC108107879|XP_017071150.1|DEUG
OG0009844	LOC115633106|XP_030386349.1|SLEB	LOC108105951|XP_017068240.1|DEUG
OG0009845	LOC115632293|XP_030385248.1|SLEB	LOC108106540|XP_017069184.1|DEUG
OG0009846	LOC115626473|XP_030377717.1|SLEB	LOC108105897|XP_017068169.1|DEUG
OG0009847	LOC115626772|XP_030378094.1|SLEB	LOC108103353|XP_017064287.1|DEUG
OG0009848	LOC115627334|XP_030378839.1|SLEB	LOC108104426|XP_017065971.1|DEUG
OG0009849	LOC115621064|XP_030370449.1|SLEB	LOC108117539|XP_017085532.1|DEUG
