Orthogroup	SLEB.longest_only	HILL.longest_only
OG0006531	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC115621226|XP_030370675.1|SLEB	LOC119653118|XP_037913570.1|HILL
OG0006533	LOC115624888|XP_030375596.1|SLEB	LOC119652743|XP_037912970.1|HILL
OG0006534	LOC115620375|XP_030369441.1|SLEB	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC115621919|XP_030371622.1|SLEB	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC115625583|XP_030376547.1|SLEB	LOC119651773|XP_037911455.1|HILL
OG0006537	LOC115620484|XP_030369576.1|SLEB	LOC119651281|XP_037910718.1|HILL
OG0006538	LOC115620544|XP_030369687.1|SLEB	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC115622038|XP_030371766.1|SLEB	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC115621235|XP_030370685.1|SLEB	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC115620587|XP_030369756.1|SLEB	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC115620588|XP_030369757.1|SLEB	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC115620506|XP_030369623.1|SLEB	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC115623626|XP_030373926.1|SLEB	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC115629728|XP_030382121.1|SLEB	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC115620762|XP_030370022.1|SLEB	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC115625316|XP_030376197.1|SLEB	LOC119652369|XP_037912390.1|HILL
OG0006548	LOC115621493|XP_030371021.1|SLEB	LOC119657121|XP_037919813.1|HILL
OG0006549	LOC115625609|XP_030376604.1|SLEB	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC115621556|XP_030371088.1|SLEB	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC115629593|XP_030381944.1|SLEB	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC115629559|XP_030381910.1|SLEB	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC115620855|XP_030370159.1|SLEB	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC115623902|XP_030374317.1|SLEB	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC115622753|XP_030372667.1|SLEB	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC115625233|XP_030376078.1|SLEB	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC115620673|XP_030369896.1|SLEB	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC115621250|XP_030370703.1|SLEB	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC115620471|XP_030369562.1|SLEB	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC115621333|XP_030370814.1|SLEB	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC115620965|XP_030370346.1|SLEB	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC115621996|XP_030371711.1|SLEB	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC115620819|XP_030370106.1|SLEB	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC115622039|XP_030371767.1|SLEB	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC115625587|XP_030376557.1|SLEB	LOC119651112|XP_037910407.1|HILL
OG0006567	LOC115620192|XP_030369183.1|SLEB	LOC119656536|XP_037918810.1|HILL
OG0006568	LOC115620190|XP_030369181.1|SLEB	LOC119656537|XP_037918811.1|HILL
OG0006569	LOC115632473|XP_030385502.1|SLEB	LOC119658819|XP_037922471.1|HILL
OG0006570	LOC115624397|XP_030374984.1|SLEB	LOC119658841|XP_037922514.1|HILL
OG0006571	LOC115620432|XP_030369520.1|SLEB	LOC119651702|XP_037911343.1|HILL
OG0006572	LOC115629976|XP_030382459.1|SLEB	LOC119656551|XP_037918845.1|HILL
OG0006573	LOC115623400|XP_030373569.1|SLEB	LOC119652575|XP_037912717.1|HILL
OG0006574	LOC115620288|XP_030369321.1|SLEB	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC115621147|XP_030370563.1|SLEB	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC115625152|XP_030375937.1|SLEB	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC115625313|XP_030376191.1|SLEB	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC115625151|XP_030375935.1|SLEB	LOC119652253|XP_037912162.1|HILL
OG0006579	LOC115628535|XP_030380557.1|SLEB	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC115621443|XP_030370957.1|SLEB	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC115623921|XP_030374338.1|SLEB	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC115623532|XP_030373775.1|SLEB	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC115620457|XP_030369547.1|SLEB	LOC119651628|XP_037911217.1|HILL
OG0006584	LOC115631004|XP_030383463.1|SLEB	LOC119646970|XP_037903600.1|HILL
OG0006585	LOC115631949|XP_030384663.1|SLEB	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC115620535|XP_030369666.1|SLEB	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC115620533|XP_030369663.1|SLEB	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC115625200|XP_030376027.1|SLEB	LOC119653122|XP_037913576.1|HILL
OG0006589	LOC115629463|XP_030381791.1|SLEB	LOC119653155|XP_037913623.1|HILL
OG0006590	LOC115623441|XP_030373650.1|SLEB	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC115622192|XP_030371941.1|SLEB	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC115625089|XP_030375848.1|SLEB	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC115625088|XP_030375846.1|SLEB	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC115632549|XP_030385624.1|SLEB	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC115631092|XP_030383603.1|SLEB	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC115625815|XP_030376865.1|SLEB	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC115632215|XP_030385132.1|SLEB	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC115631999|XP_030384788.1|SLEB	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC115623178|XP_030373258.1|SLEB	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC115628219|XP_030380069.1|SLEB	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC115633143|XP_030386411.1|SLEB	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC115633144|XP_030386413.1|SLEB	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC115632604|XP_030385689.1|SLEB	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC115622961|XP_030372967.1|SLEB	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC115628915|XP_030381038.1|SLEB	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC115622839|XP_030372778.1|SLEB	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC115633078|XP_030386312.1|SLEB	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC115623480|XP_030373709.1|SLEB	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC115621631|XP_030371191.1|SLEB	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC115632188|XP_030385092.1|SLEB	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC115632204|XP_030385113.1|SLEB	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC115632763|XP_030385871.1|SLEB	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC115632784|XP_030385895.1|SLEB	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC115632082|XP_030384902.1|SLEB	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC115632216|XP_030385134.1|SLEB	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC115632179|XP_030385073.1|SLEB	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC115632129|XP_030384995.1|SLEB	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC115622819|XP_030372752.1|SLEB	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC115622652|XP_030372521.1|SLEB	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC115622198|XP_030371950.1|SLEB	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC115622534|XP_030372357.1|SLEB	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC115622623|XP_030372486.1|SLEB	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC115622890|XP_030372853.1|SLEB	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC115633847|XP_030387199.1|SLEB	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC115633853|XP_030387204.1|SLEB	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC115621136|XP_030370553.1|SLEB	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC115622573|XP_030372416.1|SLEB	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC115629866|XP_030382321.1|SLEB	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC115627737|XP_030379371.1|SLEB	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC115633885|XP_030387253.1|SLEB	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC115632890|XP_030386032.1|SLEB	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC115633732|XP_030387065.1|SLEB	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC115628262|XP_030380141.1|SLEB	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC115631054|XP_030383550.1|SLEB	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC115631907|XP_030384617.1|SLEB	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC115626739|XP_030378048.1|SLEB	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC115624675|XP_030375333.1|SLEB	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC115630710|XP_030383226.1|SLEB	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC115634388|XP_030387933.1|SLEB	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC115623323|XP_030373449.1|SLEB	LOC119647104|XP_037903810.1|HILL
OG0006641	LOC115623908|XP_030374327.1|SLEB	LOC119646894|XP_037903461.1|HILL
OG0006642	LOC115627958|XP_030379715.1|SLEB	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC115634039|XP_030387443.1|SLEB	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC115622856|XP_030372800.1|SLEB	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC115626198|XP_030377338.1|SLEB	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC115624617|XP_030375232.1|SLEB	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC115622352|XP_030372126.1|SLEB	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC115628302|XP_030380213.1|SLEB	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC115634645|XP_030388362.1|SLEB	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC115633065|XP_030386289.1|SLEB	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC115622855|XP_030372799.1|SLEB	LOC119650045|XP_037908456.1|HILL
OG0006653	LOC115633036|XP_030386240.1|SLEB	LOC119647725|XP_037904747.1|HILL
OG0006654	LOC115622670|XP_030372544.1|SLEB	LOC119649991|XP_037908375.1|HILL
OG0006655	LOC115632659|XP_030385750.1|SLEB	LOC119649426|XP_037907501.1|HILL
OG0006656	LOC115623021|XP_030373053.1|SLEB	LOC119650022|XP_037908426.1|HILL
OG0006657	LOC115633950|XP_030387328.1|SLEB	LOC119650079|XP_037908510.1|HILL
OG0006658	LOC115622263|XP_030372024.1|SLEB	LOC119649010|XP_037906888.1|HILL
OG0006659	LOC115622647|XP_030372515.1|SLEB	LOC119649474|XP_037907561.1|HILL
OG0006660	LOC115632685|XP_030385780.1|SLEB	LOC119648340|XP_037905963.1|HILL
OG0006661	LOC115632697|XP_030385794.1|SLEB	LOC119650375|XP_037909040.1|HILL
OG0006662	LOC115630569|XP_030383046.1|SLEB	LOC119660836|XP_037925636.1|HILL
OG0006663	LOC115622129|XP_030371842.1|SLEB	LOC119648026|XP_037905372.1|HILL
OG0006664	LOC115621665|XP_030371234.1|SLEB	LOC119653526|XP_037914129.1|HILL
OG0006665	LOC115628282|XP_030380172.1|SLEB	LOC119649164|XP_037907117.1|HILL
OG0006666	LOC115623086|XP_030373156.1|SLEB	LOC119649952|XP_037908316.1|HILL
OG0006667	LOC115632466|XP_030385487.1|SLEB	LOC119649797|XP_037908029.1|HILL
OG0006668	LOC115634425|XP_030387992.1|SLEB	LOC119661738|XP_037927132.1|HILL
OG0006669	LOC115632648|XP_030385738.1|SLEB	LOC119648923|XP_037906756.1|HILL
OG0006670	LOC115633156|XP_030386426.1|SLEB	LOC119650071|XP_037908495.1|HILL
OG0006671	LOC115633157|XP_030386427.1|SLEB	LOC119648973|XP_037906823.1|HILL
OG0006672	LOC115632532|XP_030385589.1|SLEB	LOC119648236|XP_037905787.1|HILL
OG0006673	LOC115622409|XP_030372202.1|SLEB	LOC119648804|XP_037906580.1|HILL
OG0006674	LOC115622998|XP_030373017.1|SLEB	LOC119649504|XP_037907600.1|HILL
OG0006675	LOC115628229|XP_030380092.1|SLEB	LOC119648645|XP_037906344.1|HILL
OG0006676	LOC115622778|XP_030372696.1|SLEB	LOC119649618|XP_037907767.1|HILL
OG0006677	LOC115622124|XP_030371835.1|SLEB	LOC119648799|XP_037906571.1|HILL
OG0006678	LOC115634380|XP_030387924.1|SLEB	LOC119649817|XP_037908076.1|HILL
OG0006679	LOC115622589|XP_030372444.1|SLEB	LOC119649878|XP_037908183.1|HILL
OG0006680	LOC115622024|XP_030371743.1|SLEB	LOC119660544|XP_037925107.1|HILL
OG0006681	LOC115632136|XP_030385009.1|SLEB	LOC119647706|XP_037904719.1|HILL
OG0006682	LOC115632210|XP_030385125.1|SLEB	LOC119648876|XP_037906695.1|HILL
OG0006683	LOC115632869|XP_030385993.1|SLEB	LOC119648877|XP_037906696.1|HILL
OG0006684	LOC115622122|XP_030371834.1|SLEB	LOC119650435|XP_037909184.1|HILL
OG0006685	LOC115629187|XP_030381442.1|SLEB	LOC119647412|XP_037904222.1|HILL
OG0006686	LOC115622942|XP_030372932.1|SLEB	LOC119650149|XP_037908614.1|HILL
OG0006687	LOC115629622|XP_030381980.1|SLEB	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL
OG0006688	LOC115632104|XP_030384946.1|SLEB	LOC119649611|XP_037907759.1|HILL
OG0006689	LOC115628242|XP_030380115.1|SLEB	LOC119648980|XP_037906830.1|HILL
OG0006691	LOC115632320|XP_030385285.1|SLEB	LOC119647467|XP_037904329.1|HILL
OG0006692	LOC115628261|XP_030380140.1|SLEB	LOC119648021|XP_037905361.1|HILL
OG0006693	LOC115623255|XP_030373384.1|SLEB	LOC119649161|XP_037907097.1|HILL
OG0006694	LOC115627846|XP_030379563.1|SLEB	LOC119661022|XP_037926099.1|HILL
OG0006695	LOC115622765|XP_030372681.1|SLEB	LOC119649586|XP_037907719.1|HILL
OG0006696	LOC115626438|XP_030377673.1|SLEB	LOC119648619|XP_037906316.1|HILL
OG0006697	LOC115628377|XP_030380318.1|SLEB	LOC119647480|XP_037904351.1|HILL
OG0006698	LOC115628239|XP_030380112.1|SLEB	LOC119648646|XP_037906346.1|HILL
OG0006699	LOC115632272|XP_030385212.1|SLEB	LOC119647901|XP_037905136.1|HILL
OG0006700	LOC115623272|XP_030373411.1|SLEB	LOC119655486|XP_037917316.1|HILL
OG0006701	LOC115629109|XP_030381298.1|SLEB	LOC119651642|XP_037911245.1|HILL
OG0006702	LOC115632380|XP_030385366.1|SLEB	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC115632358|XP_030385334.1|SLEB	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC115632359|XP_030385335.1|SLEB	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC115620179|XP_030369167.1|SLEB	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC115620058|XP_030369058.1|SLEB	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC115622684|XP_030372567.1|SLEB	LOC119649858|XP_037908149.1|HILL
OG0006712	LOC115632107|XP_030384951.1|SLEB	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC115632291|XP_030385244.1|SLEB	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC115632290|XP_030385243.1|SLEB	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC115622661|XP_030372532.1|SLEB	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC115631023|XP_030383498.1|SLEB	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC115632400|XP_030385394.1|SLEB	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC115632402|XP_030385397.1|SLEB	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC115632717|XP_030385822.1|SLEB	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC115622638|XP_030372506.1|SLEB	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC115632485|XP_030385522.1|SLEB	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC115632851|XP_030385969.1|SLEB	LOC119649327|XP_037907356.1|HILL
OG0006723	LOC115625874|XP_030376949.1|SLEB	LOC119658938|XP_037922719.1|HILL
OG0006724	LOC115620307|XP_030369351.1|SLEB	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC115620689|XP_030369918.1|SLEB	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC115621857|XP_030371535.1|SLEB	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC115620554|XP_030369700.1|SLEB	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC115625381|XP_030376277.1|SLEB	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC115622706|XP_030372599.1|SLEB	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC115632789|XP_030385904.1|SLEB	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC115625886|XP_030376965.1|SLEB	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC115623067|XP_030373121.1|SLEB	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC115623058|XP_030373097.1|SLEB	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC115622237|XP_030371994.1|SLEB	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC115633129|XP_030386391.1|SLEB	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC115622342|XP_030372114.1|SLEB	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC115632694|XP_030385791.1|SLEB	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC115622801|XP_030372730.1|SLEB	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC115624974|XP_030375686.1|SLEB	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC115623158|XP_030373232.1|SLEB	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC115623157|XP_030373230.1|SLEB	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC115631449|XP_030384054.1|SLEB	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC115622773|XP_030372688.1|SLEB	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC115624072|XP_030374519.1|SLEB	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC115632835|XP_030385950.1|SLEB	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC115633128|XP_030386390.1|SLEB	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC115627093|XP_030378505.1|SLEB	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC115628293|XP_030380199.1|SLEB	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC115633214|XP_030386460.1|SLEB	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC115628342|XP_030380266.1|SLEB	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC115628384|XP_030380328.1|SLEB	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC115632454|XP_030385466.1|SLEB	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC115622646|XP_030372514.1|SLEB	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC115632551|XP_030385626.1|SLEB	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC115632933|XP_030386086.1|SLEB	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC115622860|XP_030372804.1|SLEB	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC115622356|XP_030372131.1|SLEB	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC115632518|XP_030385571.1|SLEB	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC115623573|XP_030373830.1|SLEB	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC115628047|XP_030379851.1|SLEB	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC115628882|XP_030381002.1|SLEB	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC115634811|XP_030388583.1|SLEB	LOC119661160|XP_037926304.1|HILL
OG0006766	LOC115632895|XP_030386045.1|SLEB	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC115623035|XP_030373073.1|SLEB	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC115622429|XP_030372226.1|SLEB	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC115622546|XP_030372372.1|SLEB	LOC119648093|XP_037905519.1|HILL
OG0006770	LOC115632474|XP_030385504.1|SLEB	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC115627284|XP_030378776.1|SLEB	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC115634152|XP_030387591.1|SLEB	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC115633029|XP_030386226.1|SLEB	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC115633208|XP_030386455.1|SLEB	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC115632344|XP_030385310.1|SLEB	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC115632190|XP_030385094.1|SLEB	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC115632261|XP_030385196.1|SLEB	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC115632755|XP_030385862.1|SLEB, LOC115632668|XP_030385762.1|SLEB	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC115628256|XP_030380134.1|SLEB	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC115628237|XP_030380110.1|SLEB	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC115622768|XP_030372684.1|SLEB	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC115628269|XP_030380150.1|SLEB	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC115627286|XP_030378781.1|SLEB	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC115622682|XP_030372560.1|SLEB	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC115621051|XP_030370435.1|SLEB	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC115633639|XP_030386939.1|SLEB	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC115622654|XP_030372523.1|SLEB	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC115633323|XP_030386612.1|SLEB	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC115631614|XP_030384278.1|SLEB	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC115632457|XP_030385473.1|SLEB	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC115632951|XP_030386107.1|SLEB	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC115632627|XP_030385716.1|SLEB	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC115633841|XP_030387192.1|SLEB	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC115622787|XP_030372707.1|SLEB	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC115624570|XP_030375158.1|SLEB	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC115631577|XP_030384229.1|SLEB	LOC119661206|XP_037926358.1|HILL
OG0006798	LOC115623132|XP_030373202.1|SLEB	LOC119649520|XP_037907632.1|HILL
OG0006799	LOC115633018|XP_030386202.1|SLEB	LOC119649882|XP_037908187.1|HILL
OG0006800	LOC115625352|XP_030376249.1|SLEB	LOC119647478|XP_037904346.1|HILL
OG0006801	LOC115633324|XP_030386613.1|SLEB	LOC119658429|XP_037921757.1|HILL
OG0006802	LOC115633794|XP_030387131.1|SLEB	LOC119657672|XP_037920630.1|HILL
OG0006805	LOC115628236|XP_030380113.1|SLEB	LOC119646146|XP_037902431.1|HILL
OG0006806	LOC115624754|XP_030375444.1|SLEB	LOC119648040|XP_037905395.1|HILL
OG0006807	LOC115628719|XP_030380787.1|SLEB	LOC119660718|XP_037925290.1|HILL
OG0006808	LOC115633754|XP_030387088.1|SLEB	LOC119656892|XP_037919498.1|HILL
OG0006809	LOC115632653|XP_030385743.1|SLEB	LOC119650036|XP_037908444.1|HILL
OG0006810	LOC115622763|XP_030372678.1|SLEB	LOC119648007|XP_037905331.1|HILL
OG0006811	LOC115625290|XP_030376163.1|SLEB	LOC119649376|XP_037907422.1|HILL
OG0006812	LOC115622960|XP_030372961.1|SLEB	LOC119650238|XP_037908746.1|HILL
OG0006813	LOC115627750|XP_030379397.1|SLEB	LOC119661508|XP_037926804.1|HILL
OG0006814	LOC115633140|XP_030386407.1|SLEB	LOC119647476|XP_037904344.1|HILL
OG0006815	LOC115632768|XP_030385877.1|SLEB	LOC119648036|XP_037905390.1|HILL
OG0006816	LOC115633041|XP_030386244.1|SLEB	LOC119648027|XP_037905373.1|HILL
OG0006817	LOC115622721|XP_030372622.1|SLEB	LOC119650097|XP_037908543.1|HILL
OG0006818	LOC115633050|XP_030386255.1|SLEB	LOC119650372|XP_037909031.1|HILL
OG0006819	LOC115623448|XP_030373664.1|SLEB	LOC119650236|XP_037908744.1|HILL
OG0006821	LOC115631477|XP_030384092.1|SLEB	LOC119657667|XP_037920620.1|HILL
OG0006822	LOC115633875|XP_030387236.1|SLEB	LOC119661726|XP_037927119.1|HILL
OG0006823	LOC115632294|XP_030385246.1|SLEB	LOC119649207|XP_037907192.1|HILL
OG0006824	LOC115622759|XP_030372674.1|SLEB	LOC119649876|XP_037908180.1|HILL
OG0006825	LOC115634346|XP_030387861.1|SLEB	LOC119649993|XP_037908377.1|HILL
OG0006826	LOC115632866|XP_030385989.1|SLEB	LOC119649906|XP_037908226.1|HILL
OG0006827	LOC115623699|XP_030374035.1|SLEB	LOC119660187|XP_037924529.1|HILL
OG0006828	LOC115630799|XP_030383320.1|SLEB	LOC119650679|XP_037909560.1|HILL
OG0006829	LOC115622687|XP_030372572.1|SLEB	LOC119649561|XP_037907685.1|HILL
OG0006830	LOC115628278|XP_030380167.1|SLEB	LOC119649395|XP_037907445.1|HILL
OG0006831	LOC115622764|XP_030372679.1|SLEB	LOC119649644|XP_037907827.1|HILL
OG0006832	LOC115632907|XP_030386057.1|SLEB	LOC119649657|XP_037907841.1|HILL
OG0006833	LOC115622952|XP_030372947.1|SLEB	LOC119650301|XP_037908867.1|HILL
OG0006834	LOC115622112|XP_030371815.1|SLEB	LOC119647470|XP_037904333.1|HILL
OG0006835	LOC115622369|XP_030372146.1|SLEB	LOC119648228|XP_037905776.1|HILL
OG0006836	LOC115623104|XP_030373170.1|SLEB	LOC119649688|XP_037907880.1|HILL
OG0006837	LOC115624542|XP_030375127.1|SLEB	LOC119647796|XP_037904928.1|HILL
OG0006838	LOC115632318|XP_030385280.1|SLEB	LOC119647680|XP_037904688.1|HILL
