Orthogroup	SLEB.longest_only	DSUZ.longest_only
OG0007550	LOC115623185|XP_030373267.1|SLEB	LOC108013336|XP_016934627.1|DSUZ
OG0007551	LOC115634416|XP_030387980.1|SLEB	LOC108019565|XP_036670000.1|DSUZ
OG0007552	LOC115631960|XP_030384685.1|SLEB	LOC108008743|XP_016928133.1|DSUZ
OG0007553	LOC115631457|XP_030384065.1|SLEB	LOC108005009|XP_016923636.1|DSUZ
OG0007554	LOC115622691|XP_030372576.1|SLEB	LOC108013498|XP_016934870.1|DSUZ
OG0007555	LOC115625082|XP_030375837.1|SLEB	LOC108009321|XP_016929080.1|DSUZ
OG0007556	LOC115624711|XP_030375393.1|SLEB	LOC108010294|XP_016930655.1|DSUZ
OG0007557	LOC115624529|XP_030375110.1|SLEB	LOC108010045|XP_016930343.1|DSUZ
OG0007558	LOC115632528|XP_030385588.1|SLEB	LOC108010308|XP_016930681.1|DSUZ
OG0007559	LOC115625955|XP_030377054.1|SLEB	LOC108007871|XP_016927125.1|DSUZ
OG0007560	LOC115627335|XP_030378878.1|SLEB	LOC108013484|XP_016934856.1|DSUZ
OG0007561	LOC115633701|XP_030387020.1|SLEB	LOC108020750|XP_036672482.1|DSUZ, LOC118877351|XP_036671661.1|DSUZ
OG0007562	LOC115623224|XP_030373326.1|SLEB	LOC108014678|XP_036671160.1|DSUZ
OG0007563	LOC115633117|XP_030386366.1|SLEB	LOC108010516|XP_016930879.1|DSUZ
OG0007564	LOC115634080|XP_030387494.1|SLEB	LOC108006701|XP_016925730.1|DSUZ
OG0007565	LOC115630050|XP_030382541.1|SLEB	LOC108005015|XP_036673256.1|DSUZ
OG0007566	LOC115628159|XP_030379989.1|SLEB	LOC108010113|XP_016930426.1|DSUZ
OG0007567	LOC115620524|XP_030369650.1|SLEB	LOC108007216|XP_016926339.2|DSUZ
OG0007568	LOC115624578|XP_030375173.1|SLEB	LOC108019849|XP_016943376.1|DSUZ
OG0007569	LOC115631003|XP_030383465.1|SLEB	LOC108009851|XP_016930037.1|DSUZ
OG0007570	LOC115624577|XP_030375171.1|SLEB	LOC108019848|XP_016943373.1|DSUZ
OG0007571	LOC115624600|XP_030375201.1|SLEB	LOC108019908|XP_016943495.1|DSUZ
OG0007572	LOC115629019|XP_030381179.1|SLEB	LOC108015440|XP_016937362.1|DSUZ
OG0007573	LOC115633880|XP_030387244.1|SLEB	LOC108009374|XP_016929167.1|DSUZ
OG0007574	LOC115626457|XP_030377702.1|SLEB	LOC108009265|XP_016928958.1|DSUZ
OG0007575	LOC115624594|XP_030375193.1|SLEB	LOC108018142|XP_016941090.1|DSUZ
OG0007576	LOC115627198|XP_030378672.1|SLEB	LOC108004717|XP_016923222.1|DSUZ
OG0007577	LOC115626671|XP_030377957.1|SLEB	LOC108016668|XP_016938873.1|DSUZ
OG0007578	LOC115631617|XP_030384282.1|SLEB	LOC108017279|XP_016939788.2|DSUZ
OG0007579	LOC115620807|XP_030370092.1|SLEB	LOC108019889|XP_016943456.1|DSUZ
OG0007580	LOC115622256|XP_030372016.1|SLEB	LOC108015705|XP_036671490.1|DSUZ
OG0007581	LOC115631140|XP_030383670.1|SLEB	LOC108021127|XP_016945173.1|DSUZ
OG0007582	LOC115623592|XP_030373852.1|SLEB	LOC108007936|XP_016927196.2|DSUZ
OG0007583	LOC115627603|XP_030379185.1|SLEB	LOC108010087|XP_016930395.1|DSUZ
OG0007584	LOC115629289|XP_030381589.1|SLEB	LOC108018863|XP_036675839.1|DSUZ
OG0007585	LOC115623001|XP_030373025.1|SLEB	LOC108014663|XP_016936314.2|DSUZ
OG0007586	LOC115621360|XP_030370844.1|SLEB	LOC108021446|XP_016945655.1|DSUZ
OG0007587	LOC115624705|XP_030375380.1|SLEB	LOC108009463|XP_016929328.1|DSUZ
OG0007588	LOC115630415|XP_030382809.1|SLEB	LOC108005714|XP_016924531.1|DSUZ
OG0007589	LOC115626761|XP_030378078.1|SLEB	LOC108019185|XP_016942445.1|DSUZ
OG0007590	LOC115633122|XP_030386372.1|SLEB	LOC108013132|XP_016934300.1|DSUZ
OG0007591	LOC115634439|XP_030388006.1|SLEB	LOC108009149|XP_016928741.1|DSUZ
OG0007592	LOC115630287|XP_030382686.1|SLEB	LOC108009547|XP_016929478.1|DSUZ
OG0007593	LOC115627121|XP_030378551.1|SLEB	LOC108011166|XP_016931743.1|DSUZ
OG0007594	LOC115625775|XP_030376808.1|SLEB	LOC108008386|XP_016927720.1|DSUZ
OG0007595	LOC115632499|XP_030385542.1|SLEB	LOC108008462|XP_016927805.1|DSUZ
OG0007596	LOC115622951|XP_030372946.1|SLEB	LOC108012609|XP_016933517.1|DSUZ
OG0007597	LOC115625423|XP_030376326.1|SLEB	LOC108015538|XP_016937505.1|DSUZ
OG0007598	LOC115633808|XP_030387153.1|SLEB	LOC108018135|XP_016941079.1|DSUZ
OG0007599	LOC115624671|XP_030375332.1|SLEB	LOC108005564|XP_016924352.1|DSUZ
OG0007600	LOC115621040|XP_030370425.1|SLEB	LOC108016315|XP_016938440.1|DSUZ, LOC118877516|XP_036672445.1|DSUZ
OG0007601	LOC115624692|XP_030375362.1|SLEB	LOC108019358|XP_016942669.2|DSUZ
OG0007602	LOC115624740|XP_030375427.1|SLEB	LOC108017614|XP_036670550.1|DSUZ
OG0007603	LOC115624786|XP_030375478.1|SLEB	LOC108017638|XP_016940238.2|DSUZ
OG0007604	LOC115632600|XP_030385685.1|SLEB	LOC108013120|XP_016934280.1|DSUZ
OG0007605	LOC115623150|XP_030373220.1|SLEB	LOC108007430|XP_036671841.1|DSUZ
OG0007606	LOC115623286|XP_030373429.1|SLEB	LOC108015410|XP_036670426.1|DSUZ
OG0007607	LOC115620527|XP_030369656.1|SLEB	LOC108020314|XP_036675698.1|DSUZ
OG0007608	LOC115634378|XP_030387922.1|SLEB	LOC108012840|XP_016933796.1|DSUZ
OG0007609	LOC115627226|XP_030378709.1|SLEB	LOC108006548|XP_016925568.1|DSUZ
OG0007610	LOC115629227|XP_030381502.1|SLEB	LOC108008535|XP_016927894.1|DSUZ
OG0007611	LOC115627862|XP_030379585.1|SLEB	LOC108020353|XP_036674584.1|DSUZ
OG0007612	LOC115634743|XP_030388495.1|SLEB	LOC108009669|XP_016929688.1|DSUZ
OG0007613	LOC115633376|XP_030386683.1|SLEB	LOC108008291|XP_016927591.2|DSUZ
OG0007614	LOC115632427|XP_030385428.1|SLEB	LOC108007098|XP_036671088.1|DSUZ
OG0007615	LOC115633032|XP_030386236.1|SLEB	LOC108013068|XP_016934175.1|DSUZ
OG0007616	LOC115620666|XP_030369880.1|SLEB	LOC108007207|XP_036674142.1|DSUZ
OG0007617	LOC115630373|XP_030382768.1|SLEB	LOC108013766|XP_036671113.1|DSUZ
OG0007618	LOC115622296|XP_030372059.1|SLEB	LOC108012769|XP_016933690.1|DSUZ
OG0007619	LOC115622541|XP_030372367.1|SLEB	LOC108013000|XP_016934071.1|DSUZ
OG0007620	LOC115623197|XP_030373281.1|SLEB	LOC108012901|XP_016933898.1|DSUZ
OG0007621	LOC115632800|XP_030385915.1|SLEB	LOC108008347|XP_016927665.1|DSUZ
OG0007622	LOC115623219|XP_030373318.1|SLEB	LOC108010479|XP_036672297.1|DSUZ
OG0007623	LOC115623248|XP_030373371.1|SLEB	LOC108006216|XP_036671540.1|DSUZ
OG0007624	LOC115633758|XP_030387093.1|SLEB	LOC108012588|XP_016933495.1|DSUZ
OG0007625	LOC115622121|XP_030371829.1|SLEB	LOC108015895|XP_036672063.1|DSUZ
OG0007626	LOC115632530|XP_030385586.1|SLEB	LOC108013585|XP_016935002.1|DSUZ
OG0007627	LOC115632529|XP_030385585.1|SLEB	LOC108013223|XP_016934439.1|DSUZ
OG0007628	LOC115627977|XP_030379733.1|SLEB	LOC108020347|XP_016944003.1|DSUZ
OG0007629	LOC115622881|XP_030372834.1|SLEB	LOC108012352|XP_016933193.1|DSUZ
OG0007630	LOC115623811|XP_030374215.1|SLEB	LOC108010742|XP_036672765.1|DSUZ
OG0007631	LOC115620496|XP_030369607.1|SLEB	LOC108013870|XP_036673203.1|DSUZ
OG0007632	LOC115624556|XP_030375144.1|SLEB	LOC108013125|XP_016934291.1|DSUZ
OG0007633	LOC115631881|XP_030384590.1|SLEB	LOC108013895|XP_016935391.1|DSUZ
OG0007634	LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB	LOC108015485|XP_016937406.1|DSUZ
OG0007635	LOC115626039|XP_030377150.1|SLEB	LOC108021001|XP_016944958.1|DSUZ
OG0007636	LOC115633812|XP_030387156.1|SLEB	LOC108020743|XP_016944608.1|DSUZ
OG0007637	LOC115632671|XP_030385765.1|SLEB	LOC108011693|XP_036677411.1|DSUZ
OG0007638	LOC115631948|XP_030384665.1|SLEB	LOC108016758|XP_036676332.1|DSUZ
OG0007639	LOC115623446|XP_030373656.1|SLEB	LOC108015006|XP_016936723.1|DSUZ
OG0007640	LOC115631215|XP_030383783.1|SLEB	LOC108009282|XP_016929001.1|DSUZ
OG0007641	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB	LOC108018538|XP_016941581.1|DSUZ
OG0007642	LOC115634440|XP_030388009.1|SLEB	LOC108009478|XP_016929348.1|DSUZ
OG0007643	LOC115623774|XP_030374170.1|SLEB	LOC108014549|XP_036673359.1|DSUZ
OG0007644	LOC115620413|XP_030369496.1|SLEB	LOC108010857|XP_036675651.1|DSUZ
OG0007645	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB	LOC108007016|XP_016926111.1|DSUZ
OG0007646	LOC115630590|XP_030383069.1|SLEB	LOC108010073|XP_016930379.1|DSUZ
OG0007647	LOC115629073|XP_030381249.1|SLEB	LOC108016282|XP_016938407.1|DSUZ
OG0007648	LOC115627600|XP_030379187.1|SLEB	LOC108019566|XP_036669967.1|DSUZ
OG0007649	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB	LOC108013476|XP_016934848.1|DSUZ
OG0007650	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB	LOC108008109|XP_016927387.1|DSUZ
OG0007651	LOC115629259|XP_030381540.1|SLEB	LOC108005174|XP_016923839.1|DSUZ
OG0007652	LOC115625798|XP_030376839.1|SLEB	LOC108019809|XP_016943307.1|DSUZ
OG0007653	LOC115620883|XP_030370221.1|SLEB	LOC108013409|XP_036670765.1|DSUZ
OG0007654	LOC115622992|XP_030373012.1|SLEB	LOC108012700|XP_016933617.1|DSUZ
OG0007655	LOC115627159|XP_030378644.1|SLEB	LOC108017878|XP_016940530.1|DSUZ
OG0007656	LOC115624306|XP_030374788.1|SLEB	LOC108018395|XP_016941438.2|DSUZ
OG0007658	LOC115623099|XP_030373165.1|SLEB, LOC115623098|XP_030373164.1|SLEB	LOC118876755|XP_036669736.1|DSUZ
OG0007659	LOC115634455|XP_030388037.1|SLEB, LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB	LOC108008631|XP_016928001.1|DSUZ
OG0007660	LOC115623983|XP_030374414.1|SLEB	LOC108006058|XP_036674198.1|DSUZ
OG0007664	LOC115620215|XP_030369213.1|SLEB	LOC108015938|XP_036674301.1|DSUZ
OG0007665	LOC115633285|XP_030386554.1|SLEB	LOC108019170|XP_016942419.1|DSUZ
OG0007667	LOC115626933|XP_030378302.1|SLEB	LOC108005088|XP_016923749.1|DSUZ
OG0007668	LOC115625983|XP_030377089.1|SLEB	LOC108005089|XP_016923753.1|DSUZ
OG0007669	LOC115628820|XP_030380908.1|SLEB	LOC108020475|XP_016944290.1|DSUZ
OG0007670	LOC115628819|XP_030380907.1|SLEB	LOC108020474|XP_016944287.1|DSUZ
OG0007671	LOC115630193|XP_030382620.1|SLEB	LOC108015403|XP_016937312.1|DSUZ
OG0007672	LOC115627817|XP_030379507.1|SLEB	LOC108016579|XP_016938750.1|DSUZ
OG0007673	LOC115621091|XP_030370485.1|SLEB	LOC108016114|XP_036675576.1|DSUZ
OG0007674	LOC115627552|XP_030379129.1|SLEB	LOC108013672|XP_036676376.1|DSUZ
OG0007675	LOC115627073|XP_030378480.1|SLEB	LOC108013719|XP_016935148.1|DSUZ
OG0007676	LOC115627502|XP_030379051.1|SLEB	LOC108010445|XP_016930795.1|DSUZ
OG0007677	LOC115626730|XP_030378036.1|SLEB	LOC108016621|XP_016938805.1|DSUZ
OG0007678	LOC115627992|XP_030379747.1|SLEB	LOC108006286|XP_016925233.1|DSUZ
OG0007679	LOC115628026|XP_030379822.1|SLEB	LOC108006334|XP_016925332.1|DSUZ
OG0007680	LOC115629051|XP_030381218.1|SLEB	LOC108021230|XP_016945325.1|DSUZ
OG0007681	LOC115625295|XP_030376169.1|SLEB	LOC108005050|XP_036673270.1|DSUZ, LOC118877574|XP_036672715.1|DSUZ
OG0007682	LOC115627289|XP_030378780.1|SLEB	LOC108018976|XP_016942068.1|DSUZ
OG0007683	LOC115627414|XP_030378936.1|SLEB	LOC108015336|XP_016937229.1|DSUZ
OG0007684	LOC115627278|XP_030378768.1|SLEB	LOC108013683|XP_016935091.1|DSUZ
OG0007685	LOC115628748|XP_030380815.1|SLEB	LOC108019094|XP_036676159.1|DSUZ
OG0007686	LOC115627789|XP_030379470.1|SLEB	LOC108006343|XP_016925346.2|DSUZ
OG0007687	LOC115626865|XP_030378231.1|SLEB	LOC108016926|XP_016939341.1|DSUZ
OG0007688	LOC115621920|XP_030371623.1|SLEB	LOC108015772|XP_016937804.2|DSUZ
OG0007689	LOC115627507|XP_030379061.1|SLEB	LOC108015432|XP_016937356.1|DSUZ
OG0007690	LOC115627416|XP_030378938.1|SLEB	LOC108006540|XP_016925554.2|DSUZ
OG0007691	LOC115621381|XP_030370870.1|SLEB	LOC108014826|XP_036673527.1|DSUZ
OG0007692	LOC115629678|XP_030382058.1|SLEB	LOC108013740|XP_016935180.1|DSUZ
OG0007693	LOC115627424|XP_030378957.1|SLEB	LOC108015406|XP_016937319.1|DSUZ
OG0007694	LOC115628680|XP_030380713.1|SLEB	LOC108019353|XP_016942662.2|DSUZ
OG0007695	LOC115628900|XP_030381019.1|SLEB	LOC108004768|XP_016923301.1|DSUZ
OG0007696	LOC115633916|XP_030387284.1|SLEB	LOC118877400|XP_036671957.1|DSUZ
OG0007697	LOC115624999|XP_030375734.1|SLEB	LOC108020196|XP_036670732.1|DSUZ
OG0007698	LOC115629243|XP_030381519.1|SLEB	LOC108005450|XP_016924229.1|DSUZ
OG0007699	LOC115627602|XP_030379184.1|SLEB	LOC108004776|XP_016923314.1|DSUZ
OG0007700	LOC115628865|XP_030380977.1|SLEB	LOC108016915|XP_016939325.1|DSUZ
OG0007701	LOC115629578|XP_030381930.1|SLEB	LOC108011160|XP_016931737.1|DSUZ
OG0007702	LOC115629811|XP_030382238.1|SLEB	LOC108015419|XP_016937338.1|DSUZ
OG0007703	LOC115633260|XP_030386525.1|SLEB	LOC108016989|XP_016939426.1|DSUZ
OG0007704	LOC115620316|XP_030369368.1|SLEB	LOC108014084|XP_016935593.2|DSUZ
OG0007705	LOC115629602|XP_030381956.1|SLEB	LOC108004849|XP_016923420.1|DSUZ
OG0007706	LOC115627527|XP_030379087.1|SLEB	LOC108010471|XP_016930835.1|DSUZ
OG0007707	LOC115633305|XP_030386584.1|SLEB	LOC108006301|XP_016925266.1|DSUZ
OG0007708	LOC115627529|XP_030379089.1|SLEB	LOC108005381|XP_036677090.1|DSUZ
OG0007709	LOC115629112|XP_030381301.1|SLEB	LOC108005459|XP_016924244.1|DSUZ
OG0007710	LOC115627855|XP_030379576.1|SLEB	LOC108006342|XP_036676514.1|DSUZ
OG0007711	LOC115627255|XP_030378742.1|SLEB	LOC108005383|XP_016924133.1|DSUZ
OG0007712	LOC115629867|XP_030382319.1|SLEB	LOC108005112|XP_036677076.1|DSUZ
OG0007713	LOC115629716|XP_030382097.1|SLEB	LOC108004635|XP_036676913.1|DSUZ
OG0007714	LOC115627451|XP_030378977.1|SLEB	LOC108015169|XP_016936935.1|DSUZ
OG0007715	LOC115627129|XP_030378561.1|SLEB	LOC108006534|XP_016925548.1|DSUZ
OG0007716	LOC115629491|XP_030381825.1|SLEB	LOC108019114|XP_016942327.1|DSUZ
OG0007717	LOC115620517|XP_030369643.1|SLEB	LOC108007464|XP_036675350.1|DSUZ
OG0007718	LOC115626801|XP_030378129.1|SLEB	LOC108011209|XP_016931789.1|DSUZ
OG0007719	LOC115628807|XP_030380883.1|SLEB	LOC108015182|XP_016936966.1|DSUZ
OG0007720	LOC115628938|XP_030381071.1|SLEB	LOC108015292|XP_016937155.2|DSUZ
OG0007721	LOC115627793|XP_030379473.1|SLEB	LOC108015320|XP_016937201.1|DSUZ
OG0007722	LOC115627971|XP_030379726.1|SLEB	LOC108015110|XP_016936843.1|DSUZ
OG0007723	LOC115628001|XP_030379767.1|SLEB	LOC108015102|XP_036676443.1|DSUZ
OG0007724	LOC115631899|XP_030384608.1|SLEB	LOC108020284|XP_016943904.1|DSUZ
OG0007725	LOC115629788|XP_030382203.1|SLEB	LOC108004758|XP_016923284.1|DSUZ
OG0007726	LOC115627315|XP_030378819.1|SLEB	LOC108005212|XP_016923890.1|DSUZ
OG0007727	LOC115625929|XP_030377025.1|SLEB	LOC108005401|XP_016924153.1|DSUZ
OG0007728	LOC115628808|XP_030380888.1|SLEB	LOC108011135|XP_016931699.1|DSUZ
OG0007729	LOC115627101|XP_030378517.1|SLEB	LOC108005157|XP_016923821.1|DSUZ
OG0007730	LOC115628897|XP_030381016.1|SLEB	LOC108011114|XP_016931674.2|DSUZ
OG0007731	LOC115623236|XP_030373345.1|SLEB	LOC108012518|XP_016933417.1|DSUZ
OG0007732	LOC115627485|XP_030379024.1|SLEB	LOC108015407|XP_016937320.1|DSUZ
OG0007733	LOC115627340|XP_030378845.1|SLEB	LOC108005485|XP_016924278.1|DSUZ
OG0007735	LOC115626823|XP_030378163.1|SLEB	LOC108021827|XP_016946120.1|DSUZ
OG0007736	LOC115626854|XP_030378216.1|SLEB	LOC108016929|XP_016939346.1|DSUZ
OG0007737	LOC115621263|XP_030370722.1|SLEB	LOC108017076|XP_036674275.1|DSUZ
OG0007738	LOC115620889|XP_030370231.1|SLEB	LOC108011033|XP_036673966.1|DSUZ
OG0007739	LOC115628696|XP_030380735.1|SLEB	LOC108019210|XP_016942495.1|DSUZ
OG0007740	LOC115628816|XP_030380902.1|SLEB	LOC108015388|XP_016937297.1|DSUZ
OG0007741	LOC115629749|XP_030382145.1|SLEB	LOC108005305|XP_016924003.1|DSUZ
OG0007742	LOC115627731|XP_030379353.1|SLEB	LOC108006314|XP_016925304.1|DSUZ
OG0007743	LOC115621047|XP_030370429.1|SLEB	LOC108019461|XP_036674435.1|DSUZ
OG0007744	LOC115629127|XP_030381325.1|SLEB	LOC108014093|XP_016935605.1|DSUZ
OG0007745	LOC115621865|XP_030371546.1|SLEB	LOC108020305|XP_036677898.1|DSUZ
OG0007746	LOC115620411|XP_030369491.1|SLEB	LOC108006114|XP_016925051.2|DSUZ
OG0007747	LOC115627680|XP_030379283.1|SLEB	LOC108004671|XP_016923143.1|DSUZ
OG0007748	LOC115627570|XP_030379154.1|SLEB	LOC108015071|XP_016936799.1|DSUZ
OG0007749	LOC115626906|XP_030378276.1|SLEB	LOC108016826|XP_016939132.1|DSUZ
OG0007750	LOC115620581|XP_030369744.1|SLEB	LOC108012157|XP_016932937.2|DSUZ
OG0007751	LOC115631722|XP_030384417.1|SLEB	LOC108021301|XP_016945442.1|DSUZ
OG0007752	LOC115626841|XP_030378188.1|SLEB	LOC108005091|XP_016923752.1|DSUZ
OG0007753	LOC115627572|XP_030379155.1|SLEB	LOC108015243|XP_016937078.1|DSUZ
OG0007754	LOC115629121|XP_030381318.1|SLEB	LOC108016608|XP_016938787.1|DSUZ
OG0007755	LOC115629207|XP_030381467.1|SLEB	LOC108016558|XP_036676428.1|DSUZ
OG0007756	LOC115626947|XP_030378323.1|SLEB	LOC108016980|XP_016939413.1|DSUZ
OG0007757	LOC115627448|XP_030378973.1|SLEB	LOC108015377|XP_016937285.1|DSUZ
OG0007758	LOC115625665|XP_030376659.1|SLEB	LOC108021361|XP_016945538.1|DSUZ
OG0007759	LOC115620708|XP_030369943.1|SLEB	LOC108017223|XP_016939709.2|DSUZ
OG0007760	LOC115628818|XP_030380906.1|SLEB	LOC108018965|XP_016942056.1|DSUZ
OG0007761	LOC115629107|XP_030381292.1|SLEB	LOC108015229|XP_016937062.1|DSUZ
OG0007762	LOC115629129|XP_030381329.1|SLEB	LOC108014947|XP_036676749.1|DSUZ
OG0007763	LOC115631708|XP_030384395.1|SLEB	LOC108021293|XP_016945431.1|DSUZ
OG0007764	LOC115626751|XP_030378064.1|SLEB	LOC108004677|XP_016923153.1|DSUZ
OG0007765	LOC115626882|XP_030378252.1|SLEB	LOC108004745|XP_016923267.1|DSUZ
OG0007766	LOC115620568|XP_030369719.1|SLEB	LOC108018310|XP_036674745.1|DSUZ
OG0007767	LOC115627984|XP_030379740.1|SLEB	LOC108020421|XP_016944216.1|DSUZ
OG0007768	LOC115626764|XP_030378081.1|SLEB	LOC108018927|XP_016942009.1|DSUZ
OG0007769	LOC115629132|XP_030381334.1|SLEB	LOC108018967|XP_016942058.1|DSUZ
OG0007770	LOC115624071|XP_030374517.1|SLEB	LOC108011936|XP_016932673.1|DSUZ
OG0007771	LOC115626410|XP_030377636.1|SLEB	LOC108006815|XP_016925855.1|DSUZ
OG0007772	LOC115628824|XP_030380916.1|SLEB	LOC108016778|XP_016939033.1|DSUZ
OG0007774	LOC115628328|XP_030380245.1|SLEB	LOC108005769|XP_036672136.1|DSUZ
OG0007775	LOC115629782|XP_030382196.1|SLEB	LOC108006563|XP_016925584.1|DSUZ
OG0007776	LOC115627684|XP_030379287.1|SLEB	LOC108010413|XP_036675964.1|DSUZ
OG0007777	LOC115633349|XP_030386644.1|SLEB	LOC108013722|XP_016935151.1|DSUZ
OG0007778	LOC115627116|XP_030378541.1|SLEB	LOC108018908|XP_016941989.1|DSUZ
OG0007779	LOC115632221|XP_030385139.1|SLEB	LOC108018817|XP_016941891.2|DSUZ
OG0007780	LOC115633218|XP_030386465.1|SLEB	LOC108019215|XP_016942499.1|DSUZ
OG0007781	LOC115629858|XP_030382303.1|SLEB	LOC108015266|XP_036676236.1|DSUZ
OG0007782	LOC115629216|XP_030381482.1|SLEB	LOC108019193|XP_016942456.2|DSUZ
OG0007783	LOC115629337|XP_030381643.1|SLEB	LOC108004682|XP_016923159.1|DSUZ
OG0007784	LOC115621801|XP_030371440.1|SLEB	LOC108011647|XP_016932327.2|DSUZ
OG0007785	LOC115629904|XP_030382369.1|SLEB	LOC108016902|XP_016939307.2|DSUZ
OG0007786	LOC115631252|XP_030383824.1|SLEB	LOC108012076|XP_016932846.1|DSUZ
OG0007787	LOC115620725|XP_030369965.1|SLEB	LOC108015458|XP_036675566.1|DSUZ
OG0007788	LOC115621116|XP_030370520.1|SLEB	LOC108020512|XP_016944335.2|DSUZ
OG0007789	LOC115620984|XP_030370364.1|SLEB	LOC108020317|XP_036674110.1|DSUZ, LOC108017392|XP_036673849.1|DSUZ
OG0007790	LOC115621784|XP_030371402.1|SLEB	LOC108007209|XP_036674511.1|DSUZ
OG0007791	LOC115620728|XP_030369968.1|SLEB	LOC108011714|XP_016932424.2|DSUZ
OG0007792	LOC115627184|XP_030378647.1|SLEB	LOC108019155|XP_016942394.1|DSUZ
OG0007793	LOC115623443|XP_030373653.1|SLEB	LOC108010926|XP_016931422.2|DSUZ
OG0007794	LOC115629135|XP_030381338.1|SLEB	LOC108015184|XP_036676550.1|DSUZ
OG0007795	LOC115627518|XP_030379073.1|SLEB	LOC108016988|XP_016939425.1|DSUZ
OG0007796	LOC115629032|XP_030381194.1|SLEB	LOC108005037|XP_016923663.2|DSUZ
OG0007797	LOC115620526|XP_030369653.1|SLEB	LOC108016480|XP_016938630.2|DSUZ
OG0007798	LOC115621689|XP_030371259.1|SLEB	LOC108018338|XP_016941369.2|DSUZ
OG0007799	LOC115621150|XP_030370568.1|SLEB	LOC108020491|XP_036673015.1|DSUZ
OG0007800	LOC115621131|XP_030370542.1|SLEB	LOC108020526|XP_036673090.1|DSUZ
OG0007801	LOC115628649|XP_030380678.1|SLEB	LOC108005048|XP_016923677.1|DSUZ
OG0007802	LOC115625521|XP_030376446.1|SLEB	LOC108015858|XP_016937915.1|DSUZ
OG0007803	LOC115621934|XP_030371641.1|SLEB	LOC108014885|XP_036672744.1|DSUZ
OG0007804	LOC115628670|XP_030380699.1|SLEB	LOC108016822|XP_016939126.1|DSUZ
OG0007805	LOC115628733|XP_030380796.1|SLEB	LOC108015356|XP_016937256.1|DSUZ
OG0007806	LOC115628694|XP_030380731.1|SLEB	LOC108015355|XP_016937255.1|DSUZ
OG0007808	LOC115629998|XP_030382486.1|SLEB	LOC108005013|XP_036673303.1|DSUZ
OG0007809	LOC115627267|XP_030378755.1|SLEB	LOC108019190|XP_016942452.1|DSUZ
OG0007810	LOC115626606|XP_030377859.1|SLEB	LOC108020587|XP_016944429.1|DSUZ
OG0007811	LOC115620925|XP_030370288.1|SLEB	LOC108014769|XP_036673075.1|DSUZ
OG0007812	LOC115627156|XP_030378598.1|SLEB	LOC108015051|XP_016936779.1|DSUZ
OG0007813	LOC115621890|XP_030371578.1|SLEB	LOC108017310|XP_036673952.1|DSUZ
OG0007814	LOC115629934|XP_030382400.1|SLEB	LOC108016609|XP_016938789.1|DSUZ
OG0007815	LOC115627304|XP_030378806.1|SLEB	LOC108016972|XP_016939403.1|DSUZ
OG0007816	LOC115628175|XP_030380022.1|SLEB	LOC108005795|XP_016924613.1|DSUZ
OG0007817	LOC115621430|XP_030370941.1|SLEB	LOC108014371|XP_016935953.2|DSUZ
OG0007818	LOC115620485|XP_030369578.1|SLEB	LOC108015783|XP_036673346.1|DSUZ
OG0007819	LOC115627242|XP_030378725.1|SLEB	LOC108013713|XP_016935142.1|DSUZ
OG0007820	LOC115621771|XP_030371381.1|SLEB	LOC108010853|XP_036675375.1|DSUZ
OG0007821	LOC115621370|XP_030370856.1|SLEB	LOC108016458|XP_016938600.2|DSUZ
OG0007822	LOC115621369|XP_030370855.1|SLEB	LOC108016461|XP_036675564.1|DSUZ
OG0007823	LOC115621265|XP_030370724.1|SLEB	LOC108016481|XP_036675500.1|DSUZ
OG0007824	LOC115621240|XP_030370692.1|SLEB	LOC108010735|XP_016931152.2|DSUZ
OG0007825	LOC115621073|XP_030370460.1|SLEB	LOC108014133|XP_016935650.1|DSUZ
OG0007826	LOC115621970|XP_030371680.1|SLEB	LOC108014751|XP_036673482.1|DSUZ
OG0007827	LOC115633320|XP_030386610.1|SLEB	LOC108015206|XP_016937024.1|DSUZ
OG0007828	LOC115624973|XP_030375685.1|SLEB	LOC108011458|XP_016932091.2|DSUZ
OG0007829	LOC115620580|XP_030369740.1|SLEB	LOC108011652|XP_016932337.2|DSUZ
OG0007830	LOC115621345|XP_030370825.1|SLEB	LOC118879028|XP_036677908.1|DSUZ, LOC108020289|XP_016943906.2|DSUZ
OG0007831	LOC115629554|XP_030381902.1|SLEB	LOC108019144|XP_016942381.1|DSUZ
OG0007832	LOC115629580|XP_030381932.1|SLEB	LOC108015383|XP_016937291.1|DSUZ
OG0007833	LOC115626812|XP_030378148.1|SLEB	LOC108016962|XP_016939388.1|DSUZ
OG0007834	LOC115628204|XP_030380057.1|SLEB	LOC108006629|XP_016925651.1|DSUZ
OG0007835	LOC115629543|XP_030381886.1|SLEB	LOC108005054|XP_016923683.2|DSUZ
