Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0009526	LOC115633831|XP_030387182.1|SLEB	LOC108086395|XP_017038786.1|DFIC
OG0009527	LOC115624135|XP_030374594.1|SLEB	LOC108090505|XP_017044710.1|DFIC
OG0009528	LOC115634164|XP_030387605.1|SLEB, LOC115634214|XP_030387666.1|SLEB	LOC108096577|XP_017053763.1|DFIC
OG0009529	LOC115625959|XP_030377436.1|SLEB	LOC108093871|XP_017049702.1|DFIC
OG0009530	LOC115634575|XP_030388266.1|SLEB	LOC108094730|XP_017050966.1|DFIC
OG0009531	LOC115624881|XP_030375587.1|SLEB	LOC108093645|XP_017049293.1|DFIC
OG0009532	LOC115624899|XP_030375608.1|SLEB	LOC108090932|XP_017045357.1|DFIC
OG0009533	LOC115633845|XP_030387196.1|SLEB	LOC108094964|XP_017051316.1|DFIC
OG0009534	LOC115627083|XP_030378493.1|SLEB	LOC108094776|XP_017051038.1|DFIC
OG0009535	LOC115633680|XP_030386994.1|SLEB	LOC108096888|XP_017054319.1|DFIC
OG0009536	LOC115623779|XP_030374178.1|SLEB	LOC108087897|XP_017040964.1|DFIC, LOC108088085|XP_017041229.1|DFIC
OG0009537	LOC115620277|XP_030369310.1|SLEB	LOC108087296|XP_017040097.1|DFIC
OG0009538	LOC115625154|XP_030375943.1|SLEB	LOC108086792|XP_017039321.1|DFIC
OG0009539	LOC115624305|XP_030374787.1|SLEB	LOC108098487|XP_017056888.1|DFIC
OG0009540	LOC115621049|XP_030370431.1|SLEB	LOC108088362|XP_017041598.1|DFIC, LOC108088361|XP_017041597.1|DFIC
OG0009542	LOC115620933|XP_030370301.1|SLEB	LOC108086850|XP_017039390.1|DFIC
OG0009543	LOC115623749|XP_030374144.1|SLEB	LOC108096018|XP_017052857.1|DFIC, LOC108095726|XP_017052390.1|DFIC
OG0009544	LOC115620299|XP_030369341.1|SLEB, LOC115620300|XP_030369342.1|SLEB	LOC108099587|XP_017058682.1|DFIC
OG0009545	LOC115624953|XP_030375665.1|SLEB	LOC108099381|XP_017058363.1|DFIC
OG0009546	LOC115620980|XP_030370359.1|SLEB	LOC108091904|XP_017046776.1|DFIC
OG0009547	LOC115633928|XP_030387305.1|SLEB	LOC108093620|XP_017049246.1|DFIC, LOC108093618|XP_017049243.1|DFIC
OG0009549	LOC115622884|XP_030372841.1|SLEB	LOC108099745|XP_017058859.1|DFIC, LOC108099752|XP_017058869.1|DFIC
OG0009556	LOC115630620|XP_030383149.1|SLEB	LOC108102238|XP_017062466.1|DFIC
OG0009560	LOC115626845|XP_030378193.1|SLEB	LOC108098071|XP_017056252.1|DFIC
OG0009562	LOC115620720|XP_030369959.1|SLEB	LOC108090000|XP_017043992.1|DFIC
OG0009563	LOC115622210|XP_030371966.1|SLEB	LOC108089610|XP_017043460.1|DFIC
OG0009564	LOC115628064|XP_030379888.1|SLEB	LOC108102155|XP_017062334.1|DFIC
OG0009568	LOC115626005|XP_030377113.1|SLEB	LOC108094361|XP_017050389.1|DFIC
OG0009569	LOC115629614|XP_030381972.1|SLEB	LOC108088577|XP_017041916.1|DFIC
OG0009570	LOC115623933|XP_030374353.1|SLEB	LOC108101081|XP_017060769.1|DFIC
OG0009571	LOC115623566|XP_030373823.1|SLEB	LOC108092156|XP_017047164.1|DFIC
OG0009572	LOC115628896|XP_030381015.1|SLEB	LOC108095371|XP_017051939.1|DFIC
OG0009573	LOC115628846|XP_030380952.1|SLEB	LOC108095589|XP_017052240.1|DFIC
OG0009574	LOC115627456|XP_030378984.1|SLEB	LOC108101772|XP_017061734.1|DFIC
OG0009575	LOC115633784|XP_030387123.1|SLEB	LOC108086394|XP_017038785.1|DFIC
OG0009576	LOC115621989|XP_030371703.1|SLEB	LOC108091752|XP_017046586.1|DFIC
OG0009577	LOC115626567|XP_030377806.1|SLEB	LOC108088097|XP_017041239.1|DFIC
OG0009578	LOC115625773|XP_030376804.1|SLEB	LOC108094455|XP_017050522.1|DFIC
OG0009579	LOC115629601|XP_030381953.1|SLEB	LOC108098141|XP_017056354.1|DFIC
OG0009581	LOC115626018|XP_030377126.1|SLEB	LOC108098182|XP_017056405.1|DFIC
OG0009582	LOC115632501|XP_030385539.1|SLEB	LOC108089529|XP_017043352.1|DFIC
OG0009584	LOC115627991|XP_030379746.1|SLEB	LOC108102116|XP_017062268.1|DFIC
OG0009586	LOC115632722|XP_030385828.1|SLEB	LOC108100247|XP_017059514.1|DFIC
OG0009588	LOC115628792|XP_030380867.1|SLEB	LOC108096029|XP_017052869.1|DFIC
OG0009590	LOC115632125|XP_030384991.1|SLEB	LOC108089568|XP_017043407.1|DFIC
OG0009591	LOC115625132|XP_030375906.1|SLEB	LOC108099447|XP_017058473.1|DFIC
OG0009592	LOC115624387|XP_030374958.1|SLEB	LOC108101113|XP_017060821.1|DFIC
OG0009593	LOC115624152|XP_030374609.1|SLEB	LOC108101020|XP_017060675.1|DFIC
OG0009594	LOC115625537|XP_030376475.1|SLEB	LOC108095742|XP_017052412.1|DFIC
OG0009595	LOC115623831|XP_030374236.1|SLEB	LOC108093536|XP_017049117.1|DFIC
OG0009596	LOC115623991|XP_030374422.1|SLEB	LOC108096136|XP_017053004.1|DFIC
OG0009597	LOC115624282|XP_030374765.1|SLEB	LOC108098488|XP_017056890.1|DFIC
OG0009598	LOC115623484|XP_030373713.1|SLEB	LOC108098623|XP_017057183.1|DFIC
OG0009599	LOC115624112|XP_030374566.1|SLEB	LOC108092219|XP_017047241.1|DFIC
OG0009600	LOC115625068|XP_030375811.1|SLEB	LOC108096635|XP_017053884.1|DFIC
OG0009601	LOC115625404|XP_030376302.1|SLEB	LOC108091980|XP_017046878.1|DFIC
OG0009602	LOC115626103|XP_030377215.1|SLEB	LOC108096017|XP_017052856.1|DFIC
OG0009603	LOC115623353|XP_030373496.1|SLEB	LOC108099451|XP_017058478.1|DFIC
OG0009604	LOC115629876|XP_030382334.1|SLEB	LOC108091037|XP_017045477.1|DFIC
OG0009605	LOC115625441|XP_030376349.1|SLEB	LOC108095691|XP_017052351.1|DFIC
OG0009606	LOC115625355|XP_030376248.1|SLEB	LOC108096012|XP_017052850.1|DFIC
OG0009607	LOC115625541|XP_030376478.1|SLEB	LOC108095701|XP_017052362.1|DFIC
OG0009608	LOC115625414|XP_030376313.1|SLEB	LOC108091843|XP_017046713.1|DFIC
OG0009609	LOC115624945|XP_030375656.1|SLEB	LOC108102243|XP_017062471.1|DFIC
OG0009610	LOC115624336|XP_030374845.1|SLEB	LOC108101100|XP_017060800.1|DFIC
OG0009612	LOC115623914|XP_030374330.1|SLEB	LOC108098486|XP_017056887.1|DFIC
OG0009614	LOC115620214|XP_030369212.1|SLEB	LOC108091916|XP_017046790.1|DFIC
OG0009615	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB	LOC108086522|XP_017038940.1|DFIC
OG0009616	LOC115621571|XP_030371118.1|SLEB	LOC108095698|XP_017052358.1|DFIC
OG0009617	LOC115620313|XP_030369361.1|SLEB	LOC108087238|XP_017040018.1|DFIC
OG0009619	LOC115621309|XP_030370783.1|SLEB	LOC108099540|XP_017058604.1|DFIC
OG0009620	LOC115625494|XP_030376409.1|SLEB	LOC108097705|XP_017055681.1|DFIC
OG0009621	LOC115625366|XP_030376263.1|SLEB	LOC108097443|XP_017055202.1|DFIC
OG0009622	LOC115620937|XP_030370309.1|SLEB	LOC108087908|XP_017040979.1|DFIC
OG0009623	LOC115621055|XP_030370436.1|SLEB	LOC108087952|XP_017041030.1|DFIC
OG0009624	LOC115621911|XP_030371605.1|SLEB	LOC108098684|XP_017057282.1|DFIC
OG0009625	LOC115620259|XP_030369269.1|SLEB	LOC108099677|XP_017058804.1|DFIC
OG0009626	LOC115620291|XP_030369328.1|SLEB	LOC108095734|XP_017052399.1|DFIC
OG0009627	LOC115620294|XP_030369335.1|SLEB	LOC108095733|XP_017052398.1|DFIC
OG0009628	LOC115620290|XP_030369327.1|SLEB	LOC108095756|XP_017052438.1|DFIC
OG0009629	LOC115625472|XP_030376381.1|SLEB	LOC108091909|XP_017046782.1|DFIC
OG0009630	LOC115625470|XP_030376379.1|SLEB	LOC108091865|XP_017046734.1|DFIC
OG0009631	LOC115621984|XP_030371697.1|SLEB	LOC108087251|XP_017040044.1|DFIC
OG0009632	LOC115627674|XP_030379276.1|SLEB	LOC108091144|XP_017045669.1|DFIC
OG0009633	LOC115633974|XP_030387354.1|SLEB	LOC108086651|XP_017039124.1|DFIC
OG0009634	LOC115621772|XP_030371384.1|SLEB	LOC108086833|XP_017039369.1|DFIC
OG0009635	LOC115621279|XP_030370741.1|SLEB	LOC108092196|XP_017047212.1|DFIC
OG0009636	LOC115633262|XP_030386530.1|SLEB	LOC108100634|XP_017060125.1|DFIC
OG0009637	LOC115620644|XP_030369850.1|SLEB	LOC108095770|XP_017052502.1|DFIC
OG0009638	LOC115621708|XP_030371276.1|SLEB	LOC108087925|XP_017041000.1|DFIC
OG0009639	LOC115623751|XP_030374145.1|SLEB	LOC108089081|XP_017042675.1|DFIC
OG0009640	LOC115621361|XP_030370845.1|SLEB	LOC108095988|XP_017052822.1|DFIC
OG0009641	LOC115620356|XP_030369419.1|SLEB	LOC108099242|XP_017058102.1|DFIC
OG0009642	LOC115620355|XP_030369418.1|SLEB	LOC108099289|XP_017058170.1|DFIC
OG0009643	LOC115621011|XP_030370391.1|SLEB	LOC108087000|XP_017039626.1|DFIC
OG0009644	LOC115620469|XP_030369560.1|SLEB	LOC108087391|XP_017040222.1|DFIC
OG0009645	LOC115621053|XP_030370433.1|SLEB	LOC108087357|XP_017040186.1|DFIC
OG0009646	LOC115620267|XP_030369286.1|SLEB	LOC108099415|XP_017058430.1|DFIC
OG0009647	LOC115620260|XP_030369271.1|SLEB	LOC108099281|XP_017058159.1|DFIC
OG0009648	LOC115620775|XP_030370044.1|SLEB	LOC108091809|XP_017046667.1|DFIC
OG0009649	LOC115621431|XP_030370942.1|SLEB	LOC108097608|XP_017055505.1|DFIC
OG0009650	LOC115630542|XP_030383008.1|SLEB	LOC108098254|XP_017056537.1|DFIC
OG0009651	LOC115630953|XP_030383387.1|SLEB	LOC108102105|XP_017062257.1|DFIC
OG0009652	LOC115631353|XP_030383930.1|SLEB	LOC108092563|XP_017047691.1|DFIC
OG0009653	LOC115631895|XP_030384603.1|SLEB	LOC108092470|XP_017047549.1|DFIC
OG0009654	LOC115631740|XP_030384439.1|SLEB	LOC108092471|XP_017047550.1|DFIC
OG0009655	LOC115632037|XP_030384862.1|SLEB	LOC108100787|XP_017060317.1|DFIC
OG0009656	LOC115631412|XP_030383998.1|SLEB	LOC108092700|XP_017047903.1|DFIC
OG0009657	LOC115631378|XP_030383959.1|SLEB	LOC108092350|XP_017047373.1|DFIC
OG0009658	LOC115631856|XP_030384562.1|SLEB	LOC108093511|XP_017049091.1|DFIC
OG0009659	LOC115630577|XP_030383054.1|SLEB	LOC108089956|XP_017043937.1|DFIC
OG0009660	LOC115632008|XP_030384797.1|SLEB	LOC108092574|XP_017047705.1|DFIC
OG0009661	LOC115631779|XP_030384473.1|SLEB	LOC108100815|XP_017060371.1|DFIC
OG0009662	LOC115630651|XP_030383153.1|SLEB, LOC115630420|XP_030382819.1|SLEB	LOC108089679|XP_017043551.1|DFIC
OG0009663	LOC115628468|XP_030380450.1|SLEB	LOC108092377|XP_017047408.1|DFIC
OG0009664	LOC115630616|XP_030383103.1|SLEB	LOC108092363|XP_017047388.1|DFIC
OG0009665	LOC115623931|XP_030374350.1|SLEB	LOC108091567|XP_017046329.1|DFIC
OG0009666	LOC115631044|XP_030383536.1|SLEB	LOC108098227|XP_017056497.1|DFIC
OG0009667	LOC115628580|XP_030380624.1|SLEB	LOC108089900|XP_017043863.1|DFIC
OG0009668	LOC115630803|XP_030383324.1|SLEB	LOC108089793|XP_017043678.1|DFIC
OG0009669	LOC115631172|XP_030383721.1|SLEB	LOC108096064|XP_017052912.1|DFIC
OG0009670	LOC115630947|XP_030383377.1|SLEB	LOC108089863|XP_017043800.1|DFIC
OG0009671	LOC115631810|XP_030384507.1|SLEB	LOC108096040|XP_017052876.1|DFIC
OG0009672	LOC115625970|XP_030377074.1|SLEB	LOC108097824|XP_017055832.1|DFIC, LOC108101086|XP_017060812.1|DFIC
OG0009673	LOC115626056|XP_030377167.1|SLEB	LOC108100768|XP_017060335.1|DFIC, LOC108097831|XP_017055844.1|DFIC
OG0009674	LOC115625818|XP_030376867.1|SLEB	LOC108092753|XP_017047973.1|DFIC
OG0009675	LOC115628993|XP_030381134.1|SLEB	LOC108098448|XP_017056841.1|DFIC
OG0009676	LOC115626116|XP_030377231.1|SLEB	LOC108094385|XP_017050435.1|DFIC
OG0009677	LOC115631497|XP_030384117.1|SLEB	LOC108100981|XP_017060626.1|DFIC
OG0009678	LOC115626109|XP_030377224.1|SLEB	LOC108093399|XP_017048915.1|DFIC
OG0009679	LOC115626355|XP_030377566.1|SLEB	LOC108102219|XP_017062430.1|DFIC
OG0009680	LOC115626419|XP_030377647.1|SLEB	LOC108092657|XP_017047807.1|DFIC
OG0009681	LOC115633951|XP_030387329.1|SLEB	LOC108087611|XP_017040539.1|DFIC
OG0009682	LOC115634681|XP_030388400.1|SLEB	LOC108095142|XP_017051568.1|DFIC
OG0009683	LOC115633948|XP_030387326.1|SLEB	LOC108094223|XP_017050170.1|DFIC
OG0009684	LOC115634118|XP_030387542.1|SLEB	LOC108094210|XP_017050157.1|DFIC
OG0009685	LOC115633693|XP_030387009.1|SLEB	LOC108094217|XP_017050164.1|DFIC
OG0009686	LOC115633067|XP_030386298.1|SLEB	LOC108094065|XP_017049995.1|DFIC
OG0009687	LOC115633998|XP_030387381.1|SLEB	LOC108093974|XP_017049870.1|DFIC
OG0009688	LOC115629087|XP_030381263.1|SLEB	LOC108087845|XP_017040914.1|DFIC
OG0009690	LOC115633936|XP_030387314.1|SLEB	LOC108101445|XP_017061271.1|DFIC
OG0009691	LOC115634169|XP_030387612.1|SLEB	LOC108087810|XP_017040859.1|DFIC
OG0009692	LOC115632480|XP_030385517.1|SLEB	LOC108090585|XP_017044824.1|DFIC
OG0009693	LOC115630770|XP_030383288.1|SLEB	LOC108086703|XP_017039191.1|DFIC
OG0009694	LOC115624557|XP_030375148.1|SLEB	LOC108101617|XP_017061520.1|DFIC
OG0009695	LOC115634324|XP_030387842.1|SLEB	LOC108090718|XP_017045010.1|DFIC
OG0009696	LOC115634114|XP_030387538.1|SLEB	LOC108090518|XP_017044726.1|DFIC
OG0009697	LOC115626927|XP_030378294.1|SLEB	LOC108100243|XP_017059508.1|DFIC
OG0009698	LOC115634079|XP_030387491.1|SLEB	LOC108094319|XP_017050347.1|DFIC
OG0009699	LOC115625491|XP_030376405.1|SLEB	LOC108086435|XP_017038832.1|DFIC
OG0009700	LOC115622761|XP_030372680.1|SLEB	LOC108101847|XP_017061854.1|DFIC
OG0009701	LOC115621568|XP_030371115.1|SLEB	LOC108088424|XP_017041674.1|DFIC
OG0009703	LOC115631676|XP_030384349.1|SLEB	LOC108091476|XP_017046186.1|DFIC
OG0009704	LOC115634094|XP_030387509.1|SLEB	LOC108101456|XP_017061288.1|DFIC
OG0009705	LOC115634800|XP_030388568.1|SLEB	LOC108086748|XP_017039277.1|DFIC
OG0009706	LOC115634801|XP_030388569.1|SLEB	LOC108086659|XP_017039131.1|DFIC
OG0009707	LOC115620407|XP_030369486.1|SLEB	LOC108098876|XP_017057550.1|DFIC
OG0009708	LOC115634043|XP_030387447.1|SLEB	LOC108094226|XP_017050172.1|DFIC
OG0009709	LOC115634419|XP_030387986.1|SLEB	LOC108094222|XP_017050169.1|DFIC
OG0009710	LOC115624611|XP_030375258.1|SLEB	LOC108094208|XP_017050153.1|DFIC
OG0009711	LOC115633771|XP_030387106.1|SLEB	LOC108094270|XP_017050231.1|DFIC
OG0009712	LOC115633023|XP_030386207.1|SLEB	LOC108089541|XP_017043367.1|DFIC
OG0009713	LOC115634401|XP_030387954.1|SLEB	LOC108090441|XP_017044611.1|DFIC
OG0009714	LOC115633365|XP_030386673.1|SLEB	LOC108096975|XP_017054442.1|DFIC
OG0009718	LOC115634568|XP_030388251.1|SLEB	LOC108094754|XP_017051000.1|DFIC
OG0009719	LOC115627624|XP_030379223.1|SLEB	LOC108101933|XP_017062005.1|DFIC
OG0009720	LOC115634642|XP_030388359.1|SLEB	LOC108090378|XP_017044499.1|DFIC
OG0009721	LOC115624845|XP_030375549.1|SLEB	LOC108086646|XP_017039113.1|DFIC
OG0009722	LOC115628152|XP_030379986.1|SLEB	LOC108086674|XP_017039152.1|DFIC
OG0009723	LOC115624939|XP_030375650.1|SLEB	LOC108096210|XP_017053087.1|DFIC
OG0009724	LOC115624273|XP_030374762.1|SLEB	LOC108095209|XP_017051708.1|DFIC
OG0009726	LOC115629460|XP_030381788.1|SLEB	LOC108098059|XP_017056239.1|DFIC
OG0009727	LOC115634589|XP_030388278.1|SLEB	LOC108094910|XP_017051245.1|DFIC
OG0009728	LOC115634303|XP_030387820.1|SLEB	LOC108094926|XP_017051272.1|DFIC
OG0009729	LOC115634311|XP_030387832.1|SLEB	LOC108094817|XP_017051078.1|DFIC
OG0009730	LOC115630032|XP_030382525.1|SLEB	LOC108091201|XP_017045772.1|DFIC
OG0009731	LOC115624880|XP_030375586.1|SLEB	LOC108093603|XP_017049218.1|DFIC
OG0009732	LOC115634660|XP_030388380.1|SLEB	LOC108090262|XP_017044359.1|DFIC
OG0009733	LOC115628758|XP_030380833.1|SLEB	LOC108091053|XP_017045492.1|DFIC
OG0009734	LOC115627659|XP_030379260.1|SLEB, LOC115627656|XP_030379257.1|SLEB	LOC108095264|XP_017051778.1|DFIC
OG0009735	LOC115631534|XP_030384167.1|SLEB	LOC108093239|XP_017048703.1|DFIC
OG0009736	LOC115629661|XP_030382035.1|SLEB	LOC108097246|XP_017054912.1|DFIC
OG0009737	LOC115621449|XP_030370962.1|SLEB	LOC108087105|XP_017039776.1|DFIC
OG0009738	LOC115627584|XP_030379168.1|SLEB	LOC108088684|XP_017042114.1|DFIC
OG0009739	LOC115627611|XP_030379201.1|SLEB	LOC108088580|XP_017041918.1|DFIC
OG0009740	LOC115629509|XP_030381850.1|SLEB	LOC108095587|XP_017052239.1|DFIC
OG0009741	LOC115629473|XP_030381804.1|SLEB, LOC115626480|XP_030377727.1|SLEB	LOC108097827|XP_017055838.1|DFIC
OG0009742	LOC115627373|XP_030378885.1|SLEB	LOC108097502|XP_017055302.1|DFIC
OG0009743	LOC115628110|XP_030379956.1|SLEB, LOC115627271|XP_030378760.1|SLEB	LOC108098046|XP_017056201.1|DFIC
OG0009744	LOC115627264|XP_030378752.1|SLEB	LOC108097330|XP_017055048.1|DFIC
OG0009745	LOC115627215|XP_030378695.1|SLEB	LOC108098075|XP_017056257.1|DFIC
OG0009746	LOC115633969|XP_030387350.1|SLEB	LOC108086895|XP_017039445.1|DFIC
OG0009747	LOC115631914|XP_030384625.1|SLEB	LOC108094180|XP_017050129.1|DFIC
OG0009748	LOC115629133|XP_030381335.1|SLEB	LOC108094325|XP_017050362.1|DFIC
OG0009749	LOC115626887|XP_030378257.1|SLEB	LOC108099931|XP_017059090.1|DFIC
OG0009750	LOC115629691|XP_030382072.1|SLEB	LOC108100172|XP_017059432.1|DFIC
OG0009751	LOC115630084|XP_030382569.1|SLEB	LOC108097743|XP_017055740.1|DFIC
OG0009752	LOC115627875|XP_030379619.1|SLEB	LOC108091332|XP_017045964.1|DFIC
OG0009753	LOC115627919|XP_030379674.1|SLEB	LOC108091333|XP_017045965.1|DFIC
OG0009754	LOC115634347|XP_030387862.1|SLEB	LOC108090719|XP_017045011.1|DFIC
OG0009755	LOC115627857|XP_030379578.1|SLEB	LOC108102169|XP_017062358.1|DFIC
OG0009756	LOC115629668|XP_030382044.1|SLEB	LOC108097553|XP_017055407.1|DFIC
OG0009757	LOC115632929|XP_030386081.1|SLEB	LOC108095247|XP_017051763.1|DFIC
OG0009758	LOC115620182|XP_030369165.1|SLEB	LOC108086557|XP_017038996.1|DFIC
OG0009759	LOC115627886|XP_030379632.1|SLEB	LOC108091115|XP_017045628.1|DFIC
OG0009760	LOC115627932|XP_030379685.1|SLEB	LOC108097039|XP_017054557.1|DFIC
OG0009761	LOC115627788|XP_030379469.1|SLEB	LOC108097049|XP_017054572.1|DFIC
OG0009762	LOC115629960|XP_030382433.1|SLEB	LOC108092877|XP_017048207.1|DFIC
OG0009764	LOC115632720|XP_030385826.1|SLEB	LOC108100234|XP_017059500.1|DFIC
OG0009765	LOC115632172|XP_030385061.1|SLEB	LOC108100662|XP_017060162.1|DFIC
OG0009766	LOC115632924|XP_030386077.1|SLEB	LOC108093270|XP_017048738.1|DFIC
OG0009767	LOC115632681|XP_030385775.1|SLEB	LOC108093129|XP_017048563.1|DFIC
OG0009768	LOC115628407|XP_030380356.1|SLEB	LOC108099217|XP_017058085.1|DFIC
OG0009769	LOC115628231|XP_030380094.1|SLEB	LOC108093848|XP_017049675.1|DFIC
OG0009770	LOC115632598|XP_030385683.1|SLEB	LOC108086970|XP_017039571.1|DFIC
OG0009771	LOC115632892|XP_030386043.1|SLEB	LOC108099147|XP_017057982.1|DFIC
OG0009772	LOC115628434|XP_030380382.1|SLEB	LOC108100208|XP_017059471.1|DFIC
OG0009773	LOC115632531|XP_030385587.1|SLEB	LOC108089402|XP_017043080.1|DFIC
OG0009774	LOC115632706|XP_030385807.1|SLEB	LOC108099707|XP_017058818.1|DFIC
OG0009775	LOC115628264|XP_030380143.1|SLEB	LOC108086982|XP_017039599.1|DFIC
OG0009776	LOC115632921|XP_030386073.1|SLEB	LOC108087555|XP_017040470.1|DFIC
OG0009777	LOC115622665|XP_030372538.1|SLEB	LOC108089753|XP_017043628.1|DFIC
OG0009778	LOC115622797|XP_030372722.1|SLEB	LOC108099133|XP_017057961.1|DFIC
OG0009779	LOC115632217|XP_030385135.1|SLEB	LOC108093218|XP_017048673.1|DFIC
OG0009780	LOC115632723|XP_030385829.1|SLEB	LOC108093204|XP_017048655.1|DFIC
OG0009781	LOC115632787|XP_030385899.1|SLEB	LOC108093117|XP_017048549.1|DFIC
OG0009783	LOC115622731|XP_030372632.1|SLEB	LOC108100117|XP_017059360.1|DFIC
OG0009784	LOC115632877|XP_030386012.1|SLEB	LOC108099006|XP_017057730.1|DFIC
OG0009785	LOC115622511|XP_030372324.1|SLEB	LOC108093027|XP_017048419.1|DFIC
OG0009786	LOC115622608|XP_030372469.1|SLEB	LOC108096390|XP_017053447.1|DFIC
OG0009787	LOC115622750|XP_030372663.1|SLEB	LOC108096306|XP_017053281.1|DFIC
OG0009788	LOC115622864|XP_030372809.1|SLEB	LOC108100210|XP_017059479.1|DFIC
OG0009789	LOC115632747|XP_030385855.1|SLEB	LOC108099155|XP_017057988.1|DFIC
OG0009790	LOC115624952|XP_030375664.1|SLEB	LOC108090683|XP_017044958.1|DFIC
OG0009791	LOC115632742|XP_030385849.1|SLEB	LOC108088945|XP_017042457.1|DFIC
OG0009792	LOC115632326|XP_030385290.1|SLEB	LOC108089032|XP_017042618.1|DFIC
OG0009793	LOC115624728|XP_030375414.1|SLEB	LOC108098992|XP_017057713.1|DFIC
OG0009794	LOC115625373|XP_030376270.1|SLEB	LOC108095743|XP_017052413.1|DFIC
OG0009795	LOC115630202|XP_030382630.1|SLEB	LOC108087600|XP_017040527.1|DFIC
OG0009796	LOC115622430|XP_030372231.1|SLEB	LOC108099794|XP_017058911.1|DFIC
OG0009797	LOC115632267|XP_030385206.1|SLEB	LOC108096229|XP_017053112.1|DFIC
OG0009798	LOC115632212|XP_030385130.1|SLEB	LOC108096228|XP_017053111.1|DFIC
OG0009799	LOC115632996|XP_030386176.1|SLEB	LOC108088236|XP_017041436.1|DFIC
OG0009800	LOC115624925|XP_030375636.1|SLEB	LOC108088929|XP_017042440.1|DFIC
OG0009801	LOC115632652|XP_030385742.1|SLEB	LOC108099170|XP_017058018.1|DFIC
OG0009802	LOC115632607|XP_030385694.1|SLEB	LOC108099195|XP_017058054.1|DFIC
OG0009803	LOC115632833|XP_030385947.1|SLEB	LOC108089649|XP_017043507.1|DFIC
OG0009804	LOC115632587|XP_030385671.1|SLEB	LOC108089543|XP_017043369.1|DFIC
OG0009806	LOC115633046|XP_030386250.1|SLEB	LOC108089320|XP_017042986.1|DFIC
OG0009807	LOC115633013|XP_030386198.1|SLEB	LOC108089362|XP_017043029.1|DFIC
OG0009808	LOC115632196|XP_030385102.1|SLEB	LOC108099199|XP_017058063.1|DFIC
OG0009809	LOC115632967|XP_030386127.1|SLEB	LOC108089341|XP_017043011.1|DFIC
OG0009810	LOC115622508|XP_030372320.1|SLEB	LOC108093248|XP_017048712.1|DFIC
OG0009811	LOC115622506|XP_030372315.1|SLEB	LOC108093249|XP_017048714.1|DFIC
OG0009812	LOC115622306|XP_030372071.1|SLEB	LOC108093146|XP_017048579.1|DFIC
OG0009813	LOC115631893|XP_030384605.1|SLEB	LOC108088842|XP_017042303.1|DFIC
OG0009814	LOC115623545|XP_030373795.1|SLEB	LOC108088965|XP_017042472.1|DFIC
OG0009815	LOC115633924|XP_030387299.1|SLEB	LOC108088350|XP_017041586.1|DFIC
OG0009816	LOC115622290|XP_030372053.1|SLEB	LOC108086948|XP_017039549.1|DFIC
OG0009817	LOC115622289|XP_030372052.1|SLEB	LOC108086892|XP_017039442.1|DFIC
OG0009818	LOC115634055|XP_030387462.1|SLEB	LOC108095407|XP_017051980.1|DFIC
OG0009819	LOC115634044|XP_030387451.1|SLEB	LOC108095409|XP_017051983.1|DFIC
OG0009820	LOC115634035|XP_030387440.1|SLEB	LOC108095461|XP_017052064.1|DFIC
OG0009821	LOC115627763|XP_030379456.1|SLEB	LOC108100721|XP_017060243.1|DFIC
OG0009822	LOC115622634|XP_030372501.1|SLEB	LOC108099928|XP_017059087.1|DFIC
OG0009823	LOC115622766|XP_030372682.1|SLEB	LOC108089043|XP_017042638.1|DFIC
OG0009824	LOC115622154|XP_030371883.1|SLEB	LOC108100607|XP_017060085.1|DFIC
OG0009825	LOC115624887|XP_030375594.1|SLEB	LOC108095402|XP_017051974.1|DFIC
OG0009826	LOC115622137|XP_030371856.1|SLEB	LOC108088790|XP_017042245.1|DFIC
OG0009827	LOC115622138|XP_030371857.1|SLEB	LOC108088791|XP_017042246.1|DFIC
OG0009828	LOC115623085|XP_030373149.1|SLEB	LOC108100654|XP_017060154.1|DFIC
OG0009829	LOC115634792|XP_030388563.1|SLEB	LOC108096414|XP_017053479.1|DFIC
OG0009830	LOC115624961|XP_030375676.1|SLEB	LOC108088829|XP_017042285.1|DFIC
OG0009831	LOC115624921|XP_030375631.1|SLEB	LOC108088822|XP_017042278.1|DFIC
OG0009832	LOC115624922|XP_030375632.1|SLEB	LOC108088823|XP_017042279.1|DFIC
OG0009833	LOC115623172|XP_030373249.1|SLEB	LOC108096457|XP_017053553.1|DFIC
OG0009834	LOC115632366|XP_030385347.1|SLEB	LOC108086712|XP_017039215.1|DFIC
OG0009836	LOC115624164|XP_030374622.1|SLEB	LOC108087997|XP_017041089.1|DFIC
OG0009837	LOC115627261|XP_030378748.1|SLEB	LOC108097986|XP_017056105.1|DFIC
OG0009838	LOC115630778|XP_030383293.1|SLEB	LOC108095070|XP_017051482.1|DFIC
OG0009839	LOC115620900|XP_030370252.1|SLEB	LOC108093634|XP_017049281.1|DFIC
OG0009840	LOC115625720|XP_030376726.1|SLEB	LOC108094466|XP_017050538.1|DFIC
OG0009841	LOC115626285|XP_030377470.1|SLEB	LOC108088101|XP_017041243.1|DFIC
OG0009842	LOC115632932|XP_030386085.1|SLEB	LOC108087458|XP_017040310.1|DFIC
