Orthogroup	AAEG.longest_only	DMAU.longest_only
OG0005777	LOC5572966|XP_001654295.1|AAEG	LOC117150968|XP_033174039.1|DMAU
OG0005778	LOC5579248|XP_021705248.1|AAEG, LOC110679678|XP_021710872.1|AAEG	LOC117145887|XP_033167613.1|DMAU
OG0005779	LOC5569655|XP_001652918.2|AAEG	LOC117142784|XP_033162866.1|DMAU
OG0005780	LOC5569656|XP_021707800.1|AAEG	LOC117139883|XP_033158442.1|DMAU
OG0005781	LOC5569669|XP_021706356.1|AAEG	LOC117140182|XP_033158849.1|DMAU
OG0005782	LOC5569660|XP_001652924.1|AAEG	LOC117141793|XP_033161324.1|DMAU
OG0005783	LOC5577948|XP_021708463.1|AAEG	LOC117137623|XP_033155045.1|DMAU
OG0005784	LOC5564163|XP_021706083.1|AAEG	LOC117143794|XP_033164527.1|DMAU
OG0005785	LOC5564176|XP_021707996.1|AAEG	LOC117143779|XP_033164499.1|DMAU
OG0005786	LOC5564171|XP_001648513.1|AAEG	LOC117142250|XP_033161994.1|DMAU
OG0005787	LOC5564178|XP_001648518.2|AAEG	LOC117142650|XP_033162647.1|DMAU
OG0005788	LOC5572305|XP_021710155.1|AAEG	LOC117135475|XP_033151581.1|DMAU
OG0005789	LOC5573881|XP_001654915.1|AAEG	LOC117139390|XP_033157546.1|DMAU
OG0005790	LOC5573884|XP_021706881.1|AAEG	LOC117145750|XP_033167405.1|DMAU
OG0005791	LOC5573883|XP_001654913.2|AAEG	LOC117146098|XP_033167967.1|DMAU
OG0005792	LOC5573051|XP_021708606.1|AAEG	LOC117146102|XP_033167974.1|DMAU
OG0005793	LOC5573045|XP_001654368.2|AAEG	LOC117142493|XP_033162411.1|DMAU
OG0005794	LOC5573044|XP_001654365.1|AAEG	LOC117135709|XP_033152018.1|DMAU
OG0005795	LOC5566731|XP_001651141.1|AAEG	LOC117145364|XP_033166879.1|DMAU
OG0005796	LOC5566724|XP_021705882.1|AAEG	LOC117140657|XP_033159589.1|DMAU
OG0005797	LOC110680561|XP_021712041.1|AAEG, LOC5566726|XP_001651134.1|AAEG	LOC117138973|XP_033156921.1|DMAU
OG0005798	LOC5566728|XP_001651133.2|AAEG, LOC5575797|XP_021707300.1|AAEG	LOC117142426|XP_033162278.1|DMAU
OG0005799	LOC5575803|XP_021705383.1|AAEG	LOC117143693|XP_033164376.1|DMAU
OG0005800	LOC5575805|XP_001662231.1|AAEG	LOC117145792|XP_033167468.1|DMAU
OG0005801	LOC5575807|XP_021705327.1|AAEG	LOC117145791|XP_033167467.1|DMAU
OG0005802	LOC5578475|XP_001656998.2|AAEG, LOC110680731|XP_021712214.1|AAEG	LOC117145886|XP_033167611.1|DMAU
OG0005803	LOC5578458|XP_021709948.1|AAEG	LOC117145357|XP_033166867.1|DMAU
OG0005804	LOC5578450|XP_001656971.1|AAEG	LOC117142238|XP_033161982.1|DMAU
OG0005805	LOC5578443|XP_001656963.1|AAEG	LOC117136052|XP_033152587.1|DMAU
OG0005806	LOC5563982|XP_021707487.1|AAEG	LOC117144890|XP_033166202.1|DMAU
OG0005807	LOC110679479|XP_021709864.1|AAEG	LOC117145503|XP_033167074.1|DMAU
OG0005808	LOC5563959|XP_001648297.2|AAEG	LOC117146397|XP_033168471.1|DMAU
OG0005809	LOC5574132|XP_001661201.1|AAEG	LOC117139274|XP_033157389.1|DMAU
OG0005810	LOC5574140|XP_001661209.1|AAEG	LOC117143698|XP_033164385.1|DMAU
OG0005811	LOC5574141|XP_001661210.1|AAEG	LOC117143699|XP_033164386.1|DMAU
OG0005812	LOC5579951|XP_021710171.1|AAEG	LOC117143087|XP_033163454.1|DMAU
OG0005813	LOC5579949|XP_021710079.1|AAEG	LOC117145834|XP_033167525.1|DMAU
OG0005814	LOC5579944|XP_001652233.2|AAEG	LOC117145719|XP_033167355.1|DMAU
OG0005815	LOC5579942|XP_021705918.1|AAEG	LOC117138159|XP_033155927.1|DMAU
OG0005816	LOC5578896|XP_021710318.1|AAEG	LOC117143753|XP_033164457.1|DMAU
OG0005817	LOC5568669|XP_001652504.2|AAEG	LOC117143172|XP_033163577.1|DMAU
OG0005818	LOC110679571|XP_021710267.1|AAEG	LOC117145016|XP_033166402.1|DMAU
OG0005819	LOC5570882|XP_001659391.1|AAEG	LOC117142384|XP_033162217.1|DMAU
OG0005820	LOC5570880|XP_001659393.1|AAEG	LOC117142385|XP_033162218.1|DMAU
OG0005821	LOC5577808|XP_001663575.1|AAEG	LOC117144041|XP_033164901.1|DMAU
OG0005822	LOC5577809|XP_001663577.1|AAEG	LOC117150601|XP_033173450.1|DMAU
OG0005823	LOC5577810|XP_001663578.2|AAEG	LOC117146894|XP_033169390.1|DMAU
OG0005824	LOC5577815|XP_001663584.2|AAEG	LOC117142528|XP_033162465.1|DMAU
OG0005825	LOC5567162|XP_001651592.1|AAEG	LOC117141330|XP_033160624.1|DMAU
OG0005826	LOC5567160|XP_001651590.1|AAEG	LOC117144810|XP_033166077.1|DMAU
OG0005827	LOC5567158|XP_001651589.1|AAEG	LOC117144389|XP_033165415.1|DMAU
OG0005828	LOC5567155|XP_001651583.1|AAEG	LOC117139878|XP_033158427.1|DMAU
OG0005829	LOC5567153|XP_021710813.1|AAEG	LOC117143519|XP_033164132.1|DMAU
OG0005830	LOC5573600|XP_001654734.1|AAEG	LOC117139031|XP_033157023.1|DMAU
OG0005831	LOC5573597|XP_001654731.2|AAEG	LOC117141250|XP_033160507.1|DMAU
OG0005832	LOC110678733|XP_021707692.1|AAEG	LOC117140449|XP_033159266.1|DMAU
OG0005833	LOC5573590|XP_021704634.1|AAEG	LOC117140611|XP_033159513.1|DMAU
OG0005834	LOC5573585|XP_021704639.1|AAEG	LOC117140616|XP_033159523.1|DMAU
OG0005835	LOC5573581|XP_001654715.2|AAEG	LOC117141134|XP_033160351.1|DMAU
OG0005836	LOC5573579|XP_001654713.2|AAEG	LOC117141289|XP_033160555.1|DMAU
OG0005837	LOC5573577|XP_021706120.1|AAEG	LOC117142712|XP_033162762.1|DMAU
OG0005838	LOC5573573|XP_021707748.1|AAEG	LOC117144212|XP_033165152.1|DMAU
OG0005839	LOC5578550|XP_021709295.1|AAEG	LOC117136001|XP_033152510.1|DMAU
OG0005840	LOC5578551|XP_001663942.2|AAEG	LOC117142878|XP_033163040.1|DMAU
OG0005841	LOC5577226|XP_021705914.1|AAEG	LOC117144281|XP_033165274.1|DMAU
OG0005842	LOC23687739|XP_011493184.1|AAEG	LOC117146629|XP_033168852.1|DMAU
OG0005843	LOC5577324|XP_021708361.1|AAEG	LOC117139849|XP_033158387.1|DMAU
OG0005844	LOC5577322|XP_001656400.1|AAEG	LOC117141936|XP_033161566.1|DMAU
OG0005845	LOC5577335|XP_021710799.1|AAEG	LOC117143777|XP_033164497.1|DMAU
OG0005846	LOC5577336|XP_021706852.1|AAEG	LOC117142933|XP_033163124.1|DMAU
OG0005847	LOC5577342|XP_001656420.2|AAEG	LOC117143390|XP_033163964.1|DMAU
OG0005848	LOC5577365|XP_001656445.1|AAEG	LOC117146573|XP_033168763.1|DMAU
OG0005849	LOC5577379|XP_021707561.1|AAEG	LOC117148147|XP_033171269.1|DMAU
OG0005850	LOC5577100|XP_021705695.1|AAEG	LOC117147983|XP_033171025.1|DMAU
OG0005851	LOC5570990|XP_001659448.2|AAEG	LOC117148762|XP_033172253.1|DMAU
OG0005852	LOC110678329|XP_021706756.1|AAEG	LOC117142786|XP_033162869.1|DMAU
OG0005853	LOC5574440|XP_021705350.1|AAEG	LOC117148426|XP_033171688.1|DMAU
OG0005854	LOC5575383|XP_021705709.1|AAEG	LOC117143697|XP_033164383.1|DMAU
OG0005855	LOC5575382|XP_021704205.1|AAEG	LOC117146500|XP_033168642.1|DMAU
OG0005856	LOC5569014|XP_021708051.1|AAEG	LOC117147758|XP_033170661.1|DMAU
OG0005857	LOC5568987|XP_001652642.1|AAEG	LOC117145516|XP_033167097.1|DMAU
OG0005858	LOC23687604|XP_021704779.1|AAEG	LOC117142249|XP_033161993.1|DMAU
OG0005859	LOC5568208|XP_021705142.1|AAEG	LOC117140016|XP_033158633.1|DMAU
OG0005860	LOC5578822|XP_021708307.1|AAEG	LOC117142651|XP_033162651.1|DMAU
OG0005861	LOC5572484|XP_021705402.1|AAEG	LOC117145778|XP_033167447.1|DMAU
OG0005862	LOC5572476|XP_021710165.1|AAEG, LOC110680708|XP_021712189.1|AAEG	LOC117137093|XP_033154269.1|DMAU
OG0005863	LOC23687538|XP_011493159.2|AAEG	LOC117138634|XP_033156737.1|DMAU
OG0005864	LOC5575422|XP_001661944.2|AAEG	LOC117142935|XP_033163137.1|DMAU
OG0005865	LOC5564785|XP_001649142.1|AAEG	LOC117145680|XP_033167312.1|DMAU
OG0005866	LOC5564796|XP_021706032.1|AAEG	LOC117137286|XP_033154549.1|DMAU
OG0005867	LOC5564790|XP_001649133.2|AAEG	LOC117142440|XP_033162337.1|DMAU
OG0005868	LOC5564777|XP_001649112.1|AAEG	LOC117137219|XP_033154465.1|DMAU
OG0005869	LOC5564784|XP_001649114.1|AAEG	LOC117148852|XP_033172401.1|DMAU
OG0005870	LOC5564770|XP_001649121.1|AAEG	LOC117146559|XP_033168748.1|DMAU
OG0005871	LOC5577027|XP_001663121.1|AAEG	LOC117147874|XP_033170845.1|DMAU
OG0005872	LOC5577026|XP_021704956.1|AAEG	LOC117144085|XP_033164990.1|DMAU
OG0005873	LOC5572247|XP_001653938.2|AAEG	LOC117142351|XP_033162165.1|DMAU
OG0005874	LOC5564087|XP_021706445.1|AAEG	LOC117146428|XP_033168523.1|DMAU
OG0005875	LOC5572136|XP_021706317.1|AAEG	LOC117137983|XP_033155652.1|DMAU
OG0005876	LOC5570026|XP_021704159.1|AAEG	LOC117147456|XP_033170232.1|DMAU
OG0005877	LOC5570050|XP_021708576.1|AAEG	LOC117147349|XP_033170101.1|DMAU
OG0005878	LOC5565745|XP_021707813.1|AAEG	LOC117147899|XP_033170897.1|DMAU
OG0005879	LOC5579837|XP_001651512.1|AAEG	LOC117147002|XP_033169573.1|DMAU
OG0005880	LOC5578190|XP_021705785.1|AAEG	LOC117139705|XP_033158110.1|DMAU
OG0005881	LOC5578184|XP_001656828.1|AAEG	LOC117141877|XP_033161457.1|DMAU
OG0005882	LOC5578194|XP_021705884.1|AAEG	LOC117146641|XP_033168866.1|DMAU
OG0005883	LOC110679519|XP_021710035.1|AAEG	LOC117141633|XP_033161073.1|DMAU
OG0005884	LOC5578205|XP_011493735.2|AAEG	LOC117140610|XP_033159512.1|DMAU
OG0005885	LOC5570805|XP_021709306.1|AAEG	LOC117142014|XP_033161759.1|DMAU
OG0005886	LOC5570806|XP_021707582.1|AAEG	LOC117141780|XP_033161303.1|DMAU
OG0005887	LOC5570811|XP_021709050.1|AAEG	LOC117141876|XP_033161453.1|DMAU
OG0005888	LOC5570813|XP_021705541.1|AAEG	LOC117141700|XP_033161198.1|DMAU
OG0005889	LOC5573021|XP_021710069.1|AAEG	LOC117139418|XP_033157587.1|DMAU
OG0005890	LOC5572118|XP_021710581.1|AAEG	LOC117148748|XP_033172229.1|DMAU
OG0005891	LOC5572119|XP_001660206.1|AAEG	LOC117140311|XP_033159047.1|DMAU
OG0005892	LOC5572122|XP_001660203.1|AAEG	LOC117139684|XP_033158061.1|DMAU
OG0005893	LOC23687963|XP_011493441.1|AAEG	LOC117140203|XP_033158880.1|DMAU
OG0005894	LOC5570580|XP_001653244.2|AAEG	LOC117140204|XP_033158881.1|DMAU
OG0005895	LOC5570575|XP_001653245.1|AAEG	LOC117140205|XP_033158883.1|DMAU
OG0005896	LOC5570581|XP_001653243.2|AAEG	LOC117139041|XP_033157033.1|DMAU
OG0005897	LOC5570582|XP_021704722.1|AAEG	LOC117139665|XP_033158026.1|DMAU
OG0005898	LOC5579050|XP_001657248.1|AAEG	LOC117147221|XP_033169925.1|DMAU
OG0005899	LOC5576220|XP_001655998.2|AAEG	LOC117137132|XP_033154322.1|DMAU
OG0005900	LOC5576218|XP_021709290.1|AAEG	LOC117136423|XP_033153228.1|DMAU
OG0005901	LOC5571176|XP_001653482.2|AAEG	LOC117135612|XP_033151865.1|DMAU
OG0005902	LOC5571166|XP_021706038.1|AAEG	LOC117137299|XP_033154567.1|DMAU
OG0005903	LOC5571173|XP_001653486.1|AAEG	LOC117145813|XP_033167505.1|DMAU
OG0005904	LOC5571178|XP_001653489.2|AAEG	LOC117142590|XP_033162554.1|DMAU
OG0005905	LOC5571159|XP_021709920.1|AAEG	LOC117140687|XP_033159633.1|DMAU
OG0005906	LOC5568380|XP_001658030.3|AAEG	LOC117138946|XP_033156871.1|DMAU
OG0005907	LOC110680448|XP_021711933.1|AAEG, LOC5568391|XP_021705858.1|AAEG	LOC117140702|XP_033159658.1|DMAU
OG0005908	LOC5563849|XP_001648164.1|AAEG	LOC117141042|XP_033160215.1|DMAU
OG0005909	LOC5576402|XP_021704878.1|AAEG	LOC117139295|XP_033157417.1|DMAU
OG0005910	LOC5566612|XP_021709871.1|AAEG	LOC117136118|XP_033152705.1|DMAU
OG0005911	LOC5566611|XP_001651008.2|AAEG	LOC117136119|XP_033152709.1|DMAU
OG0005912	LOC5566608|XP_001651005.2|AAEG	LOC117138253|XP_033156104.1|DMAU
OG0005913	LOC5566585|XP_001650980.2|AAEG	LOC117144865|XP_033166160.1|DMAU
OG0005914	LOC5566583|XP_021704540.1|AAEG	LOC117137730|XP_033155197.1|DMAU
OG0005915	LOC5566632|XP_021707046.1|AAEG	LOC117138365|XP_033156322.1|DMAU
OG0005916	LOC5565223|XP_021704549.1|AAEG	LOC117137236|XP_033154488.1|DMAU
OG0005917	LOC5568201|XP_001657919.2|AAEG	LOC117135530|XP_033151690.1|DMAU
OG0005918	LOC5568202|XP_001657918.2|AAEG	LOC117147057|XP_033169702.1|DMAU
OG0005919	LOC5570372|XP_021706824.1|AAEG	LOC117138463|XP_033156480.1|DMAU
OG0005920	LOC5563911|XP_001648224.1|AAEG	LOC117135584|XP_033151803.1|DMAU
OG0005921	LOC110680623|XP_021712110.1|AAEG, LOC5563902|XP_021709765.1|AAEG	LOC117141834|XP_033161381.1|DMAU
OG0005922	LOC5569533|XP_001652844.2|AAEG	LOC117146620|XP_033168843.1|DMAU
OG0005923	LOC5569539|XP_001652851.2|AAEG	LOC117141183|XP_033160412.1|DMAU
OG0005924	LOC5569540|XP_001652852.1|AAEG	LOC117139761|XP_033158219.1|DMAU
OG0005925	LOC5575322|XP_021704361.1|AAEG	LOC117141235|XP_033160488.1|DMAU
OG0005926	LOC5571127|XP_021708993.1|AAEG, LOC110681324|XP_021712770.1|AAEG	LOC117148346|XP_033171573.1|DMAU
OG0005927	LOC5571108|XP_021706164.1|AAEG	LOC117145439|XP_033166986.1|DMAU
OG0005928	LOC5571110|XP_021706166.1|AAEG	LOC117147087|XP_033169743.1|DMAU
OG0005929	LOC5571111|XP_001659551.2|AAEG	LOC117140459|XP_033159290.1|DMAU
OG0005930	LOC5571122|XP_001659563.2|AAEG, LOC110679710|XP_021711032.1|AAEG	LOC117136555|XP_033153399.1|DMAU
OG0005931	LOC5571125|XP_001659566.1|AAEG	LOC117136139|XP_033152736.1|DMAU
OG0005932	LOC5574778|XP_021709594.1|AAEG	LOC117135674|XP_033151961.1|DMAU
OG0005933	LOC5578345|XP_021704458.1|AAEG	LOC117137398|XP_033154710.1|DMAU
OG0005934	LOC5578333|XP_021710764.1|AAEG	LOC117137938|XP_033155588.1|DMAU
OG0005935	LOC5578336|XP_001656907.2|AAEG	LOC117139078|XP_033157080.1|DMAU
OG0005936	LOC5578339|XP_001656904.2|AAEG	LOC117150240|XP_033172925.1|DMAU
OG0005937	LOC5578341|XP_021711621.1|AAEG	LOC117139169|XP_033157219.1|DMAU
OG0005938	LOC110677921|XP_021705629.1|AAEG	LOC117136917|XP_033153941.1|DMAU
OG0005939	LOC5573756|XP_001654783.1|AAEG	LOC117148015|XP_033171068.1|DMAU
OG0005940	LOC5573750|XP_021706099.1|AAEG	LOC117138425|XP_033156421.1|DMAU
OG0005941	LOC5573748|XP_001654776.2|AAEG	LOC117137843|XP_033155435.1|DMAU
OG0005942	LOC5573735|XP_021706483.1|AAEG	LOC117136058|XP_033152596.1|DMAU
OG0005943	LOC5573733|XP_021704398.1|AAEG	LOC117138079|XP_033155794.1|DMAU
OG0005944	LOC5573731|XP_001654758.1|AAEG	LOC117137207|XP_033154452.1|DMAU
OG0005945	LOC5573730|XP_021704985.1|AAEG	LOC117137615|XP_033155031.1|DMAU
OG0005946	LOC5579667|XP_021707882.1|AAEG	LOC117137792|XP_033155341.1|DMAU
OG0005947	LOC5579652|XP_021709459.1|AAEG	LOC117136780|XP_033153721.1|DMAU
OG0005948	LOC5577244|XP_001656350.2|AAEG	LOC117141481|XP_033160850.1|DMAU
OG0005949	LOC5577242|XP_001656348.2|AAEG, LOC110681169|XP_021712632.1|AAEG	LOC117139297|XP_033157420.1|DMAU
OG0005950	LOC5564727|XP_001649069.2|AAEG	LOC117141297|XP_033160570.1|DMAU
OG0005951	LOC110678170|XP_021706485.1|AAEG	LOC117141844|XP_033161402.1|DMAU
OG0005952	LOC5565494|XP_001649841.1|AAEG	LOC117141285|XP_033160548.1|DMAU
OG0005953	LOC5565505|XP_001649842.1|AAEG	LOC117136479|XP_033153310.1|DMAU
OG0005954	LOC5565497|XP_021705136.1|AAEG	LOC117150370|XP_033173123.1|DMAU
OG0005955	LOC5565500|XP_021705146.1|AAEG	LOC117144312|XP_033165315.1|DMAU
OG0005956	LOC5573069|XP_021709006.1|AAEG	LOC117138106|XP_033155859.1|DMAU
OG0005957	LOC5573066|XP_001654397.1|AAEG	LOC117144693|XP_033165907.1|DMAU
OG0005958	LOC5573059|XP_021705803.1|AAEG	LOC117144797|XP_033166064.1|DMAU
OG0005959	LOC110678347|XP_021706792.1|AAEG, LOC5577488|XP_001663406.1|AAEG	LOC117150256|XP_033172951.1|DMAU
OG0005960	LOC5571000|XP_021704625.1|AAEG	LOC117148216|XP_033171396.1|DMAU
OG0005961	LOC5571002|XP_021710425.1|AAEG	LOC117138245|XP_033156087.1|DMAU
OG0005962	LOC5571010|XP_001653439.1|AAEG	LOC117137594|XP_033154996.1|DMAU
OG0005963	LOC5571013|XP_001653443.2|AAEG	LOC117150271|XP_033172967.1|DMAU
OG0005964	LOC5575076|XP_021705480.1|AAEG	LOC117135797|XP_033152182.1|DMAU
OG0005965	LOC5575080|XP_001661806.2|AAEG	LOC117138263|XP_033156118.1|DMAU
OG0005966	LOC5575087|XP_021709807.1|AAEG	LOC117136067|XP_033152607.1|DMAU
OG0005967	LOC5572365|XP_001660320.1|AAEG	LOC117135417|XP_033151460.1|DMAU
OG0005968	LOC5567137|XP_001651565.1|AAEG	LOC117138397|XP_033156364.1|DMAU
OG0005969	LOC5574124|XP_021709120.1|AAEG	LOC117137539|XP_033154927.1|DMAU
OG0005970	LOC5574237|XP_021708770.1|AAEG	LOC117140624|XP_033159534.1|DMAU
OG0005971	LOC5576254|XP_021704837.1|AAEG	LOC117136074|XP_033152618.1|DMAU
OG0005972	LOC5576251|XP_021705525.1|AAEG	LOC117140106|XP_033158756.1|DMAU
OG0005973	LOC5575280|XP_001661880.1|AAEG	LOC117140676|XP_033159621.1|DMAU
OG0005974	LOC5575273|XP_021707888.1|AAEG	LOC117139645|XP_033157995.1|DMAU
OG0005975	LOC5565582|XP_001649939.1|AAEG	LOC117140107|XP_033158760.1|DMAU
OG0005977	LOC5575269|XP_001661872.2|AAEG	LOC117137152|XP_033154353.1|DMAU
OG0005978	LOC5575271|XP_001661868.1|AAEG	LOC117138577|XP_033156641.1|DMAU
OG0005979	LOC5573625|XP_001660943.1|AAEG	LOC117136579|XP_033153441.1|DMAU
OG0005980	LOC5573629|XP_021707466.1|AAEG	LOC117136431|XP_033153236.1|DMAU
OG0005981	LOC23687867|XP_021711618.1|AAEG	LOC117148237|XP_033171427.1|DMAU
OG0005982	LOC5563815|XP_001648099.1|AAEG	LOC117137080|XP_033154200.1|DMAU
OG0005983	LOC5563813|XP_001648098.1|AAEG	LOC117147570|XP_033170406.1|DMAU
OG0005984	LOC5573835|XP_021707249.1|AAEG	LOC117146879|XP_033169362.1|DMAU
OG0005985	LOC5573836|XP_021708339.1|AAEG	LOC117148439|XP_033171703.1|DMAU
OG0005986	LOC5573829|XP_021705455.1|AAEG	LOC117148419|XP_033171678.1|DMAU
OG0005987	LOC5574298|XP_021707684.1|AAEG	LOC117146885|XP_033169372.1|DMAU
OG0005988	LOC5563757|XP_021709436.1|AAEG	LOC117137685|XP_033155145.1|DMAU
OG0005989	LOC5577098|XP_021709658.1|AAEG	LOC117135626|XP_033151885.1|DMAU
OG0005990	LOC5577097|XP_021706108.1|AAEG	LOC117138401|XP_033156370.1|DMAU
OG0005991	LOC5577095|XP_001663180.1|AAEG	LOC117137396|XP_033154708.1|DMAU
OG0005992	LOC5577460|XP_001663396.2|AAEG	LOC117141723|XP_033161231.1|DMAU
OG0005993	LOC5577466|XP_021710504.1|AAEG	LOC117141724|XP_033161233.1|DMAU
OG0005994	LOC5571878|XP_021710762.1|AAEG	LOC117141718|XP_033161224.1|DMAU
OG0005995	LOC5575860|XP_021709082.1|AAEG	LOC117141096|XP_033160303.1|DMAU
OG0005996	LOC5575858|XP_001662267.1|AAEG	LOC117141208|XP_033160453.1|DMAU
OG0005997	LOC5568695|XP_001652518.2|AAEG	LOC117136510|XP_033153344.1|DMAU
OG0005998	LOC110679587|XP_021710432.1|AAEG	LOC117141787|XP_033161312.1|DMAU
OG0005999	LOC5568711|XP_001652536.1|AAEG	LOC117140734|XP_033159703.1|DMAU
OG0006000	LOC5568714|XP_021709749.1|AAEG	LOC117137904|XP_033155534.1|DMAU
OG0006001	LOC5574265|XP_021708347.1|AAEG	LOC117140020|XP_033158642.1|DMAU
OG0006002	LOC5563823|XP_001648145.2|AAEG	LOC117136381|XP_033153163.1|DMAU
OG0006003	LOC5563827|XP_021704627.1|AAEG	LOC117140528|XP_033159403.1|DMAU
OG0006004	LOC5567430|XP_001657422.1|AAEG	LOC117144490|XP_033165566.1|DMAU
OG0006005	LOC5575696|XP_001662142.2|AAEG	LOC117138331|XP_033156258.1|DMAU
OG0006006	LOC5566300|XP_001650689.2|AAEG	LOC117135789|XP_033152172.1|DMAU
OG0006007	LOC5573474|XP_021705407.1|AAEG	LOC117136881|XP_033153876.1|DMAU
OG0006008	LOC5566304|XP_021709183.1|AAEG	LOC117137393|XP_033155111.1|DMAU
OG0006009	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG	LOC117138988|XP_033156950.1|DMAU
OG0006010	LOC23687966|XP_021706500.1|AAEG	LOC117142048|XP_033161812.1|DMAU
OG0006011	LOC5577172|XP_001663254.2|AAEG	LOC117141771|XP_033161293.1|DMAU
OG0006012	LOC5569782|XP_021711413.1|AAEG	LOC117141324|XP_033160610.1|DMAU
OG0006013	LOC5569787|XP_021705605.1|AAEG	LOC117138504|XP_033156527.1|DMAU
OG0006014	LOC5574960|XP_001655431.2|AAEG	LOC117138987|XP_033156949.1|DMAU
OG0006015	LOC23687737|XP_021705989.1|AAEG	LOC117138221|XP_033156057.1|DMAU
OG0006016	LOC5573350|XP_021705674.1|AAEG	LOC117137392|XP_033154701.1|DMAU
OG0006017	LOC5573349|XP_001660831.2|AAEG	LOC117137690|XP_033155150.1|DMAU
OG0006018	LOC5573352|XP_021704340.1|AAEG	LOC117138548|XP_033156595.1|DMAU
OG0006019	LOC5573360|XP_021706074.1|AAEG	LOC117136222|XP_033152888.1|DMAU
OG0006020	LOC5564745|XP_001649088.2|AAEG	LOC117139209|XP_033157277.1|DMAU
OG0006021	LOC5564744|XP_021708098.1|AAEG	LOC117141734|XP_033161242.1|DMAU
OG0006022	LOC5567368|XP_021710034.1|AAEG	LOC117144190|XP_033165133.1|DMAU
OG0006023	LOC5575037|XP_001661768.1|AAEG	LOC117143430|XP_033164027.1|DMAU
OG0006024	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG	LOC117146522|XP_033168678.1|DMAU
OG0006025	LOC5580239|XP_001662431.1|AAEG	LOC117138616|XP_033156715.1|DMAU
OG0006026	LOC5563869|XP_021708782.1|AAEG	LOC117144015|XP_033164861.1|DMAU
OG0006027	LOC5572397|XP_021709286.1|AAEG	LOC117138500|XP_033156520.1|DMAU
OG0006028	LOC5576764|XP_001662850.2|AAEG	LOC117137165|XP_033154368.1|DMAU
OG0006029	LOC5576765|XP_001662847.2|AAEG	LOC117137397|XP_033154709.1|DMAU
OG0006030	LOC5565337|XP_001649686.1|AAEG	LOC117146021|XP_033167843.1|DMAU
OG0006031	LOC5565339|XP_021705340.1|AAEG	LOC117136914|XP_033153939.1|DMAU
OG0006032	LOC5565734|XP_021709353.1|AAEG	LOC117147280|XP_033170010.1|DMAU
OG0006033	LOC110677743|XP_021704702.1|AAEG	LOC117137691|XP_033155152.1|DMAU
OG0006034	LOC5565799|XP_021705215.1|AAEG	LOC117143433|XP_033164031.1|DMAU
OG0006035	LOC5571032|XP_001659469.1|AAEG	LOC117142532|XP_033162469.1|DMAU
OG0006036	LOC5571034|XP_001659467.2|AAEG	LOC117139382|XP_033157535.1|DMAU
OG0006037	LOC110678815|XP_021707923.1|AAEG	LOC117135931|XP_033152395.1|DMAU
OG0006038	LOC5569797|XP_001653009.1|AAEG	LOC117142736|XP_033162797.1|DMAU
OG0006039	LOC5569794|XP_021704287.1|AAEG	LOC117136728|XP_033153649.1|DMAU
OG0006040	LOC5574781|XP_001655338.2|AAEG	LOC117136280|XP_033153004.1|DMAU
OG0006041	LOC5574773|XP_001655331.2|AAEG	LOC117147967|XP_033171008.1|DMAU
OG0006042	LOC5574775|XP_021707090.1|AAEG	LOC117138188|XP_033155978.1|DMAU
OG0006043	LOC5578348|XP_021710741.1|AAEG	LOC117140602|XP_033159504.1|DMAU
OG0006044	LOC5577777|XP_001663552.1|AAEG	LOC117146456|XP_033168576.1|DMAU
OG0006045	LOC5577770|XP_021706153.1|AAEG	LOC117137507|XP_033154878.1|DMAU
OG0006046	LOC5567237|XP_021710103.1|AAEG	LOC117136054|XP_033152590.1|DMAU
OG0006047	LOC5567213|XP_021704572.1|AAEG	LOC117140719|XP_033159675.1|DMAU
OG0006048	LOC5567188|XP_001651617.2|AAEG	LOC117141323|XP_033160609.1|DMAU
OG0006049	LOC5567181|XP_001651610.1|AAEG	LOC117146797|XP_033169228.1|DMAU
OG0006050	LOC5567177|XP_001651607.1|AAEG	LOC117142378|XP_033162198.1|DMAU
OG0006051	LOC5567175|XP_001651605.1|AAEG	LOC117147803|XP_033170745.1|DMAU
OG0006052	LOC5567249|XP_021706241.1|AAEG	LOC117136404|XP_033153191.1|DMAU
OG0006053	LOC5578574|XP_001663965.1|AAEG	LOC117139526|XP_033157779.1|DMAU
OG0006054	LOC5571211|XP_021708731.1|AAEG	LOC117146282|XP_033168177.1|DMAU
OG0006055	LOC5571208|XP_021708173.1|AAEG	LOC117145167|XP_033166606.1|DMAU
OG0006056	LOC5575533|XP_001662032.1|AAEG	LOC117138190|XP_033155986.1|DMAU
OG0006057	LOC5575535|XP_021708643.1|AAEG	LOC117139654|XP_033158006.1|DMAU
OG0006058	LOC5574814|XP_021706192.1|AAEG	LOC117143124|XP_033163504.1|DMAU
OG0006059	LOC5579092|XP_021706125.1|AAEG	LOC117139238|XP_033157336.1|DMAU
OG0006060	LOC5579091|XP_021706128.1|AAEG	LOC117139239|XP_033157339.1|DMAU
OG0006061	LOC5579103|XP_001657298.2|AAEG	LOC117146639|XP_033168862.1|DMAU
OG0006062	LOC5579106|XP_021705727.1|AAEG	LOC117143220|XP_033163659.1|DMAU
