Orthogroup	AAEG.longest_only	DALB.longest_only
OG0006862	LOC5565716|XP_001650075.2|AAEG	LOC117569636|XP_034106766.1|DALB
OG0006863	LOC5564741|XP_021699864.1|AAEG	LOC117578093|XP_034119154.1|DALB
OG0006864	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG	LOC117566821|XP_034102275.1|DALB
OG0006865	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG	LOC117575671|XP_034115849.1|DALB
OG0006866	LOC5574641|XP_001661556.2|AAEG	LOC117566691|XP_034102129.1|DALB
OG0006867	LOC110676410|XP_021699895.1|AAEG	LOC117566602|XP_034102035.1|DALB
OG0006868	LOC5574640|XP_021699897.1|AAEG	LOC117567531|XP_034103468.1|DALB
OG0006869	LOC5574645|XP_021699909.1|AAEG	LOC117567133|XP_034102834.1|DALB
OG0006870	LOC5572042|XP_001660147.3|AAEG	LOC117568194|XP_034104543.1|DALB
OG0006871	LOC5572050|XP_001660156.2|AAEG	LOC117572109|XP_034110619.1|DALB
OG0006872	LOC110676417|XP_021699960.1|AAEG	LOC117569675|XP_034106813.1|DALB
OG0006873	LOC5564188|XP_021699967.1|AAEG	LOC117569038|XP_034105927.1|DALB
OG0006874	LOC5574548|XP_001661497.1|AAEG	LOC117565669|XP_034100792.1|DALB
OG0006875	LOC5574376|XP_021700082.1|AAEG	LOC117563240|XP_034097338.1|DALB
OG0006876	LOC5574374|XP_021700091.1|AAEG	LOC117567470|XP_034103381.1|DALB
OG0006877	LOC23687406|XP_021700101.1|AAEG	LOC117565535|XP_034100567.1|DALB
OG0006878	LOC5574390|XP_001661408.2|AAEG	LOC117563335|XP_034097496.1|DALB
OG0006879	LOC5575906|XP_021700113.1|AAEG	LOC117568187|XP_034104535.1|DALB
OG0006880	LOC5575901|XP_001662278.1|AAEG	LOC117563922|XP_034098382.1|DALB
OG0006881	LOC5574362|XP_001661395.3|AAEG	LOC117564308|XP_034098896.1|DALB
OG0006882	LOC5571154|XP_001653470.1|AAEG	LOC117570944|XP_034108769.1|DALB
OG0006883	LOC5575437|XP_021700362.1|AAEG	LOC117564169|XP_034098727.1|DALB
OG0006885	LOC5575449|XP_021700372.1|AAEG	LOC117563330|XP_034097485.1|DALB
OG0006886	LOC5578152|XP_001663724.2|AAEG	LOC117574646|XP_034114436.1|DALB
OG0006887	LOC5578153|XP_021700394.1|AAEG	LOC117564595|XP_034099343.1|DALB
OG0006888	LOC5578155|XP_021700401.1|AAEG	LOC117563665|XP_034097972.1|DALB
OG0006889	LOC5578158|XP_001663730.1|AAEG	LOC117564170|XP_034098728.1|DALB
OG0006890	LOC5571936|XP_001660046.2|AAEG	LOC117564801|XP_034099611.1|DALB
OG0006891	LOC5571942|XP_021700428.1|AAEG	LOC117565432|XP_034100410.1|DALB
OG0006892	LOC5571945|XP_001660049.1|AAEG	LOC117565954|XP_034101234.1|DALB
OG0006893	LOC5571947|XP_001660051.2|AAEG	LOC117565211|XP_034100109.1|DALB
OG0006894	LOC5571949|XP_021700441.1|AAEG	LOC117565210|XP_034100108.1|DALB
OG0006895	LOC5569506|XP_021700483.1|AAEG	LOC117567077|XP_034102719.1|DALB
OG0006896	LOC5569507|XP_021700485.1|AAEG	LOC117565357|XP_034100308.1|DALB
OG0006897	LOC5569512|XP_021700487.1|AAEG	LOC117563437|XP_034097661.1|DALB
OG0006898	LOC5568223|XP_001652155.2|AAEG	LOC117563242|XP_034097344.1|DALB
OG0006899	LOC5580327|XP_001663279.1|AAEG	LOC117564888|XP_034099727.1|DALB
OG0006900	LOC5569011|XP_001652665.1|AAEG	LOC117572325|XP_034110954.1|DALB
OG0006901	LOC5564161|XP_001648490.1|AAEG	LOC117564123|XP_034098672.1|DALB
OG0006902	LOC5565619|XP_001649973.1|AAEG	LOC117577859|XP_034118699.1|DALB
OG0006903	LOC5566449|XP_001650817.2|AAEG	LOC117574095|XP_034113624.1|DALB
OG0006904	LOC5565700|XP_001650043.1|AAEG	LOC117564799|XP_034099610.1|DALB
OG0006905	LOC5565680|XP_001650055.2|AAEG	LOC117565538|XP_034100574.1|DALB
OG0006906	LOC5570925|XP_001653405.2|AAEG	LOC117565197|XP_034100092.1|DALB
OG0006907	LOC5570922|XP_021700604.1|AAEG	LOC117565577|XP_034100643.1|DALB
OG0006908	LOC5570916|XP_001653395.1|AAEG	LOC117563292|XP_034097426.1|DALB
OG0006909	LOC5570914|XP_001653393.1|AAEG	LOC117564209|XP_034098783.1|DALB
OG0006910	LOC5570913|XP_021700629.1|AAEG	LOC117565426|XP_034100402.1|DALB
OG0006911	LOC5574739|XP_021700699.1|AAEG	LOC117573596|XP_034112785.1|DALB
OG0006912	LOC5571728|XP_021700724.1|AAEG	LOC117564587|XP_034099323.1|DALB
OG0006913	LOC5571738|XP_021700728.1|AAEG	LOC117563827|XP_034098246.1|DALB
OG0006914	LOC5571737|XP_021700731.1|AAEG	LOC117566529|XP_034101961.1|DALB
OG0006915	LOC5571734|XP_021700733.1|AAEG	LOC117578380|XP_034119705.1|DALB
OG0006916	LOC5571740|XP_021700738.1|AAEG	LOC117565820|XP_034101011.1|DALB
OG0006917	LOC5571433|XP_021700741.1|AAEG	LOC117563493|XP_034097746.1|DALB
OG0006918	LOC5571429|XP_001659681.1|AAEG	LOC117563574|XP_034097851.1|DALB
OG0006919	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG	LOC117563955|XP_034098418.1|DALB
OG0006920	LOC5566347|XP_021700770.1|AAEG	LOC117565350|XP_034100298.1|DALB
OG0006921	LOC5569682|XP_021700789.1|AAEG	LOC117566049|XP_034101389.1|DALB
OG0006922	LOC5570429|XP_001659136.1|AAEG	LOC117565151|XP_034100021.1|DALB
OG0006923	LOC5570430|XP_021700795.1|AAEG	LOC117563766|XP_034098164.1|DALB
OG0006924	LOC5572672|XP_001654138.1|AAEG	LOC117565718|XP_034100856.1|DALB
OG0006925	LOC5572641|XP_021700802.1|AAEG	LOC117574153|XP_034113721.1|DALB
OG0006926	LOC5572653|XP_001654153.2|AAEG	LOC117564548|XP_034099262.1|DALB
OG0006927	LOC5572654|XP_021700823.1|AAEG	LOC117565132|XP_034099992.1|DALB
OG0006928	LOC5572656|XP_021700826.1|AAEG	LOC117564358|XP_034098963.1|DALB
OG0006929	LOC5574315|XP_001655092.2|AAEG	LOC117565805|XP_034100985.1|DALB
OG0006930	LOC5579442|XP_021700855.1|AAEG	LOC117566124|XP_034101491.1|DALB
OG0006931	LOC5565756|XP_001650128.2|AAEG	LOC117563402|XP_034097626.1|DALB
OG0006934	LOC5564835|XP_021700940.1|AAEG	LOC117573759|XP_034113034.1|DALB
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC117565429|XP_034100406.1|DALB
OG0006937	LOC5569180|XP_001652760.1|AAEG	LOC117563468|XP_034097712.1|DALB
OG0006938	LOC5569181|XP_011493383.1|AAEG	LOC117565901|XP_034101139.1|DALB
OG0006939	LOC5569183|XP_001652766.1|AAEG	LOC117576473|XP_034117137.1|DALB
OG0006940	LOC5564492|XP_001648832.1|AAEG	LOC117564012|XP_034098500.1|DALB
OG0006941	LOC5566991|XP_021701107.1|AAEG	LOC117564987|XP_034099822.1|DALB
OG0006942	LOC5566521|XP_021701142.1|AAEG	LOC117569147|XP_034106094.1|DALB
OG0006943	LOC5571666|XP_001653753.2|AAEG	LOC117563429|XP_034097653.1|DALB
OG0006944	LOC5571664|XP_021701188.1|AAEG	LOC117566146|XP_034101523.1|DALB
OG0006945	LOC5571661|XP_021701189.1|AAEG	LOC117563233|XP_034097327.1|DALB
OG0006946	LOC5571642|XP_001653737.2|AAEG	LOC117574272|XP_034113912.1|DALB
OG0006947	LOC5571643|XP_001653736.1|AAEG	LOC117564158|XP_034098714.1|DALB
OG0006948	LOC5571647|XP_001653732.1|AAEG	LOC117566061|XP_034101408.1|DALB
OG0006949	LOC5575675|XP_001655804.1|AAEG	LOC117564790|XP_034099599.1|DALB
OG0006950	LOC5573845|XP_001654882.1|AAEG	LOC117565701|XP_034100832.1|DALB
OG0006951	LOC23687432|XP_021701306.1|AAEG	LOC117565372|XP_034100327.1|DALB
OG0006952	LOC5573803|XP_001661053.1|AAEG	LOC117576564|XP_034117294.1|DALB
OG0006953	LOC5568799|XP_001658164.1|AAEG	LOC117570074|XP_034107404.1|DALB
OG0006954	LOC5568801|XP_001658166.2|AAEG	LOC117563864|XP_034098311.1|DALB
OG0006955	LOC5568807|XP_001658168.2|AAEG	LOC117575166|XP_034115160.1|DALB
OG0006956	LOC5568815|XP_001658181.2|AAEG	LOC117564099|XP_034098636.1|DALB
OG0006957	LOC5568816|XP_021701325.1|AAEG	LOC117563872|XP_034098321.1|DALB
OG0006958	LOC5568817|XP_001658183.2|AAEG	LOC117570873|XP_034108657.1|DALB
OG0006959	LOC5568819|XP_001658185.1|AAEG	LOC117572021|XP_034110461.1|DALB
OG0006960	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG	LOC117563352|XP_034097529.1|DALB
OG0006961	LOC5568830|XP_021701344.1|AAEG	LOC117565237|XP_034100136.1|DALB
OG0006963	LOC5570300|XP_021701406.1|AAEG	LOC117564698|XP_034099466.1|DALB
OG0006964	LOC5577475|XP_001656501.2|AAEG	LOC117565369|XP_034100324.1|DALB
OG0006965	LOC5578795|XP_001657167.2|AAEG	LOC117563244|XP_034097346.1|DALB
OG0006966	LOC5578794|XP_001657165.1|AAEG	LOC117565028|XP_034099866.1|DALB
OG0006967	LOC5578793|XP_001657164.2|AAEG	LOC117570569|XP_034108194.1|DALB
OG0006968	LOC5578768|XP_021701446.1|AAEG	LOC117572609|XP_034111446.1|DALB
OG0006969	LOC5578753|XP_001657121.1|AAEG	LOC117568657|XP_034105345.1|DALB
OG0006970	LOC5570954|XP_021701486.1|AAEG	LOC117576236|XP_034116746.1|DALB
OG0006971	LOC5576430|XP_001662635.1|AAEG	LOC117563503|XP_034097767.1|DALB
OG0006972	LOC5576427|XP_001662630.2|AAEG	LOC117564510|XP_034099217.1|DALB
OG0006973	LOC5577727|XP_021697246.1|AAEG	LOC117567366|XP_034103203.1|DALB
OG0006974	LOC5565282|XP_001649622.2|AAEG	LOC117563363|XP_034097552.1|DALB
OG0006975	LOC5568241|XP_001657933.2|AAEG	LOC117563266|XP_034097384.1|DALB
OG0006976	LOC5570636|XP_021701628.1|AAEG	LOC117563414|XP_034097639.1|DALB
OG0006977	LOC5578973|XP_021701659.1|AAEG	LOC117566343|XP_034101714.1|DALB
OG0006978	LOC5576060|XP_021701664.1|AAEG	LOC117564769|XP_034099559.1|DALB
OG0006979	LOC5577127|XP_021701683.1|AAEG	LOC117565651|XP_034100754.1|DALB
OG0006980	LOC5576862|XP_001662958.1|AAEG	LOC117564405|XP_034099023.1|DALB
OG0006982	LOC5577184|XP_021701707.1|AAEG	LOC117563851|XP_034098271.1|DALB
OG0006983	LOC5577190|XP_021701711.1|AAEG	LOC117565700|XP_034100829.1|DALB
OG0006984	LOC23687802|XP_021701713.1|AAEG	LOC117564786|XP_034099586.1|DALB
OG0006985	LOC5574881|XP_021701718.1|AAEG	LOC117566117|XP_034101481.1|DALB
OG0006986	LOC5574879|XP_001661689.1|AAEG	LOC117564847|XP_034099672.1|DALB
OG0006987	LOC5565864|XP_001650230.1|AAEG	LOC117572203|XP_034110759.1|DALB
OG0006988	LOC5564530|XP_021701754.1|AAEG	LOC117563232|XP_034097326.1|DALB
OG0006989	LOC5568486|XP_001658071.1|AAEG	LOC117565977|XP_034101271.1|DALB
OG0006990	LOC5573100|XP_021701800.1|AAEG	LOC117565068|XP_034099906.1|DALB
OG0006991	LOC5573091|XP_001654405.1|AAEG	LOC117574644|XP_034114433.1|DALB
OG0006992	LOC5564482|XP_021701933.1|AAEG	LOC117563263|XP_034097377.1|DALB
OG0006993	LOC5579471|XP_021702015.1|AAEG	LOC117566023|XP_034101351.1|DALB
OG0006994	LOC5563793|XP_021702026.1|AAEG	LOC117564026|XP_034098518.1|DALB
OG0006995	LOC5563857|XP_001648171.2|AAEG	LOC117565302|XP_034100230.1|DALB
OG0006996	LOC5575714|XP_001662161.1|AAEG	LOC117565156|XP_034100029.1|DALB
OG0006998	LOC5567716|XP_001657637.2|AAEG	LOC117575758|XP_034116012.1|DALB
OG0006999	LOC5567313|XP_001651748.1|AAEG	LOC117563704|XP_034098042.1|DALB
OG0007000	LOC5576503|XP_001662695.1|AAEG	LOC117563561|XP_034097831.1|DALB
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC117568652|XP_034105340.1|DALB
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC117565929|XP_034101199.1|DALB
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC117571945|XP_034110330.1|DALB
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC117565853|XP_034101061.1|DALB
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC117565296|XP_034100222.1|DALB
OG0007006	LOC5566374|XP_021702362.1|AAEG	LOC117565614|XP_034100710.1|DALB, LOC117565612|XP_034100707.1|DALB
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC117564943|XP_034099788.1|DALB
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC117564550|XP_034099264.1|DALB
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC117576914|XP_034117946.1|DALB
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC117563607|XP_034097894.1|DALB
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC117564899|XP_034099742.1|DALB
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC117564109|XP_034098650.1|DALB
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC117566009|XP_034101321.1|DALB
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC117564753|XP_034099534.1|DALB
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC117565659|XP_034100772.1|DALB
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC117564015|XP_034098504.1|DALB
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC117566052|XP_034101398.1|DALB
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC117563765|XP_034098160.1|DALB
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC117565277|XP_034100196.1|DALB
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC117573320|XP_034112318.1|DALB
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC117577717|XP_034118512.1|DALB
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC117565649|XP_034100753.1|DALB
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC117564062|XP_034098576.1|DALB
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC117565902|XP_034101140.1|DALB
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC117564307|XP_034098895.1|DALB
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC117571867|XP_034110178.1|DALB
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC117564689|XP_034099455.1|DALB
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC117567361|XP_034103190.1|DALB
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC117563549|XP_034097818.1|DALB
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC117564383|XP_034098993.1|DALB
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC117569332|XP_034106352.1|DALB
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC117572398|XP_034111069.1|DALB
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC117573399|XP_034112493.1|DALB
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC117568620|XP_034105290.1|DALB
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC117569260|XP_034106251.1|DALB
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC117563605|XP_034097890.1|DALB
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC117577402|XP_034118204.1|DALB
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC117564182|XP_034098742.1|DALB
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC117575866|XP_034116178.1|DALB
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC117563500|XP_034097764.1|DALB
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC117574254|XP_034113874.1|DALB
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC117575490|XP_034115616.1|DALB
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC117564478|XP_034099169.1|DALB
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC117565589|XP_034100679.1|DALB
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC117565349|XP_034100296.1|DALB
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC117564788|XP_034099589.1|DALB
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC117578072|XP_034119104.1|DALB
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC117576874|XP_034117868.1|DALB
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC117568086|XP_034104356.1|DALB
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC117568308|XP_034104746.1|DALB
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC117572058|XP_034110526.1|DALB
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC117571447|XP_034109487.1|DALB
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC117578146|XP_034119254.1|DALB
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC117563902|XP_034098354.1|DALB
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC117565008|XP_034099843.1|DALB
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC117565396|XP_034100369.1|DALB
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC117563532|XP_034097803.1|DALB
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC117565428|XP_034100405.1|DALB
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC117566812|XP_034102254.1|DALB
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC117565808|XP_034100988.1|DALB
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC117569944|XP_034107196.1|DALB
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC117564068|XP_034098585.1|DALB
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC117565981|XP_034101277.1|DALB
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC117564311|XP_034098898.1|DALB
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC117568204|XP_034104563.1|DALB
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC117570432|XP_034107979.1|DALB
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC117574874|XP_034114793.1|DALB
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC117565587|XP_034100677.1|DALB
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC117566433|XP_034101855.1|DALB
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC117565576|XP_034100642.1|DALB
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC117568225|XP_034104589.1|DALB
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC117564650|XP_034099402.1|DALB
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC117566138|XP_034101511.1|DALB
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC117566141|XP_034101517.1|DALB
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC117564529|XP_034099240.1|DALB
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC117563960|XP_034098427.1|DALB
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC117565107|XP_034099956.1|DALB
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC117564731|XP_034099509.1|DALB
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC117578069|XP_034119100.1|DALB
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC117563703|XP_034098037.1|DALB
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC117565794|XP_034100968.1|DALB
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC117568487|XP_034105065.1|DALB
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC117563477|XP_034097725.1|DALB
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC117564076|XP_034098593.1|DALB
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC117563869|XP_034098316.1|DALB
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC117566002|XP_034101310.1|DALB
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC117576852|XP_034117834.1|DALB
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC117566064|XP_034101411.1|DALB
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC117566066|XP_034101413.1|DALB
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC117563655|XP_034097958.1|DALB
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC117565026|XP_034099862.1|DALB
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC117563905|XP_034098359.1|DALB
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC117565063|XP_034099901.1|DALB
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC117573959|XP_034113388.1|DALB
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC117565919|XP_034101179.1|DALB
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC117565851|XP_034101060.1|DALB
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC117565499|XP_034100507.1|DALB
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC117565828|XP_034101026.1|DALB
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC117565190|XP_034100085.1|DALB
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC117564851|XP_034099678.1|DALB
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC117564325|XP_034098918.1|DALB
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC117565521|XP_034100550.1|DALB
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC117564219|XP_034098797.1|DALB
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC117566142|XP_034101519.1|DALB
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC117565903|XP_034101146.1|DALB
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC117563562|XP_034097832.1|DALB
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC117574510|XP_034114260.1|DALB
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC117563637|XP_034097934.1|DALB
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC117565113|XP_034099963.1|DALB
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC117566134|XP_034101507.1|DALB
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC117564100|XP_034098637.1|DALB
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC117563489|XP_034097742.1|DALB
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC117577772|XP_034118579.1|DALB
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC117573228|XP_034112172.1|DALB
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC117572771|XP_034111755.1|DALB
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC117578323|XP_034119671.1|DALB
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC117565087|XP_034099933.1|DALB
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC117568598|XP_034105238.1|DALB
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC117567172|XP_034102878.1|DALB
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC117569939|XP_034107188.1|DALB
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC117571275|XP_034109230.1|DALB
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC117567177|XP_034102890.1|DALB
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC117567173|XP_034102880.1|DALB
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC117567739|XP_034103815.1|DALB
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC117568550|XP_034105161.1|DALB
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC117569286|XP_034106282.1|DALB
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC117571841|XP_034110120.1|DALB
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC117570410|XP_034107926.1|DALB
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC117567501|XP_034103423.1|DALB
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC117571788|XP_034110038.1|DALB
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC117578040|XP_034119048.1|DALB
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC117572755|XP_034111734.1|DALB
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC117569162|XP_034106121.1|DALB
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC117566332|XP_034101742.1|DALB
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC117567597|XP_034103576.1|DALB
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC117571113|XP_034108999.1|DALB
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC117575127|XP_034115120.1|DALB
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC117564217|XP_034098796.1|DALB, LOC117576784|XP_034117727.1|DALB
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC117574568|XP_034114334.1|DALB
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC117575769|XP_034116026.1|DALB
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC117574313|XP_034114014.1|DALB
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC117577721|XP_034118516.1|DALB
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC117566923|XP_034102434.1|DALB
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC117571380|XP_034109385.1|DALB
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC117571739|XP_034109947.1|DALB
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC117571828|XP_034110102.1|DALB
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC117565078|XP_034099921.1|DALB
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC117569095|XP_034106002.1|DALB
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC117572455|XP_034111178.1|DALB
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC117574082|XP_034113607.1|DALB
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC117567724|XP_034103777.1|DALB
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC117576671|XP_034117553.1|DALB
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC117574754|XP_034114588.1|DALB
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC117577958|XP_034118894.1|DALB
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC117573123|XP_034111947.1|DALB
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC117568749|XP_034105468.1|DALB
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC117573096|XP_034111892.1|DALB
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC117578174|XP_034119356.1|DALB
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC117565070|XP_034099911.1|DALB
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC117577837|XP_034118702.1|DALB
