Orthogroup	AAEG.longest_only	DBUS.longest_only
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC108603235|XP_017847343.1|DBUS
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC108595060|XP_017835694.1|DBUS
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC108595081|XP_017835721.1|DBUS
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC108607368|XP_017853572.1|DBUS
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC108598429|XP_017840546.1|DBUS
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC108597169|XP_017839076.1|DBUS
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC108602221|XP_017845757.1|DBUS
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC108596290|XP_017837368.1|DBUS
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC108600580|XP_017843737.1|DBUS
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC108599122|XP_017841399.1|DBUS
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC108600628|XP_017843803.1|DBUS
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC108595098|XP_017835738.2|DBUS
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC108602428|XP_017846038.1|DBUS
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC108608126|XP_017854845.1|DBUS
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC108599182|XP_017841463.1|DBUS
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC108596196|XP_017837199.1|DBUS
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC108596589|XP_017838005.1|DBUS
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC108597423|XP_017839465.1|DBUS
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC108595101|XP_033148900.1|DBUS
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC108602856|XP_017846624.1|DBUS
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC108598319|XP_017840424.1|DBUS
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC108601000|XP_033149497.1|DBUS
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC108598578|XP_017840756.2|DBUS
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC108601040|XP_017844415.1|DBUS
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC108601143|XP_017844560.1|DBUS
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC108604506|XP_017849494.1|DBUS
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC108597565|XP_017839663.1|DBUS
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC108604191|XP_017849031.1|DBUS
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC108596593|XP_017838011.1|DBUS
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC108597219|XP_017839149.1|DBUS
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC108597567|XP_017839667.1|DBUS
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC108596592|XP_017838010.1|DBUS
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC108595330|XP_017836039.1|DBUS
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC108595978|XP_017836754.1|DBUS
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC108597172|XP_017839075.1|DBUS
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC108597311|XP_017839285.1|DBUS
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC108606750|XP_033150503.1|DBUS
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC108605928|XP_017851237.1|DBUS
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC108596219|XP_017837236.1|DBUS
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC108598638|XP_017840832.2|DBUS
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC108607839|XP_017854392.2|DBUS
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC108601894|XP_017845357.1|DBUS
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC108595657|XP_017836423.1|DBUS
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC117134953|XP_033150467.1|DBUS
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC108599452|XP_017841774.2|DBUS
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC108607580|XP_017853965.1|DBUS
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC108597394|XP_017839419.1|DBUS
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC108607955|XP_017854572.2|DBUS
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC108606743|XP_017852630.1|DBUS
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC108600425|XP_017843481.1|DBUS
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC108596702|XP_017838214.2|DBUS
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC108595385|XP_017836099.1|DBUS
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC108605511|XP_017850750.1|DBUS
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC108595201|XP_017835878.1|DBUS
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC108595421|XP_017836138.1|DBUS
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC108599150|XP_017841427.1|DBUS
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC108599675|XP_017842154.2|DBUS
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC108597151|XP_017839039.1|DBUS
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC108598876|XP_017841125.1|DBUS
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC108600538|XP_017843679.1|DBUS
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC108599072|XP_017841344.1|DBUS
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC108599258|XP_017841543.1|DBUS
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC108601035|XP_017844403.1|DBUS
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC108600960|XP_017844303.1|DBUS
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC108599826|XP_017842419.1|DBUS
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC108599829|XP_017842425.1|DBUS
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC108604292|XP_017849193.1|DBUS
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC108599952|XP_017842692.1|DBUS
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC108606694|XP_017852550.1|DBUS
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC108595127|XP_017839954.1|DBUS
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC108607377|XP_017853588.1|DBUS
OG0007612	LOC5566698|XP_001651106.2|AAEG	LOC108597332|XP_017839316.2|DBUS
OG0007613	LOC5566687|XP_001651094.2|AAEG	LOC108597718|XP_017839898.1|DBUS
OG0007614	LOC5568587|XP_021711605.1|AAEG	LOC108600767|XP_017844017.1|DBUS
OG0007615	LOC5568588|XP_001652419.1|AAEG	LOC108600114|XP_017842975.1|DBUS
OG0007616	LOC5568603|XP_001652417.2|AAEG	LOC108601984|XP_017845468.1|DBUS
OG0007617	LOC5568590|XP_001652422.2|AAEG	LOC108600867|XP_017844166.1|DBUS
OG0007618	LOC5568592|XP_001652424.2|AAEG	LOC108600351|XP_017843364.1|DBUS
OG0007619	LOC5568593|XP_021711620.1|AAEG	LOC108600320|XP_017843311.1|DBUS
OG0007620	LOC5568599|XP_021711641.1|AAEG	LOC108598378|XP_033149459.1|DBUS
OG0007621	LOC5569134|XP_001652738.2|AAEG	LOC108596988|XP_017838742.1|DBUS
OG0007622	LOC5569135|XP_021704146.1|AAEG	LOC108599620|XP_017842068.2|DBUS
OG0007623	LOC5569142|XP_021704189.1|AAEG	LOC108599795|XP_017842348.2|DBUS
OG0007624	LOC5573214|XP_001654439.2|AAEG	LOC108599234|XP_017841521.2|DBUS
OG0007625	LOC5573208|XP_021704307.1|AAEG	LOC108600339|XP_017843345.2|DBUS
OG0007626	LOC5573228|XP_001654433.1|AAEG	LOC108600163|XP_017843053.1|DBUS
OG0007627	LOC5573216|XP_001654431.1|AAEG	LOC108600161|XP_017843052.1|DBUS
OG0007628	LOC5572034|XP_001660142.1|AAEG	LOC108607349|XP_017853523.1|DBUS
OG0007629	LOC110680484|XP_021711981.1|AAEG	LOC108599965|XP_017842707.2|DBUS
OG0007664	LOC5579633|XP_021694454.1|AAEG	LOC108602241|XP_017845779.1|DBUS
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC108605032|XP_033150285.1|DBUS
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC108607128|XP_017853255.1|DBUS
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC108606394|XP_017851961.1|DBUS
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC108606382|XP_017851932.1|DBUS
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC108606381|XP_033150463.1|DBUS
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC108605284|XP_017850421.1|DBUS
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC108607101|XP_017853216.1|DBUS
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC108602162|XP_017845684.1|DBUS
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC108606532|XP_017852195.1|DBUS
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC108606811|XP_017852773.1|DBUS
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC108606353|XP_017851890.1|DBUS
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC108606574|XP_017852283.1|DBUS
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC108604927|XP_017849986.1|DBUS
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC108605547|XP_017850794.1|DBUS
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC108608427|XP_017855284.1|DBUS
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC108602973|XP_033149925.1|DBUS
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC108606387|XP_033150298.1|DBUS
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC108606214|XP_017851593.1|DBUS
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC108605945|XP_017851255.1|DBUS
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC108606538|XP_017852215.1|DBUS
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC108606554|XP_017852244.1|DBUS
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC108606894|XP_017852910.1|DBUS
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC108604059|XP_017848811.1|DBUS
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC108607270|XP_017853452.1|DBUS
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC108606307|XP_017851789.1|DBUS
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC108602770|XP_017846431.1|DBUS
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC108606461|XP_017852067.1|DBUS
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC108606300|XP_017851776.1|DBUS
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC108598930|XP_017841184.1|DBUS
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC108606846|XP_017852831.1|DBUS
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC108598744|XP_017840967.1|DBUS
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC108600281|XP_017843238.1|DBUS
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC108606660|XP_033150472.1|DBUS
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC108605848|XP_017851145.1|DBUS
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC108606885|XP_017852899.1|DBUS
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC108605058|XP_017850115.1|DBUS
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC108605256|XP_017850368.1|DBUS
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC108605211|XP_017850307.1|DBUS
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC108601908|XP_017845374.1|DBUS
OG0007705	LOC5571976|XP_001660081.1|AAEG	LOC108606447|XP_017852050.1|DBUS
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC108605714|XP_017850997.1|DBUS
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC108606377|XP_033150294.1|DBUS
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC108606599|XP_017852344.1|DBUS
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC108605510|XP_017850749.1|DBUS
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC108607052|XP_017853153.1|DBUS
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC108606712|XP_017852579.1|DBUS
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC108605616|XP_033150348.1|DBUS
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC108606195|XP_033150364.1|DBUS
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC108604912|XP_017849971.1|DBUS
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC108606612|XP_017852371.1|DBUS
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC108606476|XP_017852092.1|DBUS
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC108603828|XP_017848451.1|DBUS
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC108607074|XP_017853182.1|DBUS
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC108607006|XP_017853074.2|DBUS
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC108605363|XP_017850521.1|DBUS
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC108606786|XP_017852709.1|DBUS
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC108604958|XP_017850017.1|DBUS
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC108606063|XP_017851399.1|DBUS
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC108594519|XP_017835212.2|DBUS
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC108606217|XP_017851597.1|DBUS
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC108605057|XP_017850114.1|DBUS
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC108607180|XP_017853324.1|DBUS
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC108606423|XP_017852016.1|DBUS
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC108605625|XP_017850897.1|DBUS
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC108607193|XP_033150362.1|DBUS
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC108600526|XP_017843660.1|DBUS
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC108605583|XP_017850843.1|DBUS
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC108606715|XP_017852581.1|DBUS
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC108605542|XP_017850783.1|DBUS
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC108606969|XP_017853021.1|DBUS
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC108606289|XP_017851763.1|DBUS
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC108604635|XP_017849673.1|DBUS
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC108604178|XP_017849005.1|DBUS
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC108606494|XP_017852139.1|DBUS
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC108605300|XP_017850453.1|DBUS
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC108606254|XP_017851692.1|DBUS
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC108606672|XP_017852494.1|DBUS
OG0007743	LOC5567099|XP_001651499.3|AAEG	LOC108602816|XP_017846536.1|DBUS
OG0007744	LOC5565275|XP_021701816.1|AAEG	LOC108599482|XP_017841818.1|DBUS
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC108603286|XP_017847443.1|DBUS
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC108601704|XP_017845106.1|DBUS
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC108606428|XP_017852025.1|DBUS
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC108605380|XP_033150260.1|DBUS
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC108605210|XP_017850304.1|DBUS
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC108603547|XP_017847952.1|DBUS
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC108594328|XP_017834967.1|DBUS
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC108606638|XP_017852423.1|DBUS
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC108605493|XP_017850727.1|DBUS
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC108605958|XP_017851267.1|DBUS
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC108605407|XP_033150392.1|DBUS
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC108606550|XP_017852239.1|DBUS
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC108606016|XP_017851335.1|DBUS
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC108601730|XP_017845140.1|DBUS
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC108605948|XP_017851258.1|DBUS
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC108605451|XP_033150282.1|DBUS
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC108605450|XP_017850622.1|DBUS
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC108603577|XP_017848416.2|DBUS
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC108606950|XP_033150153.1|DBUS
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC108607049|XP_017853146.1|DBUS
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC108603203|XP_017847274.1|DBUS
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC108607328|XP_017853486.1|DBUS, LOC108607339|XP_017853511.1|DBUS
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC108605728|XP_017851010.1|DBUS
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC108605883|XP_017851184.1|DBUS
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC108606633|XP_017852414.1|DBUS
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC108599216|XP_017841503.2|DBUS
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC108605149|XP_017850212.1|DBUS
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC108608400|XP_017855247.1|DBUS
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC108601163|XP_017844584.1|DBUS
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC108606628|XP_017852404.1|DBUS
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC108606838|XP_017852820.1|DBUS
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC108607035|XP_017853117.1|DBUS
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC108606987|XP_017853049.1|DBUS
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC108601057|XP_017844437.1|DBUS
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC108607257|XP_017853430.1|DBUS
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC108605200|XP_017850282.1|DBUS
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC108607260|XP_017853437.1|DBUS
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC108606771|XP_017852673.1|DBUS
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC108604207|XP_017849057.1|DBUS
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC108607159|XP_033150357.1|DBUS
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC108599824|XP_017842422.1|DBUS
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC108601603|XP_017844991.1|DBUS
OG0007788	LOC5572776|XP_001654175.2|AAEG	LOC108603061|XP_017846986.1|DBUS
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC108604132|XP_017848928.1|DBUS
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC108601384|XP_033149911.1|DBUS
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC108603395|XP_017847663.1|DBUS
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC108605793|XP_017851084.1|DBUS
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC108603098|XP_017847083.1|DBUS
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC108606608|XP_017852365.1|DBUS
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC108606920|XP_017852950.1|DBUS
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC108604102|XP_017848871.1|DBUS
OG0007798	LOC5578682|XP_001657081.2|AAEG	LOC108603881|XP_017848542.1|DBUS
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC108602131|XP_017845647.1|DBUS
OG0007800	LOC5577525|XP_001656527.2|AAEG	LOC108601879|XP_017845340.1|DBUS
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC117134665|XP_033148958.1|DBUS
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC108603706|XP_017848235.1|DBUS
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC108601267|XP_017844656.1|DBUS
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC108606489|XP_017852119.1|DBUS
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC108606491|XP_017852123.1|DBUS
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC108605646|XP_017850918.1|DBUS
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC108601858|XP_017845299.1|DBUS
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC108606222|XP_017851608.1|DBUS
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC108608402|XP_033150738.1|DBUS
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC108603231|XP_017847335.1|DBUS
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC108606000|XP_017851311.1|DBUS
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC108603803|XP_017848390.1|DBUS
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC108605518|XP_017850756.1|DBUS
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC108607105|XP_017853222.1|DBUS
OG0007816	LOC5580205|XP_001655617.2|AAEG	LOC108598945|XP_017841204.2|DBUS
OG0007817	LOC5580204|XP_001655616.2|AAEG	LOC108603858|XP_017848504.1|DBUS
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC108604515|XP_017849508.1|DBUS
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC108606803|XP_017852762.1|DBUS
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC108604134|XP_017848929.1|DBUS
OG0007821	LOC5580172|XP_021692938.1|AAEG	LOC108602092|XP_017845605.1|DBUS
OG0007822	LOC5580169|XP_021692934.1|AAEG	LOC108602091|XP_017845604.1|DBUS
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC108604530|XP_017849532.1|DBUS
OG0007824	LOC5578277|XP_001663805.2|AAEG	LOC108602987|XP_017846866.1|DBUS
OG0007825	LOC5570839|XP_001653346.2|AAEG	LOC108602876|XP_017846656.1|DBUS
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC108602343|XP_017845927.1|DBUS
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC108605442|XP_017850614.1|DBUS
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC108599183|XP_017841465.1|DBUS
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC108603295|XP_017847455.1|DBUS
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC108601359|XP_017844747.1|DBUS
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC108607196|XP_017853346.1|DBUS
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC108606682|XP_017852520.1|DBUS
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC108605268|XP_017850384.1|DBUS
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC108601911|XP_017845378.1|DBUS
OG0007836	LOC5576721|XP_001656228.2|AAEG	LOC108602759|XP_017846419.1|DBUS
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC108601460|XP_017844847.1|DBUS
OG0007838	LOC5573635|XP_001660962.2|AAEG	LOC108602421|XP_017846024.1|DBUS
OG0007839	LOC5573310|XP_001654530.1|AAEG	LOC108606062|XP_017851398.1|DBUS
OG0007840	LOC5573056|XP_001654378.1|AAEG	LOC108601863|XP_017845309.1|DBUS
OG0007841	LOC5577932|XP_021694422.1|AAEG	LOC108602353|XP_017845941.1|DBUS
OG0007842	LOC5575947|XP_021693726.1|AAEG	LOC108603614|XP_017848052.1|DBUS
OG0007843	LOC5576515|XP_001662708.2|AAEG	LOC108601501|XP_017844889.1|DBUS
OG0007844	LOC5565598|XP_021693787.1|AAEG	LOC108594751|XP_017835379.1|DBUS
OG0007845	LOC5565599|XP_021693790.1|AAEG	LOC108602079|XP_017845587.1|DBUS
OG0007846	LOC5565605|XP_021693796.1|AAEG	LOC108606549|XP_017852237.1|DBUS
OG0007847	LOC5565602|XP_021693797.1|AAEG	LOC108604801|XP_017849890.1|DBUS
OG0007848	LOC5565926|XP_001650302.2|AAEG	LOC108604695|XP_017849741.1|DBUS
OG0007849	LOC5565958|XP_001650298.2|AAEG	LOC108604472|XP_017849448.1|DBUS
OG0007850	LOC5565936|XP_001650296.2|AAEG	LOC108601862|XP_017845308.1|DBUS
OG0007851	LOC5565961|XP_021693928.1|AAEG	LOC108602579|XP_017846206.1|DBUS
OG0007852	LOC110674691|XP_021694427.1|AAEG	LOC108602450|XP_017846062.1|DBUS
OG0007853	LOC5573537|XP_001654672.2|AAEG	LOC108602171|XP_017845696.1|DBUS
OG0007854	LOC5573534|XP_021693955.1|AAEG	LOC108602185|XP_017845718.1|DBUS
OG0007855	LOC5579957|XP_001658473.2|AAEG	LOC108601424|XP_033149917.1|DBUS
OG0007856	LOC110674221|XP_021694064.1|AAEG	LOC108604696|XP_017849743.1|DBUS
OG0007858	LOC5578918|XP_021694074.1|AAEG	LOC108607539|XP_017853910.1|DBUS
OG0007859	LOC5576111|XP_001662456.2|AAEG	LOC108606988|XP_017853050.1|DBUS
OG0007860	LOC5576119|XP_001662466.1|AAEG	LOC108602056|XP_017845559.1|DBUS
OG0007861	LOC5576129|XP_001662475.2|AAEG	LOC108601468|XP_017844856.1|DBUS
OG0007863	LOC5576133|XP_001662481.2|AAEG	LOC108596662|XP_017838142.1|DBUS
OG0007864	LOC5565140|XP_021694141.1|AAEG	LOC108604159|XP_017848977.1|DBUS
OG0007865	LOC110674239|XP_021694150.1|AAEG	LOC108600378|XP_017843407.1|DBUS
OG0007866	LOC5577584|XP_021694151.1|AAEG	LOC108604217|XP_017849071.1|DBUS
OG0007867	LOC5565083|XP_021694163.1|AAEG	LOC108603318|XP_017847522.1|DBUS
OG0007868	LOC5572607|XP_021694173.1|AAEG	LOC108601420|XP_017844807.1|DBUS
OG0007869	LOC5566104|XP_021695322.1|AAEG	LOC108605549|XP_017850799.1|DBUS
