Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0006573	LOC110674229|XP_021694111.1|AAEG	LOC6537619|XP_002098165.1|DYAK
OG0006574	LOC5576136|XP_021694113.1|AAEG	LOC6536515|XP_015047794.1|DYAK
OG0006575	LOC5565180|XP_001649527.2|AAEG	LOC6538055|XP_002098590.1|DYAK
OG0006576	LOC110674238|XP_021694147.1|AAEG	LOC6538648|XP_002099168.1|DYAK
OG0006577	LOC5565138|XP_001649513.2|AAEG	LOC6536193|XP_002096784.1|DYAK
OG0006578	LOC5565141|XP_001649511.2|AAEG	LOC6538649|XP_039231394.1|DYAK
OG0006579	LOC5565143|XP_001649510.2|AAEG	LOC6527756|XP_002088836.1|DYAK
OG0006580	LOC110674240|XP_021694152.1|AAEG	LOC6537444|XP_002098000.1|DYAK
OG0006581	LOC5577592|XP_001656580.2|AAEG	LOC6535377|XP_002096027.1|DYAK
OG0006582	LOC5577591|XP_021694159.1|AAEG	LOC6535467|XP_002096098.1|DYAK
OG0006583	LOC5565080|XP_021694165.1|AAEG	LOC6537459|XP_002098015.3|DYAK
OG0006584	LOC5564609|XP_001648956.2|AAEG	LOC6526722|XP_002087825.1|DYAK
OG0006585	LOC5564410|XP_021694178.1|AAEG	LOC6527660|XP_015053760.2|DYAK
OG0006586	LOC5572611|XP_001654122.2|AAEG	LOC6537962|XP_002098499.1|DYAK
OG0006587	LOC5572612|XP_001654123.2|AAEG	LOC6537963|XP_002098500.3|DYAK
OG0006588	LOC5572615|XP_021694184.1|AAEG	LOC6536687|XP_002097260.3|DYAK
OG0006589	LOC5572675|XP_021694204.1|AAEG	LOC6536121|XP_002096729.1|DYAK
OG0006590	LOC5572678|XP_001660498.2|AAEG	LOC6536129|XP_002096730.1|DYAK
OG0006591	LOC5566106|XP_021695274.1|AAEG	LOC6534695|XP_002095370.3|DYAK
OG0006592	LOC5566140|XP_001650507.1|AAEG	LOC6536464|XP_002097045.1|DYAK
OG0006593	LOC5566139|XP_001650506.1|AAEG	LOC6536463|XP_002097044.1|DYAK
OG0006594	LOC5566121|XP_001650501.2|AAEG	LOC6532548|XP_002093293.1|DYAK
OG0006595	LOC5566108|XP_021695437.1|AAEG	LOC6531479|XP_039228045.1|DYAK
OG0006596	LOC5570944|XP_021699203.1|AAEG	LOC6530999|XP_002091837.1|DYAK
OG0006597	LOC5570945|XP_021695449.1|AAEG	LOC6533495|XP_002094206.1|DYAK
OG0006598	LOC5570951|XP_021695450.1|AAEG	LOC6527988|XP_002089055.1|DYAK
OG0006599	LOC5571446|XP_001659697.2|AAEG	LOC6533653|XP_002094359.1|DYAK
OG0006600	LOC5571447|XP_021695466.1|AAEG	LOC6533337|XP_015049922.1|DYAK
OG0006601	LOC5571450|XP_001659703.1|AAEG	LOC6533849|XP_002094549.1|DYAK
OG0006602	LOC5571451|XP_001659704.1|AAEG	LOC6533848|XP_015050285.1|DYAK
OG0006603	LOC5571452|XP_001659705.2|AAEG	LOC6533847|XP_002094547.1|DYAK
OG0006604	LOC5573691|XP_021695485.1|AAEG	LOC6534564|XP_002095240.1|DYAK
OG0006605	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG	LOC6523995|XP_002099867.2|DYAK
OG0006606	LOC23687391|XP_011493608.2|AAEG	LOC6533215|XP_002093941.1|DYAK
OG0006607	LOC5574895|XP_021695492.1|AAEG	LOC6533623|XP_015050192.1|DYAK
OG0006608	LOC5570277|XP_001659030.1|AAEG	LOC6535389|XP_002096039.2|DYAK
OG0006609	LOC5579871|XP_021695537.1|AAEG	LOC6536212|XP_002096803.1|DYAK
OG0006610	LOC5579867|XP_021695542.1|AAEG	LOC6535109|XP_015051009.2|DYAK
OG0006611	LOC5579865|XP_021695552.1|AAEG	LOC6532466|XP_002093213.1|DYAK
OG0006612	LOC5579863|XP_001664324.1|AAEG	LOC6532467|XP_002093214.1|DYAK
OG0006613	LOC5579876|XP_021695557.1|AAEG	LOC6532468|XP_002093215.1|DYAK
OG0006614	LOC5579861|XP_001664322.3|AAEG	LOC6532469|XP_015049377.1|DYAK
OG0006615	LOC5567814|XP_021695570.1|AAEG	LOC6532475|XP_002093221.1|DYAK
OG0006616	LOC5567811|XP_021695577.1|AAEG	LOC6532648|XP_002093392.1|DYAK
OG0006617	LOC5567808|XP_001657712.2|AAEG	LOC6534303|XP_002094984.1|DYAK
OG0006618	LOC5569147|XP_021695600.1|AAEG	LOC6533544|XP_015050141.1|DYAK
OG0006619	LOC5569150|XP_001658335.2|AAEG	LOC6533529|XP_002094239.1|DYAK
OG0006620	LOC5571220|XP_001659598.2|AAEG	LOC6533526|XP_002094236.1|DYAK
OG0006621	LOC5571216|XP_021695605.1|AAEG	LOC6533290|XP_002094016.1|DYAK
OG0006622	LOC5575759|XP_021695618.1|AAEG	LOC6532280|XP_002093045.1|DYAK
OG0006623	LOC5575760|XP_001662181.2|AAEG	LOC6532271|XP_002093042.1|DYAK
OG0006624	LOC5578213|XP_001656857.2|AAEG	LOC6528307|XP_015054436.1|DYAK
OG0006625	LOC5578216|XP_021695645.1|AAEG	LOC6528308|XP_039226662.1|DYAK
OG0006626	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG	LOC6529103|XP_002090116.1|DYAK
OG0006627	LOC5578219|XP_021695649.1|AAEG	LOC6528533|XP_002089579.1|DYAK
OG0006628	LOC5578220|XP_021695658.1|AAEG	LOC6528535|XP_039226498.1|DYAK
OG0006629	LOC5575746|XP_021695709.1|AAEG	LOC6530714|XP_002091605.1|DYAK
OG0006630	LOC5575738|XP_021695717.1|AAEG	LOC6530287|XP_039228662.1|DYAK
OG0006631	LOC5566723|XP_001651131.1|AAEG	LOC6533376|XP_002094101.1|DYAK
OG0006632	LOC5569288|XP_021695732.1|AAEG	LOC6530083|XP_002091029.1|DYAK
OG0006633	LOC5579241|XP_021695737.1|AAEG	LOC6532412|XP_002093163.1|DYAK
OG0006634	LOC5571773|XP_001659905.2|AAEG	LOC6526353|XP_002087475.2|DYAK
OG0006635	LOC5571771|XP_001659904.1|AAEG	LOC6526442|XP_002087561.1|DYAK
OG0006636	LOC5570670|XP_001659261.1|AAEG	LOC6524776|XP_002100620.1|DYAK
OG0006637	LOC5570666|XP_001659265.1|AAEG	LOC6533207|XP_002093933.1|DYAK
OG0006638	LOC5571299|XP_001653603.2|AAEG	LOC6528739|XP_002089774.2|DYAK
OG0006639	LOC5571296|XP_021695823.1|AAEG	LOC6528737|XP_015054284.1|DYAK
OG0006640	LOC110675376|XP_021695875.1|AAEG	LOC6528507|XP_002089553.2|DYAK
OG0006641	LOC5571277|XP_021695876.1|AAEG	LOC6528835|XP_039227253.1|DYAK
OG0006642	LOC5571274|XP_021695903.1|AAEG	LOC6531738|XP_002092528.1|DYAK
OG0006643	LOC5579290|XP_021695906.1|AAEG	LOC6531960|XP_002092746.1|DYAK
OG0006644	LOC5571258|XP_001653556.1|AAEG	LOC6533688|XP_002094393.1|DYAK
OG0006645	LOC5578052|XP_021695953.1|AAEG	LOC6529723|XP_039229042.1|DYAK
OG0006646	LOC5578053|XP_021695958.1|AAEG	LOC6530218|XP_002091156.1|DYAK
OG0006647	LOC5568469|XP_021695997.1|AAEG	LOC6531025|XP_015051751.1|DYAK
OG0006648	LOC5573484|XP_001654632.1|AAEG	LOC6532459|XP_015049367.1|DYAK
OG0006649	LOC5575041|XP_001661771.2|AAEG	LOC6530961|XP_002091799.2|DYAK
OG0006650	LOC5573236|XP_021696049.1|AAEG	LOC6528322|XP_039226761.1|DYAK
OG0006651	LOC110675422|XP_021696083.1|AAEG	LOC6534709|XP_039229678.1|DYAK
OG0006652	LOC5574113|XP_001661185.1|AAEG	LOC6533650|XP_002094356.1|DYAK
OG0006653	LOC5574095|XP_021696112.1|AAEG	LOC6533498|XP_015050068.1|DYAK
OG0006654	LOC5574088|XP_021696127.1|AAEG	LOC6532255|XP_002093027.1|DYAK
OG0006655	LOC5574085|XP_021696132.1|AAEG	LOC6532778|XP_002093520.1|DYAK
OG0006656	LOC5565105|XP_021696171.1|AAEG	LOC6532993|XP_002093728.1|DYAK
OG0006657	LOC5572889|XP_001654239.2|AAEG	LOC6530756|XP_002091646.1|DYAK
OG0006658	LOC5574850|XP_001661673.2|AAEG	LOC6532897|XP_002093633.1|DYAK
OG0006659	LOC5566569|XP_021696260.1|AAEG	LOC6532893|XP_002093629.1|DYAK
OG0006660	LOC5574852|XP_021696264.1|AAEG	LOC6533162|XP_002093888.2|DYAK
OG0006661	LOC5579990|XP_021696271.1|AAEG	LOC6533177|XP_002093903.1|DYAK
OG0006662	LOC5574519|XP_001661488.1|AAEG	LOC6526390|XP_002087509.1|DYAK
OG0006663	LOC23687518|XP_011493493.2|AAEG	LOC6533224|XP_002093950.1|DYAK
OG0006664	LOC5577071|XP_021696368.1|AAEG	LOC6537752|XP_002098293.1|DYAK
OG0006665	LOC110675498|XP_021696371.1|AAEG	LOC6532232|XP_002093005.1|DYAK
OG0006666	LOC5570511|XP_021696425.1|AAEG	LOC6530767|XP_002091655.1|DYAK
OG0006667	LOC5570529|XP_021696429.1|AAEG	LOC6534738|XP_002095413.2|DYAK
OG0006668	LOC5570473|XP_021696469.1|AAEG	LOC6528517|XP_002089563.1|DYAK
OG0006669	LOC5571688|XP_021696474.1|AAEG	LOC6533268|XP_002093994.2|DYAK
OG0006670	LOC5571685|XP_001659821.1|AAEG	LOC6533272|XP_002093998.1|DYAK
OG0006671	LOC5571684|XP_021696476.1|AAEG	LOC6533273|XP_015049884.1|DYAK
OG0006672	LOC5567636|XP_021696480.1|AAEG	LOC6532697|XP_002093439.1|DYAK
OG0006673	LOC5567634|XP_001657589.2|AAEG	LOC6533037|XP_002093772.1|DYAK
OG0006674	LOC5567619|XP_001657593.2|AAEG	LOC6532303|XP_002093063.1|DYAK
OG0006675	LOC110675521|XP_021696504.1|AAEG	LOC6532909|XP_002093645.1|DYAK
OG0006676	LOC5564100|XP_021696522.1|AAEG	LOC6533073|XP_002093805.1|DYAK
OG0006677	LOC5564099|XP_001648425.2|AAEG	LOC6532728|XP_002093470.2|DYAK
OG0006678	LOC5566286|XP_021696527.1|AAEG	LOC6534749|XP_002095424.1|DYAK
OG0006679	LOC5566296|XP_001650672.2|AAEG	LOC26535332|XP_015050052.1|DYAK
OG0006680	LOC5566273|XP_021696539.1|AAEG	LOC6537977|XP_002098514.1|DYAK
OG0006681	LOC5566279|XP_021696554.1|AAEG	LOC6533275|XP_002094001.2|DYAK
OG0006682	LOC5566283|XP_021696559.1|AAEG	LOC6533106|XP_002093832.1|DYAK
OG0006683	LOC110675561|XP_021696569.1|AAEG	LOC6533107|XP_002093833.1|DYAK
OG0006684	LOC5566291|XP_021696570.1|AAEG	LOC6532729|XP_002093471.1|DYAK
OG0006685	LOC5570091|XP_001653078.1|AAEG	LOC6528814|XP_002089846.1|DYAK
OG0006686	LOC5570087|XP_021696585.1|AAEG	LOC6533241|XP_002093967.1|DYAK
OG0006687	LOC5569214|XP_001658387.1|AAEG	LOC6525832|XP_002101652.2|DYAK
OG0006688	LOC5568098|XP_001652035.1|AAEG	LOC6533158|XP_002093884.2|DYAK
OG0006689	LOC5568104|XP_001652043.2|AAEG	LOC6532424|XP_002093171.2|DYAK
OG0006690	LOC5566341|XP_021696745.1|AAEG	LOC6536683|XP_002097256.1|DYAK
OG0006691	LOC5578957|XP_001664136.2|AAEG	LOC26535253|XP_015050288.1|DYAK
OG0006692	LOC5564626|XP_001648971.2|AAEG	LOC6532413|XP_002093164.1|DYAK
OG0006693	LOC5564627|XP_021696772.1|AAEG	LOC6533445|XP_002094156.1|DYAK
OG0006694	LOC5567126|XP_001651548.1|AAEG	LOC6524430|XP_002100288.3|DYAK
OG0006695	LOC5564573|XP_021696810.1|AAEG	LOC6532716|XP_002093458.1|DYAK
OG0006696	LOC5572350|XP_021702586.1|AAEG	LOC26535804|XP_039226190.1|DYAK
OG0006697	LOC5566237|XP_021696840.1|AAEG	LOC6532563|XP_015049429.1|DYAK
OG0006698	LOC5566233|XP_001650607.1|AAEG	LOC6534438|XP_002095115.1|DYAK
OG0006699	LOC5565645|XP_021696877.1|AAEG	LOC6533430|XP_002094147.2|DYAK
OG0006700	LOC5565664|XP_001650012.1|AAEG	LOC6532594|XP_002093338.1|DYAK
OG0006701	LOC110675643|XP_021696899.1|AAEG	LOC6529381|XP_002090386.1|DYAK
OG0006702	LOC5573780|XP_021696923.1|AAEG	LOC6532213|XP_002092986.1|DYAK
OG0006703	LOC5576413|XP_001656115.2|AAEG	LOC6534402|XP_002095080.1|DYAK
OG0006704	LOC5576414|XP_021696953.1|AAEG	LOC6534401|XP_002095079.1|DYAK
OG0006705	LOC5568904|XP_021696995.1|AAEG	LOC6528686|XP_002089728.1|DYAK
OG0006706	LOC5568900|XP_001658223.2|AAEG	LOC6532119|XP_002092895.1|DYAK
OG0006707	LOC5574793|XP_001655350.2|AAEG	LOC6531877|XP_002092664.1|DYAK
OG0006708	LOC5574797|XP_021697006.1|AAEG	LOC6525167|XP_039227745.1|DYAK
OG0006709	LOC5574825|XP_021697020.1|AAEG	LOC6524513|XP_002100370.1|DYAK
OG0006710	LOC5578225|XP_021697046.1|AAEG	LOC6533212|XP_039230430.1|DYAK
OG0006711	LOC5576452|XP_021697043.1|AAEG	LOC6533213|XP_002093939.3|DYAK
OG0006712	LOC5568326|XP_021697052.1|AAEG	LOC6533497|XP_039230345.1|DYAK
OG0006713	LOC5568323|XP_021697067.1|AAEG	LOC6533627|XP_002094334.1|DYAK
OG0006714	LOC5568322|XP_001652200.1|AAEG	LOC6533628|XP_039230270.1|DYAK
OG0006715	LOC5568301|XP_001652178.2|AAEG	LOC6533217|XP_002093943.2|DYAK
OG0006716	LOC5568300|XP_021697096.1|AAEG	LOC6526663|XP_002087771.1|DYAK
OG0006717	LOC5568299|XP_001652176.1|AAEG	LOC6533895|XP_002094595.1|DYAK
OG0006718	LOC5568296|XP_001652173.1|AAEG	LOC6533896|XP_002094596.1|DYAK
OG0006719	LOC5568293|XP_021697100.1|AAEG	LOC6534382|XP_002095060.2|DYAK
OG0006720	LOC110675714|XP_021697113.1|AAEG	LOC6534235|XP_039230291.1|DYAK
OG0006721	LOC5571810|XP_001659942.1|AAEG	LOC6533887|XP_039229831.1|DYAK
OG0006722	LOC5571811|XP_021697116.1|AAEG	LOC6535051|XP_002095715.1|DYAK
OG0006723	LOC5574704|XP_021697229.1|AAEG	LOC6526997|XP_002088093.1|DYAK
OG0006724	LOC5572699|XP_001660517.1|AAEG	LOC6538654|XP_002099174.1|DYAK
OG0006725	LOC5572697|XP_001660516.1|AAEG	LOC6538658|XP_002099178.1|DYAK
OG0006726	LOC5572696|XP_001660515.1|AAEG	LOC6537318|XP_002097875.1|DYAK
OG0006727	LOC5572694|XP_021697243.1|AAEG	LOC6538659|XP_002099179.1|DYAK
OG0006728	LOC5571605|XP_001653725.2|AAEG	LOC6536318|XP_002096902.1|DYAK
OG0006729	LOC5570741|XP_021697358.1|AAEG	LOC6529370|XP_015052176.1|DYAK
OG0006730	LOC5576648|XP_001662804.1|AAEG	LOC6529371|XP_002090376.1|DYAK
OG0006731	LOC5564512|XP_021697371.1|AAEG	LOC6527005|XP_002088101.1|DYAK
OG0006732	LOC5565659|XP_021697379.1|AAEG	LOC6533411|XP_002094129.2|DYAK
OG0006733	LOC5577724|XP_001656668.1|AAEG	LOC6534644|XP_039230081.1|DYAK
OG0006734	LOC5574452|XP_021697405.1|AAEG	LOC6533251|XP_002093977.1|DYAK
OG0006735	LOC5571389|XP_021697404.1|AAEG	LOC6532762|XP_039229420.1|DYAK
OG0006736	LOC5579060|XP_001657257.2|AAEG	LOC6533035|XP_002093770.1|DYAK
OG0006737	LOC5567091|XP_001651451.1|AAEG	LOC6534307|XP_002094988.1|DYAK
OG0006738	LOC5576075|XP_001662412.1|AAEG	LOC6529897|XP_002090854.1|DYAK
OG0006739	LOC5576082|XP_001662411.1|AAEG	LOC6533092|XP_002093823.1|DYAK
OG0006740	LOC5576078|XP_001662409.1|AAEG	LOC6533400|XP_002094118.1|DYAK
OG0006741	LOC5576076|XP_001662408.2|AAEG	LOC6533399|XP_002094117.1|DYAK
OG0006742	LOC5578252|XP_021697471.1|AAEG	LOC6537132|XP_002097693.1|DYAK
OG0006743	LOC5578257|XP_021697473.1|AAEG	LOC6526289|XP_002087411.2|DYAK
OG0006744	LOC5576852|XP_021697528.1|AAEG	LOC6533548|XP_002094258.1|DYAK
OG0006745	LOC5574228|XP_021697557.1|AAEG	LOC6537054|XP_002097619.1|DYAK
OG0006746	LOC5574062|XP_021697583.1|AAEG	LOC6532699|XP_002093441.1|DYAK
OG0006747	LOC5574061|XP_021697595.1|AAEG	LOC26534889|XP_015049994.1|DYAK
OG0006748	LOC5567758|XP_021697604.1|AAEG	LOC6523842|XP_002099715.3|DYAK
OG0006749	LOC5564953|XP_021697669.1|AAEG	LOC6532439|XP_002093186.1|DYAK
OG0006750	LOC5573546|XP_021697677.1|AAEG	LOC6523984|XP_002099856.1|DYAK
OG0006752	LOC5565551|XP_001649918.2|AAEG	LOC6532880|XP_002093616.2|DYAK
OG0006753	LOC5565561|XP_001649914.2|AAEG	LOC6532882|XP_002093618.2|DYAK
OG0006754	LOC5565536|XP_021697747.1|AAEG	LOC6532192|XP_002092966.1|DYAK
OG0006755	LOC5565556|XP_001649893.1|AAEG	LOC6532253|XP_002093025.1|DYAK
OG0006756	LOC5565532|XP_021697759.1|AAEG	LOC6533154|XP_002093880.1|DYAK
OG0006757	LOC5563838|XP_001648155.1|AAEG	LOC6533153|XP_002093879.1|DYAK
OG0006758	LOC5563841|XP_001648157.1|AAEG	LOC6533487|XP_002094198.1|DYAK
OG0006759	LOC5563839|XP_021697761.1|AAEG	LOC6533488|XP_002094199.1|DYAK
OG0006760	LOC5565543|XP_021697770.1|AAEG	LOC6534701|XP_039229690.1|DYAK
OG0006761	LOC5564146|XP_001648476.1|AAEG	LOC6537533|XP_002098079.1|DYAK
OG0006762	LOC5576549|XP_021697835.1|AAEG	LOC6526154|XP_015046654.1|DYAK
OG0006763	LOC5573513|XP_001660911.1|AAEG	LOC6531076|XP_002091910.1|DYAK
OG0006764	LOC5574925|XP_021697878.1|AAEG	LOC6530334|XP_002091261.1|DYAK
OG0006765	LOC5566529|XP_001650919.1|AAEG	LOC6531078|XP_002091912.1|DYAK
OG0006766	LOC5566494|XP_021697881.1|AAEG	LOC6532391|XP_002093142.1|DYAK
OG0006767	LOC5575135|XP_001655512.2|AAEG	LOC6534683|XP_002095358.3|DYAK
OG0006768	LOC5575136|XP_001655513.1|AAEG	LOC6539394|XP_002086289.2|DYAK
OG0006769	LOC5575137|XP_001655514.1|AAEG	LOC6534686|XP_002095361.1|DYAK
OG0006770	LOC5578617|XP_001657036.2|AAEG	LOC6533119|XP_002093845.1|DYAK
OG0006771	LOC5571183|XP_021697944.1|AAEG	LOC6525137|XP_039232758.1|DYAK
OG0006772	LOC5571188|XP_001653516.2|AAEG	LOC6528476|XP_002089522.3|DYAK
OG0006773	LOC5573990|XP_021697979.1|AAEG	LOC6533421|XP_002094139.1|DYAK
OG0006774	LOC5573997|XP_021698005.1|AAEG	LOC6534915|XP_002095586.2|DYAK
OG0006775	LOC5573999|XP_001661086.1|AAEG	LOC6534367|XP_002095045.1|DYAK
OG0006776	LOC5568730|XP_001658110.2|AAEG	LOC6532884|XP_002093620.1|DYAK
OG0006777	LOC5574003|XP_001661090.1|AAEG	LOC6534365|XP_002095043.1|DYAK
OG0006778	LOC5574004|XP_021698010.1|AAEG	LOC6533522|XP_002094232.1|DYAK
OG0006779	LOC5574358|XP_021698013.1|AAEG	LOC6532379|XP_002093130.1|DYAK
OG0006780	LOC5568735|XP_021698016.1|AAEG	LOC6533336|XP_002094062.1|DYAK
OG0006781	LOC5568743|XP_021698045.1|AAEG	LOC6533049|XP_002093783.1|DYAK
OG0006782	LOC5568748|XP_001658129.2|AAEG	LOC6532406|XP_015049334.1|DYAK
OG0006783	LOC5566824|XP_021698068.1|AAEG	LOC6531525|XP_039228024.1|DYAK
OG0006784	LOC5569157|XP_021698137.1|AAEG	LOC6532957|XP_015049728.1|DYAK
OG0006785	LOC5572098|XP_021698148.1|AAEG	LOC6531597|XP_002092394.1|DYAK
OG0006786	LOC5569163|XP_021698171.1|AAEG	LOC6531061|XP_002091895.1|DYAK
OG0006787	LOC5574864|XP_021698278.1|AAEG	LOC6533758|XP_002094462.2|DYAK
OG0006788	LOC5574863|XP_001661687.2|AAEG	LOC6533759|XP_002094463.1|DYAK
OG0006789	LOC5575957|XP_001662311.1|AAEG	LOC6525590|XP_002101425.2|DYAK
OG0006790	LOC5574862|XP_001661688.1|AAEG	LOC120320868|XP_039227765.1|DYAK
OG0006791	LOC5565671|XP_001650026.1|AAEG	LOC6533863|XP_039229921.1|DYAK
OG0006792	LOC5574453|XP_001661470.1|AAEG	LOC6532522|XP_015049413.1|DYAK
OG0006793	LOC5564220|XP_001648568.2|AAEG	LOC6532517|XP_002093263.1|DYAK
OG0006794	LOC5564228|XP_001648564.1|AAEG	LOC6528320|XP_002089373.1|DYAK
OG0006795	LOC5564217|XP_001648559.2|AAEG	LOC6532891|XP_002093627.1|DYAK
OG0006796	LOC5564317|XP_001648653.1|AAEG	LOC6534626|XP_002095301.1|DYAK
OG0006797	LOC5564300|XP_001648651.1|AAEG	LOC6527995|XP_002089062.1|DYAK
OG0006798	LOC5569020|XP_001658276.1|AAEG	LOC6532658|XP_002093402.1|DYAK
OG0006799	LOC5574158|XP_021698429.1|AAEG	LOC6532553|XP_002093298.1|DYAK
OG0006800	LOC5569603|XP_001652883.2|AAEG	LOC6534053|XP_002094739.2|DYAK
OG0006801	LOC5577968|XP_001663631.1|AAEG	LOC6525901|XP_002101721.1|DYAK
OG0006802	LOC5570796|XP_021698590.1|AAEG	LOC6531550|XP_002092348.1|DYAK
OG0006803	LOC5570783|XP_001653286.2|AAEG	LOC6529331|XP_002090336.1|DYAK
OG0006804	LOC5570793|XP_021698604.1|AAEG	LOC6532509|XP_015049406.1|DYAK
OG0006805	LOC5570791|XP_021698606.1|AAEG	LOC6530064|XP_002091010.2|DYAK
OG0006806	LOC5579155|XP_021698640.1|AAEG	LOC6539479|XP_002086368.1|DYAK
OG0006807	LOC5568754|XP_021698685.1|AAEG	LOC6534929|XP_002095600.3|DYAK
OG0006808	LOC5572534|XP_001654061.2|AAEG	LOC6528751|XP_002089786.1|DYAK
OG0006809	LOC5572289|XP_001653975.2|AAEG	LOC6532823|XP_002093560.1|DYAK
OG0006810	LOC5572287|XP_001653972.2|AAEG	LOC6539631|XP_002086513.3|DYAK
OG0006811	LOC5572286|XP_001653971.2|AAEG	LOC6538389|XP_002098913.2|DYAK
OG0006812	LOC23687584|XP_021698727.1|AAEG	LOC6532737|XP_002093479.1|DYAK
OG0006813	LOC5572277|XP_021698748.1|AAEG	LOC6535566|XP_002096195.3|DYAK
OG0006814	LOC5572195|XP_001653862.1|AAEG	LOC6533851|XP_002094551.1|DYAK
OG0006815	LOC5564563|XP_021698821.1|AAEG	LOC6532824|XP_002093561.1|DYAK
OG0006816	LOC5571886|XP_021698823.1|AAEG	LOC6532825|XP_002093562.1|DYAK
OG0006817	LOC5566090|XP_001650458.2|AAEG	LOC6532502|XP_002093248.1|DYAK
OG0006818	LOC5566034|XP_021698857.1|AAEG	LOC6532293|XP_039230428.1|DYAK
OG0006819	LOC5574351|XP_001661386.2|AAEG	LOC6539695|XP_002086581.1|DYAK
OG0006820	LOC5574348|XP_021698908.1|AAEG	LOC6539701|XP_002086583.1|DYAK
OG0006821	LOC5574342|XP_021698910.1|AAEG	LOC6527245|XP_002088339.1|DYAK
OG0006822	LOC5577977|XP_021698914.1|AAEG	LOC6530784|XP_002091667.1|DYAK
OG0006823	LOC5574338|XP_001661371.1|AAEG	LOC6534406|XP_002095084.1|DYAK
OG0006824	LOC5574333|XP_001661366.1|AAEG	LOC6533057|XP_002093789.1|DYAK
OG0006825	LOC5577266|XP_021698973.1|AAEG	LOC6533967|XP_002094665.1|DYAK
OG0006826	LOC5577270|XP_021698987.1|AAEG	LOC6534423|XP_015050631.1|DYAK
OG0006827	LOC5573289|XP_021699051.1|AAEG	LOC6536077|XP_015047557.2|DYAK
OG0006828	LOC5573299|XP_021699066.1|AAEG	LOC6527989|XP_002089056.1|DYAK
OG0006829	LOC5575939|XP_001662292.2|AAEG	LOC6533125|XP_002093851.1|DYAK
OG0006830	LOC5577292|XP_021699169.1|AAEG	LOC6532443|XP_002093190.1|DYAK
OG0006831	LOC5572503|XP_001660443.2|AAEG	LOC6532717|XP_002093459.1|DYAK
OG0006832	LOC5577144|XP_021699221.1|AAEG	LOC6532677|XP_015049520.1|DYAK
OG0006833	LOC5577147|XP_021699228.1|AAEG	LOC6534655|XP_039230448.1|DYAK
OG0006834	LOC5573014|XP_001654342.2|AAEG	LOC6537691|XP_002098236.1|DYAK
OG0006835	LOC5573011|XP_021699250.1|AAEG	LOC6533406|XP_002094124.1|DYAK
OG0006836	LOC5573010|XP_001654338.2|AAEG	LOC6533463|XP_002094174.1|DYAK
OG0006837	LOC5573001|XP_001654328.1|AAEG	LOC6532945|XP_002093680.1|DYAK
OG0006838	LOC5574542|XP_021699261.1|AAEG	LOC6533557|XP_002094267.1|DYAK
OG0006839	LOC5574541|XP_021699268.1|AAEG	LOC6532941|XP_002093676.1|DYAK
OG0006840	LOC5578845|XP_021699292.1|AAEG	LOC6527080|XP_039226185.1|DYAK
OG0006841	LOC5578859|XP_021699353.1|AAEG	LOC6532967|XP_002093702.2|DYAK
OG0006842	LOC5571041|XP_021699362.1|AAEG	LOC6532837|XP_002093574.1|DYAK
OG0006843	LOC110676304|XP_021699379.1|AAEG	LOC120321481|XP_039229973.1|DYAK
OG0006844	LOC5578061|XP_001663683.2|AAEG	LOC6536510|XP_002097087.1|DYAK
OG0006845	LOC5570325|XP_001653153.1|AAEG	LOC6534375|XP_002095053.1|DYAK
OG0006846	LOC5570323|XP_021699516.1|AAEG	LOC6533230|XP_015049855.1|DYAK
OG0006847	LOC5578493|XP_021699519.1|AAEG	LOC6533233|XP_002093959.2|DYAK
OG0006848	LOC5570720|XP_001659313.2|AAEG	LOC6530630|XP_002091543.2|DYAK
OG0006849	LOC5576986|XP_001663087.2|AAEG	LOC6532688|XP_002093432.1|DYAK
OG0006850	LOC5576985|XP_001663086.2|AAEG	LOC6532687|XP_002093431.2|DYAK
OG0006851	LOC5576984|XP_021699580.1|AAEG	LOC6532684|XP_015049530.1|DYAK
OG0006852	LOC5570872|XP_001659378.1|AAEG	LOC6528918|XP_002089950.1|DYAK
OG0006853	LOC5569275|XP_021699681.1|AAEG	LOC6532745|XP_015049587.1|DYAK
OG0006854	LOC5578326|XP_021699692.1|AAEG	LOC6528832|XP_002089864.1|DYAK
OG0006855	LOC5575625|XP_021699709.1|AAEG	LOC6533904|XP_002094604.1|DYAK
OG0006856	LOC5573556|XP_021699711.1|AAEG	LOC6531082|XP_039228051.1|DYAK
OG0006857	LOC110676379|XP_021699724.1|AAEG	LOC6529094|XP_002090107.2|DYAK
OG0006858	LOC5576383|XP_021699727.1|AAEG	LOC6533375|XP_002094100.1|DYAK
OG0006859	LOC5569576|XP_001658637.2|AAEG	LOC6528481|XP_002089527.1|DYAK
OG0006860	LOC5567709|XP_021699758.1|AAEG	LOC6529373|XP_002090378.1|DYAK
OG0006861	LOC5567692|XP_021699794.1|AAEG	LOC6530057|XP_039229173.1|DYAK
OG0006862	LOC5565716|XP_001650075.2|AAEG	LOC6532630|XP_002093374.1|DYAK
OG0006863	LOC5564741|XP_021699864.1|AAEG	LOC6525779|XP_002101600.1|DYAK
