Orthogroup	AAEG.longest_only	DANA.longest_only
OG0005792	LOC5573051|XP_021708606.1|AAEG	LOC6494198|XP_001965959.1|DANA
OG0005793	LOC5573045|XP_001654368.2|AAEG	LOC6494752|XP_032312352.1|DANA
OG0005794	LOC5573044|XP_001654365.1|AAEG	LOC6495249|XP_001958759.1|DANA
OG0005795	LOC5566731|XP_001651141.1|AAEG	LOC6501272|XP_001954895.1|DANA
OG0005796	LOC5566724|XP_021705882.1|AAEG	LOC6506239|XP_014764688.1|DANA
OG0005797	LOC110680561|XP_021712041.1|AAEG, LOC5566726|XP_001651134.1|AAEG	LOC6507305|XP_001956281.1|DANA
OG0005798	LOC5566728|XP_001651133.2|AAEG, LOC5575797|XP_021707300.1|AAEG	LOC6498853|XP_014765764.1|DANA
OG0005799	LOC5575803|XP_021705383.1|AAEG	LOC6499662|XP_032307272.1|DANA
OG0005800	LOC5575805|XP_001662231.1|AAEG	LOC6500931|XP_001954193.1|DANA
OG0005801	LOC5575807|XP_021705327.1|AAEG	LOC6499663|XP_001954194.1|DANA
OG0005802	LOC5578475|XP_001656998.2|AAEG, LOC110680731|XP_021712214.1|AAEG	LOC6501316|XP_001954975.3|DANA
OG0005803	LOC5578458|XP_021709948.1|AAEG	LOC6498851|XP_032312269.1|DANA
OG0005804	LOC5578450|XP_001656971.1|AAEG	LOC6499545|XP_001954405.1|DANA
OG0005805	LOC5578443|XP_001656963.1|AAEG	LOC6494109|XP_032306115.1|DANA
OG0005806	LOC5563982|XP_021707487.1|AAEG	LOC6503413|XP_001967476.1|DANA
OG0005807	LOC110679479|XP_021709864.1|AAEG	LOC6503407|XP_001967488.2|DANA
OG0005808	LOC5563959|XP_001648297.2|AAEG	LOC6502183|XP_001966067.1|DANA
OG0005809	LOC5574132|XP_001661201.1|AAEG	LOC6506659|XP_001957462.1|DANA
OG0005810	LOC5574140|XP_001661209.1|AAEG	LOC6500933|XP_032307297.1|DANA
OG0005811	LOC5574141|XP_001661210.1|AAEG	LOC6499660|XP_001954199.1|DANA
OG0005812	LOC5579951|XP_021710171.1|AAEG	LOC6498856|XP_001955791.1|DANA
OG0005813	LOC5579949|XP_021710079.1|AAEG	LOC6499932|XP_001953607.1|DANA
OG0005814	LOC5579944|XP_001652233.2|AAEG	LOC6499140|XP_001955222.2|DANA
OG0005815	LOC5579942|XP_021705918.1|AAEG	LOC6493925|XP_001961314.1|DANA
OG0005816	LOC5578896|XP_021710318.1|AAEG	LOC6505622|XP_001964583.2|DANA
OG0005817	LOC5568669|XP_001652504.2|AAEG	LOC6501586|XP_001955527.1|DANA
OG0005818	LOC110679571|XP_021710267.1|AAEG	LOC6499587|XP_001954341.3|DANA
OG0005819	LOC5570882|XP_001659391.1|AAEG	LOC6500434|XP_001953210.1|DANA
OG0005820	LOC5570880|XP_001659393.1|AAEG	LOC6500106|XP_001953211.1|DANA
OG0005821	LOC5577808|XP_001663575.1|AAEG	LOC6500431|XP_001953203.1|DANA
OG0005822	LOC5577809|XP_001663577.1|AAEG	LOC6498247|XP_001962390.1|DANA
OG0005823	LOC5577810|XP_001663578.2|AAEG	LOC6502298|XP_001966192.1|DANA
OG0005824	LOC5577815|XP_001663584.2|AAEG	LOC6500903|XP_001954134.1|DANA
OG0005825	LOC5567162|XP_001651592.1|AAEG	LOC6507897|XP_001956549.1|DANA
OG0005826	LOC5567160|XP_001651590.1|AAEG	LOC6503264|XP_001965838.1|DANA
OG0005827	LOC5567158|XP_001651589.1|AAEG	LOC6501016|XP_001954379.1|DANA
OG0005828	LOC5567155|XP_001651583.1|AAEG	LOC6493777|XP_001958414.1|DANA
OG0005829	LOC5567153|XP_021710813.1|AAEG	LOC6500966|XP_001954260.1|DANA
OG0005830	LOC5573600|XP_001654734.1|AAEG	LOC6493423|XP_001957721.1|DANA
OG0005831	LOC5573597|XP_001654731.2|AAEG	LOC6506521|XP_032310493.1|DANA
OG0005832	LOC110678733|XP_021707692.1|AAEG	LOC6506519|XP_032310384.1|DANA
OG0005833	LOC5573590|XP_021704634.1|AAEG	LOC6493431|XP_014764379.1|DANA
OG0005834	LOC5573585|XP_021704639.1|AAEG	LOC6506511|XP_001957741.1|DANA
OG0005835	LOC5573581|XP_001654715.2|AAEG	LOC6493435|XP_001957745.1|DANA
OG0005836	LOC5573579|XP_001654713.2|AAEG	LOC6493046|XP_032310225.1|DANA
OG0005837	LOC5573577|XP_021706120.1|AAEG	LOC6503414|XP_001967475.1|DANA
OG0005838	LOC5573573|XP_021707748.1|AAEG	LOC6499646|XP_032307189.1|DANA
OG0005839	LOC5578550|XP_021709295.1|AAEG	LOC6496726|XP_032309166.1|DANA
OG0005840	LOC5578551|XP_001663942.2|AAEG	LOC6505801|XP_001964400.1|DANA
OG0005841	LOC5577226|XP_021705914.1|AAEG	LOC6500074|XP_014766372.1|DANA
OG0005842	LOC23687739|XP_011493184.1|AAEG	LOC6503767|XP_001963780.1|DANA
OG0005843	LOC5577324|XP_021708361.1|AAEG	LOC6507241|XP_001956406.1|DANA
OG0005844	LOC5577322|XP_001656400.1|AAEG	LOC6506288|XP_001958194.1|DANA
OG0005845	LOC5577335|XP_021710799.1|AAEG	LOC6498865|XP_001955779.1|DANA
OG0005846	LOC5577336|XP_021706852.1|AAEG	LOC6500063|XP_014766362.1|DANA
OG0005847	LOC5577342|XP_001656420.2|AAEG	LOC6501209|XP_032305526.1|DANA
OG0005848	LOC5577365|XP_001656445.1|AAEG	LOC6502898|XP_032311818.1|DANA
OG0005849	LOC5577379|XP_021707561.1|AAEG	LOC6502321|XP_032309033.1|DANA
OG0005850	LOC5577100|XP_021705695.1|AAEG	LOC6503205|XP_032311853.1|DANA
OG0005851	LOC5570990|XP_001659448.2|AAEG	LOC6497298|XP_001962371.2|DANA
OG0005852	LOC110678329|XP_021706756.1|AAEG	LOC6499652|XP_001954211.1|DANA
OG0005853	LOC5574440|XP_021705350.1|AAEG	LOC6503857|XP_001963725.1|DANA
OG0005854	LOC5575383|XP_021705709.1|AAEG	LOC6499661|XP_032307296.1|DANA
OG0005855	LOC5575382|XP_021704205.1|AAEG	LOC6503057|XP_001963343.2|DANA
OG0005856	LOC5569014|XP_021708051.1|AAEG	LOC6503215|XP_032311849.1|DANA
OG0005857	LOC5568987|XP_001652642.1|AAEG	LOC6500135|XP_001953158.1|DANA
OG0005858	LOC23687604|XP_021704779.1|AAEG	LOC6500535|XP_001953408.1|DANA
OG0005859	LOC5568208|XP_021705142.1|AAEG	LOC6497202|XP_001962564.2|DANA
OG0005860	LOC5578822|XP_021708307.1|AAEG	LOC6500443|XP_032305882.1|DANA
OG0005861	LOC5572484|XP_021705402.1|AAEG	LOC6505635|XP_001964560.1|DANA
OG0005862	LOC5572476|XP_021710165.1|AAEG, LOC110680708|XP_021712189.1|AAEG	LOC6495433|XP_032306631.1|DANA
OG0005863	LOC23687538|XP_011493159.2|AAEG	LOC6495908|XP_001959836.1|DANA
OG0005864	LOC5575422|XP_001661944.2|AAEG	LOC6500474|XP_001953293.1|DANA
OG0005865	LOC5564785|XP_001649142.1|AAEG	LOC6503397|XP_001967509.1|DANA
OG0005866	LOC5564796|XP_021706032.1|AAEG	LOC6494318|XP_001960543.1|DANA
OG0005867	LOC5564790|XP_001649133.2|AAEG	LOC6498142|XP_001962164.1|DANA
OG0005868	LOC5564777|XP_001649112.1|AAEG	LOC26515287|XP_014764116.1|DANA
OG0005869	LOC5564784|XP_001649114.1|AAEG	LOC6504101|XP_001964179.1|DANA
OG0005870	LOC5564770|XP_001649121.1|AAEG	LOC6504660|XP_001966455.1|DANA
OG0005871	LOC5577027|XP_001663121.1|AAEG	LOC6502162|XP_001966101.1|DANA
OG0005872	LOC5577026|XP_021704956.1|AAEG	LOC6500842|XP_032305921.1|DANA
OG0005873	LOC5572247|XP_001653938.2|AAEG	LOC6501203|XP_001954757.1|DANA
OG0005874	LOC5564087|XP_021706445.1|AAEG	LOC6502589|XP_032312012.1|DANA, LOC116655073|XP_032308017.1|DANA
OG0005875	LOC5572136|XP_021706317.1|AAEG	LOC6496498|XP_001961021.1|DANA
OG0005876	LOC5570026|XP_021704159.1|AAEG	LOC6502220|XP_032308718.1|DANA
OG0005877	LOC5570050|XP_021708576.1|AAEG	LOC116654459|XP_032311828.1|DANA
OG0005878	LOC5565745|XP_021707813.1|AAEG	LOC6503596|XP_032308463.1|DANA
OG0005879	LOC5579837|XP_001651512.1|AAEG	LOC6502279|XP_001966153.1|DANA
OG0005880	LOC5578190|XP_021705785.1|AAEG	LOC6493566|XP_001958009.1|DANA
OG0005881	LOC5578184|XP_001656828.1|AAEG	LOC6507805|XP_001956383.1|DANA
OG0005882	LOC5578194|XP_021705884.1|AAEG	LOC6501867|XP_001967166.3|DANA
OG0005883	LOC110679519|XP_021710035.1|AAEG	LOC6507384|XP_001956113.1|DANA
OG0005884	LOC5578205|XP_011493735.2|AAEG	LOC6493065|XP_001956978.1|DANA
OG0005885	LOC5570805|XP_021709306.1|AAEG	LOC6493274|XP_014764301.1|DANA
OG0005886	LOC5570806|XP_021707582.1|AAEG	LOC6493706|XP_001958275.2|DANA
OG0005887	LOC5570811|XP_021709050.1|AAEG	LOC6507250|XP_032309979.1|DANA
OG0005888	LOC5570813|XP_021705541.1|AAEG	LOC6506087|XP_032305920.1|DANA, LOC116655747|XP_032309555.1|DANA
OG0005889	LOC5573021|XP_021710069.1|AAEG	LOC6493730|XP_001958324.2|DANA
OG0005890	LOC5572118|XP_021710581.1|AAEG	LOC6503685|XP_001963932.1|DANA
OG0005891	LOC5572119|XP_001660206.1|AAEG	LOC6507902|XP_014765503.2|DANA
OG0005892	LOC5572122|XP_001660203.1|AAEG	LOC6507908|XP_001956577.1|DANA
OG0005893	LOC23687963|XP_011493441.1|AAEG	LOC6506330|XP_001958087.1|DANA
OG0005894	LOC5570580|XP_001653244.2|AAEG	LOC6493603|XP_001958085.1|DANA
OG0005895	LOC5570575|XP_001653245.1|AAEG	LOC6506331|XP_001958086.1|DANA
OG0005896	LOC5570581|XP_001653243.2|AAEG	LOC6506758|XP_001957297.1|DANA
OG0005897	LOC5570582|XP_021704722.1|AAEG	LOC6506108|XP_001958533.1|DANA
OG0005898	LOC5579050|XP_001657248.1|AAEG	LOC6503920|XP_001963844.3|DANA
OG0005899	LOC5576220|XP_001655998.2|AAEG	LOC6494809|XP_001959619.1|DANA
OG0005900	LOC5576218|XP_021709290.1|AAEG	LOC6497695|XP_001961550.1|DANA
OG0005901	LOC5571176|XP_001653482.2|AAEG	LOC6494494|XP_001960225.1|DANA
OG0005902	LOC5571166|XP_021706038.1|AAEG	LOC6496328|XP_001960709.1|DANA
OG0005903	LOC5571173|XP_001653486.1|AAEG	LOC6501036|XP_001954429.2|DANA
OG0005904	LOC5571178|XP_001653489.2|AAEG	LOC6501509|XP_001955392.2|DANA
OG0005905	LOC5571159|XP_021709920.1|AAEG	LOC6506248|XP_014764693.1|DANA
OG0005906	LOC5568380|XP_001658030.3|AAEG	LOC6493644|XP_001958156.3|DANA
OG0005907	LOC110680448|XP_021711933.1|AAEG, LOC5568391|XP_021705858.1|AAEG	LOC6507842|XP_001956455.1|DANA
OG0005908	LOC5563849|XP_001648164.1|AAEG	LOC6506740|XP_001957326.1|DANA
OG0005909	LOC5576402|XP_021704878.1|AAEG	LOC6507787|XP_001956341.2|DANA
OG0005910	LOC5566612|XP_021709871.1|AAEG	LOC6494726|XP_001959785.1|DANA
OG0005911	LOC5566611|XP_001651008.2|AAEG	LOC6495886|XP_001959784.1|DANA
OG0005912	LOC5566608|XP_001651005.2|AAEG	LOC116654454|XP_014763126.1|DANA
OG0005913	LOC5566585|XP_001650980.2|AAEG	LOC6500781|XP_001953907.1|DANA
OG0005914	LOC5566583|XP_021704540.1|AAEG	LOC6495744|XP_001959479.1|DANA
OG0005915	LOC5566632|XP_021707046.1|AAEG	LOC6495745|XP_001959480.1|DANA
OG0005916	LOC5565223|XP_021704549.1|AAEG	LOC6494791|XP_001959661.1|DANA
OG0005917	LOC5568201|XP_001657919.2|AAEG	LOC6494442|XP_001960309.1|DANA
OG0005918	LOC5568202|XP_001657918.2|AAEG	LOC6503926|XP_001963859.1|DANA
OG0005919	LOC5570372|XP_021706824.1|AAEG	LOC6495341|XP_032306759.1|DANA
OG0005920	LOC5563911|XP_001648224.1|AAEG	LOC6496178|XP_014763656.1|DANA
OG0005921	LOC110680623|XP_021712110.1|AAEG, LOC5563902|XP_021709765.1|AAEG	LOC6507590|XP_001955961.3|DANA
OG0005922	LOC5569533|XP_001652844.2|AAEG	LOC6503887|XP_001963785.1|DANA
OG0005923	LOC5569539|XP_001652851.2|AAEG	LOC6507123|XP_001956631.1|DANA
OG0005924	LOC5569540|XP_001652852.1|AAEG	LOC6507121|XP_001956633.1|DANA
OG0005925	LOC5575322|XP_021704361.1|AAEG	LOC6506220|XP_001958321.1|DANA
OG0005926	LOC5571127|XP_021708993.1|AAEG, LOC110681324|XP_021712770.1|AAEG	LOC6503996|XP_001963976.1|DANA
OG0005927	LOC5571108|XP_021706164.1|AAEG	LOC6501425|XP_001955227.1|DANA
OG0005928	LOC5571110|XP_021706166.1|AAEG	LOC6501871|XP_014759626.1|DANA
OG0005929	LOC5571111|XP_001659551.2|AAEG	LOC6507595|XP_001955972.1|DANA
OG0005930	LOC5571122|XP_001659563.2|AAEG, LOC110679710|XP_021711032.1|AAEG	LOC6496252|XP_001960546.2|DANA
OG0005931	LOC5571125|XP_001659566.1|AAEG	LOC6493923|XP_001961317.2|DANA
OG0005932	LOC5574778|XP_021709594.1|AAEG	LOC26514046|XP_014763969.1|DANA
OG0005933	LOC5578345|XP_021704458.1|AAEG	LOC6495070|XP_001959130.1|DANA
OG0005934	LOC5578333|XP_021710764.1|AAEG	LOC6496352|XP_001960749.3|DANA
OG0005935	LOC5578336|XP_001656907.2|AAEG	LOC6493863|XP_001958581.2|DANA
OG0005936	LOC5578339|XP_001656904.2|AAEG	LOC6497292|XP_001962379.1|DANA
OG0005937	LOC5578341|XP_021711621.1|AAEG	LOC6506088|XP_001958578.1|DANA
OG0005938	LOC110677921|XP_021705629.1|AAEG	LOC6496284|XP_032306440.1|DANA
OG0005939	LOC5573756|XP_001654783.1|AAEG	LOC6505046|XP_001965569.1|DANA
OG0005940	LOC5573750|XP_021706099.1|AAEG	LOC6496097|XP_014763628.1|DANA
OG0005941	LOC5573748|XP_001654776.2|AAEG	LOC6495358|XP_001958657.1|DANA
OG0005942	LOC5573735|XP_021706483.1|AAEG	LOC6493918|XP_032311489.1|DANA
OG0005943	LOC5573733|XP_021704398.1|AAEG	LOC6493920|XP_032311549.1|DANA
OG0005944	LOC5573731|XP_001654758.1|AAEG	LOC6496643|XP_001961320.1|DANA
OG0005945	LOC5573730|XP_021704985.1|AAEG	LOC6496615|XP_001961266.1|DANA
OG0005946	LOC5579667|XP_021707882.1|AAEG	LOC6496244|XP_001960527.2|DANA
OG0005947	LOC5579652|XP_021709459.1|AAEG	LOC6496298|XP_001960643.1|DANA
OG0005948	LOC5577244|XP_001656350.2|AAEG	LOC6493643|XP_001958153.1|DANA
OG0005949	LOC5577242|XP_001656348.2|AAEG, LOC110681169|XP_021712632.1|AAEG	LOC6507786|XP_032310254.1|DANA
OG0005950	LOC5564727|XP_001649069.2|AAEG	LOC6497057|XP_001962838.1|DANA
OG0005951	LOC110678170|XP_021706485.1|AAEG	LOC6493456|XP_014764384.1|DANA
OG0005952	LOC5565494|XP_001649841.1|AAEG	LOC6498447|XP_014762130.1|DANA
OG0005953	LOC5565505|XP_001649842.1|AAEG	LOC6497560|XP_001961815.1|DANA
OG0005954	LOC5565497|XP_021705136.1|AAEG	LOC6497562|XP_001961811.1|DANA
OG0005955	LOC5565500|XP_021705146.1|AAEG	LOC6501254|XP_001954860.2|DANA
OG0005956	LOC5573069|XP_021709006.1|AAEG	LOC6494521|XP_001960183.1|DANA
OG0005957	LOC5573066|XP_001654397.1|AAEG	LOC6503398|XP_032312330.1|DANA
OG0005958	LOC5573059|XP_021705803.1|AAEG	LOC6499574|XP_001954356.1|DANA
OG0005959	LOC110678347|XP_021706792.1|AAEG, LOC5577488|XP_001663406.1|AAEG	LOC6497495|XP_001961965.1|DANA
OG0005960	LOC5571000|XP_021704625.1|AAEG	LOC6502007|XP_001966859.1|DANA
OG0005961	LOC5571002|XP_021710425.1|AAEG	LOC6495609|XP_001959194.1|DANA
OG0005962	LOC5571010|XP_001653439.1|AAEG	LOC6495110|XP_001959030.1|DANA
OG0005963	LOC5571013|XP_001653443.2|AAEG	LOC6497934|XP_001961748.1|DANA
OG0005964	LOC5575076|XP_021705480.1|AAEG	LOC6494487|XP_001960238.1|DANA
OG0005965	LOC5575080|XP_001661806.2|AAEG	LOC6494722|XP_001959796.1|DANA
OG0005966	LOC5575087|XP_021709807.1|AAEG	LOC6495690|XP_001959389.1|DANA
OG0005967	LOC5572365|XP_001660320.1|AAEG	LOC6507956|XP_001959038.1|DANA
OG0005968	LOC5567137|XP_001651565.1|AAEG	LOC6495998|XP_014763581.1|DANA
OG0005969	LOC5574124|XP_021709120.1|AAEG	LOC6495727|XP_001959448.3|DANA
OG0005970	LOC5574237|XP_021708770.1|AAEG	LOC6493477|XP_001957833.1|DANA
OG0005971	LOC5576254|XP_021704837.1|AAEG	LOC6496556|XP_001961140.1|DANA
OG0005972	LOC5576251|XP_021705525.1|AAEG	LOC6493208|XP_001957264.1|DANA
OG0005973	LOC5575280|XP_001661880.1|AAEG	LOC6506241|XP_001958279.1|DANA
OG0005974	LOC5575273|XP_021707888.1|AAEG	LOC6493201|XP_032309773.1|DANA
OG0005975	LOC5565582|XP_001649939.1|AAEG	LOC6506777|XP_001957263.1|DANA
OG0005977	LOC5575269|XP_001661872.2|AAEG	LOC6495043|XP_001959179.1|DANA
OG0005978	LOC5575271|XP_001661868.1|AAEG	LOC6494301|XP_001960572.1|DANA
OG0005979	LOC5573625|XP_001660943.1|AAEG	LOC6494802|XP_014762992.1|DANA
OG0005980	LOC5573629|XP_021707466.1|AAEG	LOC6495800|XP_032306737.1|DANA
OG0005981	LOC23687867|XP_021711618.1|AAEG	LOC6503142|XP_032308959.1|DANA
OG0005982	LOC5563815|XP_001648099.1|AAEG	LOC6494808|XP_001959620.1|DANA
OG0005983	LOC5563813|XP_001648098.1|AAEG	LOC6502926|XP_001963576.1|DANA
OG0005984	LOC5573835|XP_021707249.1|AAEG	LOC6504500|XP_032308148.1|DANA
OG0005985	LOC5573836|XP_021708339.1|AAEG	LOC6503104|XP_032308921.1|DANA
OG0005986	LOC5573829|XP_021705455.1|AAEG	LOC6503855|XP_001963722.1|DANA
OG0005987	LOC5574298|XP_021707684.1|AAEG	LOC6502319|XP_001966228.1|DANA
OG0005988	LOC5563757|XP_021709436.1|AAEG	LOC6494324|XP_001960531.1|DANA
OG0005989	LOC5577098|XP_021709658.1|AAEG	LOC6494028|XP_032307103.1|DANA
OG0005990	LOC5577097|XP_021706108.1|AAEG	LOC6495129|XP_001958992.1|DANA
OG0005991	LOC5577095|XP_001663180.1|AAEG	LOC6495410|XP_032306302.1|DANA
OG0005992	LOC5577460|XP_001663396.2|AAEG	LOC6493467|XP_001957820.1|DANA
OG0005993	LOC5577466|XP_021710504.1|AAEG	LOC6506463|XP_014764776.1|DANA
OG0005994	LOC5571878|XP_021710762.1|AAEG	LOC6506359|XP_032309904.1|DANA
OG0005995	LOC5575860|XP_021709082.1|AAEG	LOC6506773|XP_001957267.2|DANA
OG0005996	LOC5575858|XP_001662267.1|AAEG	LOC6506372|XP_001958005.1|DANA
OG0005997	LOC5568695|XP_001652518.2|AAEG	LOC6493944|XP_001961272.1|DANA
OG0005998	LOC110679587|XP_021710432.1|AAEG	LOC6506325|XP_001958097.1|DANA
OG0005999	LOC5568711|XP_001652536.1|AAEG	LOC6507665|XP_001956109.1|DANA
OG0006000	LOC5568714|XP_021709749.1|AAEG	LOC6496285|XP_032306664.1|DANA
OG0006001	LOC5574265|XP_021708347.1|AAEG	LOC6493333|XP_032310634.1|DANA
OG0006002	LOC5563823|XP_001648145.2|AAEG	LOC6494919|XP_001959421.1|DANA
OG0006003	LOC5563827|XP_021704627.1|AAEG	LOC6506434|XP_001957885.1|DANA
OG0006004	LOC5567430|XP_001657422.1|AAEG	LOC6498883|XP_001955745.1|DANA
OG0006005	LOC5575696|XP_001662142.2|AAEG	LOC6495391|XP_001958731.1|DANA
OG0006006	LOC5566300|XP_001650689.2|AAEG	LOC6494797|XP_001959649.1|DANA
OG0006007	LOC5573474|XP_021705407.1|AAEG	LOC6496648|XP_001961330.1|DANA
OG0006008	LOC5566304|XP_021709183.1|AAEG	LOC6498309|XP_001962508.1|DANA
OG0006009	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG	LOC6506761|XP_001957288.1|DANA
OG0006010	LOC23687966|XP_021706500.1|AAEG	LOC6493571|XP_001958018.3|DANA
OG0006011	LOC5577172|XP_001663254.2|AAEG	LOC6506506|XP_001957752.2|DANA
OG0006012	LOC5569782|XP_021711413.1|AAEG	LOC6507175|XP_014765091.1|DANA
OG0006013	LOC5569787|XP_021705605.1|AAEG	LOC6495772|XP_001959543.2|DANA
OG0006014	LOC5574960|XP_001655431.2|AAEG	LOC6493834|XP_001958526.1|DANA
OG0006015	LOC23687737|XP_021705989.1|AAEG	LOC6495477|XP_014763323.1|DANA
OG0006016	LOC5573350|XP_021705674.1|AAEG	LOC6494781|XP_001959681.1|DANA
OG0006017	LOC5573349|XP_001660831.2|AAEG	LOC6495671|XP_001959357.1|DANA
OG0006018	LOC5573352|XP_021704340.1|AAEG	LOC6496223|XP_001960480.1|DANA
OG0006019	LOC5573360|XP_021706074.1|AAEG	LOC6494488|XP_001960235.1|DANA
OG0006020	LOC5564745|XP_001649088.2|AAEG	LOC6506766|XP_001957278.2|DANA
OG0006021	LOC5564744|XP_021708098.1|AAEG	LOC6493735|XP_001958336.1|DANA
OG0006022	LOC5567368|XP_021710034.1|AAEG	LOC6505788|XP_001965026.1|DANA
OG0006023	LOC5575037|XP_001661768.1|AAEG	LOC6501015|XP_001954377.1|DANA
OG0006024	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG	LOC116654462|XP_032309354.1|DANA
OG0006025	LOC5580239|XP_001662431.1|AAEG	LOC6495681|XP_032306361.1|DANA
OG0006026	LOC5563869|XP_021708782.1|AAEG	LOC6498945|XP_014765840.1|DANA
OG0006027	LOC5572397|XP_021709286.1|AAEG	LOC6494047|XP_001961084.1|DANA
OG0006028	LOC5576764|XP_001662850.2|AAEG	LOC6496337|XP_001960721.1|DANA
OG0006029	LOC5576765|XP_001662847.2|AAEG	LOC6495412|XP_001958785.1|DANA
OG0006030	LOC5565337|XP_001649686.1|AAEG	LOC6500009|XP_001953415.1|DANA
OG0006031	LOC5565339|XP_021705340.1|AAEG	LOC6495139|XP_001958973.3|DANA
OG0006032	LOC5565734|XP_021709353.1|AAEG	LOC6504389|XP_014759453.2|DANA
OG0006034	LOC5565799|XP_021705215.1|AAEG	LOC6499799|XP_032312230.1|DANA
OG0006035	LOC5571032|XP_001659469.1|AAEG	LOC6499271|XP_001954984.1|DANA
OG0006036	LOC5571034|XP_001659467.2|AAEG	LOC6504566|XP_001964899.1|DANA
OG0006037	LOC110678815|XP_021707923.1|AAEG	LOC6496359|XP_001960760.2|DANA
OG0006038	LOC5569797|XP_001653009.1|AAEG	LOC6499149|XP_001955208.2|DANA
OG0006039	LOC5569794|XP_021704287.1|AAEG	LOC6496651|XP_001961335.1|DANA
OG0006040	LOC5574781|XP_001655338.2|AAEG	LOC6496554|XP_001961133.1|DANA
OG0006041	LOC5574773|XP_001655331.2|AAEG	LOC6503038|XP_001963362.1|DANA
OG0006042	LOC5574775|XP_021707090.1|AAEG	LOC6496220|XP_032306234.1|DANA
OG0006043	LOC5578348|XP_021710741.1|AAEG	LOC6507850|XP_032309899.1|DANA
OG0006044	LOC5577777|XP_001663552.1|AAEG	LOC6504785|XP_001966339.2|DANA
OG0006045	LOC5577770|XP_021706153.1|AAEG	LOC6499654|XP_001954209.1|DANA
OG0006046	LOC5567237|XP_021710103.1|AAEG	LOC6494293|XP_001960586.1|DANA
OG0006047	LOC5567213|XP_021704572.1|AAEG	LOC6507961|XP_001956437.2|DANA
OG0006048	LOC5567188|XP_001651617.2|AAEG	LOC6507168|XP_001956554.1|DANA
OG0006049	LOC5567181|XP_001651610.1|AAEG	LOC6498758|XP_001967263.1|DANA
OG0006050	LOC5567177|XP_001651607.1|AAEG	LOC6500567|XP_032306574.1|DANA
OG0006051	LOC5567175|XP_001651605.1|AAEG	LOC6503072|XP_001963374.1|DANA
OG0006052	LOC5567249|XP_021706241.1|AAEG	LOC6496201|XP_001960436.1|DANA
OG0006053	LOC5578574|XP_001663965.1|AAEG	LOC6506206|XP_001958345.1|DANA
OG0006054	LOC5571211|XP_021708731.1|AAEG	LOC26514963|XP_014759739.1|DANA
OG0006055	LOC5571208|XP_021708173.1|AAEG	LOC6499835|XP_001953813.1|DANA
OG0006056	LOC5575533|XP_001662032.1|AAEG	LOC6496219|XP_001960471.1|DANA
OG0006057	LOC5575535|XP_021708643.1|AAEG	LOC6507086|XP_001956694.2|DANA
OG0006058	LOC5574814|XP_021706192.1|AAEG	LOC6505864|XP_032305524.1|DANA
OG0006059	LOC5579092|XP_021706125.1|AAEG	LOC6493733|XP_014764523.1|DANA
OG0006060	LOC5579091|XP_021706128.1|AAEG	LOC6506213|XP_032310069.1|DANA
OG0006061	LOC5579103|XP_001657298.2|AAEG	LOC6505158|XP_001965457.2|DANA
OG0006062	LOC5579106|XP_021705727.1|AAEG	LOC6499537|XP_001954416.1|DANA
OG0006063	LOC5579107|XP_001657302.2|AAEG	LOC6496974|XP_001963017.1|DANA
OG0006064	LOC5579109|XP_001657306.2|AAEG	LOC6495742|XP_001959476.1|DANA
OG0006065	LOC5579110|XP_001657307.2|AAEG	LOC6507544|XP_001955887.1|DANA
OG0006066	LOC5579114|XP_001657313.2|AAEG	LOC6494810|XP_001959617.1|DANA
OG0006067	LOC5579122|XP_021707507.1|AAEG	LOC6495234|XP_032306929.1|DANA
OG0006068	LOC5572093|XP_021704708.1|AAEG	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA
OG0006069	LOC110678752|XP_021707732.1|AAEG, LOC110681331|XP_021712776.1|AAEG	LOC6507205|XP_032310285.1|DANA
OG0006070	LOC110680268|XP_021711780.1|AAEG, LOC5566060|XP_001650411.1|AAEG	LOC6506368|XP_001958012.1|DANA
OG0006071	LOC5566047|XP_001650415.2|AAEG	LOC6499099|XP_001955304.1|DANA
OG0006072	LOC5566055|XP_001650427.2|AAEG	LOC6507497|XP_001955886.1|DANA
OG0006073	LOC110677949|XP_021705719.1|AAEG	LOC6492959|XP_001956750.2|DANA
OG0006074	LOC5578081|XP_021709335.1|AAEG	LOC6502240|XP_001966047.2|DANA
OG0006075	LOC5578082|XP_001656776.1|AAEG	LOC116654453|XP_032308478.1|DANA
OG0006076	LOC5578094|XP_021707463.1|AAEG	LOC6494638|XP_001959968.1|DANA
OG0006077	LOC5578122|XP_001656822.2|AAEG	LOC6493584|XP_001958040.2|DANA
OG0006078	LOC5578124|XP_001656823.1|AAEG	LOC6493583|XP_001958039.1|DANA
OG0006079	LOC5578906|XP_001664114.2|AAEG	LOC6506747|XP_014764887.1|DANA
OG0006080	LOC5580209|XP_001662068.2|AAEG	LOC6493233|XP_001957321.1|DANA
OG0006081	LOC5568261|XP_001657958.2|AAEG	LOC6495326|XP_001958625.1|DANA
OG0006082	LOC5568260|XP_001657955.1|AAEG	LOC6495327|XP_001958623.1|DANA
