Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC108015620|XP_016937599.2|DSUZ
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC118877420|XP_036672062.1|DSUZ
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC108021059|XP_016945054.1|DSUZ
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC108017743|XP_016940347.1|DSUZ
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC108020995|XP_016944950.1|DSUZ
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC108019598|XP_016942929.1|DSUZ
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC108009108|XP_016928667.1|DSUZ
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC108011610|XP_016932271.1|DSUZ, LOC118877743|XP_036673652.1|DSUZ
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC108019745|XP_016943177.1|DSUZ
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC108008312|XP_016927619.1|DSUZ
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC108019234|XP_016942525.1|DSUZ
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC108010074|XP_016930376.1|DSUZ
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC108010703|XP_016931106.1|DSUZ
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC108021519|XP_016945765.1|DSUZ
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC108021520|XP_016945766.1|DSUZ
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC108021161|XP_016945229.1|DSUZ
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC108021663|XP_016945969.1|DSUZ
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC108015941|XP_016938016.1|DSUZ
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC108010805|XP_036668666.1|DSUZ
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC108011161|XP_016931738.1|DSUZ
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC108020057|XP_016943648.1|DSUZ
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC108008452|XP_016927798.1|DSUZ
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC108015805|XP_036671484.1|DSUZ
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC108018821|XP_016941898.1|DSUZ
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC108021352|XP_016945525.1|DSUZ
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC108015134|XP_016936891.1|DSUZ
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC108021428|XP_016945635.1|DSUZ
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC108017333|XP_036672933.1|DSUZ
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC108020335|XP_016943963.1|DSUZ
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC108009177|XP_016928804.1|DSUZ
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC108019666|XP_016943048.1|DSUZ
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC108021550|XP_016945807.1|DSUZ
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC108012652|XP_016933604.1|DSUZ
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC108021340|XP_016945506.1|DSUZ
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC108014130|XP_016935645.1|DSUZ
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC108019707|XP_016943097.1|DSUZ
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC108014664|XP_016936318.1|DSUZ
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC108013604|XP_036668764.1|DSUZ
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC108021363|XP_016945545.1|DSUZ
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC108006494|XP_016925509.1|DSUZ
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC108021534|XP_016945785.1|DSUZ
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC108021108|XP_016945132.1|DSUZ
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC108021201|XP_016945280.1|DSUZ
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC108021221|XP_016945310.1|DSUZ
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC108021290|XP_016945419.1|DSUZ
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC108009338|XP_016929114.1|DSUZ
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC108020030|XP_016943609.1|DSUZ
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC108020796|XP_016944700.1|DSUZ
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC108006611|XP_036673213.1|DSUZ
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC108004945|XP_016923536.1|DSUZ
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC108014276|XP_016935809.1|DSUZ
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC108019121|XP_016942339.1|DSUZ
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC108021392|XP_016945578.1|DSUZ
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC108009350|XP_016929134.1|DSUZ
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC108004740|XP_016923255.1|DSUZ
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC108016891|XP_016939285.2|DSUZ
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC108005196|XP_016923871.1|DSUZ
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC108015321|XP_036676318.1|DSUZ
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC108015427|XP_036676196.1|DSUZ
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC108007284|XP_036671099.1|DSUZ
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC108013384|XP_016934701.1|DSUZ
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC108014253|XP_036671821.1|DSUZ
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC108005742|XP_036671902.1|DSUZ
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC118877410|XP_036672014.1|DSUZ
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC108013385|XP_016934706.1|DSUZ
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC108014589|XP_036671451.1|DSUZ
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC108007760|XP_036672075.1|DSUZ
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC108007433|XP_016926579.2|DSUZ
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC108005625|XP_016924424.1|DSUZ
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC108018649|XP_016941708.2|DSUZ
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC108007493|XP_016926664.1|DSUZ
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC108005869|XP_036670881.1|DSUZ
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC108015121|XP_016936860.1|DSUZ
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC108016816|XP_016939105.2|DSUZ
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC108015145|XP_016936905.1|DSUZ
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC108016599|XP_016938776.1|DSUZ
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC108016927|XP_016939342.1|DSUZ
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC108011059|XP_036670706.1|DSUZ
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC108015519|XP_016937472.2|DSUZ
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC108017072|XP_036672980.1|DSUZ
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC108018350|XP_016941382.2|DSUZ
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC108014054|XP_016935560.2|DSUZ
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC108008068|XP_016927339.2|DSUZ
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC108004712|XP_036676897.1|DSUZ
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC108009064|XP_016928562.1|DSUZ
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC108007770|XP_016927016.2|DSUZ
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC108012975|XP_016934029.1|DSUZ
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC108013731|XP_016935164.1|DSUZ
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC108013690|XP_016935098.1|DSUZ
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC108009287|XP_016929005.1|DSUZ
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC108017945|XP_016940663.1|DSUZ
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC108019426|XP_016942736.2|DSUZ, LOC118877871|XP_036674091.1|DSUZ
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC108004872|XP_016923445.2|DSUZ
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC108007137|XP_016926232.1|DSUZ
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC108015207|XP_016937025.1|DSUZ
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC108010643|XP_016931031.2|DSUZ
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC108016634|XP_016938820.1|DSUZ
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC108004675|XP_016923146.1|DSUZ
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC108010791|XP_016931208.2|DSUZ
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC108010785|XP_036675652.1|DSUZ
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC108005367|XP_016924106.1|DSUZ
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC108013565|XP_016934973.1|DSUZ
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC108019143|XP_016942380.1|DSUZ
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC108013676|XP_016935083.1|DSUZ
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC108016683|XP_016938893.1|DSUZ
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC108011624|XP_016932298.2|DSUZ
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC108005486|XP_016924279.1|DSUZ
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC108015302|XP_036676308.1|DSUZ
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC108015250|XP_016937091.1|DSUZ
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC108005950|XP_036673119.1|DSUZ
OG0007175	LOC5566392|XP_021710584.1|AAEG	LOC108007273|XP_036671764.1|DSUZ
OG0007176	LOC5574394|XP_001655107.1|AAEG	LOC108007895|XP_016927153.2|DSUZ
OG0007177	LOC5574401|XP_001655108.1|AAEG	LOC108016260|XP_016938370.2|DSUZ
OG0007178	LOC5574406|XP_001655113.1|AAEG	LOC108007977|XP_036672961.1|DSUZ
OG0007179	LOC5574409|XP_001655116.1|AAEG	LOC108017131|XP_016939598.1|DSUZ
OG0007180	LOC5574410|XP_001655117.1|AAEG	LOC108016261|XP_036675169.1|DSUZ
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC108016607|XP_016938786.1|DSUZ
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC108014180|XP_036672672.1|DSUZ
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC108014169|XP_036672864.1|DSUZ
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC108013967|XP_036672843.1|DSUZ
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC108021442|XP_016945650.1|DSUZ
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC108007359|XP_016926500.2|DSUZ
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC108016305|XP_036675664.1|DSUZ
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC108016437|XP_016938577.2|DSUZ
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC108017476|XP_016940009.2|DSUZ
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC108011705|XP_036675264.1|DSUZ
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC108004786|XP_036670617.1|DSUZ
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC108013701|XP_016935109.1|DSUZ
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC108013700|XP_016935108.1|DSUZ
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC108004700|XP_016923199.1|DSUZ
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC108005919|XP_036675177.1|DSUZ
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC108020168|XP_016943758.2|DSUZ
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC108013383|XP_016934700.1|DSUZ
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC108014177|XP_016935700.1|DSUZ
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC108018621|XP_036673579.1|DSUZ
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC108019474|XP_036675374.1|DSUZ
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC108012565|XP_016933469.1|DSUZ
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC108011296|XP_036671818.1|DSUZ
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC108011297|XP_036671817.1|DSUZ
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC108019123|XP_016942344.1|DSUZ
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC108005627|XP_016924426.2|DSUZ
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC108011682|XP_036674157.1|DSUZ
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC108007935|XP_016927195.2|DSUZ
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC108017478|XP_036674279.1|DSUZ
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC108017479|XP_036674281.1|DSUZ
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC108014204|XP_016935734.1|DSUZ
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC108013987|XP_036674159.1|DSUZ
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC108019310|XP_016942619.2|DSUZ
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC108009735|XP_016929808.1|DSUZ
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC108005098|XP_036670752.1|DSUZ
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC108010640|XP_016931023.2|DSUZ
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC108013675|XP_016935082.2|DSUZ
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC108009468|XP_016929337.1|DSUZ
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC108010808|XP_016931232.2|DSUZ
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC108014163|XP_016935686.1|DSUZ
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC108020122|XP_016943711.2|DSUZ
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC108020690|XP_036675320.1|DSUZ
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC108006437|XP_036673294.1|DSUZ
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC108010789|XP_016931206.2|DSUZ
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC108013822|XP_016935288.2|DSUZ
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC108011503|XP_016932143.2|DSUZ
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC108007985|XP_016927255.2|DSUZ
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC108011452|XP_036671495.1|DSUZ
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC108020026|XP_036671979.1|DSUZ
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC108014417|XP_016936017.2|DSUZ
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC118877729|XP_036673609.1|DSUZ
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC108019284|XP_036673746.1|DSUZ
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC108014444|XP_036671066.1|DSUZ
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC108014402|XP_036671074.1|DSUZ
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC108014468|XP_016936080.1|DSUZ
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC108014446|XP_036671577.1|DSUZ
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC108014875|XP_036672564.1|DSUZ, LOC118877994|XP_036674835.1|DSUZ
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC108007966|XP_036673040.1|DSUZ
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC108020355|XP_016944042.1|DSUZ
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC108013795|XP_016935253.2|DSUZ
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC108018597|XP_036673545.1|DSUZ
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC108016791|XP_016939047.1|DSUZ
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC108016537|XP_036676579.1|DSUZ
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC108005453|XP_016924234.1|DSUZ
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC108007660|XP_016926871.2|DSUZ
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC108017248|XP_036675277.1|DSUZ
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC108018678|XP_016941739.1|DSUZ
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC108010025|XP_016930314.1|DSUZ
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC108016552|XP_016938714.2|DSUZ
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC108018895|XP_036675861.1|DSUZ
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC108019101|XP_016942285.1|DSUZ
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC108007973|XP_016927234.2|DSUZ
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC108013893|XP_036674079.1|DSUZ
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC108014634|XP_016936285.2|DSUZ
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC108018639|XP_036673561.1|DSUZ
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC108015310|XP_016937179.1|DSUZ
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC108016262|XP_016938375.1|DSUZ
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC108007356|XP_016926496.1|DSUZ
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC108007342|XP_036673781.1|DSUZ
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC108015197|XP_016937007.1|DSUZ
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC108012469|XP_016933350.1|DSUZ
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC108008883|XP_016928276.1|DSUZ
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC108016647|XP_036676809.1|DSUZ
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC108005780|XP_016924599.1|DSUZ
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC108007454|XP_016926611.2|DSUZ
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC108015218|XP_016937047.1|DSUZ
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC108012009|XP_036674651.1|DSUZ
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC108018614|XP_016941669.2|DSUZ, LOC118877728|XP_036673608.1|DSUZ
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC108006184|XP_016925107.1|DSUZ
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC108015156|XP_016936922.1|DSUZ
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC108006381|XP_036674451.1|DSUZ
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC108007020|XP_016926115.2|DSUZ
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC108011410|XP_016932023.2|DSUZ
OG0007273	LOC5563644|XP_021705396.1|AAEG	LOC108017507|XP_036674375.1|DSUZ
OG0007274	LOC5563563|XP_001647885.1|AAEG	LOC108013903|XP_016935395.1|DSUZ
OG0007275	LOC5563659|XP_001647883.2|AAEG	LOC108011833|XP_016932559.2|DSUZ
OG0007276	LOC5563652|XP_001647882.2|AAEG	LOC108011850|XP_036671534.1|DSUZ
OG0007277	LOC23687755|XP_021706437.1|AAEG	LOC108006902|XP_036672159.1|DSUZ
OG0007278	LOC5563572|XP_001647861.1|AAEG	LOC108013228|XP_016934446.1|DSUZ
OG0007279	LOC5563620|XP_021709402.1|AAEG	LOC108013262|XP_016934509.1|DSUZ
OG0007280	LOC5563558|XP_021705604.1|AAEG	LOC108013541|XP_016934930.1|DSUZ
OG0007281	LOC5570157|XP_001658959.1|AAEG	LOC108012126|XP_036674235.1|DSUZ
OG0007282	LOC5570158|XP_021709430.1|AAEG	LOC108012115|XP_016932888.2|DSUZ
OG0007283	LOC5570161|XP_001658963.1|AAEG	LOC108014062|XP_016935569.2|DSUZ
OG0007284	LOC5570002|XP_001658891.1|AAEG	LOC108005697|XP_016924513.1|DSUZ
OG0007285	LOC5570059|XP_001658892.1|AAEG	LOC108014997|XP_016936710.1|DSUZ
OG0007286	LOC5570058|XP_021711449.1|AAEG	LOC108015244|XP_016937079.1|DSUZ
OG0007287	LOC5564869|XP_001649227.1|AAEG	LOC108021353|XP_016945527.1|DSUZ
OG0007288	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG	LOC108015150|XP_016936914.1|DSUZ
OG0007289	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG	LOC108004734|XP_016923248.1|DSUZ
OG0007290	LOC5564872|XP_001649208.2|AAEG	LOC108018637|XP_016941694.2|DSUZ
OG0007291	LOC5575417|XP_001661938.2|AAEG	LOC108004747|XP_036677005.1|DSUZ
OG0007292	LOC5575410|XP_001661930.2|AAEG	LOC108018934|XP_016942018.1|DSUZ
OG0007293	LOC5566932|XP_001651346.2|AAEG	LOC108014077|XP_016935586.2|DSUZ
OG0007294	LOC5564353|XP_001648704.1|AAEG	LOC108014165|XP_016935687.2|DSUZ
OG0007295	LOC5572146|XP_001660223.2|AAEG	LOC108007013|XP_016926107.2|DSUZ
OG0007296	LOC5566886|XP_021709054.1|AAEG	LOC108007231|XP_016926357.2|DSUZ
OG0007297	LOC5566884|XP_001651259.2|AAEG	LOC108020549|XP_036673079.1|DSUZ
OG0007298	LOC5566843|XP_001651256.1|AAEG	LOC108016264|XP_036675173.1|DSUZ
OG0007299	LOC5566842|XP_001651252.1|AAEG	LOC108018449|XP_036673122.1|DSUZ
OG0007300	LOC5572552|XP_001654071.1|AAEG	LOC108007344|XP_036673780.1|DSUZ
OG0007301	LOC5572565|XP_021710773.1|AAEG	LOC108005733|XP_016924549.2|DSUZ
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC108011245|XP_036674875.1|DSUZ
OG0007303	LOC5576103|XP_001662448.1|AAEG	LOC108021798|XP_036676988.1|DSUZ
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC108006110|XP_016925049.1|DSUZ
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC108015622|XP_016937603.1|DSUZ
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC108015621|XP_016937602.1|DSUZ
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC108014834|XP_036673499.1|DSUZ
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC108014336|XP_036673356.1|DSUZ
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC108010896|XP_036675518.1|DSUZ
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC108020609|XP_036673288.1|DSUZ
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC108017587|XP_036673430.1|DSUZ
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC108010104|XP_016930414.1|DSUZ
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC108019186|XP_016942446.1|DSUZ
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC108017001|XP_016939440.1|DSUZ
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC108021790|XP_036677044.1|DSUZ
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC108015565|XP_016937533.2|DSUZ
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC108014379|XP_016935969.1|DSUZ
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC108014352|XP_036674809.1|DSUZ
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC108013510|XP_016934886.1|DSUZ
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC108006775|XP_016925815.1|DSUZ, LOC118878109|XP_036675420.1|DSUZ
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC108016978|XP_016939409.1|DSUZ
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC108015408|XP_016937321.1|DSUZ
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC108016632|XP_016938817.1|DSUZ
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC108006749|XP_016925790.1|DSUZ
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC108016078|XP_016938163.1|DSUZ
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC108006746|XP_016925784.1|DSUZ
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC108007177|XP_016926296.1|DSUZ
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC108011593|XP_016932250.2|DSUZ
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC108016938|XP_016939357.1|DSUZ
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC108016821|XP_016939124.1|DSUZ
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC108011221|XP_016931807.1|DSUZ
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC108004951|XP_016923543.2|DSUZ
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC108006705|XP_016925737.1|DSUZ
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC108013205|XP_036671808.1|DSUZ
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC108005203|XP_016923879.1|DSUZ
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC108013598|XP_016935024.1|DSUZ
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC108007075|XP_036672180.1|DSUZ
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC108011546|XP_016932201.2|DSUZ
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC108014808|XP_036673533.1|DSUZ
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC108016273|XP_016938388.2|DSUZ
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC108007298|XP_036673572.1|DSUZ
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC108017582|XP_036673363.1|DSUZ
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC108021331|XP_016945495.1|DSUZ
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC108006426|XP_036673221.1|DSUZ
