Orthogroup	AAEG.longest_only	DBIA.longest_only
OG0006279	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG	LOC108025795|XP_016951919.1|DBIA
OG0006280	LOC5564154|XP_021713278.1|AAEG	LOC108028881|XP_016956378.1|DBIA
OG0006281	LOC5564153|XP_001648484.2|AAEG	LOC108028882|XP_016956382.1|DBIA
OG0006282	LOC5573487|XP_021713334.1|AAEG	LOC108024683|XP_016950249.1|DBIA
OG0006283	LOC5564534|XP_021713347.1|AAEG	LOC108024532|XP_016949987.1|DBIA
OG0006284	LOC5564532|XP_001648875.1|AAEG	LOC108035516|XP_016966668.1|DBIA
OG0006285	LOC5580024|XP_001653907.2|AAEG	LOC108024950|XP_016950673.1|DBIA
OG0006286	LOC5580026|XP_021713401.1|AAEG	LOC108025512|XP_016951534.1|DBIA
OG0006287	LOC5570123|XP_021693098.1|AAEG	LOC108025942|XP_016952129.1|DBIA
OG0006288	LOC5570124|XP_021693114.1|AAEG	LOC108025069|XP_016950816.1|DBIA
OG0006289	LOC5569752|XP_001652976.1|AAEG	LOC108024171|XP_016949485.1|DBIA
OG0006290	LOC5569750|XP_021693568.1|AAEG	LOC108023392|XP_016948302.1|DBIA
OG0006291	LOC5570747|XP_021693712.1|AAEG	LOC108036761|XP_016968582.1|DBIA
OG0006292	LOC5578392|XP_021694023.1|AAEG	LOC108024703|XP_016950273.1|DBIA
OG0006293	LOC110674241|XP_021694157.1|AAEG	LOC108028909|XP_016956420.1|DBIA
OG0006294	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG	LOC108023997|XP_016949226.1|DBIA
OG0006295	LOC5572391|XP_001654045.2|AAEG	LOC108023596|XP_016948691.1|DBIA
OG0006296	LOC5572395|XP_021694382.1|AAEG	LOC108024163|XP_016949465.1|DBIA
OG0006297	LOC110674718|XP_021694472.1|AAEG	LOC108023497|XP_016948518.1|DBIA
OG0006298	LOC5564150|XP_021694510.1|AAEG	LOC108024044|XP_016949309.1|DBIA
OG0006299	LOC5564151|XP_021694519.1|AAEG	LOC108025705|XP_016951736.1|DBIA
OG0006300	LOC5578291|XP_001663817.1|AAEG	LOC108025810|XP_016951946.1|DBIA
OG0006301	LOC5574147|XP_001661213.2|AAEG	LOC108025882|XP_016952046.1|DBIA
OG0006302	LOC5569551|XP_021695167.1|AAEG	LOC108025813|XP_016951950.1|DBIA
OG0006303	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG	LOC108030138|XP_016958342.1|DBIA
OG0006304	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG	LOC108024654|XP_016950202.1|DBIA
OG0006305	LOC5578888|XP_021695333.1|AAEG	LOC108024660|XP_016950211.1|DBIA
OG0006306	LOC5563948|XP_021695343.1|AAEG	LOC108026201|XP_016952488.1|DBIA
OG0006307	LOC5563947|XP_021695396.1|AAEG	LOC108023875|XP_016949044.1|DBIA
OG0006308	LOC110675293|XP_021695488.1|AAEG	LOC108033164|XP_016962885.1|DBIA
OG0006309	LOC5574253|XP_021695648.1|AAEG	LOC108023983|XP_016949200.1|DBIA
OG0006310	LOC5574257|XP_021695746.1|AAEG	LOC108027344|XP_016954251.1|DBIA
OG0006311	LOC5569922|XP_001658821.2|AAEG	LOC108023902|XP_016949077.1|DBIA
OG0006312	LOC5569925|XP_021695873.1|AAEG	LOC108024050|XP_016949316.1|DBIA
OG0006313	LOC5569926|XP_001658823.2|AAEG	LOC108023792|XP_016948920.1|DBIA
OG0006314	LOC5576024|XP_001662362.1|AAEG	LOC108032987|XP_016962554.1|DBIA
OG0006315	LOC5566493|XP_001650886.2|AAEG	LOC108025308|XP_016951195.1|DBIA
OG0006316	LOC5571323|XP_021696697.1|AAEG	LOC108028886|XP_016956391.1|DBIA
OG0006317	LOC5571322|XP_001653610.1|AAEG	LOC108022031|XP_016946365.1|DBIA
OG0006318	LOC5570448|XP_021696888.1|AAEG	LOC108024198|XP_016949536.1|DBIA
OG0006319	LOC5564010|XP_021697066.1|AAEG	LOC108036437|XP_016968066.1|DBIA
OG0006320	LOC5564829|XP_021697212.1|AAEG	LOC108023753|XP_016948879.1|DBIA
OG0006321	LOC5576595|XP_001656178.2|AAEG	LOC108023225|XP_016947987.1|DBIA
OG0006322	LOC5576592|XP_001656173.1|AAEG	LOC108023237|XP_016948002.1|DBIA
OG0006323	LOC5576586|XP_021697461.1|AAEG	LOC108025625|XP_016951649.1|DBIA
OG0006324	LOC5574996|XP_021697597.1|AAEG	LOC108023496|XP_016948516.1|DBIA
OG0006325	LOC5574988|XP_021697667.1|AAEG	LOC108031852|XP_016961094.1|DBIA
OG0006326	LOC5574986|XP_001655459.2|AAEG	LOC108030667|XP_016959183.1|DBIA
OG0006327	LOC5574983|XP_001655456.2|AAEG	LOC108025476|XP_016951477.1|DBIA
OG0006328	LOC5574982|XP_021697717.1|AAEG	LOC108031352|XP_016960106.1|DBIA
OG0006329	LOC5574971|XP_021697845.1|AAEG	LOC108033059|XP_016962693.1|DBIA
OG0006330	LOC5577024|XP_021698112.1|AAEG	LOC108026298|XP_016952668.1|DBIA
OG0006331	LOC5572545|XP_001660477.2|AAEG	LOC108033132|XP_016962844.1|DBIA
OG0006332	LOC5572540|XP_001660476.2|AAEG	LOC108036088|XP_016967531.1|DBIA
OG0006333	LOC5572543|XP_021698170.1|AAEG	LOC108033100|XP_016962786.1|DBIA
OG0006334	LOC5572548|XP_021698233.1|AAEG	LOC108023386|XP_016948282.1|DBIA
OG0006335	LOC5566388|XP_021698878.1|AAEG	LOC108031981|XP_016961265.1|DBIA
OG0006336	LOC5572011|XP_021698892.1|AAEG	LOC108025743|XP_016951820.1|DBIA
OG0006337	LOC5580122|XP_021699339.1|AAEG	LOC108032076|XP_016961389.1|DBIA
OG0006338	LOC5567929|XP_001651968.2|AAEG	LOC108024984|XP_016950721.1|DBIA
OG0006339	LOC5580055|XP_021699699.1|AAEG	LOC108025888|XP_016952054.1|DBIA
OG0006340	LOC5580058|XP_011493555.1|AAEG	LOC108025837|XP_016951984.1|DBIA
OG0006341	LOC5580070|XP_001654823.1|AAEG	LOC108023480|XP_016948490.1|DBIA
OG0006342	LOC5576247|XP_021699775.1|AAEG	LOC108023696|XP_016948809.1|DBIA
OG0006343	LOC5569694|XP_001658675.2|AAEG	LOC108023239|XP_016948006.1|DBIA
OG0006344	LOC5568097|XP_021699868.1|AAEG	LOC108033006|XP_016962620.1|DBIA
OG0006345	LOC5564403|XP_021699994.1|AAEG	LOC108031480|XP_016960446.1|DBIA
OG0006346	LOC5564392|XP_001648745.1|AAEG	LOC108026336|XP_016952729.1|DBIA
OG0006347	LOC5564399|XP_021700076.1|AAEG	LOC108026282|XP_016952638.1|DBIA
OG0006348	LOC23687419|XP_021700400.1|AAEG	LOC108025917|XP_016952093.1|DBIA
OG0006349	LOC5576477|XP_021700521.1|AAEG	LOC108023526|XP_016948574.1|DBIA
OG0006350	LOC5576483|XP_001662676.2|AAEG	LOC108026001|XP_016952180.1|DBIA
OG0006351	LOC5576486|XP_001662679.2|AAEG	LOC108024007|XP_016949238.1|DBIA
OG0006352	LOC5576487|XP_001662680.2|AAEG	LOC108023081|XP_016947820.1|DBIA
OG0006353	LOC5575639|XP_021700696.1|AAEG	LOC108025245|XP_016951084.1|DBIA
OG0006354	LOC5570714|XP_021700801.1|AAEG	LOC108031850|XP_016961092.1|DBIA
OG0006355	LOC5570702|XP_021700994.1|AAEG	LOC108023432|XP_016948408.1|DBIA
OG0006356	LOC5571573|XP_001653710.2|AAEG	LOC108023453|XP_016948439.1|DBIA
OG0006357	LOC5571574|XP_021701329.1|AAEG	LOC108023455|XP_016948441.1|DBIA
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC108029288|XP_016956979.1|DBIA
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC108026232|XP_016952556.1|DBIA
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC108033216|XP_016962961.1|DBIA
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC108027432|XP_016954368.1|DBIA
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC108023551|XP_016948616.1|DBIA
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC108027525|XP_016954457.1|DBIA
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC108033403|XP_016963213.1|DBIA
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC108027626|XP_016954635.1|DBIA
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC108027509|XP_016954441.1|DBIA
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC108023260|XP_016948031.1|DBIA
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC108025421|XP_016951393.1|DBIA
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC108025210|XP_016951036.1|DBIA
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC108035812|XP_016967048.1|DBIA
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC108025052|XP_016950798.1|DBIA
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC108025087|XP_016950836.1|DBIA
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC108024221|XP_016949577.1|DBIA
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC108023950|XP_016949130.1|DBIA
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC108026250|XP_016952594.1|DBIA
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC108023481|XP_016948491.1|DBIA
OG0006377	LOC5564055|XP_001648371.1|AAEG	LOC108035782|XP_016966992.1|DBIA
OG0006378	LOC5564041|XP_001648374.1|AAEG	LOC108025340|XP_016951261.1|DBIA
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC108026108|XP_016952299.1|DBIA
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC108021974|XP_016946304.1|DBIA
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC108023967|XP_016949177.1|DBIA
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC108036430|XP_016968059.1|DBIA
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC108033062|XP_016962708.1|DBIA
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC108033208|XP_016962948.1|DBIA
OG0006385	LOC5571497|XP_001659747.2|AAEG	LOC108031696|XP_016960843.1|DBIA
OG0006386	LOC5571495|XP_001659745.2|AAEG	LOC108033713|XP_016963735.1|DBIA
OG0006387	LOC5571492|XP_001659742.2|AAEG	LOC108025368|XP_016951317.1|DBIA
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC108023384|XP_016948280.1|DBIA
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC108023385|XP_016948281.1|DBIA
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC108025633|XP_016951661.1|DBIA
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC108025432|XP_016951412.1|DBIA
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC108024214|XP_016949566.1|DBIA
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC108033665|XP_016963593.1|DBIA
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC108031029|XP_016959719.1|DBIA
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC108031897|XP_016961153.1|DBIA
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC108023920|XP_016949094.1|DBIA
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC108033053|XP_016962669.1|DBIA
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC108023665|XP_016948775.1|DBIA
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC108026275|XP_016952630.1|DBIA
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC108026259|XP_016952605.1|DBIA
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC108035970|XP_016967278.1|DBIA
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC108027031|XP_016953717.1|DBIA
OG0006403	LOC5565262|XP_001649612.2|AAEG	LOC108027053|XP_016953750.1|DBIA
OG0006404	LOC5565261|XP_021705657.1|AAEG	LOC108025265|XP_016951115.1|DBIA
OG0006405	LOC5576554|XP_021705756.1|AAEG	LOC108028742|XP_016956199.1|DBIA
OG0006406	LOC5576005|XP_001662347.2|AAEG	LOC108025447|XP_016951434.1|DBIA
OG0006407	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG	LOC108023585|XP_016948672.1|DBIA
OG0006408	LOC5572170|XP_021706154.1|AAEG	LOC108025617|XP_016951640.1|DBIA
OG0006409	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG	LOC108036595|XP_016968347.1|DBIA
OG0006410	LOC5569672|XP_001652937.1|AAEG	LOC108033202|XP_016962937.1|DBIA
OG0006411	LOC5569674|XP_001652936.2|AAEG	LOC108024873|XP_016950507.1|DBIA
OG0006412	LOC5564601|XP_001648949.2|AAEG	LOC108025395|XP_016951360.1|DBIA
OG0006413	LOC5566651|XP_021706607.1|AAEG	LOC108025325|XP_016951239.1|DBIA
OG0006414	LOC5566638|XP_001651016.2|AAEG	LOC108031793|XP_016960998.1|DBIA
OG0006415	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG	LOC108027563|XP_016954530.1|DBIA
OG0006416	LOC110678495|XP_021707149.1|AAEG	LOC108022016|XP_016946350.1|DBIA
OG0006417	LOC5577671|XP_021707516.1|AAEG	LOC108027778|XP_016954830.1|DBIA
OG0006418	LOC110678669|XP_021707543.1|AAEG	LOC108033184|XP_016962915.1|DBIA
OG0006419	LOC5578712|XP_001664017.2|AAEG	LOC108025466|XP_016951458.1|DBIA
OG0006420	LOC5578715|XP_021707890.1|AAEG	LOC108024723|XP_016950305.1|DBIA
OG0006421	LOC5565264|XP_001649608.2|AAEG	LOC108033322|XP_016963093.1|DBIA
OG0006422	LOC5564418|XP_021708064.1|AAEG	LOC108033789|XP_016963886.1|DBIA
OG0006423	LOC23687841|XP_011493522.1|AAEG	LOC108031593|XP_016960654.1|DBIA
OG0006424	LOC5572775|XP_001654177.1|AAEG	LOC108031980|XP_016961263.1|DBIA
OG0006425	LOC5572780|XP_001654178.2|AAEG	LOC108031996|XP_016961278.1|DBIA
OG0006426	LOC5572779|XP_021708158.1|AAEG	LOC108031994|XP_016961277.1|DBIA
OG0006427	LOC5580228|XP_001655936.1|AAEG	LOC108024869|XP_016950502.1|DBIA
OG0006428	LOC5576866|XP_021708395.1|AAEG	LOC108031607|XP_016960679.1|DBIA
OG0006429	LOC5578696|XP_001657095.2|AAEG	LOC108026204|XP_016952494.1|DBIA
OG0006430	LOC5568284|XP_021708752.1|AAEG	LOC108028717|XP_016956163.1|DBIA
OG0006431	LOC5570607|XP_021709327.1|AAEG	LOC108025284|XP_016951150.1|DBIA
OG0006432	LOC5570605|XP_021709391.1|AAEG	LOC108031440|XP_016960358.1|DBIA
OG0006433	LOC5574577|XP_021709421.1|AAEG	LOC108024387|XP_016949785.1|DBIA
OG0006434	LOC5574585|XP_001655209.2|AAEG	LOC108033798|XP_016963899.1|DBIA
OG0006435	LOC5574602|XP_001655214.2|AAEG	LOC108025346|XP_016951286.1|DBIA
OG0006436	LOC110679386|XP_021709561.1|AAEG	LOC108033130|XP_016962842.1|DBIA
OG0006437	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG	LOC108033084|XP_016962752.1|DBIA
OG0006438	LOC5574595|XP_001655227.1|AAEG	LOC108029052|XP_016956603.1|DBIA
OG0006439	LOC5575887|XP_021709907.1|AAEG	LOC108023290|XP_016948085.1|DBIA
OG0006440	LOC110679488|XP_021709944.1|AAEG	LOC108022993|XP_016947716.1|DBIA
OG0006441	LOC5573864|XP_001654896.2|AAEG	LOC108027084|XP_016953789.1|DBIA
OG0006442	LOC5573865|XP_021710083.1|AAEG	LOC108032007|XP_016961294.1|DBIA
OG0006443	LOC5567419|XP_001657407.2|AAEG	LOC108027038|XP_016953727.1|DBIA
OG0006444	LOC5567402|XP_001657421.1|AAEG	LOC108025360|XP_016951309.1|DBIA
OG0006445	LOC5578528|XP_001663919.2|AAEG	LOC108028713|XP_016956153.1|DBIA
OG0006446	LOC5578527|XP_021710791.1|AAEG	LOC108026415|XP_016952832.1|DBIA
OG0006447	LOC5569452|XP_021710822.1|AAEG	LOC108026427|XP_016952849.1|DBIA
OG0006448	LOC5569458|XP_001658541.1|AAEG	LOC108026316|XP_016952692.1|DBIA
OG0006449	LOC110679696|XP_021710973.1|AAEG	LOC108025967|XP_016952150.1|DBIA
OG0006450	LOC5578686|XP_001657084.1|AAEG	LOC108034003|XP_016964221.1|DBIA
OG0006451	LOC23687749|XP_021711806.1|AAEG	LOC108023339|XP_016948167.1|DBIA
OG0006452	LOC5572732|XP_001660548.1|AAEG	LOC108026329|XP_016952714.1|DBIA
OG0006453	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG	LOC108028778|XP_016956246.1|DBIA
OG0006454	LOC5567800|XP_001657703.1|AAEG	LOC108024129|XP_016949401.1|DBIA
OG0006455	LOC5569269|XP_021712455.1|AAEG	LOC108024941|XP_016950631.1|DBIA
OG0006456	LOC5569267|XP_001658413.1|AAEG	LOC108024986|XP_016950729.1|DBIA
OG0006457	LOC5571791|XP_001659920.2|AAEG	LOC108031677|XP_016960808.1|DBIA
OG0006458	LOC5571785|XP_021712709.1|AAEG	LOC108034938|XP_016965699.1|DBIA
OG0006459	LOC5567067|XP_021712815.1|AAEG	LOC108031563|XP_016960599.1|DBIA
OG0006460	LOC5567061|XP_001651465.2|AAEG	LOC108026355|XP_016952751.1|DBIA
OG0006461	LOC5577526|XP_001663417.2|AAEG	LOC108027253|XP_016954096.1|DBIA
OG0006462	LOC5577533|XP_021712953.1|AAEG	LOC108024340|XP_016949731.1|DBIA
OG0006463	LOC5564080|XP_021712956.1|AAEG	LOC108026431|XP_016952856.1|DBIA
OG0006464	LOC110681487|XP_021712963.1|AAEG	LOC108028570|XP_016955966.1|DBIA
OG0006465	LOC5573377|XP_001660868.1|AAEG	LOC108023235|XP_016948000.1|DBIA
OG0006466	LOC5573379|XP_021712989.1|AAEG	LOC108024122|XP_016949392.1|DBIA
OG0006467	LOC5570620|XP_021713007.1|AAEG	LOC108032154|XP_016961489.1|DBIA
OG0006468	LOC5577011|XP_001663109.2|AAEG	LOC108026464|XP_016952894.1|DBIA
OG0006469	LOC5577985|XP_001656721.1|AAEG	LOC108024026|XP_016949282.1|DBIA
OG0006470	LOC5572597|XP_021713032.1|AAEG	LOC108035422|XP_016966539.1|DBIA
OG0006471	LOC5572590|XP_001654104.2|AAEG	LOC108026289|XP_016952644.1|DBIA
OG0006472	LOC5572580|XP_001654102.2|AAEG	LOC108026435|XP_016952861.1|DBIA
OG0006473	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG	LOC108035344|XP_016966419.1|DBIA
OG0006474	LOC5572579|XP_001654094.2|AAEG	LOC108036267|XP_016967767.1|DBIA
OG0006475	LOC5572581|XP_001654090.1|AAEG	LOC108027406|XP_016954334.1|DBIA
OG0006476	LOC5580305|XP_001662923.2|AAEG	LOC108023736|XP_016948863.1|DBIA
OG0006477	LOC5580310|XP_001662922.1|AAEG	LOC108025877|XP_016952040.1|DBIA
OG0006478	LOC5567835|XP_001657742.1|AAEG	LOC108026367|XP_016952774.1|DBIA
OG0006479	LOC110681517|XP_021713143.1|AAEG	LOC108026151|XP_016952373.1|DBIA
OG0006480	LOC5567829|XP_021713150.1|AAEG	LOC108036523|XP_016968225.1|DBIA
OG0006481	LOC5576288|XP_001662578.1|AAEG	LOC108034244|XP_016964585.1|DBIA
OG0006482	LOC5574628|XP_001661544.2|AAEG	LOC108026286|XP_016952640.1|DBIA
OG0006483	LOC5575917|XP_021713246.1|AAEG	LOC108031933|XP_016961201.1|DBIA
OG0006484	LOC5569220|XP_021694302.1|AAEG	LOC108031930|XP_016961197.1|DBIA
OG0006485	LOC5569231|XP_001652791.2|AAEG	LOC108032105|XP_016961423.1|DBIA
OG0006486	LOC23687834|XP_021713276.1|AAEG	LOC108031101|XP_016959800.1|DBIA
OG0006487	LOC5578516|XP_001663907.2|AAEG	LOC108032061|XP_016961368.1|DBIA
OG0006488	LOC5580006|XP_001653894.1|AAEG	LOC108030893|XP_016959561.1|DBIA
OG0006489	LOC5574614|XP_001661531.2|AAEG	LOC108024551|XP_016950020.1|DBIA
OG0006490	LOC5567597|XP_021713385.1|AAEG	LOC108027339|XP_016954242.1|DBIA
OG0006491	LOC5567596|XP_001657573.2|AAEG	LOC108033758|XP_016963820.1|DBIA
OG0006492	LOC5577938|XP_021713399.1|AAEG	LOC108027313|XP_016954196.1|DBIA
OG0006493	LOC5580194|XP_021713405.1|AAEG	LOC108033128|XP_016962839.1|DBIA
OG0006494	LOC5580192|XP_021713406.1|AAEG	LOC108026135|XP_016952346.1|DBIA
OG0006495	LOC5580191|XP_021713407.1|AAEG	LOC108032976|XP_016962538.1|DBIA
OG0006496	LOC5580190|XP_021713408.1|AAEG	LOC108026337|XP_016952730.1|DBIA
OG0006497	LOC5580184|XP_021713412.1|AAEG	LOC108025261|XP_016951114.1|DBIA
OG0006498	LOC5580182|XP_021713413.1|AAEG	LOC108025495|XP_016951502.1|DBIA
OG0006499	LOC5580170|XP_021692917.1|AAEG	LOC108025277|XP_016951132.1|DBIA
OG0006500	LOC5580162|XP_021692929.1|AAEG	LOC108035218|XP_016966237.1|DBIA
OG0006501	LOC5580166|XP_001655586.1|AAEG	LOC108025247|XP_016951086.1|DBIA
OG0006502	LOC5580171|XP_001655580.2|AAEG	LOC108025253|XP_016951096.1|DBIA
OG0006503	LOC5580173|XP_001655578.1|AAEG	LOC108025255|XP_016951097.1|DBIA
OG0006504	LOC5578271|XP_021692940.1|AAEG	LOC108025252|XP_016951093.1|DBIA
OG0006505	LOC5578278|XP_021692945.1|AAEG	LOC108025413|XP_016951384.1|DBIA
OG0006506	LOC5575985|XP_021692952.1|AAEG	LOC108035592|XP_016966752.1|DBIA
OG0006507	LOC5564685|XP_021692996.1|AAEG	LOC108025480|XP_016951482.1|DBIA
OG0006508	LOC5564693|XP_021692998.1|AAEG	LOC108025107|XP_016950858.1|DBIA
OG0006509	LOC5573798|XP_001661045.2|AAEG	LOC108025915|XP_016952089.1|DBIA
OG0006510	LOC5573469|XP_021693046.1|AAEG	LOC108031485|XP_016960457.1|DBIA
OG0006511	LOC5563548|XP_021693062.1|AAEG	LOC108024946|XP_016950665.1|DBIA
OG0006512	LOC5580091|XP_001654841.2|AAEG	LOC108031457|XP_016960381.1|DBIA
OG0006513	LOC5566474|XP_021693097.1|AAEG	LOC108024002|XP_016949235.1|DBIA
OG0006514	LOC5566473|XP_001650857.1|AAEG	LOC108026459|XP_016952888.1|DBIA
OG0006515	LOC5566472|XP_001650856.2|AAEG	LOC108031436|XP_016960338.1|DBIA
OG0006516	LOC5578940|XP_001657228.2|AAEG	LOC108031131|XP_016959834.1|DBIA
OG0006517	LOC5578938|XP_021693141.1|AAEG	LOC108032106|XP_016961424.1|DBIA
OG0006518	LOC5578934|XP_021693153.1|AAEG	LOC108031365|XP_016960134.1|DBIA
OG0006519	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG	LOC108032107|XP_016961426.1|DBIA
OG0006520	LOC5578926|XP_001657212.1|AAEG	LOC108025443|XP_016951429.1|DBIA
OG0006521	LOC5563723|XP_001647993.2|AAEG	LOC108032151|XP_016961485.1|DBIA
OG0006522	LOC5563722|XP_021693218.1|AAEG	LOC108025459|XP_016951449.1|DBIA
OG0006523	LOC5563708|XP_001647996.1|AAEG	LOC108026194|XP_016952474.1|DBIA
OG0006524	LOC5563714|XP_021693240.1|AAEG	LOC108034088|XP_016964344.1|DBIA
OG0006525	LOC5576740|XP_021693241.1|AAEG	LOC108024189|XP_016949525.1|DBIA
OG0006526	LOC5576714|XP_001656220.1|AAEG	LOC108027129|XP_016953837.1|DBIA
OG0006527	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG	LOC108027047|XP_016953737.1|DBIA
OG0006528	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG	LOC108027086|XP_016953791.1|DBIA
OG0006529	LOC110674096|XP_021693383.1|AAEG	LOC108027126|XP_016953832.1|DBIA
OG0006530	LOC110674097|XP_021693385.1|AAEG	LOC108027094|XP_016953801.1|DBIA
OG0006531	LOC5564498|XP_021693386.1|AAEG	LOC108027130|XP_016953838.1|DBIA
OG0006532	LOC5573637|XP_021693390.1|AAEG	LOC108027035|XP_016953721.1|DBIA
OG0006533	LOC5567119|XP_021693403.1|AAEG	LOC108023100|XP_016947853.1|DBIA
OG0006534	LOC5573313|XP_001654528.1|AAEG	LOC108026444|XP_016952870.1|DBIA
OG0006535	LOC5573315|XP_001654535.1|AAEG	LOC108026155|XP_016952380.1|DBIA
OG0006536	LOC5573322|XP_021693452.1|AAEG	LOC108027283|XP_016954159.1|DBIA
OG0006537	LOC5569641|XP_021694321.1|AAEG	LOC108025094|XP_016950845.1|DBIA
OG0006538	LOC5565349|XP_021694322.1|AAEG	LOC108024631|XP_016950161.1|DBIA
OG0006539	LOC5579481|XP_001647778.2|AAEG	LOC108024587|XP_016950084.1|DBIA
OG0006540	LOC5577200|XP_001663291.2|AAEG	LOC108032075|XP_016961384.1|DBIA
OG0006541	LOC5576518|XP_001662710.2|AAEG	LOC108026447|XP_016952875.1|DBIA
OG0006542	LOC5576534|XP_021693731.1|AAEG	LOC108026446|XP_016952874.1|DBIA
OG0006543	LOC5576528|XP_021693736.1|AAEG	LOC108025299|XP_016951179.1|DBIA
OG0006544	LOC110674164|XP_021693738.1|AAEG	LOC108027395|XP_016954321.1|DBIA
OG0006545	LOC5575641|XP_001655789.2|AAEG	LOC108023282|XP_016948063.1|DBIA
OG0006546	LOC5575644|XP_021693741.1|AAEG	LOC108031837|XP_016961075.1|DBIA
OG0006547	LOC5575651|XP_021693762.1|AAEG	LOC108031496|XP_016960478.1|DBIA
OG0006548	LOC5565608|XP_001649950.2|AAEG	LOC108031077|XP_016959771.1|DBIA
OG0006549	LOC5565594|XP_001649963.1|AAEG	LOC108025622|XP_016951650.1|DBIA
OG0006550	LOC5565589|XP_001649965.1|AAEG	LOC108023861|XP_016949005.1|DBIA
OG0006551	LOC110674175|XP_021693810.1|AAEG	LOC108035818|XP_016967055.1|DBIA
OG0006552	LOC5569686|XP_001658684.2|AAEG	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA
OG0006553	LOC5577664|XP_001656662.2|AAEG	LOC108025238|XP_016951073.1|DBIA
OG0006554	LOC5577649|XP_021693827.1|AAEG	LOC108027191|XP_016953981.1|DBIA
OG0006555	LOC5577642|XP_021693845.1|AAEG	LOC108024958|XP_016950683.1|DBIA
OG0006556	LOC5577637|XP_001656635.1|AAEG	LOC108030975|XP_016959664.1|DBIA
OG0006557	LOC5577631|XP_021693882.1|AAEG	LOC108024671|XP_016950228.1|DBIA
OG0006558	LOC5565932|XP_021693909.1|AAEG	LOC108031204|XP_016959916.1|DBIA
OG0006559	LOC5565935|XP_001650313.2|AAEG	LOC108031146|XP_016959850.1|DBIA
OG0006560	LOC5565931|XP_021693915.1|AAEG	LOC108025375|XP_016951332.1|DBIA
OG0006561	LOC5565930|XP_001650308.2|AAEG	LOC108025251|XP_016951092.1|DBIA
OG0006562	LOC5565937|XP_021693929.1|AAEG	LOC108025435|XP_016951414.1|DBIA
