Orthogroup	AAEG.longest_only	DERE.longest_only
OG0006531	LOC5564498|XP_021693386.1|AAEG	LOC6552716|XP_001979045.1|DERE
OG0006532	LOC5573637|XP_021693390.1|AAEG	LOC6552950|XP_026833610.1|DERE
OG0006533	LOC5567119|XP_021693403.1|AAEG	LOC6548285|XP_001975111.1|DERE
OG0006534	LOC5573313|XP_001654528.1|AAEG	LOC6553096|XP_001980051.1|DERE
OG0006535	LOC5573315|XP_001654535.1|AAEG	LOC6554999|XP_001982054.1|DERE
OG0006536	LOC5573322|XP_021693452.1|AAEG	LOC6552566|XP_001979007.1|DERE
OG0006537	LOC5569641|XP_021694321.1|AAEG	LOC6555254|XP_001981635.1|DERE
OG0006538	LOC5565349|XP_021694322.1|AAEG	LOC6554590|XP_001981546.2|DERE
OG0006539	LOC5579481|XP_001647778.2|AAEG	LOC6555457|XP_001981457.1|DERE
OG0006540	LOC5577200|XP_001663291.2|AAEG	LOC6554374|XP_001982357.2|DERE
OG0006541	LOC5576518|XP_001662710.2|AAEG	LOC6554956|XP_001981376.1|DERE
OG0006542	LOC5576534|XP_021693731.1|AAEG	LOC6554955|XP_001981375.1|DERE
OG0006543	LOC5576528|XP_021693736.1|AAEG	LOC6555048|XP_015009015.1|DERE
OG0006544	LOC110674164|XP_021693738.1|AAEG	LOC6553516|XP_001979347.1|DERE
OG0006545	LOC5575641|XP_001655789.2|AAEG	LOC6555803|XP_001982407.1|DERE
OG0006546	LOC5575644|XP_021693741.1|AAEG	LOC6554754|XP_026834597.1|DERE
OG0006547	LOC5575651|XP_021693762.1|AAEG	LOC6554710|XP_001981960.2|DERE
OG0006548	LOC5565608|XP_001649950.2|AAEG	LOC6553478|XP_001980272.1|DERE
OG0006549	LOC5565594|XP_001649963.1|AAEG	LOC6553352|XP_001980181.1|DERE
OG0006550	LOC5565589|XP_001649965.1|AAEG	LOC6554735|XP_026831733.1|DERE
OG0006551	LOC110674175|XP_021693810.1|AAEG	LOC6550295|XP_001977697.1|DERE
OG0006552	LOC5569686|XP_001658684.2|AAEG	LOC6550241|XP_001977692.3|DERE
OG0006553	LOC5577664|XP_001656662.2|AAEG	LOC6554903|XP_001981588.1|DERE
OG0006554	LOC5577649|XP_021693827.1|AAEG	LOC6553333|XP_001979306.3|DERE
OG0006555	LOC5577642|XP_021693845.1|AAEG	LOC6552067|XP_026834529.1|DERE
OG0006556	LOC5577637|XP_001656635.1|AAEG	LOC6553501|XP_001980228.2|DERE
OG0006557	LOC5577631|XP_021693882.1|AAEG	LOC6553919|XP_001980566.1|DERE
OG0006558	LOC5565932|XP_021693909.1|AAEG	LOC6554563|XP_015009326.1|DERE
OG0006559	LOC5565935|XP_001650313.2|AAEG	LOC6552266|XP_001980747.1|DERE
OG0006560	LOC5565931|XP_021693915.1|AAEG	LOC6554549|XP_026832103.1|DERE
OG0006561	LOC5565930|XP_001650308.2|AAEG	LOC6554472|XP_001981308.1|DERE
OG0006562	LOC5565937|XP_021693929.1|AAEG	LOC6554646|XP_001981577.1|DERE
OG0006563	LOC5568360|XP_001658012.1|AAEG	LOC6553911|XP_026832117.1|DERE
OG0006564	LOC5568358|XP_001658010.2|AAEG	LOC6553913|XP_026836457.1|DERE
OG0006565	LOC5568352|XP_021693940.1|AAEG	LOC6552620|XP_015009762.2|DERE
OG0006566	LOC5577579|XP_021694031.1|AAEG	LOC6552766|XP_026833570.1|DERE
OG0006567	LOC5576107|XP_001662452.2|AAEG	LOC6554242|XP_015009319.1|DERE
OG0006568	LOC5576108|XP_001662453.2|AAEG	LOC6554243|XP_001982152.1|DERE
OG0006569	LOC5576109|XP_001662454.2|AAEG	LOC6544406|XP_026832776.1|DERE
OG0006570	LOC5576110|XP_021694084.1|AAEG	LOC6552383|XP_015009551.1|DERE
OG0006571	LOC5576116|XP_001662462.1|AAEG	LOC6555113|XP_001982255.1|DERE
OG0006572	LOC5576132|XP_001662478.2|AAEG	LOC26526494|XP_015010490.1|DERE
OG0006573	LOC110674229|XP_021694111.1|AAEG	LOC6553118|XP_001979083.1|DERE
OG0006574	LOC5576136|XP_021694113.1|AAEG	LOC6552033|XP_015009948.2|DERE
OG0006575	LOC5565180|XP_001649527.2|AAEG	LOC6554768|XP_001981354.1|DERE
OG0006576	LOC110674238|XP_021694147.1|AAEG	LOC6554422|XP_026839516.1|DERE
OG0006577	LOC5565138|XP_001649513.2|AAEG	LOC6552905|XP_001980988.1|DERE
OG0006578	LOC5565141|XP_001649511.2|AAEG	LOC6554423|XP_015008957.2|DERE
OG0006579	LOC5565143|XP_001649510.2|AAEG	LOC6541711|XP_026834102.1|DERE
OG0006580	LOC110674240|XP_021694152.1|AAEG	LOC6552083|XP_001979783.1|DERE
OG0006581	LOC5577592|XP_001656580.2|AAEG	LOC6552380|XP_001978898.1|DERE
OG0006582	LOC5577591|XP_021694159.1|AAEG	LOC6552172|XP_001979735.2|DERE
OG0006583	LOC5565080|XP_021694165.1|AAEG	LOC6552349|XP_026831930.1|DERE
OG0006584	LOC5564609|XP_001648956.2|AAEG	LOC6541348|XP_001968561.1|DERE
OG0006585	LOC5564410|XP_021694178.1|AAEG	LOC6541188|XP_001970246.2|DERE
OG0006586	LOC5572611|XP_001654122.2|AAEG	LOC6554114|XP_001981269.1|DERE
OG0006587	LOC5572612|XP_001654123.2|AAEG	LOC6554115|XP_001981270.1|DERE
OG0006588	LOC5572615|XP_021694184.1|AAEG	LOC6552468|XP_001979827.1|DERE
OG0006589	LOC5572675|XP_021694204.1|AAEG	LOC6553140|XP_001979124.2|DERE
OG0006590	LOC5572678|XP_001660498.2|AAEG	LOC6552992|XP_001979121.1|DERE
OG0006591	LOC5566106|XP_021695274.1|AAEG	LOC6546485|XP_001973581.1|DERE
OG0006592	LOC5566140|XP_001650507.1|AAEG	LOC6552046|XP_001980722.1|DERE
OG0006593	LOC5566139|XP_001650506.1|AAEG	LOC6552047|XP_001980723.2|DERE
OG0006594	LOC5566121|XP_001650501.2|AAEG	LOC6545975|XP_001972184.1|DERE
OG0006595	LOC5566108|XP_021695437.1|AAEG	LOC6548855|XP_026837121.1|DERE
OG0006596	LOC5570944|XP_021699203.1|AAEG	LOC6547241|XP_001974758.1|DERE
OG0006597	LOC5570945|XP_021695449.1|AAEG	LOC6546244|XP_026832513.1|DERE
OG0006598	LOC5570951|XP_021695450.1|AAEG	LOC6541094|XP_001969424.2|DERE
OG0006599	LOC5571446|XP_001659697.2|AAEG	LOC6544031|XP_001972334.1|DERE
OG0006600	LOC5571447|XP_021695466.1|AAEG	LOC6544069|XP_026832482.1|DERE
OG0006601	LOC5571450|XP_001659703.1|AAEG	LOC6544793|XP_001972500.1|DERE
OG0006602	LOC5571451|XP_001659704.1|AAEG	LOC6544792|XP_015014198.1|DERE
OG0006603	LOC5571452|XP_001659705.2|AAEG	LOC6544790|XP_001972497.1|DERE
OG0006604	LOC5573691|XP_021695485.1|AAEG	LOC6544870|XP_001973166.1|DERE
OG0006605	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG	LOC6551316|XP_026838083.1|DERE
OG0006606	LOC23687391|XP_011493608.2|AAEG	LOC6545447|XP_001972130.3|DERE
OG0006607	LOC5574895|XP_021695492.1|AAEG	LOC6543551|XP_026833487.1|DERE
OG0006608	LOC5570277|XP_001659030.1|AAEG	LOC6552392|XP_001978910.2|DERE
OG0006609	LOC5579871|XP_021695537.1|AAEG	LOC6552967|XP_001980968.1|DERE
OG0006610	LOC5579867|XP_021695542.1|AAEG	LOC6544891|XP_026833576.1|DERE
OG0006611	LOC5579865|XP_021695552.1|AAEG	LOC6545993|XP_026833186.1|DERE
OG0006612	LOC5579863|XP_001664324.1|AAEG	LOC6545994|XP_001971221.1|DERE
OG0006613	LOC5579876|XP_021695557.1|AAEG	LOC6545995|XP_015013640.1|DERE
OG0006614	LOC5579861|XP_001664322.3|AAEG	LOC6545996|XP_015013515.1|DERE
OG0006615	LOC5567814|XP_021695570.1|AAEG	LOC6545959|XP_001971227.1|DERE
OG0006616	LOC5567811|XP_021695577.1|AAEG	LOC6545518|XP_001971595.1|DERE
OG0006617	LOC5567808|XP_001657712.2|AAEG	LOC6546222|XP_001972917.1|DERE
OG0006618	LOC5569147|XP_021695600.1|AAEG	LOC6546023|XP_015013220.1|DERE
OG0006619	LOC5569150|XP_001658335.2|AAEG	LOC6546417|XP_001971257.1|DERE
OG0006620	LOC5571220|XP_001659598.2|AAEG	LOC6546420|XP_001971260.1|DERE
OG0006621	LOC5571216|XP_021695605.1|AAEG	LOC6544383|XP_001971477.1|DERE
OG0006622	LOC5575759|XP_021695618.1|AAEG	LOC6545217|XP_026832683.1|DERE
OG0006623	LOC5575760|XP_001662181.2|AAEG	LOC6544900|XP_001971052.1|DERE
OG0006624	LOC5578213|XP_001656857.2|AAEG	LOC6541418|XP_001970743.1|DERE
OG0006625	LOC5578216|XP_021695645.1|AAEG	LOC6541125|XP_026834104.1|DERE
OG0006626	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG	LOC6542312|XP_001970809.1|DERE
OG0006627	LOC5578219|XP_021695649.1|AAEG	LOC6541846|XP_001970515.1|DERE
OG0006628	LOC5578220|XP_021695658.1|AAEG	LOC6541269|XP_001970513.1|DERE
OG0006629	LOC5575746|XP_021695709.1|AAEG	LOC6547661|XP_001974988.1|DERE
OG0006630	LOC5575738|XP_021695717.1|AAEG	LOC6546979|XP_026835652.1|DERE
OG0006631	LOC5566723|XP_001651131.1|AAEG	LOC6543606|XP_001971392.1|DERE
OG0006632	LOC5569288|XP_021695732.1|AAEG	LOC6546793|XP_001975887.2|DERE
OG0006633	LOC5579241|XP_021695737.1|AAEG	LOC6545683|XP_001971174.1|DERE
OG0006634	LOC5571773|XP_001659905.2|AAEG	LOC6541314|XP_001968219.2|DERE
OG0006635	LOC5571771|XP_001659904.1|AAEG	LOC6543247|XP_001968309.1|DERE
OG0006636	LOC5570670|XP_001659261.1|AAEG	LOC6550643|XP_001978131.1|DERE
OG0006637	LOC5570666|XP_001659265.1|AAEG	LOC6545434|XP_001972123.1|DERE
OG0006638	LOC5571299|XP_001653603.2|AAEG	LOC6540763|XP_001970330.2|DERE
OG0006639	LOC5571296|XP_021695823.1|AAEG	LOC6540672|XP_015014558.1|DERE
OG0006640	LOC110675376|XP_021695875.1|AAEG	LOC6541447|XP_001970544.2|DERE
OG0006641	LOC5571277|XP_021695876.1|AAEG	LOC6541282|XP_026835519.1|DERE
OG0006642	LOC5571274|XP_021695903.1|AAEG	LOC6547374|XP_001976319.1|DERE
OG0006643	LOC5579290|XP_021695906.1|AAEG	LOC6548396|XP_001976528.1|DERE
OG0006644	LOC5571258|XP_001653556.1|AAEG	LOC6544243|XP_001972366.1|DERE
OG0006645	LOC5578052|XP_021695953.1|AAEG	LOC6549204|XP_026835662.1|DERE
OG0006646	LOC5578053|XP_021695958.1|AAEG	LOC6547036|XP_001976013.1|DERE
OG0006647	LOC5568469|XP_021695997.1|AAEG	LOC6547190|XP_001974737.1|DERE
OG0006648	LOC5573484|XP_001654632.1|AAEG	LOC6546028|XP_015013522.1|DERE
OG0006649	LOC5575041|XP_001661771.2|AAEG	LOC6547335|XP_001974795.2|DERE
OG0006650	LOC5573236|XP_021696049.1|AAEG	LOC6540983|XP_026834362.1|DERE
OG0006651	LOC110675422|XP_021696083.1|AAEG	LOC6546226|XP_026833543.1|DERE
OG0006652	LOC5574113|XP_001661185.1|AAEG	LOC6544012|XP_001972331.1|DERE
OG0006653	LOC5574095|XP_021696112.1|AAEG	LOC6546240|XP_015013482.2|DERE
OG0006654	LOC5574088|XP_021696127.1|AAEG	LOC6545084|XP_001971039.1|DERE
OG0006655	LOC5574085|XP_021696132.1|AAEG	LOC6545415|XP_001971714.1|DERE
OG0006656	LOC5565105|XP_021696171.1|AAEG	LOC6544189|XP_026833229.1|DERE
OG0006657	LOC5572889|XP_001654239.2|AAEG	LOC6547733|XP_001974947.1|DERE
OG0006658	LOC5574850|XP_001661673.2|AAEG	LOC6543569|XP_001971829.1|DERE
OG0006659	LOC5566569|XP_021696260.1|AAEG	LOC6543566|XP_001971826.1|DERE
OG0006660	LOC5574852|XP_021696264.1|AAEG	LOC6545188|XP_001972076.2|DERE
OG0006661	LOC5579990|XP_021696271.1|AAEG	LOC6544916|XP_001972093.1|DERE
OG0006662	LOC5574519|XP_001661488.1|AAEG	LOC6542040|XP_001968253.1|DERE
OG0006663	LOC23687518|XP_011493493.2|AAEG	LOC6544948|XP_001971542.1|DERE
OG0006664	LOC5577071|XP_021696368.1|AAEG	LOC6555175|XP_001982273.1|DERE
OG0006665	LOC110675498|XP_021696371.1|AAEG	LOC6545157|XP_001971019.2|DERE
OG0006666	LOC5570511|XP_021696425.1|AAEG	LOC6547783|XP_001974938.1|DERE
OG0006667	LOC5570529|XP_021696429.1|AAEG	LOC6546124|XP_001973541.1|DERE
OG0006668	LOC5570473|XP_021696469.1|AAEG	LOC6542436|XP_001970534.1|DERE
OG0006669	LOC5571688|XP_021696474.1|AAEG	LOC6544768|XP_026832227.1|DERE
OG0006670	LOC5571685|XP_001659821.1|AAEG	LOC6544764|XP_001971494.1|DERE
OG0006671	LOC5571684|XP_021696476.1|AAEG	LOC6544763|XP_026832365.1|DERE
OG0006672	LOC5567636|XP_021696480.1|AAEG	LOC6545869|XP_001971638.1|DERE
OG0006673	LOC5567634|XP_001657589.2|AAEG	LOC6544044|XP_001971968.1|DERE
OG0006674	LOC5567619|XP_001657593.2|AAEG	LOC6545129|XP_001971075.1|DERE
OG0006675	LOC110675521|XP_021696504.1|AAEG	LOC6543637|XP_001971841.1|DERE
OG0006676	LOC5564100|XP_021696522.1|AAEG	LOC6544360|XP_026832841.1|DERE
OG0006677	LOC5564099|XP_001648425.2|AAEG	LOC6545663|XP_001971667.2|DERE
OG0006678	LOC5566286|XP_021696527.1|AAEG	LOC6546298|XP_001973530.1|DERE
OG0006679	LOC5566296|XP_001650672.2|AAEG	LOC26526636|XP_015014320.1|DERE
OG0006680	LOC5566273|XP_021696539.1|AAEG	LOC6554474|XP_026839476.1|DERE
OG0006681	LOC5566279|XP_021696554.1|AAEG	LOC6544715|XP_001971491.2|DERE
OG0006682	LOC5566283|XP_021696559.1|AAEG	LOC6544634|XP_001972024.1|DERE
OG0006683	LOC110675561|XP_021696569.1|AAEG	LOC6544635|XP_026833597.1|DERE
OG0006684	LOC5566291|XP_021696570.1|AAEG	LOC6545715|XP_001971668.1|DERE
OG0006685	LOC5570091|XP_001653078.1|AAEG	LOC6541507|XP_001969146.3|DERE
OG0006686	LOC5570087|XP_021696585.1|AAEG	LOC6544720|XP_026833200.1|DERE
OG0006687	LOC5569214|XP_001658387.1|AAEG	LOC6550299|XP_001977701.1|DERE
OG0006688	LOC5568098|XP_001652035.1|AAEG	LOC6545283|XP_001972072.2|DERE
OG0006689	LOC5568104|XP_001652043.2|AAEG	LOC6545971|XP_001971181.2|DERE
OG0006690	LOC5566341|XP_021696745.1|AAEG	LOC6552359|XP_026839835.1|DERE
OG0006691	LOC5578957|XP_001664136.2|AAEG	LOC26526418|XP_015014274.1|DERE
OG0006692	LOC5564626|XP_001648971.2|AAEG	LOC6545684|XP_001971175.1|DERE
OG0006693	LOC5564627|XP_021696772.1|AAEG	LOC6546463|XP_026833611.1|DERE
OG0006694	LOC5567126|XP_001651548.1|AAEG	LOC6555499|XP_026837895.1|DERE
OG0006695	LOC5564573|XP_021696810.1|AAEG	LOC6545675|XP_001971657.1|DERE
OG0006696	LOC5572350|XP_021702586.1|AAEG	LOC26526452|XP_026834496.1|DERE
OG0006697	LOC5566237|XP_021696840.1|AAEG	LOC6545816|XP_015013880.1|DERE
OG0006698	LOC5566233|XP_001650607.1|AAEG	LOC6544225|XP_001973041.1|DERE
OG0006699	LOC5565645|XP_021696877.1|AAEG	LOC6546512|XP_001971343.1|DERE
OG0006700	LOC5565664|XP_001650012.1|AAEG	LOC6545458|XP_001972141.1|DERE
OG0006701	LOC110675643|XP_021696899.1|AAEG	LOC6547353|XP_001976186.1|DERE
OG0006702	LOC5573780|XP_021696923.1|AAEG	LOC6545134|XP_001971000.1|DERE
OG0006703	LOC5576413|XP_001656115.2|AAEG	LOC6543627|XP_026832964.1|DERE
OG0006704	LOC5576414|XP_021696953.1|AAEG	LOC6544151|XP_001973006.1|DERE
OG0006705	LOC5568904|XP_021696995.1|AAEG	LOC6540923|XP_001970374.1|DERE
OG0006706	LOC5568900|XP_001658223.2|AAEG	LOC6548408|XP_001976674.1|DERE
OG0006707	LOC5574793|XP_001655350.2|AAEG	LOC6547893|XP_001976452.1|DERE
OG0006708	LOC5574797|XP_021697006.1|AAEG	LOC6550434|XP_001977794.1|DERE
OG0006709	LOC5574825|XP_021697020.1|AAEG	LOC6551150|XP_026837509.1|DERE
OG0006710	LOC5578225|XP_021697046.1|AAEG	LOC6545445|XP_026832197.1|DERE
OG0006711	LOC5576452|XP_021697043.1|AAEG	LOC6545446|XP_026832195.1|DERE
OG0006712	LOC5568326|XP_021697052.1|AAEG	LOC6546242|XP_001971289.2|DERE
OG0006713	LOC5568323|XP_021697067.1|AAEG	LOC6543773|XP_001972308.1|DERE
OG0006714	LOC5568322|XP_001652200.1|AAEG	LOC6543774|XP_001972309.1|DERE
OG0006715	LOC5568301|XP_001652178.2|AAEG	LOC6545449|XP_001972132.2|DERE
OG0006716	LOC5568300|XP_021697096.1|AAEG	LOC6542155|XP_001968510.1|DERE
OG0006717	LOC5568299|XP_001652176.1|AAEG	LOC6544926|XP_001972545.1|DERE
OG0006718	LOC5568296|XP_001652173.1|AAEG	LOC6544927|XP_001972546.1|DERE
OG0006719	LOC5568293|XP_021697100.1|AAEG	LOC6544084|XP_026833658.1|DERE
OG0006720	LOC110675714|XP_021697113.1|AAEG	LOC6546248|XP_026833020.1|DERE
OG0006721	LOC5571810|XP_001659942.1|AAEG	LOC6545008|XP_001972535.1|DERE
OG0006722	LOC5571811|XP_021697116.1|AAEG	LOC6545318|XP_026833078.1|DERE
OG0006723	LOC5574704|XP_021697229.1|AAEG	LOC6543246|XP_001970105.1|DERE
OG0006724	LOC5572699|XP_001660517.1|AAEG	LOC6554485|XP_001981930.1|DERE
OG0006725	LOC5572697|XP_001660516.1|AAEG	LOC6554489|XP_001981934.1|DERE
OG0006726	LOC5572696|XP_001660515.1|AAEG	LOC6552526|XP_001979918.1|DERE
OG0006727	LOC5572694|XP_021697243.1|AAEG	LOC6554490|XP_001981935.1|DERE
OG0006728	LOC5571605|XP_001653725.2|AAEG	LOC6552421|XP_001980866.1|DERE
OG0006729	LOC5570741|XP_021697358.1|AAEG	LOC6547556|XP_015011573.1|DERE
OG0006730	LOC5576648|XP_001662804.1|AAEG	LOC6547557|XP_001976178.1|DERE
OG0006731	LOC5564512|XP_021697371.1|AAEG	LOC6541735|XP_001970097.1|DERE
OG0006732	LOC5565659|XP_021697379.1|AAEG	LOC6543802|XP_001971361.2|DERE
OG0006733	LOC5577724|XP_001656668.1|AAEG	LOC6543545|XP_001973629.1|DERE
OG0006734	LOC5574452|XP_021697405.1|AAEG	LOC6544798|XP_001971517.1|DERE
OG0006735	LOC5571389|XP_021697404.1|AAEG	LOC6543741|XP_026832455.1|DERE
OG0006736	LOC5579060|XP_001657257.2|AAEG	LOC6544042|XP_001971966.1|DERE
OG0006737	LOC5567091|XP_001651451.1|AAEG	LOC6546192|XP_001972921.1|DERE
OG0006738	LOC5576075|XP_001662412.1|AAEG	LOC6549271|XP_001975713.1|DERE
OG0006739	LOC5576082|XP_001662411.1|AAEG	LOC6544679|XP_001972015.1|DERE
OG0006740	LOC5576078|XP_001662409.1|AAEG	LOC6543675|XP_001971373.1|DERE
OG0006741	LOC5576076|XP_001662408.2|AAEG	LOC6543676|XP_001971374.1|DERE
OG0006742	LOC5578252|XP_021697471.1|AAEG	LOC6553086|XP_001980105.1|DERE
OG0006743	LOC5578257|XP_021697473.1|AAEG	LOC6543312|XP_001968156.2|DERE
OG0006744	LOC5576852|XP_021697528.1|AAEG	LOC6546011|XP_015013218.1|DERE
OG0006745	LOC5574228|XP_021697557.1|AAEG	LOC6553306|XP_001980172.1|DERE
OG0006746	LOC5574062|XP_021697583.1|AAEG	LOC6545773|XP_026832797.1|DERE
OG0006747	LOC5574061|XP_021697595.1|AAEG	LOC26526723|XP_026833126.1|DERE
OG0006748	LOC5567758|XP_021697604.1|AAEG	LOC6555539|XP_001982431.2|DERE
OG0006749	LOC5564953|XP_021697669.1|AAEG	LOC6543765|XP_001971193.1|DERE
OG0006750	LOC5573546|XP_021697677.1|AAEG	LOC6551298|XP_001978397.1|DERE
OG0006752	LOC5565551|XP_001649918.2|AAEG	LOC6546336|XP_001971812.2|DERE
OG0006753	LOC5565561|XP_001649914.2|AAEG	LOC6546446|XP_001971815.2|DERE
OG0006754	LOC5565536|XP_021697747.1|AAEG	LOC6544645|XP_015013598.1|DERE
OG0006755	LOC5565556|XP_001649893.1|AAEG	LOC6545082|XP_001971037.1|DERE
OG0006756	LOC5565532|XP_021697759.1|AAEG	LOC6545279|XP_001972068.1|DERE
OG0006757	LOC5563838|XP_001648155.1|AAEG	LOC6545278|XP_001972067.1|DERE
OG0006758	LOC5563841|XP_001648157.1|AAEG	LOC6546156|XP_001971299.1|DERE
OG0006759	LOC5563839|XP_021697761.1|AAEG	LOC6546155|XP_026833530.1|DERE
OG0006760	LOC5565543|XP_021697770.1|AAEG	LOC6546174|XP_001973575.2|DERE
OG0006761	LOC5564146|XP_001648476.1|AAEG	LOC6552601|XP_001978994.1|DERE
OG0006762	LOC5576549|XP_021697835.1|AAEG	LOC6549918|XP_026837382.1|DERE
OG0006763	LOC5573513|XP_001660911.1|AAEG	LOC6546930|XP_001974691.1|DERE
OG0006764	LOC5574925|XP_021697878.1|AAEG	LOC6549373|XP_001975683.1|DERE
OG0006765	LOC5566529|XP_001650919.1|AAEG	LOC6547160|XP_001974688.1|DERE
OG0006766	LOC5566494|XP_021697881.1|AAEG	LOC6545601|XP_026833431.1|DERE
OG0006767	LOC5575135|XP_001655512.2|AAEG	LOC6546272|XP_001973591.1|DERE
OG0006768	LOC5575136|XP_001655513.1|AAEG	LOC6546271|XP_001973590.1|DERE
OG0006769	LOC5575137|XP_001655514.1|AAEG	LOC6546273|XP_001973592.1|DERE
OG0006770	LOC5578617|XP_001657036.2|AAEG	LOC6544405|XP_001972035.1|DERE
OG0006771	LOC5571183|XP_021697944.1|AAEG	LOC6550480|XP_026838211.1|DERE
OG0006772	LOC5571188|XP_001653516.2|AAEG	LOC6542000|XP_001970577.3|DERE
OG0006773	LOC5573990|XP_021697979.1|AAEG	LOC6543757|XP_001971351.1|DERE
OG0006774	LOC5573997|XP_021698005.1|AAEG	LOC6545525|XP_026832593.1|DERE
OG0006775	LOC5573999|XP_001661086.1|AAEG	LOC6543902|XP_001972973.1|DERE
OG0006776	LOC5568730|XP_001658110.2|AAEG	LOC6546448|XP_026833334.1|DERE
OG0006777	LOC5574003|XP_001661090.1|AAEG	LOC6543697|XP_001972971.1|DERE
OG0006778	LOC5574004|XP_021698010.1|AAEG	LOC6546529|XP_001971264.1|DERE
OG0006779	LOC5574358|XP_021698013.1|AAEG	LOC6545666|XP_001971141.1|DERE
OG0006780	LOC5568735|XP_021698016.1|AAEG	LOC6544070|XP_001971429.1|DERE
OG0006781	LOC5568743|XP_021698045.1|AAEG	LOC6544327|XP_001971980.1|DERE
OG0006782	LOC5568748|XP_001658129.2|AAEG	LOC6545424|XP_015013537.1|DERE
OG0006783	LOC5566824|XP_021698068.1|AAEG	LOC6549004|XP_026837137.1|DERE
OG0006784	LOC5569157|XP_021698137.1|AAEG	LOC6543894|XP_026832317.1|DERE
OG0006785	LOC5572098|XP_021698148.1|AAEG	LOC6548084|XP_001975175.1|DERE
OG0006786	LOC5569163|XP_021698171.1|AAEG	LOC6547019|XP_026836311.1|DERE
OG0006787	LOC5574864|XP_021698278.1|AAEG	LOC6544569|XP_015013923.1|DERE
OG0006788	LOC5574863|XP_001661687.2|AAEG	LOC6544570|XP_001972421.2|DERE
OG0006789	LOC5575957|XP_001662311.1|AAEG	LOC6550032|XP_001977498.2|DERE
OG0006790	LOC5574862|XP_001661688.1|AAEG	LOC6542042|XP_001968464.1|DERE
OG0006791	LOC5565671|XP_001650026.1|AAEG	LOC6544595|XP_026832879.1|DERE
OG0006792	LOC5574453|XP_001661470.1|AAEG	LOC6543974|XP_015013885.1|DERE
OG0006793	LOC5564220|XP_001648568.2|AAEG	LOC6543963|XP_026832791.1|DERE
OG0006794	LOC5564228|XP_001648564.1|AAEG	LOC6541810|XP_001970729.1|DERE
OG0006795	LOC5564217|XP_001648559.2|AAEG	LOC6543564|XP_001971824.1|DERE
OG0006796	LOC5564317|XP_001648653.1|AAEG	LOC6543884|XP_001973643.1|DERE
OG0006797	LOC5564300|XP_001648651.1|AAEG	LOC6541938|XP_001969431.1|DERE
OG0006798	LOC5569020|XP_001658276.1|AAEG	LOC6544783|XP_001971603.1|DERE
OG0006799	LOC5574158|XP_021698429.1|AAEG	LOC6545767|XP_026832453.1|DERE
OG0006800	LOC5569603|XP_001652883.2|AAEG	LOC6545561|XP_001972687.1|DERE
OG0006801	LOC5577968|XP_001663631.1|AAEG	LOC6549819|XP_001977342.1|DERE
OG0006802	LOC5570796|XP_021698590.1|AAEG	LOC6546600|XP_001975488.1|DERE
OG0006803	LOC5570783|XP_001653286.2|AAEG	LOC6547254|XP_001976140.1|DERE
OG0006804	LOC5570793|XP_021698604.1|AAEG	LOC6543971|XP_015013886.1|DERE
OG0006805	LOC5570791|XP_021698606.1|AAEG	LOC6546708|XP_001975869.2|DERE
OG0006806	LOC5579155|XP_021698640.1|AAEG	LOC6545394|XP_026832606.1|DERE
OG0006807	LOC5568754|XP_021698685.1|AAEG	LOC6545574|XP_015012984.1|DERE
OG0006808	LOC5572534|XP_001654061.2|AAEG	LOC6540618|XP_001970319.1|DERE
OG0006809	LOC5572289|XP_001653975.2|AAEG	LOC6546473|XP_001971754.1|DERE
OG0006810	LOC5572287|XP_001653972.2|AAEG	LOC6544861|XP_026832402.1|DERE
OG0006811	LOC5572286|XP_001653971.2|AAEG	LOC6554252|XP_026839807.1|DERE
OG0006812	LOC23687584|XP_021698727.1|AAEG	LOC6544770|XP_001971676.1|DERE
OG0006813	LOC5572277|XP_021698748.1|AAEG	LOC6551846|XP_026831980.1|DERE
OG0006814	LOC5572195|XP_001653862.1|AAEG	LOC6544795|XP_001972502.1|DERE
OG0006815	LOC5564563|XP_021698821.1|AAEG	LOC6546262|XP_015013349.1|DERE
OG0006816	LOC5571886|XP_021698823.1|AAEG	LOC6546263|XP_001971759.1|DERE
OG0006817	LOC5566090|XP_001650458.2|AAEG	LOC6546481|XP_026833165.1|DERE
OG0006818	LOC5566034|XP_021698857.1|AAEG	LOC6545205|XP_001971066.2|DERE
OG0006819	LOC5574351|XP_001661386.2|AAEG	LOC6545570|XP_026833773.1|DERE
OG0006820	LOC5574348|XP_021698908.1|AAEG	LOC6545575|XP_001973353.1|DERE
OG0006821	LOC5574342|XP_021698910.1|AAEG	LOC6541360|XP_001969860.1|DERE
OG0006822	LOC5577977|XP_021698914.1|AAEG	LOC6547387|XP_001974926.1|DERE
OG0006823	LOC5574338|XP_001661371.1|AAEG	LOC6543631|XP_001973011.1|DERE
OG0006824	LOC5574333|XP_001661366.1|AAEG	LOC6544335|XP_001971986.1|DERE
OG0006825	LOC5577266|XP_021698973.1|AAEG	LOC6544945|XP_001972618.1|DERE
OG0006826	LOC5577270|XP_021698987.1|AAEG	LOC6543938|XP_001973028.2|DERE
OG0006827	LOC5573289|XP_021699051.1|AAEG	LOC6553197|XP_001979158.1|DERE
