Orthogroup	AAEG.longest_only	DSUP.longest_only
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC119550072|XP_037714466.1|DSUP
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC119548629|XP_037711938.1|DSUP
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC119552035|XP_037717703.1|DSUP
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC119548374|XP_037711520.1|DSUP
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC119548166|XP_037711205.1|DSUP
OG0007007	LOC5566398|XP_001650762.1|AAEG	LOC119546416|XP_037708609.1|DSUP
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC119547649|XP_037710518.1|DSUP
OG0007009	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG	LOC119546659|XP_037709042.1|DSUP
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC119546760|XP_037709221.1|DSUP
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC119560588|XP_037730042.1|DSUP
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC119546732|XP_037709151.1|DSUP
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC119548474|XP_037711671.1|DSUP
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC119547925|XP_037710893.1|DSUP
OG0007015	LOC5565307|XP_001649665.2|AAEG	LOC119546105|XP_037708119.1|DSUP
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC119548623|XP_037711924.1|DSUP
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC119545953|XP_037707838.1|DSUP
OG0007018	LOC5566800|XP_021702552.1|AAEG	LOC119546460|XP_037708666.1|DSUP
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC119561834|XP_037731245.1|DSUP
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC119548036|XP_037711040.1|DSUP
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC119546953|XP_037709520.1|DSUP
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC119546048|XP_037708002.1|DSUP
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC119548223|XP_037711287.1|DSUP
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC119563202|XP_037732421.1|DSUP
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC119557720|XP_037726529.1|DSUP
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC119548527|XP_037711747.1|DSUP
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC119547130|XP_037709771.1|DSUP
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC119547830|XP_037710782.1|DSUP
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC119546133|XP_037708163.1|DSUP
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC119557145|XP_037725657.1|DSUP
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC119559683|XP_037728667.1|DSUP
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC119553451|XP_037719780.1|DSUP
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC119548104|XP_037711122.1|DSUP
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC119547787|XP_037710728.1|DSUP
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC119556615|XP_037724859.1|DSUP
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC119555644|XP_037723107.1|DSUP
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC119563027|XP_037732153.1|DSUP
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC119550330|XP_037714864.1|DSUP
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC119551944|XP_037717561.1|DSUP
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC119546817|XP_037709332.1|DSUP
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC119547666|XP_037710545.1|DSUP
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC119548205|XP_037711263.1|DSUP
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC119561005|XP_037730749.1|DSUP
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC119548357|XP_037711500.1|DSUP
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC119559855|XP_037728887.1|DSUP
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC119560866|XP_037730466.1|DSUP
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC119547587|XP_037710423.1|DSUP
OG0007048	LOC5569077|XP_021703044.1|AAEG	LOC119546827|XP_037709346.1|DSUP
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC119545960|XP_037707854.1|DSUP
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC119547018|XP_037709615.1|DSUP
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC119547231|XP_037709925.1|DSUP
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC119556253|XP_037724222.1|DSUP
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC119549666|XP_037713801.1|DSUP
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC119549975|XP_037714302.1|DSUP
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC119549513|XP_037713552.1|DSUP
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC119554050|XP_037720717.1|DSUP
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC119556254|XP_037724226.1|DSUP
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC119556375|XP_037724471.1|DSUP
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC119546629|XP_037708996.1|DSUP
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC119546830|XP_037709348.1|DSUP
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC119547058|XP_037709666.1|DSUP
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC119546009|XP_037707939.1|DSUP
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC119548797|XP_037712300.1|DSUP
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC119550162|XP_037714624.1|DSUP
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC119554935|XP_037721973.1|DSUP
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC119553404|XP_037719704.1|DSUP
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC119547601|XP_037710450.1|DSUP
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC119547052|XP_037709658.1|DSUP
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC119546923|XP_037709482.1|DSUP
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC119550223|XP_037714715.1|DSUP
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC119549098|XP_037712761.1|DSUP
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC119560476|XP_037729864.1|DSUP
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC119547278|XP_037709989.1|DSUP
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC119551597|XP_037716926.1|DSUP
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC119548407|XP_037711573.1|DSUP
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC119550224|XP_037714716.1|DSUP
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC119547400|XP_037710177.1|DSUP
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC119547810|XP_037710756.1|DSUP
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC119547811|XP_037710758.1|DSUP
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC119547070|XP_037709683.1|DSUP
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC119546501|XP_037708745.1|DSUP
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC119547206|XP_037709881.1|DSUP
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC119547365|XP_037710110.1|DSUP
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC119556790|XP_037725154.1|DSUP
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC119548888|XP_037712467.1|DSUP
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC119548548|XP_037711770.1|DSUP
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC119554877|XP_037721891.1|DSUP
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC119545926|XP_037707766.1|DSUP
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC119547853|XP_037710811.1|DSUP
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC119548380|XP_037711529.1|DSUP
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC119546018|XP_037707958.1|DSUP
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC119548191|XP_037711250.1|DSUP
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC119546119|XP_037708138.1|DSUP
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC119547028|XP_037709626.1|DSUP
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC119545972|XP_037707868.1|DSUP
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC119547867|XP_037710829.1|DSUP
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC119546332|XP_037708459.1|DSUP
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC119547686|XP_037710578.1|DSUP
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC119556382|XP_037724488.1|DSUP
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC119548427|XP_037711596.1|DSUP
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC119547351|XP_037710094.1|DSUP
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC119548746|XP_037712190.1|DSUP
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC119547857|XP_037710817.1|DSUP
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC119548465|XP_037711660.1|DSUP
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC119545950|XP_037707834.1|DSUP
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC119547632|XP_037710490.1|DSUP
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC119546955|XP_037709524.1|DSUP
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC119547873|XP_037710837.1|DSUP
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC119546027|XP_037707971.1|DSUP
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC119547142|XP_037709785.1|DSUP
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC119546398|XP_037708577.1|DSUP
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC119547677|XP_037710565.1|DSUP
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC119563332|XP_037732605.1|DSUP
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC119548318|XP_037711426.1|DSUP
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC119548090|XP_037711105.1|DSUP
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC119546373|XP_037708533.1|DSUP
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC119547689|XP_037710584.1|DSUP
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC119547858|XP_037710818.1|DSUP
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC119557170|XP_037725704.1|DSUP
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC119556219|XP_037724130.1|DSUP
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC119556248|XP_037724214.1|DSUP
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC119556095|XP_037723883.1|DSUP
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC119555983|XP_037723639.1|DSUP
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC119553739|XP_037720262.1|DSUP
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC119553537|XP_037719899.1|DSUP
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC119555660|XP_037723171.1|DSUP
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC119553006|XP_037718957.1|DSUP
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC119553689|XP_037720170.1|DSUP
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC119553539|XP_037719903.1|DSUP
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC119554022|XP_037720665.1|DSUP
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC119553037|XP_037719028.1|DSUP
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC119554793|XP_037721770.1|DSUP
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC119554881|XP_037721897.1|DSUP
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC119555634|XP_037723083.1|DSUP
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC119554850|XP_037721858.1|DSUP
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC119552972|XP_037718912.1|DSUP
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC119557834|XP_037726725.1|DSUP
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC119557989|XP_037727011.1|DSUP
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC119556091|XP_037723874.1|DSUP
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC119557892|XP_037726824.1|DSUP
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC119557366|XP_037726035.1|DSUP
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC119553136|XP_037719256.1|DSUP
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC119563100|XP_037732266.1|DSUP
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC119545822|XP_037707646.1|DSUP
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC119552783|XP_037718535.1|DSUP
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC119562910|XP_037731981.1|DSUP
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC119560223|XP_037729509.1|DSUP
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC119558326|XP_037727671.1|DSUP
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC119549574|XP_037713656.1|DSUP
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC119554438|XP_037721276.1|DSUP
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC119553604|XP_037719990.1|DSUP
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC119558149|XP_037727312.1|DSUP
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC119557449|XP_037726142.1|DSUP
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC119551988|XP_037717637.1|DSUP
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC119549964|XP_037714284.1|DSUP
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC119563526|XP_037732923.1|DSUP
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC119560048|XP_037729282.1|DSUP
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC119552695|XP_037718349.1|DSUP
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC119558099|XP_037727239.1|DSUP
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC119555783|XP_037723352.1|DSUP
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC119558399|XP_037727856.1|DSUP
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC119556013|XP_037723709.1|DSUP
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC119546529|XP_037708798.1|DSUP
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC119546520|XP_037708786.1|DSUP
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC119556051|XP_037723776.1|DSUP
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC119553658|XP_037720074.1|DSUP
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC119556368|XP_037724462.1|DSUP
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC119556272|XP_037724250.1|DSUP
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC119556607|XP_037724848.1|DSUP
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC119561104|XP_037730926.1|DSUP
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC119556929|XP_037725347.1|DSUP
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC119557411|XP_037726088.1|DSUP
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC119558120|XP_037727278.1|DSUP
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC119556212|XP_037724125.1|DSUP
OG0007175	LOC5566392|XP_021710584.1|AAEG	LOC119554894|XP_037721924.1|DSUP
OG0007176	LOC5574394|XP_001655107.1|AAEG	LOC119563327|XP_037732598.1|DSUP
OG0007177	LOC5574401|XP_001655108.1|AAEG	LOC119561008|XP_037730757.1|DSUP
OG0007178	LOC5574406|XP_001655113.1|AAEG	LOC119550764|XP_037715620.1|DSUP
OG0007179	LOC5574409|XP_001655116.1|AAEG	LOC119559952|XP_037729110.1|DSUP
OG0007180	LOC5574410|XP_001655117.1|AAEG	LOC119561009|XP_037730758.1|DSUP
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC119557684|XP_037726483.1|DSUP
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC119560647|XP_037730129.1|DSUP
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC119560995|XP_037730702.1|DSUP
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC119560080|XP_037729322.1|DSUP
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC119548426|XP_037711595.1|DSUP
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC119547922|XP_037710894.1|DSUP
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC119545677|XP_037707338.1|DSUP
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC119563495|XP_037732862.1|DSUP
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC119558570|XP_037727952.1|DSUP
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC119548501|XP_037711712.1|DSUP
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC119553719|XP_037720231.1|DSUP
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC119556286|XP_037724268.1|DSUP
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC119556285|XP_037724266.1|DSUP
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC119556604|XP_037724845.1|DSUP
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC119560547|XP_037729980.1|DSUP
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC119549272|XP_037713115.1|DSUP
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC119554857|XP_037721864.1|DSUP
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC119560012|XP_037729222.1|DSUP
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC119550984|XP_037715950.1|DSUP
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC119563450|XP_037732772.1|DSUP
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC119555069|XP_037722205.1|DSUP
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC119554576|XP_037721484.1|DSUP
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC119554573|XP_037721481.1|DSUP
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC119557861|XP_037726787.1|DSUP
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC119554953|XP_037722001.1|DSUP
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC119563352|XP_037732629.1|DSUP
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC119558779|XP_037727994.1|DSUP
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC119562945|XP_037732030.1|DSUP
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC119562946|XP_037732032.1|DSUP
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC119560612|XP_037730076.1|DSUP
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC119557006|XP_037725469.1|DSUP
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC119562966|XP_037732069.1|DSUP
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC119549649|XP_037713762.1|DSUP
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC119552864|XP_037718678.1|DSUP
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC119563377|XP_037732660.1|DSUP
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC119553660|XP_037720085.1|DSUP
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC119549077|XP_037712715.1|DSUP
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC119547047|XP_037709656.1|DSUP
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC119552050|XP_037717726.1|DSUP
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC119559910|XP_037729015.1|DSUP
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC119546889|XP_037709440.1|DSUP
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC119561899|XP_037731291.1|DSUP
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC119563415|XP_037732711.1|DSUP
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC119560802|XP_037730364.1|DSUP
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC119551730|XP_037717163.1|DSUP
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC119560541|XP_037729960.1|DSUP
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC119555009|XP_037722080.1|DSUP
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC119553409|XP_037719710.1|DSUP
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC119559805|XP_037728816.1|DSUP
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC119553273|XP_037719496.1|DSUP
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC119555871|XP_037723456.1|DSUP
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC119553614|XP_037719999.1|DSUP
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC119553342|XP_037719605.1|DSUP
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC119553718|XP_037720230.1|DSUP
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC119554105|XP_037720783.1|DSUP
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC119560112|XP_037729389.1|DSUP
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC119560533|XP_037729949.1|DSUP
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC119562869|XP_037731915.1|DSUP
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC119560816|XP_037730388.1|DSUP
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC119562989|XP_037732096.1|DSUP
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC119556595|XP_037724832.1|DSUP
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC119556591|XP_037724820.1|DSUP
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC119557205|XP_037725789.1|DSUP
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC119558383|XP_037727841.1|DSUP
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC119557748|XP_037726566.1|DSUP
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC119560523|XP_037729927.1|DSUP
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC119550891|XP_037715808.1|DSUP
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC119558400|XP_037727857.1|DSUP
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC119558019|XP_037727059.1|DSUP
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC119556241|XP_037724203.1|DSUP
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC119545797|XP_037707605.1|DSUP
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC119560642|XP_037730124.1|DSUP
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC119553086|XP_037719162.1|DSUP
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC119563046|XP_037732179.1|DSUP
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC119556392|XP_037724495.1|DSUP
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC119561011|XP_037730759.1|DSUP
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC119552182|XP_037717952.1|DSUP
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC119545705|XP_037707386.1|DSUP
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC119558203|XP_037727423.1|DSUP
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC119555015|XP_037722086.1|DSUP
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC119551716|XP_037717117.1|DSUP
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC119556974|XP_037725419.1|DSUP
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC119555020|XP_037722092.1|DSUP
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC119553694|XP_037720177.1|DSUP
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC119558199|XP_037727414.1|DSUP
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC119548079|XP_037711096.1|DSUP
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC119563205|XP_037732428.1|DSUP
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC119549418|XP_037713419.1|DSUP
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC119557417|XP_037726093.1|DSUP
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC119560438|XP_037729808.1|DSUP
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC119563189|XP_037732403.1|DSUP
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC119552892|XP_037718735.1|DSUP
OG0007273	LOC5563644|XP_021705396.1|AAEG	LOC119563163|XP_037732351.1|DSUP
OG0007274	LOC5563563|XP_001647885.1|AAEG	LOC119559904|XP_037728997.1|DSUP
OG0007275	LOC5563659|XP_001647883.2|AAEG	LOC119554741|XP_037721691.1|DSUP
OG0007276	LOC5563652|XP_001647882.2|AAEG	LOC119554419|XP_037721236.1|DSUP
OG0007277	LOC23687755|XP_021706437.1|AAEG	LOC119553438|XP_037719756.1|DSUP
OG0007278	LOC5563572|XP_001647861.1|AAEG	LOC119552974|XP_037718915.1|DSUP
OG0007279	LOC5563620|XP_021709402.1|AAEG	LOC119553175|XP_037719342.1|DSUP
OG0007280	LOC5563558|XP_021705604.1|AAEG	LOC119555689|XP_037723267.1|DSUP
OG0007281	LOC5570157|XP_001658959.1|AAEG	LOC119550197|XP_037714674.1|DSUP
OG0007282	LOC5570158|XP_021709430.1|AAEG	LOC119550188|XP_037714661.1|DSUP
OG0007283	LOC5570161|XP_001658963.1|AAEG	LOC119555827|XP_037723378.1|DSUP
OG0007284	LOC5570002|XP_001658891.1|AAEG	LOC119548991|XP_037712524.1|DSUP
OG0007285	LOC5570059|XP_001658892.1|AAEG	LOC119556097|XP_037723889.1|DSUP
OG0007286	LOC5570058|XP_021711449.1|AAEG	LOC119556092|XP_037723875.1|DSUP
OG0007287	LOC5564869|XP_001649227.1|AAEG	LOC119547854|XP_037710813.1|DSUP
OG0007288	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG	LOC119556042|XP_037723760.1|DSUP
