Orthogroup	AAEG.longest_only	DHYD.longest_only
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC111591933|XP_023159637.2|DHYD
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC111594551|XP_023163672.1|DHYD
OG0007329	LOC5564429|XP_021704855.1|AAEG	LOC111604834|XP_023178831.2|DHYD
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC111604022|XP_023177645.2|DHYD
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC111593082|XP_023161437.1|DHYD
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC111598151|XP_023169000.1|DHYD
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC111604957|XP_023179003.2|DHYD
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC111596446|XP_023166439.2|DHYD
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC111604754|XP_023178708.2|DHYD
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC111593068|XP_023161457.2|DHYD
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC111594865|XP_023164112.2|DHYD
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC111602910|XP_030081180.1|DHYD
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC111601400|XP_023173711.1|DHYD
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC111601329|XP_030081626.1|DHYD
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC111603578|XP_023176997.2|DHYD
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC111598073|XP_030080794.1|DHYD
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC111593386|XP_023161873.1|DHYD
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC111595855|XP_023165538.2|DHYD
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC111593359|XP_023161840.1|DHYD
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC111592438|XP_023160390.1|DHYD
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC111591884|XP_030079546.1|DHYD
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC111591879|XP_023159537.1|DHYD
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC111591899|XP_023159575.1|DHYD
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC111593644|XP_023162292.2|DHYD
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC111599782|XP_023171320.1|DHYD
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC111605208|XP_023179393.2|DHYD
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC111604859|XP_023178861.1|DHYD
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC111593328|XP_023161804.1|DHYD
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC111600867|XP_023172957.1|DHYD
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC111599957|XP_023171601.2|DHYD
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC111599591|XP_023171038.2|DHYD
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC111602938|XP_023176060.2|DHYD
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC111595925|XP_023165646.1|DHYD
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC111605447|XP_023179732.1|DHYD
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC111597367|XP_023167794.2|DHYD
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC111603893|XP_023177479.1|DHYD
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC111593289|XP_023161776.1|DHYD
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC111605328|XP_023179602.2|DHYD
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC111599954|XP_023175651.2|DHYD
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC111597184|XP_023167518.2|DHYD
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC111596014|XP_023165802.2|DHYD
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC111595395|XP_023164870.1|DHYD
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC111598504|XP_030081578.1|DHYD
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC111600792|XP_023172850.2|DHYD
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC111595241|XP_030080735.1|DHYD
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC111604914|XP_023178930.1|DHYD
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC111598139|XP_023168969.1|DHYD
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC111603098|XP_023176326.1|DHYD
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC111603194|XP_023176450.2|DHYD
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC111591889|XP_023159563.1|DHYD
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC111593493|XP_023162025.1|DHYD
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC111596881|XP_030078959.1|DHYD
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC111604927|XP_023178961.1|DHYD
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC111605154|XP_023179305.1|DHYD
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC111597438|XP_030079688.1|DHYD
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC111593397|XP_023161886.2|DHYD
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC111605612|XP_030079869.1|DHYD
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC111604061|XP_023177695.1|DHYD
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC111593636|XP_023162280.2|DHYD
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC111596798|XP_023166927.1|DHYD
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC111595985|XP_023165740.2|DHYD
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC111602804|XP_023175864.1|DHYD
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC111592505|XP_023160497.1|DHYD
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC111597245|XP_023167609.2|DHYD
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC111598532|XP_023169586.1|DHYD
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC111597357|XP_023167775.2|DHYD
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC111593374|XP_023161858.2|DHYD
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC111604068|XP_023177705.1|DHYD
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC111593001|XP_023161291.1|DHYD, LOC115482735|XP_030079332.1|DHYD
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC111603563|XP_023176971.2|DHYD
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC111603996|XP_023177609.2|DHYD
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC111603177|XP_023176426.1|DHYD
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC111598127|XP_023168956.1|DHYD
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC111598405|XP_023169411.2|DHYD
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC111597893|XP_030080800.1|DHYD
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC111596204|XP_023166084.2|DHYD
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC111603639|XP_023177079.2|DHYD
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC111603548|XP_023176950.1|DHYD
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC111596256|XP_023166163.1|DHYD
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC111602331|XP_023175100.2|DHYD
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC111592264|XP_023160125.2|DHYD
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC111599317|XP_023170700.1|DHYD
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC111594077|XP_023162987.2|DHYD
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC111602416|XP_023175219.1|DHYD
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC111598154|XP_023169007.1|DHYD
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC111592308|XP_023160186.2|DHYD
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC111601900|XP_023174510.1|DHYD
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC111605681|XP_023180121.2|DHYD
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC111602422|XP_030079874.1|DHYD
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC111604043|XP_023177667.1|DHYD
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC111597087|XP_023167390.1|DHYD
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC111601499|XP_023173860.2|DHYD
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC111605266|XP_023179472.1|DHYD
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC111594253|XP_030081765.1|DHYD, LOC115483038|XP_030079704.1|DHYD
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC111605313|XP_023179542.1|DHYD
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC111602068|XP_023174754.2|DHYD
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC111604469|XP_023178319.2|DHYD
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC111605086|XP_023179191.2|DHYD
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC111603152|XP_023176397.2|DHYD
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC111593444|XP_023161965.1|DHYD
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC111602433|XP_023175246.2|DHYD
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC111604370|XP_023178209.1|DHYD
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC111591935|XP_023159642.1|DHYD
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC111605560|XP_023179901.1|DHYD
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC111595334|XP_023164763.2|DHYD
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC111598155|XP_023169008.2|DHYD
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC111592778|XP_023160950.1|DHYD
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC111592773|XP_023160945.1|DHYD
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC111605696|XP_023180138.2|DHYD
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC111604319|XP_023178140.2|DHYD
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC111592347|XP_023160250.2|DHYD
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC111592720|XP_023160877.2|DHYD
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC111598429|XP_030079324.1|DHYD
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC111594337|XP_023163352.1|DHYD
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC111601373|XP_023173680.2|DHYD
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC111593790|XP_023162576.1|DHYD
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC111601201|XP_023173459.2|DHYD
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC111601205|XP_023173464.1|DHYD
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC111595758|XP_023165398.2|DHYD
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC111595458|XP_023164964.1|DHYD
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC111600057|XP_023171754.2|DHYD
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC111598380|XP_030078879.1|DHYD
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC111599204|XP_023170568.2|DHYD
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC111598090|XP_023168907.1|DHYD
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC111598094|XP_023168912.1|DHYD
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC111593136|XP_023161504.2|DHYD
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC111597369|XP_023167792.2|DHYD
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC111600070|XP_023171769.1|DHYD
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC111602399|XP_023175184.2|DHYD
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC111595391|XP_023164861.1|DHYD
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC111592059|XP_023159826.1|DHYD
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC111599969|XP_023171633.1|DHYD
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC111601267|XP_023173542.1|DHYD
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC111601001|XP_023173165.2|DHYD
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC111599223|XP_023170588.1|DHYD
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC111599239|XP_023170604.1|DHYD
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC111601002|XP_030080984.1|DHYD
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC111599819|XP_023171375.2|DHYD
OG0007466	LOC5571124|XP_021711034.1|AAEG	LOC111595475|XP_023165009.2|DHYD
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC111595468|XP_023165001.2|DHYD
OG0007468	LOC5578344|XP_001656914.2|AAEG	LOC111592214|XP_023160054.1|DHYD
OG0007469	LOC5578338|XP_021706754.1|AAEG	LOC111603312|XP_023176601.2|DHYD
OG0007470	LOC5578331|XP_001656900.2|AAEG	LOC111605024|XP_023179123.2|DHYD
OG0007471	LOC5573759|XP_021705630.1|AAEG	LOC111594363|XP_023163398.2|DHYD
OG0007472	LOC5573754|XP_001654782.2|AAEG	LOC111605120|XP_023179242.1|DHYD
OG0007473	LOC5573742|XP_001654770.1|AAEG	LOC111605655|XP_023180084.1|DHYD
OG0007474	LOC5579663|XP_021707446.1|AAEG	LOC111600086|XP_023171793.2|DHYD
OG0007475	LOC5577237|XP_021710770.1|AAEG	LOC111600518|XP_023172414.1|DHYD
OG0007476	LOC5576932|XP_021704955.1|AAEG	LOC111592114|XP_023159952.2|DHYD
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	LOC111604622|XP_023178559.2|DHYD
OG0007478	LOC5575774|XP_021705902.1|AAEG	LOC111592593|XP_023160676.2|DHYD
OG0007479	LOC5577486|XP_001663404.1|AAEG	LOC111595955|XP_023165695.1|DHYD
OG0007480	LOC5577485|XP_021707341.1|AAEG	LOC111603004|XP_030078730.1|DHYD
OG0007481	LOC5570994|XP_001653426.2|AAEG	LOC111596861|XP_023167065.2|DHYD
OG0007482	LOC110678790|XP_021707848.1|AAEG	LOC111601940|XP_023174563.1|DHYD
OG0007483	LOC5572358|XP_021705669.1|AAEG	LOC111592115|XP_023159914.2|DHYD
OG0007484	LOC23687567|XP_021708965.1|AAEG	LOC111596774|XP_023166892.1|DHYD
OG0007485	LOC110679177|XP_021708967.1|AAEG	LOC111593645|XP_023162293.1|DHYD
OG0007486	LOC5576707|XP_001656213.1|AAEG	LOC111593490|XP_023162023.1|DHYD
OG0007487	LOC5576709|XP_021704626.1|AAEG	LOC111595881|XP_023165575.2|DHYD
OG0007488	LOC5575270|XP_001661875.1|AAEG	LOC111592297|XP_023160169.2|DHYD
OG0007489	LOC5575274|XP_001661867.1|AAEG	LOC111601401|XP_023173713.1|DHYD
OG0007490	LOC5573621|XP_021710745.1|AAEG	LOC111598170|XP_023169031.2|DHYD
OG0007491	LOC5575220|XP_001655621.1|AAEG	LOC111597318|XP_023167715.2|DHYD
OG0007492	LOC5573627|XP_001660954.2|AAEG	LOC111597084|XP_023167387.2|DHYD
OG0007493	LOC5573832|XP_021708049.1|AAEG	LOC111598132|XP_030078857.1|DHYD
OG0007494	LOC5563992|XP_021709437.1|AAEG	LOC111596332|XP_023166267.2|DHYD
OG0007495	LOC5563763|XP_021706109.1|AAEG	LOC111594900|XP_023164153.2|DHYD
OG0007496	LOC5577094|XP_021709703.1|AAEG	LOC111604453|XP_023178294.1|DHYD
OG0007497	LOC5577092|XP_021710505.1|AAEG	LOC115483478|XP_030081483.1|DHYD, LOC111599774|XP_023171304.2|DHYD
OG0007498	LOC5571875|XP_021709642.1|AAEG	LOC111600933|XP_023173071.2|DHYD
OG0007499	LOC5571877|XP_001659986.2|AAEG	LOC111605729|XP_023180189.2|DHYD
OG0007500	LOC5571876|XP_021706353.1|AAEG	LOC111605730|XP_023180190.2|DHYD
OG0007501	LOC5567298|XP_021704230.1|AAEG	LOC111592864|XP_023161077.2|DHYD
OG0007502	LOC5570178|XP_001658967.2|AAEG	LOC111604367|XP_023178205.1|DHYD
OG0007503	LOC5570176|XP_021707208.1|AAEG	LOC111595190|XP_023164541.1|DHYD
OG0007504	LOC5570175|XP_001658970.1|AAEG	LOC111605717|XP_023180172.1|DHYD
OG0007505	LOC5563829|XP_021705481.1|AAEG	LOC111604308|XP_023178113.2|DHYD
OG0007506	LOC5563826|XP_021706702.1|AAEG	LOC111604298|XP_023178095.1|DHYD
OG0007507	LOC5567448|XP_021710242.1|AAEG	LOC111595016|XP_023164292.1|DHYD
OG0007508	LOC5566305|XP_001650699.1|AAEG	LOC111599401|XP_023170822.2|DHYD
OG0007509	LOC5566303|XP_021710916.1|AAEG	LOC111592553|XP_023160612.1|DHYD
OG0007510	LOC5573473|XP_001660893.2|AAEG	LOC111597937|XP_023168660.2|DHYD
OG0007511	LOC5577174|XP_001663262.1|AAEG	LOC111603900|XP_023177485.2|DHYD
OG0007512	LOC5576819|XP_021707224.1|AAEG	LOC111602041|XP_023174717.2|DHYD
OG0007513	LOC110678186|XP_021706501.1|AAEG	LOC111599091|XP_023170399.1|DHYD
OG0007514	LOC5564092|XP_021704390.1|AAEG	LOC111596976|XP_023167227.1|DHYD
OG0007515	LOC5577979|XP_001663649.1|AAEG	LOC111595932|XP_023165659.2|DHYD
OG0007516	LOC5574963|XP_021711057.1|AAEG	LOC111599194|XP_023170550.2|DHYD
OG0007517	LOC5574961|XP_001655432.1|AAEG	LOC111592271|XP_023160138.1|DHYD
OG0007518	LOC5574955|XP_021710999.1|AAEG	LOC111599710|XP_023171209.2|DHYD
OG0007519	LOC5575183|XP_021709939.1|AAEG	LOC111597020|XP_023167294.2|DHYD
OG0007520	LOC5573356|XP_001660842.2|AAEG	LOC111596741|XP_023166841.2|DHYD
OG0007521	LOC5567361|XP_001657376.2|AAEG	LOC111605325|XP_030080100.1|DHYD
OG0007522	LOC5566415|XP_021710266.1|AAEG	LOC111593468|XP_023161998.1|DHYD
OG0007523	LOC5575516|XP_021710609.1|AAEG	LOC111592240|XP_030081989.1|DHYD
OG0007524	LOC5564364|XP_021706173.1|AAEG	LOC111599344|XP_023170742.1|DHYD
OG0007525	LOC5571035|XP_001659470.1|AAEG	LOC111600403|XP_023172252.1|DHYD
OG0007526	LOC5571024|XP_001659458.2|AAEG	LOC111595224|XP_023164608.1|DHYD
OG0007527	LOC5569796|XP_001653010.1|AAEG	LOC111603679|XP_023177127.2|DHYD
OG0007528	LOC5572184|XP_021710216.1|AAEG	LOC111604337|XP_030081977.1|DHYD
OG0007529	LOC5578347|XP_021704792.1|AAEG	LOC111602577|XP_023175500.2|DHYD
OG0007530	LOC5567240|XP_001651670.2|AAEG	LOC111598524|XP_023169576.1|DHYD
OG0007531	LOC5567238|XP_001651668.2|AAEG	LOC111604349|XP_023178181.2|DHYD
OG0007532	LOC5567221|XP_001651650.2|AAEG	LOC111594306|XP_023163313.2|DHYD
OG0007533	LOC5567219|XP_001651647.2|AAEG	LOC111596654|XP_023166723.2|DHYD
OG0007534	LOC5567216|XP_001651645.1|AAEG	LOC111600929|XP_023173062.1|DHYD
OG0007535	LOC5567210|XP_001651639.2|AAEG	LOC111591868|XP_023159518.2|DHYD
OG0007536	LOC5567207|XP_021710699.1|AAEG	LOC111604651|XP_023178576.1|DHYD
OG0007537	LOC5567198|XP_021709908.1|AAEG	LOC111605731|XP_023180199.2|DHYD
OG0007538	LOC5567190|XP_021710084.1|AAEG	LOC111591854|XP_023159502.2|DHYD
OG0007539	LOC5567180|XP_021709178.1|AAEG	LOC111594207|XP_023163173.2|DHYD
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC111597890|XP_023168594.2|DHYD
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC111595465|XP_023164996.2|DHYD
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC111593123|XP_023161496.2|DHYD
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC111597408|XP_023167867.2|DHYD
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC111604430|XP_023178261.1|DHYD
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC111597199|XP_023167540.2|DHYD
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC111595158|XP_023164507.1|DHYD
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC111595540|XP_023165093.2|DHYD
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC111603690|XP_030078678.1|DHYD
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC111605663|XP_023180094.1|DHYD
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC111604295|XP_023178092.2|DHYD
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC111593305|XP_023161760.2|DHYD
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC111599190|XP_030080376.1|DHYD
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC111595800|XP_023165458.1|DHYD
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC111595287|XP_023164708.1|DHYD
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC111592164|XP_023159983.2|DHYD
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC111599695|XP_023171183.1|DHYD
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC111599717|XP_023171223.2|DHYD
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC111600534|XP_023172440.1|DHYD
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC111599474|XP_023170912.1|DHYD
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC111596666|XP_023166741.2|DHYD
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC111592273|XP_030078833.1|DHYD
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC111599807|XP_023171358.2|DHYD
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC111603311|XP_023176600.1|DHYD
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC111594925|XP_023164187.1|DHYD
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC111601307|XP_023173595.1|DHYD
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC111597997|XP_023168752.2|DHYD
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC111598294|XP_023169246.1|DHYD
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC111592125|XP_023159928.2|DHYD
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC111597974|XP_023168716.2|DHYD
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC111592179|XP_023160014.2|DHYD
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC111592242|XP_023160094.2|DHYD
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC111593306|XP_023161768.1|DHYD
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC111599986|XP_023171648.2|DHYD
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC111593895|XP_023162731.2|DHYD
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC111599698|XP_023171188.2|DHYD
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC111602805|XP_030080134.1|DHYD
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC111604030|XP_023177654.2|DHYD
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC111594194|XP_030080506.1|DHYD
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC111597077|XP_023167375.2|DHYD
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC111597340|XP_023167753.2|DHYD
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC111602516|XP_023175367.2|DHYD
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC111598507|XP_023169546.1|DHYD
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC111597993|XP_023168740.2|DHYD
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC111593624|XP_030079412.1|DHYD
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC111600940|XP_023173079.2|DHYD
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC111594645|XP_023163807.1|DHYD
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC111597029|XP_030082016.1|DHYD
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC111594734|XP_023163936.2|DHYD
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC111594983|XP_023164251.2|DHYD
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC111599846|XP_023171407.2|DHYD
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC111592172|XP_023159994.1|DHYD
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC111593917|XP_023162757.2|DHYD
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC111592701|XP_023160887.1|DHYD
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC111592173|XP_023159997.2|DHYD
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC111598000|XP_023168757.1|DHYD
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC111601575|XP_023173994.2|DHYD
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC111593536|XP_023162107.1|DHYD
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC111592155|XP_023159973.1|DHYD
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC111604519|XP_023178384.1|DHYD
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC111604514|XP_023178379.1|DHYD
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC111595066|XP_023164390.1|DHYD
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC111600961|XP_023173109.1|DHYD
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC111600980|XP_023173135.2|DHYD
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC111598079|XP_023168888.2|DHYD
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC111597625|XP_023168195.2|DHYD
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC111598385|XP_023169362.1|DHYD
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC111601391|XP_023173702.2|DHYD
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC111598092|XP_023168910.2|DHYD
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC111605122|XP_023179246.2|DHYD
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC111592204|XP_023160039.2|DHYD
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC111593718|XP_030079820.1|DHYD
