Orthogroup	AAEG.longest_only	AALB.longest_only
OG0006829	LOC5575939|XP_001662292.2|AAEG	LOC118462924|XP_035784925.1|AALB
OG0006830	LOC5577292|XP_021699169.1|AAEG	LOC118462915|XP_035784913.1|AALB
OG0006831	LOC5572503|XP_001660443.2|AAEG	LOC118464310|XP_035787494.1|AALB
OG0006832	LOC5577144|XP_021699221.1|AAEG	LOC118462823|XP_035784738.1|AALB
OG0006833	LOC5577147|XP_021699228.1|AAEG	LOC118467066|XP_035792986.1|AALB
OG0006834	LOC5573014|XP_001654342.2|AAEG	LOC118466279|XP_035791249.1|AALB
OG0006835	LOC5573011|XP_021699250.1|AAEG	LOC118466272|XP_035791238.1|AALB
OG0006836	LOC5573010|XP_001654338.2|AAEG	LOC118465726|XP_035790066.1|AALB
OG0006837	LOC5573001|XP_001654328.1|AAEG	LOC118466125|XP_035790967.1|AALB
OG0006838	LOC5574542|XP_021699261.1|AAEG	LOC118464008|XP_035786949.1|AALB
OG0006839	LOC5574541|XP_021699268.1|AAEG	LOC118467071|XP_035792997.1|AALB
OG0006840	LOC5578845|XP_021699292.1|AAEG	LOC118466445|XP_035791656.1|AALB
OG0006841	LOC5578859|XP_021699353.1|AAEG	LOC118465446|XP_035789593.1|AALB
OG0006842	LOC5571041|XP_021699362.1|AAEG	LOC118466341|XP_035791365.1|AALB
OG0006843	LOC110676304|XP_021699379.1|AAEG	LOC118464854|XP_035788455.1|AALB
OG0006844	LOC5578061|XP_001663683.2|AAEG	LOC118464852|XP_035788454.1|AALB
OG0006845	LOC5570325|XP_001653153.1|AAEG	LOC118465653|XP_035789960.1|AALB
OG0006846	LOC5570323|XP_021699516.1|AAEG	LOC118465651|XP_035789958.1|AALB
OG0006847	LOC5578493|XP_021699519.1|AAEG	LOC118464521|XP_035787851.1|AALB
OG0006848	LOC5570720|XP_001659313.2|AAEG	LOC118466139|XP_035790984.1|AALB
OG0006849	LOC5576986|XP_001663087.2|AAEG	LOC118463941|XP_035786802.1|AALB
OG0006850	LOC5576985|XP_001663086.2|AAEG	LOC118464135|XP_035787127.1|AALB
OG0006851	LOC5576984|XP_021699580.1|AAEG	LOC118464134|XP_035787125.1|AALB
OG0006852	LOC5570872|XP_001659378.1|AAEG	LOC118466355|XP_035791394.1|AALB
OG0006853	LOC5569275|XP_021699681.1|AAEG	LOC118467699|XP_035794376.1|AALB
OG0006854	LOC5578326|XP_021699692.1|AAEG	LOC118467799|XP_035794565.1|AALB
OG0006855	LOC5575625|XP_021699709.1|AAEG	LOC118467913|XP_035794741.1|AALB
OG0006856	LOC5573556|XP_021699711.1|AAEG	LOC118467915|XP_035794743.1|AALB
OG0006857	LOC110676379|XP_021699724.1|AAEG	LOC118466204|XP_035791114.1|AALB
OG0006858	LOC5576383|XP_021699727.1|AAEG	LOC118462781|XP_035784649.1|AALB
OG0006859	LOC5569576|XP_001658637.2|AAEG	LOC118464440|XP_035787708.1|AALB
OG0006860	LOC5567709|XP_021699758.1|AAEG	LOC118465746|XP_035790108.1|AALB
OG0006861	LOC5567692|XP_021699794.1|AAEG	LOC118463270|XP_035785636.1|AALB
OG0006862	LOC5565716|XP_001650075.2|AAEG	LOC118465803|XP_035790263.1|AALB
OG0006863	LOC5564741|XP_021699864.1|AAEG	LOC118458605|XP_035777174.1|AALB
OG0006864	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG	LOC118467166|XP_035793217.1|AALB
OG0006865	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG	LOC118463864|XP_035786667.1|AALB
OG0006866	LOC5574641|XP_001661556.2|AAEG	LOC118465213|XP_035789098.1|AALB
OG0006867	LOC110676410|XP_021699895.1|AAEG	LOC118465814|XP_035790278.1|AALB
OG0006868	LOC5574640|XP_021699897.1|AAEG	LOC118464015|XP_035786960.1|AALB
OG0006869	LOC5574645|XP_021699909.1|AAEG	LOC118463577|XP_035786110.1|AALB
OG0006870	LOC5572042|XP_001660147.3|AAEG	LOC118464392|XP_035787632.1|AALB
OG0006871	LOC5572050|XP_001660156.2|AAEG	LOC118464400|XP_035787648.1|AALB
OG0006872	LOC110676417|XP_021699960.1|AAEG	LOC118464406|XP_035787654.1|AALB
OG0006873	LOC5564188|XP_021699967.1|AAEG	LOC118466907|XP_035792664.1|AALB
OG0006875	LOC5574376|XP_021700082.1|AAEG	LOC118468518|XP_035795250.1|AALB
OG0006876	LOC5574374|XP_021700091.1|AAEG	LOC118461532|XP_035782857.1|AALB
OG0006877	LOC23687406|XP_021700101.1|AAEG	LOC118461397|XP_035782553.1|AALB
OG0006878	LOC5574390|XP_001661408.2|AAEG	LOC118465623|XP_035789914.1|AALB
OG0006879	LOC5575906|XP_021700113.1|AAEG	LOC118465625|XP_035789920.1|AALB
OG0006880	LOC5575901|XP_001662278.1|AAEG	LOC118460013|XP_035779837.1|AALB
OG0006882	LOC5571154|XP_001653470.1|AAEG	LOC118456923|XP_035773944.1|AALB
OG0006883	LOC5575437|XP_021700362.1|AAEG	LOC118459784|XP_035779393.1|AALB
OG0006884	LOC5575441|XP_021700369.1|AAEG	LOC118468682|XP_035795686.1|AALB
OG0006885	LOC5575449|XP_021700372.1|AAEG	LOC118456534|XP_035773276.1|AALB
OG0006886	LOC5578152|XP_001663724.2|AAEG	LOC118462576|XP_035784273.1|AALB
OG0006887	LOC5578153|XP_021700394.1|AAEG	LOC118457663|XP_035775308.1|AALB
OG0006888	LOC5578155|XP_021700401.1|AAEG	LOC118457672|XP_035775321.1|AALB
OG0006889	LOC5578158|XP_001663730.1|AAEG	LOC118457667|XP_035775314.1|AALB
OG0006890	LOC5571936|XP_001660046.2|AAEG	LOC118457498|XP_035775027.1|AALB
OG0006891	LOC5571942|XP_021700428.1|AAEG	LOC118457499|XP_035775028.1|AALB
OG0006892	LOC5571945|XP_001660049.1|AAEG	LOC118456172|XP_035772609.1|AALB
OG0006893	LOC5571947|XP_001660051.2|AAEG	LOC118460010|XP_035779829.1|AALB
OG0006894	LOC5571949|XP_021700441.1|AAEG	LOC118460008|XP_035779823.1|AALB
OG0006895	LOC5569506|XP_021700483.1|AAEG	LOC118456620|XP_035773430.1|AALB
OG0006896	LOC5569507|XP_021700485.1|AAEG	LOC118456621|XP_035773431.1|AALB
OG0006897	LOC5569512|XP_021700487.1|AAEG	LOC118461878|XP_035783606.1|AALB
OG0006898	LOC5568223|XP_001652155.2|AAEG	LOC118456438|XP_035773091.1|AALB
OG0006899	LOC5580327|XP_001663279.1|AAEG	LOC118457174|XP_035774398.1|AALB
OG0006900	LOC5569011|XP_001652665.1|AAEG	LOC118469040|XP_035796396.1|AALB
OG0006901	LOC5564161|XP_001648490.1|AAEG	LOC118468530|XP_035795301.1|AALB
OG0006902	LOC5565619|XP_001649973.1|AAEG	LOC118469059|XP_035796424.1|AALB
OG0006903	LOC5566449|XP_001650817.2|AAEG	LOC118459159|XP_035778140.1|AALB
OG0006904	LOC5565700|XP_001650043.1|AAEG	LOC118467839|XP_035794632.1|AALB
OG0006905	LOC5565680|XP_001650055.2|AAEG	LOC118456683|XP_035773561.1|AALB
OG0006906	LOC5570925|XP_001653405.2|AAEG	LOC118457965|XP_035775897.1|AALB
OG0006907	LOC5570922|XP_021700604.1|AAEG	LOC118458360|XP_035776605.1|AALB
OG0006908	LOC5570916|XP_001653395.1|AAEG	LOC118456840|XP_035773829.1|AALB
OG0006909	LOC5570914|XP_001653393.1|AAEG	LOC118456838|XP_035773827.1|AALB
OG0006910	LOC5570913|XP_021700629.1|AAEG	LOC118458363|XP_035776630.1|AALB
OG0006911	LOC5574739|XP_021700699.1|AAEG	LOC118457805|XP_035775547.1|AALB
OG0006912	LOC5571728|XP_021700724.1|AAEG	LOC118457108|XP_035774293.1|AALB
OG0006913	LOC5571738|XP_021700728.1|AAEG	LOC118468740|XP_035795791.1|AALB
OG0006914	LOC5571737|XP_021700731.1|AAEG	LOC118468742|XP_035795793.1|AALB
OG0006915	LOC5571734|XP_021700733.1|AAEG	LOC118468739|XP_035795790.1|AALB
OG0006916	LOC5571740|XP_021700738.1|AAEG	LOC118468735|XP_035795771.1|AALB
OG0006917	LOC5571433|XP_021700741.1|AAEG	LOC118456157|XP_035772570.1|AALB
OG0006918	LOC5571429|XP_001659681.1|AAEG	LOC118468755|XP_035795809.1|AALB
OG0006919	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG	LOC118465077|XP_035788873.1|AALB
OG0006920	LOC5566347|XP_021700770.1|AAEG	LOC118460565|XP_035780859.1|AALB
OG0006921	LOC5569682|XP_021700789.1|AAEG	LOC118456370|XP_035772942.1|AALB
OG0006922	LOC5570429|XP_001659136.1|AAEG	LOC118456468|XP_035773151.1|AALB
OG0006923	LOC5570430|XP_021700795.1|AAEG	LOC118461415|XP_035782597.1|AALB
OG0006924	LOC5572672|XP_001654138.1|AAEG	LOC118456832|XP_035773820.1|AALB
OG0006925	LOC5572641|XP_021700802.1|AAEG	LOC118458820|XP_035777585.1|AALB
OG0006926	LOC5572653|XP_001654153.2|AAEG	LOC118457608|XP_035775206.1|AALB
OG0006927	LOC5572654|XP_021700823.1|AAEG	LOC118458768|XP_035777453.1|AALB
OG0006928	LOC5572656|XP_021700826.1|AAEG	LOC118468720|XP_035795743.1|AALB
OG0006929	LOC5574315|XP_001655092.2|AAEG	LOC118461541|XP_035782880.1|AALB
OG0006931	LOC5565756|XP_001650128.2|AAEG	LOC118460693|XP_035781101.1|AALB
OG0006932	LOC5565777|XP_001650136.1|AAEG	LOC118460407|XP_035780587.1|AALB
OG0006933	LOC5565757|XP_021700902.1|AAEG	LOC118460411|XP_035780591.1|AALB
OG0006934	LOC5564835|XP_021700940.1|AAEG	LOC118459920|XP_035779655.1|AALB
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC118462069|XP_035783958.1|AALB
OG0006936	LOC5569176|XP_021701029.1|AAEG	LOC118461154|XP_035782021.1|AALB
OG0006937	LOC5569180|XP_001652760.1|AAEG	LOC118458445|XP_035776820.1|AALB
OG0006938	LOC5569181|XP_011493383.1|AAEG	LOC118458444|XP_035776819.1|AALB
OG0006939	LOC5569183|XP_001652766.1|AAEG	LOC118460440|XP_035780630.1|AALB
OG0006940	LOC5564492|XP_001648832.1|AAEG	LOC118467746|XP_035794454.1|AALB
OG0006941	LOC5566991|XP_021701107.1|AAEG	LOC118468482|XP_035795195.1|AALB
OG0006942	LOC5566521|XP_021701142.1|AAEG	LOC118460072|XP_035779967.1|AALB
OG0006944	LOC5571664|XP_021701188.1|AAEG	LOC118459686|XP_035779212.1|AALB
OG0006945	LOC5571661|XP_021701189.1|AAEG	LOC118456969|XP_035774056.1|AALB
OG0006946	LOC5571642|XP_001653737.2|AAEG	LOC118460720|XP_035781160.1|AALB
OG0006947	LOC5571643|XP_001653736.1|AAEG	LOC118460723|XP_035781165.1|AALB
OG0006948	LOC5571647|XP_001653732.1|AAEG	LOC118468751|XP_035795806.1|AALB
OG0006950	LOC5573845|XP_001654882.1|AAEG	LOC118457155|XP_035774373.1|AALB
OG0006951	LOC23687432|XP_021701306.1|AAEG	LOC118461671|XP_035783152.1|AALB
OG0006952	LOC5573803|XP_001661053.1|AAEG	LOC118461664|XP_035783142.1|AALB
OG0006953	LOC5568799|XP_001658164.1|AAEG	LOC118468951|XP_035796194.1|AALB
OG0006954	LOC5568801|XP_001658166.2|AAEG	LOC118461895|XP_035783642.1|AALB
OG0006955	LOC5568807|XP_001658168.2|AAEG	LOC118459540|XP_035778904.1|AALB
OG0006956	LOC5568815|XP_001658181.2|AAEG	LOC118458745|XP_035777416.1|AALB
OG0006957	LOC5568816|XP_021701325.1|AAEG	LOC118458740|XP_035777404.1|AALB
OG0006958	LOC5568817|XP_001658183.2|AAEG	LOC118458742|XP_035777411.1|AALB
OG0006959	LOC5568819|XP_001658185.1|AAEG	LOC118458305|XP_035776531.1|AALB
OG0006960	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG	LOC118457875|XP_035775691.1|AALB
OG0006961	LOC5568830|XP_021701344.1|AAEG	LOC118457465|XP_035774977.1|AALB
OG0006962	LOC5564978|XP_001649330.2|AAEG	LOC118458743|XP_035777413.1|AALB
OG0006963	LOC5570300|XP_021701406.1|AAEG	LOC118467897|XP_035794712.1|AALB
OG0006964	LOC5577475|XP_001656501.2|AAEG	LOC118461296|XP_035782369.1|AALB
OG0006965	LOC5578795|XP_001657167.2|AAEG	LOC118456184|XP_035772630.1|AALB
OG0006966	LOC5578794|XP_001657165.1|AAEG	LOC118456182|XP_035772627.1|AALB
OG0006967	LOC5578793|XP_001657164.2|AAEG	LOC118456179|XP_035772622.1|AALB
OG0006968	LOC5578768|XP_021701446.1|AAEG	LOC118459215|XP_035778289.1|AALB
OG0006969	LOC5578753|XP_001657121.1|AAEG	LOC118468477|XP_035795189.1|AALB
OG0006970	LOC5570954|XP_021701486.1|AAEG	LOC118457653|XP_035775289.1|AALB
OG0006971	LOC5576430|XP_001662635.1|AAEG	LOC118460747|XP_035781227.1|AALB
OG0006972	LOC5576427|XP_001662630.2|AAEG	LOC118460745|XP_035781209.1|AALB
OG0006973	LOC5577727|XP_021697246.1|AAEG	LOC118468692|XP_035795701.1|AALB
OG0006974	LOC5565282|XP_001649622.2|AAEG	LOC118456453|XP_035773120.1|AALB
OG0006975	LOC5568241|XP_001657933.2|AAEG	LOC118460117|XP_035780048.1|AALB
OG0006976	LOC5570636|XP_021701628.1|AAEG	LOC118456166|XP_035772585.1|AALB
OG0006977	LOC5578973|XP_021701659.1|AAEG	LOC118459228|XP_035778313.1|AALB
OG0006978	LOC5576060|XP_021701664.1|AAEG	LOC118459229|XP_035778317.1|AALB
OG0006979	LOC5577127|XP_021701683.1|AAEG	LOC118459774|XP_035779378.1|AALB
OG0006980	LOC5576862|XP_001662958.1|AAEG	LOC118458824|XP_035777601.1|AALB
OG0006981	LOC5577187|XP_021701706.1|AAEG	LOC118468699|XP_035795716.1|AALB
OG0006982	LOC5577184|XP_021701707.1|AAEG	LOC118468707|XP_035795723.1|AALB
OG0006983	LOC5577190|XP_021701711.1|AAEG	LOC118468710|XP_035795730.1|AALB
OG0006984	LOC23687802|XP_021701713.1|AAEG	LOC118456244|XP_035772732.1|AALB
OG0006985	LOC5574881|XP_021701718.1|AAEG	LOC118458391|XP_035776696.1|AALB
OG0006986	LOC5574879|XP_001661689.1|AAEG	LOC118458393|XP_035776698.1|AALB
OG0006988	LOC5564530|XP_021701754.1|AAEG	LOC118456907|XP_035773925.1|AALB
OG0006989	LOC5568486|XP_001658071.1|AAEG	LOC118468642|XP_035795557.1|AALB
OG0006990	LOC5573100|XP_021701800.1|AAEG	LOC118461742|XP_035783341.1|AALB
OG0006991	LOC5573091|XP_001654405.1|AAEG	LOC118461242|XP_035782235.1|AALB
OG0006992	LOC5564482|XP_021701933.1|AAEG	LOC118460114|XP_035780042.1|AALB
OG0006993	LOC5579471|XP_021702015.1|AAEG	LOC118467552|XP_035794048.1|AALB
OG0006994	LOC5563793|XP_021702026.1|AAEG	LOC118459203|XP_035778265.1|AALB
OG0006995	LOC5563857|XP_001648171.2|AAEG	LOC118457647|XP_035775282.1|AALB
OG0006996	LOC5575714|XP_001662161.1|AAEG	LOC118461629|XP_035783071.1|AALB
OG0006997	LOC5572015|XP_021702111.1|AAEG	LOC118457863|XP_035775653.1|AALB
OG0006998	LOC5567716|XP_001657637.2|AAEG	LOC118461445|XP_035782659.1|AALB
OG0006999	LOC5567313|XP_001651748.1|AAEG	LOC118459327|XP_035778476.1|AALB
OG0007000	LOC5576503|XP_001662695.1|AAEG	LOC118457707|XP_035775378.1|AALB
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC118457625|XP_035775233.1|AALB
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC118460746|XP_035781214.1|AALB
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC118461731|XP_035783315.1|AALB
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC118459638|XP_035779109.1|AALB
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC118458844|XP_035777641.1|AALB
OG0007006	LOC5566374|XP_021702362.1|AAEG	LOC118456773|XP_035773742.1|AALB
OG0007007	LOC5566398|XP_001650762.1|AAEG	LOC118457693|XP_035775359.1|AALB
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC118467927|XP_035794781.1|AALB
OG0007009	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG	LOC118460023|XP_035779848.1|AALB
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC118468850|XP_035795987.1|AALB
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC118461122|XP_035781952.1|AALB
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC118456807|XP_035773789.1|AALB
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC118456783|XP_035773751.1|AALB
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC118461876|XP_035783600.1|AALB
OG0007015	LOC5565307|XP_001649665.2|AAEG	LOC118456751|XP_035773704.1|AALB
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC118459308|XP_035778452.1|AALB
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC118459661|XP_035779154.1|AALB
OG0007018	LOC5566800|XP_021702552.1|AAEG	LOC118459663|XP_035779157.1|AALB
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC118461235|XP_035782227.1|AALB
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC118458221|XP_035776375.1|AALB
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC118458676|XP_035777280.1|AALB
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC118460231|XP_035780262.1|AALB
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC118456324|XP_035772866.1|AALB
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC118456321|XP_035772863.1|AALB
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC118457051|XP_035774192.1|AALB
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC118468038|XP_035794869.1|AALB
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC118459527|XP_035778878.1|AALB
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC118459520|XP_035778857.1|AALB
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC118460930|XP_035781583.1|AALB
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC118460561|XP_035780857.1|AALB
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC118458720|XP_035777357.1|AALB
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC118458721|XP_035777358.1|AALB
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC118456631|XP_035773452.1|AALB
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC118456629|XP_035773450.1|AALB
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC118457136|XP_035774344.1|AALB
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC118457134|XP_035774341.1|AALB
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC118460966|XP_035781651.1|AALB
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC118458267|XP_035776471.1|AALB
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC118458270|XP_035776476.1|AALB
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC118456237|XP_035772715.1|AALB
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC118456238|XP_035772721.1|AALB
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC118458141|XP_035776228.1|AALB
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC118458729|XP_035777389.1|AALB
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC118462017|XP_035783860.1|AALB
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC118458784|XP_035777502.1|AALB
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC118459249|XP_035778353.1|AALB
OG0007048	LOC5569077|XP_021703044.1|AAEG	LOC118459239|XP_035778330.1|AALB
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC118468931|XP_035796147.1|AALB
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC118457914|XP_035775808.1|AALB
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC118461896|XP_035783643.1|AALB
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC118459278|XP_035778414.1|AALB
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC118458120|XP_035776187.1|AALB
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC118458747|XP_035777418.1|AALB
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC118461427|XP_035782628.1|AALB
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC118459421|XP_035778658.1|AALB
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC118459841|XP_035779502.1|AALB
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC118459836|XP_035779495.1|AALB
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC118458171|XP_035776269.1|AALB
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC118458174|XP_035776272.1|AALB
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC118458175|XP_035776273.1|AALB
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC118460689|XP_035781094.1|AALB
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC118456378|XP_035772958.1|AALB
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC118459281|XP_035778420.1|AALB
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC118459276|XP_035778406.1|AALB
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC118456387|XP_035772970.1|AALB
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC118456374|XP_035772951.1|AALB
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC118456389|XP_035772972.1|AALB
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC118457982|XP_035775927.1|AALB
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC118459031|XP_035777940.1|AALB
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC118458205|XP_035776343.1|AALB
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC118456505|XP_035773226.1|AALB
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC118458044|XP_035776056.1|AALB
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC118456916|XP_035773938.1|AALB
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC118458663|XP_035777254.1|AALB
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC118458767|XP_035777452.1|AALB
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC118459639|XP_035779112.1|AALB
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC118459648|XP_035779123.1|AALB
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC118468729|XP_035795756.1|AALB
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC118468730|XP_035795762.1|AALB
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC118468325|XP_035794962.1|AALB
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC118457686|XP_035775346.1|AALB
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC118461838|XP_035783491.1|AALB
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC118461845|XP_035783520.1|AALB
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC118459761|XP_035779351.1|AALB
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC118460517|XP_035780785.1|AALB
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC118460509|XP_035780763.1|AALB
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC118458076|XP_035776124.1|AALB
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC118458494|XP_035776940.1|AALB
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC118458484|XP_035776927.1|AALB
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC118458074|XP_035776122.1|AALB
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC118458080|XP_035776130.1|AALB
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC118456630|XP_035773451.1|AALB
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC118461855|XP_035783548.1|AALB
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC118461856|XP_035783549.1|AALB
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC118461547|XP_035782889.1|AALB
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC118468864|XP_035796037.1|AALB
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC118456896|XP_035773910.1|AALB
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC118456886|XP_035773899.1|AALB
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC118456897|XP_035773913.1|AALB
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC118456173|XP_035772612.1|AALB
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC118456174|XP_035772613.1|AALB
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC118460009|XP_035779828.1|AALB
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC118461536|XP_035782875.1|AALB
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC118456424|XP_035773059.1|AALB
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC118457236|XP_035774509.1|AALB
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC118456224|XP_035772702.1|AALB
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC118456219|XP_035772693.1|AALB
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC118456212|XP_035772676.1|AALB
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC118462012|XP_035783851.1|AALB
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC118456444|XP_035773098.1|AALB
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC118456442|XP_035773096.1|AALB
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC118456441|XP_035773095.1|AALB
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC118460521|XP_035780790.1|AALB
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC118460527|XP_035780800.1|AALB
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC118460516|XP_035780784.1|AALB
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC118462024|XP_035783883.1|AALB
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC118457841|XP_035775614.1|AALB
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC118460653|XP_035781009.1|AALB
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC118468838|XP_035795971.1|AALB
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC118468839|XP_035795972.1|AALB
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC118456674|XP_035773539.1|AALB
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC118457898|XP_035775770.1|AALB
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC118457838|XP_035775610.1|AALB
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC118457342|XP_035774733.1|AALB
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC118457341|XP_035774732.1|AALB
