Orthogroup	AAEG.longest_only	DMIR.longest_only
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC108159568|XP_033248194.1|DMIR
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC108164416|XP_017155582.1|DMIR
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC108153067|XP_017138336.1|DMIR
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC108163430|XP_017154201.1|DMIR
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC108155070|XP_017141146.1|DMIR
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC108152565|XP_017137487.1|DMIR
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC108153360|XP_017138815.1|DMIR
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC108152830|XP_017137924.1|DMIR
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC108160727|XP_017150396.1|DMIR
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC108163623|XP_033249599.1|DMIR
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC108161993|XP_017151950.1|DMIR
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC108151851|XP_017136225.1|DMIR
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC108158449|XP_017146221.1|DMIR
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC108160904|XP_017150666.1|DMIR
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC108160450|XP_017149950.1|DMIR
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC108160207|XP_017149538.1|DMIR
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC108163857|XP_017154861.1|DMIR
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC108153290|XP_017138667.1|DMIR
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC108153106|XP_033242899.1|DMIR
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC108152765|XP_017137828.1|DMIR
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC108151259|XP_017135266.1|DMIR
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC108151983|XP_017136436.1|DMIR
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC108156267|XP_017143124.1|DMIR
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC108159289|XP_017147942.1|DMIR
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC108155650|XP_017142088.1|DMIR
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC108158422|XP_017146189.1|DMIR
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC108159338|XP_017148025.1|DMIR
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC108158420|XP_017146186.1|DMIR
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC108161829|XP_017151677.1|DMIR
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC108159561|XP_017148488.1|DMIR
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC108159111|XP_017147581.1|DMIR
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC108160024|XP_017149249.1|DMIR
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC108157466|XP_017145036.1|DMIR
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC108162350|XP_017152545.1|DMIR
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC108161952|XP_017151894.2|DMIR
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC108160116|XP_017149398.1|DMIR
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC108150953|XP_017134776.1|DMIR
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC108162182|XP_017152262.1|DMIR
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC108154698|XP_017140536.1|DMIR
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC108160014|XP_017149236.1|DMIR
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC108153076|XP_017138352.1|DMIR
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC108151005|XP_017134850.1|DMIR
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC108162175|XP_017152257.1|DMIR
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC117189024|XP_033249789.1|DMIR
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC108156583|XP_017143609.1|DMIR
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC108151130|XP_017135043.1|DMIR
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC108158811|XP_017146988.1|DMIR
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC108159422|XP_017148177.1|DMIR
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC108152380|XP_017137161.1|DMIR
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC108158814|XP_017146992.1|DMIR
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC108160868|XP_017150619.1|DMIR
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC108151359|XP_017135407.1|DMIR
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC108151640|XP_017135835.1|DMIR
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC108159673|XP_017148649.1|DMIR
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC108152695|XP_017137690.1|DMIR
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC108151966|XP_017136400.1|DMIR
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC108153173|XP_017138468.1|DMIR
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC108152744|XP_017137781.1|DMIR
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC108152740|XP_017137777.1|DMIR
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC108151926|XP_017136335.1|DMIR
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC108151085|XP_017134957.1|DMIR
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC108152220|XP_017136886.1|DMIR
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC108157090|XP_017144443.2|DMIR
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC108151658|XP_017135868.1|DMIR
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC108164535|XP_017155823.1|DMIR
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC108160836|XP_033252355.1|DMIR, LOC117188113|XP_033247344.1|DMIR
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC108164401|XP_033250233.1|DMIR
OG0007612	LOC5566698|XP_001651106.2|AAEG	LOC108160832|XP_017150556.1|DMIR
OG0007613	LOC5566687|XP_001651094.2|AAEG	LOC108160522|XP_017150067.2|DMIR
OG0007614	LOC5568587|XP_021711605.1|AAEG	LOC108151757|XP_017136085.1|DMIR
OG0007615	LOC5568588|XP_001652419.1|AAEG	LOC108151970|XP_017136412.1|DMIR
OG0007616	LOC5568603|XP_001652417.2|AAEG	LOC108155649|XP_017142087.1|DMIR
OG0007617	LOC5568590|XP_001652422.2|AAEG	LOC108153458|XP_017138971.1|DMIR
OG0007618	LOC5568592|XP_001652424.2|AAEG	LOC108153772|XP_017139400.1|DMIR
OG0007619	LOC5568593|XP_021711620.1|AAEG	LOC108152591|XP_017137536.1|DMIR
OG0007620	LOC5568599|XP_021711641.1|AAEG	LOC108151621|XP_017135809.1|DMIR
OG0007621	LOC5569134|XP_001652738.2|AAEG	LOC108160549|XP_017150105.1|DMIR
OG0007622	LOC5569135|XP_021704146.1|AAEG	LOC108152059|XP_017136553.1|DMIR
OG0007623	LOC5569142|XP_021704189.1|AAEG	LOC108152043|XP_017136531.1|DMIR
OG0007624	LOC5573214|XP_001654439.2|AAEG	LOC108151904|XP_017136303.1|DMIR
OG0007625	LOC5573208|XP_021704307.1|AAEG	LOC108152440|XP_017137267.1|DMIR
OG0007626	LOC5573228|XP_001654433.1|AAEG	LOC108151891|XP_017136281.1|DMIR
OG0007627	LOC5573216|XP_001654431.1|AAEG	LOC108151890|XP_017136280.1|DMIR
OG0007628	LOC5572034|XP_001660142.1|AAEG	LOC108164501|XP_017155763.1|DMIR
OG0007629	LOC110680484|XP_021711981.1|AAEG	LOC108151865|XP_017136243.1|DMIR
OG0007664	LOC5579633|XP_021694454.1|AAEG	LOC108155470|XP_017141780.1|DMIR
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC108161498|XP_017151265.1|DMIR
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC108164896|XP_017156352.1|DMIR
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC108159018|XP_017147407.1|DMIR
OG0007668	LOC5572032|XP_001660139.1|AAEG	LOC108162197|XP_017152292.1|DMIR
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC108160334|XP_017149767.1|DMIR
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC108160325|XP_017149745.1|DMIR
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC108162969|XP_017153461.1|DMIR
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC108151459|XP_017135569.1|DMIR
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC108156499|XP_017143484.1|DMIR
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC108151473|XP_017135590.1|DMIR
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC108154133|XP_017139760.1|DMIR
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC108164999|XP_017156518.1|DMIR
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC108155188|XP_017141352.1|DMIR
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC108164863|XP_017156287.1|DMIR
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC108164526|XP_017155803.1|DMIR
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC108162615|XP_017152922.1|DMIR
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC108156787|XP_017143951.1|DMIR
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC117186823|XP_033244001.1|DMIR
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC108152655|XP_017137642.1|DMIR
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC108154149|XP_017139787.1|DMIR
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC117186769|XP_033243883.1|DMIR
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC108164931|XP_017156409.1|DMIR
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC108164596|XP_017155914.1|DMIR
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC108154885|XP_017140818.1|DMIR
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC108165083|XP_017156623.1|DMIR
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC108160810|XP_033242584.1|DMIR
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC108154909|XP_017140850.1|DMIR
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC108153041|XP_017138289.1|DMIR
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC108158537|XP_017146435.1|DMIR
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC108152720|XP_017137746.1|DMIR
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC108164918|XP_017156391.1|DMIR
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC108151418|XP_017135498.1|DMIR
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC108153367|XP_017138825.1|DMIR
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC108165011|XP_017156540.1|DMIR
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC108165181|XP_017156740.1|DMIR
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC108162871|XP_017153315.1|DMIR
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC108164758|XP_017156152.1|DMIR
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC108164584|XP_017155900.1|DMIR
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC108153594|XP_017139168.1|DMIR
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC108157669|XP_017145320.1|DMIR
OG0007705	LOC5571976|XP_001660081.1|AAEG	LOC108153685|XP_017139300.1|DMIR, LOC108165542|XP_017157104.1|DMIR
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC108164595|XP_017155911.1|DMIR
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC108161375|XP_017151115.1|DMIR
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC108162824|XP_017153243.1|DMIR
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC108164613|XP_017155942.1|DMIR
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC108161845|XP_017151703.1|DMIR
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC108151683|XP_017135916.1|DMIR
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC108164994|XP_017156510.1|DMIR
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC108151182|XP_033242856.1|DMIR
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC108159612|XP_017148558.1|DMIR
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC108162325|XP_017152540.1|DMIR
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC108159344|XP_017148037.1|DMIR
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC108154624|XP_017140435.1|DMIR
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC108164577|XP_017155885.1|DMIR
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC108163366|XP_033242010.1|DMIR
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC108164866|XP_017156290.1|DMIR
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC108164957|XP_017156447.1|DMIR
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC108158833|XP_033252294.1|DMIR
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC108164793|XP_017156205.1|DMIR
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC108163400|XP_017154151.1|DMIR
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC108162110|XP_017152174.1|DMIR
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC108165084|XP_017156624.1|DMIR
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC108158487|XP_017146288.1|DMIR
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC108154325|XP_017140078.1|DMIR
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC108153051|XP_017138315.1|DMIR
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC108164684|XP_033247073.1|DMIR
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC108153390|XP_017138854.1|DMIR
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC108158985|XP_017147323.1|DMIR
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC108164415|XP_017155584.2|DMIR
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC108158176|XP_017145886.1|DMIR
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC108156031|XP_017142775.1|DMIR
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC108150972|XP_017134798.1|DMIR
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC108155590|XP_017141993.1|DMIR
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC108156310|XP_017143188.1|DMIR
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC108164571|XP_017155880.1|DMIR
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC108165465|XP_017157002.1|DMIR
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC108152864|XP_017137984.1|DMIR
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC108161543|XP_033243285.1|DMIR
OG0007743	LOC5567099|XP_001651499.3|AAEG	LOC108157343|XP_017144852.2|DMIR
OG0007744	LOC5565275|XP_021701816.1|AAEG	LOC117186337|XP_033242901.1|DMIR
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC108155875|XP_017142486.1|DMIR
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC108157121|XP_017144492.1|DMIR
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC108163182|XP_033250748.1|DMIR
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC108165185|XP_033245220.1|DMIR
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC108155133|XP_017141272.1|DMIR
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC108155509|XP_017141838.1|DMIR
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC108163563|XP_017154416.1|DMIR
OG0007752	LOC5564061|XP_001648364.2|AAEG	LOC108159019|XP_017147422.1|DMIR
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC108161180|XP_017150893.1|DMIR
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC108164769|XP_017156170.1|DMIR
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC108164868|XP_017156298.1|DMIR
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC108155323|XP_017141550.1|DMIR
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC108165240|XP_017156767.2|DMIR, LOC108152416|XP_017137222.1|DMIR
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC108163011|XP_017153532.1|DMIR
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC108156980|XP_017144261.1|DMIR
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC108164207|XP_017155331.1|DMIR
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC108164563|XP_017155868.1|DMIR
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC108164789|XP_017156197.1|DMIR
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC108162766|XP_017153142.1|DMIR
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC108160071|XP_017149318.1|DMIR
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC108163310|XP_017154022.1|DMIR
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC108157342|XP_017144849.1|DMIR
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC108164504|XP_017155772.1|DMIR
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC108155462|XP_017141775.1|DMIR
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC117186141|XP_033242210.1|DMIR
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC117186564|XP_033243404.1|DMIR
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC108162490|XP_017152730.1|DMIR
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC108157578|XP_017145191.1|DMIR
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC108163517|XP_017154342.1|DMIR
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC108153530|XP_017139081.1|DMIR
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC108155312|XP_017141522.1|DMIR
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC108160799|XP_033250614.1|DMIR
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC108161001|XP_017150801.1|DMIR
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC108153131|XP_017138412.1|DMIR
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC108152892|XP_017138020.1|DMIR
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC108162571|XP_017152866.1|DMIR
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC108163005|XP_017153521.1|DMIR
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC108164611|XP_017155940.1|DMIR
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC108158716|XP_017146751.1|DMIR
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC108156284|XP_017143148.1|DMIR
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC108164082|XP_017155160.1|DMIR
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC108164231|XP_017155351.1|DMIR
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC108157485|XP_017145064.1|DMIR
OG0007788	LOC5572776|XP_001654175.2|AAEG	LOC108156977|XP_017144258.1|DMIR
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC108153947|XP_033244067.1|DMIR
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC108155026|XP_033245945.1|DMIR
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC108155733|XP_017142237.1|DMIR
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC108164503|XP_017155773.1|DMIR
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC108156186|XP_017143005.1|DMIR
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC108162203|XP_017152306.1|DMIR
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC108154601|XP_017140410.1|DMIR
OG0007796	LOC5568342|XP_001657996.1|AAEG	LOC108156268|XP_017143125.1|DMIR
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC108155893|XP_017142523.1|DMIR
OG0007798	LOC5578682|XP_001657081.2|AAEG	LOC108155895|XP_017142526.1|DMIR
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC108156836|XP_017144034.1|DMIR
OG0007800	LOC5577525|XP_001656527.2|AAEG	LOC108157777|XP_017145456.1|DMIR
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC108154077|XP_017139673.1|DMIR
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC108155786|XP_017142335.1|DMIR
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC108153961|XP_017139546.1|DMIR
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC108159971|XP_017149147.1|DMIR
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC108156376|XP_017143278.1|DMIR
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC108156343|XP_017143234.1|DMIR
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC108155007|XP_017141047.1|DMIR
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC108155039|XP_017141099.1|DMIR, LOC117188180|XP_033247544.1|DMIR
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC108162362|XP_017152557.1|DMIR
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC108154832|XP_017140724.2|DMIR
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC108164830|XP_017156245.1|DMIR
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC108154716|XP_017140556.1|DMIR
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC108154880|XP_017140815.1|DMIR
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC108157743|XP_017145415.1|DMIR
OG0007816	LOC5580205|XP_001655617.2|AAEG	LOC108153423|XP_017138915.1|DMIR
OG0007817	LOC5580204|XP_001655616.2|AAEG	LOC108156526|XP_033246037.1|DMIR, LOC117187448|XP_033246035.1|DMIR
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC108157083|XP_017144421.1|DMIR
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC108162707|XP_017153097.1|DMIR
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC108156235|XP_033245342.1|DMIR
OG0007821	LOC5580172|XP_021692938.1|AAEG	LOC108157694|XP_017145353.1|DMIR
OG0007822	LOC5580169|XP_021692934.1|AAEG	LOC108157693|XP_033245742.1|DMIR
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC108157305|XP_017144798.1|DMIR
OG0007824	LOC5578277|XP_001663805.2|AAEG	LOC108155768|XP_017142309.1|DMIR
OG0007825	LOC5570839|XP_001653346.2|AAEG	LOC108154181|XP_017139844.1|DMIR
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC108155105|XP_017141225.1|DMIR
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC108152774|XP_017137847.1|DMIR
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC108152541|XP_017137441.1|DMIR
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC108155529|XP_017141879.1|DMIR
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC108157705|XP_017145364.2|DMIR
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC108162013|XP_017151997.2|DMIR
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC108163841|XP_017154848.1|DMIR
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC108159707|XP_017148715.1|DMIR
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC108154087|XP_017139690.2|DMIR
OG0007836	LOC5576721|XP_001656228.2|AAEG	LOC108156197|XP_017143020.1|DMIR, LOC117187473|XP_033246128.1|DMIR
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC108153927|XP_017139512.2|DMIR
OG0007838	LOC5573635|XP_001660962.2|AAEG	LOC108154559|XP_017140348.2|DMIR
OG0007839	LOC5573310|XP_001654530.1|AAEG	LOC108157753|XP_017145426.1|DMIR
OG0007840	LOC5573056|XP_001654378.1|AAEG	LOC108154957|XP_017140959.1|DMIR
OG0007841	LOC5577932|XP_021694422.1|AAEG	LOC108156228|XP_017143056.2|DMIR
OG0007842	LOC5575947|XP_021693726.1|AAEG	LOC108156780|XP_017143940.1|DMIR
OG0007843	LOC5576515|XP_001662708.2|AAEG	LOC108156783|XP_017143946.2|DMIR
OG0007844	LOC5565598|XP_021693787.1|AAEG	LOC108158635|XP_017146605.1|DMIR
OG0007845	LOC5565599|XP_021693790.1|AAEG	LOC108157615|XP_017145235.1|DMIR
OG0007846	LOC5565605|XP_021693796.1|AAEG	LOC108152371|XP_017137148.1|DMIR
OG0007847	LOC5565602|XP_021693797.1|AAEG	LOC108156944|XP_017144198.1|DMIR
OG0007848	LOC5565926|XP_001650302.2|AAEG	LOC108156716|XP_017143854.1|DMIR
OG0007849	LOC5565958|XP_001650298.2|AAEG	LOC108156328|XP_017143212.1|DMIR
OG0007850	LOC5565936|XP_001650296.2|AAEG	LOC108156327|XP_017143209.1|DMIR
OG0007851	LOC5565961|XP_021693928.1|AAEG	LOC108157587|XP_017145200.1|DMIR
OG0007852	LOC110674691|XP_021694427.1|AAEG	LOC108157248|XP_017144711.1|DMIR
OG0007853	LOC5573537|XP_001654672.2|AAEG	LOC108157750|XP_017145420.1|DMIR
OG0007854	LOC5573534|XP_021693955.1|AAEG	LOC108155919|XP_017142559.1|DMIR
OG0007855	LOC5579957|XP_001658473.2|AAEG	LOC108154585|XP_033245586.1|DMIR
OG0007856	LOC110674221|XP_021694064.1|AAEG	LOC108156717|XP_017143855.1|DMIR
OG0007857	LOC5565635|XP_021694071.1|AAEG	LOC108156530|XP_017143525.1|DMIR
OG0007858	LOC5578918|XP_021694074.1|AAEG	LOC108162783|XP_017153170.1|DMIR
OG0007859	LOC5576111|XP_001662456.2|AAEG	LOC108164543|XP_017155841.1|DMIR
OG0007860	LOC5576119|XP_001662466.1|AAEG	LOC108155883|XP_017142508.1|DMIR
OG0007861	LOC5576129|XP_001662475.2|AAEG	LOC108157431|XP_017144971.1|DMIR
