Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC120455868|XP_039498274.1|DSAN
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC120451493|XP_039491176.1|DSAN
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC120454582|XP_039495926.1|DSAN
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC120451491|XP_039491173.1|DSAN
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC120458783|XP_039502498.1|DSAN
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC120450855|XP_039490001.1|DSAN
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC120454526|XP_039495826.1|DSAN
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC120450958|XP_039490179.1|DSAN
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC120454492|XP_039495773.1|DSAN
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC120451865|XP_039491802.1|DSAN
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC120450301|XP_039489173.1|DSAN
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC120456641|XP_039499498.1|DSAN
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC120456636|XP_039499493.1|DSAN
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC120454960|XP_039496675.1|DSAN
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC120450901|XP_039490083.1|DSAN
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC120454294|XP_039495422.1|DSAN
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC120450638|XP_039489721.1|DSAN
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC120451492|XP_039491175.1|DSAN
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC120453154|XP_039493644.1|DSAN
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC120454240|XP_039495280.1|DSAN
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC120449711|XP_039488261.1|DSAN
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC120450231|XP_039489043.1|DSAN
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC120450228|XP_039489039.1|DSAN
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC120455193|XP_039497069.1|DSAN
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC120448027|XP_039485703.1|DSAN
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC120454464|XP_039495715.1|DSAN
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC120450735|XP_039489788.1|DSAN
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC120454495|XP_039495777.1|DSAN
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC120454496|XP_039495780.1|DSAN
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC120452516|XP_039492706.1|DSAN
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC120454463|XP_039495713.1|DSAN
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC120453594|XP_039494290.1|DSAN
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC120444824|XP_039480714.1|DSAN
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC120448255|XP_039486102.1|DSAN
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC120453426|XP_039494063.1|DSAN
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC120452920|XP_039493317.1|DSAN
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC120446850|XP_039483977.1|DSAN
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC120451293|XP_039490780.1|DSAN
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC120451843|XP_039491752.1|DSAN
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC120453284|XP_039493842.1|DSAN
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC120451011|XP_039490264.1|DSAN
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC120450953|XP_039490172.1|DSAN
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC120452734|XP_039493038.1|DSAN
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC120452069|XP_039492066.1|DSAN
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC120451484|XP_039491140.1|DSAN
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC120452809|XP_039493146.1|DSAN
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC120450031|XP_039488716.1|DSAN
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC120448895|XP_039487045.1|DSAN
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC120450972|XP_039490197.1|DSAN
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC120451534|XP_039491246.1|DSAN
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC120451047|XP_039490336.1|DSAN
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC120448174|XP_039485946.1|DSAN
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC120448177|XP_039485957.1|DSAN
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC120448333|XP_039486221.1|DSAN
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC120448533|XP_039486509.1|DSAN
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC120453816|XP_039494632.1|DSAN
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC120450924|XP_039490124.1|DSAN
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC120454902|XP_039496507.1|DSAN
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC120454633|XP_039496056.1|DSAN
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC120452770|XP_039493089.1|DSAN
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC120455025|XP_039496790.1|DSAN
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC120455021|XP_039496783.1|DSAN
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC120454939|XP_039496641.1|DSAN
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC120454090|XP_039495035.1|DSAN
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC120452922|XP_039493319.1|DSAN
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC120452284|XP_039492350.1|DSAN
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC120447132|XP_039484499.1|DSAN
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC120455749|XP_039498107.1|DSAN
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC120457271|XP_039500627.1|DSAN
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC120456369|XP_039499115.1|DSAN
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC120454574|XP_039495907.1|DSAN
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC120453132|XP_039493615.1|DSAN
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC120447981|XP_039485610.1|DSAN
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC120454519|XP_039495815.1|DSAN
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC120455299|XP_039497273.1|DSAN
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC120451035|XP_039490296.1|DSAN
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC120451485|XP_039491141.1|DSAN
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC120451488|XP_039491146.1|DSAN
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC120456371|XP_039499119.1|DSAN
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC120447897|XP_039485473.1|DSAN
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC120446253|XP_039483059.1|DSAN
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC120455394|XP_039497466.1|DSAN
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC120450439|XP_039489385.1|DSAN
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC120447626|XP_039485058.1|DSAN
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC120457414|XP_039500946.1|DSAN
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC120453995|XP_039494886.1|DSAN
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC120452346|XP_039492453.1|DSAN
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC120444350|XP_039479864.1|DSAN
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC120457159|XP_039500367.1|DSAN
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC120453233|XP_039493767.1|DSAN
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC120453930|XP_039494809.1|DSAN
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC120450039|XP_039488728.1|DSAN
OG0007273	LOC5563644|XP_021705396.1|AAEG	LOC120452995|XP_039493432.1|DSAN
OG0007274	LOC5563563|XP_001647885.1|AAEG	LOC120453407|XP_039494033.1|DSAN
OG0007275	LOC5563659|XP_001647883.2|AAEG	LOC120450624|XP_039489704.1|DSAN
OG0007276	LOC5563652|XP_001647882.2|AAEG	LOC120450623|XP_039489703.1|DSAN
OG0007277	LOC23687755|XP_021706437.1|AAEG	LOC120449963|XP_039488599.1|DSAN
OG0007278	LOC5563572|XP_001647861.1|AAEG	LOC120450577|XP_039489629.1|DSAN
OG0007279	LOC5563620|XP_021709402.1|AAEG	LOC120448034|XP_039485711.1|DSAN
OG0007280	LOC5563558|XP_021705604.1|AAEG	LOC120448724|XP_039486827.1|DSAN
OG0007281	LOC5570157|XP_001658959.1|AAEG	LOC120454659|XP_039496096.1|DSAN
OG0007282	LOC5570158|XP_021709430.1|AAEG	LOC120454656|XP_039496093.1|DSAN
OG0007283	LOC5570161|XP_001658963.1|AAEG	LOC120453566|XP_039494258.1|DSAN
OG0007284	LOC5570002|XP_001658891.1|AAEG	LOC120451317|XP_039490820.1|DSAN
OG0007285	LOC5570059|XP_001658892.1|AAEG	LOC120455083|XP_039496882.1|DSAN
OG0007286	LOC5570058|XP_021711449.1|AAEG	LOC120455076|XP_039496866.1|DSAN
OG0007287	LOC5564869|XP_001649227.1|AAEG	LOC120455761|XP_039498148.1|DSAN
OG0007288	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG	LOC120456457|XP_039499234.1|DSAN
OG0007289	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG	LOC120456686|XP_039499582.1|DSAN
OG0007290	LOC5564872|XP_001649208.2|AAEG	LOC120451631|XP_039491422.1|DSAN
OG0007291	LOC5575417|XP_001661938.2|AAEG	LOC120455577|XP_039497881.1|DSAN
OG0007292	LOC5575410|XP_001661930.2|AAEG	LOC120456573|XP_039499394.1|DSAN
OG0007293	LOC5566932|XP_001651346.2|AAEG	LOC120452357|XP_039492464.1|DSAN
OG0007294	LOC5564353|XP_001648704.1|AAEG	LOC120450995|XP_039490238.1|DSAN
OG0007295	LOC5572146|XP_001660223.2|AAEG	LOC120454040|XP_039494966.1|DSAN
OG0007296	LOC5566886|XP_021709054.1|AAEG	LOC120454349|XP_039495496.1|DSAN
OG0007297	LOC5566884|XP_001651259.2|AAEG	LOC120454039|XP_039494965.1|DSAN
OG0007298	LOC5566843|XP_001651256.1|AAEG	LOC120453343|XP_039493945.1|DSAN
OG0007299	LOC5566842|XP_001651252.1|AAEG	LOC120454528|XP_039495832.1|DSAN
OG0007300	LOC5572552|XP_001654071.1|AAEG	LOC120451487|XP_039491143.1|DSAN
OG0007301	LOC5572565|XP_021710773.1|AAEG	LOC120451998|XP_039491961.1|DSAN
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC120454543|XP_039495857.1|DSAN
OG0007303	LOC5576103|XP_001662448.1|AAEG	LOC120455488|XP_039497659.1|DSAN
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC120458221|XP_039501735.1|DSAN
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC120448462|XP_039486415.1|DSAN
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC120448460|XP_039486411.1|DSAN
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC120451469|XP_039491089.1|DSAN
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC120454229|XP_039495264.1|DSAN
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC120452571|XP_039492787.1|DSAN
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC120452888|XP_039493278.1|DSAN
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC120454148|XP_039495140.1|DSAN
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC120445812|XP_039482360.1|DSAN
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC120456191|XP_039498805.1|DSAN
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC120456324|XP_039499018.1|DSAN
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC120456053|XP_039498565.1|DSAN
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC120450867|XP_039490024.1|DSAN
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC120451210|XP_039490618.1|DSAN
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC120451207|XP_039490610.1|DSAN
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC120448988|XP_039487189.1|DSAN
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC120452824|XP_039493163.1|DSAN
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC120456602|XP_039499446.1|DSAN
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC120456376|XP_039499129.1|DSAN
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC120455754|XP_039498126.1|DSAN
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC120452259|XP_039492323.1|DSAN
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC120454695|XP_039496162.1|DSAN
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC120451739|XP_039491580.1|DSAN
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC120448018|XP_039485689.1|DSAN
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC120451260|XP_039490722.1|DSAN
OG0007329	LOC5564429|XP_021704855.1|AAEG	LOC120451582|XP_039491327.1|DSAN
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC120456523|XP_039499326.1|DSAN
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC120455409|XP_039497485.1|DSAN
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC120456162|XP_039498735.1|DSAN
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC120453812|XP_039494624.1|DSAN
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC120454697|XP_039496168.1|DSAN
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC120448235|XP_039486069.1|DSAN
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC120457151|XP_039500358.1|DSAN
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC120448980|XP_039487176.1|DSAN
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC120450190|XP_039488989.1|DSAN
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC120454529|XP_039495834.1|DSAN
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC120453600|XP_039494299.1|DSAN
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC120451275|XP_039490752.1|DSAN
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC120453495|XP_039494165.1|DSAN
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC120452548|XP_039492756.1|DSAN
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC120458281|XP_039501811.1|DSAN
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC120450746|XP_039489803.1|DSAN
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC120447538|XP_039484916.1|DSAN
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC120455828|XP_039498227.1|DSAN
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC120455824|XP_039498223.1|DSAN
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC120455816|XP_039498213.1|DSAN
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC120456834|XP_039499818.1|DSAN
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC120448172|XP_039485943.1|DSAN
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC120445703|XP_039482197.1|DSAN
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC120451960|XP_039491918.1|DSAN
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC120455027|XP_039496792.1|DSAN
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC120454668|XP_039496113.1|DSAN
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC120449647|XP_039488177.1|DSAN
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC120452107|XP_039492116.1|DSAN
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC120451750|XP_039491607.1|DSAN
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC120454289|XP_039495409.1|DSAN
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC120454099|XP_039495043.1|DSAN
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC120455751|XP_039498109.1|DSAN
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC120444443|XP_039480036.1|DSAN
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC120456675|XP_039499566.1|DSAN
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC120457398|XP_039500903.1|DSAN
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC120455307|XP_039497290.1|DSAN
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC120452071|XP_039492068.1|DSAN
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC120447639|XP_039485080.1|DSAN
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC120452901|XP_039493292.1|DSAN
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC120450816|XP_039489926.1|DSAN
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC120443921|XP_039479300.1|DSAN
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC120453514|XP_039494196.1|DSAN
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC120454219|XP_039495252.1|DSAN
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC120456362|XP_039499091.1|DSAN
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC120456452|XP_039499225.1|DSAN
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC120455562|XP_039497856.1|DSAN
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC120455796|XP_039498188.1|DSAN
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC120455772|XP_039498162.1|DSAN
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC120455435|XP_039497565.1|DSAN
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC120455313|XP_039497297.1|DSAN
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC120456755|XP_039499682.1|DSAN
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC120455235|XP_039497145.1|DSAN
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC120455660|XP_039497988.1|DSAN
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC120455535|XP_039497808.1|DSAN
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC120455665|XP_039497994.1|DSAN
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC120455977|XP_039498464.1|DSAN
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC120456512|XP_039499313.1|DSAN
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC120456981|XP_039500064.1|DSAN
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC120456098|XP_039498627.1|DSAN
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC120445555|XP_039481960.1|DSAN
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC120457396|XP_039500900.1|DSAN
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC120454648|XP_039496083.1|DSAN
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC120455197|XP_039497074.1|DSAN
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC120454696|XP_039496163.1|DSAN
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC120457327|XP_039500766.1|DSAN
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC120450951|XP_039490170.1|DSAN
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC120458027|XP_039501466.1|DSAN
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC120446761|XP_039483832.1|DSAN
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC120455563|XP_039497859.1|DSAN
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC120456965|XP_039500044.1|DSAN
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC120455441|XP_039497572.1|DSAN
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC120452143|XP_039492167.1|DSAN
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC120454330|XP_039495471.1|DSAN
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC120453246|XP_039493786.1|DSAN
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC120450733|XP_039489786.1|DSAN
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC120450760|XP_039489832.1|DSAN
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC120443871|XP_039479179.1|DSAN
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC120450482|XP_039489463.1|DSAN
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC120453820|XP_039494639.1|DSAN
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC120455248|XP_039497178.1|DSAN
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC120456848|XP_039499838.1|DSAN
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC120456163|XP_039498742.1|DSAN
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC120458324|XP_039501876.1|DSAN
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC120454964|XP_039496679.1|DSAN
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC120456661|XP_039499527.1|DSAN
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC120457137|XP_039500313.1|DSAN
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC120456768|XP_039499699.1|DSAN
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC120444456|XP_039480054.1|DSAN
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC120452200|XP_039492254.1|DSAN
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC120444470|XP_039480081.1|DSAN
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC120456999|XP_039500086.1|DSAN
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC120455871|XP_039498278.1|DSAN
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC120456406|XP_039499171.1|DSAN
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC120448099|XP_039485836.1|DSAN
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC120449762|XP_039488332.1|DSAN
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC120455743|XP_039498100.1|DSAN
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC120455718|XP_039498067.1|DSAN
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC120457256|XP_039500588.1|DSAN
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC120444705|XP_039480510.1|DSAN
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC120447602|XP_039485007.1|DSAN
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC120458202|XP_039501713.1|DSAN
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC120448735|XP_039486848.1|DSAN
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC120456202|XP_039498816.1|DSAN
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC120448932|XP_039487103.1|DSAN
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC120449359|XP_039487706.1|DSAN
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC120448632|XP_039486689.1|DSAN
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC120449123|XP_039487370.1|DSAN
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC120449614|XP_039488123.1|DSAN
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC120451835|XP_039491745.1|DSAN
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC120457341|XP_039500783.1|DSAN
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC120445281|XP_039481515.1|DSAN
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC120452344|XP_039492449.1|DSAN
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC120445433|XP_039481797.1|DSAN
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC120446504|XP_039483445.1|DSAN
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC120446503|XP_039483444.1|DSAN
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC120446580|XP_039483536.1|DSAN
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC120446319|XP_039483168.1|DSAN
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC120446219|XP_039483010.1|DSAN
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC120449888|XP_039488500.1|DSAN
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC120450569|XP_039489620.1|DSAN
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC120447476|XP_039484806.1|DSAN
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC120447475|XP_039484805.1|DSAN
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC120448759|XP_039486878.1|DSAN
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC120450251|XP_039489073.1|DSAN
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC120445873|XP_039482450.1|DSAN
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC120457338|XP_039500781.1|DSAN
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC120448347|XP_039486245.1|DSAN
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC120446065|XP_039482779.1|DSAN
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC120451462|XP_039491078.1|DSAN
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC120444727|XP_039480586.1|DSAN
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC120450601|XP_039489657.1|DSAN
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC120449477|XP_039487887.1|DSAN
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC120449476|XP_039487885.1|DSAN
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC120447485|XP_039484815.1|DSAN
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC120450073|XP_039488792.1|DSAN
OG0007466	LOC5571124|XP_021711034.1|AAEG	LOC120446602|XP_039483568.1|DSAN
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC120457656|XP_039501089.1|DSAN
