Orthogroup	AAEG.longest_only	ASTE.longest_only
OG0006885	LOC5575449|XP_021700372.1|AAEG	LOC118511734|XP_035911073.1|ASTE
OG0006886	LOC5578152|XP_001663724.2|AAEG	LOC118511916|XP_035911446.1|ASTE
OG0006887	LOC5578153|XP_021700394.1|AAEG	LOC118513847|XP_035916022.1|ASTE
OG0006888	LOC5578155|XP_021700401.1|AAEG	LOC118513855|XP_035916042.1|ASTE
OG0006889	LOC5578158|XP_001663730.1|AAEG	LOC118513848|XP_035916026.1|ASTE
OG0006890	LOC5571936|XP_001660046.2|AAEG	LOC118512210|XP_035912216.1|ASTE
OG0006891	LOC5571942|XP_021700428.1|AAEG	LOC118511226|XP_035909954.1|ASTE
OG0006892	LOC5571945|XP_001660049.1|AAEG	LOC118512212|XP_035912220.1|ASTE
OG0006893	LOC5571947|XP_001660051.2|AAEG	LOC118511228|XP_035909956.1|ASTE
OG0006894	LOC5571949|XP_021700441.1|AAEG	LOC118511225|XP_035909943.1|ASTE
OG0006895	LOC5569506|XP_021700483.1|AAEG	LOC118513309|XP_035914785.1|ASTE
OG0006896	LOC5569507|XP_021700485.1|AAEG	LOC118512029|XP_035911713.1|ASTE
OG0006897	LOC5569512|XP_021700487.1|AAEG	LOC118510565|XP_035908446.1|ASTE
OG0006898	LOC5568223|XP_001652155.2|AAEG	LOC118508930|XP_035904731.1|ASTE
OG0006899	LOC5580327|XP_001663279.1|AAEG	LOC118511094|XP_035909690.1|ASTE
OG0006900	LOC5569011|XP_001652665.1|AAEG	LOC118511128|XP_035909754.1|ASTE
OG0006901	LOC5564161|XP_001648490.1|AAEG	LOC118511115|XP_035909733.1|ASTE
OG0006902	LOC5565619|XP_001649973.1|AAEG	LOC118511631|XP_035910836.1|ASTE
OG0006903	LOC5566449|XP_001650817.2|AAEG	LOC118510628|XP_035908558.1|ASTE
OG0006904	LOC5565700|XP_001650043.1|AAEG	LOC118511808|XP_035911242.1|ASTE
OG0006905	LOC5565680|XP_001650055.2|AAEG	LOC118511051|XP_035909543.1|ASTE
OG0006906	LOC5570925|XP_001653405.2|AAEG	LOC118511041|XP_035909528.1|ASTE
OG0006907	LOC5570922|XP_021700604.1|AAEG	LOC118514514|XP_035917355.1|ASTE
OG0006908	LOC5570916|XP_001653395.1|AAEG	LOC118513533|XP_035915298.1|ASTE
OG0006909	LOC5570914|XP_001653393.1|AAEG	LOC118513530|XP_035915295.1|ASTE
OG0006910	LOC5570913|XP_021700629.1|AAEG	LOC118509051|XP_035905030.1|ASTE
OG0006911	LOC5574739|XP_021700699.1|AAEG	LOC118513981|XP_035916302.1|ASTE
OG0006912	LOC5571728|XP_021700724.1|AAEG	LOC118513914|XP_035916149.1|ASTE
OG0006913	LOC5571738|XP_021700728.1|AAEG	LOC118513946|XP_035916228.1|ASTE
OG0006914	LOC5571737|XP_021700731.1|AAEG	LOC118513964|XP_035916277.1|ASTE
OG0006915	LOC5571734|XP_021700733.1|AAEG	LOC118513931|XP_035916194.1|ASTE
OG0006916	LOC5571740|XP_021700738.1|AAEG	LOC118513918|XP_035916171.1|ASTE
OG0006917	LOC5571433|XP_021700741.1|AAEG	LOC118513656|XP_035915635.1|ASTE
OG0006918	LOC5571429|XP_001659681.1|AAEG	LOC118510584|XP_035908473.1|ASTE
OG0006919	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG	LOC118508029|XP_035903321.1|ASTE
OG0006920	LOC5566347|XP_021700770.1|AAEG	LOC118513559|XP_035915374.1|ASTE
OG0006921	LOC5569682|XP_021700789.1|AAEG	LOC118513550|XP_035915331.1|ASTE
OG0006922	LOC5570429|XP_001659136.1|AAEG	LOC118511040|XP_035909527.1|ASTE
OG0006923	LOC5570430|XP_021700795.1|AAEG	LOC118510079|XP_035907381.1|ASTE
OG0006924	LOC5572672|XP_001654138.1|AAEG	LOC118511045|XP_035909535.1|ASTE
OG0006925	LOC5572641|XP_021700802.1|AAEG	LOC118511043|XP_035909533.1|ASTE
OG0006926	LOC5572653|XP_001654153.2|AAEG	LOC118513866|XP_035916061.1|ASTE
OG0006927	LOC5572654|XP_021700823.1|AAEG	LOC118513865|XP_035916060.1|ASTE
OG0006928	LOC5572656|XP_021700826.1|AAEG	LOC118513863|XP_035916057.1|ASTE
OG0006929	LOC5574315|XP_001655092.2|AAEG	LOC118511069|XP_035909573.1|ASTE
OG0006930	LOC5579442|XP_021700855.1|AAEG	LOC118511066|XP_035909566.1|ASTE
OG0006931	LOC5565756|XP_001650128.2|AAEG	LOC118514277|XP_035916911.1|ASTE
OG0006932	LOC5565777|XP_001650136.1|AAEG	LOC118510143|XP_035907523.1|ASTE
OG0006933	LOC5565757|XP_021700902.1|AAEG	LOC118509330|XP_035905683.1|ASTE
OG0006934	LOC5564835|XP_021700940.1|AAEG	LOC118511598|XP_035910771.1|ASTE
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC118511714|XP_035911029.1|ASTE
OG0006936	LOC5569176|XP_021701029.1|AAEG	LOC118511718|XP_035911035.1|ASTE
OG0006937	LOC5569180|XP_001652760.1|AAEG	LOC118511723|XP_035911053.1|ASTE
OG0006938	LOC5569181|XP_011493383.1|AAEG	LOC118511722|XP_035911051.1|ASTE
OG0006939	LOC5569183|XP_001652766.1|AAEG	LOC118514007|XP_035916351.1|ASTE
OG0006940	LOC5564492|XP_001648832.1|AAEG	LOC118513883|XP_035916085.1|ASTE
OG0006941	LOC5566991|XP_021701107.1|AAEG	LOC118511087|XP_035909663.1|ASTE
OG0006942	LOC5566521|XP_021701142.1|AAEG	LOC118511089|XP_035909676.1|ASTE
OG0006943	LOC5571666|XP_001653753.2|AAEG	LOC118513934|XP_035916200.1|ASTE
OG0006944	LOC5571664|XP_021701188.1|AAEG	LOC118514018|XP_035916382.1|ASTE
OG0006945	LOC5571661|XP_021701189.1|AAEG	LOC118514017|XP_035916381.1|ASTE
OG0006946	LOC5571642|XP_001653737.2|AAEG	LOC118513999|XP_035916329.1|ASTE
OG0006947	LOC5571643|XP_001653736.1|AAEG	LOC118514005|XP_035916347.1|ASTE
OG0006948	LOC5571647|XP_001653732.1|AAEG	LOC118511756|XP_035911116.1|ASTE
OG0006950	LOC5573845|XP_001654882.1|AAEG	LOC118510612|XP_035908517.1|ASTE
OG0006951	LOC23687432|XP_021701306.1|AAEG	LOC118511590|XP_035910733.1|ASTE
OG0006952	LOC5573803|XP_001661053.1|AAEG	LOC118511587|XP_035910731.1|ASTE
OG0006953	LOC5568799|XP_001658164.1|AAEG	LOC118513397|XP_035914970.1|ASTE
OG0006954	LOC5568801|XP_001658166.2|AAEG	LOC118513394|XP_035914968.1|ASTE
OG0006955	LOC5568807|XP_001658168.2|AAEG	LOC118509137|XP_035905231.1|ASTE
OG0006956	LOC5568815|XP_001658181.2|AAEG	LOC118512540|XP_035913004.1|ASTE
OG0006957	LOC5568816|XP_021701325.1|AAEG	LOC118512539|XP_035913002.1|ASTE
OG0006958	LOC5568817|XP_001658183.2|AAEG	LOC118512543|XP_035913008.1|ASTE
OG0006959	LOC5568819|XP_001658185.1|AAEG	LOC118511658|XP_035910897.1|ASTE
OG0006960	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG	LOC118511662|XP_035910903.1|ASTE
OG0006961	LOC5568830|XP_021701344.1|AAEG	LOC118511231|XP_035909959.1|ASTE
OG0006962	LOC5564978|XP_001649330.2|AAEG	LOC118512544|XP_035913010.1|ASTE
OG0006963	LOC5570300|XP_021701406.1|AAEG	LOC118513434|XP_035915058.1|ASTE
OG0006964	LOC5577475|XP_001656501.2|AAEG	LOC118513439|XP_035915072.1|ASTE
OG0006965	LOC5578795|XP_001657167.2|AAEG	LOC118509270|XP_035905517.1|ASTE
OG0006966	LOC5578794|XP_001657165.1|AAEG	LOC118509269|XP_035905516.1|ASTE
OG0006967	LOC5578793|XP_001657164.2|AAEG	LOC118509267|XP_035905511.1|ASTE
OG0006968	LOC5578768|XP_021701446.1|AAEG	LOC118509066|XP_035905078.1|ASTE
OG0006969	LOC5578753|XP_001657121.1|AAEG	LOC118509079|XP_035905105.1|ASTE
OG0006970	LOC5570954|XP_021701486.1|AAEG	LOC118508991|XP_035904882.1|ASTE
OG0006971	LOC5576430|XP_001662635.1|AAEG	LOC118511679|XP_035910940.1|ASTE
OG0006972	LOC5576427|XP_001662630.2|AAEG	LOC118511677|XP_035910933.1|ASTE
OG0006973	LOC5577727|XP_021697246.1|AAEG	LOC118511670|XP_035910921.1|ASTE
OG0006974	LOC5565282|XP_001649622.2|AAEG	LOC118511648|XP_035910875.1|ASTE
OG0006975	LOC5568241|XP_001657933.2|AAEG	LOC118512470|XP_035912849.1|ASTE
OG0006976	LOC5570636|XP_021701628.1|AAEG	LOC118511789|XP_035911200.1|ASTE
OG0006977	LOC5578973|XP_021701659.1|AAEG	LOC118511622|XP_035910813.1|ASTE
OG0006978	LOC5576060|XP_021701664.1|AAEG	LOC118511605|XP_035910781.1|ASTE
OG0006979	LOC5577127|XP_021701683.1|AAEG	LOC118509144|XP_035905244.1|ASTE
OG0006980	LOC5576862|XP_001662958.1|AAEG	LOC118509038|XP_035904971.1|ASTE
OG0006981	LOC5577187|XP_021701706.1|AAEG	LOC118514031|XP_035916400.1|ASTE
OG0006982	LOC5577184|XP_021701707.1|AAEG	LOC118513894|XP_035916101.1|ASTE
OG0006983	LOC5577190|XP_021701711.1|AAEG	LOC118513900|XP_035916110.1|ASTE
OG0006984	LOC23687802|XP_021701713.1|AAEG	LOC118513733|XP_035915781.1|ASTE
OG0006985	LOC5574881|XP_021701718.1|AAEG	LOC118513728|XP_035915774.1|ASTE
OG0006986	LOC5574879|XP_001661689.1|AAEG	LOC118513729|XP_035915776.1|ASTE
OG0006987	LOC5565864|XP_001650230.1|AAEG	LOC118510997|XP_035909404.1|ASTE
OG0006988	LOC5564530|XP_021701754.1|AAEG	LOC118510995|XP_035909402.1|ASTE
OG0006989	LOC5568486|XP_001658071.1|AAEG	LOC118511025|XP_035909496.1|ASTE
OG0006990	LOC5573100|XP_021701800.1|AAEG	LOC118511022|XP_035909486.1|ASTE
OG0006991	LOC5573091|XP_001654405.1|AAEG	LOC118511016|XP_035909437.1|ASTE
OG0006992	LOC5564482|XP_021701933.1|AAEG	LOC118512468|XP_035912836.1|ASTE
OG0006993	LOC5579471|XP_021702015.1|AAEG	LOC118512567|XP_035913053.1|ASTE
OG0006994	LOC5563793|XP_021702026.1|AAEG	LOC118510142|XP_035907522.1|ASTE
OG0006995	LOC5563857|XP_001648171.2|AAEG	LOC118511692|XP_035910986.1|ASTE
OG0006996	LOC5575714|XP_001662161.1|AAEG	LOC118513776|XP_035915847.1|ASTE
OG0006997	LOC5572015|XP_021702111.1|AAEG	LOC118510001|XP_035907278.1|ASTE
OG0006998	LOC5567716|XP_001657637.2|AAEG	LOC118513744|XP_035915794.1|ASTE
OG0006999	LOC5567313|XP_001651748.1|AAEG	LOC118513760|XP_035915827.1|ASTE
OG0007000	LOC5576503|XP_001662695.1|AAEG	LOC118514143|XP_035916644.1|ASTE
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC118513360|XP_035914885.1|ASTE
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC118511688|XP_035910971.1|ASTE
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC118513836|XP_035915996.1|ASTE
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC118512575|XP_035913087.1|ASTE
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC118512581|XP_035913102.1|ASTE
OG0007006	LOC5566374|XP_021702362.1|AAEG	LOC118510645|XP_035908637.1|ASTE
OG0007007	LOC5566398|XP_001650762.1|AAEG	LOC118514599|XP_035917489.1|ASTE
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC118510011|XP_035907290.1|ASTE
OG0007009	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG	LOC118510592|XP_035908487.1|ASTE
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC118514660|XP_035917591.1|ASTE
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC118514664|XP_035917599.1|ASTE
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC118514670|XP_035917605.1|ASTE
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC118511778|XP_035911177.1|ASTE
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC118511780|XP_035911179.1|ASTE
OG0007015	LOC5565307|XP_001649665.2|AAEG	LOC118511786|XP_035911196.1|ASTE
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC118509319|XP_035905664.1|ASTE
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC118514631|XP_035917526.1|ASTE
OG0007018	LOC5566800|XP_021702552.1|AAEG	LOC118514632|XP_035917529.1|ASTE
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC118511798|XP_035911221.1|ASTE
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC118512431|XP_035912782.1|ASTE
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC118514562|XP_035917451.1|ASTE
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC118514540|XP_035917416.1|ASTE
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC118514575|XP_035917469.1|ASTE
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC118514536|XP_035917412.1|ASTE
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC118513286|XP_035914747.1|ASTE
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC118513277|XP_035914736.1|ASTE
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC118509224|XP_035905418.1|ASTE
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC118509225|XP_035905419.1|ASTE
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC118513255|XP_035914711.1|ASTE
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC118512609|XP_035913175.1|ASTE
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC118512595|XP_035913141.1|ASTE
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC118512601|XP_035913150.1|ASTE
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC118512604|XP_035913166.1|ASTE
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC118513689|XP_035915701.1|ASTE
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC118513688|XP_035915700.1|ASTE
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC118513693|XP_035915710.1|ASTE
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC118513694|XP_035915711.1|ASTE
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC118512535|XP_035912983.1|ASTE
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC118511554|XP_035910676.1|ASTE
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC118509827|XP_035906890.1|ASTE
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC118510863|XP_035909102.1|ASTE
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC118510860|XP_035909086.1|ASTE
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC118505163|XP_035896453.1|ASTE
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC118513503|XP_035915243.1|ASTE
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC118509262|XP_035905504.1|ASTE
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC118514600|XP_035917490.1|ASTE
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC118513351|XP_035914876.1|ASTE
OG0007048	LOC5569077|XP_021703044.1|AAEG	LOC118513319|XP_035914818.1|ASTE
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC118509181|XP_035905340.1|ASTE
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC118513627|XP_035915583.1|ASTE
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC118513631|XP_035915588.1|ASTE
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC118510583|XP_035908468.1|ASTE
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC118510874|XP_035909129.1|ASTE
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC118512542|XP_035913007.1|ASTE
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC118513779|XP_035915850.1|ASTE
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC118513799|XP_035915889.1|ASTE
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC118513826|XP_035915955.1|ASTE
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC118513818|XP_035915944.1|ASTE
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC118510868|XP_035909109.1|ASTE
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC118513005|XP_035914159.1|ASTE
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC118512941|XP_035914038.1|ASTE
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC118513470|XP_035915154.1|ASTE
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC118511237|XP_035909968.1|ASTE
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC118513660|XP_035915647.1|ASTE
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC118513657|XP_035915636.1|ASTE
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC118514251|XP_035916858.1|ASTE
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC118509881|XP_035907013.1|ASTE
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC118509891|XP_035907030.1|ASTE
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC118511695|XP_035910988.1|ASTE
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC118515244|XP_035917821.1|ASTE
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC118513225|XP_035914645.1|ASTE
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC118511243|XP_035909976.1|ASTE
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC118513623|XP_035915574.1|ASTE
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC118510912|XP_035909208.1|ASTE
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC118510911|XP_035909205.1|ASTE
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC118512969|XP_035914089.1|ASTE
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC118511807|XP_035911240.1|ASTE
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC118511812|XP_035911244.1|ASTE
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC118509951|XP_035907175.1|ASTE
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC118510772|XP_035908931.1|ASTE
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC118510764|XP_035908910.1|ASTE
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC118510763|XP_035908909.1|ASTE
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC118510760|XP_035908897.1|ASTE
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC118510757|XP_035908894.1|ASTE
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC118510043|XP_035907324.1|ASTE
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC118514053|XP_035916439.1|ASTE
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC118514124|XP_035916602.1|ASTE
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC118514120|XP_035916592.1|ASTE
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC118509947|XP_035907172.1|ASTE
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC118514101|XP_035916559.1|ASTE
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC118514094|XP_035916523.1|ASTE
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC118509946|XP_035907171.1|ASTE
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC118511222|XP_035909937.1|ASTE
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC118513690|XP_035915703.1|ASTE
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC118513685|XP_035915683.1|ASTE
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC118513337|XP_035914851.1|ASTE
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC118510674|XP_035908728.1|ASTE
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC118514116|XP_035916585.1|ASTE
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC118510064|XP_035907347.1|ASTE
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC118514087|XP_035916513.1|ASTE
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC118514071|XP_035916490.1|ASTE
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC118510712|XP_035908804.1|ASTE
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC118510706|XP_035908798.1|ASTE
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC118510705|XP_035908797.1|ASTE
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC118510696|XP_035908768.1|ASTE
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC118510694|XP_035908762.1|ASTE
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC118510693|XP_035908760.1|ASTE
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC118510680|XP_035908736.1|ASTE
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC118510677|XP_035908731.1|ASTE
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC118510673|XP_035908713.1|ASTE
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC118510668|XP_035908705.1|ASTE
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC118510664|XP_035908697.1|ASTE
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC118510662|XP_035908689.1|ASTE
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC118510658|XP_035908676.1|ASTE
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC118514135|XP_035916624.1|ASTE
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC118514137|XP_035916626.1|ASTE
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC118517522|XP_035919644.1|ASTE
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC118517520|XP_035919642.1|ASTE
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC118505825|XP_035898068.1|ASTE
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC118505837|XP_035898088.1|ASTE
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC118517571|XP_035919711.1|ASTE
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC118505288|XP_035896766.1|ASTE
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC118505515|XP_035897308.1|ASTE
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC118506333|XP_035899200.1|ASTE
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC118505822|XP_035898064.1|ASTE
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC118506736|XP_035900175.1|ASTE
