Orthogroup	AAEG.longest_only	DSUB.longest_only
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC117903807|XP_034672132.1|DSUB
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC117900589|XP_034666893.1|DSUB
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC117903477|XP_034671423.1|DSUB
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC117890050|XP_034650565.1|DSUB
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC117903294|XP_034671118.1|DSUB
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC117899618|XP_034665657.1|DSUB
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC117898897|XP_034664515.1|DSUB
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC117890452|XP_034651189.1|DSUB
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC117890427|XP_034651143.1|DSUB
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC117895138|XP_034658457.1|DSUB
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC117895796|XP_034659608.1|DSUB
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC117897232|XP_034661843.1|DSUB
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC117901952|XP_034668817.1|DSUB
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC117903061|XP_034670702.1|DSUB
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC117903759|XP_034672063.1|DSUB
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC117903738|XP_034671991.1|DSUB
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC117903785|XP_034672106.1|DSUB
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC117903903|XP_034672298.1|DSUB
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC117900364|XP_034666608.1|DSUB
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC117894295|XP_034657147.1|DSUB
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC117903225|XP_034671019.1|DSUB
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC117903141|XP_034670870.1|DSUB
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC117903306|XP_034671129.1|DSUB
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC117894407|XP_034657312.1|DSUB
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC117894443|XP_034657420.1|DSUB
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC117899751|XP_034665890.1|DSUB
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC117899711|XP_034665816.1|DSUB
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC117897923|XP_034662901.1|DSUB
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC117896776|XP_034661147.1|DSUB
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC117896121|XP_034660070.1|DSUB
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC117894034|XP_034656772.1|DSUB
OG0007744	LOC5565275|XP_021701816.1|AAEG	LOC117893452|XP_034655966.1|DSUB
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC117896267|XP_034660349.1|DSUB
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC117898947|XP_034664561.1|DSUB
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC117899471|XP_034665390.1|DSUB
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC117903057|XP_034670692.1|DSUB
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC117893560|XP_034656117.1|DSUB
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC117899729|XP_034665864.1|DSUB
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC117900698|XP_034667042.1|DSUB
OG0007752	LOC5564061|XP_001648364.2|AAEG	LOC117900974|XP_034667454.1|DSUB
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC117893872|XP_034656538.1|DSUB
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC117903359|XP_034671205.1|DSUB
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC117892343|XP_034654461.1|DSUB
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC117892651|XP_034654903.1|DSUB
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC117903044|XP_034670676.1|DSUB
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC117902334|XP_034669520.1|DSUB
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC117897447|XP_034662182.1|DSUB
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC117897829|XP_034662786.1|DSUB
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC117893603|XP_034656209.1|DSUB
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC117893272|XP_034655769.1|DSUB
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC117901438|XP_034668073.1|DSUB
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC117903412|XP_034671317.1|DSUB
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC117895877|XP_034659770.1|DSUB
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC117899115|XP_034664794.1|DSUB
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC117902950|XP_034670463.1|DSUB
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC117903714|XP_034671952.1|DSUB
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC117893395|XP_034655888.1|DSUB
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC117893435|XP_034655947.1|DSUB
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC117900803|XP_034667179.1|DSUB
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC117903052|XP_034670682.1|DSUB
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC117902115|XP_034669121.1|DSUB
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC117895710|XP_034659452.1|DSUB
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC117890653|XP_034651552.1|DSUB
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC117901321|XP_034667923.1|DSUB
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC117903761|XP_034672061.1|DSUB
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC117902623|XP_034670035.1|DSUB
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC117894501|XP_034657502.1|DSUB
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC117898339|XP_034663561.1|DSUB
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC117898219|XP_034663384.1|DSUB
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC117898299|XP_034663465.1|DSUB
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC117897753|XP_034662685.1|DSUB, LOC117899631|XP_034665722.1|DSUB
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC117896465|XP_034660688.1|DSUB
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC117903626|XP_034671784.1|DSUB
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC117900624|XP_034666944.1|DSUB
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC117898611|XP_034664055.1|DSUB
OG0007788	LOC5572776|XP_001654175.2|AAEG	LOC117896305|XP_034660418.1|DSUB
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC117899024|XP_034664674.1|DSUB
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC117898180|XP_034663279.1|DSUB
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC117898182|XP_034663289.1|DSUB
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC117903196|XP_034670972.1|DSUB
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC117899289|XP_034665092.1|DSUB
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC117889583|XP_034649880.1|DSUB
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC117903796|XP_034672115.1|DSUB
OG0007796	LOC5568342|XP_001657996.1|AAEG	LOC117899198|XP_034664961.1|DSUB
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC117896139|XP_034660100.1|DSUB
OG0007798	LOC5578682|XP_001657081.2|AAEG	LOC117896140|XP_034660103.1|DSUB
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC117897933|XP_034662914.1|DSUB
OG0007800	LOC5577525|XP_001656527.2|AAEG	LOC117898097|XP_034663168.1|DSUB
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC117898620|XP_034664066.1|DSUB
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC117897640|XP_034662507.1|DSUB
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC117899169|XP_034664919.1|DSUB
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC117903303|XP_034671130.1|DSUB
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC117895769|XP_034659539.1|DSUB
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC117895759|XP_034659526.1|DSUB
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC117897938|XP_034662920.1|DSUB
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC117903199|XP_034670975.1|DSUB
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC117900236|XP_034666416.1|DSUB
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC117898316|XP_034663491.1|DSUB
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC117889631|XP_034649979.1|DSUB
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC117897377|XP_034662070.1|DSUB
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC117903869|XP_034672250.1|DSUB
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC117897061|XP_034661552.1|DSUB
OG0007816	LOC5580205|XP_001655617.2|AAEG	LOC117895775|XP_034659562.1|DSUB
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC117897029|XP_034661499.1|DSUB
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC117903521|XP_034671526.1|DSUB
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC117898387|XP_034663633.1|DSUB
OG0007821	LOC5580172|XP_021692938.1|AAEG	LOC117897573|XP_034662413.1|DSUB
OG0007822	LOC5580169|XP_021692934.1|AAEG	LOC117897572|XP_034662409.1|DSUB
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC117899105|XP_034664777.1|DSUB
OG0007824	LOC5578277|XP_001663805.2|AAEG	LOC117898157|XP_034663253.1|DSUB
OG0007825	LOC5570839|XP_001653346.2|AAEG	LOC117897661|XP_034662539.1|DSUB
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC117899635|XP_034665685.1|DSUB
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC117903410|XP_034671305.1|DSUB
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC117894572|XP_034657602.1|DSUB
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC117896907|XP_034661334.1|DSUB
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC117897048|XP_034661523.1|DSUB
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC117897994|XP_034663015.1|DSUB
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC117903485|XP_034671443.1|DSUB
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC117903376|XP_034671236.1|DSUB
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC117898625|XP_034664072.1|DSUB
OG0007835	LOC5576739|XP_001656235.1|AAEG	LOC117896915|XP_034661345.1|DSUB
OG0007836	LOC5576721|XP_001656228.2|AAEG	LOC117898805|XP_034664341.1|DSUB
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC117897183|XP_034661773.1|DSUB
OG0007838	LOC5573635|XP_001660962.2|AAEG	LOC117896569|XP_034660861.1|DSUB
OG0007839	LOC5573310|XP_001654530.1|AAEG	LOC117897084|XP_034661617.1|DSUB
OG0007840	LOC5573056|XP_001654378.1|AAEG	LOC117898612|XP_034664056.1|DSUB
OG0007841	LOC5577932|XP_021694422.1|AAEG	LOC117896988|XP_034661435.1|DSUB
OG0007842	LOC5575947|XP_021693726.1|AAEG	LOC117897788|XP_034662728.1|DSUB
OG0007843	LOC5576515|XP_001662708.2|AAEG	LOC117897182|XP_034661772.1|DSUB
OG0007844	LOC5565598|XP_021693787.1|AAEG	LOC117892522|XP_034654702.1|DSUB
OG0007845	LOC5565599|XP_021693790.1|AAEG	LOC117899119|XP_034664799.1|DSUB
OG0007846	LOC5565605|XP_021693796.1|AAEG	LOC117902780|XP_034670315.1|DSUB
OG0007847	LOC5565602|XP_021693797.1|AAEG	LOC117897045|XP_034661519.1|DSUB
OG0007848	LOC5565926|XP_001650302.2|AAEG	LOC117897023|XP_034661491.1|DSUB
OG0007849	LOC5565958|XP_001650298.2|AAEG	LOC117896142|XP_034660105.1|DSUB
OG0007850	LOC5565936|XP_001650296.2|AAEG	LOC117896141|XP_034660104.1|DSUB
OG0007851	LOC5565961|XP_021693928.1|AAEG	LOC117898131|XP_034663216.1|DSUB
OG0007852	LOC110674691|XP_021694427.1|AAEG	LOC117898592|XP_034664029.1|DSUB
OG0007853	LOC5573537|XP_001654672.2|AAEG	LOC117898965|XP_034664597.1|DSUB
OG0007854	LOC5573534|XP_021693955.1|AAEG	LOC117896641|XP_034660978.1|DSUB
OG0007855	LOC5579957|XP_001658473.2|AAEG	LOC117898476|XP_034663801.1|DSUB
OG0007856	LOC110674221|XP_021694064.1|AAEG	LOC117897042|XP_034661516.1|DSUB
OG0007857	LOC5565635|XP_021694071.1|AAEG	LOC117898466|XP_034663780.1|DSUB
OG0007858	LOC5578918|XP_021694074.1|AAEG	LOC117902792|XP_034670299.1|DSUB
OG0007859	LOC5576111|XP_001662456.2|AAEG	LOC117900380|XP_034666626.1|DSUB
OG0007860	LOC5576119|XP_001662466.1|AAEG	LOC117897657|XP_034662532.1|DSUB
OG0007861	LOC5576129|XP_001662475.2|AAEG	LOC117896940|XP_034661375.1|DSUB
OG0007862	LOC5576130|XP_001662476.2|AAEG	LOC117892736|XP_034655056.1|DSUB, LOC117896337|XP_034660473.1|DSUB
OG0007863	LOC5576133|XP_001662481.2|AAEG	LOC117900955|XP_034667419.1|DSUB
OG0007864	LOC5565140|XP_021694141.1|AAEG	LOC117896312|XP_034660428.1|DSUB
OG0007865	LOC110674239|XP_021694150.1|AAEG	LOC117894843|XP_034657984.1|DSUB
OG0007866	LOC5577584|XP_021694151.1|AAEG	LOC117899316|XP_034665139.1|DSUB
OG0007867	LOC5565083|XP_021694163.1|AAEG	LOC117899260|XP_034665041.1|DSUB
OG0007868	LOC5572607|XP_021694173.1|AAEG	LOC117896014|XP_034659910.1|DSUB
OG0007869	LOC5566104|XP_021695322.1|AAEG	LOC117903670|XP_034671888.1|DSUB
OG0007870	LOC5571441|XP_001659693.2|AAEG	LOC117894363|XP_034657248.1|DSUB
OG0007871	LOC5579864|XP_001664326.2|AAEG	LOC117903630|XP_034671792.1|DSUB
OG0007872	LOC5575755|XP_021695607.1|AAEG	LOC117893291|XP_034655752.1|DSUB
OG0007873	LOC110675366|XP_021695788.1|AAEG	LOC117893303|XP_034655771.1|DSUB
OG0007874	LOC110675408|XP_021696036.1|AAEG	LOC117894938|XP_034658148.1|DSUB
OG0007875	LOC5575910|XP_021696043.1|AAEG	LOC117890183|XP_034650773.1|DSUB
OG0007876	LOC5572896|XP_021696216.1|AAEG	LOC117903720|XP_034671960.1|DSUB
OG0007877	LOC5579996|XP_021696288.1|AAEG	LOC117893100|XP_034655426.1|DSUB
OG0007879	LOC5566265|XP_021696579.1|AAEG	LOC117894684|XP_034657754.1|DSUB
OG0007880	LOC5574281|XP_001661332.1|AAEG	LOC117902295|XP_034669470.1|DSUB
OG0007881	LOC5572344|XP_021696820.1|AAEG	LOC117894010|XP_034656725.1|DSUB
OG0007882	LOC110675667|XP_021696955.1|AAEG	LOC117895735|XP_034659484.1|DSUB
OG0007883	LOC5576419|XP_021696957.1|AAEG	LOC117895733|XP_034659479.1|DSUB
OG0007884	LOC110675711|XP_021697101.1|AAEG	LOC117894437|XP_034657394.1|DSUB
OG0007885	LOC5572689|XP_001660508.1|AAEG	LOC117890184|XP_034650779.1|DSUB
OG0007886	LOC5578537|XP_021697271.1|AAEG	LOC117902265|XP_034669416.1|DSUB
OG0007887	LOC5575897|XP_021697300.1|AAEG	LOC117895729|XP_034659474.1|DSUB
OG0007888	LOC5579977|XP_001658604.1|AAEG	LOC117894900|XP_034658083.1|DSUB
OG0007889	LOC5579978|XP_021697400.1|AAEG	LOC117894612|XP_034657655.1|DSUB
OG0007890	LOC5579058|XP_001657258.1|AAEG	LOC117893036|XP_034655293.1|DSUB
OG0007891	LOC5567753|XP_001657653.1|AAEG	LOC117897530|XP_034662341.1|DSUB
OG0007892	LOC5572762|XP_001660583.2|AAEG	LOC117889894|XP_034650296.1|DSUB
OG0007893	LOC5572767|XP_021697644.1|AAEG	LOC117892117|XP_034654036.1|DSUB
OG0007894	LOC5571563|XP_021697737.1|AAEG	LOC117893722|XP_034656302.1|DSUB
OG0007895	LOC5565534|XP_021697739.1|AAEG	LOC117895102|XP_034658389.1|DSUB
OG0007896	LOC5565541|XP_001649896.2|AAEG	LOC117893808|XP_034656447.1|DSUB
OG0007897	LOC5573998|XP_001661085.2|AAEG	LOC117895818|XP_034659641.1|DSUB
OG0007898	LOC5568731|XP_001658111.1|AAEG	LOC117894956|XP_034658177.1|DSUB
OG0007899	LOC5566834|XP_021698107.1|AAEG	LOC117895789|XP_034659582.1|DSUB
OG0007900	LOC5573667|XP_001660989.2|AAEG	LOC117891104|XP_034652183.1|DSUB
OG0007901	LOC5574161|XP_001655070.1|AAEG	LOC117895869|XP_034659733.1|DSUB
OG0007902	LOC5579153|XP_001664248.2|AAEG	LOC117903871|XP_034672252.1|DSUB
OG0007903	LOC5571408|XP_021698668.1|AAEG	LOC117893097|XP_034655420.1|DSUB
OG0007904	LOC5571406|XP_021698670.1|AAEG	LOC117895416|XP_034658941.1|DSUB
OG0007905	LOC5569668|XP_001652932.1|AAEG	LOC117901193|XP_034667737.1|DSUB
OG0007906	LOC5564155|XP_021698763.1|AAEG	LOC117893491|XP_034656015.1|DSUB
OG0007907	LOC5567319|XP_021698800.1|AAEG	LOC117893018|XP_034655265.1|DSUB
OG0007908	LOC5572190|XP_001653860.2|AAEG	LOC117893019|XP_034655266.1|DSUB
OG0007909	LOC5572189|XP_001653847.2|AAEG	LOC117903377|XP_034671238.1|DSUB
OG0007910	LOC5575606|XP_001662092.2|AAEG	LOC117892932|XP_034655139.1|DSUB
OG0007911	LOC5572502|XP_001660442.2|AAEG	LOC117893576|XP_034656139.1|DSUB
OG0007912	LOC5572504|XP_001660444.2|AAEG	LOC117893570|XP_034656132.1|DSUB
OG0007913	LOC110676274|XP_021699205.1|AAEG	LOC117893577|XP_034656140.1|DSUB
OG0007914	LOC110676292|XP_021699291.1|AAEG	LOC117894749|XP_034657851.1|DSUB
OG0007915	LOC5571046|XP_001659483.1|AAEG	LOC117894036|XP_034656774.1|DSUB
OG0007916	LOC110676318|XP_021699420.1|AAEG	LOC117900985|XP_034667473.1|DSUB
OG0007917	LOC110676370|XP_021699636.1|AAEG	LOC117891433|XP_034652796.1|DSUB
OG0007918	LOC5575622|XP_021699697.1|AAEG	LOC117890100|XP_034650655.1|DSUB
OG0007919	LOC5567705|XP_001651871.2|AAEG	LOC117890688|XP_034651566.1|DSUB
OG0007920	LOC5567703|XP_001651869.2|AAEG	LOC117891481|XP_034652851.1|DSUB
OG0007921	LOC5567694|XP_001651855.1|AAEG	LOC117890341|XP_034651023.1|DSUB
OG0007922	LOC5575902|XP_021699835.1|AAEG	LOC117896681|XP_034661020.1|DSUB
OG0007923	LOC5574835|XP_021699842.1|AAEG	LOC117903701|XP_034671930.1|DSUB
OG0007924	LOC5574644|XP_021699901.1|AAEG	LOC117890764|XP_034651719.1|DSUB
OG0007925	LOC5572043|XP_021699922.1|AAEG	LOC117891642|XP_034653080.1|DSUB
OG0007926	LOC5569988|XP_001658877.1|AAEG	LOC117890468|XP_034651214.1|DSUB
OG0007927	LOC5569985|XP_021700016.1|AAEG	LOC117900008|XP_034666082.1|DSUB
OG0007928	LOC5574683|XP_021700061.1|AAEG	LOC117902415|XP_034669653.1|DSUB
OG0007929	LOC5564085|XP_021700070.1|AAEG	LOC117899964|XP_034666010.1|DSUB
OG0007930	LOC110676455|XP_021700084.1|AAEG	LOC117890419|XP_034651128.1|DSUB
OG0007931	LOC5571144|XP_001653457.2|AAEG	LOC117902444|XP_034669725.1|DSUB
OG0007932	LOC5568633|XP_021700315.1|AAEG	LOC117894064|XP_034656811.1|DSUB
OG0007933	LOC5568631|XP_021700324.1|AAEG	LOC117896284|XP_034660379.1|DSUB
OG0007934	LOC110675597|XP_021696704.1|AAEG	LOC117901712|XP_034668477.1|DSUB
OG0007935	LOC5575448|XP_001661964.1|AAEG	LOC117901883|XP_034668731.1|DSUB
OG0007936	LOC5578156|XP_021700404.1|AAEG	LOC117902399|XP_034669621.1|DSUB
OG0007937	LOC5580325|XP_021700499.1|AAEG	LOC117902589|XP_034669979.1|DSUB
OG0007938	LOC5577419|XP_001656499.1|AAEG	LOC117900362|XP_034666602.1|DSUB
OG0007939	LOC5564446|XP_021700503.1|AAEG	LOC117901088|XP_034667604.1|DSUB
OG0007940	LOC5577415|XP_021700508.1|AAEG	LOC117900518|XP_034666804.1|DSUB
OG0007941	LOC5578356|XP_001656926.2|AAEG	LOC117889782|XP_034650139.1|DSUB
OG0007942	LOC5566445|XP_001650816.1|AAEG	LOC117903284|XP_034671098.1|DSUB
OG0007943	LOC5566425|XP_021700554.1|AAEG	LOC117901116|XP_034667642.1|DSUB
OG0007944	LOC5565687|XP_021700587.1|AAEG	LOC117893553|XP_034656099.1|DSUB
OG0007945	LOC5570921|XP_001653400.2|AAEG	LOC117900004|XP_034666069.1|DSUB
OG0007947	LOC5571730|XP_001659882.2|AAEG	LOC117901449|XP_034668085.1|DSUB
OG0007948	LOC5571432|XP_021700743.1|AAEG	LOC117902775|XP_034670259.1|DSUB
OG0007949	LOC5570422|XP_001659133.3|AAEG	LOC117903562|XP_034671658.1|DSUB
OG0007950	LOC5574308|XP_021700852.1|AAEG	LOC117901894|XP_034668747.1|DSUB
OG0007951	LOC5564717|XP_021700853.1|AAEG	LOC117900837|XP_034667239.1|DSUB
OG0007952	LOC5574304|XP_001655089.1|AAEG	LOC117900933|XP_034667390.1|DSUB
OG0007953	LOC5564304|XP_021700920.1|AAEG	LOC117902450|XP_034669736.1|DSUB
OG0007954	LOC5576296|XP_021700956.1|AAEG	LOC117901601|XP_034668304.1|DSUB
OG0007955	LOC5565359|XP_021700980.1|AAEG	LOC117902016|XP_034668954.1|DSUB
OG0007956	LOC5565369|XP_001649728.1|AAEG	LOC117902158|XP_034669188.1|DSUB
OG0007957	LOC5566514|XP_021701158.1|AAEG	LOC117902330|XP_034669514.1|DSUB
OG0007958	LOC5571663|XP_001653749.1|AAEG	LOC117891238|XP_034652519.1|DSUB
OG0007959	LOC5571659|XP_021701191.1|AAEG	LOC117900944|XP_034667404.1|DSUB
OG0007960	LOC5574494|XP_001655156.1|AAEG	LOC117901310|XP_034667910.1|DSUB
OG0007961	LOC5568818|XP_021701330.1|AAEG	LOC117897752|XP_034662684.1|DSUB
OG0007962	LOC5578792|XP_001657162.2|AAEG	LOC117903504|XP_034671475.1|DSUB
OG0007963	LOC5578765|XP_001657135.1|AAEG	LOC117901885|XP_034668734.1|DSUB
OG0007964	LOC5578754|XP_021701460.1|AAEG	LOC117901678|XP_034668411.1|DSUB
OG0007965	LOC5576861|XP_001662959.1|AAEG	LOC117901725|XP_034668494.1|DSUB
OG0007966	LOC5577209|XP_001663303.2|AAEG	LOC117901932|XP_034668791.1|DSUB
OG0007967	LOC110676818|XP_021701797.1|AAEG, LOC5572423|XP_021711967.1|AAEG	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC5573094|XP_001654401.2|AAEG	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC5569035|XP_021701854.1|AAEG	LOC117901846|XP_034668680.1|DSUB
OG0007970	LOC23687839|XP_021702045.1|AAEG	LOC117891299|XP_034652597.1|DSUB
OG0007971	LOC5576502|XP_001662694.2|AAEG	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC5577611|XP_001656605.1|AAEG	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC5573509|XP_021702247.1|AAEG	LOC117900902|XP_034667350.1|DSUB
OG0007974	LOC5575167|XP_001655545.1|AAEG	LOC117896078|XP_034660009.1|DSUB
OG0007975	LOC5566384|XP_021702372.1|AAEG	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC5572446|XP_001660390.1|AAEG	LOC117891194|XP_034652424.1|DSUB
OG0007977	LOC5576030|XP_001655971.2|AAEG	LOC117901689|XP_034668423.1|DSUB
OG0007978	LOC5576031|XP_001655972.2|AAEG	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC5564562|XP_021702657.1|AAEG	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC5572799|XP_001654200.1|AAEG	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC5572801|XP_001654202.2|AAEG	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC5572804|XP_021702687.1|AAEG	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC5577546|XP_001656562.1|AAEG	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC110676981|XP_021702895.1|AAEG	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC5573242|XP_001654451.1|AAEG	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC5573250|XP_001654460.1|AAEG	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC5573813|XP_021702973.1|AAEG	LOC117900224|XP_034666398.1|DSUB
OG0007988	LOC110677009|XP_021703024.1|AAEG	LOC117902634|XP_034670044.1|DSUB
OG0007989	LOC5569070|XP_021703037.1|AAEG	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC5569085|XP_001658314.1|AAEG	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC5571319|XP_021703124.1|AAEG	LOC117902401|XP_034669628.1|DSUB
OG0007992	LOC5568943|XP_001658265.1|AAEG	LOC117900272|XP_034666474.1|DSUB
OG0007993	LOC110677031|XP_021703192.1|AAEG	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC5573951|XP_001654989.2|AAEG	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC5567004|XP_021703504.1|AAEG	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC5568002|XP_021703553.1|AAEG	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC5565908|XP_001650252.1|AAEG	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC5565889|XP_001650247.2|AAEG	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC5568195|XP_021703926.1|AAEG	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC5579520|XP_021703929.1|AAEG	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC5569514|XP_001652824.1|AAEG	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC5564871|XP_021704062.1|AAEG	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC23687575|XP_011493142.2|AAEG	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC5568569|XP_021710094.1|AAEG	LOC117903382|XP_034671255.1|DSUB
