Orthogroup	AAEG.longest_only	DPSE.longest_only
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC4813485|XP_001353860.3|DPSE
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC4812971|XP_033240345.1|DPSE
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC4800858|XP_001358058.1|DPSE
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC6897963|XP_002138062.1|DPSE
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC4802605|XP_001359494.3|DPSE
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC4812280|XP_015043747.1|DPSE
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC4812520|XP_033240177.1|DPSE
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC4811993|XP_001352668.2|DPSE
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC6900066|XP_033238860.1|DPSE
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC4802692|XP_001359559.1|DPSE
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC4802025|XP_001359025.2|DPSE
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC4811782|XP_001352351.1|DPSE
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC4802457|XP_001359374.3|DPSE
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC4802235|XP_015037689.2|DPSE
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC4815046|XP_001355179.3|DPSE
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC4815045|XP_033240671.1|DPSE
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC6901714|XP_002134382.3|DPSE
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC4803319|XP_033241889.1|DPSE
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC4800287|XP_033232381.1|DPSE
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC4800839|XP_001358043.2|DPSE
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC4805479|XP_015040677.1|DPSE
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC6901850|XP_002133388.1|DPSE
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC6901578|XP_033238998.1|DPSE
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC4814953|XP_001354862.1|DPSE
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC6897886|XP_002137988.1|DPSE
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC4801487|XP_033239381.1|DPSE
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC4813781|XP_001353266.2|DPSE
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC4803182|XP_015038338.2|DPSE
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC4814541|XP_001355002.2|DPSE
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC6897603|XP_002137748.1|DPSE
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC4802570|XP_001359465.3|DPSE
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC4802569|XP_033232403.1|DPSE
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC4815602|XP_001355473.3|DPSE
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC6900443|XP_002134834.1|DPSE
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC4803931|XP_001360572.3|DPSE
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC4815658|XP_001355352.3|DPSE
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC4813964|XP_001354123.1|DPSE
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC4812205|XP_001352408.2|DPSE
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC4815819|XP_001355249.1|DPSE
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC4800528|XP_033237396.1|DPSE
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC4803178|XP_001359961.2|DPSE
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC4804154|XP_015039645.2|DPSE
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC4815685|XP_001355465.3|DPSE
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC6897275|XP_033232740.1|DPSE
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC4802542|XP_001359441.2|DPSE
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC4812766|XP_001353861.2|DPSE
OG0007273	LOC5563644|XP_021705396.1|AAEG	LOC6897938|XP_015038314.2|DPSE
OG0007274	LOC5563563|XP_001647885.1|AAEG	LOC4800782|XP_001357997.2|DPSE
OG0007275	LOC5563659|XP_001647883.2|AAEG	LOC4813903|XP_033239793.1|DPSE
OG0007276	LOC5563652|XP_001647882.2|AAEG	LOC4813114|XP_001353681.1|DPSE
OG0007277	LOC23687755|XP_021706437.1|AAEG	LOC4813138|XP_033238583.1|DPSE
OG0007278	LOC5563572|XP_001647861.1|AAEG	LOC4814042|XP_033241508.1|DPSE
OG0007279	LOC5563620|XP_021709402.1|AAEG	LOC4814011|XP_033238103.1|DPSE
OG0007280	LOC5563558|XP_021705604.1|AAEG	LOC4814005|XP_001354178.4|DPSE
OG0007281	LOC5570157|XP_001658959.1|AAEG	LOC6897594|XP_002137739.1|DPSE
OG0007282	LOC5570158|XP_021709430.1|AAEG	LOC4802413|XP_001359336.3|DPSE
OG0007283	LOC5570161|XP_001658963.1|AAEG	LOC4802195|XP_001359163.2|DPSE
OG0007284	LOC5570002|XP_001658891.1|AAEG	LOC4801429|XP_001358524.1|DPSE
OG0007285	LOC5570059|XP_001658892.1|AAEG	LOC4815130|XP_001355216.3|DPSE
OG0007286	LOC5570058|XP_021711449.1|AAEG	LOC4815388|XP_001355215.1|DPSE
OG0007287	LOC5564869|XP_001649227.1|AAEG	LOC4817146|XP_001356737.3|DPSE
OG0007288	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG	LOC4815608|XP_015041288.2|DPSE
OG0007289	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG	LOC4815246|XP_033240127.1|DPSE
OG0007290	LOC5564872|XP_001649208.2|AAEG	LOC4803191|XP_001359974.2|DPSE
OG0007291	LOC5575417|XP_001661938.2|AAEG	LOC4815244|XP_001355131.2|DPSE
OG0007292	LOC5575410|XP_001661930.2|AAEG	LOC4811746|XP_001352317.1|DPSE
OG0007293	LOC5566932|XP_001651346.2|AAEG	LOC4802185|XP_001359154.3|DPSE
OG0007294	LOC5564353|XP_001648704.1|AAEG	LOC4802404|XP_001359328.4|DPSE
OG0007295	LOC5572146|XP_001660223.2|AAEG	LOC4803317|XP_001360080.2|DPSE
OG0007296	LOC5566886|XP_021709054.1|AAEG	LOC4801599|XP_033241875.1|DPSE
OG0007297	LOC5566884|XP_001651259.2|AAEG	LOC4802683|XP_001359553.5|DPSE
OG0007298	LOC5566843|XP_001651256.1|AAEG	LOC4802442|XP_001359361.1|DPSE
OG0007299	LOC5566842|XP_001651252.1|AAEG	LOC26533564|XP_033241823.1|DPSE
OG0007300	LOC5572552|XP_001654071.1|AAEG	LOC4802573|XP_033232402.1|DPSE
OG0007301	LOC5572565|XP_021710773.1|AAEG	LOC4802046|XP_001359039.3|DPSE
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC4802475|XP_015037826.2|DPSE
OG0007303	LOC5576103|XP_001662448.1|AAEG	LOC4815180|XP_001354884.2|DPSE
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC4816770|XP_001356196.3|DPSE
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC4813376|XP_001353967.2|DPSE
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC4813377|XP_001353968.2|DPSE
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC4802882|XP_001359711.3|DPSE
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC4801184|XP_001358316.2|DPSE
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC4802175|XP_001359147.1|DPSE
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC4802172|XP_001359145.5|DPSE
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC4802170|XP_015037650.2|DPSE
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC4803808|XP_001360466.3|DPSE
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC4814991|XP_001354760.2|DPSE
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC4814294|XP_001354446.1|DPSE
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC4814466|XP_015041456.2|DPSE
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC4802910|XP_001359736.3|DPSE
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC4802063|XP_001359056.3|DPSE
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC6897443|XP_015037589.2|DPSE
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC4813465|XP_001353389.2|DPSE
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC26533200|XP_033236538.1|DPSE
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC4815549|XP_001355237.2|DPSE
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC4815871|XP_015041168.2|DPSE
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC4814757|XP_001354502.2|DPSE
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC4802648|XP_001359529.1|DPSE
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC4800700|XP_001357926.1|DPSE
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC4802647|XP_033236297.1|DPSE
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC4812504|XP_033237957.1|DPSE
OG0007329	LOC5564429|XP_021704855.1|AAEG	LOC4802362|XP_001359291.1|DPSE
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC6901453|XP_033240960.1|DPSE
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC6901408|XP_015041665.2|DPSE
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC4815786|XP_001355298.3|DPSE
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC4802549|XP_001359447.3|DPSE
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC4816540|XP_001355981.2|DPSE
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC4814017|XP_015042489.1|DPSE
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC4816024|XP_001355380.2|DPSE
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC4812777|XP_001353793.2|DPSE
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC4812541|XP_033240047.1|DPSE
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC4802622|XP_001359507.1|DPSE
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC4803162|XP_033237025.1|DPSE
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC6897599|XP_003736738.2|DPSE
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC4801609|XP_001358675.3|DPSE
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC4802146|XP_033232927.1|DPSE
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC4817622|XP_001357021.3|DPSE
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC4802144|XP_001359122.4|DPSE
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC4812266|XP_001352627.1|DPSE
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC6902140|XP_033240102.1|DPSE
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC4815982|XP_001355519.2|DPSE
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC4815828|XP_001355517.3|DPSE
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC4814510|XP_001354539.2|DPSE
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC4813692|XP_015043041.2|DPSE
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC6898640|XP_002138645.2|DPSE
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC4802495|XP_001359406.1|DPSE
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC4815383|XP_001355186.2|DPSE
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC4802051|XP_033241830.1|DPSE
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC6898530|XP_002138566.2|DPSE
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC4802292|XP_033233028.1|DPSE
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC4802305|XP_001359248.3|DPSE
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC4801245|XP_033233053.1|DPSE
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC6897025|XP_033232596.1|DPSE
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC4815376|XP_015041414.2|DPSE
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC4817962|XP_001357238.2|DPSE
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC4814302|XP_033240212.1|DPSE
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC4814416|XP_033240210.1|DPSE
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC4814239|XP_001354472.3|DPSE
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC4803240|XP_001360013.3|DPSE
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC4812643|XP_001353032.4|DPSE
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC6897967|XP_002138066.2|DPSE
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC13036310|XP_033232786.1|DPSE
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC4804340|XP_001360915.4|DPSE
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC6896762|XP_002136968.3|DPSE
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC4803034|XP_001359836.3|DPSE
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC4815904|XP_001355313.4|DPSE
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC4815094|XP_001354924.1|DPSE
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC6901598|XP_002134269.2|DPSE
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC4815557|XP_001355525.2|DPSE
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC26534035|XP_033241587.1|DPSE
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC6901581|XP_033238216.1|DPSE
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC4815529|XP_015041345.1|DPSE
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC4815770|XP_001355447.2|DPSE
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC6902260|XP_033238202.1|DPSE
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC4815917|XP_001355224.2|DPSE
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC4814253|XP_015042333.2|DPSE
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC4815947|XP_001355222.1|DPSE
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC4815640|XP_001355302.2|DPSE
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC4815461|XP_001355696.4|DPSE
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC4811773|XP_033237477.1|DPSE
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC4817811|XP_015035512.2|DPSE
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC4815158|XP_001354538.4|DPSE
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC4803221|XP_001359997.2|DPSE
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC4815487|XP_033237631.1|DPSE
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC4802163|XP_001359135.4|DPSE
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC4815437|XP_033240817.1|DPSE
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC6901661|XP_033237491.1|DPSE
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC4802437|XP_001359358.3|DPSE
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC6899734|XP_033235290.1|DPSE
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC4803929|XP_001360570.3|DPSE
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC4815076|XP_001354984.4|DPSE
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC4815901|XP_001355348.2|DPSE
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC4811661|XP_033239434.1|DPSE
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC4803261|XP_001360033.4|DPSE
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC4803250|XP_001360023.4|DPSE
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC4803246|XP_033232350.1|DPSE
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC4802364|XP_001359293.2|DPSE
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC4802988|XP_001359796.2|DPSE
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC6903343|XP_002132224.2|DPSE
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC4812294|XP_001352924.4|DPSE
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC6902910|XP_015035996.1|DPSE
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC4814530|XP_002134355.2|DPSE
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC4815436|XP_001355539.2|DPSE
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC4815773|XP_001355297.2|DPSE
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC4804200|XP_001360798.2|DPSE
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC6903072|XP_002132790.2|DPSE
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC4815618|XP_001355370.3|DPSE
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC6902028|XP_033237909.1|DPSE
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC4815280|XP_033237688.1|DPSE
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC4804672|XP_015040097.2|DPSE
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC4801942|XP_001358957.3|DPSE
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC4804753|XP_001361264.2|DPSE
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC4815648|XP_015041236.2|DPSE
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC4814297|XP_015042352.1|DPSE
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC4815932|XP_001355613.3|DPSE
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC4813215|XP_033239126.1|DPSE
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC4812102|XP_015044037.1|DPSE
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC4815006|XP_001354982.3|DPSE
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC4815868|XP_001355305.1|DPSE
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC4815313|XP_033241399.1|DPSE
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC6899091|XP_002139008.3|DPSE
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC4811675|XP_001352260.1|DPSE
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC4816962|XP_001356735.1|DPSE
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC4812060|XP_001352398.3|DPSE
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC4814736|XP_003736161.3|DPSE
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC4813242|XP_001353904.1|DPSE
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC4813178|XP_001353895.1|DPSE
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC4812563|XP_001352993.2|DPSE
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC4813394|XP_001353200.3|DPSE
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC26533853|XP_033239234.1|DPSE
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC6901672|XP_033240296.1|DPSE
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC4816044|XP_033241504.1|DPSE
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC4805735|XP_001362083.2|DPSE
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC4803177|XP_001359960.3|DPSE
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC4804532|XP_001361080.2|DPSE
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC4803987|XP_001360620.2|DPSE
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC4803988|XP_001360621.1|DPSE
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC4816802|XP_001356902.4|DPSE
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC4816943|XP_001356650.1|DPSE
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC4805314|XP_001361734.2|DPSE
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC4812450|XP_001352784.4|DPSE
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC4818106|XP_003736141.1|DPSE
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC4812448|XP_001353020.3|DPSE
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC4812120|XP_001353021.3|DPSE
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC4813296|XP_001353929.4|DPSE
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC4813367|XP_033240667.1|DPSE
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC6903881|XP_015035085.1|DPSE
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC4814600|XP_001354831.4|DPSE
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC4812537|XP_001352458.2|DPSE
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC4816555|XP_001356294.1|DPSE
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC4800923|XP_033232752.1|DPSE
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC6898328|XP_002138383.2|DPSE
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC4812863|XP_001353293.2|DPSE
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC4813074|XP_001353289.3|DPSE
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC4813312|XP_001353288.4|DPSE
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC6900419|XP_015042722.2|DPSE
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC6900216|XP_015043958.2|DPSE
OG0007466	LOC5571124|XP_021711034.1|AAEG	LOC4805401|XP_015040624.1|DPSE
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC4805456|XP_001361853.3|DPSE
OG0007468	LOC5578344|XP_001656914.2|AAEG	LOC4804247|XP_001360835.1|DPSE
OG0007469	LOC5578338|XP_021706754.1|AAEG	LOC4813627|XP_033238449.1|DPSE
OG0007470	LOC5578331|XP_001656900.2|AAEG	LOC4816195|XP_001355779.2|DPSE
OG0007471	LOC5573759|XP_021705630.1|AAEG	LOC4804181|XP_015039661.2|DPSE
OG0007472	LOC5573754|XP_001654782.2|AAEG	LOC4814678|XP_001354817.3|DPSE
OG0007473	LOC5573742|XP_001654770.1|AAEG	LOC4813752|XP_001353323.3|DPSE
OG0007474	LOC5579663|XP_021707446.1|AAEG	LOC4805309|XP_033234877.1|DPSE
OG0007475	LOC5577237|XP_021710770.1|AAEG	LOC4812236|XP_001352848.2|DPSE
OG0007476	LOC5576932|XP_021704955.1|AAEG	LOC4815810|XP_001355377.2|DPSE
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	LOC6902022|XP_033240460.1|DPSE
OG0007478	LOC5575774|XP_021705902.1|AAEG	LOC26533437|XP_033236536.1|DPSE
OG0007479	LOC5577486|XP_001663404.1|AAEG	LOC4815049|XP_001354738.4|DPSE
OG0007480	LOC5577485|XP_021707341.1|AAEG	LOC6897563|XP_033237958.1|DPSE
OG0007481	LOC5570994|XP_001653426.2|AAEG	LOC4812074|XP_001352419.1|DPSE
OG0007482	LOC110678790|XP_021707848.1|AAEG	LOC4816960|XP_033235667.1|DPSE
OG0007483	LOC5572358|XP_021705669.1|AAEG	LOC4804874|XP_015040250.2|DPSE
OG0007484	LOC23687567|XP_021708965.1|AAEG	LOC4814926|XP_015041560.2|DPSE
OG0007485	LOC110679177|XP_021708967.1|AAEG	LOC6901183|XP_002133884.1|DPSE
OG0007486	LOC5576707|XP_001656213.1|AAEG	LOC4815494|XP_001355504.2|DPSE
OG0007487	LOC5576709|XP_021704626.1|AAEG	LOC4811687|XP_001352269.4|DPSE
OG0007488	LOC5575270|XP_001661875.1|AAEG	LOC4813976|XP_001354133.4|DPSE
OG0007489	LOC5575274|XP_001661867.1|AAEG	LOC6897672|XP_033232948.1|DPSE
OG0007490	LOC5573621|XP_021710745.1|AAEG	LOC6899246|XP_033237617.1|DPSE
OG0007491	LOC5575220|XP_001655621.1|AAEG	LOC4815706|XP_033241437.1|DPSE
OG0007492	LOC5573627|XP_001660954.2|AAEG	LOC4803492|XP_001360209.3|DPSE
OG0007493	LOC5573832|XP_021708049.1|AAEG	LOC6899416|XP_033237765.1|DPSE
OG0007494	LOC5563992|XP_021709437.1|AAEG	LOC6903769|XP_033236870.1|DPSE
OG0007495	LOC5563763|XP_021706109.1|AAEG	LOC4815365|XP_001355104.3|DPSE
OG0007496	LOC5577094|XP_021709703.1|AAEG	LOC4813340|XP_033237627.1|DPSE
OG0007497	LOC5577092|XP_021710505.1|AAEG	LOC6900690|XP_015043164.1|DPSE
OG0007498	LOC5571875|XP_021709642.1|AAEG	LOC4812939|XP_015042903.2|DPSE
OG0007499	LOC5571877|XP_001659986.2|AAEG	LOC4813960|XP_015043493.2|DPSE
OG0007500	LOC5571876|XP_021706353.1|AAEG	LOC4813961|XP_001354120.2|DPSE
OG0007501	LOC5567298|XP_021704230.1|AAEG	LOC6900461|XP_033240110.1|DPSE
OG0007502	LOC5570178|XP_001658967.2|AAEG	LOC26532207|XP_015039007.1|DPSE
OG0007503	LOC5570176|XP_021707208.1|AAEG	LOC4817366|XP_015035993.2|DPSE
OG0007504	LOC5570175|XP_001658970.1|AAEG	LOC4812133|XP_015044072.1|DPSE
OG0007505	LOC5563829|XP_021705481.1|AAEG	LOC4813180|XP_001353188.3|DPSE
OG0007506	LOC5563826|XP_021706702.1|AAEG	LOC4813785|XP_001353189.1|DPSE
OG0007507	LOC5567448|XP_021710242.1|AAEG	LOC4816944|XP_001356406.1|DPSE
OG0007508	LOC5566305|XP_001650699.1|AAEG	LOC4817198|XP_001356645.3|DPSE
OG0007509	LOC5566303|XP_021710916.1|AAEG	LOC4817981|XP_001357334.2|DPSE
OG0007510	LOC5573473|XP_001660893.2|AAEG	LOC4805037|XP_033234481.1|DPSE
OG0007511	LOC5577174|XP_001663262.1|AAEG	LOC4816564|XP_001356138.2|DPSE
OG0007512	LOC5576819|XP_021707224.1|AAEG	LOC4803079|XP_003736901.2|DPSE
OG0007513	LOC110678186|XP_021706501.1|AAEG	LOC4816913|XP_001356437.2|DPSE
OG0007514	LOC5564092|XP_021704390.1|AAEG	LOC6899932|XP_002135300.3|DPSE
