Orthogroup	AAEG.longest_only	DSER.longest_only
OG0005864	LOC5575422|XP_001661944.2|AAEG	LOC110191735|XP_020818320.1|DSER
OG0005865	LOC5564785|XP_001649142.1|AAEG	LOC110186372|XP_020811185.1|DSER
OG0005866	LOC5564796|XP_021706032.1|AAEG	LOC110180265|XP_020803579.1|DSER
OG0005867	LOC5564790|XP_001649133.2|AAEG	LOC110181198|XP_020804537.1|DSER
OG0005868	LOC5564777|XP_001649112.1|AAEG	LOC110190909|XP_020817232.1|DSER
OG0005869	LOC5564784|XP_001649114.1|AAEG	LOC110183258|XP_020807143.1|DSER
OG0005870	LOC5564770|XP_001649121.1|AAEG	LOC110184173|XP_020808242.1|DSER
OG0005871	LOC5577027|XP_001663121.1|AAEG	LOC110184238|XP_020808353.1|DSER
OG0005872	LOC5577026|XP_021704956.1|AAEG	LOC110190590|XP_020816845.1|DSER
OG0005873	LOC5572247|XP_001653938.2|AAEG	LOC110186569|XP_020811437.1|DSER
OG0005874	LOC5564087|XP_021706445.1|AAEG	LOC110175968|XP_020797822.1|DSER
OG0005875	LOC5572136|XP_021706317.1|AAEG	LOC110178664|XP_020801522.1|DSER
OG0005876	LOC5570026|XP_021704159.1|AAEG	LOC110181659|XP_020805124.1|DSER
OG0005877	LOC5570050|XP_021708576.1|AAEG	LOC110181742|XP_020805260.1|DSER
OG0005878	LOC5565745|XP_021707813.1|AAEG	LOC110180650|XP_020804004.1|DSER
OG0005879	LOC5579837|XP_001651512.1|AAEG	LOC110184321|XP_020808472.1|DSER
OG0005880	LOC5578190|XP_021705785.1|AAEG	LOC110189899|XP_020815818.1|DSER
OG0005881	LOC5578184|XP_001656828.1|AAEG	LOC110176200|XP_020798120.1|DSER
OG0005882	LOC5578194|XP_021705884.1|AAEG	LOC110191982|XP_020818668.1|DSER
OG0005883	LOC110679519|XP_021710035.1|AAEG	LOC110178714|XP_020801577.1|DSER
OG0005884	LOC5578205|XP_011493735.2|AAEG	LOC110189932|XP_020815875.1|DSER
OG0005885	LOC5570805|XP_021709306.1|AAEG	LOC110190883|XP_020817200.1|DSER
OG0005886	LOC5570806|XP_021707582.1|AAEG	LOC110189947|XP_020815893.1|DSER
OG0005887	LOC5570811|XP_021709050.1|AAEG	LOC110176306|XP_020798286.1|DSER
OG0005888	LOC5570813|XP_021705541.1|AAEG	LOC110190389|XP_020816497.1|DSER
OG0005889	LOC5573021|XP_021710069.1|AAEG	LOC110177529|XP_020799947.1|DSER
OG0005890	LOC5572118|XP_021710581.1|AAEG	LOC110187058|XP_020812102.1|DSER
OG0005891	LOC5572119|XP_001660206.1|AAEG	LOC110181226|XP_020804580.1|DSER
OG0005892	LOC5572122|XP_001660203.1|AAEG	LOC110178910|XP_020801848.1|DSER
OG0005893	LOC23687963|XP_011493441.1|AAEG	LOC110176128|XP_020798023.1|DSER
OG0005894	LOC5570580|XP_001653244.2|AAEG	LOC110176129|XP_020798024.1|DSER
OG0005895	LOC5570575|XP_001653245.1|AAEG	LOC110176130|XP_020798025.1|DSER
OG0005896	LOC5570581|XP_001653243.2|AAEG	LOC110184668|XP_020808935.1|DSER
OG0005897	LOC5570582|XP_021704722.1|AAEG	LOC110189965|XP_020815913.1|DSER
OG0005898	LOC5579050|XP_001657248.1|AAEG	LOC110187017|XP_020812038.1|DSER
OG0005899	LOC5576220|XP_001655998.2|AAEG	LOC110189641|XP_020815446.1|DSER
OG0005900	LOC5576218|XP_021709290.1|AAEG	LOC110178181|XP_020800872.1|DSER
OG0005901	LOC5571176|XP_001653482.2|AAEG	LOC110177713|XP_020800212.1|DSER
OG0005902	LOC5571166|XP_021706038.1|AAEG	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER
OG0005903	LOC5571173|XP_001653486.1|AAEG	LOC110188140|XP_020813395.1|DSER
OG0005904	LOC5571178|XP_001653489.2|AAEG	LOC110186424|XP_020811269.1|DSER
OG0005905	LOC5571159|XP_021709920.1|AAEG	LOC110189922|XP_020815856.1|DSER
OG0005906	LOC5568380|XP_001658030.3|AAEG	LOC110189867|XP_020815747.1|DSER
OG0005907	LOC110680448|XP_021711933.1|AAEG, LOC5568391|XP_021705858.1|AAEG	LOC110190284|XP_020816319.1|DSER
OG0005908	LOC5563849|XP_001648164.1|AAEG	LOC110189863|XP_020815741.1|DSER
OG0005909	LOC5576402|XP_021704878.1|AAEG	LOC110179829|XP_020803094.1|DSER
OG0005910	LOC5566612|XP_021709871.1|AAEG	LOC110176351|XP_020798339.1|DSER
OG0005911	LOC5566611|XP_001651008.2|AAEG	LOC110176342|XP_020798330.1|DSER
OG0005912	LOC5566608|XP_001651005.2|AAEG	LOC110176338|XP_020798319.1|DSER
OG0005913	LOC5566585|XP_001650980.2|AAEG	LOC110177347|XP_020799698.1|DSER
OG0005914	LOC5566583|XP_021704540.1|AAEG	LOC110179279|XP_020802427.1|DSER
OG0005915	LOC5566632|XP_021707046.1|AAEG	LOC110179282|XP_020802429.1|DSER
OG0005916	LOC5565223|XP_021704549.1|AAEG	LOC110179205|XP_020802282.1|DSER
OG0005917	LOC5568201|XP_001657919.2|AAEG	LOC110177852|XP_020800457.1|DSER
OG0005918	LOC5568202|XP_001657918.2|AAEG	LOC110184531|XP_020808766.1|DSER
OG0005919	LOC5570372|XP_021706824.1|AAEG	LOC110191802|XP_020818415.1|DSER
OG0005920	LOC5563911|XP_001648224.1|AAEG	LOC110178361|XP_020801152.1|DSER
OG0005921	LOC110680623|XP_021712110.1|AAEG, LOC5563902|XP_021709765.1|AAEG	LOC110177578|XP_020800016.1|DSER
OG0005922	LOC5569533|XP_001652844.2|AAEG	LOC110179527|XP_020802766.1|DSER
OG0005923	LOC5569539|XP_001652851.2|AAEG	LOC110178999|XP_020801988.1|DSER
OG0005924	LOC5569540|XP_001652852.1|AAEG	LOC110178556|XP_020801385.1|DSER
OG0005925	LOC5575322|XP_021704361.1|AAEG	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC5571127|XP_021708993.1|AAEG, LOC110681324|XP_021712770.1|AAEG	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC5571108|XP_021706164.1|AAEG	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC5571110|XP_021706166.1|AAEG	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC5571111|XP_001659551.2|AAEG	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC5571122|XP_001659563.2|AAEG, LOC110679710|XP_021711032.1|AAEG	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC5571125|XP_001659566.1|AAEG	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC5574778|XP_021709594.1|AAEG	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC5578345|XP_021704458.1|AAEG	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC5578333|XP_021710764.1|AAEG	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC5578336|XP_001656907.2|AAEG	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC5578339|XP_001656904.2|AAEG	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC5578341|XP_021711621.1|AAEG	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC110677921|XP_021705629.1|AAEG	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC5573756|XP_001654783.1|AAEG	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC5573750|XP_021706099.1|AAEG	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC5573748|XP_001654776.2|AAEG	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC5573735|XP_021706483.1|AAEG	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC5573733|XP_021704398.1|AAEG	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC5573731|XP_001654758.1|AAEG	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC5573730|XP_021704985.1|AAEG	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC5579667|XP_021707882.1|AAEG	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC5579652|XP_021709459.1|AAEG	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC5577244|XP_001656350.2|AAEG	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC5577242|XP_001656348.2|AAEG, LOC110681169|XP_021712632.1|AAEG	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC5564727|XP_001649069.2|AAEG	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC110678170|XP_021706485.1|AAEG	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC5565494|XP_001649841.1|AAEG	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC5565505|XP_001649842.1|AAEG	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC5565497|XP_021705136.1|AAEG	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC5565500|XP_021705146.1|AAEG	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC5573069|XP_021709006.1|AAEG	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC5573066|XP_001654397.1|AAEG	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC5573059|XP_021705803.1|AAEG	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC110678347|XP_021706792.1|AAEG, LOC5577488|XP_001663406.1|AAEG	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC5571000|XP_021704625.1|AAEG	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC5571002|XP_021710425.1|AAEG	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC5571010|XP_001653439.1|AAEG	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC5571013|XP_001653443.2|AAEG	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC5575076|XP_021705480.1|AAEG	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC5575080|XP_001661806.2|AAEG	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC5575087|XP_021709807.1|AAEG	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC5572365|XP_001660320.1|AAEG	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC5567137|XP_001651565.1|AAEG	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC5574124|XP_021709120.1|AAEG	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC5574237|XP_021708770.1|AAEG	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC5576254|XP_021704837.1|AAEG	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC5576251|XP_021705525.1|AAEG	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC5575280|XP_001661880.1|AAEG	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC5575273|XP_021707888.1|AAEG	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC5565582|XP_001649939.1|AAEG	LOC110184660|XP_020808922.1|DSER
OG0005977	LOC5575269|XP_001661872.2|AAEG	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC5575271|XP_001661868.1|AAEG	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC5573625|XP_001660943.1|AAEG	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC5573629|XP_021707466.1|AAEG	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC23687867|XP_021711618.1|AAEG	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC5563815|XP_001648099.1|AAEG	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC5563813|XP_001648098.1|AAEG	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC5573835|XP_021707249.1|AAEG	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC5573836|XP_021708339.1|AAEG	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC5573829|XP_021705455.1|AAEG	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC5574298|XP_021707684.1|AAEG	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC5563757|XP_021709436.1|AAEG	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC5577098|XP_021709658.1|AAEG	LOC110189488|XP_020815236.1|DSER
OG0005990	LOC5577097|XP_021706108.1|AAEG	LOC110176314|XP_020798289.1|DSER
OG0005991	LOC5577095|XP_001663180.1|AAEG	LOC110178245|XP_020800955.1|DSER
OG0005992	LOC5577460|XP_001663396.2|AAEG	LOC110185150|XP_020809510.1|DSER
OG0005993	LOC5577466|XP_021710504.1|AAEG	LOC110185151|XP_020809511.1|DSER
OG0005994	LOC5571878|XP_021710762.1|AAEG	LOC110190428|XP_020816567.1|DSER
OG0005995	LOC5575860|XP_021709082.1|AAEG	LOC110184641|XP_020808898.1|DSER
OG0005996	LOC5575858|XP_001662267.1|AAEG	LOC110190219|XP_020816235.1|DSER
OG0005997	LOC5568695|XP_001652518.2|AAEG	LOC110189618|XP_020815416.1|DSER
OG0005998	LOC110679587|XP_021710432.1|AAEG	LOC110176188|XP_020798098.1|DSER
OG0005999	LOC5568711|XP_001652536.1|AAEG	LOC110179408|XP_020802593.1|DSER
OG0006000	LOC5568714|XP_021709749.1|AAEG	LOC110182157|XP_020805823.1|DSER
OG0006001	LOC5574265|XP_021708347.1|AAEG	LOC110176179|XP_020798085.1|DSER
OG0006002	LOC5563823|XP_001648145.2|AAEG	LOC110191497|XP_020818022.1|DSER
OG0006003	LOC5563827|XP_021704627.1|AAEG	LOC110176145|XP_020798040.1|DSER
OG0006004	LOC5567430|XP_001657422.1|AAEG	LOC110187881|XP_020813023.1|DSER
OG0006005	LOC5575696|XP_001662142.2|AAEG	LOC110179362|XP_020802534.1|DSER
OG0006006	LOC5566300|XP_001650689.2|AAEG	LOC110179198|XP_020802274.1|DSER
OG0006007	LOC5573474|XP_021705407.1|AAEG	LOC110189257|XP_020814927.1|DSER
OG0006008	LOC5566304|XP_021709183.1|AAEG	LOC110184981|XP_020809290.1|DSER
OG0006009	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC23687966|XP_021706500.1|AAEG	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC5577172|XP_001663254.2|AAEG	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC5569782|XP_021711413.1|AAEG	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC5569787|XP_021705605.1|AAEG	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC5574960|XP_001655431.2|AAEG	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC23687737|XP_021705989.1|AAEG	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC5573350|XP_021705674.1|AAEG	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC5573349|XP_001660831.2|AAEG	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC5573352|XP_021704340.1|AAEG	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC5573360|XP_021706074.1|AAEG	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC5564745|XP_001649088.2|AAEG	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC5567368|XP_021710034.1|AAEG	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC5575037|XP_001661768.1|AAEG	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC5580239|XP_001662431.1|AAEG	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC5563869|XP_021708782.1|AAEG	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC5572397|XP_021709286.1|AAEG	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC5576764|XP_001662850.2|AAEG	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC5576765|XP_001662847.2|AAEG	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC5565337|XP_001649686.1|AAEG	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC5565339|XP_021705340.1|AAEG	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC5565734|XP_021709353.1|AAEG	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC110677743|XP_021704702.1|AAEG	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC5565799|XP_021705215.1|AAEG	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC5571032|XP_001659469.1|AAEG	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC5571034|XP_001659467.2|AAEG	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC110678815|XP_021707923.1|AAEG	LOC110191007|XP_020817387.1|DSER
OG0006038	LOC5569797|XP_001653009.1|AAEG	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC5569794|XP_021704287.1|AAEG	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC5574781|XP_001655338.2|AAEG	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC5574773|XP_001655331.2|AAEG	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC5574775|XP_021707090.1|AAEG	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC5578348|XP_021710741.1|AAEG	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC5577777|XP_001663552.1|AAEG	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC5577770|XP_021706153.1|AAEG	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC5567237|XP_021710103.1|AAEG	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC5567213|XP_021704572.1|AAEG	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC5567188|XP_001651617.2|AAEG	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC5567181|XP_001651610.1|AAEG	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC5567177|XP_001651607.1|AAEG	LOC110188087|XP_020813303.1|DSER
OG0006051	LOC5567175|XP_001651605.1|AAEG	LOC110180460|XP_020803795.1|DSER
OG0006052	LOC5567249|XP_021706241.1|AAEG	LOC110180244|XP_020803560.1|DSER
OG0006053	LOC5578574|XP_001663965.1|AAEG	LOC110185275|XP_020809681.1|DSER
OG0006054	LOC5571211|XP_021708731.1|AAEG	LOC110185416|XP_020809888.1|DSER
OG0006055	LOC5571208|XP_021708173.1|AAEG	LOC110191294|XP_020817763.1|DSER
OG0006056	LOC5575533|XP_001662032.1|AAEG	LOC110178296|XP_020801043.1|DSER
OG0006057	LOC5575535|XP_021708643.1|AAEG	LOC110188892|XP_020814470.1|DSER
OG0006058	LOC5574814|XP_021706192.1|AAEG	LOC110186368|XP_020811177.1|DSER
OG0006059	LOC5579092|XP_021706125.1|AAEG	LOC110177466|XP_020799862.1|DSER
OG0006060	LOC5579091|XP_021706128.1|AAEG	LOC110177467|XP_020799864.1|DSER
OG0006061	LOC5579103|XP_001657298.2|AAEG	LOC110182576|XP_020806284.1|DSER
OG0006062	LOC5579106|XP_021705727.1|AAEG	LOC110189959|XP_020815909.1|DSER
OG0006063	LOC5579107|XP_001657302.2|AAEG	LOC110183212|XP_020807084.1|DSER
OG0006064	LOC5579109|XP_001657306.2|AAEG	LOC110184112|XP_020808164.1|DSER
OG0006065	LOC5579110|XP_001657307.2|AAEG	LOC110188842|XP_020814403.1|DSER
OG0006066	LOC5579114|XP_001657313.2|AAEG	LOC110189303|XP_020814994.1|DSER
OG0006067	LOC5579122|XP_021707507.1|AAEG	LOC110189240|XP_020814883.1|DSER
OG0006068	LOC5572093|XP_021704708.1|AAEG	LOC110184419|XP_020808613.1|DSER
OG0006069	LOC110678752|XP_021707732.1|AAEG, LOC110681331|XP_021712776.1|AAEG	LOC110178877|XP_020801809.1|DSER
OG0006070	LOC110680268|XP_021711780.1|AAEG, LOC5566060|XP_001650411.1|AAEG	LOC110190117|XP_020816090.1|DSER
OG0006071	LOC5566047|XP_001650415.2|AAEG	LOC110177304|XP_020799628.1|DSER
OG0006072	LOC5566055|XP_001650427.2|AAEG	LOC110188811|XP_020814348.1|DSER
OG0006073	LOC110677949|XP_021705719.1|AAEG	LOC110178637|XP_020801485.1|DSER
OG0006074	LOC5578081|XP_021709335.1|AAEG	LOC110187141|XP_020812214.1|DSER
OG0006075	LOC5578082|XP_001656776.1|AAEG	LOC110184534|XP_020808770.1|DSER, LOC110184581|XP_020808825.1|DSER
OG0006076	LOC5578094|XP_021707463.1|AAEG	LOC110178482|XP_020801283.1|DSER
OG0006077	LOC5578122|XP_001656822.2|AAEG	LOC110189882|XP_020815785.1|DSER
OG0006078	LOC5578124|XP_001656823.1|AAEG	LOC110189945|XP_020815891.1|DSER
OG0006079	LOC5578906|XP_001664114.2|AAEG	LOC110176716|XP_020798816.1|DSER
OG0006080	LOC5580209|XP_001662068.2|AAEG	LOC110176711|XP_020798810.1|DSER
OG0006081	LOC5568261|XP_001657958.2|AAEG	LOC110176506|XP_020798543.1|DSER
OG0006082	LOC5568260|XP_001657955.1|AAEG	LOC110191862|XP_020818504.1|DSER
OG0006083	LOC5571706|XP_021709357.1|AAEG	LOC110185218|XP_020809606.1|DSER
OG0006084	LOC5574073|XP_001661146.1|AAEG	LOC110179978|XP_020803222.1|DSER
OG0006085	LOC5574080|XP_001661151.2|AAEG	LOC110190218|XP_020816234.1|DSER
OG0006086	LOC5568514|XP_021706187.1|AAEG	LOC110190001|XP_020815960.1|DSER
OG0006087	LOC5568520|XP_011493363.2|AAEG	LOC110179028|XP_020802042.1|DSER
OG0006088	LOC5568522|XP_021705413.1|AAEG	LOC110178926|XP_020801873.1|DSER
OG0006089	LOC5576713|XP_021712506.1|AAEG, LOC5563836|XP_001648152.1|AAEG	LOC110180455|XP_020803789.1|DSER
OG0006090	LOC5566900|XP_021708665.1|AAEG	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER
OG0006091	LOC110678373|XP_021706867.1|AAEG	LOC110190578|XP_020816825.1|DSER
OG0006092	LOC5566875|XP_021710311.1|AAEG	LOC110181516|XP_020804948.1|DSER
OG0006093	LOC5566860|XP_001651286.2|AAEG	LOC110189448|XP_020815180.1|DSER
OG0006094	LOC5566859|XP_001651285.1|AAEG	LOC110179010|XP_020802009.1|DSER
OG0006095	LOC5579922|XP_001652211.1|AAEG	LOC110189001|XP_020814612.1|DSER
OG0006096	LOC5577281|XP_021706774.1|AAEG	LOC110178044|XP_020800720.1|DSER
OG0006097	LOC5571245|XP_021706897.1|AAEG	LOC110185208|XP_020809592.1|DSER
OG0006098	LOC5573258|XP_001654471.1|AAEG	LOC110187501|XP_020812553.1|DSER
OG0006099	LOC5576492|XP_001662684.2|AAEG	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC5576491|XP_001662683.1|AAEG	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC5574205|XP_021707443.1|AAEG, LOC5574204|XP_001661261.1|AAEG	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC5574194|XP_001661251.2|AAEG	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC5574186|XP_021708046.1|AAEG	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC5574184|XP_001661241.1|AAEG	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC110678272|XP_021706587.1|AAEG	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC5575195|XP_021706591.1|AAEG	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC5567482|XP_021708246.1|AAEG	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC5567476|XP_001657481.2|AAEG	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC5567465|XP_001657467.1|AAEG	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC5567463|XP_001657463.1|AAEG	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC5571921|XP_021708626.1|AAEG	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC5571927|XP_021708642.1|AAEG	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC5571929|XP_021708648.1|AAEG	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC5571931|XP_001660028.1|AAEG	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC5569731|XP_021708744.1|AAEG	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC5569737|XP_021708789.1|AAEG	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC5569739|XP_001652965.2|AAEG	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC5566546|XP_021708860.1|AAEG	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC5566545|XP_021708901.1|AAEG	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC5566536|XP_001650931.2|AAEG	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC5563668|XP_001647965.1|AAEG	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC5563695|XP_021709532.1|AAEG	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC5563693|XP_001647960.3|AAEG	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC5563688|XP_001647961.1|AAEG	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC5568960|XP_001652616.2|AAEG	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC5571611|XP_001659805.1|AAEG	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC5565427|XP_001649813.1|AAEG	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC5565451|XP_021710495.1|AAEG	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC5565441|XP_011493116.1|AAEG	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC5567902|XP_001651941.1|AAEG	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC5567890|XP_001651928.1|AAEG	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC5567888|XP_001651923.1|AAEG	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC5567881|XP_021710667.1|AAEG	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC5567874|XP_001651908.2|AAEG	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC5576321|XP_001656059.1|AAEG	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC110679716|XP_021711090.1|AAEG	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC5564142|XP_001648441.1|AAEG	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC5566693|XP_021711453.1|AAEG	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC5566685|XP_001651092.2|AAEG	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC5568576|XP_021711531.1|AAEG	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC5568595|XP_021711629.1|AAEG	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC5568600|XP_001652432.2|AAEG	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC5568601|XP_001652433.2|AAEG	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC5568602|XP_001652434.1|AAEG	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC5569494|XP_001658579.2|AAEG	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC5573233|XP_021704288.1|AAEG	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC5573222|XP_001654438.2|AAEG	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC5573217|XP_021704310.1|AAEG	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC5573224|XP_021704309.1|AAEG	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC5573210|XP_021704327.1|AAEG	LOC110183208|XP_020807080.1|DSER
OG0006181	LOC5575827|XP_001655854.1|AAEG	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC5575824|XP_001655849.1|AAEG	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC110674709|XP_021694453.1|AAEG	LOC110186462|XP_020811309.1|DSER
