Orthogroup	AAEG.longest_only	HILL.longest_only
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC119658848|XP_037922525.1|HILL
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC119646286|XP_037902625.1|HILL
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC119648328|XP_037905948.1|HILL
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC119648771|XP_037906532.1|HILL
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC119659227|XP_037923129.1|HILL
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC119660309|XP_037924712.1|HILL
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC119660294|XP_037924693.1|HILL
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC119658709|XP_037922246.1|HILL
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC119658660|XP_037922141.1|HILL
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC119656156|XP_037918420.1|HILL
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC119653751|XP_037914609.1|HILL
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC119646869|XP_037903422.1|HILL
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC119653699|XP_037914505.1|HILL
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC119658868|XP_037922554.1|HILL
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC119660314|XP_037924717.1|HILL
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC119660492|XP_037925007.1|HILL
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC119649920|XP_037908252.1|HILL
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC119656298|XP_037918665.1|HILL
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC119655136|XP_037916800.1|HILL
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC119654283|XP_037915493.1|HILL
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC119655751|XP_037917732.1|HILL
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC119660588|XP_037925185.1|HILL
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC119660501|XP_037925026.1|HILL
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC119660500|XP_037925024.1|HILL
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC119660205|XP_037924569.1|HILL
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC119659537|XP_037923606.1|HILL
OG0007329	LOC5564429|XP_021704855.1|AAEG	LOC119658957|XP_037922758.1|HILL
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC119655560|XP_037917411.1|HILL
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC119654166|XP_037915261.1|HILL
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC119659590|XP_037923677.1|HILL
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC119658828|XP_037922490.1|HILL
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC119647814|XP_037904967.1|HILL
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC119659710|XP_037923892.1|HILL
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC119648379|XP_037906039.1|HILL
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC119647471|XP_037904334.1|HILL
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC119661299|XP_037926516.1|HILL
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC119658723|XP_037922304.1|HILL
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC119658834|XP_037922501.1|HILL
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC119660427|XP_037924903.1|HILL
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC119661226|XP_037926380.1|HILL
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC119647414|XP_037904223.1|HILL
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC119661629|XP_037926976.1|HILL
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC119649604|XP_037907749.1|HILL
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC119655906|XP_037917991.1|HILL
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC119646629|XP_037903065.1|HILL
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC119655901|XP_037917985.1|HILL
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC119655605|XP_037917489.1|HILL
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC119648688|XP_037906414.1|HILL
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC119659837|XP_037924062.1|HILL
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC119659671|XP_037923824.1|HILL
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC119659798|XP_037923998.1|HILL
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC119659957|XP_037924237.1|HILL
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC119646190|XP_037902502.1|HILL
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC119658621|XP_037922041.1|HILL
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC119658930|XP_037922686.1|HILL
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC119658972|XP_037922778.1|HILL
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC119658665|XP_037922147.1|HILL
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC119654167|XP_037915264.1|HILL
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC119660732|XP_037925322.1|HILL
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC119654294|XP_037915527.1|HILL
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC119654251|XP_037915423.1|HILL
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC119655838|XP_037917873.1|HILL
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC119658878|XP_037922577.1|HILL
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC119649179|XP_037907134.1|HILL
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC119658975|XP_037922783.1|HILL
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC119659076|XP_037922917.1|HILL
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC119655389|XP_037917188.1|HILL
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC119659260|XP_037923180.1|HILL
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC119660546|XP_037925108.1|HILL
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC119655081|XP_037916708.1|HILL
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC119655735|XP_037917713.1|HILL
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC119655487|XP_037917317.1|HILL
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC119654451|XP_037915788.1|HILL
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC119655060|XP_037916679.1|HILL
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC119655701|XP_037917643.1|HILL
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC119653553|XP_037914192.1|HILL
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC119654169|XP_037915269.1|HILL
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC119655633|XP_037917532.1|HILL
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC119656037|XP_037918232.1|HILL
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC119655312|XP_037917072.1|HILL
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC119654932|XP_037916512.1|HILL
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC119654343|XP_037915611.1|HILL
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC119655767|XP_037917750.1|HILL
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC119655292|XP_037917041.1|HILL
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC119655291|XP_037917036.1|HILL
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC119661685|XP_037927056.1|HILL
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC119654225|XP_037915370.1|HILL
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC119659169|XP_037923050.1|HILL
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC119654640|XP_037916043.1|HILL
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC119658754|XP_037922372.1|HILL
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC119654172|XP_037915275.1|HILL
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC119660410|XP_037924876.1|HILL
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC119651171|XP_037910517.1|HILL
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC119660521|XP_037925070.1|HILL
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC119655718|XP_037917678.1|HILL
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC119653631|XP_037914335.1|HILL
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC119655327|XP_037917096.1|HILL
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC119659230|XP_037923133.1|HILL
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC119658951|XP_037922752.1|HILL
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC119658907|XP_037922641.1|HILL
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC119659726|XP_037923911.1|HILL
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC119658851|XP_037922531.1|HILL
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC119653229|XP_037913744.1|HILL
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC119649560|XP_037907684.1|HILL
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC119654686|XP_037916122.1|HILL
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC119655854|XP_037917901.1|HILL
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC119654816|XP_037916303.1|HILL
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC119653528|XP_037914125.1|HILL
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC119654407|XP_037915719.1|HILL
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC119655782|XP_037917800.1|HILL
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC119654184|XP_037915302.1|HILL
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC119654587|XP_037915974.1|HILL
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC119653820|XP_037914782.1|HILL
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC119654356|XP_037915628.1|HILL
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC119655467|XP_037917297.1|HILL
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC119653716|XP_037914533.1|HILL
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC119654855|XP_037916365.1|HILL
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC119654550|XP_037915923.1|HILL
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC119648115|XP_037905565.1|HILL
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC119648332|XP_037905954.1|HILL
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC119656016|XP_037918194.1|HILL
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC119646527|XP_037902919.1|HILL
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC119655696|XP_037917631.1|HILL
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC119655103|XP_037916753.1|HILL
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC119647874|XP_037905088.1|HILL
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC119659053|XP_037922889.1|HILL
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC119647622|XP_037904593.1|HILL
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC119647784|XP_037904894.1|HILL
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC119648902|XP_037906734.1|HILL
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC119647507|XP_037904395.1|HILL
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC119650021|XP_037908425.1|HILL
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC119648780|XP_037906545.1|HILL
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC119649845|XP_037908118.1|HILL
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC119656025|XP_037918218.1|HILL
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC119654649|XP_037916060.1|HILL
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC119654055|XP_037915148.1|HILL
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC119654178|XP_037915291.1|HILL
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC119654222|XP_037915367.1|HILL
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC119654522|XP_037915891.1|HILL
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC119654521|XP_037915890.1|HILL
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC119655878|XP_037917941.1|HILL
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC119654389|XP_037915690.1|HILL
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC119655603|XP_037917487.1|HILL
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC119650365|XP_037908986.1|HILL
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC119648148|XP_037905647.1|HILL
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC119649003|XP_037906874.1|HILL
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC119649677|XP_037907865.1|HILL
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC119647566|XP_037904488.1|HILL
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC119660716|XP_037925286.1|HILL
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC119655724|XP_037917685.1|HILL
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC119655421|XP_037917238.1|HILL
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC119654416|XP_037915732.1|HILL
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC119654417|XP_037915735.1|HILL
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC119655937|XP_037918052.1|HILL
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC119654663|XP_037916083.1|HILL
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC119648561|XP_037906259.1|HILL
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC119648109|XP_037905554.1|HILL
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC119650291|XP_037908850.1|HILL
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC119650393|XP_037909078.1|HILL
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC119648117|XP_037905567.1|HILL
OG0007466	LOC5571124|XP_021711034.1|AAEG	LOC119655452|XP_037917278.1|HILL
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC119655880|XP_037917943.1|HILL
OG0007468	LOC5578344|XP_001656914.2|AAEG	LOC119654788|XP_037916263.1|HILL
OG0007469	LOC5578338|XP_021706754.1|AAEG	LOC119649717|XP_037907923.1|HILL
OG0007470	LOC5578331|XP_001656900.2|AAEG	LOC119650173|XP_037908654.1|HILL
OG0007471	LOC5573759|XP_021705630.1|AAEG	LOC119654501|XP_037915862.1|HILL
OG0007472	LOC5573754|XP_001654782.2|AAEG	LOC119654554|XP_037915929.1|HILL
OG0007473	LOC5573742|XP_001654770.1|AAEG	LOC119648722|XP_037906462.1|HILL
OG0007474	LOC5579663|XP_021707446.1|AAEG	LOC119653814|XP_037914770.1|HILL
OG0007475	LOC5577237|XP_021710770.1|AAEG	LOC119648012|XP_037905340.1|HILL
OG0007476	LOC5576932|XP_021704955.1|AAEG	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	LOC119656202|XP_037918517.1|HILL
OG0007478	LOC5575774|XP_021705902.1|AAEG	LOC119655326|XP_037917094.1|HILL
OG0007479	LOC5577486|XP_001663404.1|AAEG	LOC119653841|XP_037914815.1|HILL
OG0007480	LOC5577485|XP_021707341.1|AAEG	LOC119660567|XP_037925144.1|HILL
OG0007481	LOC5570994|XP_001653426.2|AAEG	LOC119655714|XP_037917675.1|HILL
OG0007482	LOC110678790|XP_021707848.1|AAEG	LOC119654530|XP_037915901.1|HILL
OG0007483	LOC5572358|XP_021705669.1|AAEG	LOC119654393|XP_037915695.1|HILL
OG0007484	LOC23687567|XP_021708965.1|AAEG	LOC119653425|XP_037913932.1|HILL
OG0007485	LOC110679177|XP_021708967.1|AAEG	LOC119654972|XP_037916559.1|HILL
OG0007486	LOC5576707|XP_001656213.1|AAEG	LOC119653719|XP_037914540.1|HILL
OG0007487	LOC5576709|XP_021704626.1|AAEG	LOC119660941|XP_037925870.1|HILL
OG0007488	LOC5575270|XP_001661875.1|AAEG	LOC119647990|XP_037905303.1|HILL
OG0007489	LOC5575274|XP_001661867.1|AAEG	LOC119660624|XP_037925255.1|HILL
OG0007490	LOC5573621|XP_021710745.1|AAEG	LOC119654276|XP_037915484.1|HILL
OG0007491	LOC5575220|XP_001655621.1|AAEG	LOC119654427|XP_037915747.1|HILL
OG0007492	LOC5573627|XP_001660954.2|AAEG	LOC119655476|XP_037917305.1|HILL
OG0007493	LOC5573832|XP_021708049.1|AAEG	LOC119655130|XP_037916793.1|HILL
OG0007494	LOC5563992|XP_021709437.1|AAEG	LOC119651491|XP_037911033.1|HILL
OG0007495	LOC5563763|XP_021706109.1|AAEG	LOC119653796|XP_037914736.1|HILL
OG0007496	LOC5577094|XP_021709703.1|AAEG	LOC119648858|XP_037906668.1|HILL
OG0007497	LOC5577092|XP_021710505.1|AAEG	LOC119648860|XP_037906673.1|HILL
OG0007498	LOC5571875|XP_021709642.1|AAEG	LOC119647494|XP_037904380.1|HILL
OG0007499	LOC5571877|XP_001659986.2|AAEG	LOC119650363|XP_037908981.1|HILL
OG0007500	LOC5571876|XP_021706353.1|AAEG	LOC119650364|XP_037908983.1|HILL
OG0007501	LOC5567298|XP_021704230.1|AAEG	LOC119650088|XP_037908525.1|HILL
OG0007502	LOC5570178|XP_001658967.2|AAEG	LOC119654968|XP_037916556.1|HILL
OG0007503	LOC5570176|XP_021707208.1|AAEG	LOC119656307|XP_037918677.1|HILL
OG0007504	LOC5570175|XP_001658970.1|AAEG	LOC119649458|XP_037907540.1|HILL
OG0007505	LOC5563829|XP_021705481.1|AAEG	LOC119648276|XP_037905860.1|HILL
OG0007506	LOC5563826|XP_021706702.1|AAEG	LOC119650040|XP_037908450.1|HILL
OG0007507	LOC5567448|XP_021710242.1|AAEG	LOC119654890|XP_037916434.1|HILL
OG0007508	LOC5566305|XP_001650699.1|AAEG	LOC119656699|XP_037919133.1|HILL
OG0007509	LOC5566303|XP_021710916.1|AAEG	LOC119654720|XP_037916168.1|HILL
OG0007510	LOC5573473|XP_001660893.2|AAEG	LOC119655842|XP_037917882.1|HILL
OG0007511	LOC5577174|XP_001663262.1|AAEG	LOC119655617|XP_037917514.1|HILL
OG0007512	LOC5576819|XP_021707224.1|AAEG	LOC119654132|XP_037915222.1|HILL
OG0007513	LOC110678186|XP_021706501.1|AAEG	LOC119660466|XP_037924967.1|HILL
OG0007514	LOC5564092|XP_021704390.1|AAEG	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL
OG0007515	LOC5577979|XP_001663649.1|AAEG	LOC119661488|XP_037926780.1|HILL
OG0007516	LOC5574963|XP_021711057.1|AAEG	LOC119647058|XP_037903742.1|HILL
OG0007517	LOC5574961|XP_001655432.1|AAEG	LOC119649362|XP_037907403.1|HILL
OG0007518	LOC5574955|XP_021710999.1|AAEG	LOC119654422|XP_037915742.1|HILL
OG0007519	LOC5575183|XP_021709939.1|AAEG	LOC119656225|XP_037918552.1|HILL
OG0007520	LOC5573356|XP_001660842.2|AAEG	LOC119656052|XP_037918245.1|HILL
OG0007521	LOC5567361|XP_001657376.2|AAEG	LOC119653655|XP_037914404.1|HILL
OG0007522	LOC5566415|XP_021710266.1|AAEG	LOC119655523|XP_037917361.1|HILL
OG0007523	LOC5575516|XP_021710609.1|AAEG	LOC119655144|XP_037916811.1|HILL
OG0007524	LOC5564364|XP_021706173.1|AAEG	LOC119655172|XP_037916850.1|HILL
OG0007525	LOC5571035|XP_001659470.1|AAEG	LOC119655479|XP_037917307.1|HILL
OG0007526	LOC5571024|XP_001659458.2|AAEG	LOC119659297|XP_037923236.1|HILL
OG0007527	LOC5569796|XP_001653010.1|AAEG	LOC119654352|XP_037915624.1|HILL
OG0007528	LOC5572184|XP_021710216.1|AAEG	LOC119654354|XP_037915626.1|HILL
OG0007529	LOC5578347|XP_021704792.1|AAEG	LOC119655311|XP_037917069.1|HILL
OG0007530	LOC5567240|XP_001651670.2|AAEG	LOC119660905|XP_037925779.1|HILL
OG0007532	LOC5567221|XP_001651650.2|AAEG	LOC119655590|XP_037917461.1|HILL
OG0007533	LOC5567219|XP_001651647.2|AAEG	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL
OG0007534	LOC5567216|XP_001651645.1|AAEG	LOC119649574|XP_037907707.1|HILL
OG0007535	LOC5567210|XP_001651639.2|AAEG	LOC119649242|XP_037907236.1|HILL
OG0007536	LOC5567207|XP_021710699.1|AAEG	LOC119659281|XP_037923217.1|HILL
OG0007537	LOC5567198|XP_021709908.1|AAEG	LOC119647532|XP_037904441.1|HILL
OG0007538	LOC5567190|XP_021710084.1|AAEG	LOC119648144|XP_037905621.1|HILL
OG0007539	LOC5567180|XP_021709178.1|AAEG	LOC119652418|XP_037912469.1|HILL
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC119652696|XP_037912903.1|HILL
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC119655504|XP_037917335.1|HILL
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC119653654|XP_037914403.1|HILL
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC119660735|XP_037925335.1|HILL
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC119647415|XP_037904224.1|HILL
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC119660393|XP_037924859.1|HILL
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC119655851|XP_037917897.1|HILL
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC119654313|XP_037915564.1|HILL
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC119647435|XP_037904280.1|HILL
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC119649910|XP_037908237.1|HILL
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC119653715|XP_037914524.1|HILL
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC119654647|XP_037916055.1|HILL
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC119653518|XP_037914117.1|HILL
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC119655974|XP_037918137.1|HILL
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC119648031|XP_037905384.1|HILL
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC119654487|XP_037915837.1|HILL
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC119656185|XP_037918463.1|HILL
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC119653643|XP_037914382.1|HILL
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC119654874|XP_037916397.1|HILL
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC119649477|XP_037907572.1|HILL
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC119650248|XP_037908766.1|HILL
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC119649216|XP_037907203.1|HILL
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC119648907|XP_037906740.1|HILL
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC119648397|XP_037906066.1|HILL
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC119648855|XP_037906660.1|HILL
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC119651474|XP_037911012.1|HILL
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC119646382|XP_037902754.1|HILL
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC119652285|XP_037912206.1|HILL
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC119654870|XP_037916392.1|HILL
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC119654862|XP_037916375.1|HILL
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC119654415|XP_037915730.1|HILL
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC119655182|XP_037916867.1|HILL
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC119655689|XP_037917621.1|HILL
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC119653877|XP_037914921.1|HILL
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC119654520|XP_037915889.1|HILL
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC119654515|XP_037915881.1|HILL
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC119654916|XP_037916483.1|HILL
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC119653777|XP_037914707.1|HILL
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC119654232|XP_037915383.1|HILL
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC119655889|XP_037917964.1|HILL
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC119654229|XP_037915379.1|HILL
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC119649640|XP_037907820.1|HILL
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC119654259|XP_037915452.1|HILL
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC119653807|XP_037914758.1|HILL
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC119653421|XP_037913926.1|HILL
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC119656029|XP_037918221.1|HILL
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC119654652|XP_037916068.1|HILL
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC119654804|XP_037916286.1|HILL
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC119660580|XP_037925161.1|HILL
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC119648102|XP_037905538.1|HILL
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC119654361|XP_037915634.1|HILL
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC119656141|XP_037918401.1|HILL
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC119660929|XP_037925840.1|HILL
