Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0007291	LOC5575417|XP_001661938.2|AAEG	LOC119067254|XP_037026025.1|BCOP
OG0007292	LOC5575410|XP_001661930.2|AAEG	LOC119076467|XP_037039129.1|BCOP
OG0007293	LOC5566932|XP_001651346.2|AAEG	LOC119074334|XP_037036315.1|BCOP
OG0007294	LOC5564353|XP_001648704.1|AAEG	LOC119074199|XP_037036090.1|BCOP
OG0007295	LOC5572146|XP_001660223.2|AAEG	LOC119069103|XP_037028890.1|BCOP
OG0007296	LOC5566886|XP_021709054.1|AAEG	LOC119075851|XP_037038298.1|BCOP
OG0007297	LOC5566884|XP_001651259.2|AAEG	LOC119075722|XP_037038153.1|BCOP
OG0007298	LOC5566843|XP_001651256.1|AAEG	LOC119069432|XP_037029388.1|BCOP
OG0007299	LOC5566842|XP_001651252.1|AAEG	LOC119084033|XP_037049754.1|BCOP
OG0007300	LOC5572552|XP_001654071.1|AAEG	LOC119077672|XP_037040815.1|BCOP
OG0007301	LOC5572565|XP_021710773.1|AAEG	LOC119074952|XP_037037236.1|BCOP
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC119076809|XP_037039688.1|BCOP
OG0007303	LOC5576103|XP_001662448.1|AAEG	LOC119073664|XP_037035167.1|BCOP
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC119073767|XP_037035328.1|BCOP
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC119076147|XP_037038724.1|BCOP
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC119076105|XP_037038660.1|BCOP
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC119076679|XP_037039471.1|BCOP
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC119074645|XP_037036817.1|BCOP
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC119076640|XP_037039405.1|BCOP
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC119073520|XP_037034952.1|BCOP
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC119073432|XP_037034807.1|BCOP
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC119075778|XP_037038227.1|BCOP
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC119074595|XP_037036732.1|BCOP, LOC119079668|XP_037043614.1|BCOP
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC119078072|XP_037041418.1|BCOP
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC119078050|XP_037041359.1|BCOP
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC119067660|XP_037026657.1|BCOP
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC119074785|XP_037036958.1|BCOP
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC119074335|XP_037036318.1|BCOP
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC119070085|XP_037030297.1|BCOP
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC119073773|XP_037035339.1|BCOP
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC119084259|XP_037050063.1|BCOP
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC119076710|XP_037039521.1|BCOP
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC119076704|XP_037039512.1|BCOP
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC119075174|XP_037037466.1|BCOP
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC119074432|XP_037036456.1|BCOP
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC119074431|XP_037036453.1|BCOP
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC119076089|XP_037038638.1|BCOP
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC119074438|XP_037036461.1|BCOP
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC119077726|XP_037040897.1|BCOP
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC119084248|XP_037050044.1|BCOP
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC119084258|XP_037050059.1|BCOP
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC119072914|XP_037034131.1|BCOP
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC119076125|XP_037038689.1|BCOP
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC119074881|XP_037037113.1|BCOP
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC119085958|XP_037052413.1|BCOP
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC119066592|XP_037025046.1|BCOP
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC119074316|XP_037036265.1|BCOP
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC119073627|XP_037035115.1|BCOP
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC119081886|XP_037047011.1|BCOP
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC119074838|XP_037037028.1|BCOP
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC119084433|XP_037050306.1|BCOP
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC119069687|XP_037029738.1|BCOP
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC119086023|XP_037052490.1|BCOP
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC119070348|XP_037030572.1|BCOP
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC119072885|XP_037034100.1|BCOP
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC119074885|XP_037037121.1|BCOP
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC119074872|XP_037037093.1|BCOP
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC119074867|XP_037037085.1|BCOP
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC119077907|XP_037041174.1|BCOP
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC119084418|XP_037050280.1|BCOP
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC119084447|XP_037050322.1|BCOP
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC119074397|XP_037036412.1|BCOP
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC119076103|XP_037038657.1|BCOP
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC119083976|XP_037049675.1|BCOP
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC119080145|XP_037044257.1|BCOP
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC119084023|XP_037049736.1|BCOP
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC119074813|XP_037036994.1|BCOP
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC119078118|XP_037041466.1|BCOP
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC119076115|XP_037038672.1|BCOP
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC119074385|XP_037036395.1|BCOP
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC119082624|XP_037048081.1|BCOP
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC119078086|XP_037041443.1|BCOP
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC119078058|XP_037041380.1|BCOP
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC119071859|XP_037032816.1|BCOP
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC119073277|XP_037034590.1|BCOP
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC119076606|XP_037039357.1|BCOP
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC119074060|XP_037035908.1|BCOP
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC119084247|XP_037050083.1|BCOP
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC119072415|XP_037033559.1|BCOP
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC119067799|XP_037026841.1|BCOP
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC119084032|XP_037049752.1|BCOP
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC119072047|XP_037033069.1|BCOP
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC119083299|XP_037048888.1|BCOP
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC119076404|XP_037039025.1|BCOP
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC119074597|XP_037036735.1|BCOP, LOC119074590|XP_037036724.1|BCOP
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC119075818|XP_037038281.1|BCOP
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC119075775|XP_037038224.1|BCOP
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC119072858|XP_037034060.1|BCOP
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC119072271|XP_037033360.1|BCOP
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC119076792|XP_037039649.1|BCOP
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC119077898|XP_037041161.1|BCOP
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC119074915|XP_037037165.1|BCOP
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC119078651|XP_037042141.1|BCOP
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC119076512|XP_037039192.1|BCOP
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC119085707|XP_037052054.1|BCOP
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC119073667|XP_037035197.1|BCOP
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC119067006|XP_037025665.1|BCOP
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC119070825|XP_037031220.1|BCOP
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC119084484|XP_037050369.1|BCOP
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC119068974|XP_037028739.1|BCOP
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC119084487|XP_037050385.1|BCOP
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC119078129|XP_037041486.1|BCOP
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC119067163|XP_037025901.1|BCOP
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC119069864|XP_037029934.1|BCOP
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC119074324|XP_037036294.1|BCOP
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC119071482|XP_037032228.1|BCOP, LOC119073494|XP_037034896.1|BCOP
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC119074463|XP_037036499.1|BCOP
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC119076410|XP_037039037.1|BCOP
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC119076127|XP_037038693.1|BCOP
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC119069444|XP_037029396.1|BCOP
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC119076218|XP_037038765.1|BCOP
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC119075732|XP_037038166.1|BCOP
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC119076172|XP_037038753.1|BCOP
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC119068034|XP_037027295.1|BCOP
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC119077654|XP_037040765.1|BCOP
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC119072566|XP_037033701.1|BCOP
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC119071265|XP_037032017.1|BCOP
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC119066706|XP_037025201.1|BCOP
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC119078713|XP_037042281.1|BCOP
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC119084302|XP_037050116.1|BCOP
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC119078243|XP_037041607.1|BCOP
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC119084430|XP_037050302.1|BCOP
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC119084877|XP_037050912.1|BCOP
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC119084031|XP_037049751.1|BCOP
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC119084021|XP_037049732.1|BCOP
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC119084059|XP_037049791.1|BCOP
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC119069801|XP_037029855.1|BCOP
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC119084217|XP_037050007.1|BCOP
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC119084226|XP_037050019.1|BCOP
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC119084982|XP_037051028.1|BCOP
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC119074898|XP_037037140.1|BCOP
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC119074890|XP_037037128.1|BCOP
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC119076479|XP_037039153.1|BCOP
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC119084483|XP_037050366.1|BCOP
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC119074754|XP_037036914.1|BCOP
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC119067101|XP_037025762.1|BCOP
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC119074862|XP_037037071.1|BCOP
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC119084450|XP_037050326.1|BCOP
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC119074255|XP_037036173.1|BCOP
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC119077706|XP_037040877.1|BCOP
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC119071769|XP_037032714.1|BCOP
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC119066577|XP_037025025.1|BCOP
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC119074227|XP_037036140.1|BCOP
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC119086032|XP_037052503.1|BCOP
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC119079089|XP_037042800.1|BCOP
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC119071629|XP_037032482.1|BCOP
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC119070958|XP_037031410.1|BCOP
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC119072277|XP_037033365.1|BCOP
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC119072243|XP_037033317.1|BCOP
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC119082821|XP_037048367.1|BCOP
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC119071171|XP_037031828.1|BCOP
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC119085199|XP_037051406.1|BCOP
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC119069717|XP_037029735.1|BCOP
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC119069716|XP_037029734.1|BCOP
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC119076949|XP_037039897.1|BCOP
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC119077049|XP_037040076.1|BCOP
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC119083476|XP_037049090.1|BCOP
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC119078232|XP_037041587.1|BCOP
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC119078266|XP_037041659.1|BCOP
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC119066944|XP_037025555.1|BCOP
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC119066943|XP_037025554.1|BCOP
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC119075408|XP_037037747.1|BCOP
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC119067953|XP_037027172.1|BCOP
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC119072385|XP_037033482.1|BCOP
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC119072380|XP_037033475.1|BCOP
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC119086065|XP_037052536.1|BCOP
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC119086067|XP_037052538.1|BCOP
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC119086063|XP_037052534.1|BCOP
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC119066912|XP_037025507.1|BCOP
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC119071711|XP_037032600.1|BCOP
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC119071789|XP_037032745.1|BCOP
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC119071716|XP_037032607.1|BCOP
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC119071713|XP_037032604.1|BCOP
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC119078308|XP_037041707.1|BCOP
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC119079618|XP_037043509.1|BCOP
OG0007468	LOC5578344|XP_001656914.2|AAEG	LOC119067341|XP_037026144.1|BCOP
OG0007469	LOC5578338|XP_021706754.1|AAEG	LOC119086024|XP_037052491.1|BCOP
OG0007470	LOC5578331|XP_001656900.2|AAEG	LOC119070867|XP_037031274.1|BCOP
OG0007471	LOC5573759|XP_021705630.1|AAEG	LOC119071259|XP_037032003.1|BCOP
OG0007472	LOC5573754|XP_001654782.2|AAEG	LOC119074207|XP_037036098.1|BCOP
OG0007473	LOC5573742|XP_001654770.1|AAEG	LOC119072342|XP_037033423.1|BCOP
OG0007474	LOC5579663|XP_021707446.1|AAEG	LOC119079075|XP_037042780.1|BCOP
OG0007475	LOC5577237|XP_021710770.1|AAEG	LOC119066931|XP_037025539.1|BCOP
OG0007476	LOC5576932|XP_021704955.1|AAEG	LOC119074279|XP_037036193.1|BCOP
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	LOC119067543|XP_037026503.1|BCOP
OG0007478	LOC5575774|XP_021705902.1|AAEG	LOC119070975|XP_037031450.1|BCOP
OG0007479	LOC5577486|XP_001663404.1|AAEG	LOC119071206|XP_037031893.1|BCOP
OG0007480	LOC5577485|XP_021707341.1|AAEG	LOC119072669|XP_037033821.1|BCOP
OG0007481	LOC5570994|XP_001653426.2|AAEG	LOC119072652|XP_037033805.1|BCOP
OG0007482	LOC110678790|XP_021707848.1|AAEG	LOC119066885|XP_037025468.1|BCOP
OG0007483	LOC5572358|XP_021705669.1|AAEG	LOC119077046|XP_037040070.1|BCOP
OG0007484	LOC23687567|XP_021708965.1|AAEG	LOC119074625|XP_037036787.1|BCOP
OG0007485	LOC110679177|XP_021708967.1|AAEG	LOC119074670|XP_037036849.1|BCOP
OG0007486	LOC5576707|XP_001656213.1|AAEG	LOC119067566|XP_037026542.1|BCOP
OG0007487	LOC5576709|XP_021704626.1|AAEG	LOC119079490|XP_037043330.1|BCOP
OG0007488	LOC5575270|XP_001661875.1|AAEG	LOC119072343|XP_037033425.1|BCOP
OG0007489	LOC5575274|XP_001661867.1|AAEG	LOC119073636|XP_037035127.1|BCOP
OG0007490	LOC5573621|XP_021710745.1|AAEG	LOC119081326|XP_037046009.1|BCOP
OG0007491	LOC5575220|XP_001655621.1|AAEG	LOC119081970|XP_037047177.1|BCOP
OG0007492	LOC5573627|XP_001660954.2|AAEG	LOC119070970|XP_037031439.1|BCOP
OG0007493	LOC5573832|XP_021708049.1|AAEG	LOC119070078|XP_037030279.1|BCOP
OG0007494	LOC5563992|XP_021709437.1|AAEG	LOC119082708|XP_037048180.1|BCOP
OG0007495	LOC5563763|XP_021706109.1|AAEG	LOC119073489|XP_037034889.1|BCOP
OG0007496	LOC5577094|XP_021709703.1|AAEG	LOC119074213|XP_037036107.1|BCOP
OG0007497	LOC5577092|XP_021710505.1|AAEG	LOC119072087|XP_037033141.1|BCOP
OG0007498	LOC5571875|XP_021709642.1|AAEG	LOC119071056|XP_037031571.1|BCOP
OG0007499	LOC5571877|XP_001659986.2|AAEG	LOC119071055|XP_037031570.1|BCOP
OG0007500	LOC5571876|XP_021706353.1|AAEG	LOC119081287|XP_037045943.1|BCOP
OG0007501	LOC5567298|XP_021704230.1|AAEG	LOC119078987|XP_037042637.1|BCOP
OG0007502	LOC5570178|XP_001658967.2|AAEG	LOC119078319|XP_037041718.1|BCOP
OG0007503	LOC5570176|XP_021707208.1|AAEG	LOC119082367|XP_037047783.1|BCOP
OG0007504	LOC5570175|XP_001658970.1|AAEG	LOC119074976|XP_037037273.1|BCOP
OG0007505	LOC5563829|XP_021705481.1|AAEG	LOC119070687|XP_037031033.1|BCOP
OG0007506	LOC5563826|XP_021706702.1|AAEG	LOC119071762|XP_037032700.1|BCOP
OG0007507	LOC5567448|XP_021710242.1|AAEG	LOC119083294|XP_037048881.1|BCOP
OG0007508	LOC5566305|XP_001650699.1|AAEG	LOC119066927|XP_037025535.1|BCOP
OG0007509	LOC5566303|XP_021710916.1|AAEG	LOC119072452|XP_037033569.1|BCOP
OG0007510	LOC5573473|XP_001660893.2|AAEG	LOC119085380|XP_037051661.1|BCOP
OG0007511	LOC5577174|XP_001663262.1|AAEG	LOC119074635|XP_037036804.1|BCOP
OG0007512	LOC5576819|XP_021707224.1|AAEG	LOC119071057|XP_037031572.1|BCOP
OG0007513	LOC110678186|XP_021706501.1|AAEG	LOC119085669|XP_037052013.1|BCOP
OG0007514	LOC5564092|XP_021704390.1|AAEG	LOC119078245|XP_037041619.1|BCOP
OG0007515	LOC5577979|XP_001663649.1|AAEG	LOC119076999|XP_037040004.1|BCOP
OG0007516	LOC5574963|XP_021711057.1|AAEG	LOC119085627|XP_037051957.1|BCOP
OG0007517	LOC5574961|XP_001655432.1|AAEG	LOC119071660|XP_037032522.1|BCOP
OG0007518	LOC5574955|XP_021710999.1|AAEG	LOC119072662|XP_037033815.1|BCOP
OG0007519	LOC5575183|XP_021709939.1|AAEG	LOC119085313|XP_037051583.1|BCOP
OG0007520	LOC5573356|XP_001660842.2|AAEG	LOC119085118|XP_037051275.1|BCOP
OG0007521	LOC5567361|XP_001657376.2|AAEG	LOC119071906|XP_037032914.1|BCOP
OG0007522	LOC5566415|XP_021710266.1|AAEG	LOC119084331|XP_037050157.1|BCOP
OG0007523	LOC5575516|XP_021710609.1|AAEG	LOC119083536|XP_037049153.1|BCOP
OG0007524	LOC5564364|XP_021706173.1|AAEG	LOC119066707|XP_037025203.1|BCOP
OG0007525	LOC5571035|XP_001659470.1|AAEG	LOC119071945|XP_037032964.1|BCOP
OG0007526	LOC5571024|XP_001659458.2|AAEG	LOC119084013|XP_037049723.1|BCOP
OG0007527	LOC5569796|XP_001653010.1|AAEG	LOC119071383|XP_037032147.1|BCOP
OG0007528	LOC5572184|XP_021710216.1|AAEG	LOC119071184|XP_037031850.1|BCOP
OG0007529	LOC5578347|XP_021704792.1|AAEG	LOC119078564|XP_037042028.1|BCOP
OG0007530	LOC5567240|XP_001651670.2|AAEG	LOC119085432|XP_037051743.1|BCOP
OG0007531	LOC5567238|XP_001651668.2|AAEG	LOC119076289|XP_037038845.1|BCOP
OG0007532	LOC5567221|XP_001651650.2|AAEG	LOC119071891|XP_037032885.1|BCOP
OG0007534	LOC5567216|XP_001651645.1|AAEG	LOC119066784|XP_037025341.1|BCOP
OG0007535	LOC5567210|XP_001651639.2|AAEG	LOC119072811|XP_037034000.1|BCOP
OG0007536	LOC5567207|XP_021710699.1|AAEG	LOC119084476|XP_037050359.1|BCOP
OG0007537	LOC5567198|XP_021709908.1|AAEG	LOC119082303|XP_037047681.1|BCOP
OG0007538	LOC5567190|XP_021710084.1|AAEG	LOC119082344|XP_037047752.1|BCOP
OG0007539	LOC5567180|XP_021709178.1|AAEG	LOC119077843|XP_037041057.1|BCOP
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC119068307|XP_037027744.1|BCOP
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC119085375|XP_037051652.1|BCOP
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC119071896|XP_037032894.1|BCOP
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC119081001|XP_037045567.1|BCOP
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC119072367|XP_037033456.1|BCOP
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC119077013|XP_037040021.1|BCOP
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC119072202|XP_037033265.1|BCOP
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC119076939|XP_037039873.1|BCOP
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC119070873|XP_037031284.1|BCOP
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC119083284|XP_037048867.1|BCOP
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC119085556|XP_037051866.1|BCOP
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC119083261|XP_037048837.1|BCOP
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC119066218|XP_037024436.1|BCOP
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC119083274|XP_037048856.1|BCOP
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC119071641|XP_037032496.1|BCOP
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC119075523|XP_037037886.1|BCOP
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC119066114|XP_037024290.1|BCOP
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC119074241|XP_037036158.1|BCOP
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC119071901|XP_037032901.1|BCOP
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC119085112|XP_037051265.1|BCOP
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC119085945|XP_037052394.1|BCOP
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC119070673|XP_037031007.1|BCOP
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC119066841|XP_037025401.1|BCOP
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC119083169|XP_037048723.1|BCOP
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC119071615|XP_037032449.1|BCOP
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC119070125|XP_037030340.1|BCOP
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC119076249|XP_037038810.1|BCOP
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC119067474|XP_037026370.1|BCOP
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC119082249|XP_037047606.1|BCOP
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC119082584|XP_037048017.1|BCOP
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC119082690|XP_037048158.1|BCOP
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC119082703|XP_037048176.1|BCOP
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC119072260|XP_037033344.1|BCOP
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC119066186|XP_037024383.1|BCOP
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC119082036|XP_037047254.1|BCOP
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC119070661|XP_037030986.1|BCOP
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC119074599|XP_037036740.1|BCOP
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC119084047|XP_037049778.1|BCOP
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC119066631|XP_037025087.1|BCOP
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC119067398|XP_037026237.1|BCOP
