Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0005975	LOC5565582|XP_001649939.1|AAEG	LOC120778119|XP_039965757.1|BTRY
OG0005976	LOC5575277|XP_021708990.1|AAEG	LOC120775493|XP_039961632.1|BTRY
OG0005977	LOC5575269|XP_001661872.2|AAEG	LOC120774376|XP_039959906.1|BTRY
OG0005979	LOC5573625|XP_001660943.1|AAEG	LOC120770324|XP_039953640.1|BTRY
OG0005980	LOC5573629|XP_021707466.1|AAEG	LOC120771609|XP_039955628.1|BTRY
OG0005981	LOC23687867|XP_021711618.1|AAEG	LOC120774381|XP_039959920.1|BTRY
OG0005982	LOC5563815|XP_001648099.1|AAEG	LOC120771631|XP_039955658.1|BTRY
OG0005983	LOC5563813|XP_001648098.1|AAEG	LOC120775426|XP_039961543.1|BTRY
OG0005984	LOC5573835|XP_021707249.1|AAEG	LOC120774024|XP_039959246.1|BTRY
OG0005985	LOC5573836|XP_021708339.1|AAEG	LOC120776145|XP_039962619.1|BTRY
OG0005986	LOC5573829|XP_021705455.1|AAEG	LOC120775288|XP_039961335.1|BTRY
OG0005987	LOC5574298|XP_021707684.1|AAEG	LOC120774128|XP_039959435.1|BTRY
OG0005988	LOC5563757|XP_021709436.1|AAEG	LOC120771286|XP_039955148.1|BTRY
OG0005989	LOC5577098|XP_021709658.1|AAEG	LOC120770985|XP_039954661.1|BTRY
OG0005990	LOC5577097|XP_021706108.1|AAEG	LOC120770511|XP_039953980.1|BTRY
OG0005991	LOC5577095|XP_001663180.1|AAEG	LOC120770097|XP_039953189.1|BTRY
OG0005992	LOC5577460|XP_001663396.2|AAEG	LOC120777101|XP_039964171.1|BTRY
OG0005993	LOC5577466|XP_021710504.1|AAEG	LOC120778634|XP_039966463.1|BTRY
OG0005994	LOC5571878|XP_021710762.1|AAEG	LOC120778275|XP_039965989.1|BTRY
OG0005995	LOC5575860|XP_021709082.1|AAEG	LOC120776667|XP_039963476.1|BTRY
OG0005996	LOC5575858|XP_001662267.1|AAEG	LOC120777391|XP_039964618.1|BTRY
OG0005997	LOC5568695|XP_001652518.2|AAEG	LOC120774863|XP_039960626.1|BTRY
OG0005998	LOC110679587|XP_021710432.1|AAEG	LOC120778451|XP_039966178.1|BTRY
OG0005999	LOC5568711|XP_001652536.1|AAEG	LOC120778534|XP_039966310.1|BTRY
OG0006000	LOC5568714|XP_021709749.1|AAEG	LOC120770605|XP_039954143.1|BTRY
OG0006001	LOC5574265|XP_021708347.1|AAEG	LOC120777984|XP_039965557.1|BTRY
OG0006002	LOC5563823|XP_001648145.2|AAEG	LOC120771022|XP_039954732.1|BTRY
OG0006003	LOC5563827|XP_021704627.1|AAEG	LOC120777769|XP_039965213.1|BTRY
OG0006004	LOC5567430|XP_001657422.1|AAEG	LOC120773303|XP_039958085.1|BTRY
OG0006005	LOC5575696|XP_001662142.2|AAEG	LOC120770474|XP_039953910.1|BTRY
OG0006006	LOC5566300|XP_001650689.2|AAEG	LOC120775485|XP_039961623.1|BTRY
OG0006007	LOC5573474|XP_021705407.1|AAEG	LOC120770906|XP_039954517.1|BTRY
OG0006008	LOC5566304|XP_021709183.1|AAEG	LOC120773576|XP_039958494.1|BTRY
OG0006009	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG	LOC120770981|XP_039954657.1|BTRY
OG0006010	LOC23687966|XP_021706500.1|AAEG	LOC120779504|XP_039967742.1|BTRY
OG0006011	LOC5577172|XP_001663254.2|AAEG	LOC120779199|XP_039967403.1|BTRY
OG0006012	LOC5569782|XP_021711413.1|AAEG	LOC120777278|XP_039964417.1|BTRY
OG0006013	LOC5569787|XP_021705605.1|AAEG	LOC120773040|XP_039957904.1|BTRY
OG0006014	LOC5574960|XP_001655431.2|AAEG	LOC120778672|XP_039966539.1|BTRY
OG0006015	LOC23687737|XP_021705989.1|AAEG	LOC120772024|XP_039956325.1|BTRY
OG0006016	LOC5573350|XP_021705674.1|AAEG	LOC120770287|XP_039953557.1|BTRY
OG0006017	LOC5573349|XP_001660831.2|AAEG	LOC120770556|XP_039954066.1|BTRY
OG0006018	LOC5573352|XP_021704340.1|AAEG	LOC120771163|XP_039954976.1|BTRY
OG0006019	LOC5573360|XP_021706074.1|AAEG	LOC120770013|XP_039953039.1|BTRY
OG0006020	LOC5564745|XP_001649088.2|AAEG	LOC120777859|XP_039965337.1|BTRY
OG0006021	LOC5564744|XP_021708098.1|AAEG	LOC120777871|XP_039965359.1|BTRY
OG0006022	LOC5567368|XP_021710034.1|AAEG	LOC120768172|XP_039950669.1|BTRY
OG0006023	LOC5575037|XP_001661768.1|AAEG	LOC120770456|XP_039953887.1|BTRY
OG0006024	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG	LOC120776155|XP_039962643.1|BTRY
OG0006025	LOC5580239|XP_001662431.1|AAEG	LOC120772260|XP_039956696.1|BTRY
OG0006026	LOC5563869|XP_021708782.1|AAEG	LOC120778670|XP_039966540.1|BTRY
OG0006027	LOC5572397|XP_021709286.1|AAEG	LOC120770758|XP_039954277.1|BTRY
OG0006028	LOC5576764|XP_001662850.2|AAEG	LOC120771252|XP_039955101.1|BTRY
OG0006029	LOC5576765|XP_001662847.2|AAEG	LOC120769983|XP_039952992.1|BTRY
OG0006030	LOC5565337|XP_001649686.1|AAEG	LOC120767775|XP_039949953.1|BTRY
OG0006031	LOC5565339|XP_021705340.1|AAEG	LOC120772224|XP_039956643.1|BTRY
OG0006032	LOC5565734|XP_021709353.1|AAEG	LOC120773449|XP_039958273.1|BTRY
OG0006033	LOC110677743|XP_021704702.1|AAEG	LOC120772003|XP_039956295.1|BTRY
OG0006034	LOC5565799|XP_021705215.1|AAEG	LOC120773861|XP_039958951.1|BTRY
OG0006035	LOC5571032|XP_001659469.1|AAEG	LOC120776589|XP_039963295.1|BTRY
OG0006036	LOC5571034|XP_001659467.2|AAEG	LOC120778569|XP_039966368.1|BTRY
OG0006037	LOC110678815|XP_021707923.1|AAEG	LOC120771685|XP_039955750.1|BTRY
OG0006038	LOC5569797|XP_001653009.1|AAEG	LOC120782429|XP_039970645.1|BTRY
OG0006039	LOC5569794|XP_021704287.1|AAEG	LOC120771660|XP_039955709.1|BTRY
OG0006040	LOC5574781|XP_001655338.2|AAEG	LOC120771485|XP_039955457.1|BTRY
OG0006041	LOC5574773|XP_001655331.2|AAEG	LOC120775538|XP_039961694.1|BTRY
OG0006042	LOC5574775|XP_021707090.1|AAEG	LOC120772708|XP_039957387.1|BTRY
OG0006043	LOC5578348|XP_021710741.1|AAEG	LOC120778047|XP_039965656.1|BTRY
OG0006044	LOC5577777|XP_001663552.1|AAEG	LOC120782467|XP_039970694.1|BTRY
OG0006045	LOC5577770|XP_021706153.1|AAEG	LOC120772836|XP_039957579.1|BTRY
OG0006046	LOC5567237|XP_021710103.1|AAEG	LOC120770391|XP_039953755.1|BTRY
OG0006047	LOC5567213|XP_021704572.1|AAEG	LOC120777340|XP_039964524.1|BTRY
OG0006048	LOC5567188|XP_001651617.2|AAEG	LOC120776743|XP_039963614.1|BTRY
OG0006049	LOC5567181|XP_001651610.1|AAEG	LOC120766858|XP_039948520.1|BTRY
OG0006050	LOC5567177|XP_001651607.1|AAEG	LOC120768038|XP_039950475.1|BTRY
OG0006051	LOC5567175|XP_001651605.1|AAEG	LOC120766630|XP_039948180.1|BTRY
OG0006052	LOC5567249|XP_021706241.1|AAEG	LOC120770935|XP_039954573.1|BTRY
OG0006053	LOC5578574|XP_001663965.1|AAEG	LOC120775178|XP_039961166.1|BTRY
OG0006054	LOC5571211|XP_021708731.1|AAEG	LOC120779507|XP_039967747.1|BTRY
OG0006055	LOC5571208|XP_021708173.1|AAEG	LOC120775162|XP_039961144.1|BTRY
OG0006056	LOC5575533|XP_001662032.1|AAEG	LOC120772585|XP_039957226.1|BTRY
OG0006057	LOC5575535|XP_021708643.1|AAEG	LOC120777753|XP_039965184.1|BTRY
OG0006058	LOC5574814|XP_021706192.1|AAEG	LOC120766318|XP_039947674.1|BTRY
OG0006059	LOC5579092|XP_021706125.1|AAEG	LOC120778982|XP_039967008.1|BTRY
OG0006060	LOC5579091|XP_021706128.1|AAEG	LOC120778983|XP_039967013.1|BTRY
OG0006061	LOC5579103|XP_001657298.2|AAEG	LOC120770891|XP_039954486.1|BTRY
OG0006062	LOC5579106|XP_021705727.1|AAEG	LOC120782683|XP_039971008.1|BTRY
OG0006063	LOC5579107|XP_001657302.2|AAEG	LOC120769319|XP_039952203.1|BTRY
OG0006064	LOC5579109|XP_001657306.2|AAEG	LOC120773060|XP_039957927.1|BTRY
OG0006065	LOC5579110|XP_001657307.2|AAEG	LOC120776958|XP_039963982.1|BTRY
OG0006066	LOC5579114|XP_001657313.2|AAEG	LOC120773005|XP_039957857.1|BTRY
OG0006067	LOC5579122|XP_021707507.1|AAEG	LOC120770889|XP_039954468.1|BTRY
OG0006068	LOC5572093|XP_021704708.1|AAEG	LOC120776106|XP_039962529.1|BTRY
OG0006069	LOC110678752|XP_021707732.1|AAEG, LOC110681331|XP_021712776.1|AAEG	LOC120777418|XP_039964651.1|BTRY
OG0006070	LOC110680268|XP_021711780.1|AAEG, LOC5566060|XP_001650411.1|AAEG	LOC120778781|XP_039966699.1|BTRY
OG0006071	LOC5566047|XP_001650415.2|AAEG	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY
OG0006072	LOC5566055|XP_001650427.2|AAEG	LOC120776959|XP_039963983.1|BTRY
OG0006073	LOC110677949|XP_021705719.1|AAEG	LOC120777722|XP_039965146.1|BTRY
OG0006074	LOC5578081|XP_021709335.1|AAEG	LOC120774704|XP_039960367.1|BTRY
OG0006075	LOC5578082|XP_001656776.1|AAEG	LOC120774552|XP_039960217.1|BTRY
OG0006076	LOC5578094|XP_021707463.1|AAEG	LOC120772343|XP_039956840.1|BTRY
OG0006077	LOC5578122|XP_001656822.2|AAEG	LOC120777957|XP_039965507.1|BTRY
OG0006078	LOC5578124|XP_001656823.1|AAEG	LOC120777961|XP_039965512.1|BTRY
OG0006079	LOC5578906|XP_001664114.2|AAEG	LOC120776919|XP_039963924.1|BTRY
OG0006080	LOC5580209|XP_001662068.2|AAEG	LOC120778178|XP_039965848.1|BTRY
OG0006081	LOC5568261|XP_001657958.2|AAEG	LOC120772183|XP_039956564.1|BTRY
OG0006082	LOC5568260|XP_001657955.1|AAEG	LOC120771354|XP_039955242.1|BTRY
OG0006083	LOC5571706|XP_021709357.1|AAEG	LOC120776796|XP_039963716.1|BTRY
OG0006084	LOC5574073|XP_001661146.1|AAEG	LOC120777272|XP_039964409.1|BTRY
OG0006085	LOC5574080|XP_001661151.2|AAEG	LOC120782515|XP_039970757.1|BTRY
OG0006086	LOC5568514|XP_021706187.1|AAEG	LOC120778618|XP_039966432.1|BTRY
OG0006087	LOC5568520|XP_011493363.2|AAEG	LOC120780132|XP_039968346.1|BTRY
OG0006088	LOC5568522|XP_021705413.1|AAEG	LOC120777613|XP_039964996.1|BTRY
OG0006089	LOC5576713|XP_021712506.1|AAEG, LOC5563836|XP_001648152.1|AAEG	LOC120775253|XP_039961268.1|BTRY
OG0006090	LOC5566900|XP_021708665.1|AAEG	LOC120777318|XP_039964489.1|BTRY
OG0006091	LOC110678373|XP_021706867.1|AAEG	LOC120778519|XP_039966287.1|BTRY
OG0006092	LOC5566875|XP_021710311.1|AAEG	LOC120775448|XP_039961567.1|BTRY
OG0006093	LOC5566860|XP_001651286.2|AAEG	LOC120772746|XP_039957441.1|BTRY
OG0006094	LOC5566859|XP_001651285.1|AAEG	LOC120767793|XP_039949991.1|BTRY
OG0006095	LOC5579922|XP_001652211.1|AAEG	LOC120772154|XP_039956523.1|BTRY
OG0006096	LOC5577281|XP_021706774.1|AAEG	LOC120768759|XP_039951464.1|BTRY
OG0006097	LOC5571245|XP_021706897.1|AAEG	LOC120776769|XP_039963665.1|BTRY
OG0006098	LOC5573258|XP_001654471.1|AAEG	LOC120767761|XP_039949930.1|BTRY
OG0006099	LOC5576492|XP_001662684.2|AAEG	LOC120772479|XP_039957055.1|BTRY
OG0006100	LOC5576491|XP_001662683.1|AAEG	LOC120772669|XP_039957338.1|BTRY
OG0006101	LOC5574205|XP_021707443.1|AAEG, LOC5574204|XP_001661261.1|AAEG	LOC120776020|XP_039962399.1|BTRY
OG0006102	LOC5574194|XP_001661251.2|AAEG	LOC120771946|XP_039956188.1|BTRY
OG0006103	LOC5574186|XP_021708046.1|AAEG	LOC120776004|XP_039962370.1|BTRY
OG0006104	LOC5574184|XP_001661241.1|AAEG	LOC120774013|XP_039959227.1|BTRY
OG0006105	LOC110678272|XP_021706587.1|AAEG	LOC120774012|XP_039959226.1|BTRY
OG0006106	LOC5575195|XP_021706591.1|AAEG	LOC120777680|XP_039965080.1|BTRY
OG0006107	LOC5567482|XP_021708246.1|AAEG	LOC120770786|XP_039954299.1|BTRY
OG0006108	LOC5567476|XP_001657481.2|AAEG	LOC120773611|XP_039958545.1|BTRY
OG0006109	LOC5567465|XP_001657467.1|AAEG	LOC120776747|XP_039963634.1|BTRY
OG0006110	LOC5567463|XP_001657463.1|AAEG	LOC120778541|XP_039966323.1|BTRY
OG0006111	LOC5571921|XP_021708626.1|AAEG	LOC120773684|XP_039958649.1|BTRY
OG0006112	LOC5571927|XP_021708642.1|AAEG	LOC120771364|XP_039955257.1|BTRY
OG0006113	LOC5571929|XP_021708648.1|AAEG	LOC120776718|XP_039963550.1|BTRY
OG0006114	LOC5571931|XP_001660028.1|AAEG	LOC120776911|XP_039963919.1|BTRY
OG0006115	LOC5569731|XP_021708744.1|AAEG	LOC120770775|XP_039954291.1|BTRY
OG0006116	LOC5569737|XP_021708789.1|AAEG	LOC120771720|XP_039955807.1|BTRY
OG0006117	LOC5569739|XP_001652965.2|AAEG	LOC120770711|XP_039954225.1|BTRY
OG0006118	LOC5566546|XP_021708860.1|AAEG	LOC120770916|XP_039954544.1|BTRY
OG0006119	LOC5566545|XP_021708901.1|AAEG	LOC120772865|XP_039957628.1|BTRY
OG0006120	LOC5566536|XP_001650931.2|AAEG	LOC120773342|XP_039958090.1|BTRY
OG0006121	LOC5563668|XP_001647965.1|AAEG	LOC120778113|XP_039965750.1|BTRY
OG0006122	LOC5563695|XP_021709532.1|AAEG	LOC120782056|XP_039970142.1|BTRY
OG0006123	LOC5563693|XP_001647960.3|AAEG	LOC120770756|XP_039954275.1|BTRY
OG0006124	LOC5563688|XP_001647961.1|AAEG	LOC120781693|XP_039969847.1|BTRY
OG0006125	LOC5568960|XP_001652616.2|AAEG	LOC120776811|XP_039963744.1|BTRY
OG0006126	LOC5571611|XP_001659805.1|AAEG	LOC120779034|XP_039967089.1|BTRY
OG0006127	LOC5565427|XP_001649813.1|AAEG	LOC120777412|XP_039964646.1|BTRY
OG0006128	LOC5565451|XP_021710495.1|AAEG	LOC120779045|XP_039967116.1|BTRY
OG0006129	LOC5565441|XP_011493116.1|AAEG	LOC120777205|XP_039964315.1|BTRY
OG0006130	LOC5567902|XP_001651941.1|AAEG	LOC120777373|XP_039964594.1|BTRY
OG0006131	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG	LOC120777963|XP_039965516.1|BTRY
OG0006132	LOC5567890|XP_001651928.1|AAEG	LOC120779042|XP_039967102.1|BTRY
OG0006133	LOC5567888|XP_001651923.1|AAEG	LOC120777374|XP_039964596.1|BTRY
OG0006134	LOC5567881|XP_021710667.1|AAEG	LOC120779169|XP_039967332.1|BTRY
OG0006135	LOC5567874|XP_001651908.2|AAEG	LOC120779168|XP_039967329.1|BTRY
OG0006136	LOC5576321|XP_001656059.1|AAEG	LOC120778852|XP_039966814.1|BTRY
OG0006137	LOC110679716|XP_021711090.1|AAEG	LOC120778624|XP_039966442.1|BTRY
OG0006138	LOC5564142|XP_001648441.1|AAEG	LOC120772895|XP_039957704.1|BTRY
OG0006139	LOC5566693|XP_021711453.1|AAEG	LOC120770553|XP_039954058.1|BTRY
OG0006140	LOC5566685|XP_001651092.2|AAEG	LOC120771535|XP_039955525.1|BTRY
OG0006141	LOC5568576|XP_021711531.1|AAEG	LOC120771038|XP_039954768.1|BTRY
OG0006142	LOC5568595|XP_021711629.1|AAEG	LOC120777176|XP_039964269.1|BTRY
OG0006143	LOC5568600|XP_001652432.2|AAEG	LOC120778062|XP_039965677.1|BTRY
OG0006144	LOC5568601|XP_001652433.2|AAEG	LOC120776686|XP_039963498.1|BTRY
OG0006145	LOC5568602|XP_001652434.1|AAEG	LOC120778990|XP_039967025.1|BTRY
OG0006146	LOC5569494|XP_001658579.2|AAEG	LOC120768247|XP_039950772.1|BTRY
OG0006147	LOC5573233|XP_021704288.1|AAEG	LOC120782769|XP_039971168.1|BTRY
OG0006148	LOC5573222|XP_001654438.2|AAEG	LOC120778730|XP_039966626.1|BTRY
OG0006149	LOC5573217|XP_021704310.1|AAEG	LOC120777238|XP_039964363.1|BTRY
OG0006150	LOC5573224|XP_021704309.1|AAEG	LOC120777237|XP_039964362.1|BTRY
OG0006151	LOC5573210|XP_021704327.1|AAEG	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY
OG0006181	LOC5575827|XP_001655854.1|AAEG	LOC120778482|XP_039966237.1|BTRY
OG0006182	LOC5575824|XP_001655849.1|AAEG	LOC120782861|XP_039971333.1|BTRY
OG0006183	LOC110674709|XP_021694453.1|AAEG	LOC120766507|XP_039948002.1|BTRY
OG0006184	LOC5574751|XP_001655319.2|AAEG	LOC120767913|XP_039950209.1|BTRY
OG0006185	LOC5574752|XP_001655318.1|AAEG	LOC120780793|XP_039968977.1|BTRY
OG0006186	LOC5574753|XP_001655317.2|AAEG	LOC120774196|XP_039959571.1|BTRY
OG0006187	LOC5577736|XP_001663510.1|AAEG	LOC120779789|XP_039968100.1|BTRY
OG0006188	LOC5574744|XP_021694466.1|AAEG	LOC120773344|XP_039958093.1|BTRY
OG0006189	LOC5574741|XP_021694467.1|AAEG	LOC120773347|XP_039958101.1|BTRY
OG0006190	LOC5571578|XP_021694471.1|AAEG	LOC120775310|XP_039961379.1|BTRY
OG0006191	LOC5574533|XP_021694480.1|AAEG	LOC120773590|XP_039958522.1|BTRY
OG0006192	LOC5574528|XP_001655180.1|AAEG	LOC120774735|XP_039960422.1|BTRY
OG0006193	LOC5574522|XP_001655173.1|AAEG	LOC120775691|XP_039961935.1|BTRY
OG0006194	LOC5572377|XP_001660334.1|AAEG	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY
OG0006195	LOC5572378|XP_001660333.1|AAEG	LOC120775419|XP_039961535.1|BTRY
OG0006196	LOC5572036|XP_021694489.1|AAEG	LOC120779617|XP_039967896.1|BTRY
OG0006197	LOC5572033|XP_021694494.1|AAEG	LOC120779527|XP_039967792.1|BTRY
OG0006198	LOC5572028|XP_021694514.1|AAEG	LOC120776057|XP_039962451.1|BTRY
OG0006199	LOC5572024|XP_001660130.1|AAEG	LOC120767076|XP_039948873.1|BTRY
OG0006200	LOC5574332|XP_021694631.1|AAEG	LOC120766781|XP_039948407.1|BTRY
OG0006201	LOC23687935|XP_021694662.1|AAEG	LOC120775038|XP_039960941.1|BTRY
OG0006202	LOC5569474|XP_001658560.1|AAEG	LOC120776186|XP_039962743.1|BTRY
OG0006203	LOC5569475|XP_021694672.1|AAEG	LOC120773973|XP_039959148.1|BTRY
OG0006204	LOC5569478|XP_021694694.1|AAEG	LOC120774526|XP_039960169.1|BTRY
OG0006205	LOC5574647|XP_001661571.1|AAEG	LOC120774519|XP_039960147.1|BTRY
OG0006206	LOC5564249|XP_001648600.1|AAEG	LOC120775329|XP_039961405.1|BTRY
OG0006207	LOC5564252|XP_021694709.1|AAEG	LOC120768242|XP_039950765.1|BTRY
OG0006208	LOC5564219|XP_021694708.1|AAEG	LOC120778264|XP_039965975.1|BTRY
OG0006209	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG	LOC120773920|XP_039959049.1|BTRY
OG0006210	LOC5578809|XP_021694724.1|AAEG	LOC120775670|XP_039961873.1|BTRY
OG0006211	LOC5578729|XP_021694733.1|AAEG	LOC120774005|XP_039959215.1|BTRY
OG0006212	LOC5578727|XP_021694734.1|AAEG	LOC120774003|XP_039959212.1|BTRY
OG0006214	LOC5564724|XP_001649065.1|AAEG	LOC120774709|XP_039960380.1|BTRY
OG0006215	LOC5576538|XP_021694801.1|AAEG	LOC120774793|XP_039960513.1|BTRY
OG0006216	LOC5567107|XP_001651485.1|AAEG	LOC120766845|XP_039948494.1|BTRY
OG0006217	LOC5572314|XP_021694825.1|AAEG	LOC120774397|XP_039959949.1|BTRY
OG0006218	LOC5579242|XP_021694828.1|AAEG	LOC120768918|XP_039951626.1|BTRY
OG0006219	LOC5574750|XP_021694834.1|AAEG	LOC120773440|XP_039958256.1|BTRY
OG0006220	LOC5577045|XP_001663141.2|AAEG	LOC120775746|XP_039962006.1|BTRY
OG0006221	LOC5565087|XP_001649427.2|AAEG	LOC120778244|XP_039965943.1|BTRY
OG0006222	LOC110674796|XP_021694846.1|AAEG	LOC120778263|XP_039965978.1|BTRY
OG0006223	LOC5564286|XP_001648636.2|AAEG	LOC120775683|XP_039961916.1|BTRY
OG0006224	LOC5566787|XP_021694862.1|AAEG	LOC120776180|XP_039962731.1|BTRY
OG0006225	LOC5564667|XP_021694871.1|AAEG	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY
OG0006226	LOC5580072|XP_001654818.1|AAEG	LOC120774864|XP_039960627.1|BTRY
OG0006227	LOC5580071|XP_001654812.1|AAEG	LOC120774310|XP_039959775.1|BTRY
OG0006228	LOC5580062|XP_001654808.1|AAEG	LOC120771020|XP_039954730.1|BTRY
OG0006229	LOC5578710|XP_021694900.1|AAEG	LOC120781958|XP_039970052.1|BTRY
OG0006230	LOC5578281|XP_021694910.1|AAEG	LOC120773833|XP_039958888.1|BTRY
OG0006231	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG	LOC120774445|XP_039960021.1|BTRY
OG0006232	LOC5573728|XP_001661035.2|AAEG	LOC120773914|XP_039959042.1|BTRY
OG0006233	LOC5573727|XP_021694936.1|AAEG	LOC120774278|XP_039959703.1|BTRY
OG0006234	LOC5570517|XP_001659205.1|AAEG	LOC120775560|XP_039961719.1|BTRY
OG0006235	LOC5568336|XP_021694950.1|AAEG	LOC120775614|XP_039961793.1|BTRY
OG0006236	LOC23687501|XP_011493011.1|AAEG	LOC120774812|XP_039960548.1|BTRY
OG0006237	LOC5564076|XP_021694973.1|AAEG	LOC120775940|XP_039962284.1|BTRY
OG0006238	LOC5574725|XP_021694985.1|AAEG	LOC120774531|XP_039960177.1|BTRY
OG0006239	LOC5579033|XP_021694991.1|AAEG	LOC120775573|XP_039961739.1|BTRY
OG0006240	LOC5579034|XP_021694992.1|AAEG	LOC120779605|XP_039967890.1|BTRY
OG0006241	LOC5579269|XP_001647577.1|AAEG	LOC120775559|XP_039961717.1|BTRY
OG0006242	LOC5577194|XP_021695013.1|AAEG	LOC120774051|XP_039959287.1|BTRY
OG0006243	LOC5564018|XP_021695017.1|AAEG	LOC120782363|XP_039970535.1|BTRY
OG0006244	LOC110674839|XP_021695039.1|AAEG	LOC120782719|XP_039971075.1|BTRY
OG0006245	LOC5571724|XP_021695068.1|AAEG	LOC120768497|XP_039951157.1|BTRY
OG0006246	LOC5566751|XP_001651159.1|AAEG	LOC120774550|XP_039960214.1|BTRY
OG0006247	LOC5573032|XP_021695105.1|AAEG	LOC120771003|XP_039954696.1|BTRY
OG0006248	LOC5576759|XP_021695123.1|AAEG	LOC120776101|XP_039962524.1|BTRY
OG0006249	LOC5576924|XP_021695160.1|AAEG	LOC120774334|XP_039959824.1|BTRY
OG0006250	LOC5568027|XP_021695522.1|AAEG	LOC120774037|XP_039959271.1|BTRY
OG0006251	LOC5579467|XP_021693196.1|AAEG	LOC120766675|XP_039948249.1|BTRY
OG0006252	LOC5578380|XP_021693622.1|AAEG	LOC120782755|XP_039971139.1|BTRY
OG0006253	LOC5573035|XP_021693722.1|AAEG	LOC120773568|XP_039958472.1|BTRY
OG0006254	LOC5579004|XP_021695716.1|AAEG	LOC120775654|XP_039961847.1|BTRY
OG0006255	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG	LOC120766866|XP_039948530.1|BTRY
OG0006256	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG	LOC120775397|XP_039961491.1|BTRY
OG0006257	LOC5565025|XP_021697607.1|AAEG	LOC120775365|XP_039961461.1|BTRY
OG0006258	LOC5565023|XP_021697735.1|AAEG	LOC120773919|XP_039959048.1|BTRY
OG0006259	LOC5569197|XP_021699670.1|AAEG	LOC120782538|XP_039970802.1|BTRY
OG0006260	LOC5566776|XP_021700021.1|AAEG	LOC120774518|XP_039960146.1|BTRY
OG0006261	LOC5566775|XP_001651184.2|AAEG	LOC120767451|XP_039949451.1|BTRY
OG0006262	LOC5566773|XP_001651182.2|AAEG	LOC120773542|XP_039958433.1|BTRY
OG0006263	LOC5566772|XP_001651180.1|AAEG	LOC120775151|XP_039961121.1|BTRY
OG0006264	LOC5566770|XP_021701011.1|AAEG	LOC120775225|XP_039961226.1|BTRY
OG0006265	LOC5566768|XP_021701317.1|AAEG	LOC120772408|XP_039956938.1|BTRY
OG0006266	LOC5566778|XP_001651175.2|AAEG	LOC120775115|XP_039961067.1|BTRY
OG0006267	LOC5566766|XP_001651173.2|AAEG	LOC120774267|XP_039959676.1|BTRY
OG0006268	LOC5569486|XP_001658571.2|AAEG	LOC120774387|XP_039959931.1|BTRY
OG0006269	LOC5573512|XP_001660915.1|AAEG	LOC120782624|XP_039970926.1|BTRY
OG0006270	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG	LOC120774808|XP_039960539.1|BTRY
OG0006271	LOC5568404|XP_001658056.1|AAEG	LOC120777521|XP_039964828.1|BTRY
OG0006272	LOC5570650|XP_001659245.1|AAEG	LOC120773469|XP_039958317.1|BTRY
OG0006273	LOC5570654|XP_001659249.1|AAEG	LOC120775184|XP_039961173.1|BTRY
OG0006274	LOC5574016|XP_001661110.2|AAEG	LOC120775959|XP_039962305.1|BTRY
OG0006275	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG	LOC120775351|XP_039961443.1|BTRY
OG0006276	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG	LOC120779113|XP_039967230.1|BTRY
OG0006277	LOC5571977|XP_001660079.2|AAEG	LOC120772572|XP_039957200.1|BTRY
OG0006278	LOC5579136|XP_001664229.2|AAEG	LOC120773995|XP_039959198.1|BTRY
OG0006279	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG	LOC120776135|XP_039962603.1|BTRY
OG0006280	LOC5564154|XP_021713278.1|AAEG	LOC120781962|XP_039970066.1|BTRY
OG0006281	LOC5564153|XP_001648484.2|AAEG	LOC120781961|XP_039970064.1|BTRY
OG0006282	LOC5573487|XP_021713334.1|AAEG	LOC120775430|XP_039961548.1|BTRY
OG0006283	LOC5564534|XP_021713347.1|AAEG	LOC120782527|XP_039970772.1|BTRY
OG0006284	LOC5564532|XP_001648875.1|AAEG	LOC120774765|XP_039960459.1|BTRY
OG0006285	LOC5580024|XP_001653907.2|AAEG	LOC120775367|XP_039961851.1|BTRY
OG0006286	LOC5580026|XP_021713401.1|AAEG	LOC120766394|XP_039947773.1|BTRY
OG0006287	LOC5570123|XP_021693098.1|AAEG	LOC120775244|XP_039961258.1|BTRY
