Orthogroup	AAEG.longest_only	DELE.longest_only
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC108138285|XP_017115930.1|DELE
OG0006936	LOC5569176|XP_021701029.1|AAEG	LOC108135250|XP_017111403.1|DELE
OG0006937	LOC5569180|XP_001652760.1|AAEG	LOC108142102|XP_017121285.1|DELE
OG0006938	LOC5569181|XP_011493383.1|AAEG	LOC108141894|XP_017120994.1|DELE
OG0006939	LOC5569183|XP_001652766.1|AAEG	LOC108136330|XP_017112921.1|DELE
OG0006940	LOC5564492|XP_001648832.1|AAEG	LOC108138299|XP_017115943.1|DELE
OG0006941	LOC5566991|XP_021701107.1|AAEG	LOC108134499|XP_017110312.1|DELE
OG0006942	LOC5566521|XP_021701142.1|AAEG	LOC108149778|XP_017133121.1|DELE
OG0006943	LOC5571666|XP_001653753.2|AAEG	LOC108150483|XP_017134177.1|DELE
OG0006944	LOC5571664|XP_021701188.1|AAEG	LOC108147941|XP_017130215.1|DELE
OG0006945	LOC5571661|XP_021701189.1|AAEG	LOC108149450|XP_017132531.1|DELE
OG0006946	LOC5571642|XP_001653737.2|AAEG	LOC108136889|XP_017113833.1|DELE
OG0006947	LOC5571643|XP_001653736.1|AAEG	LOC108138981|XP_017117055.1|DELE
OG0006948	LOC5571647|XP_001653732.1|AAEG	LOC108138350|XP_017116009.1|DELE
OG0006949	LOC5575675|XP_001655804.1|AAEG	LOC108138787|XP_017116752.1|DELE
OG0006950	LOC5573845|XP_001654882.1|AAEG	LOC108146852|XP_017128555.1|DELE
OG0006951	LOC23687432|XP_021701306.1|AAEG	LOC108141806|XP_017120857.1|DELE
OG0006952	LOC5573803|XP_001661053.1|AAEG	LOC108135807|XP_017112172.1|DELE
OG0006953	LOC5568799|XP_001658164.1|AAEG	LOC108135640|XP_017111950.1|DELE
OG0006954	LOC5568801|XP_001658166.2|AAEG	LOC108138326|XP_017115977.1|DELE
OG0006955	LOC5568807|XP_001658168.2|AAEG	LOC108136939|XP_017113905.1|DELE
OG0006956	LOC5568815|XP_001658181.2|AAEG	LOC108138756|XP_017116648.1|DELE
OG0006957	LOC5568816|XP_021701325.1|AAEG	LOC108149436|XP_017132507.1|DELE
OG0006958	LOC5568817|XP_001658183.2|AAEG	LOC108144804|XP_017125418.1|DELE
OG0006959	LOC5568819|XP_001658185.1|AAEG	LOC108146461|XP_017127963.1|DELE
OG0006960	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG	LOC108149233|XP_017132158.1|DELE
OG0006961	LOC5568830|XP_021701344.1|AAEG	LOC108139052|XP_017117159.1|DELE
OG0006962	LOC5564978|XP_001649330.2|AAEG	LOC108148006|XP_017130323.1|DELE
OG0006963	LOC5570300|XP_021701406.1|AAEG	LOC108141780|XP_017120776.1|DELE
OG0006964	LOC5577475|XP_001656501.2|AAEG	LOC108142042|XP_017121210.1|DELE
OG0006965	LOC5578795|XP_001657167.2|AAEG	LOC108149458|XP_017132538.1|DELE
OG0006966	LOC5578794|XP_001657165.1|AAEG	LOC108141853|XP_017120933.1|DELE
OG0006967	LOC5578793|XP_001657164.2|AAEG	LOC108143566|XP_017123564.1|DELE
OG0006968	LOC5578768|XP_021701446.1|AAEG	LOC108144422|XP_017124764.1|DELE
OG0006969	LOC5578753|XP_001657121.1|AAEG	LOC108150340|XP_017133956.1|DELE
OG0006970	LOC5570954|XP_021701486.1|AAEG	LOC108147268|XP_017129162.1|DELE
OG0006971	LOC5576430|XP_001662635.1|AAEG	LOC108148049|XP_017130388.1|DELE
OG0006972	LOC5576427|XP_001662630.2|AAEG	LOC108134505|XP_017110318.1|DELE
OG0006973	LOC5577727|XP_021697246.1|AAEG	LOC108145446|XP_017126369.1|DELE
OG0006974	LOC5565282|XP_001649622.2|AAEG	LOC108135258|XP_017111415.1|DELE
OG0006975	LOC5568241|XP_001657933.2|AAEG	LOC108147789|XP_017130017.1|DELE
OG0006976	LOC5570636|XP_021701628.1|AAEG	LOC108137800|XP_017115193.1|DELE
OG0006977	LOC5578973|XP_021701659.1|AAEG	LOC108145174|XP_017125896.1|DELE
OG0006978	LOC5576060|XP_021701664.1|AAEG	LOC108138951|XP_017117019.1|DELE
OG0006979	LOC5577127|XP_021701683.1|AAEG	LOC108137870|XP_017115296.1|DELE
OG0006980	LOC5576862|XP_001662958.1|AAEG	LOC108149855|XP_017133224.1|DELE
OG0006981	LOC5577187|XP_021701706.1|AAEG	LOC108149394|XP_017132415.1|DELE
OG0006982	LOC5577184|XP_021701707.1|AAEG	LOC108141906|XP_017121013.1|DELE, LOC108138601|XP_017116380.1|DELE
OG0006983	LOC5577190|XP_021701711.1|AAEG	LOC108145463|XP_017126403.1|DELE
OG0006984	LOC23687802|XP_021701713.1|AAEG	LOC108150490|XP_017134187.1|DELE
OG0006985	LOC5574881|XP_021701718.1|AAEG	LOC108149241|XP_017132166.1|DELE
OG0006986	LOC5574879|XP_001661689.1|AAEG	LOC108138973|XP_017117046.1|DELE
OG0006987	LOC5565864|XP_001650230.1|AAEG	LOC108145122|XP_017125823.1|DELE
OG0006988	LOC5564530|XP_021701754.1|AAEG	LOC108149470|XP_017132570.1|DELE
OG0006989	LOC5568486|XP_001658071.1|AAEG	LOC108138273|XP_017115912.1|DELE
OG0006990	LOC5573100|XP_021701800.1|AAEG	LOC108141872|XP_017120955.1|DELE
OG0006991	LOC5573091|XP_001654405.1|AAEG	LOC108142965|XP_017122600.1|DELE
OG0006992	LOC5564482|XP_021701933.1|AAEG	LOC108147995|XP_017130299.1|DELE
OG0006993	LOC5579471|XP_021702015.1|AAEG	LOC108138770|XP_017116696.1|DELE
OG0006994	LOC5563793|XP_021702026.1|AAEG	LOC108138866|XP_017116882.1|DELE
OG0006995	LOC5563857|XP_001648171.2|AAEG	LOC108149228|XP_017132149.1|DELE
OG0006996	LOC5575714|XP_001662161.1|AAEG	LOC108149547|XP_017132673.1|DELE
OG0006997	LOC5572015|XP_021702111.1|AAEG	LOC108145392|XP_017126277.1|DELE
OG0006998	LOC5567716|XP_001657637.2|AAEG	LOC108143962|XP_017124049.1|DELE
OG0006999	LOC5567313|XP_001651748.1|AAEG	LOC108147977|XP_017130273.1|DELE
OG0007000	LOC5576503|XP_001662695.1|AAEG	LOC108137848|XP_017115264.1|DELE
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC108137952|XP_017115400.1|DELE
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC108138776|XP_017116725.1|DELE
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC108149738|XP_017133005.1|DELE
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC108147906|XP_017130156.1|DELE
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC108139062|XP_017117172.1|DELE
OG0007006	LOC5566374|XP_021702362.1|AAEG	LOC108148364|XP_017130877.1|DELE
OG0007007	LOC5566398|XP_001650762.1|AAEG	LOC108141928|XP_017121051.1|DELE
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC108134964|XP_017110979.1|DELE
OG0007009	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG	LOC108141896|XP_017120996.1|DELE
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC108149471|XP_017132571.1|DELE
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC108139128|XP_017117230.1|DELE
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC108138635|XP_017116462.1|DELE
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC108137812|XP_017115216.1|DELE
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC108137810|XP_017115208.1|DELE
OG0007015	LOC5565307|XP_001649665.2|AAEG	LOC108138792|XP_017116760.1|DELE
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC108150703|XP_017134454.1|DELE
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC108138918|XP_017116969.1|DELE
OG0007018	LOC5566800|XP_021702552.1|AAEG	LOC108149441|XP_017132518.1|DELE
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC108145588|XP_017126605.1|DELE
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC108135186|XP_017111296.1|DELE
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC108149266|XP_017132201.1|DELE
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC108134734|XP_017110637.1|DELE
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC108142114|XP_017121301.1|DELE
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC108137026|XP_017114013.1|DELE
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC108136355|XP_017112953.1|DELE
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC108137847|XP_017115263.1|DELE
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC108138760|XP_017116657.1|DELE
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC108148840|XP_017131605.1|DELE
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC108150505|XP_017134208.1|DELE
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC108136651|XP_017113464.1|DELE
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC108138464|XP_017116164.1|DELE
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC108143146|XP_017122881.1|DELE
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC108138847|XP_017116848.1|DELE
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC108148072|XP_017130414.1|DELE
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC108148122|XP_017130461.1|DELE
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC108142494|XP_017121877.1|DELE
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC108148954|XP_017131776.1|DELE
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC108149189|XP_017132099.1|DELE
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC108135008|XP_017111031.1|DELE
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC108138305|XP_017115951.1|DELE
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC108135266|XP_017111429.1|DELE
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC108141684|XP_017120651.1|DELE
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC108137461|XP_017114654.1|DELE
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC108138318|XP_017115966.1|DELE
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC108136893|XP_017113839.1|DELE
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC108141219|XP_017119960.1|DELE
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC108148015|XP_017130338.1|DELE
OG0007048	LOC5569077|XP_021703044.1|AAEG	LOC108147984|XP_017130284.1|DELE
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC108134973|XP_017110993.1|DELE
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC108138313|XP_017115958.1|DELE
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC108134738|XP_017110650.1|DELE
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC108135424|XP_017111642.1|DELE
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC108134509|XP_017110333.1|DELE
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC108144618|XP_017125133.1|DELE
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC108137940|XP_017115386.1|DELE
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC108146474|XP_017127982.1|DELE
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC108135426|XP_017111645.1|DELE
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC108140946|XP_017119507.1|DELE
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC108138249|XP_017115878.1|DELE
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC108138008|XP_017115467.1|DELE
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC108138026|XP_017115486.1|DELE
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC108148906|XP_017131714.1|DELE
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC108142076|XP_017121252.1|DELE
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC108143398|XP_017123267.1|DELE
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC108135499|XP_017111731.1|DELE
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC108136030|XP_017112451.1|DELE
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC108134528|XP_017110361.1|DELE
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC108141821|XP_017120888.1|DELE
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC108149363|XP_017132351.1|DELE
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC108143453|XP_017123373.1|DELE
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC108141391|XP_017120230.1|DELE
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC108150073|XP_017133525.1|DELE
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC108134968|XP_017110984.1|DELE
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC108141528|XP_017120450.1|DELE
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC108147951|XP_017130228.1|DELE
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC108149818|XP_017133176.1|DELE
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC108135320|XP_017111495.1|DELE
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC108138750|XP_017116640.1|DELE
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC108138755|XP_017116647.1|DELE
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC108141943|XP_017121075.1|DELE
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC108135283|XP_017111454.1|DELE
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC108145456|XP_017126390.1|DELE
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC108138027|XP_017115488.1|DELE
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC108144708|XP_017125294.1|DELE
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC108147975|XP_017130270.1|DELE
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC108150528|XP_017134246.1|DELE
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC108135524|XP_017111760.1|DELE
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC108141841|XP_017120915.1|DELE
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC108149462|XP_017132554.1|DELE
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC108147908|XP_017130158.1|DELE
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC108150534|XP_017134255.1|DELE
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC108140629|XP_017119035.1|DELE
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC108141941|XP_017121070.1|DELE
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC108141706|XP_017120679.1|DELE
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC108138861|XP_017116874.1|DELE
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC108138731|XP_017116598.1|DELE
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC108141770|XP_017120757.1|DELE
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC108142075|XP_017121250.1|DELE
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC108150046|XP_017133502.1|DELE
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC108135247|XP_017111401.1|DELE
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC108150419|XP_017134065.1|DELE
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC108145477|XP_017126423.1|DELE
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC108142021|XP_017121185.1|DELE
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC108134535|XP_017110371.1|DELE
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC108142056|XP_017121229.1|DELE
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC108137863|XP_017115284.1|DELE
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC108147973|XP_017130262.1|DELE
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC108138964|XP_017117037.1|DELE
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC108138819|XP_017116806.1|DELE
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC108138759|XP_017116653.1|DELE
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC108138104|XP_017115588.1|DELE
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC108137868|XP_017115293.1|DELE
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC108143844|XP_017123883.1|DELE
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC108138331|XP_017115983.1|DELE
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC108138309|XP_017115955.1|DELE
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC108138172|XP_017115753.1|DELE
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC108148020|XP_017130343.1|DELE
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC108138279|XP_017115926.1|DELE
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC108138569|XP_017116337.1|DELE
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC108137163|XP_017114222.1|DELE
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC108148187|XP_017130581.1|DELE
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC108134876|XP_017110858.1|DELE
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC108134813|XP_017110757.1|DELE
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC108146947|XP_017128690.1|DELE
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC108146838|XP_017128526.1|DELE
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC108136130|XP_017112610.1|DELE
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC108142637|XP_017122122.1|DELE
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC108147004|XP_017128757.1|DELE
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC108146839|XP_017128528.1|DELE
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC108142605|XP_017122064.1|DELE
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC108143235|XP_017123023.1|DELE
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC108143258|XP_017123058.1|DELE
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC108146955|XP_017128699.1|DELE
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC108146135|XP_017127476.1|DELE
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC108146511|XP_017128037.1|DELE
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC108142572|XP_017122011.1|DELE
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC108137258|XP_017114331.1|DELE
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC108137130|XP_017114165.1|DELE
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC108134858|XP_017110829.1|DELE
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC108136284|XP_017112858.1|DELE
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC108137076|XP_017114071.1|DELE
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC108146248|XP_017127673.1|DELE
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC108148895|XP_017131698.1|DELE
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC108142981|XP_017122632.1|DELE
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC108139101|XP_017117202.1|DELE
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC108147321|XP_017129236.1|DELE
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC108135728|XP_017112051.1|DELE
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC108138491|XP_017116183.1|DELE
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC108149605|XP_017132791.1|DELE
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC108143238|XP_017123025.1|DELE
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC108150091|XP_017133544.1|DELE
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC108137697|XP_017115060.1|DELE
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC108148123|XP_017130462.1|DELE
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC108144433|XP_017124806.1|DELE
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC108144175|XP_017124325.1|DELE
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC108140419|XP_017118631.1|DELE
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC108148356|XP_017130863.1|DELE
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC108146078|XP_017127383.1|DELE
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC108138403|XP_017116075.1|DELE
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC108140501|XP_017118771.1|DELE
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC108137206|XP_017114286.1|DELE
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC108144500|XP_017124926.1|DELE
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC108142934|XP_017122517.1|DELE
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC108142929|XP_017122512.1|DELE
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC108137684|XP_017115034.1|DELE
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC108147435|XP_017129412.1|DELE
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC108136482|XP_017113185.1|DELE
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC108137752|XP_017115141.1|DELE
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC108136180|XP_017112667.1|DELE
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC108141099|XP_017119791.1|DELE
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC108137718|XP_017115092.1|DELE
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC108135923|XP_017112355.1|DELE
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC108135927|XP_017112361.1|DELE
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC108137395|XP_017114543.1|DELE
OG0007175	LOC5566392|XP_021710584.1|AAEG	LOC108146996|XP_017128750.1|DELE
OG0007176	LOC5574394|XP_001655107.1|AAEG	LOC108143944|XP_017124028.1|DELE
OG0007177	LOC5574401|XP_001655108.1|AAEG	LOC108137483|XP_017114688.1|DELE
OG0007178	LOC5574406|XP_001655113.1|AAEG	LOC108144085|XP_017124225.1|DELE
OG0007179	LOC5574409|XP_001655116.1|AAEG	LOC108141071|XP_017119721.1|DELE
OG0007180	LOC5574410|XP_001655117.1|AAEG	LOC108137492|XP_017114698.1|DELE
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC108137190|XP_017114262.1|DELE
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC108136929|XP_017113892.1|DELE
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC108136794|XP_017113658.1|DELE
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC108136928|XP_017113891.1|DELE
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC108138791|XP_017116759.1|DELE
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC108135088|XP_017111148.1|DELE
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC108147231|XP_017129112.1|DELE
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC108143028|XP_017122714.1|DELE
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC108139316|XP_017117511.1|DELE
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC108140624|XP_017119027.1|DELE
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC108135659|XP_017111981.1|DELE
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC108138519|XP_017116254.1|DELE
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC108138515|XP_017116250.1|DELE
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC108147698|XP_017129906.1|DELE
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC108141130|XP_017119840.1|DELE
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC108147184|XP_017129016.1|DELE
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC108143234|XP_017123022.1|DELE
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC108136703|XP_017113517.1|DELE
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC108136903|XP_017113851.1|DELE
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC108140732|XP_017119197.1|DELE
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC108146979|XP_017128725.1|DELE
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC108146682|XP_017128227.1|DELE
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC108146679|XP_017128223.1|DELE
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC108137665|XP_017115008.1|DELE
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC108146960|XP_017128705.1|DELE
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC108140510|XP_017118782.1|DELE
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC108143853|XP_017123904.1|DELE
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC108139272|XP_017117449.1|DELE
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC108139273|XP_017117451.1|DELE
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC108136956|XP_017113930.1|DELE
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC108140509|XP_017118780.1|DELE
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC108148947|XP_017131768.1|DELE
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC108144704|XP_017125284.1|DELE
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC108150271|XP_017133842.1|DELE
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC108140810|XP_017119301.1|DELE
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC108148473|XP_017130994.1|DELE
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC108141464|XP_017120358.1|DELE
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC108142891|XP_017122455.1|DELE
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC108134994|XP_017111019.1|DELE
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC108135827|XP_017112198.1|DELE
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC108147214|XP_017129068.1|DELE
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC108140476|XP_017118704.1|DELE
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC108142930|XP_017122513.1|DELE
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC108135843|XP_017112216.1|DELE
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC108148374|XP_017130888.1|DELE
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC108143892|XP_017123954.1|DELE
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC108147554|XP_017129629.1|DELE
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC108146174|XP_017127569.1|DELE
