Orthogroup	AAEG.longest_only	CQUI.longest_only
OG0011432	LOC5568973|XP_021709726.1|AAEG, LOC5568976|XP_001652626.2|AAEG, LOC5564670|XP_001649016.2|AAEG	LOC6051081|XP_038113546.1|CQUI, LOC6051082|XP_001867568.2|CQUI, LOC6051003|XP_001867505.2|CQUI, LOC6051004|XP_038104558.1|CQUI
OG0011433	COX1|YP_009389261.1|AAEG	COX1|YP_003934123.1|CQUI
OG0011434	COX2|YP_009389262.1|AAEG	COX2|YP_003934124.1|CQUI
OG0011435	ND4|YP_009389268.1|AAEG	ND4|YP_003934130.1|CQUI
OG0011515	LOC110676234|XP_021699266.1|AAEG, LOC110679292|XP_021709299.1|AAEG, LOC110675537|XP_021696529.1|AAEG, LOC110676044|XP_021698197.1|AAEG	LOC119766648|XP_038107695.1|CQUI, LOC119766102|XP_038106423.1|CQUI, LOC119765227|XP_038104625.1|CQUI, LOC119766264|XP_038106632.1|CQUI, LOC119766002|XP_038106246.1|CQUI
OG0011516	LOC110681571|XP_021713378.1|AAEG	LOC119771170|XP_038122588.1|CQUI
OG0011517	LOC5576686|XP_021698329.1|AAEG, LOC5576684|XP_001662819.2|AAEG, LOC110680788|XP_021712267.1|AAEG	LOC6048949|XP_038105248.1|CQUI
OG0011518	LOC5566037|XP_001650404.2|AAEG	LOC6047400|XP_001864466.2|CQUI, LOC6047405|XP_001864465.2|CQUI
OG0011519	LOC110674159|XP_021693684.1|AAEG	LOC6035050|XP_038105223.1|CQUI
OG0011519	LOC5577236|XP_001656342.2|AAEG	LOC6049069|XP_038113912.1|CQUI
OG0011521	LOC5565384|XP_001649737.1|AAEG	LOC6044557|XP_001862056.2|CQUI
OG0011522	LOC110676885|XP_021702130.1|AAEG, LOC110676886|XP_021702131.1|AAEG	LOC119767196|XP_038111155.1|CQUI, LOC119767102|XP_038110669.1|CQUI
OG0011522	LOC110676887|XP_021702132.1|AAEG	LOC119767182|XP_038111046.1|CQUI
OG0011523	LOC23687870|XP_021707173.1|AAEG, LOC23687622|XP_021708300.1|AAEG, LOC5569834|XP_011493409.2|AAEG	LOC6054226|XP_038120095.1|CQUI
OG0011524	LOC5569637|XP_001658654.1|AAEG	LOC6039683|XP_001849248.2|CQUI
OG0011524	LOC5569628|XP_021708237.1|AAEG	LOC6039682|XP_001849247.2|CQUI
OG0011525	LOC5574662|XP_001655241.2|AAEG	LOC6032535|XP_001843116.2|CQUI
OG0011526	LOC5568255|XP_001657948.2|AAEG	LOC6045870|XP_001863151.2|CQUI, LOC6045864|XP_038111052.1|CQUI, LOC119766972|XP_038109678.1|CQUI
OG0011527	LOC5564580|XP_021705076.1|AAEG	LOC6042194|XP_038109002.1|CQUI
OG0011601	LOC110677044|XP_021703263.1|AAEG	LOC119765283|XP_038104756.1|CQUI
OG0011602	LOC5565102|XP_021696184.1|AAEG	LOC6039875|XP_038117085.1|CQUI
OG0011603	LOC5565290|XP_021697472.1|AAEG	LOC6041099|XP_001850407.2|CQUI, LOC6041100|XP_038117245.1|CQUI, LOC6041107|XP_038118653.1|CQUI, LOC6036826|XP_001846817.2|CQUI, LOC6041105|XP_038118656.1|CQUI, LOC6041106|XP_038118655.1|CQUI
OG0011604	LOC5564618|XP_001648961.1|AAEG	LOC6041521|XP_001850771.2|CQUI, LOC6041522|XP_038111069.1|CQUI
OG0011604	LOC5567690|XP_001651850.2|AAEG, LOC5564619|XP_001648963.1|AAEG, LOC110676841|XP_021701919.1|AAEG	LOC6041520|XP_001850770.2|CQUI
OG0011606	LOC5577368|XP_021707267.1|AAEG	LOC6034002|XP_038117590.1|CQUI
OG0011607	LOC5563667|XP_001647950.1|AAEG	LOC6052914|XP_001869094.2|CQUI
OG0011608	ND1|YP_009389272.1|AAEG	ND1|YP_003934134.1|CQUI
OG0011685	LOC5575836|XP_021694440.1|AAEG	LOC6044335|XP_038104312.1|CQUI
OG0011686	LOC5565491|XP_021694725.1|AAEG	LOC6052744|XP_001868959.2|CQUI
OG0011687	LOC110678689|XP_021707597.1|AAEG, LOC5575069|XP_021710972.1|AAEG, LOC110679700|XP_021710978.1|AAEG, LOC110674794|XP_021694837.1|AAEG	LOC119771238|XP_038122976.1|CQUI
OG0011688	LOC5564917|XP_021694895.1|AAEG	LOC6050387|XP_001867007.2|CQUI, LOC6050542|XP_038106416.1|CQUI, LOC119766078|XP_038106387.1|CQUI, LOC6040004|XP_038110905.1|CQUI, LOC6040434|XP_001849825.2|CQUI
OG0011689	LOC110680998|XP_021712454.1|AAEG, LOC5572000|XP_001660105.2|AAEG	LOC6039035|XP_001848713.2|CQUI
OG0011690	LOC5572339|XP_021713126.1|AAEG, LOC110681513|XP_021713128.1|AAEG, LOC5573461|XP_001660883.1|AAEG, LOC5564001|XP_001648322.2|AAEG	LOC6031638|XP_038104349.1|CQUI, LOC6031639|XP_001842387.1|CQUI, LOC6031640|XP_038112623.1|CQUI, LOC6031644|XP_038108494.1|CQUI
OG0011691	LOC5574121|XP_021692951.1|AAEG	LOC6041369|XP_038122828.1|CQUI
OG0011691	LOC110674025|XP_021692948.1|AAEG	LOC6041357|XP_001850631.2|CQUI
OG0011692	LOC5573055|XP_001654379.2|AAEG	LOC6036753|XP_001846751.2|CQUI
OG0011693	LOC5575764|XP_001662183.2|AAEG	LOC6038692|XP_038115087.1|CQUI
OG0011693	LOC5575768|XP_001662189.2|AAEG	LOC6031135|XP_001841979.2|CQUI, LOC119768678|XP_038115086.1|CQUI, LOC6038694|XP_001848444.2|CQUI, LOC6042814|XP_038114855.1|CQUI
OG0011694	LOC5565002|XP_001649332.2|AAEG, LOC5564980|XP_001649331.2|AAEG, LOC5568171|XP_001652107.2|AAEG, LOC110675682|XP_021697019.1|AAEG, LOC5574805|XP_021697016.1|AAEG, LOC110675681|XP_021697014.1|AAEG	LOC6042123|XP_001851272.2|CQUI
OG0011696	LOC5573661|XP_001660984.1|AAEG	LOC6053508|XP_001869580.2|CQUI
OG0011696	LOC5565243|XP_021697468.1|AAEG	LOC6041102|XP_038117244.1|CQUI
OG0011697	LOC110675940|XP_021697711.1|AAEG, LOC110675942|XP_021697713.1|AAEG, LOC5572434|XP_001660371.1|AAEG, LOC110675941|XP_021697712.1|AAEG	LOC6043225|XP_001857716.2|CQUI, LOC6043226|XP_001857720.2|CQUI
OG0011698	LOC5573145|XP_001660761.1|AAEG, LOC5573146|XP_001660762.1|AAEG	LOC6034376|XP_038109335.1|CQUI, LOC6034366|XP_001844684.1|CQUI, LOC6034364|XP_038109885.1|CQUI, LOC6034365|XP_001844683.1|CQUI, LOC6034367|XP_001844685.1|CQUI, LOC6034363|XP_001844681.2|CQUI
OG0011700	LOC5579384|XP_021710307.1|AAEG	LOC6053201|XP_038106349.1|CQUI, LOC6035916|XP_038108065.1|CQUI
OG0011700	LOC23687844|XP_021705254.1|AAEG	LOC6035947|XP_038111354.1|CQUI
OG0011701	LOC5574695|XP_001661597.2|AAEG	LOC6043952|XP_038112813.1|CQUI
OG0011701	LOC5574698|XP_001661598.2|AAEG	LOC119766758|XP_038108339.1|CQUI
OG0011702	LOC5567898|XP_021710627.1|AAEG	LOC6053601|XP_001869650.2|CQUI
OG0011702	LOC5567896|XP_001651933.1|AAEG	LOC6053596|XP_001869652.2|CQUI
OG0011703	LOC5568578|XP_001652407.2|AAEG	LOC6037189|XP_001847121.2|CQUI
OG0011703	LOC5568579|XP_001652408.2|AAEG	LOC6037191|XP_038109975.1|CQUI
OG0011704	LOC5569158|XP_021712380.1|AAEG	LOC6044025|XP_038117224.1|CQUI
OG0011789	LOC5575834|XP_021694443.1|AAEG	LOC6044337|XP_001861867.2|CQUI
OG0011791	LOC110679849|XP_021711426.1|AAEG, LOC110679850|XP_021711429.1|AAEG, LOC110674854|XP_021695059.1|AAEG, LOC110679337|XP_021709410.1|AAEG, LOC110679851|XP_021711431.1|AAEG, LOC110679660|XP_021710761.1|AAEG, LOC110680363|XP_021711865.1|AAEG, LOC110678880|XP_021708140.1|AAEG	LOC119766436|XP_038106912.1|CQUI
OG0011795	LOC5577518|XP_001656539.2|AAEG, LOC110680722|XP_021712204.1|AAEG, LOC110680721|XP_021712203.1|AAEG	LOC119766912|XP_038109307.1|CQUI
OG0011796	LOC110674308|XP_021694286.1|AAEG, LOC110679456|XP_021709753.1|AAEG, LOC5565157|XP_021708053.1|AAEG, LOC110678481|XP_021707122.1|AAEG, LOC110678299|XP_021706655.1|AAEG	LOC6037671|XP_038117899.1|CQUI, LOC6049581|XP_001866309.2|CQUI, LOC119766170|XP_038106511.1|CQUI
OG0011797	LOC110679076|XP_021708711.1|AAEG, LOC110679341|XP_021709428.1|AAEG	LOC119765514|XP_038105439.1|CQUI, LOC119768016|XP_038114215.1|CQUI, LOC119769151|XP_038116982.1|CQUI, LOC119770763|XP_038122168.1|CQUI
OG0011798	LOC5574849|XP_021696258.1|AAEG	LOC6051995|XP_001868336.2|CQUI, LOC6047325|XP_001864401.2|CQUI
OG0011799	LOC5567756|XP_021697616.1|AAEG	LOC6037290|XP_038120636.1|CQUI
OG0011799	LOC5567754|XP_001657648.1|AAEG	LOC6037291|XP_038117249.1|CQUI
OG0011800	LOC110676207|XP_021698868.1|AAEG	LOC119770311|XP_038120888.1|CQUI
OG0011800	LOC5577376|XP_001656459.2|AAEG	LOC119769621|XP_038118712.1|CQUI
OG0011801	LOC5577462|XP_001663385.2|AAEG	LOC6050293|XP_001866926.2|CQUI
OG0011801	LOC5565780|XP_001650117.2|AAEG	LOC6038516|XP_001848307.2|CQUI
OG0011802	LOC5564802|XP_021701751.1|AAEG	LOC6031819|XP_001842523.2|CQUI
OG0011802	LOC5570987|XP_021701752.1|AAEG	LOC6031817|XP_038112226.1|CQUI
OG0011803	LOC5577913|XP_001656699.2|AAEG	LOC6036476|XP_001846526.2|CQUI
OG0011803	LOC5577912|XP_001656698.1|AAEG	LOC6036478|XP_001846528.2|CQUI
OG0011805	LOC5569810|XP_021703691.1|AAEG	LOC6047229|XP_038113505.1|CQUI
OG0011805	LOC5569808|XP_021703692.1|AAEG	LOC6047231|XP_001864315.1|CQUI
OG0011805	LOC5569806|XP_011493405.1|AAEG	LOC6047234|XP_001864318.2|CQUI
OG0011806	LOC110681069|XP_021712527.1|AAEG, LOC110681070|XP_021712528.1|AAEG, LOC5570781|XP_021705832.1|AAEG, LOC23687987|XP_021705840.1|AAEG	LOC6048308|XP_038119730.1|CQUI
OG0011919	LOC5579002|XP_001664181.2|AAEG	LOC119765179|XP_038104464.1|CQUI
OG0011919	LOC5579001|XP_001664180.2|AAEG	LOC6050463|XP_001867070.2|CQUI
OG0011920	LOC110674263|XP_021694223.1|AAEG	LOC6052717|XP_001868942.2|CQUI, LOC6045016|XP_038114242.1|CQUI, LOC6045020|XP_038110694.1|CQUI, LOC119765485|XP_038105364.1|CQUI
OG0011921	LOC110681488|XP_021712969.1|AAEG	LOC6048171|XP_038118062.1|CQUI
OG0011922	LOC110681511|XP_021713122.1|AAEG	LOC6031651|XP_038115300.1|CQUI
OG0011922	LOC110681416|XP_021712850.1|AAEG, LOC5572596|XP_001654106.2|AAEG, LOC5565603|XP_021693798.1|AAEG	LOC6031653|XP_001842401.2|CQUI
OG0011923	LOC5580221|XP_001662080.2|AAEG	LOC6044049|XP_001861621.2|CQUI
OG0011923	LOC5580092|XP_001654842.2|AAEG	LOC6039186|XP_001848833.2|CQUI
OG0011924	LOC5576512|XP_001662704.2|AAEG, LOC5576511|XP_001662703.1|AAEG, LOC5576509|XP_001662702.2|AAEG	LOC6032885|XP_001843410.2|CQUI
OG0011925	LOC110675575|XP_021696597.1|AAEG, LOC23687725|XP_011493113.2|AAEG, LOC23687641|XP_011493111.1|AAEG	LOC6036951|XP_038120526.1|CQUI, LOC119770175|XP_038120534.1|CQUI, LOC119770186|XP_038120555.1|CQUI, LOC6052035|XP_038120529.1|CQUI
OG0011926	LOC5573673|XP_021698211.1|AAEG	LOC6051392|XP_038114597.1|CQUI
OG0011927	LOC5574471|XP_001655125.2|AAEG	LOC6030784|XP_001841715.2|CQUI
OG0011927	LOC5574470|XP_001655126.3|AAEG	LOC6030831|XP_038116757.1|CQUI
OG0011929	LOC5565696|XP_001650053.1|AAEG	LOC6045161|XP_038114226.1|CQUI
OG0011929	LOC5565694|XP_001650051.2|AAEG	LOC6045163|XP_001862562.2|CQUI
OG0011930	LOC5571650|XP_001653728.2|AAEG	LOC6031777|XP_038114209.1|CQUI
OG0011930	LOC5571641|XP_001653727.1|AAEG	LOC6031776|XP_001842487.2|CQUI
OG0011931	LOC5578763|XP_001657133.1|AAEG	LOC6043911|XP_001861494.2|CQUI
OG0011932	LOC5564674|XP_021701558.1|AAEG	LOC6031221|XP_038111272.1|CQUI
OG0011933	LOC5564672|XP_001649017.1|AAEG	LOC6036367|XP_038113633.1|CQUI
OG0011933	LOC5573430|XP_001654573.2|AAEG	LOC6036368|XP_038110779.1|CQUI
OG0011934	LOC5563772|XP_021702035.1|AAEG	LOC6031733|XP_038106778.1|CQUI
OG0011935	LOC5572453|XP_021702456.1|AAEG	LOC6033149|XP_001843638.2|CQUI
OG0011936	LOC5570357|XP_021702708.1|AAEG	LOC6049450|XP_038111855.1|CQUI, LOC119767404|XP_038111856.1|CQUI, LOC6049451|XP_038106931.1|CQUI, LOC6049452|XP_001866207.2|CQUI
OG0011939	LOC5572219|XP_001660286.1|AAEG, LOC5572216|XP_001660284.1|AAEG, LOC110677655|XP_021704280.1|AAEG	LOC6047514|XP_001864565.2|CQUI, LOC6047516|XP_001864566.2|CQUI, LOC6047515|XP_001864564.2|CQUI
OG0011940	LOC5570980|XP_001659436.2|AAEG, LOC5570979|XP_001659437.2|AAEG	LOC6041194|XP_038119117.1|CQUI, LOC6041195|XP_038119116.1|CQUI, LOC6041193|XP_001850486.2|CQUI, LOC119769727|XP_038119118.1|CQUI
OG0011941	LOC5576269|XP_001662559.2|AAEG, LOC5576267|XP_021709476.1|AAEG	LOC6048018|XP_001864995.2|CQUI
OG0011942	LOC5568219|XP_001652151.1|AAEG	LOC6039506|XP_001849109.1|CQUI
OG0011943	LOC110678614|XP_021707418.1|AAEG	LOC119770601|XP_038121743.1|CQUI
OG0011944	LOC5574235|XP_001661289.1|AAEG	LOC6039640|XP_038106268.1|CQUI, LOC6039639|XP_038106270.1|CQUI
OG0011945	LOC5568763|XP_001652560.2|AAEG	LOC6053045|XP_001869203.2|CQUI
OG0011945	LOC5575254|XP_001661851.1|AAEG	LOC6050803|XP_001867342.2|CQUI
OG0011946	LOC5567220|XP_001651649.3|AAEG, LOC5567218|XP_021707289.1|AAEG, LOC5567205|XP_001651634.3|AAEG, LOC5567206|XP_021709435.1|AAEG	LOC6034654|XP_001844943.2|CQUI, LOC6034652|XP_038106197.1|CQUI
OG0011947	LOC5580210|XP_021709412.1|AAEG	LOC6044031|XP_001861606.2|CQUI
OG0011947	LOC110679014|XP_021708581.1|AAEG	LOC6044033|XP_038111142.1|CQUI
OG0011948	LOC110680204|XP_021711714.1|AAEG	LOC119769859|XP_038119518.1|CQUI, LOC6052540|XP_001868794.2|CQUI, LOC6045041|XP_038116842.1|CQUI, LOC6030948|XP_038119035.1|CQUI, LOC6051548|XP_001867968.2|CQUI
OG0011949	ATP6|YP_009389264.1|AAEG	ATP6|YP_003934126.1|CQUI
OG0011950	COX3|YP_009389265.1|AAEG	COX3|YP_003934127.1|CQUI
OG0012062	LOC5570403|XP_021694337.1|AAEG	LOC6042703|XP_001853479.2|CQUI
OG0012062	LOC110674776|XP_021694762.1|AAEG	LOC6045150|XP_001862550.2|CQUI
OG0012065	LOC5570410|XP_001659114.2|AAEG, LOC5570405|XP_001659113.2|AAEG	LOC6040715|XP_001850065.2|CQUI, LOC119770054|XP_038120123.1|CQUI
OG0012066	LOC5577251|XP_001656354.2|AAEG	LOC6031434|XP_001842239.1|CQUI
OG0012066	LOC5577252|XP_001656353.2|AAEG	LOC6031433|XP_001842238.2|CQUI
OG0012068	LOC110681180|XP_021712646.1|AAEG, LOC5576154|XP_001662501.2|AAEG	LOC6033921|XP_038105626.1|CQUI
OG0012069	LOC5574087|XP_021696125.1|AAEG	LOC6039562|XP_001849157.2|CQUI
OG0012069	LOC5574092|XP_001661163.2|AAEG	LOC6039563|XP_001849158.2|CQUI
OG0012070	LOC5579998|XP_021696300.1|AAEG	LOC6052249|XP_001868544.2|CQUI
OG0012071	LOC5575814|XP_001662241.2|AAEG	LOC6036392|XP_038119171.1|CQUI
OG0012072	LOC5576901|XP_021698612.1|AAEG	LOC6038229|XP_038118226.1|CQUI, LOC6038232|XP_001848058.2|CQUI
OG0012074	LOC110679023|XP_021708621.1|AAEG, LOC110677990|XP_021705960.1|AAEG, LOC110679266|XP_021709239.1|AAEG, LOC110676718|XP_021701385.1|AAEG	LOC119766534|XP_038107102.1|CQUI
OG0012075	LOC5566907|XP_001651322.2|AAEG	LOC6031837|XP_038110759.1|CQUI
OG0012076	LOC5569018|XP_001658279.2|AAEG	LOC6033202|XP_001843680.2|CQUI
OG0012077	LOC5565319|XP_001649652.1|AAEG	LOC6050166|XP_001866819.2|CQUI
OG0012077	LOC5563679|XP_021709378.1|AAEG	LOC6053568|XP_001869625.2|CQUI
OG0012078	LOC5568622|XP_001652456.1|AAEG, LOC5568623|XP_001652457.1|AAEG	LOC6034909|XP_001845176.2|CQUI, LOC6034910|XP_001845177.2|CQUI
OG0012079	LOC5566597|XP_021706009.1|AAEG	LOC6032363|XP_038110488.1|CQUI
OG0012079	LOC5565856|XP_001650197.1|AAEG	LOC6050642|XP_038110492.1|CQUI, LOC6032361|XP_038110490.1|CQUI
OG0012080	LOC5565859|XP_001650222.1|AAEG	LOC6033367|XP_001843831.2|CQUI
OG0012080	LOC5573213|XP_001654443.1|AAEG	LOC6037252|XP_001847180.2|CQUI
OG0012082	LOC5568054|XP_001651990.1|AAEG	LOC6044723|XP_001862188.1|CQUI, LOC6044725|XP_001862189.1|CQUI
OG0012082	LOC110677885|XP_021705355.1|AAEG	LOC6044722|XP_038119577.1|CQUI
OG0012083	LOC5572512|XP_001660451.1|AAEG	LOC6046249|XP_001863476.2|CQUI
OG0012083	LOC5572513|XP_001660452.1|AAEG	LOC6046252|XP_001863479.2|CQUI, LOC6046251|XP_038121262.1|CQUI
OG0012085	LOC5572561|XP_021706029.1|AAEG	LOC6039808|XP_001849323.2|CQUI
OG0012085	LOC5573063|XP_001663048.2|AAEG	LOC6036635|XP_038111987.1|CQUI
OG0012086	LOC110679627|XP_021710656.1|AAEG, LOC110679626|XP_021710655.1|AAEG	LOC119770725|XP_038122043.1|CQUI
OG0012087	LOC5572140|XP_021708912.1|AAEG, LOC5577153|XP_021707789.1|AAEG	LOC6052153|XP_038114111.1|CQUI, LOC6052156|XP_038106291.1|CQUI
OG0012088	LOC5572996|XP_001654324.2|AAEG, LOC110679293|XP_021709297.1|AAEG	LOC119767219|XP_038111240.1|CQUI
OG0012089	LOC5578603|XP_021711612.1|AAEG	LOC6031693|XP_001842430.2|CQUI
OG0012089	LOC5568450|XP_021706376.1|AAEG	LOC6045230|XP_038121346.1|CQUI, LOC6037456|XP_038113683.1|CQUI, LOC6037457|XP_038110906.1|CQUI
OG0012090	LOC5565806|XP_001650160.2|AAEG	LOC6051506|XP_001867940.2|CQUI, LOC6052972|XP_038110946.1|CQUI
OG0012091	ND3|YP_009389266.1|AAEG	ND3|YP_003934128.1|CQUI
OG0012209	LOC110675222|XP_021695338.1|AAEG, LOC110674081|XP_021693249.1|AAEG	LOC119766478|XP_038106970.1|CQUI, LOC119767327|XP_038111627.1|CQUI
OG0012210	LOC110681527|XP_021713242.1|AAEG, LOC110677684|XP_021704426.1|AAEG, LOC110676141|XP_021698572.1|AAEG, LOC110674125|XP_021693541.1|AAEG, LOC110678567|XP_021707283.1|AAEG	LOC119771125|XP_038122458.1|CQUI
OG0012211	LOC5571562|XP_001653699.2|AAEG, LOC110676675|XP_021701173.1|AAEG	LOC6038441|XP_038105027.1|CQUI
OG0012212	LOC5571022|XP_001659454.2|AAEG, LOC5571019|XP_001659455.2|AAEG	LOC6036767|XP_001846766.2|CQUI
OG0012213	LOC5575787|XP_021693473.1|AAEG	LOC6042017|XP_038110541.1|CQUI
OG0012214	LOC110680884|XP_021712367.1|AAEG, LOC5576799|XP_001662884.2|AAEG	LOC6032052|XP_001842718.2|CQUI
OG0012214	LOC5578897|XP_021693816.1|AAEG, LOC5577668|XP_021711953.1|AAEG	LOC6032053|XP_001842719.2|CQUI
OG0012216	LOC5564472|XP_021697807.1|AAEG, LOC110680229|XP_021711737.1|AAEG	LOC6040107|XP_038117698.1|CQUI
OG0012217	LOC5568134|XP_001652074.2|AAEG	LOC6051570|XP_038117222.1|CQUI
OG0012218	LOC5569608|XP_001652888.1|AAEG	LOC6033543|XP_001843977.2|CQUI
OG0012219	LOC5579151|XP_001664247.2|AAEG	LOC6032969|XP_001843485.2|CQUI, LOC119766714|XP_038108035.1|CQUI, LOC6050934|XP_038104734.1|CQUI, LOC6040609|XP_001849980.2|CQUI
OG0012220	LOC5575362|XP_021698775.1|AAEG, LOC5575357|XP_021698776.1|AAEG	LOC6042845|XP_001853598.2|CQUI
OG0012221	LOC23687835|XP_021698903.1|AAEG	LOC119769809|XP_038119400.1|CQUI, LOC6031534|XP_038107071.1|CQUI
OG0012221	LOC23687589|XP_021698900.1|AAEG	LOC119765381|XP_038105051.1|CQUI, LOC119770794|XP_038122230.1|CQUI
OG0012222	LOC5574569|XP_021699002.1|AAEG	LOC6034594|XP_001844888.2|CQUI
OG0012223	LOC5572108|XP_021699021.1|AAEG	LOC6034571|XP_038120141.1|CQUI, LOC119769266|XP_038117147.1|CQUI, LOC6034569|XP_038120144.1|CQUI
OG0012224	LOC110679695|XP_021710971.1|AAEG, LOC110676260|XP_021699121.1|AAEG	LOC119769234|XP_038117093.1|CQUI
OG0012225	LOC5572979|XP_021699288.1|AAEG, LOC5564029|XP_001648351.2|AAEG	LOC6044894|XP_038121880.1|CQUI
OG0012226	LOC5574466|XP_021699617.1|AAEG	LOC6030783|XP_001841717.2|CQUI, LOC6030801|XP_038116747.1|CQUI, LOC6037318|XP_001847242.2|CQUI, LOC119768607|XP_038114665.1|CQUI, LOC6049602|XP_001866330.2|CQUI, LOC6049604|XP_038114649.1|CQUI
OG0012227	LOC110676460|XP_021700105.1|AAEG	LOC6041632|XP_038106358.1|CQUI
OG0012229	LOC5579356|XP_021712749.1|AAEG, LOC5568644|XP_021700325.1|AAEG	LOC6032475|XP_001843068.1|CQUI, LOC6041151|XP_038107075.1|CQUI, LOC6032476|XP_001843069.1|CQUI, LOC6032474|XP_038106672.1|CQUI
OG0012230	LOC5566451|XP_021711935.1|AAEG, LOC5566447|XP_021700545.1|AAEG	LOC6032940|XP_001843460.1|CQUI
OG0012231	LOC110676679|XP_021701193.1|AAEG	LOC6031948|XP_038110661.1|CQUI
OG0012232	LOC5577597|XP_001656594.2|AAEG, LOC5577603|XP_021702237.1|AAEG, LOC5577604|XP_001656598.2|AAEG, LOC5577596|XP_001656591.2|AAEG	LOC6042104|XP_001851255.2|CQUI
OG0012233	LOC5572449|XP_001660394.2|AAEG	LOC6033144|XP_038112252.1|CQUI
OG0012234	LOC5566982|XP_021703524.1|AAEG	LOC6043458|XP_038112732.1|CQUI
OG0012235	LOC5565510|XP_001649853.2|AAEG, LOC5569716|XP_021703877.1|AAEG, LOC110678661|XP_021707502.1|AAEG	LOC6035965|XP_001846073.1|CQUI
OG0012236	LOC110679389|XP_021709564.1|AAEG	LOC119768901|XP_038116614.1|CQUI
OG0012237	LOC5570078|XP_021705465.1|AAEG	LOC6048758|XP_038114843.1|CQUI
OG0012239	LOC5563988|XP_021705782.1|AAEG	LOC6032721|XP_038120105.1|CQUI
OG0012239	LOC5572955|XP_001654284.2|AAEG	LOC6043447|XP_038118006.1|CQUI
OG0012240	LOC5578202|XP_001656844.2|AAEG	LOC6036913|XP_001846888.2|CQUI
OG0012240	LOC5578198|XP_001656839.2|AAEG	LOC6036912|XP_001846887.2|CQUI
OG0012241	LOC5573718|XP_001661026.1|AAEG	LOC6050568|XP_001867152.2|CQUI
OG0012244	LOC5574762|XP_021708126.1|AAEG	LOC6046487|XP_038108836.1|CQUI
OG0012245	ND4L|YP_009389269.1|AAEG	ND4L|YP_003934131.1|CQUI
OG0012365	LOC5578630|XP_001657054.2|AAEG, LOC110674832|XP_021694993.1|AAEG, LOC5578629|XP_021694984.1|AAEG, LOC5569748|XP_021695004.1|AAEG, LOC5578631|XP_001657055.1|AAEG	LOC6049482|XP_038122441.1|CQUI
OG0012366	LOC5574758|XP_021694234.1|AAEG, LOC5574754|XP_021694233.1|AAEG	LOC6045247|XP_038109626.1|CQUI
OG0012367	LOC5576683|XP_001662820.2|AAEG	LOC6048956|XP_001865792.1|CQUI, LOC6046979|XP_038117518.1|CQUI, LOC6048957|XP_001865793.1|CQUI
OG0012368	LOC5566584|XP_001650979.2|AAEG, LOC5567560|XP_001657552.2|AAEG	LOC6045063|XP_001862477.2|CQUI, LOC6045062|XP_038108564.1|CQUI
OG0012369	LOC5578661|XP_001664001.2|AAEG	LOC6034482|XP_001844790.2|CQUI
OG0012370	LOC5567407|XP_021710631.1|AAEG	LOC119769938|XP_038119743.1|CQUI, LOC119766060|XP_038106357.1|CQUI, LOC119766059|XP_038106355.1|CQUI, LOC119769194|XP_038117036.1|CQUI, LOC119770720|XP_038122018.1|CQUI
OG0012371	LOC5577516|XP_001656537.1|AAEG, LOC110681126|XP_021712589.1|AAEG	LOC6052076|XP_001868403.2|CQUI
OG0012372	LOC5569236|XP_021713266.1|AAEG	LOC6046155|XP_038104268.1|CQUI
OG0012373	LOC5565823|XP_021692949.1|AAEG, LOC5563577|XP_001647940.2|AAEG	LOC119766038|XP_038106318.1|CQUI, LOC6041363|XP_001850632.1|CQUI, LOC6041364|XP_001850633.1|CQUI
OG0012374	LOC5572372|XP_001660331.1|AAEG	LOC6031894|XP_001842588.1|CQUI
OG0012374	LOC5572679|XP_021694060.1|AAEG	LOC6033939|XP_001844328.1|CQUI
OG0012375	LOC110675378|XP_021695894.1|AAEG, LOC110677043|XP_021703262.1|AAEG	LOC6053458|XP_038120113.1|CQUI, LOC6046792|XP_038119683.1|CQUI
OG0012376	LOC5567625|XP_021696507.1|AAEG, LOC5576609|XP_001662764.2|AAEG	LOC6031036|XP_001841888.1|CQUI, LOC6031038|XP_038121613.1|CQUI
OG0012377	LOC5567626|XP_021696510.1|AAEG, LOC110675526|XP_021696514.1|AAEG, LOC5567627|XP_021712806.1|AAEG, LOC110681366|XP_021712804.1|AAEG, LOC5565714|XP_021701630.1|AAEG	LOC119770703|XP_038121973.1|CQUI, LOC6031034|XP_038117320.1|CQUI
OG0012378	LOC110675601|XP_021696720.1|AAEG, LOC5574284|XP_021696721.1|AAEG	LOC6048674|XP_038107983.1|CQUI, LOC6048676|XP_001865560.2|CQUI, LOC119766708|XP_038107985.1|CQUI, LOC6048671|XP_038106338.1|CQUI, LOC6048672|XP_038106337.1|CQUI
OG0012380	LOC5569597|XP_001652873.1|AAEG	LOC6033528|XP_038117173.1|CQUI, LOC6033529|XP_001843966.2|CQUI
OG0012381	LOC5572917|XP_001660653.2|AAEG	LOC6045806|XP_038121724.1|CQUI
OG0012382	LOC5564292|XP_001648637.1|AAEG	LOC6031285|XP_038120473.1|CQUI, LOC6031287|XP_038119435.1|CQUI, LOC6049115|XP_038119532.1|CQUI
OG0012383	LOC5564288|XP_001648638.1|AAEG	LOC6031293|XP_038119189.1|CQUI
OG0012384	LOC5574571|XP_001661524.2|AAEG	LOC6034599|XP_001844893.2|CQUI
OG0012385	LOC5574472|XP_001655131.2|AAEG	LOC6030814|XP_038116756.1|CQUI
