Orthogroup	AAEG.longest_only	SLEB.longest_only
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC115628314|XP_030380228.1|SLEB
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC115620415|XP_030369498.1|SLEB
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC115629364|XP_030381679.1|SLEB
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC115623990|XP_030374421.1|SLEB
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC115628847|XP_030380953.1|SLEB
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC115633235|XP_030386489.1|SLEB
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC115631385|XP_030383967.1|SLEB
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC115627548|XP_030379124.1|SLEB
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC115627581|XP_030379164.1|SLEB
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC115627673|XP_030379275.1|SLEB
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC115621764|XP_030371357.1|SLEB
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC115621826|XP_030371482.1|SLEB
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC115629594|XP_030381945.1|SLEB
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC115621444|XP_030370958.1|SLEB
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC115621562|XP_030371102.1|SLEB
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC115628716|XP_030380770.1|SLEB
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC115626847|XP_030378205.1|SLEB
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC115628834|XP_030380933.1|SLEB
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC115627709|XP_030379317.1|SLEB
OG0006377	LOC5564055|XP_001648371.1|AAEG	LOC115627512|XP_030379066.1|SLEB
OG0006378	LOC5564041|XP_001648374.1|AAEG	LOC115621167|XP_030370589.1|SLEB
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC115627003|XP_030378379.1|SLEB
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC115633261|XP_030386526.1|SLEB
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC115629640|XP_030382002.1|SLEB
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC115629257|XP_030381538.1|SLEB
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC115627492|XP_030379039.1|SLEB
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC115627517|XP_030379071.1|SLEB
OG0006385	LOC5571497|XP_001659747.2|AAEG	LOC115621894|XP_030371583.1|SLEB
OG0006386	LOC5571495|XP_001659745.2|AAEG	LOC115626146|XP_030377270.1|SLEB
OG0006387	LOC5571492|XP_001659742.2|AAEG	LOC115621234|XP_030370684.1|SLEB
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC115628932|XP_030381065.1|SLEB
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC115628907|XP_030381026.1|SLEB
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC115623852|XP_030374256.1|SLEB
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC115620849|XP_030370153.1|SLEB
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC115626683|XP_030377970.1|SLEB
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC115631146|XP_030383677.1|SLEB
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC115621960|XP_030371668.1|SLEB
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC115621115|XP_030370519.1|SLEB
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC115627363|XP_030378873.1|SLEB
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC115628813|XP_030380898.1|SLEB
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC115633211|XP_030386458.1|SLEB
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC115627495|XP_030379042.1|SLEB
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC115627494|XP_030379041.1|SLEB
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC115628163|XP_030380037.1|SLEB
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC115624087|XP_030374537.1|SLEB
OG0006403	LOC5565262|XP_001649612.2|AAEG	LOC115623864|XP_030374269.1|SLEB
OG0006404	LOC5565261|XP_021705657.1|AAEG	LOC115624101|XP_030374551.1|SLEB
OG0006405	LOC5576554|XP_021705756.1|AAEG	LOC115623795|XP_030374195.1|SLEB
OG0006406	LOC5576005|XP_001662347.2|AAEG	LOC115620629|XP_030369819.1|SLEB
OG0006407	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG	LOC115627252|XP_030378739.1|SLEB
OG0006408	LOC5572170|XP_021706154.1|AAEG	LOC115627087|XP_030378497.1|SLEB
OG0006409	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG	LOC115629733|XP_030382126.1|SLEB
OG0006410	LOC5569672|XP_001652937.1|AAEG	LOC115627153|XP_030378592.1|SLEB
OG0006411	LOC5569674|XP_001652936.2|AAEG	LOC115633269|XP_030386538.1|SLEB
OG0006412	LOC5564601|XP_001648949.2|AAEG	LOC115620231|XP_030369233.1|SLEB
OG0006413	LOC5566651|XP_021706607.1|AAEG	LOC115621803|XP_030371444.1|SLEB
OG0006414	LOC5566638|XP_001651016.2|AAEG	LOC115620816|XP_030370103.1|SLEB
OG0006415	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG	LOC115629551|XP_030381895.1|SLEB
OG0006416	LOC110678495|XP_021707149.1|AAEG	LOC115629660|XP_030382034.1|SLEB
OG0006417	LOC5577671|XP_021707516.1|AAEG	LOC115625781|XP_030376812.1|SLEB, LOC115629939|XP_030382406.1|SLEB
OG0006418	LOC110678669|XP_021707543.1|AAEG	LOC115626714|XP_030378015.1|SLEB
OG0006419	LOC5578712|XP_001664017.2|AAEG	LOC115621385|XP_030370876.1|SLEB
OG0006420	LOC5578715|XP_021707890.1|AAEG	LOC115621797|XP_030371435.1|SLEB
OG0006421	LOC5565264|XP_001649608.2|AAEG	LOC115629030|XP_030381189.1|SLEB
OG0006422	LOC5564418|XP_021708064.1|AAEG	LOC115628987|XP_030381127.1|SLEB
OG0006423	LOC23687841|XP_011493522.1|AAEG	LOC115621863|XP_030371544.1|SLEB
OG0006424	LOC5572775|XP_001654177.1|AAEG	LOC115620671|XP_030369891.1|SLEB
OG0006425	LOC5572780|XP_001654178.2|AAEG	LOC115620905|XP_030370255.1|SLEB
OG0006426	LOC5572779|XP_021708158.1|AAEG	LOC115621280|XP_030370742.1|SLEB
OG0006427	LOC5580228|XP_001655936.1|AAEG	LOC115620655|XP_030369865.1|SLEB
OG0006428	LOC5576866|XP_021708395.1|AAEG	LOC115621885|XP_030371573.1|SLEB
OG0006429	LOC5578696|XP_001657095.2|AAEG	LOC115620218|XP_030369217.1|SLEB
OG0006430	LOC5568284|XP_021708752.1|AAEG	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC5570607|XP_021709327.1|AAEG	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC5570605|XP_021709391.1|AAEG	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC5574577|XP_021709421.1|AAEG	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC5574585|XP_001655209.2|AAEG	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC5574602|XP_001655214.2|AAEG	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC110679386|XP_021709561.1|AAEG	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC5574595|XP_001655227.1|AAEG	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC5575887|XP_021709907.1|AAEG	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC110679488|XP_021709944.1|AAEG	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC5573864|XP_001654896.2|AAEG	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC5573865|XP_021710083.1|AAEG	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC5567419|XP_001657407.2|AAEG	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC5567402|XP_001657421.1|AAEG	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC5578528|XP_001663919.2|AAEG	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC5578527|XP_021710791.1|AAEG	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC5569452|XP_021710822.1|AAEG	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC5569458|XP_001658541.1|AAEG	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC110679696|XP_021710973.1|AAEG	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC5578686|XP_001657084.1|AAEG	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC23687749|XP_021711806.1|AAEG	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC5572732|XP_001660548.1|AAEG	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC5567800|XP_001657703.1|AAEG	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC5569269|XP_021712455.1|AAEG	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC5569267|XP_001658413.1|AAEG	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC5571791|XP_001659920.2|AAEG	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC5567067|XP_021712815.1|AAEG	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC5567061|XP_001651465.2|AAEG	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC5577526|XP_001663417.2|AAEG	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC5577533|XP_021712953.1|AAEG	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC5564080|XP_021712956.1|AAEG	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC110681487|XP_021712963.1|AAEG	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC5573377|XP_001660868.1|AAEG	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC5573379|XP_021712989.1|AAEG	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC5570620|XP_021713007.1|AAEG	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC5577011|XP_001663109.2|AAEG	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC5577985|XP_001656721.1|AAEG	LOC115629557|XP_030381908.1|SLEB
OG0006470	LOC5572597|XP_021713032.1|AAEG	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC5572590|XP_001654104.2|AAEG	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC5572580|XP_001654102.2|AAEG	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC5572579|XP_001654094.2|AAEG	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC5572581|XP_001654090.1|AAEG	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC5580305|XP_001662923.2|AAEG	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC5580310|XP_001662922.1|AAEG	LOC115628764|XP_030380840.1|SLEB
OG0006478	LOC5567835|XP_001657742.1|AAEG	LOC115621782|XP_030371399.1|SLEB
OG0006479	LOC110681517|XP_021713143.1|AAEG	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC5567829|XP_021713150.1|AAEG	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC5576288|XP_001662578.1|AAEG	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC5574628|XP_001661544.2|AAEG	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC5575917|XP_021713246.1|AAEG	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC5569220|XP_021694302.1|AAEG	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC5569231|XP_001652791.2|AAEG	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC23687834|XP_021713276.1|AAEG	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC5578516|XP_001663907.2|AAEG	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC5580006|XP_001653894.1|AAEG	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC5574614|XP_001661531.2|AAEG	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC5567597|XP_021713385.1|AAEG	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC5567596|XP_001657573.2|AAEG	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC5577938|XP_021713399.1|AAEG	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC5580194|XP_021713405.1|AAEG	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC5580192|XP_021713406.1|AAEG	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC5580191|XP_021713407.1|AAEG	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC5580190|XP_021713408.1|AAEG	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC5580184|XP_021713412.1|AAEG	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC5580182|XP_021713413.1|AAEG	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC5580170|XP_021692917.1|AAEG	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC5580162|XP_021692929.1|AAEG	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC5580166|XP_001655586.1|AAEG	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC5580171|XP_001655580.2|AAEG	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC5580173|XP_001655578.1|AAEG	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC5578271|XP_021692940.1|AAEG	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC5578278|XP_021692945.1|AAEG	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC5575985|XP_021692952.1|AAEG	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC5564685|XP_021692996.1|AAEG	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC5564693|XP_021692998.1|AAEG	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC5573798|XP_001661045.2|AAEG	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC5573469|XP_021693046.1|AAEG	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC5563548|XP_021693062.1|AAEG	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC5580091|XP_001654841.2|AAEG	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC5566474|XP_021693097.1|AAEG	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC5566473|XP_001650857.1|AAEG	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC5566472|XP_001650856.2|AAEG	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC5578940|XP_001657228.2|AAEG	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC5578938|XP_021693141.1|AAEG	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC5578934|XP_021693153.1|AAEG	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC5578926|XP_001657212.1|AAEG	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC5563723|XP_001647993.2|AAEG	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC5563722|XP_021693218.1|AAEG	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC5563708|XP_001647996.1|AAEG	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC5563714|XP_021693240.1|AAEG	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC5576740|XP_021693241.1|AAEG	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC5576714|XP_001656220.1|AAEG	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC110674096|XP_021693383.1|AAEG	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC110674097|XP_021693385.1|AAEG	LOC115621979|XP_030371691.1|SLEB
OG0006531	LOC5564498|XP_021693386.1|AAEG	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	LOC5573637|XP_021693390.1|AAEG	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC5567119|XP_021693403.1|AAEG	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC5573313|XP_001654528.1|AAEG	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC5573315|XP_001654535.1|AAEG	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC5573322|XP_021693452.1|AAEG	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC5569641|XP_021694321.1|AAEG	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC5565349|XP_021694322.1|AAEG	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC5579481|XP_001647778.2|AAEG	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC5577200|XP_001663291.2|AAEG	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC5576518|XP_001662710.2|AAEG	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC5576534|XP_021693731.1|AAEG	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC5576528|XP_021693736.1|AAEG	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC110674164|XP_021693738.1|AAEG	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC5575641|XP_001655789.2|AAEG	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC5575644|XP_021693741.1|AAEG	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC5575651|XP_021693762.1|AAEG	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC5565608|XP_001649950.2|AAEG	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC5565594|XP_001649963.1|AAEG	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC5565589|XP_001649965.1|AAEG	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC110674175|XP_021693810.1|AAEG	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC5569686|XP_001658684.2|AAEG	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC5577664|XP_001656662.2|AAEG	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC5577649|XP_021693827.1|AAEG	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC5577642|XP_021693845.1|AAEG	LOC115622753|XP_030372667.1|SLEB
OG0006556	LOC5577637|XP_001656635.1|AAEG	LOC115621123|XP_030370529.1|SLEB
OG0006557	LOC5577631|XP_021693882.1|AAEG	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC5565932|XP_021693909.1|AAEG	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC5565935|XP_001650313.2|AAEG	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC5565931|XP_021693915.1|AAEG	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC5565930|XP_001650308.2|AAEG	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC5565937|XP_021693929.1|AAEG	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC5568360|XP_001658012.1|AAEG	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC5568358|XP_001658010.2|AAEG	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC5568352|XP_021693940.1|AAEG	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC5577579|XP_021694031.1|AAEG	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC5576107|XP_001662452.2|AAEG	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC5576108|XP_001662453.2|AAEG	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC5576109|XP_001662454.2|AAEG	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC5576110|XP_021694084.1|AAEG	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC5576116|XP_001662462.1|AAEG	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC5576132|XP_001662478.2|AAEG	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC110674229|XP_021694111.1|AAEG	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC5576136|XP_021694113.1|AAEG	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC5565180|XP_001649527.2|AAEG	LOC115621147|XP_030370563.1|SLEB
OG0006576	LOC110674238|XP_021694147.1|AAEG	LOC115625152|XP_030375937.1|SLEB
OG0006577	LOC5565138|XP_001649513.2|AAEG	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC5565141|XP_001649511.2|AAEG	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC5565143|XP_001649510.2|AAEG	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC110674240|XP_021694152.1|AAEG	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC5577592|XP_001656580.2|AAEG	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC5577591|XP_021694159.1|AAEG	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC5565080|XP_021694165.1|AAEG	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC5564609|XP_001648956.2|AAEG	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC5564410|XP_021694178.1|AAEG	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC5572611|XP_001654122.2|AAEG	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC5572612|XP_001654123.2|AAEG	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC5572615|XP_021694184.1|AAEG	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC5572675|XP_021694204.1|AAEG	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC5572678|XP_001660498.2|AAEG	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC5566106|XP_021695274.1|AAEG	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC5566140|XP_001650507.1|AAEG	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC5566139|XP_001650506.1|AAEG	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC5566121|XP_001650501.2|AAEG	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC5566108|XP_021695437.1|AAEG	LOC115631092|XP_030383603.1|SLEB
OG0006596	LOC5570944|XP_021699203.1|AAEG	LOC115625815|XP_030376865.1|SLEB
OG0006597	LOC5570945|XP_021695449.1|AAEG	LOC115632215|XP_030385132.1|SLEB
OG0006598	LOC5570951|XP_021695450.1|AAEG	LOC115631999|XP_030384788.1|SLEB
OG0006599	LOC5571446|XP_001659697.2|AAEG	LOC115623178|XP_030373258.1|SLEB
OG0006600	LOC5571447|XP_021695466.1|AAEG	LOC115628219|XP_030380069.1|SLEB
OG0006601	LOC5571450|XP_001659703.1|AAEG	LOC115633143|XP_030386411.1|SLEB
OG0006602	LOC5571451|XP_001659704.1|AAEG	LOC115633144|XP_030386413.1|SLEB
OG0006603	LOC5571452|XP_001659705.2|AAEG	LOC115632604|XP_030385689.1|SLEB
OG0006604	LOC5573691|XP_021695485.1|AAEG	LOC115622961|XP_030372967.1|SLEB
OG0006605	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG	LOC115628915|XP_030381038.1|SLEB
OG0006606	LOC23687391|XP_011493608.2|AAEG	LOC115622839|XP_030372778.1|SLEB
OG0006607	LOC5574895|XP_021695492.1|AAEG	LOC115633078|XP_030386312.1|SLEB
OG0006608	LOC5570277|XP_001659030.1|AAEG	LOC115623480|XP_030373709.1|SLEB
OG0006609	LOC5579871|XP_021695537.1|AAEG	LOC115621631|XP_030371191.1|SLEB
OG0006610	LOC5579867|XP_021695542.1|AAEG	LOC115632188|XP_030385092.1|SLEB
OG0006611	LOC5579865|XP_021695552.1|AAEG	LOC115632204|XP_030385113.1|SLEB
OG0006612	LOC5579863|XP_001664324.1|AAEG	LOC115632763|XP_030385871.1|SLEB
OG0006613	LOC5579876|XP_021695557.1|AAEG	LOC115632784|XP_030385895.1|SLEB
OG0006614	LOC5579861|XP_001664322.3|AAEG	LOC115632082|XP_030384902.1|SLEB
OG0006615	LOC5567814|XP_021695570.1|AAEG	LOC115632216|XP_030385134.1|SLEB
OG0006616	LOC5567811|XP_021695577.1|AAEG	LOC115632179|XP_030385073.1|SLEB
OG0006617	LOC5567808|XP_001657712.2|AAEG	LOC115632129|XP_030384995.1|SLEB
OG0006618	LOC5569147|XP_021695600.1|AAEG	LOC115622819|XP_030372752.1|SLEB
OG0006619	LOC5569150|XP_001658335.2|AAEG	LOC115622652|XP_030372521.1|SLEB
OG0006620	LOC5571220|XP_001659598.2|AAEG	LOC115622198|XP_030371950.1|SLEB
OG0006621	LOC5571216|XP_021695605.1|AAEG	LOC115622534|XP_030372357.1|SLEB
OG0006622	LOC5575759|XP_021695618.1|AAEG	LOC115622623|XP_030372486.1|SLEB
OG0006623	LOC5575760|XP_001662181.2|AAEG	LOC115622890|XP_030372853.1|SLEB
OG0006624	LOC5578213|XP_001656857.2|AAEG	LOC115633847|XP_030387199.1|SLEB
OG0006625	LOC5578216|XP_021695645.1|AAEG	LOC115633853|XP_030387204.1|SLEB
OG0006626	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG	LOC115621136|XP_030370553.1|SLEB
OG0006627	LOC5578219|XP_021695649.1|AAEG	LOC115622573|XP_030372416.1|SLEB
OG0006628	LOC5578220|XP_021695658.1|AAEG	LOC115629866|XP_030382321.1|SLEB
OG0006629	LOC5575746|XP_021695709.1|AAEG	LOC115627737|XP_030379371.1|SLEB
OG0006630	LOC5575738|XP_021695717.1|AAEG	LOC115633885|XP_030387253.1|SLEB
OG0006631	LOC5566723|XP_001651131.1|AAEG	LOC115632890|XP_030386032.1|SLEB
OG0006632	LOC5569288|XP_021695732.1|AAEG	LOC115633732|XP_030387065.1|SLEB
OG0006633	LOC5579241|XP_021695737.1|AAEG	LOC115628262|XP_030380141.1|SLEB
OG0006634	LOC5571773|XP_001659905.2|AAEG	LOC115631054|XP_030383550.1|SLEB
OG0006635	LOC5571771|XP_001659904.1|AAEG	LOC115631907|XP_030384617.1|SLEB
OG0006636	LOC5570670|XP_001659261.1|AAEG	LOC115626739|XP_030378048.1|SLEB
OG0006637	LOC5570666|XP_001659265.1|AAEG	LOC115624675|XP_030375333.1|SLEB
OG0006638	LOC5571299|XP_001653603.2|AAEG	LOC115630710|XP_030383226.1|SLEB
OG0006639	LOC5571296|XP_021695823.1|AAEG	LOC115634388|XP_030387933.1|SLEB
OG0006640	LOC110675376|XP_021695875.1|AAEG	LOC115623323|XP_030373449.1|SLEB
OG0006641	LOC5571277|XP_021695876.1|AAEG	LOC115623908|XP_030374327.1|SLEB
OG0006642	LOC5571274|XP_021695903.1|AAEG	LOC115627958|XP_030379715.1|SLEB
