Orthogroup	AAEG.longest_only	DMEL.longest_only
OG0007371	LOC5578548|XP_021706024.1|AAEG	CG14507|NP_001097964.1|DMEL
OG0007372	LOC5577339|XP_001656416.2|AAEG	CG11983|NP_649860.1|DMEL
OG0007373	LOC5577341|XP_001656418.2|AAEG	CG15027|NP_572999.1|DMEL
OG0007374	LOC5577355|XP_021707870.1|AAEG	CG9034|NP_652538.1|DMEL
OG0007375	LOC5577374|XP_021711576.1|AAEG	CG12075|NP_001245582.1|DMEL
OG0007376	LOC5577380|XP_021704597.1|AAEG	pdgy|NP_572988.1|DMEL
OG0007377	LOC5570989|XP_001659450.1|AAEG	SNRPG|NP_573139.1|DMEL
OG0007378	LOC5570991|XP_021706843.1|AAEG	zld|NP_608356.1|DMEL
OG0007379	LOC5574167|XP_021709052.1|AAEG	CG9281|NP_573057.1|DMEL
OG0007380	LOC5568845|XP_001652572.1|AAEG	AMPKalpha|NP_477313.1|DMEL
OG0007381	LOC5566951|XP_021705976.1|AAEG	CG8128|NP_573053.2|DMEL
OG0007382	LOC5575048|XP_001655485.2|AAEG	pn|NP_476684.1|DMEL
OG0007383	LOC5575043|XP_021705130.1|AAEG	trol|NP_001027038.3|DMEL
OG0007384	LOC5574429|XP_001661446.1|AAEG	ND-B14.5A|NP_569984.2|DMEL
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	IntS2|NP_573232.1|DMEL
OG0007386	LOC5578298|XP_001656880.1|AAEG	RhoGAP5A|NP_727007.1|DMEL
OG0007387	LOC5578294|XP_001656879.1|AAEG	CG15916|NP_573088.1|DMEL
OG0007388	LOC5578293|XP_021710115.1|AAEG	Chc|NP_001096993.1|DMEL
OG0007389	LOC5568516|XP_001652340.2|AAEG	Cul2|NP_610117.1|DMEL
OG0007390	LOC5569012|XP_021705484.1|AAEG	Unc-76|NP_569981.1|DMEL
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	Alg9|NP_651353.1|DMEL
OG0007392	LOC5569017|XP_021704299.1|AAEG	G9a|NP_001259088.1|DMEL
OG0007393	LOC5568995|XP_021704770.1|AAEG	CG6454|NP_651249.2|DMEL
OG0007394	LOC5568986|XP_021708469.1|AAEG	Actn|NP_477485.1|DMEL
OG0007395	LOC5579528|XP_021709661.1|AAEG	shakB|NP_608410.2|DMEL
OG0007396	LOC5570800|XP_021705516.1|AAEG	ksr|NP_524236.2|DMEL
OG0007397	LOC5570798|XP_021705518.1|AAEG	ova|NP_609360.2|DMEL
OG0007398	LOC5571749|XP_021705050.1|AAEG	Tes|NP_611215.1|DMEL
OG0007399	LOC110677735|XP_021704644.1|AAEG	Lim1|NP_572505.1|DMEL
OG0007400	LOC5571753|XP_021705202.1|AAEG	CG3587|NP_569965.1|DMEL
OG0007401	LOC5568207|XP_021709882.1|AAEG	Hk|NP_001259401.1|DMEL
OG0007402	LOC5576157|XP_001662506.1|AAEG	CG31221|NP_001262729.1|DMEL
OG0007403	LOC5576158|XP_021709328.1|AAEG	Ino80|NP_732413.1|DMEL
OG0007404	LOC5580158|XP_021706441.1|AAEG	unc79|NP_650795.2|DMEL
OG0007405	LOC5580157|XP_021709392.1|AAEG	GlnRS|NP_524841.1|DMEL
OG0007406	LOC5578821|XP_021705169.1|AAEG	ArgRS-m|NP_649745.3|DMEL
OG0007407	LOC5572473|XP_021705138.1|AAEG	bchs|NP_608968.2|DMEL
OG0007408	LOC5572474|XP_021706089.1|AAEG	Sfxn2|NP_649086.2|DMEL
OG0007409	LOC5572472|XP_021706926.1|AAEG	CG15628|NP_001260047.1|DMEL
OG0007410	LOC5564766|XP_021710614.1|AAEG	sl|NP_476726.2|DMEL
OG0007411	LOC5564791|XP_001649135.1|AAEG	mRpL14|NP_525048.1|DMEL
OG0007412	LOC5564792|XP_021704882.1|AAEG	Hlc|NP_523434.2|DMEL
OG0007413	LOC5564786|XP_021707615.1|AAEG	mlt|NP_610562.1|DMEL
OG0007414	LOC5572854|XP_001660613.1|AAEG	CG3704|NP_569872.1|DMEL
OG0007415	LOC5572248|XP_001653936.2|AAEG	Mks1|NP_572804.1|DMEL
OG0007416	LOC110679171|XP_021708955.1|AAEG	Smr|NP_001259491.1|DMEL
OG0007417	LOC5572250|XP_021705174.1|AAEG	CG3009|NP_572180.1|DMEL
OG0007418	LOC5570007|XP_001658896.1|AAEG	eIF3c|NP_611242.1|DMEL
OG0007419	LOC5570016|XP_021708975.1|AAEG	PR-Set7|NP_650354.1|DMEL
OG0007420	LOC5570019|XP_001658909.2|AAEG	mRpL18|NP_610818.1|DMEL
OG0007421	LOC5570029|XP_021707656.1|AAEG	Pi4KIIIalpha|NP_001259191.1|DMEL
OG0007422	LOC5570057|XP_001658936.1|AAEG	CG13760|NP_570010.3|DMEL
OG0007423	LOC5570048|XP_001658939.1|AAEG	CG17841|NP_001356938.1|DMEL
OG0007424	LOC5570052|XP_001658945.1|AAEG	mRpL2|NP_524022.1|DMEL
OG0007425	LOC5568012|XP_001657829.2|AAEG	CG9368|NP_730432.1|DMEL
OG0007426	LOC5568030|XP_001657833.1|AAEG	l_1_G0020|NP_572503.1|DMEL
OG0007427	LOC5568014|XP_001657836.1|AAEG	par-6|NP_573238.1|DMEL
OG0007428	LOC5579847|XP_021709810.1|AAEG	raskol|NP_001285388.1|DMEL
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	ppk6|NP_611461.3|DMEL
OG0007430	LOC5570804|XP_001653312.1|AAEG	CG9205|NP_612075.1|DMEL
OG0007431	LOC5570809|XP_001653316.2|AAEG	mRpS2|NP_523473.2|DMEL
OG0007432	LOC5570812|XP_001653319.2|AAEG	CG14450|NP_649411.1|DMEL
OG0007433	LOC5573030|XP_021707220.1|AAEG	hdm|NP_572422.1|DMEL
OG0007434	LOC5575487|XP_021709351.1|AAEG	CG32091|NP_729728.1|DMEL
OG0007435	LOC5572120|XP_021710768.1|AAEG	CG11658|NP_648498.1|DMEL
OG0007436	LOC5570577|XP_001653246.2|AAEG	mTerf3|NP_649240.1|DMEL
OG0007437	LOC5570560|XP_021704717.1|AAEG	Tdrd3|NP_648724.1|DMEL
OG0007438	LOC5574448|XP_021704617.1|AAEG	kug|NP_001027138.2|DMEL
OG0007439	LOC5572991|XP_021705663.1|AAEG	CG14286|NP_650772.1|DMEL
OG0007440	LOC5572987|XP_001654314.2|AAEG	fog|NP_523438.1|DMEL
OG0007441	LOC5576234|XP_001656012.2|AAEG	Cep89|NP_611053.1|DMEL
OG0007442	LOC5576227|XP_001656005.2|AAEG	Arp5|NP_650684.1|DMEL
OG0007443	LOC5576226|XP_001656004.2|AAEG	angel|NP_477204.1|DMEL
OG0007444	LOC5576223|XP_001656001.1|AAEG	ND-B15|NP_610985.1|DMEL
OG0007445	LOC5576222|XP_001656000.1|AAEG	Trs31|NP_610986.1|DMEL
OG0007446	LOC5576219|XP_001655996.2|AAEG	CG10341|NP_609898.1|DMEL
OG0007447	LOC5576215|XP_001655992.1|AAEG	RpS26|NP_523595.1|DMEL
OG0007448	LOC5576211|XP_021706461.1|AAEG	dgo|NP_610614.1|DMEL
OG0007449	LOC5568381|XP_021708763.1|AAEG	CG5964|NP_648507.1|DMEL
OG0007450	LOC5568395|XP_001658032.1|AAEG	CG31648|NP_723086.1|DMEL
OG0007451	LOC5568388|XP_021711083.1|AAEG	Hip14|NP_001261910.1|DMEL
OG0007452	LOC5563848|XP_021705412.1|AAEG	DNApol-delta|NP_524099.2|DMEL
OG0007453	LOC5576407|XP_021710239.1|AAEG	Ube3a|NP_648452.1|DMEL
OG0007454	LOC5579298|XP_001647606.2|AAEG	DCP2|NP_001246776.1|DMEL
OG0007455	LOC5565230|XP_021705653.1|AAEG	EloC|NP_523794.1|DMEL
OG0007456	LOC5565229|XP_001649558.1|AAEG	Ada3|NP_001259667.1|DMEL
OG0007457	LOC5569534|XP_021705470.1|AAEG	scf|NP_477392.1|DMEL
OG0007458	LOC5569531|XP_001652845.1|AAEG	RpL21|NP_610144.1|DMEL
OG0007459	LOC23687424|XP_021706106.1|AAEG	Usp12-46|NP_651099.1|DMEL
OG0007460	LOC5569547|XP_001652847.2|AAEG	eIF3b|NP_611228.1|DMEL
OG0007461	LOC5569538|XP_001652850.2|AAEG	gig|NP_524177.1|DMEL
OG0007462	LOC5569543|XP_021704432.1|AAEG	CG6931|NP_648536.1|DMEL
OG0007463	LOC5569542|XP_021704431.1|AAEG	CG6938|NP_001261733.1|DMEL
OG0007464	LOC5569544|XP_021704433.1|AAEG	CG42674|NP_649182.4|DMEL
OG0007465	LOC5575316|XP_021706347.1|AAEG	CG10713|NP_648645.1|DMEL
OG0007466	LOC5571124|XP_021711034.1|AAEG	Buffy|NP_523702.1|DMEL
OG0007467	LOC5574779|XP_021709596.1|AAEG	Opbp|NP_724479.1|DMEL
OG0007468	LOC5578344|XP_001656914.2|AAEG	NiPp1|NP_611177.1|DMEL
OG0007469	LOC5578338|XP_021706754.1|AAEG	not|NP_524140.2|DMEL
OG0007470	LOC5578331|XP_001656900.2|AAEG	CG3430|NP_542438.1|DMEL
OG0007471	LOC5573759|XP_021705630.1|AAEG	CG6472|NP_611166.2|DMEL
OG0007472	LOC5573754|XP_001654782.2|AAEG	CG14414|NP_001285240.1|DMEL
OG0007473	LOC5573742|XP_001654770.1|AAEG	kin17|NP_649212.2|DMEL
OG0007474	LOC5579663|XP_021707446.1|AAEG	CG12344|NP_610619.2|DMEL
OG0007475	LOC5577237|XP_021710770.1|AAEG	SP1173|NP_648053.1|DMEL
OG0007476	LOC5576932|XP_021704955.1|AAEG	Fpgs|NP_572814.1|DMEL
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	Sec16|NP_001285158.1|DMEL
OG0007478	LOC5575774|XP_021705902.1|AAEG	TBC1D16|NP_609403.2|DMEL
OG0007479	LOC5577486|XP_001663404.1|AAEG	deltaCOP|NP_652012.1|DMEL
OG0007480	LOC5577485|XP_021707341.1|AAEG	CG45105|NP_732085.1|DMEL
OG0007481	LOC5570994|XP_001653426.2|AAEG	Sc2|NP_647836.2|DMEL
OG0007482	LOC110678790|XP_021707848.1|AAEG	CG8372|NP_723362.1|DMEL
OG0007483	LOC5572358|XP_021705669.1|AAEG	dmpd|NP_610555.1|DMEL
OG0007484	LOC23687567|XP_021708965.1|AAEG	rngo|NP_573129.1|DMEL
OG0007485	LOC110679177|XP_021708967.1|AAEG	Coa7|NP_001036323.1|DMEL
OG0007486	LOC5576707|XP_001656213.1|AAEG	Arp10|NP_608338.1|DMEL
OG0007487	LOC5576709|XP_021704626.1|AAEG	mav|NP_524626.1|DMEL
OG0007488	LOC5575270|XP_001661875.1|AAEG	CG13247|NP_649215.2|DMEL
OG0007489	LOC5575274|XP_001661867.1|AAEG	ScsbetaA|NP_001163558.1|DMEL
OG0007490	LOC5573621|XP_021710745.1|AAEG	RpIIIC160|NP_001096987.2|DMEL
OG0007491	LOC5575220|XP_001655621.1|AAEG	CG3198|NP_572337.1|DMEL
OG0007492	LOC5573627|XP_001660954.2|AAEG	cos|NP_477092.1|DMEL
OG0007493	LOC5573832|XP_021708049.1|AAEG	CG9170|NP_573095.1|DMEL
OG0007494	LOC5563992|XP_021709437.1|AAEG	CG4901|NP_001334733.1|DMEL
OG0007495	LOC5563763|XP_021706109.1|AAEG	shop|NP_573331.1|DMEL
OG0007496	LOC5577094|XP_021709703.1|AAEG	RhoGDI|NP_649162.1|DMEL
OG0007497	LOC5577092|XP_021710505.1|AAEG	CG34001|NP_001033999.2|DMEL
OG0007498	LOC5571875|XP_021709642.1|AAEG	Frl|NP_729954.2|DMEL
OG0007499	LOC5571877|XP_001659986.2|AAEG	Cdk12|NP_649325.2|DMEL
OG0007500	LOC5571876|XP_021706353.1|AAEG	SAK|NP_649324.1|DMEL
OG0007501	LOC5567298|XP_021704230.1|AAEG	Chro|NP_649426.3|DMEL
OG0007502	LOC5570178|XP_001658967.2|AAEG	CG44194|NP_001262518.1|DMEL
OG0007503	LOC5570176|XP_021707208.1|AAEG	CG3225|NP_608860.1|DMEL
OG0007504	LOC5570175|XP_001658970.1|AAEG	CG4858|NP_649243.1|DMEL
OG0007505	LOC5563829|XP_021705481.1|AAEG	Zip71B|NP_001097608.1|DMEL
OG0007506	LOC5563826|XP_021706702.1|AAEG	CG5114|NP_001246760.1|DMEL
OG0007507	LOC5567448|XP_021710242.1|AAEG	Rab6|NP_477172.1|DMEL
OG0007508	LOC5566305|XP_001650699.1|AAEG	TBCD|NP_608648.1|DMEL
OG0007509	LOC5566303|XP_021710916.1|AAEG	CG6565|NP_609644.1|DMEL
OG0007510	LOC5573473|XP_001660893.2|AAEG	AIMP1|NP_610426.2|DMEL
OG0007511	LOC5577174|XP_001663262.1|AAEG	mRF1|NP_609617.1|DMEL
OG0007512	LOC5576819|XP_021707224.1|AAEG	mira|NP_477291.1|DMEL
OG0007513	LOC110678186|XP_021706501.1|AAEG	CG11885|NP_608522.1|DMEL
OG0007514	LOC5564092|XP_021704390.1|AAEG	Dhc62B|NP_995958.2|DMEL
OG0007515	LOC5577979|XP_001663649.1|AAEG	Nuf2|NP_609096.2|DMEL
OG0007516	LOC5574963|XP_021711057.1|AAEG	Cap-D3|NP_608935.2|DMEL
OG0007517	LOC5574961|XP_001655432.1|AAEG	CG33969|NP_001034034.1|DMEL
OG0007518	LOC5574955|XP_021710999.1|AAEG	CG3356|NP_611896.1|DMEL
OG0007519	LOC5575183|XP_021709939.1|AAEG	Magi|NP_611551.1|DMEL
OG0007520	LOC5573356|XP_001660842.2|AAEG	CG5877|NP_573014.2|DMEL
OG0007521	LOC5567361|XP_001657376.2|AAEG	Miga|NP_572476.2|DMEL
OG0007522	LOC5566415|XP_021710266.1|AAEG	Ssu72|NP_608342.1|DMEL
OG0007523	LOC5575516|XP_021710609.1|AAEG	Sobp|NP_610703.3|DMEL
OG0007524	LOC5564364|XP_021706173.1|AAEG	Fnta|NP_608862.1|DMEL
OG0007525	LOC5571035|XP_001659470.1|AAEG	RpII33|NP_477419.1|DMEL
OG0007526	LOC5571024|XP_001659458.2|AAEG	Trissin|NP_650471.2|DMEL
OG0007527	LOC5569796|XP_001653010.1|AAEG	CG6418|NP_648413.1|DMEL
OG0007528	LOC5572184|XP_021710216.1|AAEG	EcR|NP_724460.1|DMEL
OG0007529	LOC5578347|XP_021704792.1|AAEG	CG12869|NP_001369085.1|DMEL
OG0007530	LOC5567240|XP_001651670.2|AAEG	PQBP1|NP_651331.1|DMEL
OG0007531	LOC5567238|XP_001651668.2|AAEG	CG17994|NP_610212.1|DMEL
OG0007532	LOC5567221|XP_001651650.2|AAEG	PIG-Z|NP_001286840.1|DMEL
OG0007533	LOC5567219|XP_001651647.2|AAEG	Est-Q|NP_649321.1|DMEL
OG0007534	LOC5567216|XP_001651645.1|AAEG	D|NP_524066.1|DMEL
OG0007535	LOC5567210|XP_001651639.2|AAEG	sens|NP_524818.1|DMEL
OG0007536	LOC5567207|XP_021710699.1|AAEG	CG6126|NP_650528.1|DMEL
OG0007537	LOC5567198|XP_021709908.1|AAEG	dysc|NP_001261810.1|DMEL
OG0007538	LOC5567190|XP_021710084.1|AAEG	Rgl|NP_001261814.1|DMEL
OG0007539	LOC5567180|XP_021709178.1|AAEG	btv|NP_001036369.3|DMEL
OG0007540	LOC5567179|XP_001651608.1|AAEG	PNPase|NP_651867.2|DMEL
OG0007541	LOC110679261|XP_021709179.1|AAEG	fand|NP_610891.1|DMEL
OG0007542	LOC5567178|XP_021706240.1|AAEG	CG6758|NP_611647.1|DMEL
OG0007543	LOC5571202|XP_001659588.2|AAEG	anne|NP_001096849.1|DMEL
OG0007544	LOC5571904|XP_001660002.1|AAEG	Pop2|NP_001287041.1|DMEL
OG0007545	LOC5574817|XP_021711563.1|AAEG	CG10466|NP_610003.1|DMEL
OG0007546	LOC5577750|XP_001663523.2|AAEG	PIG-P|NP_651459.2|DMEL
OG0007547	LOC5579104|XP_021707664.1|AAEG	EMRE|NP_611294.1|DMEL
OG0007548	LOC5572083|XP_021707928.1|AAEG	pns|NP_647620.1|DMEL
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	CRIF|NP_649333.1|DMEL
OG0007550	LOC5566064|XP_021711259.1|AAEG	Liprin-beta|NP_648661.1|DMEL
OG0007551	LOC5566044|XP_021711454.1|AAEG	CG12769|NP_001286181.1|DMEL
OG0007552	LOC5566045|XP_001650420.1|AAEG	CG4291|NP_608551.1|DMEL
OG0007553	LOC5566061|XP_001650421.1|AAEG	CG17260|NP_608744.1|DMEL
OG0007554	LOC5578125|XP_001656772.1|AAEG	SH3PX1|NP_648348.1|DMEL
OG0007555	LOC5578084|XP_021710051.1|AAEG	CG9646|NP_611183.1|DMEL
OG0007556	LOC5578086|XP_021706803.1|AAEG	nord|NP_611900.1|DMEL
OG0007557	LOC5578088|XP_021710800.1|AAEG	CG3376|NP_001246491.1|DMEL
OG0007558	LOC5578097|XP_021706575.1|AAEG	kn|NP_001097317.1|DMEL
OG0007559	LOC5578100|XP_001656796.2|AAEG	PrBP|NP_609246.1|DMEL
OG0007560	LOC5578115|XP_001656813.2|AAEG	atk|NP_649228.1|DMEL
OG0007561	LOC5578903|XP_021708574.1|AAEG	CG14082|NP_001262035.1|DMEL
OG0007562	LOC5580212|XP_001662072.2|AAEG	byn|NP_524031.2|DMEL
OG0007563	LOC5568521|XP_001652343.2|AAEG	CG7430|NP_649017.1|DMEL
OG0007564	LOC110677853|XP_021705246.1|AAEG	CG11279|NP_648628.1|DMEL
OG0007565	LOC5566872|XP_021705357.1|AAEG	Cad96Ca|NP_651349.1|DMEL
OG0007566	LOC5566867|XP_021710072.1|AAEG	Cpsf160|NP_995833.1|DMEL
OG0007567	LOC5564584|XP_001648922.2|AAEG	Pdhb|NP_651668.1|DMEL
OG0007568	LOC5564591|XP_021707551.1|AAEG	Orc3|NP_476904.1|DMEL
OG0007569	LOC5564588|XP_021704602.1|AAEG	Rep|NP_477420.1|DMEL
OG0007570	LOC5564593|XP_001648925.2|AAEG	ValRS|NP_001260946.1|DMEL
OG0007571	LOC5564598|XP_001648926.2|AAEG	FLASH|NP_610845.1|DMEL
OG0007572	LOC5564582|XP_021705472.1|AAEG	CG6907|NP_608932.1|DMEL
OG0007573	LOC5564589|XP_001648945.2|AAEG	CysRS|NP_611087.1|DMEL
OG0007574	LOC5579923|XP_021705877.1|AAEG	Adck1|NP_611947.2|DMEL
OG0007575	LOC5579925|XP_021705957.1|AAEG	bdg|NP_611064.2|DMEL
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	Imp|NP_001245616.1|DMEL
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	Taf8|NP_523397.1|DMEL
OG0007578	LOC5577286|XP_021706718.1|AAEG	chif|NP_523583.2|DMEL
OG0007579	LOC5573261|XP_001654472.1|AAEG	Gle1|NP_610400.1|DMEL
OG0007580	LOC5573262|XP_021709471.1|AAEG	CG13449|NP_648787.2|DMEL
OG0007581	LOC5573265|XP_021707203.1|AAEG	CG17904|NP_609805.1|DMEL
OG0007582	LOC5573266|XP_021707044.1|AAEG	CG11857|NP_001303417.1|DMEL
OG0007583	LOC5573269|XP_021707075.1|AAEG	Ppcdc|NP_726105.1|DMEL
OG0007584	LOC5574192|XP_021707347.1|AAEG	HERC2|NP_608388.2|DMEL
OG0007585	LOC5574191|XP_001661248.1|AAEG	Grip163|NP_648537.2|DMEL
OG0007586	LOC5574174|XP_021708031.1|AAEG	CG16890|NP_609671.1|DMEL
OG0007587	LOC5567490|XP_021708142.1|AAEG	CG30389|NP_001261116.1|DMEL
OG0007588	LOC5567489|XP_001657496.1|AAEG	CG12547|NP_001036460.1|DMEL
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	CG1575|NP_572440.1|DMEL
OG0007590	LOC5567461|XP_021708534.1|AAEG	Trl|NP_001261846.1|DMEL
OG0007591	LOC5567458|XP_001657458.1|AAEG	CG30338|NP_724811.1|DMEL
OG0007592	LOC5567453|XP_001657457.1|AAEG	CG17807|NP_611690.2|DMEL
OG0007593	LOC5571923|XP_021708638.1|AAEG	MAPk-Ak2|NP_524769.1|DMEL
OG0007594	LOC5566548|XP_001650943.2|AAEG	CG12929|NP_610502.1|DMEL
OG0007595	LOC5566544|XP_001650939.1|AAEG	CG16926|NP_652364.3|DMEL
OG0007596	LOC5566535|XP_001650927.1|AAEG	Pex2|NP_648210.1|DMEL
OG0007597	LOC5563691|XP_001647963.1|AAEG	CG32202|NP_730354.2|DMEL
OG0007598	LOC5568961|XP_001652621.1|AAEG	bug|NP_611065.1|DMEL
OG0007599	LOC5576161|XP_021709806.1|AAEG	CG10171|NP_729888.1|DMEL
OG0007600	LOC5568951|XP_001652611.1|AAEG	Bet1|NP_649096.1|DMEL
OG0007601	LOC5565426|XP_001649804.1|AAEG	CG12355|NP_001097610.1|DMEL
OG0007602	LOC5565447|XP_001649793.1|AAEG	Rpb8|NP_649352.1|DMEL
OG0007603	LOC5565439|XP_021710531.1|AAEG	CG11247|NP_001097659.1|DMEL
OG0007604	LOC5567876|XP_001651907.1|AAEG	CG13875|NP_612005.1|DMEL
OG0007605	LOC5576319|XP_021710862.1|AAEG	Ten-m|NP_001262211.1|DMEL
OG0007606	LOC5576326|XP_001656061.1|AAEG	Pi3K68D|NP_524028.2|DMEL
OG0007607	LOC5564131|XP_021711054.1|AAEG	CG5455|NP_651481.1|DMEL
OG0007608	LOC5564115|XP_001648450.1|AAEG	CG4042|NP_649250.2|DMEL
OG0007609	LOC5564110|XP_001648448.1|AAEG	nmdyn-D6|NP_572965.1|DMEL
OG0007610	LOC5566702|XP_021711360.1|AAEG	dila|NP_001137629.2|DMEL
OG0007611	LOC5566699|XP_021711392.1|AAEG	PMCA|NP_001033803.3|DMEL
OG0007612	LOC5566698|XP_001651106.2|AAEG	trpl|NP_476895.1|DMEL
OG0007613	LOC5566687|XP_001651094.2|AAEG	Xbp1|NP_726032.4|DMEL
OG0007614	LOC5568587|XP_021711605.1|AAEG	Usp5|NP_001334708.1|DMEL
OG0007615	LOC5568588|XP_001652419.1|AAEG	aay|NP_524001.2|DMEL
OG0007616	LOC5568603|XP_001652417.2|AAEG	Atg14|NP_651669.1|DMEL
OG0007617	LOC5568590|XP_001652422.2|AAEG	sff|NP_648814.3|DMEL
OG0007618	LOC5568592|XP_001652424.2|AAEG	nan|NP_001261833.1|DMEL
OG0007619	LOC5568593|XP_021711620.1|AAEG	Abp1|NP_648657.1|DMEL
OG0007620	LOC5568599|XP_021711641.1|AAEG	upSET|NP_648681.1|DMEL
OG0007621	LOC5569134|XP_001652738.2|AAEG	CG8027|NP_610469.3|DMEL
OG0007622	LOC5569135|XP_021704146.1|AAEG	Eip75B|NP_730321.1|DMEL
OG0007623	LOC5569142|XP_021704189.1|AAEG	CG17233|NP_730500.1|DMEL
OG0007624	LOC5573214|XP_001654439.2|AAEG	Six4|NP_649256.1|DMEL
OG0007625	LOC5573208|XP_021704307.1|AAEG	CG42671|NP_001287029.1|DMEL
OG0007626	LOC5573228|XP_001654433.1|AAEG	CG2211|NP_612102.2|DMEL
OG0007627	LOC5573216|XP_001654431.1|AAEG	l_3_02640|NP_612103.1|DMEL
OG0007628	LOC5572034|XP_001660142.1|AAEG	fd102C|NP_651951.1|DMEL
OG0007629	LOC110680484|XP_021711981.1|AAEG	CG13667|NP_648220.1|DMEL
OG0007664	LOC5579633|XP_021694454.1|AAEG	Kif19A|NP_996208.1|DMEL
OG0007665	LOC5575983|XP_021694469.1|AAEG	Myc|NP_525062.2|DMEL
OG0007666	LOC5566218|XP_001650621.2|AAEG	CG10804|NP_001138150.1|DMEL
OG0007667	LOC5574530|XP_001655183.2|AAEG	wap|NP_608461.1|DMEL
OG0007668	LOC5572032|XP_001660139.1|AAEG	CG13392|NP_609220.1|DMEL
OG0007669	LOC5572018|XP_001660127.1|AAEG	stnA|NP_001036316.1|DMEL
OG0007670	LOC5572019|XP_021694526.1|AAEG	stnB|NP_001036319.2|DMEL
OG0007671	LOC5579819|XP_021694539.1|AAEG	CAH3|NP_572497.1|DMEL
OG0007672	LOC5564262|XP_001648601.2|AAEG	O-fut2|NP_569916.1|DMEL
OG0007673	LOC5574715|XP_001655294.1|AAEG	CG6066|NP_651538.1|DMEL
OG0007674	LOC5574714|XP_021694711.1|AAEG	NFAT|NP_001096974.1|DMEL
OG0007675	LOC5567109|XP_021694820.1|AAEG	Pdcd4|NP_001096977.1|DMEL
OG0007676	LOC5579417|XP_001647719.2|AAEG	Tsf1|NP_523401.2|DMEL
OG0007677	LOC5564702|XP_021694824.1|AAEG	CG4558|NP_001162683.1|DMEL
OG0007678	LOC5577043|XP_021694833.1|AAEG	CG32579|NP_001259606.1|DMEL
OG0007679	LOC5574747|XP_021694839.1|AAEG	Dsp1|NP_001138203.1|DMEL
OG0007680	LOC5580053|XP_001654817.2|AAEG	CG31694|NP_722858.1|DMEL
OG0007681	LOC110674813|XP_021694898.1|AAEG	MED25|NP_650854.1|DMEL
OG0007682	LOC5566204|XP_021694939.1|AAEG	CG8916|NP_573090.3|DMEL
OG0007683	LOC5568331|XP_021694941.1|AAEG	CG14207|NP_728275.1|DMEL
OG0007684	LOC5568330|XP_001657986.2|AAEG	Rtc1|NP_572919.1|DMEL
OG0007685	LOC5564956|XP_021694953.1|AAEG	sd|NP_001368984.1|DMEL
OG0007686	LOC5576498|XP_021694976.1|AAEG	CG4301|NP_573125.1|DMEL
OG0007687	LOC110674836|XP_021695005.1|AAEG	peb|NP_476674.3|DMEL
OG0007688	LOC5577553|XP_001663425.2|AAEG	CG5986|NP_651207.1|DMEL
OG0007689	LOC5572116|XP_001660190.2|AAEG	Npc1b|NP_608417.2|DMEL
OG0007690	LOC5579456|XP_021695153.1|AAEG	AMPdeam|NP_001285233.1|DMEL
OG0007691	LOC5573614|XP_001660939.2|AAEG	CG4884|NP_651604.1|DMEL
OG0007692	LOC5579011|XP_021695301.1|AAEG	CG15760|NP_001259527.1|DMEL
OG0007693	LOC5579009|XP_001664189.2|AAEG	CG7556|NP_573354.1|DMEL
OG0007694	LOC5565024|XP_001649367.2|AAEG	CG7275|NP_648767.1|DMEL
OG0007695	LOC5566765|XP_021701470.1|AAEG	CG5921|NP_727061.2|DMEL
OG0007696	LOC5566767|XP_021702078.1|AAEG	CG14074|NP_001246826.1|DMEL
OG0007697	LOC5573524|XP_001660921.1|AAEG	nAChRbeta1|NP_523927.2|DMEL
OG0007698	LOC5573520|XP_001660919.2|AAEG	CG43313|NP_572853.2|DMEL
OG0007699	LOC5569928|XP_021704115.1|AAEG	CARPA|NP_572407.3|DMEL
OG0007700	LOC5569932|XP_021705373.1|AAEG	Mct1|NP_477334.2|DMEL
OG0007701	LOC5568402|XP_021705509.1|AAEG	CG15765|NP_572269.1|DMEL
OG0007702	LOC5568405|XP_021705959.1|AAEG	fz3|NP_001096859.1|DMEL
OG0007703	LOC5574013|XP_001661100.1|AAEG	CG11436|NP_572169.1|DMEL
OG0007704	LOC5571986|XP_021711684.1|AAEG	Sox100B|NP_651839.1|DMEL
OG0007705	LOC5571976|XP_001660081.1|AAEG	CG6891|NP_573323.1|DMEL
OG0007706	LOC110681501|XP_021713061.1|AAEG	wgn|NP_728186.1|DMEL
OG0007707	LOC5571379|XP_021713067.1|AAEG	rut|NP_511156.2|DMEL
OG0007708	LOC23687681|XP_021713268.1|AAEG	Ac13E|NP_001259575.1|DMEL
OG0007709	LOC5569753|XP_021693528.1|AAEG	CG1673|NP_572884.1|DMEL
