Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC117588305|XP_034135382.1|DGUA
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC117588351|XP_034135454.1|DGUA
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC117581592|XP_034124838.1|DGUA
OG0007668	LOC5572032|XP_001660139.1|AAEG	LOC117588120|XP_034135088.1|DGUA
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC117581446|XP_034124546.1|DGUA
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC117581445|XP_034124545.1|DGUA
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC117590313|XP_034138692.1|DGUA
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC117588344|XP_034135445.1|DGUA
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC117582844|XP_034126789.1|DGUA
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC117588475|XP_034135657.1|DGUA
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC117581560|XP_034124782.1|DGUA
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC117588566|XP_034135847.1|DGUA
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC117581163|XP_034123996.1|DGUA
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC117588410|XP_034135567.1|DGUA
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC117590964|XP_034139910.1|DGUA
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC117584579|XP_034129446.1|DGUA
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC117585357|XP_034130694.1|DGUA
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC117588312|XP_034135394.1|DGUA
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC117590909|XP_034139831.1|DGUA
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC117590850|XP_034139738.1|DGUA
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC117588540|XP_034135800.1|DGUA
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC117590349|XP_034138773.1|DGUA
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC117580817|XP_034123427.1|DGUA
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC117585600|XP_034131036.1|DGUA
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC117588511|XP_034135723.1|DGUA
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC117588274|XP_034135327.1|DGUA
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC117583692|XP_034128060.1|DGUA
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC117588440|XP_034135613.1|DGUA
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC117590324|XP_034138707.1|DGUA
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC117591228|XP_034140293.1|DGUA
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC117580620|XP_034123089.1|DGUA
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC117579555|XP_034121365.1|DGUA
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC117579546|XP_034121353.1|DGUA
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC117590939|XP_034139872.1|DGUA
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC117581270|XP_034124172.1|DGUA
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC117580879|XP_034123520.1|DGUA
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC117581090|XP_034123867.1|DGUA
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC117581081|XP_034123855.1|DGUA
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC117590992|XP_034139961.1|DGUA
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC117583540|XP_034127787.1|DGUA
OG0007705	LOC5571976|XP_001660081.1|AAEG	LOC117580629|XP_034123102.1|DGUA
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC117580720|XP_034123275.1|DGUA
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC117590453|XP_034138964.1|DGUA
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC117580924|XP_034123579.1|DGUA
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC117580985|XP_034123671.1|DGUA
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC117590350|XP_034138776.1|DGUA
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC117580833|XP_034123462.1|DGUA
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC117581549|XP_034124758.1|DGUA
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC117590506|XP_034139059.1|DGUA
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC117581285|XP_034124200.1|DGUA
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC117588535|XP_034135785.1|DGUA
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC117580699|XP_034123230.1|DGUA
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC117583035|XP_034127084.1|DGUA
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC117581202|XP_034124065.1|DGUA
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC117581468|XP_034124580.1|DGUA
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC117581444|XP_034124543.1|DGUA
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC117581291|XP_034124215.1|DGUA
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC117580865|XP_034123505.1|DGUA
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC117580777|XP_034123364.1|DGUA
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC117582275|XP_034125794.1|DGUA
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC117588514|XP_034135731.1|DGUA
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC117581100|XP_034123882.1|DGUA
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC117580973|XP_034123657.1|DGUA
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC117581433|XP_034124496.1|DGUA
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC117581098|XP_034123878.1|DGUA
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC117581191|XP_034124040.1|DGUA
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC117579799|XP_034121761.1|DGUA
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC117588269|XP_034135314.1|DGUA
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC117591017|XP_034139994.1|DGUA
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC117588445|XP_034135619.1|DGUA
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC117591495|XP_034140677.1|DGUA
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC117588398|XP_034135542.1|DGUA
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC117589799|XP_034137898.1|DGUA
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC117583414|XP_034127595.1|DGUA
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC117581085|XP_034123861.1|DGUA
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC117590836|XP_034139717.1|DGUA
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC117590514|XP_034139096.1|DGUA
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC117590962|XP_034139905.1|DGUA
OG0007743	LOC5567099|XP_001651499.3|AAEG	LOC117585478|XP_034130861.1|DGUA
OG0007744	LOC5565275|XP_021701816.1|AAEG	LOC117588533|XP_034135782.1|DGUA
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC117589534|XP_034137419.1|DGUA
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC117585459|XP_034130840.1|DGUA
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC117580633|XP_034123112.1|DGUA
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC117588617|XP_034135919.1|DGUA
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC117580929|XP_034123600.1|DGUA
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC117583807|XP_034128278.1|DGUA
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC117582280|XP_034125803.1|DGUA
OG0007752	LOC5564061|XP_001648364.2|AAEG	LOC117580945|XP_034123619.1|DGUA
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC117581239|XP_034124116.1|DGUA
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC117588747|XP_034136116.1|DGUA
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC117588632|XP_034135953.1|DGUA
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC117581399|XP_034124433.1|DGUA
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC117591157|XP_034140166.1|DGUA
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC117591575|XP_034140779.1|DGUA
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC117583252|XP_034127369.1|DGUA
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC117580976|XP_034123661.1|DGUA
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC117588460|XP_034135639.1|DGUA
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC117588629|XP_034135945.1|DGUA
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC117582285|XP_034125813.1|DGUA
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC117581112|XP_034123909.1|DGUA
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC117581122|XP_034123938.1|DGUA
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC117589937|XP_034138112.1|DGUA
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC117590637|XP_034139356.1|DGUA
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC117581305|XP_034124239.1|DGUA
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC117588263|XP_034135289.1|DGUA
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC117588264|XP_034135290.1|DGUA
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC117591532|XP_034140715.1|DGUA
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC117591492|XP_034140670.1|DGUA
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC117587556|XP_034134256.1|DGUA
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC117579852|XP_034121849.1|DGUA
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC117590239|XP_034138602.1|DGUA
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC117588451|XP_034135628.1|DGUA
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC117581563|XP_034124787.1|DGUA
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC117581079|XP_034123853.1|DGUA
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC117589135|XP_034136711.1|DGUA
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC117590273|XP_034138649.1|DGUA
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC117581198|XP_034124049.1|DGUA
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC117580754|XP_034123339.1|DGUA
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC117590108|XP_034138347.1|DGUA, LOC117588792|XP_034136190.1|DGUA
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC117585722|XP_034131249.1|DGUA
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC117580666|XP_034123169.1|DGUA
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC117581942|XP_034125314.1|DGUA
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC117583623|XP_034127962.1|DGUA
OG0007788	LOC5572776|XP_001654175.2|AAEG	LOC117589873|XP_034138036.1|DGUA
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC117589645|XP_034137668.1|DGUA
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC117583359|XP_034127519.1|DGUA
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC117583361|XP_034127530.1|DGUA
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC117581605|XP_034124857.1|DGUA
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC117586564|XP_034132614.1|DGUA
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC117591512|XP_034140696.1|DGUA
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC117581258|XP_034124156.1|DGUA
OG0007796	LOC5568342|XP_001657996.1|AAEG	LOC117584974|XP_034130067.1|DGUA
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC117591463|XP_034140635.1|DGUA
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC117589681|XP_034137726.1|DGUA
OG0007800	LOC5577525|XP_001656527.2|AAEG	LOC117583432|XP_034127622.1|DGUA
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC117585302|XP_034130622.1|DGUA
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC117583772|XP_034128216.1|DGUA
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC117583146|XP_034127226.1|DGUA
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC117591431|XP_034140583.1|DGUA
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC117591444|XP_034140600.1|DGUA
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC117591443|XP_034140599.1|DGUA
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC117585670|XP_034131158.1|DGUA
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC117581440|XP_034124535.1|DGUA
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC117587798|XP_034134634.1|DGUA
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC117589558|XP_034137461.1|DGUA
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC117590221|XP_034138579.1|DGUA
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC117582886|XP_034126855.1|DGUA
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC117581236|XP_034124113.1|DGUA
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC117590258|XP_034138635.1|DGUA
OG0007816	LOC5580205|XP_001655617.2|AAEG	LOC117589185|XP_034136799.1|DGUA
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC117585149|XP_034130370.1|DGUA
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC117591411|XP_034140555.1|DGUA
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC117582963|XP_034126967.1|DGUA
OG0007821	LOC5580172|XP_021692938.1|AAEG	LOC117591459|XP_034140624.1|DGUA
OG0007822	LOC5580169|XP_021692934.1|AAEG	LOC117591458|XP_034140620.1|DGUA
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC117591461|XP_034140628.1|DGUA
OG0007824	LOC5578277|XP_001663805.2|AAEG	LOC117585565|XP_034130988.1|DGUA
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC117583376|XP_034127550.1|DGUA
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC117581627|XP_034124886.1|DGUA
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC117586896|XP_034133131.1|DGUA
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC117590192|XP_034138511.1|DGUA
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC117589946|XP_034138128.1|DGUA
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC117580800|XP_034123390.1|DGUA
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC117581294|XP_034124222.1|DGUA
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC117591175|XP_034140190.1|DGUA
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC117585181|XP_034130415.1|DGUA
OG0007836	LOC5576721|XP_001656228.2|AAEG	LOC117583575|XP_034127845.1|DGUA
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC117582833|XP_034126779.1|DGUA
OG0007838	LOC5573635|XP_001660962.2|AAEG	LOC117582912|XP_034126897.1|DGUA
OG0007839	LOC5573310|XP_001654530.1|AAEG	LOC117590263|XP_034138640.1|DGUA
OG0007840	LOC5573056|XP_001654378.1|AAEG	LOC117583630|XP_034127969.1|DGUA
OG0007841	LOC5577932|XP_021694422.1|AAEG	LOC117585375|XP_034130713.1|DGUA
OG0007842	LOC5575947|XP_021693726.1|AAEG	LOC117583661|XP_034128014.1|DGUA
OG0007843	LOC5576515|XP_001662708.2|AAEG	LOC117583124|XP_034127207.1|DGUA
OG0007844	LOC5565598|XP_021693787.1|AAEG	LOC117592705|XP_034142564.1|DGUA
OG0007845	LOC5565599|XP_021693790.1|AAEG	LOC117589940|XP_034138117.1|DGUA
OG0007846	LOC5565605|XP_021693796.1|AAEG	LOC117591153|XP_034140159.1|DGUA
OG0007847	LOC5565602|XP_021693797.1|AAEG	LOC117585305|XP_034130625.1|DGUA
OG0007848	LOC5565926|XP_001650302.2|AAEG	LOC117585145|XP_034130366.1|DGUA
OG0007849	LOC5565958|XP_001650298.2|AAEG	LOC117589731|XP_034137797.1|DGUA
OG0007850	LOC5565936|XP_001650296.2|AAEG	LOC117589727|XP_034137790.1|DGUA
OG0007851	LOC5565961|XP_021693928.1|AAEG	LOC117583449|XP_034127639.1|DGUA
OG0007852	LOC110674691|XP_021694427.1|AAEG	LOC117583023|XP_034127065.1|DGUA
OG0007853	LOC5573537|XP_001654672.2|AAEG	LOC117583610|XP_034127939.1|DGUA
OG0007854	LOC5573534|XP_021693955.1|AAEG	LOC117585006|XP_034130136.1|DGUA
OG0007855	LOC5579957|XP_001658473.2|AAEG	LOC117583178|XP_034127269.1|DGUA
OG0007856	LOC110674221|XP_021694064.1|AAEG	LOC117585156|XP_034130380.1|DGUA
OG0007857	LOC5565635|XP_021694071.1|AAEG	LOC117582917|XP_034126905.1|DGUA
OG0007858	LOC5578918|XP_021694074.1|AAEG	LOC117581776|XP_034125090.1|DGUA
OG0007859	LOC5576111|XP_001662456.2|AAEG	LOC117581197|XP_034124048.1|DGUA
OG0007860	LOC5576119|XP_001662466.1|AAEG	LOC117585387|XP_034130727.1|DGUA
OG0007861	LOC5576129|XP_001662475.2|AAEG	LOC117585113|XP_034130285.1|DGUA
OG0007862	LOC5576130|XP_001662476.2|AAEG	LOC117590537|XP_034139154.1|DGUA, LOC117590538|XP_034139156.1|DGUA
OG0007863	LOC5576133|XP_001662481.2|AAEG	LOC117584207|XP_034128867.1|DGUA
OG0007864	LOC5565140|XP_021694141.1|AAEG	LOC117584962|XP_034130047.1|DGUA
OG0007865	LOC110674239|XP_021694150.1|AAEG	LOC117580131|XP_034122315.1|DGUA
OG0007866	LOC5577584|XP_021694151.1|AAEG	LOC117589921|XP_034138095.1|DGUA
OG0007867	LOC5565083|XP_021694163.1|AAEG	LOC117583111|XP_034127183.1|DGUA
OG0007868	LOC5572607|XP_021694173.1|AAEG	LOC117583570|XP_034127837.1|DGUA
OG0007869	LOC5566104|XP_021695322.1|AAEG	LOC117581497|XP_034124637.1|DGUA
OG0007870	LOC5571441|XP_001659693.2|AAEG	LOC117586837|XP_034133019.1|DGUA
OG0007871	LOC5579864|XP_001664326.2|AAEG	LOC117580707|XP_034123253.1|DGUA
OG0007872	LOC5575755|XP_021695607.1|AAEG	LOC117580298|XP_034122672.1|DGUA
OG0007873	LOC110675366|XP_021695788.1|AAEG	LOC117580317|XP_034122703.1|DGUA
OG0007874	LOC110675408|XP_021696036.1|AAEG	LOC117581061|XP_034123823.1|DGUA
OG0007875	LOC5575910|XP_021696043.1|AAEG	LOC117592524|XP_034142268.1|DGUA
OG0007876	LOC5572896|XP_021696216.1|AAEG	LOC117581004|XP_034123702.1|DGUA
OG0007877	LOC5579996|XP_021696288.1|AAEG	LOC117581424|XP_034124483.1|DGUA
OG0007878	LOC5570510|XP_001659197.1|AAEG	LOC117592327|XP_034141904.1|DGUA
OG0007879	LOC5566265|XP_021696579.1|AAEG	LOC117586943|XP_034133200.1|DGUA
OG0007880	LOC5574281|XP_001661332.1|AAEG	LOC117580758|XP_034123344.1|DGUA
OG0007881	LOC5572344|XP_021696820.1|AAEG	LOC117587373|XP_034133912.1|DGUA
OG0007882	LOC110675667|XP_021696955.1|AAEG	LOC117587447|XP_034134027.1|DGUA
OG0007883	LOC5576419|XP_021696957.1|AAEG	LOC117587446|XP_034134022.1|DGUA
OG0007884	LOC110675711|XP_021697101.1|AAEG	LOC117586987|XP_034133277.1|DGUA
OG0007885	LOC5572689|XP_001660508.1|AAEG	LOC117592525|XP_034142274.1|DGUA
OG0007886	LOC5578537|XP_021697271.1|AAEG	LOC117588059|XP_034135009.1|DGUA
OG0007887	LOC5575897|XP_021697300.1|AAEG	LOC117587443|XP_034134017.1|DGUA
OG0007888	LOC5579977|XP_001658604.1|AAEG	LOC117587054|XP_034133383.1|DGUA
OG0007889	LOC5579978|XP_021697400.1|AAEG	LOC117589228|XP_034136872.1|DGUA
OG0007890	LOC5579058|XP_001657258.1|AAEG	LOC117589202|XP_034136822.1|DGUA
OG0007891	LOC5567753|XP_001657653.1|AAEG	LOC117585076|XP_034130231.1|DGUA
OG0007892	LOC5572762|XP_001660583.2|AAEG	LOC117578428|XP_034119780.1|DGUA
OG0007893	LOC5572767|XP_021697644.1|AAEG	LOC117591941|XP_034141242.1|DGUA
OG0007894	LOC5571563|XP_021697737.1|AAEG	LOC117586880|XP_034133073.1|DGUA
OG0007895	LOC5565534|XP_021697739.1|AAEG	LOC117589447|XP_034137282.1|DGUA
OG0007896	LOC5565541|XP_001649896.2|AAEG	LOC117579504|XP_034121299.1|DGUA
OG0007897	LOC5573998|XP_001661085.2|AAEG	LOC117589370|XP_034137171.1|DGUA
OG0007898	LOC5568731|XP_001658111.1|AAEG	LOC117589161|XP_034136755.1|DGUA
OG0007899	LOC5566834|XP_021698107.1|AAEG	LOC117587387|XP_034133932.1|DGUA
OG0007900	LOC5573667|XP_001660989.2|AAEG	LOC117585664|XP_034131154.1|DGUA
OG0007901	LOC5574161|XP_001655070.1|AAEG	LOC117579869|XP_034121880.1|DGUA
OG0007902	LOC5579153|XP_001664248.2|AAEG	LOC117581023|XP_034123741.1|DGUA
OG0007903	LOC5571408|XP_021698668.1|AAEG	LOC117588873|XP_034136270.1|DGUA
OG0007904	LOC5571406|XP_021698670.1|AAEG	LOC117580212|XP_034122496.1|DGUA
OG0007905	LOC5569668|XP_001652932.1|AAEG	LOC117582057|XP_034125499.1|DGUA
OG0007906	LOC5564155|XP_021698763.1|AAEG	LOC117579257|XP_034120935.1|DGUA
OG0007907	LOC5567319|XP_021698800.1|AAEG	LOC117589121|XP_034136693.1|DGUA
OG0007908	LOC5572190|XP_001653860.2|AAEG	LOC117589123|XP_034136695.1|DGUA
OG0007909	LOC5572189|XP_001653847.2|AAEG	LOC117591198|XP_034140229.1|DGUA
OG0007910	LOC5575606|XP_001662092.2|AAEG	LOC117580320|XP_034122707.1|DGUA
OG0007911	LOC5572502|XP_001660442.2|AAEG	LOC117586911|XP_034133151.1|DGUA
OG0007912	LOC5572504|XP_001660444.2|AAEG	LOC117586914|XP_034133153.1|DGUA
OG0007913	LOC110676274|XP_021699205.1|AAEG	LOC117586915|XP_034133154.1|DGUA
OG0007914	LOC110676292|XP_021699291.1|AAEG	LOC117587486|XP_034134119.1|DGUA
OG0007915	LOC5571046|XP_001659483.1|AAEG	LOC117589085|XP_034136611.1|DGUA
OG0007916	LOC110676318|XP_021699420.1|AAEG	LOC117587967|XP_034134867.1|DGUA
OG0007917	LOC110676370|XP_021699636.1|AAEG	LOC117591166|XP_034140181.1|DGUA
OG0007918	LOC5575622|XP_021699697.1|AAEG	LOC117578466|XP_034119889.1|DGUA
OG0007919	LOC5567705|XP_001651871.2|AAEG	LOC117588098|XP_034135063.1|DGUA
OG0007920	LOC5567703|XP_001651869.2|AAEG	LOC117592547|XP_034142310.1|DGUA
OG0007921	LOC5567694|XP_001651855.1|AAEG	LOC117578892|XP_034120587.1|DGUA
OG0007922	LOC5575902|XP_021699835.1|AAEG	LOC117586063|XP_034131799.1|DGUA
OG0007923	LOC5574835|XP_021699842.1|AAEG	LOC117591193|XP_034140222.1|DGUA
OG0007924	LOC5574644|XP_021699901.1|AAEG	LOC117586767|XP_034132965.1|DGUA
OG0007925	LOC5572043|XP_021699922.1|AAEG	LOC117578605|XP_034120091.1|DGUA
OG0007926	LOC5569988|XP_001658877.1|AAEG	LOC117587152|XP_034133552.1|DGUA
OG0007927	LOC5569985|XP_021700016.1|AAEG	LOC117587630|XP_034134383.1|DGUA
OG0007928	LOC5574683|XP_021700061.1|AAEG	LOC117584756|XP_034129746.1|DGUA
OG0007929	LOC5564085|XP_021700070.1|AAEG	LOC117584860|XP_034129895.1|DGUA
OG0007930	LOC110676455|XP_021700084.1|AAEG	LOC117590032|XP_034138232.1|DGUA
OG0007931	LOC5571144|XP_001653457.2|AAEG	LOC117587914|XP_034134786.1|DGUA
OG0007932	LOC5568633|XP_021700315.1|AAEG	LOC117590963|XP_034139908.1|DGUA
OG0007933	LOC5568631|XP_021700324.1|AAEG	LOC117584936|XP_034129987.1|DGUA
OG0007934	LOC110675597|XP_021696704.1|AAEG	LOC117588022|XP_034134953.1|DGUA
OG0007935	LOC5575448|XP_001661964.1|AAEG	LOC117588052|XP_034134997.1|DGUA
OG0007936	LOC5578156|XP_021700404.1|AAEG	LOC117584291|XP_034129003.1|DGUA
OG0007937	LOC5580325|XP_021700499.1|AAEG	LOC117581933|XP_034125305.1|DGUA
OG0007938	LOC5577419|XP_001656499.1|AAEG	LOC117584783|XP_034129786.1|DGUA
OG0007939	LOC5564446|XP_021700503.1|AAEG	LOC117582264|XP_034125776.1|DGUA
OG0007940	LOC5577415|XP_021700508.1|AAEG	LOC117582259|XP_034125764.1|DGUA
OG0007941	LOC5578356|XP_001656926.2|AAEG	LOC117591340|XP_034140457.1|DGUA
OG0007942	LOC5566445|XP_001650816.1|AAEG	LOC117588655|XP_034135985.1|DGUA
OG0007943	LOC5566425|XP_021700554.1|AAEG	LOC117587971|XP_034134871.1|DGUA
OG0007944	LOC5565687|XP_021700587.1|AAEG	LOC117586908|XP_034133148.1|DGUA
OG0007945	LOC5570921|XP_001653400.2|AAEG	LOC117584080|XP_034128719.1|DGUA
OG0007947	LOC5571730|XP_001659882.2|AAEG	LOC117587818|XP_034134666.1|DGUA
OG0007948	LOC5571432|XP_021700743.1|AAEG	LOC117583977|XP_034128574.1|DGUA
OG0007949	LOC5570422|XP_001659133.3|AAEG	LOC117580823|XP_034123434.1|DGUA
OG0007950	LOC5574308|XP_021700852.1|AAEG	LOC117581792|XP_034125114.1|DGUA
OG0007951	LOC5564717|XP_021700853.1|AAEG	LOC117584678|XP_034129598.1|DGUA
OG0007952	LOC5574304|XP_001655089.1|AAEG	LOC117581967|XP_034125343.1|DGUA
OG0007953	LOC5564304|XP_021700920.1|AAEG	LOC117587663|XP_034134445.1|DGUA
OG0007954	LOC5576296|XP_021700956.1|AAEG	LOC117587858|XP_034134715.1|DGUA
OG0007955	LOC5565359|XP_021700980.1|AAEG	LOC117587905|XP_034134774.1|DGUA
OG0007956	LOC5565369|XP_001649728.1|AAEG	LOC117588036|XP_034134973.1|DGUA
OG0007957	LOC5566514|XP_021701158.1|AAEG	LOC117584751|XP_034129734.1|DGUA
OG0007958	LOC5571663|XP_001653749.1|AAEG	LOC117590420|XP_034138918.1|DGUA
OG0007959	LOC5571659|XP_021701191.1|AAEG	LOC117582020|XP_034125436.1|DGUA
