Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC108114422|XP_017080898.1|DEUG
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC108108785|XP_017072447.1|DEUG
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC108108714|XP_017072336.1|DEUG
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC108114495|XP_017081004.1|DEUG
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC108114407|XP_017080871.1|DEUG
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC108114540|XP_017081072.1|DEUG
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC108108048|XP_017071411.1|DEUG
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC108105471|XP_017067560.1|DEUG
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC108103530|XP_017064545.1|DEUG
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC108105037|XP_017066926.1|DEUG
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC108103307|XP_017064219.1|DEUG
OG0007141	LOC5571901|XP_001653816.1|AAEG	LOC108105533|XP_017067652.1|DEUG
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC108108751|XP_017072399.1|DEUG
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC108111408|XP_017076350.1|DEUG
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC108108340|XP_017071865.1|DEUG
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC108117509|XP_017085486.1|DEUG
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC108113610|XP_017079759.1|DEUG
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC108117314|XP_017085172.1|DEUG
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC108104949|XP_017066804.1|DEUG
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC108112875|XP_017078699.1|DEUG
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC108108674|XP_017072267.1|DEUG
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC108114168|XP_017080449.1|DEUG
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC108105083|XP_017066995.1|DEUG
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC108105067|XP_017066976.1|DEUG
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC108112611|XP_017078191.1|DEUG
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC108106598|XP_017069278.1|DEUG
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC108110169|XP_017074582.1|DEUG
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC108115366|XP_017082282.1|DEUG
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC108107936|XP_017071253.1|DEUG
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC108118537|XP_017086776.1|DEUG
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC108116484|XP_017083906.1|DEUG
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC108105535|XP_017067655.1|DEUG
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC108117601|XP_017085607.1|DEUG
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC108109367|XP_017073333.1|DEUG
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC108109372|XP_017073344.1|DEUG
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC108109981|XP_017074296.1|DEUG
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC108109790|XP_017073973.1|DEUG
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC108110051|XP_017074416.1|DEUG
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC108105066|XP_017066975.1|DEUG
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC108103627|XP_017064663.1|DEUG
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC108114972|XP_017081679.1|DEUG
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC108103861|XP_017065056.1|DEUG
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC108118527|XP_017086763.1|DEUG
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC108118524|XP_017086761.1|DEUG
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC108115730|XP_017082793.1|DEUG
OG0007175	LOC5566392|XP_021710584.1|AAEG	LOC108108244|XP_017071702.1|DEUG
OG0007176	LOC5574394|XP_001655107.1|AAEG	LOC108113753|XP_017079936.1|DEUG
OG0007177	LOC5574401|XP_001655108.1|AAEG	LOC108115310|XP_017082201.1|DEUG
OG0007178	LOC5574406|XP_001655113.1|AAEG	LOC108109496|XP_017073522.1|DEUG
OG0007179	LOC5574409|XP_001655116.1|AAEG	LOC108116213|XP_017083488.1|DEUG
OG0007180	LOC5574410|XP_001655117.1|AAEG	LOC108115303|XP_017082190.1|DEUG
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC108105530|XP_017067649.1|DEUG
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC108117242|XP_017085069.1|DEUG
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC108117115|XP_017084828.1|DEUG
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC108117326|XP_017085187.1|DEUG
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC108102699|XP_017063334.1|DEUG
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC108111514|XP_017076519.1|DEUG
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC108113600|XP_017079742.1|DEUG
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC108117540|XP_017085534.1|DEUG
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC108110314|XP_017074820.1|DEUG
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC108116480|XP_017083900.1|DEUG
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC108108497|XP_017072052.1|DEUG
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC108118353|XP_017086489.1|DEUG
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC108118351|XP_017086486.1|DEUG
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC108104431|XP_017065977.1|DEUG
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC108114939|XP_017081613.1|DEUG
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC108115843|XP_017082944.1|DEUG
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC108105994|XP_017068317.1|DEUG
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC108117041|XP_017084702.1|DEUG
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC108105287|XP_017067265.1|DEUG
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC108116477|XP_017083896.1|DEUG
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC108107915|XP_017071224.1|DEUG
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC108114131|XP_017080393.1|DEUG
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC108114128|XP_017080389.1|DEUG
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC108104935|XP_017066783.1|DEUG
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC108114555|XP_017081091.1|DEUG
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC108116383|XP_017083728.1|DEUG
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC108113768|XP_017079955.1|DEUG
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC108110447|XP_017075008.1|DEUG
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC108110430|XP_017074989.1|DEUG
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC108117195|XP_017084987.1|DEUG
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC108116472|XP_017083892.1|DEUG
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC108111383|XP_017076305.1|DEUG
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC108113173|XP_017079178.1|DEUG
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC108114537|XP_017081064.1|DEUG
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC108116443|XP_017083842.1|DEUG
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC108111460|XP_017076418.1|DEUG
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC108107328|XP_017070303.1|DEUG
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC108109385|XP_017073369.1|DEUG
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC108116157|XP_017083381.1|DEUG
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC108117320|XP_017085179.1|DEUG
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC108113594|XP_017079735.1|DEUG
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC108105550|XP_017067674.1|DEUG
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC108109389|XP_017073375.1|DEUG
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC108117300|XP_017085149.1|DEUG
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC108105617|XP_017067787.1|DEUG
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC108109470|XP_017073481.1|DEUG
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC108108239|XP_017071695.1|DEUG
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC108107911|XP_017071216.1|DEUG
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC108110205|XP_017074670.1|DEUG
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC108105299|XP_017067281.1|DEUG
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC108111795|XP_017076874.1|DEUG
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC108107849|XP_017071093.1|DEUG
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC108108128|XP_017071538.1|DEUG
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC108107630|XP_017070689.1|DEUG
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC108108232|XP_017071687.1|DEUG
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC108115068|XP_017081806.1|DEUG
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC108109476|XP_017073490.1|DEUG
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC108102348|XP_017062686.1|DEUG
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC108115025|XP_017081756.1|DEUG
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC108105277|XP_017067255.1|DEUG
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC108117099|XP_017084804.1|DEUG
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC108117084|XP_017084749.1|DEUG
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC108103910|XP_017065148.1|DEUG
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC108116253|XP_017083531.1|DEUG
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC108111322|XP_017076208.1|DEUG
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC108111799|XP_017076878.1|DEUG
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC108106744|XP_017069470.1|DEUG
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC108105450|XP_017067527.1|DEUG
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC108105012|XP_017066883.1|DEUG
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC108110143|XP_017074547.1|DEUG
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC108109504|XP_017073534.1|DEUG
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC108110020|XP_017074354.1|DEUG
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC108114406|XP_017080870.1|DEUG
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC108105296|XP_017067277.1|DEUG
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC108103565|XP_017064580.1|DEUG
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC108115304|XP_017082191.1|DEUG
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC108111476|XP_017076437.1|DEUG
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC108111479|XP_017076442.1|DEUG
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC108105485|XP_017067591.1|DEUG
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC108107956|XP_017071283.1|DEUG
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC108112355|XP_017077672.1|DEUG
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC108104376|XP_017065883.1|DEUG
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC108114728|XP_017081325.1|DEUG
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC108108790|XP_017072454.1|DEUG
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC108109730|XP_017073864.1|DEUG
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC108117200|XP_017084994.1|DEUG
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC108105295|XP_017067276.1|DEUG
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC108112921|XP_017078799.1|DEUG
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC108118549|XP_017086792.1|DEUG
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC108111671|XP_017076694.1|DEUG
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC108116519|XP_017083946.1|DEUG
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC108107520|XP_017070550.1|DEUG
OG0007273	LOC5563644|XP_021705396.1|AAEG	LOC108116371|XP_017083700.1|DEUG
OG0007274	LOC5563563|XP_001647885.1|AAEG	LOC108108366|XP_017071901.1|DEUG
OG0007275	LOC5563659|XP_001647883.2|AAEG	LOC108108166|XP_017071594.1|DEUG
OG0007276	LOC5563652|XP_001647882.2|AAEG	LOC108108155|XP_017071577.1|DEUG
OG0007277	LOC23687755|XP_021706437.1|AAEG	LOC108108689|XP_017072282.1|DEUG
OG0007278	LOC5563572|XP_001647861.1|AAEG	LOC108108330|XP_017071848.1|DEUG
OG0007279	LOC5563620|XP_021709402.1|AAEG	LOC108114393|XP_017080852.1|DEUG
OG0007280	LOC5563558|XP_021705604.1|AAEG	LOC108114691|XP_017081273.1|DEUG
OG0007281	LOC5570157|XP_001658959.1|AAEG	LOC108113757|XP_017079941.1|DEUG
OG0007282	LOC5570158|XP_021709430.1|AAEG	LOC108113756|XP_017079940.1|DEUG
OG0007283	LOC5570161|XP_001658963.1|AAEG	LOC108113608|XP_017079755.1|DEUG
OG0007284	LOC5570002|XP_001658891.1|AAEG	LOC108116940|XP_017084576.1|DEUG
OG0007285	LOC5570059|XP_001658892.1|AAEG	LOC108105072|XP_017066984.1|DEUG
OG0007286	LOC5570058|XP_021711449.1|AAEG	LOC108105070|XP_017066980.1|DEUG
OG0007287	LOC5564869|XP_001649227.1|AAEG	LOC108111090|XP_017075919.1|DEUG
OG0007288	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG	LOC108103243|XP_017064133.1|DEUG
OG0007289	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG	LOC108103221|XP_017064109.1|DEUG
OG0007290	LOC5564872|XP_001649208.2|AAEG	LOC108105309|XP_017067291.1|DEUG
OG0007291	LOC5575417|XP_001661938.2|AAEG	LOC108104427|XP_017065972.1|DEUG
OG0007292	LOC5575410|XP_001661930.2|AAEG	LOC108115214|XP_017082049.1|DEUG
OG0007293	LOC5566932|XP_001651346.2|AAEG	LOC108113621|XP_017079772.1|DEUG
OG0007294	LOC5564353|XP_001648704.1|AAEG	LOC108116169|XP_017083394.1|DEUG
OG0007295	LOC5572146|XP_001660223.2|AAEG	LOC108116284|XP_017083559.1|DEUG
OG0007296	LOC5566886|XP_021709054.1|AAEG	LOC108115978|XP_017083119.1|DEUG
OG0007297	LOC5566884|XP_001651259.2|AAEG	LOC108106563|XP_017069261.1|DEUG
OG0007298	LOC5566843|XP_001651256.1|AAEG	LOC108115306|XP_017082193.1|DEUG
OG0007299	LOC5566842|XP_001651252.1|AAEG	LOC108108344|XP_017071870.1|DEUG
OG0007300	LOC5572552|XP_001654071.1|AAEG	LOC108111529|XP_017076538.1|DEUG
OG0007301	LOC5572565|XP_021710773.1|AAEG	LOC108115297|XP_017082178.1|DEUG
OG0007302	LOC5575776|XP_021704892.1|AAEG	LOC108115330|XP_017082232.1|DEUG
OG0007303	LOC5576103|XP_001662448.1|AAEG	LOC108111838|XP_017076931.1|DEUG
OG0007304	LOC5569943|XP_001658839.2|AAEG	LOC108105880|XP_017068145.1|DEUG
OG0007305	LOC5571079|XP_001659519.2|AAEG	LOC108108630|XP_017072219.1|DEUG
OG0007306	LOC5571078|XP_001659518.1|AAEG	LOC108108629|XP_017072218.1|DEUG
OG0007307	LOC5571066|XP_021707164.1|AAEG	LOC108116251|XP_017083530.1|DEUG
OG0007308	LOC5571058|XP_001659500.2|AAEG	LOC108115784|XP_017082846.1|DEUG
OG0007309	LOC5569636|XP_001658663.1|AAEG	LOC108113620|XP_017079771.1|DEUG
OG0007310	LOC5571454|XP_021709505.1|AAEG	LOC108116675|XP_017084162.1|DEUG
OG0007311	LOC5571458|XP_021706793.1|AAEG	LOC108116644|XP_017084115.1|DEUG
OG0007312	LOC5571463|XP_021711494.1|AAEG	LOC108113212|XP_017079236.1|DEUG
OG0007313	LOC5568750|XP_001658130.2|AAEG	LOC108103462|XP_017064445.1|DEUG
OG0007314	LOC5567262|XP_001651707.1|AAEG	LOC108103636|XP_017064674.1|DEUG
OG0007315	LOC5567265|XP_021705170.1|AAEG	LOC108117604|XP_017085614.1|DEUG
OG0007316	LOC5574663|XP_001655238.1|AAEG	LOC108117285|XP_017085128.1|DEUG
OG0007317	LOC5567592|XP_001651817.1|AAEG	LOC108115373|XP_017082296.1|DEUG
OG0007318	LOC5567591|XP_021707607.1|AAEG	LOC108115372|XP_017082291.1|DEUG
OG0007319	LOC5567585|XP_001651828.2|AAEG	LOC108108174|XP_017071605.1|DEUG
OG0007320	LOC5574867|XP_001655393.1|AAEG	LOC108117485|XP_017085446.1|DEUG
OG0007321	LOC5574868|XP_021707835.1|AAEG	LOC108103302|XP_017064212.1|DEUG
OG0007322	LOC5568504|XP_021705846.1|AAEG	LOC108105532|XP_017067650.1|DEUG
OG0007323	LOC5568507|XP_001652330.2|AAEG	LOC108105481|XP_017067587.1|DEUG
OG0007324	LOC5575718|XP_001655825.1|AAEG	LOC108115335|XP_017082238.1|DEUG
OG0007325	LOC5575717|XP_001655824.1|AAEG	LOC108115624|XP_017082660.1|DEUG
OG0007326	LOC5575715|XP_001655819.1|AAEG	LOC108115353|XP_017082263.1|DEUG
OG0007327	LOC5575716|XP_001655818.2|AAEG	LOC108107743|XP_017070894.1|DEUG
OG0007328	LOC5579222|XP_001664302.1|AAEG	LOC108105628|XP_017067802.1|DEUG, LOC108103418|XP_017064369.1|DEUG
OG0007329	LOC5564429|XP_021704855.1|AAEG	LOC108113781|XP_017079973.1|DEUG
OG0007330	LOC5577945|XP_021704427.1|AAEG	LOC108117479|XP_017085407.1|DEUG
OG0007331	LOC23687919|XP_011493731.1|AAEG	LOC108105430|XP_017067489.1|DEUG
OG0007332	LOC5577947|XP_021704416.1|AAEG	LOC108117694|XP_017085718.1|DEUG
OG0007333	LOC5572309|XP_021705539.1|AAEG	LOC108111489|XP_017076464.1|DEUG
OG0007334	LOC110674004|XP_021705985.1|AAEG, LOC5572313|XP_021712239.1|AAEG	LOC108111113|XP_017075950.1|DEUG
OG0007335	LOC5566725|XP_021709649.1|AAEG	LOC108117368|XP_017085240.1|DEUG
OG0007336	LOC5575800|XP_001662226.1|AAEG	LOC108103944|XP_017065193.1|DEUG
OG0007337	LOC5575804|XP_021705389.1|AAEG	LOC108108635|XP_017072225.1|DEUG
OG0007338	LOC110679216|XP_021709049.1|AAEG	LOC108108209|XP_017071659.1|DEUG
OG0007339	LOC5578457|XP_001656979.1|AAEG	LOC108108332|XP_017071850.1|DEUG
OG0007340	LOC110679566|XP_021710257.1|AAEG	LOC108105247|XP_017067210.1|DEUG
OG0007341	LOC5578440|XP_001656957.2|AAEG	LOC108115340|XP_017082245.1|DEUG
OG0007342	LOC5578435|XP_021705068.1|AAEG	LOC108116100|XP_017083310.1|DEUG
OG0007343	LOC5563970|XP_001648279.1|AAEG	LOC108117516|XP_017085501.1|DEUG
OG0007344	LOC5563952|XP_001648280.1|AAEG	LOC108111155|XP_017076018.1|DEUG
OG0007345	LOC5563989|XP_021708266.1|AAEG	LOC108117510|XP_017085487.1|DEUG
OG0007346	LOC5563984|XP_001648287.1|AAEG	LOC108107793|XP_017070993.1|DEUG
OG0007347	LOC5563951|XP_021710660.1|AAEG	LOC108104338|XP_017065815.1|DEUG
OG0007348	LOC5563966|XP_021710641.1|AAEG	LOC108104332|XP_017065808.1|DEUG
OG0007349	LOC5563975|XP_001648300.1|AAEG	LOC108104325|XP_017065798.1|DEUG
OG0007350	LOC5563967|XP_001648309.2|AAEG	LOC108103697|XP_017064782.1|DEUG
OG0007351	LOC5574129|XP_021709848.1|AAEG	LOC108106006|XP_017068339.1|DEUG
OG0007352	LOC110679294|XP_021709301.1|AAEG	LOC108113359|XP_017079412.1|DEUG
OG0007353	LOC5574138|XP_001661208.1|AAEG	LOC108115002|XP_017081732.1|DEUG
OG0007354	LOC5579952|XP_001652243.1|AAEG	LOC108117315|XP_017085176.1|DEUG
OG0007355	LOC5579950|XP_021710015.1|AAEG	LOC108115313|XP_017082203.1|DEUG
OG0007356	LOC5579945|XP_021704391.1|AAEG	LOC108104526|XP_017066147.1|DEUG
OG0007357	LOC5579940|XP_021707837.1|AAEG	LOC108116134|XP_017083349.1|DEUG
OG0007358	LOC5579939|XP_021706060.1|AAEG	LOC108116418|XP_017083794.1|DEUG
OG0007359	LOC5568668|XP_021708806.1|AAEG	LOC108115837|XP_017082922.1|DEUG
OG0007360	LOC5577818|XP_001663588.1|AAEG	LOC108116166|XP_017083391.1|DEUG
OG0007361	LOC5567168|XP_021709738.1|AAEG	LOC108105431|XP_017067491.1|DEUG
OG0007362	LOC5567166|XP_021707169.1|AAEG	LOC108107021|XP_017069857.1|DEUG
OG0007363	LOC5571591|XP_001659794.1|AAEG	LOC108104168|XP_017065562.1|DEUG
OG0007364	LOC5571586|XP_021704149.1|AAEG	LOC108103528|XP_017064530.1|DEUG
OG0007365	LOC5573608|XP_021706205.1|AAEG	LOC108103549|XP_017064566.1|DEUG
OG0007366	LOC5573601|XP_001654735.1|AAEG	LOC108117329|XP_017085193.1|DEUG
OG0007367	LOC5573599|XP_001654733.2|AAEG	LOC108108124|XP_017071534.1|DEUG
OG0007368	LOC5573578|XP_001654712.2|AAEG	LOC108110245|XP_017074721.1|DEUG
OG0007369	LOC5573569|XP_021707171.1|AAEG	LOC108111557|XP_017076567.1|DEUG
OG0007370	LOC5573565|XP_001654697.2|AAEG	LOC108109004|XP_017072761.1|DEUG
OG0007371	LOC5578548|XP_021706024.1|AAEG	LOC108115953|XP_017083079.1|DEUG
OG0007372	LOC5577339|XP_001656416.2|AAEG	LOC108108315|XP_017071829.1|DEUG
OG0007373	LOC5577341|XP_001656418.2|AAEG	LOC108110078|XP_017074455.1|DEUG
OG0007374	LOC5577355|XP_021707870.1|AAEG	LOC108103136|XP_017063996.1|DEUG
OG0007375	LOC5577374|XP_021711576.1|AAEG	LOC108116740|XP_017084251.1|DEUG
OG0007376	LOC5577380|XP_021704597.1|AAEG	LOC108104337|XP_017065812.1|DEUG
OG0007377	LOC5570989|XP_001659450.1|AAEG	LOC108103820|XP_017064996.1|DEUG
OG0007378	LOC5570991|XP_021706843.1|AAEG	LOC108105040|XP_017066929.1|DEUG
OG0007379	LOC5574167|XP_021709052.1|AAEG	LOC108110047|XP_017074412.1|DEUG
OG0007380	LOC5568845|XP_001652572.1|AAEG	LOC108118542|XP_017086784.1|DEUG
OG0007381	LOC5566951|XP_021705976.1|AAEG	LOC108110049|XP_017074414.1|DEUG
OG0007382	LOC5575048|XP_001655485.2|AAEG	LOC108103651|XP_017064697.1|DEUG
OG0007383	LOC5575043|XP_021705130.1|AAEG	LOC108105423|XP_017067482.1|DEUG
OG0007384	LOC5574429|XP_001661446.1|AAEG	LOC108103643|XP_017064685.1|DEUG
OG0007385	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG	LOC108102419|XP_017062881.1|DEUG
OG0007386	LOC5578298|XP_001656880.1|AAEG	LOC108103718|XP_017064803.1|DEUG
OG0007387	LOC5578294|XP_001656879.1|AAEG	LOC108115193|XP_017082002.1|DEUG
OG0007388	LOC5578293|XP_021710115.1|AAEG	LOC108115204|XP_017082020.1|DEUG
OG0007389	LOC5568516|XP_001652340.2|AAEG	LOC108114841|XP_017081475.1|DEUG
OG0007390	LOC5569012|XP_021705484.1|AAEG	LOC108103634|XP_017064672.1|DEUG
OG0007391	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG	LOC108113759|XP_017079944.1|DEUG
OG0007392	LOC5569017|XP_021704299.1|AAEG	LOC108105444|XP_017067517.1|DEUG
OG0007393	LOC5568995|XP_021704770.1|AAEG	LOC108116662|XP_017084142.1|DEUG
OG0007394	LOC5568986|XP_021708469.1|AAEG	LOC108104372|XP_017065874.1|DEUG
OG0007395	LOC5579528|XP_021709661.1|AAEG	LOC108109670|XP_017073737.1|DEUG
OG0007396	LOC5570800|XP_021705516.1|AAEG	LOC108115309|XP_017082200.1|DEUG
OG0007397	LOC5570798|XP_021705518.1|AAEG	LOC108111152|XP_017076010.1|DEUG
OG0007398	LOC5571749|XP_021705050.1|AAEG	LOC108112801|XP_017078576.1|DEUG
OG0007399	LOC110677735|XP_021704644.1|AAEG	LOC108116751|XP_017084262.1|DEUG
OG0007400	LOC5571753|XP_021705202.1|AAEG	LOC108104367|XP_017065867.1|DEUG
OG0007401	LOC5568207|XP_021709882.1|AAEG	LOC108109685|XP_017073772.1|DEUG
OG0007402	LOC5576157|XP_001662506.1|AAEG	LOC108117187|XP_017084969.1|DEUG
OG0007403	LOC5576158|XP_021709328.1|AAEG	LOC108117204|XP_017085008.1|DEUG
OG0007404	LOC5580158|XP_021706441.1|AAEG	LOC108117158|XP_017084911.1|DEUG
OG0007405	LOC5580157|XP_021709392.1|AAEG	LOC108113751|XP_017079935.1|DEUG
OG0007406	LOC5578821|XP_021705169.1|AAEG	LOC108115163|XP_017081966.1|DEUG
OG0007407	LOC5572473|XP_021705138.1|AAEG	LOC108102492|XP_017062996.1|DEUG
OG0007408	LOC5572474|XP_021706089.1|AAEG	LOC108108518|XP_017072076.1|DEUG
OG0007409	LOC5572472|XP_021706926.1|AAEG	LOC108102628|XP_017063230.1|DEUG
OG0007410	LOC5564766|XP_021710614.1|AAEG	LOC108102916|XP_017063656.1|DEUG
OG0007411	LOC5564791|XP_001649135.1|AAEG	LOC108103300|XP_017064211.1|DEUG
OG0007412	LOC5564792|XP_021704882.1|AAEG	LOC108117722|XP_017085770.1|DEUG
OG0007413	LOC5564786|XP_021707615.1|AAEG	LOC108104805|XP_017066576.1|DEUG
OG0007414	LOC5572854|XP_001660613.1|AAEG	LOC108105460|XP_017067549.1|DEUG
OG0007415	LOC5572248|XP_001653936.2|AAEG	LOC108103940|XP_017065187.1|DEUG
OG0007416	LOC110679171|XP_021708955.1|AAEG	LOC108103830|XP_017065005.1|DEUG
OG0007417	LOC5572250|XP_021705174.1|AAEG	LOC108110318|XP_017074821.1|DEUG
