Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0006694	LOC5567126|XP_001651548.1|AAEG	LOC27207174|XP_039152522.1|DSIM
OG0006695	LOC5564573|XP_021696810.1|AAEG	LOC6737280|XP_016030999.2|DSIM
OG0006696	LOC5572350|XP_021702586.1|AAEG	LOC27207128|XP_039148761.1|DSIM
OG0006697	LOC5566237|XP_021696840.1|AAEG	LOC6737427|XP_016031201.1|DSIM
OG0006698	LOC5566233|XP_001650607.1|AAEG	LOC6738350|XP_002085160.1|DSIM
OG0006699	LOC5565645|XP_021696877.1|AAEG	LOC6736559|XP_039149439.1|DSIM
OG0006700	LOC5565664|XP_001650012.1|AAEG	LOC27206288|XP_039149414.1|DSIM
OG0006701	LOC110675643|XP_021696899.1|AAEG	LOC6733893|XP_002080937.2|DSIM
OG0006702	LOC5573780|XP_021696923.1|AAEG	LOC6734405|XP_016029670.1|DSIM
OG0006703	LOC5576413|XP_001656115.2|AAEG	LOC6738389|XP_002085198.1|DSIM
OG0006704	LOC5576414|XP_021696953.1|AAEG	LOC6738390|XP_016032219.1|DSIM
OG0006705	LOC5568904|XP_021696995.1|AAEG	LOC6733642|XP_016026603.1|DSIM
OG0006706	LOC5568900|XP_001658223.2|AAEG	LOC6736134|XP_002083034.1|DSIM
OG0006707	LOC5574793|XP_001655350.2|AAEG	LOC6735921|XP_002082831.1|DSIM
OG0006708	LOC5574797|XP_021697006.1|AAEG	LOC6740239|XP_039152628.1|DSIM
OG0006709	LOC5574825|XP_021697020.1|AAEG	LOC6725789|XP_002106786.2|DSIM
OG0006710	LOC5578225|XP_021697046.1|AAEG	LOC6737027|XP_016030660.1|DSIM
OG0006711	LOC5576452|XP_021697043.1|AAEG	LOC6737028|XP_016030662.2|DSIM
OG0006712	LOC5568326|XP_021697052.1|AAEG	LOC6736501|XP_039149674.1|DSIM
OG0006713	LOC5568323|XP_021697067.1|AAEG	LOC6737579|XP_002084412.1|DSIM
OG0006714	LOC5568322|XP_001652200.1|AAEG	LOC6737580|XP_016031373.1|DSIM
OG0006715	LOC5568301|XP_001652178.2|AAEG	LOC6737032|XP_016030665.1|DSIM
OG0006716	LOC5568300|XP_021697096.1|AAEG	LOC27207921|XP_016023231.1|DSIM
OG0006717	LOC5568299|XP_001652176.1|AAEG	LOC6739640|XP_002076535.2|DSIM
OG0006718	LOC5568296|XP_001652173.1|AAEG	LOC6737834|XP_002084662.1|DSIM
OG0006719	LOC5568293|XP_021697100.1|AAEG	LOC27208473|XP_016032242.1|DSIM
OG0006720	LOC110675714|XP_021697113.1|AAEG	LOC6738554|XP_002085359.1|DSIM
OG0006721	LOC5571810|XP_001659942.1|AAEG	LOC6737824|XP_039149127.1|DSIM
OG0006722	LOC5571811|XP_021697116.1|AAEG	LOC6738307|XP_016032160.1|DSIM
OG0006723	LOC5574704|XP_021697229.1|AAEG	LOC6731300|XP_016023867.1|DSIM
OG0006724	LOC5572699|XP_001660517.1|AAEG	LOC6729474|XP_016036147.1|DSIM
OG0006725	LOC5572697|XP_001660516.1|AAEG	LOC6729469|XP_002104779.1|DSIM
OG0006726	LOC5572696|XP_001660515.1|AAEG	LOC27206442|XP_016034720.1|DSIM
OG0006727	LOC5572694|XP_021697243.1|AAEG	LOC6729467|XP_002104777.1|DSIM
OG0006728	LOC5571605|XP_001653725.2|AAEG	LOC6728834|XP_002104168.1|DSIM
OG0006729	LOC5570741|XP_021697358.1|AAEG	LOC6733900|XP_016026941.1|DSIM
OG0006730	LOC5576648|XP_001662804.1|AAEG	LOC6733899|XP_002080943.1|DSIM
OG0006731	LOC5564512|XP_021697371.1|AAEG	LOC6731294|XP_002078450.1|DSIM
OG0006732	LOC5565659|XP_021697379.1|AAEG	LOC6737223|XP_016030931.1|DSIM
OG0006733	LOC5577724|XP_001656668.1|AAEG	LOC6739002|XP_016032830.1|DSIM
OG0006734	LOC5574452|XP_021697405.1|AAEG	LOC6737067|XP_002083914.1|DSIM
OG0006735	LOC5571389|XP_021697404.1|AAEG	LOC6737230|XP_002084070.1|DSIM
OG0006736	LOC5579060|XP_001657257.2|AAEG	LOC6736851|XP_002083707.1|DSIM
OG0006737	LOC5567091|XP_001651451.1|AAEG	LOC6738485|XP_002085291.1|DSIM
OG0006738	LOC5576075|XP_001662412.1|AAEG	LOC6734372|XP_002081393.2|DSIM
OG0006739	LOC5576082|XP_001662411.1|AAEG	LOC6736908|XP_002083760.1|DSIM
OG0006740	LOC5576078|XP_001662409.1|AAEG	LOC6739623|XP_016030919.1|DSIM
OG0006741	LOC5576076|XP_001662408.2|AAEG	LOC6737212|XP_002084052.1|DSIM
OG0006742	LOC5578252|XP_021697471.1|AAEG	LOC6727912|XP_002103267.2|DSIM
OG0006743	LOC5578257|XP_021697473.1|AAEG	LOC6730442|XP_016022904.1|DSIM
OG0006744	LOC5576852|XP_021697528.1|AAEG	LOC6737500|XP_016031295.1|DSIM
OG0006745	LOC5574228|XP_021697557.1|AAEG	LOC6727840|XP_016034427.1|DSIM
OG0006746	LOC5574062|XP_021697583.1|AAEG	LOC6737299|XP_016031009.1|DSIM
OG0006747	LOC5574061|XP_021697595.1|AAEG	LOC6737224|XP_016030932.1|DSIM
OG0006748	LOC5567758|XP_021697604.1|AAEG	LOC6724812|XP_002105853.1|DSIM
OG0006749	LOC5564953|XP_021697669.1|AAEG	LOC6736400|XP_039150118.1|DSIM
OG0006750	LOC5573546|XP_021697677.1|AAEG	LOC6725749|XP_002106749.1|DSIM
OG0006752	LOC5565551|XP_001649918.2|AAEG	LOC6736697|XP_016030312.1|DSIM
OG0006753	LOC5565561|XP_001649914.2|AAEG	LOC6736698|XP_002083554.1|DSIM
OG0006754	LOC5565536|XP_021697747.1|AAEG	LOC6736205|XP_002083100.2|DSIM
OG0006755	LOC5565556|XP_001649893.1|AAEG	LOC27208892|XP_016029737.1|DSIM
OG0006756	LOC5565532|XP_021697759.1|AAEG	LOC6736967|XP_016030603.1|DSIM
OG0006757	LOC5563838|XP_001648155.1|AAEG	LOC6736965|XP_002083812.1|DSIM
OG0006758	LOC5563841|XP_001648157.1|AAEG	LOC6736512|XP_002083382.1|DSIM
OG0006759	LOC5563839|XP_021697761.1|AAEG	LOC6736511|XP_016030088.1|DSIM
OG0006760	LOC5565543|XP_021697770.1|AAEG	LOC6738946|XP_016032775.1|DSIM
OG0006761	LOC5564146|XP_001648476.1|AAEG	LOC6726883|XP_016033397.1|DSIM
OG0006762	LOC5576549|XP_021697835.1|AAEG	LOC27207460|XP_016040243.1|DSIM
OG0006763	LOC5573513|XP_001660911.1|AAEG	LOC6735124|XP_002082101.2|DSIM
OG0006764	LOC5574925|XP_021697878.1|AAEG	LOC27206810|XP_016027543.2|DSIM
OG0006765	LOC5566529|XP_001650919.1|AAEG	LOC6735121|XP_016028395.1|DSIM
OG0006766	LOC5566494|XP_021697881.1|AAEG	LOC6736360|XP_016029849.1|DSIM
OG0006767	LOC5575135|XP_001655512.2|AAEG	LOC6738966|XP_002085761.1|DSIM
OG0006768	LOC5575136|XP_001655513.1|AAEG	LOC6738965|XP_002085760.1|DSIM
OG0006769	LOC5575137|XP_001655514.1|AAEG	LOC6738967|XP_002085762.1|DSIM
OG0006770	LOC5578617|XP_001657036.2|AAEG	LOC6736927|XP_002083774.1|DSIM
OG0006771	LOC5571183|XP_021697944.1|AAEG	LOC27206334|XP_016040086.1|DSIM
OG0006772	LOC5571188|XP_001653516.2|AAEG	LOC6739306|XP_016026375.1|DSIM
OG0006773	LOC5573990|XP_021697979.1|AAEG	LOC6736574|XP_002083436.1|DSIM
OG0006774	LOC5573997|XP_021698005.1|AAEG	LOC6738718|XP_016032530.1|DSIM
OG0006775	LOC5573999|XP_001661086.1|AAEG	LOC6738421|XP_002085230.1|DSIM
OG0006776	LOC5568730|XP_001658110.2|AAEG	LOC6736700|XP_016030315.1|DSIM
OG0006777	LOC5574003|XP_001661090.1|AAEG	LOC6738423|XP_002085232.1|DSIM
OG0006778	LOC5574004|XP_021698010.1|AAEG	LOC6736475|XP_002083346.1|DSIM
OG0006779	LOC5574358|XP_021698013.1|AAEG	LOC6736348|XP_016029818.1|DSIM
OG0006780	LOC5568735|XP_021698016.1|AAEG	LOC6737152|XP_002083999.1|DSIM
OG0006781	LOC5568743|XP_021698045.1|AAEG	LOC120284200|XP_039149119.1|DSIM
OG0006782	LOC5568748|XP_001658129.2|AAEG	LOC6739597|XP_016029876.1|DSIM
OG0006783	LOC5566824|XP_021698068.1|AAEG	LOC6734657|XP_039147999.1|DSIM
OG0006784	LOC5569157|XP_021698137.1|AAEG	LOC6736770|XP_016030402.1|DSIM
OG0006785	LOC5572098|XP_021698148.1|AAEG	LOC6735682|XP_002082598.1|DSIM
OG0006786	LOC5569163|XP_021698171.1|AAEG	LOC6735142|XP_039148783.1|DSIM
OG0006787	LOC5574864|XP_021698278.1|AAEG	LOC6737696|XP_016031464.1|DSIM
OG0006788	LOC5574863|XP_001661687.2|AAEG	LOC6737697|XP_016031466.1|DSIM
OG0006789	LOC5575957|XP_001662311.1|AAEG	LOC6726187|XP_002107163.2|DSIM
OG0006790	LOC5574862|XP_001661688.1|AAEG	LOC6730769|XP_002077937.1|DSIM
OG0006791	LOC5565671|XP_001650026.1|AAEG	LOC6737793|XP_016031571.1|DSIM
OG0006792	LOC5574453|XP_001661470.1|AAEG	LOC6737467|XP_016031252.1|DSIM
OG0006793	LOC5564220|XP_001648568.2|AAEG	LOC6737472|XP_002084308.1|DSIM
OG0006794	LOC5564228|XP_001648564.1|AAEG	LOC6733265|XP_002080328.1|DSIM
OG0006795	LOC5564217|XP_001648559.2|AAEG	LOC6736707|XP_039150331.1|DSIM
OG0006796	LOC5564317|XP_001648653.1|AAEG	LOC6739016|XP_016032857.1|DSIM
OG0006797	LOC5564300|XP_001648651.1|AAEG	LOC6731769|XP_002078904.2|DSIM
OG0006798	LOC5569020|XP_001658276.1|AAEG	LOC6737339|XP_002084177.1|DSIM
OG0006799	LOC5574158|XP_021698429.1|AAEG	LOC6737436|XP_016031209.1|DSIM
OG0006800	LOC5569603|XP_001652883.2|AAEG	LOC6737990|XP_016031787.1|DSIM
OG0006801	LOC5577968|XP_001663631.1|AAEG	LOC6740040|XP_002076925.2|DSIM
OG0006802	LOC5570796|XP_021698590.1|AAEG	LOC6734635|XP_016027803.1|DSIM
OG0006803	LOC5570783|XP_001653286.2|AAEG	LOC6733932|XP_002080976.2|DSIM
OG0006804	LOC5570793|XP_021698604.1|AAEG	LOC6737481|XP_016031265.1|DSIM
OG0006805	LOC5570791|XP_021698606.1|AAEG	LOC6734205|XP_016027251.1|DSIM
OG0006806	LOC5579155|XP_021698640.1|AAEG	LOC6738323|XP_016032166.1|DSIM
OG0006807	LOC5568754|XP_021698685.1|AAEG	LOC6739664|XP_039149696.1|DSIM
OG0006808	LOC5572534|XP_001654061.2|AAEG	LOC6733707|XP_002080754.1|DSIM
OG0006809	LOC5572289|XP_001653975.2|AAEG	LOC6736640|XP_002083496.1|DSIM
OG0006810	LOC5572287|XP_001653972.2|AAEG	LOC6738242|XP_016032110.1|DSIM
OG0006811	LOC5572286|XP_001653971.2|AAEG	LOC6729743|XP_002105049.1|DSIM
OG0006812	LOC23687584|XP_021698727.1|AAEG	LOC6737257|XP_016030967.1|DSIM
OG0006813	LOC5572277|XP_021698748.1|AAEG	LOC27208040|XP_016034156.1|DSIM
OG0006814	LOC5572195|XP_001653862.1|AAEG	LOC6737781|XP_002084609.1|DSIM
OG0006815	LOC5564563|XP_021698821.1|AAEG	LOC27207400|XP_016030236.1|DSIM
OG0006816	LOC5571886|XP_021698823.1|AAEG	LOC6736643|XP_016030237.1|DSIM
OG0006817	LOC5566090|XP_001650458.2|AAEG	LOC6736461|XP_016030001.1|DSIM
OG0006818	LOC5566034|XP_021698857.1|AAEG	LOC6736270|XP_039149936.1|DSIM
OG0006819	LOC5574351|XP_001661386.2|AAEG	LOC6738700|XP_016032518.1|DSIM
OG0006820	LOC5574348|XP_021698908.1|AAEG	LOC6738704|XP_002085505.1|DSIM
OG0006821	LOC5574342|XP_021698910.1|AAEG	LOC6731950|XP_016024613.1|DSIM
OG0006822	LOC5577977|XP_021698914.1|AAEG	LOC6735400|XP_016028717.1|DSIM
OG0006823	LOC5574338|XP_001661371.1|AAEG	LOC6738385|XP_002085194.1|DSIM
OG0006824	LOC5574333|XP_001661366.1|AAEG	LOC6736873|XP_016030519.1|DSIM
OG0006825	LOC5577266|XP_021698973.1|AAEG	LOC6737907|XP_002084734.1|DSIM
OG0006826	LOC5577270|XP_021698987.1|AAEG	LOC6738365|XP_039149616.1|DSIM
OG0006827	LOC5573289|XP_021699051.1|AAEG	LOC6727056|XP_002102453.1|DSIM
OG0006828	LOC5573299|XP_021699066.1|AAEG	LOC6731763|XP_002078898.1|DSIM
OG0006829	LOC5575939|XP_001662292.2|AAEG	LOC6736933|XP_002083780.1|DSIM
OG0006830	LOC5577292|XP_021699169.1|AAEG	LOC6736404|XP_002083276.2|DSIM
OG0006831	LOC5572503|XP_001660443.2|AAEG	LOC27208660|XP_016030997.1|DSIM
OG0006832	LOC5577144|XP_021699221.1|AAEG	LOC6737323|XP_016031053.1|DSIM
OG0006833	LOC5577147|XP_021699228.1|AAEG	LOC6738994|XP_016032819.1|DSIM
OG0006834	LOC5573014|XP_001654342.2|AAEG	LOC6729046|XP_002104367.1|DSIM
OG0006835	LOC5573011|XP_021699250.1|AAEG	LOC6737219|XP_002084059.1|DSIM
OG0006836	LOC5573010|XP_001654338.2|AAEG	LOC6736535|XP_016030119.1|DSIM
OG0006837	LOC5573001|XP_001654328.1|AAEG	LOC6736758|XP_002083614.2|DSIM
OG0006838	LOC5574542|XP_021699261.1|AAEG	LOC6737508|XP_016031301.1|DSIM
OG0006839	LOC5574541|XP_021699268.1|AAEG	LOC6736754|XP_002083610.1|DSIM
OG0006840	LOC5578845|XP_021699292.1|AAEG	LOC6731223|XP_016023765.1|DSIM
OG0006841	LOC5578859|XP_021699353.1|AAEG	LOC6736780|XP_002083636.2|DSIM
OG0006842	LOC5571041|XP_021699362.1|AAEG	LOC27209329|XP_039149190.1|DSIM
OG0006843	LOC110676304|XP_021699379.1|AAEG	LOC6724896|XP_016037730.1|DSIM
OG0006844	LOC5578061|XP_001663683.2|AAEG	LOC6728654|XP_002103994.1|DSIM
OG0006845	LOC5570325|XP_001653153.1|AAEG	LOC6738413|XP_016032263.1|DSIM
OG0006846	LOC5570323|XP_021699516.1|AAEG	LOC6737045|XP_016030674.1|DSIM
OG0006847	LOC5578493|XP_021699519.1|AAEG	LOC27206284|XP_016030676.1|DSIM
OG0006848	LOC5570720|XP_001659313.2|AAEG	LOC6735556|XP_016028896.1|DSIM
OG0006849	LOC5576986|XP_001663087.2|AAEG	LOC6737311|XP_002084149.1|DSIM
OG0006850	LOC5576985|XP_001663086.2|AAEG	LOC6737312|XP_039149754.1|DSIM
OG0006851	LOC5576984|XP_021699580.1|AAEG	LOC6737317|XP_016031034.1|DSIM
OG0006852	LOC5570872|XP_001659378.1|AAEG	LOC6733871|XP_016026897.1|DSIM
OG0006853	LOC5569275|XP_021699681.1|AAEG	LOC6737249|XP_039149689.1|DSIM
OG0006854	LOC5578326|XP_021699692.1|AAEG	LOC6733791|XP_016026751.1|DSIM
OG0006855	LOC5575625|XP_021699709.1|AAEG	LOC6737842|XP_002084670.1|DSIM
OG0006856	LOC5573556|XP_021699711.1|AAEG	LOC6735113|XP_039147424.1|DSIM
OG0006857	LOC110676379|XP_021699724.1|AAEG	LOC6739275|XP_016026058.1|DSIM
OG0006858	LOC5576383|XP_021699727.1|AAEG	LOC6737189|XP_002084035.2|DSIM
OG0006859	LOC5569576|XP_001658637.2|AAEG	LOC6739308|XP_039148098.1|DSIM
OG0006860	LOC5567709|XP_021699758.1|AAEG	LOC6733897|XP_016026939.1|DSIM
OG0006861	LOC5567692|XP_021699794.1|AAEG	LOC6734214|XP_016027255.1|DSIM
OG0006862	LOC5565716|XP_001650075.2|AAEG	LOC6737369|XP_016031107.1|DSIM
OG0006863	LOC5564741|XP_021699864.1|AAEG	LOC27206339|XP_016039914.1|DSIM
OG0006864	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG	LOC6734233|XP_002081262.1|DSIM
OG0006865	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG	LOC6727697|XP_039150721.1|DSIM
OG0006866	LOC5574641|XP_001661556.2|AAEG	LOC6735727|XP_002082640.1|DSIM
OG0006867	LOC110676410|XP_021699895.1|AAEG	LOC6735004|XP_039148117.1|DSIM
OG0006868	LOC5574640|XP_021699897.1|AAEG	LOC6735005|XP_016028281.1|DSIM
OG0006869	LOC5574645|XP_021699909.1|AAEG	LOC6740609|XP_016027314.1|DSIM
OG0006870	LOC5572042|XP_001660147.3|AAEG	LOC6733895|XP_039147248.1|DSIM
OG0006871	LOC5572050|XP_001660156.2|AAEG	LOC6733496|XP_002080553.1|DSIM
OG0006872	LOC110676417|XP_021699960.1|AAEG	LOC6733414|XP_002080471.1|DSIM
OG0006873	LOC5564188|XP_021699967.1|AAEG	LOC6735521|XP_016028861.1|DSIM
OG0006874	LOC5574548|XP_001661497.1|AAEG	LOC6739590|XP_039148983.1|DSIM
OG0006875	LOC5574376|XP_021700082.1|AAEG	LOC6732706|XP_002079820.1|DSIM
OG0006876	LOC5574374|XP_021700091.1|AAEG	LOC6736015|XP_016029401.1|DSIM
OG0006877	LOC23687406|XP_021700101.1|AAEG	LOC27207647|XP_016022949.1|DSIM
OG0006878	LOC5574390|XP_001661408.2|AAEG	LOC6731145|XP_016023699.1|DSIM
OG0006879	LOC5575906|XP_021700113.1|AAEG	LOC6734818|XP_016028049.1|DSIM
OG0006880	LOC5575901|XP_001662278.1|AAEG	LOC6732497|XP_002079617.1|DSIM
OG0006881	LOC5574362|XP_001661395.3|AAEG	LOC6739238|XP_016024988.1|DSIM
OG0006882	LOC5571154|XP_001653470.1|AAEG	LOC27206621|XP_016026943.1|DSIM
OG0006883	LOC5575437|XP_021700362.1|AAEG	LOC6733120|XP_002080197.1|DSIM
OG0006884	LOC5575441|XP_021700369.1|AAEG	LOC6739188|XP_002076091.1|DSIM
OG0006885	LOC5575449|XP_021700372.1|AAEG	LOC6731852|XP_016024533.1|DSIM
OG0006886	LOC5578152|XP_001663724.2|AAEG	LOC6729211|XP_016035865.1|DSIM
OG0006887	LOC5578153|XP_021700394.1|AAEG	LOC27206583|XP_016037742.1|DSIM
OG0006888	LOC5578155|XP_021700401.1|AAEG	LOC6731815|XP_016024504.1|DSIM
OG0006889	LOC5578158|XP_001663730.1|AAEG	LOC6733121|XP_002080198.1|DSIM
OG0006890	LOC5571936|XP_001660046.2|AAEG	LOC6731011|XP_016023496.1|DSIM
OG0006891	LOC5571942|XP_021700428.1|AAEG	LOC6732037|XP_002079169.1|DSIM
OG0006892	LOC5571945|XP_001660049.1|AAEG	LOC6739191|XP_016022970.1|DSIM
OG0006893	LOC5571947|XP_001660051.2|AAEG	LOC6730421|XP_002077602.1|DSIM
OG0006894	LOC5571949|XP_021700441.1|AAEG	LOC6730422|XP_016022890.1|DSIM
OG0006895	LOC5569506|XP_021700483.1|AAEG	LOC6725252|XP_039153456.1|DSIM
OG0006896	LOC5569507|XP_021700485.1|AAEG	LOC6732460|XP_016025101.1|DSIM
OG0006897	LOC5569512|XP_021700487.1|AAEG	LOC6731636|XP_016024316.1|DSIM
OG0006898	LOC5568223|XP_001652155.2|AAEG	LOC6732704|XP_002079818.1|DSIM
OG0006899	LOC5580327|XP_001663279.1|AAEG	LOC6730662|XP_002077832.1|DSIM
OG0006900	LOC5569011|XP_001652665.1|AAEG	LOC6725693|XP_002106696.1|DSIM
OG0006901	LOC5564161|XP_001648490.1|AAEG	LOC6730441|XP_002077622.1|DSIM
OG0006902	LOC5565619|XP_001649973.1|AAEG	LOC6724993|XP_002106028.2|DSIM
OG0006903	LOC5566449|XP_001650817.2|AAEG	LOC6730064|XP_016036837.1|DSIM
OG0006904	LOC5565700|XP_001650043.1|AAEG	LOC6732251|XP_002079380.1|DSIM
OG0006905	LOC5565680|XP_001650055.2|AAEG	LOC6732613|XP_002079732.3|DSIM
OG0006906	LOC5570925|XP_001653405.2|AAEG	LOC6732730|XP_002079844.1|DSIM
OG0006907	LOC5570922|XP_021700604.1|AAEG	LOC6733038|XP_039152237.1|DSIM
OG0006908	LOC5570916|XP_001653395.1|AAEG	LOC6732388|XP_002079509.1|DSIM
OG0006909	LOC5570914|XP_001653393.1|AAEG	LOC6731787|XP_002078922.1|DSIM
OG0006910	LOC5570913|XP_021700629.1|AAEG	LOC6731513|XP_016024187.1|DSIM
OG0006911	LOC5574739|XP_021700699.1|AAEG	LOC6728580|XP_016040108.1|DSIM
OG0006912	LOC5571728|XP_021700724.1|AAEG	LOC6732830|XP_016025555.1|DSIM
OG0006913	LOC5571738|XP_021700728.1|AAEG	LOC6731342|XP_002078498.1|DSIM
OG0006914	LOC5571737|XP_021700731.1|AAEG	LOC6737964|XP_002084780.1|DSIM
OG0006915	LOC5571734|XP_021700733.1|AAEG	LOC6730846|XP_016023264.1|DSIM
OG0006916	LOC5571740|XP_021700738.1|AAEG	LOC6732221|XP_016024898.1|DSIM
OG0006917	LOC5571433|XP_021700741.1|AAEG	LOC6732453|XP_016025093.1|DSIM
OG0006918	LOC5571429|XP_001659681.1|AAEG	LOC6732450|XP_002079571.1|DSIM
OG0006919	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG	LOC6740538|XP_016024327.1|DSIM
OG0006920	LOC5566347|XP_021700770.1|AAEG	LOC6731955|XP_016024615.1|DSIM
OG0006921	LOC5569682|XP_021700789.1|AAEG	LOC6730894|XP_016023316.1|DSIM
OG0006922	LOC5570429|XP_001659136.1|AAEG	LOC6732202|XP_002079331.1|DSIM
OG0006923	LOC5570430|XP_021700795.1|AAEG	LOC6730920|XP_002078084.1|DSIM
OG0006924	LOC5572672|XP_001654138.1|AAEG	LOC6739586|XP_002076482.1|DSIM
OG0006925	LOC5572641|XP_021700802.1|AAEG	LOC6730052|XP_016036822.1|DSIM
OG0006926	LOC5572653|XP_001654153.2|AAEG	LOC6730715|XP_039147210.1|DSIM
OG0006927	LOC5572654|XP_021700823.1|AAEG	LOC6730712|XP_002077882.2|DSIM
OG0006928	LOC5572656|XP_021700826.1|AAEG	LOC27208846|XP_016023145.1|DSIM
OG0006929	LOC5574315|XP_001655092.2|AAEG	LOC6730400|XP_039147122.1|DSIM
OG0006930	LOC5579442|XP_021700855.1|AAEG	LOC6730996|XP_002078157.2|DSIM
OG0006931	LOC5565756|XP_001650128.2|AAEG	LOC6732059|XP_002079191.1|DSIM
OG0006932	LOC5565777|XP_001650136.1|AAEG	LOC6731797|XP_002078932.2|DSIM
OG0006933	LOC5565757|XP_021700902.1|AAEG	LOC6731792|XP_002078927.1|DSIM
OG0006934	LOC5564835|XP_021700940.1|AAEG	LOC6728582|XP_016035212.2|DSIM
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC6732454|XP_016025095.1|DSIM
OG0006936	LOC5569176|XP_021701029.1|AAEG	LOC6731235|XP_039147290.1|DSIM
OG0006937	LOC5569180|XP_001652760.1|AAEG	LOC6731767|XP_016024452.1|DSIM
OG0006938	LOC5569181|XP_011493383.1|AAEG	LOC6731696|XP_002078832.1|DSIM
OG0006939	LOC5569183|XP_001652766.1|AAEG	LOC6725175|XP_016038192.1|DSIM
OG0006940	LOC5564492|XP_001648832.1|AAEG	LOC6731353|XP_016023940.1|DSIM
OG0006941	LOC5566991|XP_021701107.1|AAEG	LOC6731931|XP_039151398.1|DSIM
OG0006942	LOC5566521|XP_021701142.1|AAEG	LOC6733873|XP_016026901.1|DSIM
OG0006943	LOC5571666|XP_001653753.2|AAEG	LOC6732563|XP_016025244.1|DSIM
OG0006944	LOC5571664|XP_021701188.1|AAEG	LOC6730594|XP_016023042.1|DSIM
OG0006945	LOC5571661|XP_021701189.1|AAEG	LOC6732688|XP_016025421.1|DSIM
OG0006946	LOC5571642|XP_001653737.2|AAEG	LOC6728294|XP_016034929.1|DSIM
OG0006947	LOC5571643|XP_001653736.1|AAEG	LOC6732382|XP_002079503.1|DSIM
OG0006948	LOC5571647|XP_001653732.1|AAEG	LOC27208029|XP_016025617.1|DSIM
OG0006949	LOC5575675|XP_001655804.1|AAEG	LOC6730968|XP_002078130.2|DSIM
OG0006950	LOC5573845|XP_001654882.1|AAEG	LOC6733162|XP_016026036.1|DSIM
OG0006951	LOC23687432|XP_021701306.1|AAEG	LOC6731516|XP_016024191.1|DSIM
OG0006952	LOC5573803|XP_001661053.1|AAEG	LOC6728331|XP_039151946.1|DSIM
OG0006953	LOC5568799|XP_001658164.1|AAEG	LOC6737192|XP_002084038.1|DSIM
OG0006954	LOC5568801|XP_001658166.2|AAEG	LOC6732123|XP_002079255.2|DSIM
OG0006955	LOC5568807|XP_001658168.2|AAEG	LOC6727325|XP_002102711.2|DSIM
OG0006956	LOC5568815|XP_001658181.2|AAEG	LOC6730811|XP_002077979.2|DSIM
OG0006957	LOC5568816|XP_021701325.1|AAEG	LOC6732257|XP_002079386.1|DSIM
OG0006958	LOC5568817|XP_001658183.2|AAEG	LOC6735959|XP_002082868.1|DSIM
OG0006959	LOC5568819|XP_001658185.1|AAEG	LOC6734431|XP_002081451.2|DSIM
OG0006960	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG	LOC6731499|XP_002078648.1|DSIM
OG0006961	LOC5568830|XP_021701344.1|AAEG	LOC6739248|XP_039149427.1|DSIM
OG0006962	LOC5564978|XP_001649330.2|AAEG	LOC6730786|XP_016023199.1|DSIM
OG0006963	LOC5570300|XP_021701406.1|AAEG	LOC6731735|XP_039146993.1|DSIM
OG0006964	LOC5577475|XP_001656501.2|AAEG	LOC6731726|XP_016024399.1|DSIM
OG0006965	LOC5578795|XP_001657167.2|AAEG	LOC27207958|XP_016025437.1|DSIM
OG0006966	LOC5578794|XP_001657165.1|AAEG	LOC6732916|XP_002080021.1|DSIM
OG0006967	LOC5578793|XP_001657164.2|AAEG	LOC6735411|XP_002082353.2|DSIM
OG0006968	LOC5578768|XP_021701446.1|AAEG	LOC6734020|XP_016027040.1|DSIM
OG0006969	LOC5578753|XP_001657121.1|AAEG	LOC6739632|XP_016031377.1|DSIM
OG0006970	LOC5570954|XP_021701486.1|AAEG	LOC6729858|XP_002105161.1|DSIM
OG0006971	LOC5576430|XP_001662635.1|AAEG	LOC6730536|XP_016022990.1|DSIM
OG0006972	LOC5576427|XP_001662630.2|AAEG	LOC6731917|XP_016024582.1|DSIM
OG0006973	LOC5577727|XP_021697246.1|AAEG	LOC6730398|XP_016022838.1|DSIM
OG0006974	LOC5565282|XP_001649622.2|AAEG	LOC6731224|XP_002078383.1|DSIM
OG0006975	LOC5568241|XP_001657933.2|AAEG	LOC27207291|XP_016023548.1|DSIM
OG0006976	LOC5570636|XP_021701628.1|AAEG	LOC6731114|XP_016023649.1|DSIM
OG0006977	LOC5578973|XP_021701659.1|AAEG	LOC6739471|XP_016028470.2|DSIM
OG0006978	LOC5576060|XP_021701664.1|AAEG	LOC6732615|XP_016025323.1|DSIM
OG0006979	LOC5577127|XP_021701683.1|AAEG	LOC6730463|XP_002077644.1|DSIM
OG0006980	LOC5576862|XP_001662958.1|AAEG	LOC6731174|XP_002078332.1|DSIM
OG0006981	LOC5577187|XP_021701706.1|AAEG	LOC6732164|XP_016024847.2|DSIM
OG0006982	LOC5577184|XP_021701707.1|AAEG	LOC6733061|XP_016025746.1|DSIM
OG0006983	LOC5577190|XP_021701711.1|AAEG	LOC6730401|XP_002077582.2|DSIM
