Orthogroup	HILL.longest_only	DKIK.longest_only
OG0000036	LOC119652948|XP_037913267.1|HILL, LOC119651663|XP_037911279.1|HILL, LOC119650637|XP_037909485.1|HILL, LOC119653054|XP_037913458.1|HILL, LOC119650635|XP_037909483.1|HILL	LOC108081215|XP_017031778.1|DKIK
OG0000037	LOC119651766|XP_037911437.1|HILL, LOC119646812|XP_037903341.1|HILL, LOC119651775|XP_037911460.1|HILL, LOC119655958|XP_037918122.1|HILL, LOC119658451|XP_037921784.1|HILL, LOC119651204|XP_037910577.1|HILL, LOC119646220|XP_037902534.1|HILL, LOC119651193|XP_037910565.1|HILL, LOC119658129|XP_037921325.1|HILL, LOC119655954|XP_037918098.1|HILL, LOC119661525|XP_037926829.1|HILL, LOC119657138|XP_037919838.1|HILL, LOC119657136|XP_037919836.1|HILL, LOC119657137|XP_037919837.1|HILL, LOC119658079|XP_037921268.1|HILL, LOC119658432|XP_037921760.1|HILL, LOC119658363|XP_037921651.1|HILL, LOC119658372|XP_037921661.1|HILL, LOC119658423|XP_037921747.1|HILL, LOC119661114|XP_037926238.1|HILL	LOC108082568|XP_017033513.1|DKIK, LOC108073148|XP_017020150.1|DKIK, LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC119648832|XP_037906622.1|HILL	LOC108083255|XP_017034451.1|DKIK, LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC119659608|XP_037923707.1|HILL, LOC119659449|XP_037923462.1|HILL, LOC119655261|XP_037916985.1|HILL, LOC119650447|XP_037909230.1|HILL, LOC119650448|XP_037909231.1|HILL, LOC119650446|XP_037909229.1|HILL, LOC119650452|XP_037909234.1|HILL, LOC119650455|XP_037909238.1|HILL, LOC119650454|XP_037909236.1|HILL, LOC119650450|XP_037909233.1|HILL, LOC119650453|XP_037909235.1|HILL, LOC119650449|XP_037909232.1|HILL, LOC119657616|XP_037920546.1|HILL	LOC108081169|XP_017031714.1|DKIK
OG0000040	LOC119659482|XP_037923522.1|HILL	LOC108070642|XP_017016699.1|DKIK, LOC108084882|XP_017036766.1|DKIK, LOC108084883|XP_017036767.1|DKIK, LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK, LOC108070662|XP_017016722.1|DKIK, LOC108070710|XP_017016793.1|DKIK, LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL	LOC108071265|XP_017017445.1|DKIK, LOC108071273|XP_017017453.1|DKIK, LOC108071358|XP_017017589.1|DKIK, LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK, LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000043	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL	LOC108081486|XP_017032174.1|DKIK, LOC108081508|XP_017032216.1|DKIK, LOC108081485|XP_017032173.1|DKIK, LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK, LOC108081483|XP_017032171.1|DKIK, LOC108086038|XP_017038347.1|DKIK, LOC108081480|XP_017032168.1|DKIK
OG0000044	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL	LOC108071988|XP_017018451.1|DKIK, LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK, LOC108072010|XP_017018477.1|DKIK, LOC108072006|XP_017018472.1|DKIK, LOC108072020|XP_017018489.1|DKIK, LOC108072017|XP_017018486.1|DKIK, LOC108082753|XP_017033762.1|DKIK
OG0000045	LOC119649047|XP_037906953.1|HILL	LOC108073518|XP_017020682.1|DKIK
OG0000045	LOC119652611|XP_037912776.1|HILL	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK, LOC108073894|XP_017021172.1|DKIK, LOC108073882|XP_017021156.1|DKIK
OG0000046	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL	LOC108075359|XP_017023259.1|DKIK, LOC108083339|XP_017034572.1|DKIK, LOC108083340|XP_017034573.1|DKIK, LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK, LOC108080985|XP_017031400.1|DKIK, LOC108080931|XP_017031324.1|DKIK, LOC108080891|XP_017031283.1|DKIK, LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK, LOC108080934|XP_017031327.1|DKIK, LOC108080984|XP_017031399.1|DKIK, LOC108080895|XP_017031286.1|DKIK, LOC108080933|XP_017031326.1|DKIK
OG0000047	LOC119654474|XP_037915820.1|HILL	LOC108076173|XP_017024393.1|DKIK, LOC108076538|XP_017024940.1|DKIK, LOC108080858|XP_017031251.1|DKIK, LOC108078780|XP_017028320.1|DKIK, LOC108071908|XP_017018345.1|DKIK
OG0000048	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL	LOC108084438|XP_017036136.1|DKIK, LOC108084434|XP_017036131.1|DKIK, LOC108084433|XP_017036130.1|DKIK, LOC108084436|XP_017036133.1|DKIK
OG0000049	LOC119649048|XP_037906954.1|HILL	LOC108084080|XP_017035590.1|DKIK, LOC108084068|XP_017035576.1|DKIK, LOC108084077|XP_017035587.1|DKIK, LOC108084022|XP_017035524.1|DKIK, LOC108084023|XP_017035525.1|DKIK, LOC108084019|XP_017035520.1|DKIK
OG0000050	LOC119658266|XP_037921486.1|HILL	LOC108073068|XP_017020022.1|DKIK, LOC108072577|XP_017019276.1|DKIK, LOC108072587|XP_017019288.1|DKIK, LOC108072753|XP_017019515.1|DKIK, LOC108072610|XP_017019326.1|DKIK, LOC108072709|XP_017019438.1|DKIK, LOC108072761|XP_017019527.1|DKIK, LOC108072698|XP_017019426.1|DKIK, LOC108072596|XP_017019300.1|DKIK, LOC108072619|XP_017019339.1|DKIK, LOC108072601|XP_017019314.1|DKIK
OG0000053	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL	LOC108070784|XP_017016873.1|DKIK, LOC108070783|XP_017016872.1|DKIK, LOC108070782|XP_017016871.1|DKIK
OG0000053	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL	LOC108070781|XP_017016869.1|DKIK, LOC108070786|XP_017016875.1|DKIK
OG0000054	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL	LOC108081173|XP_017031718.1|DKIK, LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK, LOC108081160|XP_017031693.1|DKIK, LOC108081159|XP_017031690.1|DKIK
OG0000055	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL	LOC108085845|XP_017038092.1|DKIK, LOC108085848|XP_017038094.1|DKIK
OG0000055	LOC119657823|XP_037920865.1|HILL	LOC108085865|XP_017038112.1|DKIK
OG0000056	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL	LOC108077622|XP_017026519.1|DKIK, LOC108077830|XP_017026845.1|DKIK
OG0000058	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK, LOC108082758|XP_017033764.1|DKIK, LOC108070811|XP_017016903.1|DKIK
OG0000060	LOC119658011|XP_037921164.1|HILL	LOC108080522|XP_017030803.1|DKIK
OG0000060	LOC119652834|XP_037913096.1|HILL	LOC108085322|XP_017037367.1|DKIK
OG0000061	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL	LOC108086185|XP_017038537.1|DKIK, LOC108086197|XP_017038548.1|DKIK, LOC108086180|XP_017038532.1|DKIK, LOC108086179|XP_017038531.1|DKIK, LOC108086178|XP_017038530.1|DKIK, LOC108086191|XP_017038544.1|DKIK, LOC108086182|XP_017038533.1|DKIK
OG0000063	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK, LOC108071602|XP_017017872.1|DKIK, LOC108071633|XP_017017906.1|DKIK, LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000064	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL	LOC108076898|XP_017025421.1|DKIK
OG0000064	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL	LOC108080822|XP_017031214.1|DKIK
OG0000067	LOC119657584|XP_037920491.1|HILL	LOC108084848|XP_017036716.1|DKIK, LOC108085996|XP_017038286.1|DKIK
OG0000067	LOC119657702|XP_037920672.1|HILL	LOC108077943|XP_017026970.1|DKIK, LOC108085995|XP_017038285.1|DKIK
OG0000067	LOC119648750|XP_037906501.1|HILL	LOC108071874|XP_017018291.1|DKIK
OG0000068	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL	LOC108071863|XP_017018280.1|DKIK, LOC108071864|XP_017018281.1|DKIK, LOC108084117|XP_017035637.1|DKIK, LOC108074164|XP_017021563.1|DKIK
OG0000070	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL	LOC108082879|XP_017033949.1|DKIK, LOC108076002|XP_017024145.1|DKIK, LOC108082683|XP_017033673.1|DKIK, LOC108082714|XP_017033711.1|DKIK
OG0000071	LOC119647586|XP_037904523.1|HILL	LOC108073779|XP_017021035.1|DKIK
OG0000071	LOC119648120|XP_037905570.1|HILL	LOC108070385|XP_017016325.1|DKIK, LOC108070384|XP_017016324.1|DKIK, LOC108070386|XP_017016326.1|DKIK
OG0000072	LOC119661216|XP_037926368.1|HILL	LOC108076540|XP_017024942.1|DKIK
OG0000072	LOC119660319|XP_037924728.1|HILL	LOC108076135|XP_017024352.1|DKIK
OG0000073	LOC119654269|XP_037915465.1|HILL	LOC108082462|XP_017033327.1|DKIK
OG0000073	LOC119658257|XP_037921470.1|HILL	LOC108079402|XP_017029216.1|DKIK
OG0000073	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL	LOC108075433|XP_017023346.1|DKIK
OG0000074	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL	LOC108071625|XP_017017896.1|DKIK, LOC108071877|XP_017018294.1|DKIK
OG0000075	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL	LOC108078729|XP_017028220.1|DKIK
OG0000075	LOC119649897|XP_037908218.1|HILL	LOC108078805|XP_017028362.1|DKIK
OG0000075	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL	LOC108078731|XP_017028222.1|DKIK
OG0000076	LOC119647549|XP_037904468.1|HILL	LOC108078964|XP_017028614.1|DKIK
OG0000076	LOC119655368|XP_037917158.1|HILL	LOC108085219|XP_017037239.1|DKIK
OG0000077	LOC119655171|XP_037916849.1|HILL	LOC108076740|XP_017025218.1|DKIK
OG0000077	LOC119651525|XP_037911085.1|HILL	LOC108073492|XP_017020640.1|DKIK
OG0000077	LOC119656266|XP_037918616.1|HILL	LOC108070868|XP_017016990.1|DKIK
OG0000077	LOC119653260|XP_037913796.1|HILL	LOC108077758|XP_017026727.1|DKIK
OG0000078	LOC119656802|XP_037919339.1|HILL	LOC108082104|XP_017032889.1|DKIK, LOC108083237|XP_017034431.1|DKIK, LOC108084091|XP_017035604.1|DKIK, LOC108080166|XP_017030300.1|DKIK, LOC108083371|XP_017034605.1|DKIK
OG0000079	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK, LOC108086076|XP_017038383.1|DKIK
OG0000080	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK, LOC108076175|XP_017024395.1|DKIK
OG0000081	LOC119648100|XP_037905529.1|HILL	LOC108073934|XP_017021227.1|DKIK
OG0000082	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL	LOC108076521|XP_017024919.1|DKIK, LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK, LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK
OG0000083	LOC119651416|XP_037910939.1|HILL	LOC108077314|XP_017026091.1|DKIK, LOC108075851|XP_017023931.1|DKIK, LOC108075726|XP_017023759.1|DKIK
OG0000083	LOC119651041|XP_037910287.1|HILL	LOC108077101|XP_017025775.1|DKIK
OG0000084	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL	LOC108082570|XP_017033516.1|DKIK
OG0000085	LOC119654483|XP_037915835.1|HILL	LOC108078118|XP_017027223.1|DKIK
OG0000086	LOC119647291|XP_037904124.1|HILL	LOC108076785|XP_017025280.1|DKIK
OG0000087	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL	LOC108081995|XP_017032728.1|DKIK
OG0000087	LOC119652204|XP_037912073.1|HILL	LOC108077379|XP_017026162.1|DKIK
OG0000087	LOC119651395|XP_037910904.1|HILL	LOC108081987|XP_017032714.1|DKIK
OG0000088	LOC119655282|XP_037917026.1|HILL	LOC108076386|XP_017024698.1|DKIK
OG0000089	LOC119653821|XP_037914783.1|HILL	LOC108081135|XP_017031645.1|DKIK
OG0000089	LOC119651268|XP_037910700.1|HILL	LOC108075612|XP_017023634.1|DKIK
OG0000089	LOC119648411|XP_037906089.1|HILL	LOC108078680|XP_017028115.1|DKIK
OG0000090	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK, LOC108077947|XP_017026974.1|DKIK, LOC108078973|XP_017028631.1|DKIK, LOC108071532|XP_017017793.1|DKIK
OG0000091	LOC119652340|XP_037912284.1|HILL	LOC108075739|XP_017023776.1|DKIK
OG0000091	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL	LOC108082079|XP_017032861.1|DKIK, LOC108081166|XP_017031709.1|DKIK, LOC108081243|XP_017031811.1|DKIK
OG0000092	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK, LOC108071264|XP_017017444.1|DKIK, LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK
OG0000093	LOC119661588|XP_037926918.1|HILL	LOC108079645|XP_017029525.1|DKIK
OG0000094	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL	LOC108071561|XP_017017831.1|DKIK, LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK
OG0000096	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL	LOC108082873|XP_017033940.1|DKIK, LOC108075861|XP_017023944.1|DKIK, LOC108085902|XP_017038160.1|DKIK, LOC108082876|XP_017033946.1|DKIK
OG0000098	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL	LOC108077716|XP_017026656.1|DKIK
OG0000099	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL	LOC108083427|XP_017034672.1|DKIK, LOC108083341|XP_017034574.1|DKIK
OG0000099	LOC119655128|XP_037916790.1|HILL	LOC108083422|XP_017034666.1|DKIK
OG0000100	LOC119660105|XP_037924412.1|HILL	LOC108076209|XP_017024435.1|DKIK, LOC108077662|XP_017026570.1|DKIK, LOC108075976|XP_017024117.1|DKIK, LOC108079993|XP_017030051.1|DKIK, LOC108076030|XP_017024178.1|DKIK
OG0000101	LOC119648867|XP_037906682.1|HILL	LOC108083700|XP_017035084.1|DKIK, LOC108083701|XP_017035085.1|DKIK, LOC108083696|XP_017035073.1|DKIK, LOC108083702|XP_017035086.1|DKIK
OG0000102	LOC119646185|XP_037902495.1|HILL	LOC108073007|XP_017019952.1|DKIK
OG0000102	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL	LOC108078325|XP_017027613.1|DKIK
OG0000103	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK, LOC108072142|XP_017018672.1|DKIK
OG0000104	LOC119648626|XP_037906324.1|HILL	LOC108071553|XP_017017820.1|DKIK
OG0000104	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL	LOC108082132|XP_017032923.1|DKIK, LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK
OG0000105	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL	LOC108084017|XP_017035519.1|DKIK, LOC108080884|XP_017031275.1|DKIK, LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK
OG0000108	LOC119657653|XP_037920603.1|HILL	LOC108083650|XP_017035011.1|DKIK, LOC108080914|XP_017031311.1|DKIK, LOC108072095|XP_017018601.1|DKIK, LOC108076717|XP_017025172.1|DKIK, LOC108083428|XP_017034676.1|DKIK
OG0000109	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL	LOC108077298|XP_017026067.1|DKIK
OG0000110	LOC119649014|XP_037906893.1|HILL	LOC108078140|XP_017027262.1|DKIK
OG0000110	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL	LOC108078152|XP_017027292.1|DKIK, LOC108078144|XP_017027276.1|DKIK, LOC108078161|XP_017027305.1|DKIK
OG0000112	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL	LOC108085943|XP_017038219.1|DKIK, LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK
OG0000113	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL	LOC108070647|XP_017016704.1|DKIK, LOC108083778|XP_017035191.1|DKIK
OG0000117	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL	LOC108085279|XP_017037320.1|DKIK, LOC108085280|XP_017037321.1|DKIK, LOC108085261|XP_017037300.1|DKIK
OG0000118	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK, LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK
OG0000119	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK, LOC108084013|XP_017035515.1|DKIK, LOC108084109|XP_017035624.1|DKIK
OG0000120	LOC119656903|XP_037919515.1|HILL	LOC108076008|XP_017024152.1|DKIK
OG0000120	LOC119661207|XP_037926359.1|HILL	LOC108073105|XP_017020084.1|DKIK
OG0000122	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL	LOC108074529|XP_017022095.1|DKIK, LOC108074147|XP_017021535.1|DKIK, LOC108078069|XP_017027122.1|DKIK, LOC108086046|XP_017038354.1|DKIK
