Orthogroup	HILL.longest_only	DMEL.longest_only
OG0007939	LOC119661551|XP_037926867.1|HILL	Cep97|NP_608811.2|DMEL
OG0007940	LOC119647087|XP_037903788.1|HILL	capu|NP_001137784.1|DMEL
OG0007941	LOC119646151|XP_037902448.1|HILL	Atf6|NP_995745.1|DMEL
OG0007942	LOC119655825|XP_037917859.1|HILL	CG15914|NP_573084.1|DMEL
OG0007943	LOC119651918|XP_037911674.1|HILL	CG43778|NP_001369129.1|DMEL
OG0007944	LOC119652697|XP_037912904.1|HILL	dlt|NP_728672.1|DMEL
OG0007946	LOC119651289|XP_037910732.1|HILL	CG17658|NP_611845.2|DMEL
OG0007947	LOC119651380|XP_037910881.1|HILL	Uvrag|NP_609632.1|DMEL
OG0007948	LOC119650605|XP_037909393.1|HILL	CycE|NP_001246037.1|DMEL
OG0007949	LOC119655734|XP_037917715.1|HILL	fz4|NP_511068.2|DMEL
OG0007950	LOC119661197|XP_037926347.1|HILL	Oseg5|NP_610064.2|DMEL
OG0007951	LOC119646253|XP_037902616.1|HILL	CG31650|NP_608899.1|DMEL
OG0007952	LOC119661201|XP_037926349.1|HILL	slf|NP_608858.3|DMEL
OG0007953	LOC119651737|XP_037911392.1|HILL	CG13982|NP_609025.1|DMEL
OG0007954	LOC119650652|XP_037909516.1|HILL	meng|NP_609070.1|DMEL
OG0007955	LOC119651971|XP_037911792.1|HILL	CG42366|NP_723501.2|DMEL
OG0007956	LOC119650594|XP_037909371.1|HILL	Nf-YB|NP_609997.1|DMEL
OG0007957	LOC119660415|XP_037924891.1|HILL	CG5731|NP_609354.1|DMEL
OG0007958	LOC119661051|XP_037926182.1|HILL	CG13404|NP_572954.2|DMEL
OG0007960	LOC119651267|XP_037910696.1|HILL	SmB|NP_001188780.1|DMEL
OG0007961	LOC119651125|XP_037910444.1|HILL	CG5112|NP_651400.1|DMEL
OG0007962	LOC119655829|XP_037917863.1|HILL	Smyd3|NP_524768.2|DMEL
OG0007963	LOC119651432|XP_037910959.1|HILL	CG9426|NP_609616.1|DMEL
OG0007964	LOC119652720|XP_037912941.1|HILL	CG9596|NP_995638.1|DMEL
OG0007965	LOC119651033|XP_037910275.1|HILL	stai|NP_001245912.1|DMEL
OG0007966	LOC119651167|XP_037910514.1|HILL	Rrp40|NP_722725.1|DMEL
OG0007967	LOC119661779|XP_037927184.1|HILL	Itgbn|NP_523608.2|DMEL
OG0007968	LOC119646843|XP_037903388.1|HILL	haf|NP_001356954.1|DMEL
OG0007969	LOC119661050|XP_037926181.1|HILL	Mob3|NP_609364.1|DMEL
OG0007971	LOC119651484|XP_037911029.1|HILL	hop|NP_511119.2|DMEL
OG0007972	LOC119655552|XP_037917403.1|HILL	Cpr49Ah|NP_610777.1|DMEL
OG0007973	LOC119646445|XP_037902824.1|HILL	CG6405|NP_609564.1|DMEL
OG0007974	LOC119657172|XP_037919887.1|HILL	Fer3HCH|NP_572854.1|DMEL
OG0007975	LOC119660960|XP_037925931.1|HILL	cas|NP_524677.1|DMEL
OG0007976	LOC119654942|XP_037916528.1|HILL	CG12659|NP_001259344.1|DMEL
OG0007977	LOC119650648|XP_037909514.1|HILL	Mcr|NP_524688.1|DMEL
OG0007978	LOC119656795|XP_037919333.1|HILL	mRpL24|NP_523476.1|DMEL
OG0007979	LOC119652405|XP_037912440.1|HILL	CG43861|NP_001260615.1|DMEL
OG0007980	LOC119650877|XP_037909973.1|HILL	Arpc2|NP_610033.1|DMEL
OG0007981	LOC119656059|XP_037918264.1|HILL	CG8134|NP_573056.1|DMEL
OG0007982	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL	TTLL4A|NP_723642.2|DMEL
OG0007983	LOC119652201|XP_037912070.1|HILL	JMJD4|NP_609870.1|DMEL
OG0007984	LOC119653046|XP_037913436.1|HILL	CG10137|NP_609981.1|DMEL
OG0007985	LOC119651083|XP_037910357.1|HILL	CG41378|NP_001163836.1|DMEL
OG0007986	LOC119651869|XP_037911604.1|HILL	CG5435|NP_609567.2|DMEL
OG0007988	LOC119647404|XP_037904211.1|HILL	Kua|NP_610026.1|DMEL
OG0007989	LOC119657302|XP_037920081.1|HILL	CG5708|NP_609359.1|DMEL
OG0007990	LOC119651546|XP_037911107.1|HILL	Wdfy2|NP_609400.1|DMEL
OG0007991	LOC119661585|XP_037926915.1|HILL	bowl|NP_476883.1|DMEL
OG0007992	LOC119647136|XP_037903856.1|HILL	lmgA|NP_001097122.1|DMEL
OG0007993	LOC119650869|XP_037909958.1|HILL	gammaCOP|NP_001263145.1|DMEL
OG0007994	LOC119651559|XP_037911124.1|HILL	CG4619|NP_001162929.1|DMEL
OG0007995	LOC119652483|XP_037912588.1|HILL	DIP-kappa|NP_723828.1|DMEL
OG0007996	LOC119656724|XP_037919184.1|HILL	CG7378|NP_001285421.1|DMEL
OG0007997	LOC119646370|XP_037902734.1|HILL	MED11|NP_649057.1|DMEL
OG0007999	LOC119661780|XP_037927188.1|HILL	CG17124|NP_609450.1|DMEL
OG0008000	LOC119661766|XP_037927169.1|HILL	CG6495|NP_609451.1|DMEL
OG0008001	LOC119661426|XP_037926697.1|HILL	CCT4|NP_609579.1|DMEL
OG0008002	LOC119651158|XP_037910496.1|HILL	AP-2alpha|NP_995607.1|DMEL
OG0008003	LOC119661378|XP_037926625.1|HILL	IFT43|NP_609581.3|DMEL
OG0008004	LOC119653465|XP_037914005.1|HILL	ewg|NP_001245444.1|DMEL
OG0008005	LOC119656197|XP_037918508.1|HILL	spri|NP_001259418.1|DMEL
OG0008006	LOC119653898|XP_037914961.1|HILL	CG14232|NP_608348.1|DMEL
OG0008007	LOC119655661|XP_037917573.1|HILL	Usf|NP_572167.3|DMEL
OG0008008	LOC119650102|XP_037908550.1|HILL	Blos3|NP_001097640.1|DMEL
OG0008009	LOC119655550|XP_037917397.1|HILL	Nsun2|NP_652007.1|DMEL
OG0008010	LOC119656125|XP_037918379.1|HILL	CG3632|NP_001096996.1|DMEL
OG0008011	LOC119655844|XP_037917884.1|HILL	CG4269|NP_611683.1|DMEL
OG0008012	LOC119654901|XP_037916456.1|HILL	Pex6|NP_001027403.2|DMEL
OG0008013	LOC119655886|XP_037917960.1|HILL	isopeptidase-T-3|NP_001261098.1|DMEL
OG0008014	LOC119659405|XP_037923404.1|HILL	Fip1|NP_649476.1|DMEL
OG0008015	LOC119648968|XP_037906818.1|HILL	Plod|NP_648451.1|DMEL
OG0008016	LOC119648969|XP_037906819.1|HILL	nkt|NP_648450.3|DMEL
OG0008017	LOC119654880|XP_037916415.1|HILL	hec|NP_572843.2|DMEL
OG0008018	LOC119654570|XP_037915948.1|HILL	futsch|NP_001096864.1|DMEL
OG0008019	LOC119656213|XP_037918533.1|HILL	CG12531|NP_608350.2|DMEL
OG0008020	LOC119654199|XP_037915332.1|HILL	Regnase-1|NP_650863.3|DMEL
OG0008021	LOC119658813|XP_037922464.1|HILL	Fcp3C|NP_477482.2|DMEL
OG0008022	LOC119655630|XP_037917528.1|HILL	Nep5|NP_733186.2|DMEL
OG0008024	LOC119655759|XP_037917743.1|HILL	CG11409|NP_569902.2|DMEL
OG0008025	LOC119655647|XP_037917557.1|HILL	Lrpprc2|NP_569913.1|DMEL
OG0008026	LOC119655549|XP_037917396.1|HILL	Pa1|NP_572712.1|DMEL
OG0008027	LOC119653625|XP_037914326.1|HILL	pon|NP_525072.2|DMEL
OG0008028	LOC119658832|XP_037922497.1|HILL	14-3-3epsilon|NP_732309.1|DMEL
OG0008029	LOC119659933|XP_037924201.1|HILL	Nab2|NP_651243.1|DMEL
OG0008030	LOC119659856|XP_037924089.1|HILL	atms|NP_649493.1|DMEL
OG0008031	LOC119660283|XP_037924681.1|HILL	betaggt-II|NP_524894.1|DMEL
OG0008032	LOC119659908|XP_037924161.1|HILL	RpL6|NP_651876.1|DMEL
OG0008033	LOC119658897|XP_037922626.1|HILL	CG42327|NP_001036706.2|DMEL
OG0008034	LOC119653379|XP_037913849.1|HILL	ATP8B|NP_731669.2|DMEL
OG0008035	LOC119655457|XP_037917286.1|HILL	CG9411|NP_572962.1|DMEL
OG0008036	LOC119658987|XP_037922797.1|HILL	CG4553|NP_651396.1|DMEL
OG0008037	LOC119658931|XP_037922692.1|HILL	Fur1|NP_001262954.1|DMEL
OG0008038	LOC119659874|XP_037924120.1|HILL	Klf15|NP_572185.1|DMEL
OG0008039	LOC119659935|XP_037924203.1|HILL	CG15923|NP_001262769.1|DMEL
OG0008040	LOC119658901|XP_037922634.1|HILL	CG1896|NP_651886.1|DMEL
OG0008041	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL	gd|NP_001259479.1|DMEL
OG0008042	LOC119659982|XP_037924280.1|HILL	CG5641|NP_650196.1|DMEL
OG0008043	LOC119653924|XP_037915011.1|HILL	CG2918|NP_569995.1|DMEL
OG0008044	LOC119653723|XP_037914560.1|HILL	per|NP_525056.2|DMEL
OG0008045	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL	CG2875|NP_570069.1|DMEL
OG0008046	LOC119658779|XP_037922405.1|HILL	CG16953|NP_650897.3|DMEL
OG0008047	LOC119658630|XP_037922070.1|HILL	CG5793|NP_001247226.1|DMEL
OG0008048	LOC119658778|XP_037922404.1|HILL	Srp72|NP_650898.1|DMEL
OG0008049	LOC119658628|XP_037922066.1|HILL	slmb|NP_001262802.1|DMEL
OG0008050	LOC119659059|XP_037922896.1|HILL	Tnks|NP_001262963.1|DMEL
OG0008051	LOC119660140|XP_037924466.1|HILL	Su_fu_|NP_536750.2|DMEL
OG0008052	LOC119658904|XP_037922638.1|HILL	Hel89B|NP_732097.2|DMEL
OG0008053	LOC119655780|XP_037917792.1|HILL	Vps11|NP_730776.1|DMEL
OG0008054	LOC119654654|XP_037916070.1|HILL	CG13377|NP_569835.1|DMEL
OG0008055	LOC119660797|XP_037925546.1|HILL	dsh|NP_511118.2|DMEL
OG0008056	LOC119658715|XP_037922262.1|HILL	pck|NP_726742.1|DMEL
OG0008058	LOC119659911|XP_037924163.1|HILL	HEATR2|NP_731905.1|DMEL
OG0008060	LOC119659045|XP_037922880.1|HILL	CG17187|NP_650056.1|DMEL
OG0008061	LOC119656005|XP_037918175.1|HILL	bys|NP_511074.1|DMEL
OG0008062	LOC119653667|XP_037914427.1|HILL	Scamp|NP_573023.2|DMEL
OG0008063	LOC119658663|XP_037922145.1|HILL	NANS|NP_650195.1|DMEL
OG0008064	LOC119653880|XP_037914925.1|HILL	Nipsnap|NP_573103.1|DMEL
OG0008066	LOC119658793|XP_037922433.1|HILL	S6kII|NP_523437.2|DMEL
OG0008067	LOC119653714|XP_037914523.1|HILL	Upf1|NP_572767.1|DMEL
OG0008068	LOC119653696|XP_037914497.1|HILL	CG10362|NP_572771.1|DMEL
OG0008069	LOC119660342|XP_037924756.1|HILL	CG14868|NP_650458.1|DMEL
OG0008070	LOC119659365|XP_037923348.1|HILL	Pus1|NP_001163664.1|DMEL
OG0008071	LOC119654615|XP_037916017.1|HILL	CG8300|NP_572384.1|DMEL
OG0008072	LOC119646187|XP_037902498.1|HILL	CG32533|NP_728244.1|DMEL
OG0008073	LOC119655502|XP_037917332.1|HILL	org-1|NP_511085.2|DMEL
OG0008074	LOC119656050|XP_037918243.1|HILL	Es2|NP_572480.1|DMEL
OG0008075	LOC119654147|XP_037915238.1|HILL	ppk9|NP_611622.2|DMEL
OG0008076	LOC119653727|XP_037914563.1|HILL	pcx|NP_001259183.2|DMEL
OG0008077	LOC119656704|XP_037919141.1|HILL	eIF3f1|NP_649489.1|DMEL
OG0008078	LOC119656157|XP_037918421.1|HILL	schlank|NP_652526.1|DMEL
OG0008079	LOC119655684|XP_037917613.1|HILL	CG9164|NP_573021.1|DMEL
OG0008080	LOC119655787|XP_037917806.1|HILL	fs_1_K10|NP_477491.1|DMEL
OG0008081	LOC119661280|XP_037926484.1|HILL	bcn92|NP_477059.2|DMEL
OG0008082	LOC119659634|XP_037923761.1|HILL	spn-D|NP_733200.1|DMEL
OG0008083	LOC119659775|XP_037923965.1|HILL	Spec2|NP_730968.1|DMEL
OG0008084	LOC119657512|XP_037920379.1|HILL	Burs|NP_650983.1|DMEL
OG0008085	LOC119660549|XP_037925117.1|HILL	CG14238|NP_651480.1|DMEL
OG0008086	LOC119659139|XP_037922997.1|HILL	Rga|NP_730966.1|DMEL
OG0008087	LOC119648155|XP_037905654.1|HILL	CG6340|NP_573034.1|DMEL
OG0008088	LOC119648023|XP_037905366.1|HILL	fs_1_Ya|NP_477493.2|DMEL
OG0008089	LOC119648247|XP_037905814.1|HILL	CG2277|NP_612095.3|DMEL
OG0008090	LOC119651986|XP_037911829.1|HILL	Rpp21|NP_788853.1|DMEL
OG0008091	LOC119658943|XP_037922735.1|HILL	Pisd|NP_651208.1|DMEL
OG0008093	LOC119647098|XP_037903797.1|HILL	Dhc16F|NP_523394.1|DMEL
OG0008094	LOC119660317|XP_037924720.1|HILL	dgt2|NP_609531.1|DMEL
OG0008095	LOC119660150|XP_037924478.1|HILL	Blm|NP_524319.2|DMEL
OG0008096	LOC119655115|XP_037916765.1|HILL	Mybbp1A|NP_476593.2|DMEL
OG0008097	LOC119652562|XP_037912698.1|HILL	CG2004|NP_572501.1|DMEL
OG0008098	LOC119649386|XP_037907434.1|HILL	HGTX|NP_001368954.1|DMEL
OG0008100	LOC119658786|XP_037922421.1|HILL	REPTOR|NP_001036752.1|DMEL
OG0008101	LOC119660876|XP_037925714.1|HILL	na|NP_001096981.2|DMEL
OG0008102	LOC119658913|XP_037922657.1|HILL	CG5516|NP_650515.1|DMEL
OG0008103	LOC119656985|XP_037919648.1|HILL	CG7889|NP_573368.2|DMEL
OG0008104	LOC119650376|XP_037909041.1|HILL	SCCRO|NP_001246770.1|DMEL
OG0008105	LOC119651399|XP_037910914.1|HILL	CG33332|NP_996214.1|DMEL
OG0008106	LOC119660566|XP_037925140.1|HILL	CG33169|NP_001137999.1|DMEL
OG0008107	LOC119659291|XP_037923231.1|HILL	CG12594|NP_650109.1|DMEL
OG0008108	LOC119655216|XP_037916920.1|HILL	cin|NP_477030.1|DMEL
OG0008109	LOC119653886|XP_037914934.1|HILL	CG3527|NP_572170.1|DMEL
OG0008110	LOC119649349|XP_037907387.1|HILL	v|NP_511113.1|DMEL
OG0008111	LOC119655879|XP_037917942.1|HILL	CG3156|NP_569844.2|DMEL
OG0008112	LOC119653523|XP_037914118.1|HILL	east|NP_001245484.1|DMEL
OG0008113	LOC119653524|XP_037914122.1|HILL	mRpL49|NP_572839.1|DMEL
OG0008114	LOC119655757|XP_037917741.1|HILL	Brms1|NP_572840.1|DMEL
OG0008115	LOC119653564|XP_037914205.1|HILL	sdt|NP_001033835.2|DMEL
OG0008116	LOC119653408|XP_037913901.1|HILL	slpr|NP_001188558.1|DMEL
OG0008117	LOC119653664|XP_037914423.1|HILL	pico|NP_608363.1|DMEL
OG0008118	LOC119655059|XP_037916677.1|HILL	CG17778|NP_569846.2|DMEL
OG0008119	LOC119656267|XP_037918618.1|HILL	Ubqn|NP_608344.1|DMEL
OG0008120	LOC119653739|XP_037914590.1|HILL	CDK2AP1|NP_001259439.1|DMEL
OG0008121	LOC119655517|XP_037917355.1|HILL	CG8569|NP_610795.1|DMEL
OG0008122	LOC119656036|XP_037918231.1|HILL	Pink1|NP_572340.2|DMEL
OG0008123	LOC119655214|XP_037916918.1|HILL	Top3beta|NP_511059.2|DMEL
OG0008124	LOC119656242|XP_037918586.1|HILL	Pdfr|NP_001245501.1|DMEL
OG0008126	LOC119653749|XP_037914606.1|HILL	CG3823|NP_572313.1|DMEL
OG0008128	LOC119653620|XP_037914321.1|HILL	CG11679|NP_573063.1|DMEL
OG0008129	LOC119653592|XP_037914269.1|HILL	CG3815|NP_572311.1|DMEL
OG0008130	LOC119653593|XP_037914270.1|HILL	Rab35|NP_608373.1|DMEL
OG0008131	LOC119655177|XP_037916857.1|HILL	tyn|NP_001368965.1|DMEL
OG0008132	LOC119660508|XP_037925033.1|HILL	CG6432|NP_651247.1|DMEL
OG0008133	LOC119653712|XP_037914521.1|HILL	CG4332|NP_572861.1|DMEL
OG0008134	LOC119655928|XP_037918029.1|HILL	CG15894|NP_001096891.1|DMEL
OG0008135	LOC119659663|XP_037923803.1|HILL	CG9801|NP_649827.2|DMEL
OG0008136	LOC119653701|XP_037914503.1|HILL	Ir25a|NP_001260049.1|DMEL
OG0008137	LOC119653446|XP_037913969.1|HILL	CG3081|NP_572176.2|DMEL
OG0008138	LOC119656075|XP_037918284.1|HILL	Hsc20|NP_001097616.1|DMEL
OG0008139	LOC119654404|XP_037915716.1|HILL	CG30059|NP_610872.1|DMEL, CG18278|NP_725289.1|DMEL
OG0008140	LOC119655513|XP_037917348.1|HILL	CG3556|NP_572164.2|DMEL
OG0008141	LOC119656033|XP_037918227.1|HILL	CG32668|NP_727502.1|DMEL
OG0008142	LOC119655426|XP_037917245.1|HILL	CG14210|NP_608328.1|DMEL
OG0008143	LOC119653905|XP_037914969.1|HILL	ArgRS|NP_573081.1|DMEL
OG0008144	LOC119655468|XP_037917298.1|HILL	ox|NP_476985.1|DMEL
OG0008145	LOC119654221|XP_037915365.1|HILL	LIMK1|NP_511139.2|DMEL
OG0008146	LOC119654319|XP_037915573.1|HILL	unc-119|NP_572389.1|DMEL
OG0008147	LOC119653496|XP_037914058.1|HILL	CG1677|NP_572387.1|DMEL
OG0008148	LOC119661496|XP_037926788.1|HILL	Rbcn-3A|NP_572302.2|DMEL
OG0008149	LOC119655401|XP_037917211.1|HILL	CG3168|NP_572345.1|DMEL
OG0008150	LOC119654923|XP_037916501.1|HILL	SrpRalpha|NP_524887.2|DMEL
OG0008151	LOC119655729|XP_037917695.1|HILL	beta-Spec|NP_001259660.1|DMEL
OG0008152	LOC119653903|XP_037914968.1|HILL	Hr4|NP_001259161.1|DMEL
OG0008153	LOC119646770|XP_037903280.1|HILL	CG4806|NP_611955.2|DMEL
OG0008154	LOC119649175|XP_037907131.1|HILL	Tsen34|NP_001036605.2|DMEL
OG0008155	LOC119648979|XP_037906829.1|HILL	Ccdc56|NP_996062.3|DMEL
OG0008156	LOC119653185|XP_037913667.1|HILL	rod|NP_476705.1|DMEL
OG0008157	LOC119653871|XP_037914907.1|HILL	CG6345|NP_650002.1|DMEL
OG0008158	LOC119655594|XP_037917477.1|HILL	eIF2alpha|NP_573130.1|DMEL
OG0008159	LOC119648759|XP_037906513.1|HILL	CG42495|NP_001163464.1|DMEL
OG0008160	LOC119653418|XP_037913920.1|HILL	Fak|NP_001137718.1|DMEL
OG0008161	LOC119653614|XP_037914309.1|HILL	CG1231|NP_612032.1|DMEL
OG0008162	LOC119657168|XP_037919881.1|HILL	Gga|NP_572571.1|DMEL
OG0008163	LOC119648366|XP_037906020.1|HILL	CG42272|NP_729101.2|DMEL
OG0008164	LOC119654819|XP_037916307.1|HILL	zyd|NP_001015261.3|DMEL
OG0008165	LOC119656159|XP_037918425.1|HILL	Raf|NP_525047.1|DMEL
OG0008166	LOC119656160|XP_037918427.1|HILL	CG1622|NP_572872.1|DMEL
OG0008167	LOC119655235|XP_037916946.1|HILL	CG11085|NP_572815.3|DMEL
OG0008168	LOC119656205|XP_037918524.1|HILL	CG1463|NP_572813.2|DMEL
OG0008169	LOC119656206|XP_037918525.1|HILL	Sec22|NP_001259103.1|DMEL
OG0008170	LOC119656032|XP_037918225.1|HILL	HPS1|NP_610997.1|DMEL
OG0008171	LOC119660725|XP_037925307.1|HILL	mahe|NP_572424.1|DMEL
OG0008172	LOC119654523|XP_037915892.1|HILL	Ice2|NP_650946.3|DMEL
OG0008173	LOC119658417|XP_037921740.1|HILL	CG8679|NP_610099.1|DMEL
OG0008174	LOC119653767|XP_037914686.1|HILL	CG33155|NP_001027417.1|DMEL
OG0008175	LOC119654277|XP_037915485.1|HILL	Cfp1|NP_572556.1|DMEL
OG0008176	LOC119659367|XP_037923354.1|HILL	Dredd|NP_477249.3|DMEL
OG0008177	LOC119653423|XP_037913928.1|HILL	Rab18|NP_524744.2|DMEL
OG0008178	LOC119656046|XP_037918240.1|HILL	mbt|NP_523375.2|DMEL
OG0008179	LOC119654837|XP_037916339.1|HILL	CG9213|NP_788910.1|DMEL
OG0008180	LOC119655519|XP_037917357.1|HILL	Cdc45|NP_569880.1|DMEL
OG0008181	LOC119653718|XP_037914538.1|HILL	CG3021|NP_652639.1|DMEL
OG0008182	LOC119654700|XP_037916142.1|HILL	MrgBP|NP_610417.1|DMEL
OG0008183	LOC119654478|XP_037915825.1|HILL	Fatp3|NP_726437.2|DMEL
OG0008185	LOC119653444|XP_037913964.1|HILL	krz|NP_524988.1|DMEL
OG0008186	LOC119655698|XP_037917640.1|HILL	CG7747|NP_611113.1|DMEL
OG0008187	LOC119656056|XP_037918257.1|HILL	CG30100|NP_725560.1|DMEL
OG0008188	LOC119647910|XP_037905157.1|HILL	RpL27A|NP_476963.1|DMEL
OG0008189	LOC119655618|XP_037917516.1|HILL	Ski6|NP_609618.2|DMEL
OG0008190	LOC119648049|XP_037905439.1|HILL	CG9133|NP_001027093.1|DMEL
OG0008191	LOC119653624|XP_037914325.1|HILL	Ns3|NP_569915.1|DMEL
OG0008192	LOC119655410|XP_037917222.1|HILL	Mer|NP_523413.1|DMEL
OG0008193	LOC119657609|XP_037920536.1|HILL	unc|NP_608435.2|DMEL
OG0008194	LOC119655480|XP_037917308.1|HILL	NC2beta|NP_609736.1|DMEL
OG0008195	LOC119654849|XP_037916357.1|HILL	CG6280|NP_610898.1|DMEL
OG0008196	LOC119655919|XP_037918013.1|HILL	Obp59a|NP_788429.1|DMEL
OG0008197	LOC119650063|XP_037908484.1|HILL	Sox21b|NP_001261829.1|DMEL
OG0008198	LOC119653882|XP_037914926.1|HILL	Lztr1|NP_001259114.1|DMEL
OG0008199	LOC119647567|XP_037904491.1|HILL	ric8a|NP_572550.2|DMEL
OG0008200	LOC119655992|XP_037918157.1|HILL	nclb|NP_610623.1|DMEL
OG0008201	LOC119648130|XP_037905595.1|HILL	crim|NP_648500.1|DMEL
OG0008202	LOC119648084|XP_037905501.1|HILL	CG5946|NP_001287035.1|DMEL
OG0008203	LOC119649923|XP_037908254.1|HILL	CG13919|NP_647637.1|DMEL
OG0008204	LOC119654817|XP_037916305.1|HILL	GAA1|NP_572273.2|DMEL
OG0008205	LOC119649927|XP_037908274.1|HILL	Spase25|NP_572723.1|DMEL
OG0008206	LOC119648659|XP_037906366.1|HILL	hzg|NP_001261912.1|DMEL
OG0008207	LOC119650250|XP_037908768.1|HILL	CG11396|NP_649255.1|DMEL
OG0008208	LOC119654714|XP_037916160.1|HILL	Ptp52F|NP_611093.2|DMEL
OG0008209	LOC119656018|XP_037918198.1|HILL	CG12010|NP_728878.1|DMEL
OG0008211	LOC119654519|XP_037915887.1|HILL	Snx17|NP_609353.1|DMEL
OG0008212	LOC119649009|XP_037906887.1|HILL	CG9330|NP_649129.1|DMEL
OG0008213	LOC119655816|XP_037917848.1|HILL	vnd|NP_476786.2|DMEL
OG0008214	LOC119654638|XP_037916041.1|HILL	CG34242|NP_001097595.1|DMEL
OG0008215	LOC119656107|XP_037918350.1|HILL	CG13001|NP_573181.1|DMEL
OG0008216	LOC119655941|XP_037918056.1|HILL	Clc|NP_524178.2|DMEL
OG0008217	LOC119654955|XP_037916540.1|HILL	Ranbp21|NP_608339.2|DMEL
OG0008218	LOC119655409|XP_037917220.1|HILL	CG42837|NP_001188959.1|DMEL
OG0008219	LOC119655043|XP_037916652.1|HILL	Nost|NP_001285029.1|DMEL
OG0008220	LOC119653679|XP_037914451.1|HILL	CG2186|NP_001368978.1|DMEL
OG0008221	LOC119648657|XP_037906365.1|HILL	Fas3|NP_001097174.1|DMEL
OG0008222	LOC119647623|XP_037904595.1|HILL	CG11367|NP_649412.1|DMEL
OG0008223	LOC119650419|XP_037909151.1|HILL	CG16959|NP_648750.1|DMEL
OG0008224	LOC119650046|XP_037908457.1|HILL	Pitslre|NP_649251.2|DMEL
OG0008225	LOC119653817|XP_037914777.1|HILL	CG1703|NP_572736.1|DMEL
OG0008226	LOC119657870|XP_037920924.1|HILL	SPR|NP_001368972.1|DMEL
OG0008227	LOC119652848|XP_037913128.1|HILL	ppk31|NP_001097944.1|DMEL
OG0008228	LOC119650921|XP_037910074.1|HILL	Kul|NP_651716.1|DMEL
OG0008229	LOC119659771|XP_037923960.1|HILL	CG34107|NP_001036703.1|DMEL
OG0008230	LOC119659529|XP_037923594.1|HILL	CG14314|NP_650690.1|DMEL
OG0008232	LOC119648618|XP_037906318.1|HILL	JTBR|NP_477403.1|DMEL
OG0008233	LOC119650930|XP_037910084.1|HILL	fbp|NP_724223.4|DMEL
OG0008234	LOC119647131|XP_037903849.1|HILL	CG2811|NP_001246514.1|DMEL
OG0008235	LOC119646452|XP_037902830.1|HILL	Neb-cGP|NP_652548.1|DMEL
OG0008236	LOC119654405|XP_037915717.1|HILL	CG34200|NP_001097193.1|DMEL
OG0008237	LOC119659374|XP_037923358.1|HILL	Coq9|NP_724594.1|DMEL
OG0008239	LOC119647458|XP_037904318.1|HILL	CG10581|NP_649279.2|DMEL
OG0008240	LOC119646168|XP_037902475.1|HILL	CG10927|NP_611345.1|DMEL
OG0008243	LOC119648025|XP_037905371.1|HILL	CG34231|NP_001097280.2|DMEL
OG0008244	LOC119657479|XP_037920327.1|HILL	Theg|NP_650999.1|DMEL
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	Cda9|NP_611192.1|DMEL
OG0008248	LOC119651615|XP_037911197.1|HILL	CG5909|NP_651544.1|DMEL
OG0008250	LOC119658209|XP_037921403.1|HILL	CG13326|NP_610838.1|DMEL
OG0008254	LOC119648698|XP_037906433.1|HILL	CG13895|NP_001261220.1|DMEL
OG0008255	LOC119658673|XP_037922163.1|HILL	CG14448|NP_649418.1|DMEL
OG0008266	LOC119659659|XP_037923797.1|HILL	CG2182|NP_649570.1|DMEL
OG0008267	LOC119650768|XP_037909798.1|HILL	CG46339|NP_001263001.1|DMEL
OG0008268	LOC119657907|XP_037921002.1|HILL	Nbr|NP_610094.1|DMEL
OG0008271	LOC119656884|XP_037919481.1|HILL	CG32485|NP_728794.1|DMEL
OG0008272	LOC119657131|XP_037919829.1|HILL	IntS6|NP_572253.2|DMEL
OG0008273	LOC119660532|XP_037925088.1|HILL	CG14711|NP_650094.1|DMEL
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	CG32801|NP_726776.1|DMEL
OG0008275	LOC119654348|XP_037915618.1|HILL	cv|NP_536786.1|DMEL
OG0008276	LOC119656605|XP_037918967.1|HILL	sog|NP_476736.1|DMEL
OG0008277	LOC119657813|XP_037920851.1|HILL	CG15312|NP_001245603.1|DMEL
OG0008278	LOC119657315|XP_037920101.1|HILL	RfC3|NP_609399.1|DMEL
OG0008279	LOC119657968|XP_037921105.1|HILL	CG14408|NP_727792.2|DMEL
OG0008280	LOC119656800|XP_037919338.1|HILL	CG1847|NP_001368980.1|DMEL
OG0008281	LOC119656789|XP_037919317.1|HILL	CG7453|NP_573355.1|DMEL
OG0008282	LOC119653480|XP_037914039.1|HILL	Cpr11A|NP_572803.1|DMEL
OG0008283	LOC119661755|XP_037927152.1|HILL	goe|NP_573160.1|DMEL
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	mGluR|NP_524639.2|DMEL
OG0008285	LOC119657392|XP_037920206.1|HILL	CG43386|NP_572594.2|DMEL
OG0008286	LOC119656966|XP_037919613.1|HILL	m|NP_572747.1|DMEL
OG0008287	LOC119657837|XP_037920886.1|HILL	CG1632|NP_572467.1|DMEL
