Orthogroup	HILL.longest_only	DERE.longest_only
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC6550765|XP_001976802.1|DERE
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC6555485|XP_026833225.1|DERE
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC6541820|XP_001969636.1|DERE
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC6545094|XP_001973278.1|DERE
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC6550595|XP_026838204.1|DERE
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC26526782|XP_026835543.1|DERE
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC6551577|XP_001977264.2|DERE
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC6546889|XP_001975970.1|DERE
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC6544359|XP_001971997.1|DERE
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC6555220|XP_001982288.1|DERE
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC6550504|XP_001977969.1|DERE
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC6546665|XP_026835873.1|DERE
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC6550859|XP_026838270.1|DERE
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC6552310|XP_001980763.1|DERE
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC6551771|XP_001980640.1|DERE
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC6550841|XP_001977006.1|DERE
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC6550782|XP_001978079.1|DERE
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC6552472|XP_026836862.1|DERE
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC6548409|XP_026836850.1|DERE
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC6551313|XP_001978405.1|DERE
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC6551557|XP_001978505.1|DERE
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC6548837|XP_001975351.1|DERE
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC6543629|XP_015014019.1|DERE
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC6545011|XP_001972538.1|DERE
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC6545010|XP_026832982.1|DERE
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC6546465|XP_001971337.2|DERE
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC6541057|XP_001970367.1|DERE
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC6549890|XP_001977367.1|DERE
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC6546715|XP_001974587.1|DERE
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC6543547|XP_026832989.1|DERE
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC6555248|XP_001981629.1|DERE
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC6545944|XP_001971204.1|DERE
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC6551712|XP_026838107.1|DERE
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC6545287|XP_001972630.2|DERE
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC6550331|XP_001977889.1|DERE
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC6546033|XP_001971218.2|DERE
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC6545321|XP_001973247.1|DERE
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC6551432|XP_001977139.2|DERE
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC6545171|XP_001972557.1|DERE
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC6552430|XP_001980886.1|DERE
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC6543513|XP_001969515.1|DERE
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC6548453|XP_026836241.1|DERE
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC6547400|XP_001976308.1|DERE
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC6543006|XP_026835099.1|DERE
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC6555763|XP_001982669.1|DERE
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC6546781|XP_001974555.1|DERE
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC6544113|XP_001973109.1|DERE
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC6546640|XP_015011870.1|DERE
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC6553241|XP_001980196.1|DERE
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC6542391|XP_001969881.1|DERE
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC6549699|XP_001977441.1|DERE
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC6555493|XP_026831879.1|DERE
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC6551921|XP_001980619.1|DERE
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC113564596|XP_026838607.1|DERE
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC6541790|XP_001969481.1|DERE
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC6543072|XP_001970437.1|DERE
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC6548783|XP_001974062.2|DERE
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC26526297|XP_015015483.1|DERE
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC26526663|XP_015012834.1|DERE
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC6549143|XP_026836651.1|DERE
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC6548899|XP_026835982.1|DERE
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC6541309|XP_001969487.1|DERE
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC6540919|XP_001968731.2|DERE
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC6549127|XP_026836167.1|DERE
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC6543011|XP_026834741.1|DERE
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC6540604|XP_026834426.1|DERE
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC6550008|XP_026838026.1|DERE
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC6554477|XP_026838750.1|DERE
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC6541009|XP_001970296.1|DERE
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC6549036|XP_001974156.1|DERE
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC6548702|XP_001974073.1|DERE
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC6541948|XP_015015183.1|DERE
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC6545893|XP_001973435.1|DERE
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC6544065|XP_001973694.1|DERE
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC6549817|XP_001977340.1|DERE
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC6550333|XP_026838216.1|DERE
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC6551439|XP_001978537.2|DERE
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC6551627|XP_001978557.1|DERE
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC6555705|XP_001982482.2|DERE
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC6546419|XP_001971259.1|DERE
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC6543403|XP_001968153.1|DERE
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC6553705|XP_001980411.1|DERE
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC6551430|XP_026838776.1|DERE
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC6552683|XP_001978946.1|DERE
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC6551144|XP_026838089.1|DERE
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC6551328|XP_001977093.1|DERE
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC6553819|XP_001980514.3|DERE
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC6545879|XP_026833115.1|DERE
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC6554012|XP_001980542.1|DERE
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC6553064|XP_001980083.1|DERE
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC6551230|XP_001978342.1|DERE
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC6545859|XP_026833952.1|DERE
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC6555731|XP_001982500.1|DERE
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC6550156|XP_001977553.1|DERE
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC6555503|XP_001982628.1|DERE
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC6551101|XP_001976906.1|DERE
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC6550422|XP_026838272.1|DERE
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC6551040|XP_001978307.1|DERE
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC6551353|XP_026838749.1|DERE
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC6551556|XP_026837690.1|DERE
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC6547873|XP_001976349.1|DERE
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC6550733|XP_026838304.1|DERE
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC6553595|XP_026839492.1|DERE
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC6548721|XP_001975395.1|DERE
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC6551382|XP_001978450.2|DERE
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC6551454|XP_001977279.1|DERE
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC6552634|XP_001980900.1|DERE
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC6550917|XP_001976884.2|DERE
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC6544860|XP_001973172.1|DERE
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC6554388|XP_001981511.3|DERE
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC6545566|XP_015013150.1|DERE
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC6555146|XP_001981157.1|DERE
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC6540703|XP_001969491.1|DERE
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC6548654|XP_015011711.1|DERE
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC6552442|XP_001980931.1|DERE
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC6552550|XP_001978960.1|DERE
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC6547294|XP_026836601.1|DERE
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC6544563|XP_001973097.1|DERE
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC6546317|XP_001972825.1|DERE
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC6551476|XP_015011391.1|DERE
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC6550060|XP_026838053.1|DERE
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC6551043|XP_001978310.1|DERE
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC6551267|XP_026838080.1|DERE
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC6549669|XP_001977455.1|DERE
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC26526357|XP_015011454.1|DERE
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC6553850|XP_026839888.1|DERE
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC6541919|XP_001968194.2|DERE
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC6542861|XP_001970551.1|DERE
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC6555562|XP_026837871.1|DERE
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC6543712|XP_026833905.1|DERE
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC6554036|XP_015010080.1|DERE
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC6551867|XP_001980817.1|DERE
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC6547777|XP_001976572.2|DERE
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC6550441|XP_026838023.1|DERE
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC6541625|XP_001970112.1|DERE
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC6543464|XP_026834560.1|DERE
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC26526530|XP_015015522.1|DERE
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC6543315|XP_026834125.1|DERE
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC6548613|XP_001976699.1|DERE
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC26526791|XP_015012854.1|DERE
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC6548506|XP_001976655.1|DERE
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC6541695|XP_001969756.1|DERE
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC6550164|XP_001977674.1|DERE
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC6548568|XP_001976640.2|DERE
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC6548143|XP_026836579.1|DERE
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC6550486|XP_001977951.3|DERE
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC6553358|XP_001980187.3|DERE
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC6553178|XP_001980014.1|DERE
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC6549457|XP_015011639.1|DERE
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC6555487|XP_001981870.2|DERE
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC6547698|XP_001975019.1|DERE
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC6544115|XP_001973111.1|DERE
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC6551378|XP_001978446.1|DERE
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC6543654|XP_001972954.1|DERE
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC6542569|XP_001968300.1|DERE
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC6552897|XP_001980005.1|DERE
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC6543424|XP_001969500.1|DERE
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC6555982|XP_026839097.1|DERE
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC6550769|XP_026837702.1|DERE
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC6553509|XP_001979355.1|DERE
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC6548180|XP_026836191.1|DERE
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC6548090|XP_026836064.1|DERE
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC6540590|XP_001970398.2|DERE
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC6546489|XP_001973585.2|DERE
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC6550401|XP_001977848.1|DERE
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC6550275|XP_026837687.1|DERE
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC6544852|XP_001970991.1|DERE
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC6555633|XP_026838891.1|DERE
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC6551033|XP_001978252.1|DERE
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC6550168|XP_026837935.1|DERE
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC6550016|XP_001977482.1|DERE
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC6551086|XP_001977101.1|DERE
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC26526504|XP_026837675.1|DERE
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC6551642|XP_026837781.1|DERE
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC26527110|XP_026839563.1|DERE
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC6549707|XP_026837342.1|DERE
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC6551870|XP_001980820.1|DERE
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC6541529|XP_026835335.1|DERE
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC6545411|XP_001971710.2|DERE
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC26526546|XP_026834699.1|DERE
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC6548123|XP_001976537.1|DERE
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC6551546|XP_001978457.1|DERE
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC6551064|XP_026837835.1|DERE
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC6546025|XP_001971210.2|DERE
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC6545387|XP_001971617.1|DERE
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC6555733|XP_015008791.1|DERE
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC6555778|XP_001982536.2|DERE
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC6542310|XP_001970422.2|DERE
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC6554427|XP_001981278.1|DERE
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC6541099|XP_001969404.1|DERE
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC6542531|XP_026834622.1|DERE
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC6541242|XP_026834785.1|DERE
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC6554776|XP_001982179.1|DERE
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC6542947|XP_001969458.1|DERE
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC6543907|XP_001972978.1|DERE
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC26526032|XP_015012725.1|DERE
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC6555583|XP_001982608.2|DERE
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC6551553|XP_001978501.2|DERE
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC113563962|XP_026833794.1|DERE, LOC6545385|XP_001971615.1|DERE
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC6555532|XP_001982641.1|DERE
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC26526417|XP_015014273.1|DERE
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC6554800|XP_015009340.1|DERE
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC6549986|XP_015010563.1|DERE
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC26525989|XP_015010435.2|DERE
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC6545585|XP_001972142.1|DERE
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC6545340|XP_001973355.3|DERE
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC6555548|XP_026838898.1|DERE
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC6555563|XP_001982588.1|DERE
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC6551474|XP_015011390.1|DERE
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC6551473|XP_001978506.1|DERE
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC6554077|XP_015009680.1|DERE
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC6553818|XP_001979551.1|DERE
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC6551121|XP_001978348.1|DERE
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC6554404|XP_001981700.3|DERE
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC6548301|XP_001975099.1|DERE
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC6546101|XP_001972258.1|DERE
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC6553692|XP_001979422.1|DERE
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC6548757|XP_001975442.1|DERE
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC6548719|XP_001975449.2|DERE
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC6554829|XP_001982002.1|DERE
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC6551455|XP_015010877.1|DERE
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC6551488|XP_001978472.2|DERE
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC6553495|XP_001979335.2|DERE
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC6542435|XP_001970120.1|DERE
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC6554697|XP_001981957.1|DERE
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC6553653|XP_026839781.1|DERE
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC6548615|XP_001976701.1|DERE
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC6549485|XP_001974259.1|DERE
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC6543520|XP_001968694.1|DERE
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC6552743|XP_001978987.1|DERE
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC6551279|XP_001976898.3|DERE
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC6551823|XP_001980584.1|DERE
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC6548426|XP_001975337.1|DERE
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC6552981|XP_001979165.1|DERE
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC6554858|XP_026831797.1|DERE
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC6541822|XP_001969816.3|DERE
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC6541184|XP_001970506.1|DERE
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC6552265|XP_026836724.1|DERE
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC6547960|XP_001975288.1|DERE
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC26526909|XP_015012879.1|DERE
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC6549215|XP_026836759.1|DERE
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC113564075|XP_026834526.1|DERE, LOC6541434|XP_026835630.1|DERE
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC6545478|XP_026833989.1|DERE
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC26526310|XP_015012779.1|DERE
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC6555396|XP_026836436.1|DERE
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC6554397|XP_026831903.1|DERE
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC6548980|XP_015012373.1|DERE
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC26526865|XP_015012869.1|DERE
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC6541712|XP_001970511.1|DERE
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC6554094|XP_001980451.1|DERE
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC6551821|XP_001979627.1|DERE
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC6554688|XP_026839735.1|DERE
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC6555152|XP_001981163.1|DERE
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC6547678|XP_001976226.1|DERE
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC6549400|XP_001974448.1|DERE
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC6541239|XP_001968605.1|DERE
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC6547679|XP_001976227.1|DERE
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC6553033|XP_001980095.2|DERE
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC6549333|XP_001975633.1|DERE
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC6548653|XP_001975393.1|DERE
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC6546279|XP_026833055.1|DERE
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC6544898|XP_001971051.1|DERE
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC6543527|XP_026834302.1|DERE
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC6544684|XP_026832732.1|DERE
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC6543170|XP_001968998.1|DERE, LOC113564222|XP_026835607.1|DERE
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC6554792|XP_001982223.1|DERE
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC6550830|XP_026837868.1|DERE
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC6550126|XP_001977707.1|DERE
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC6555709|XP_001982553.3|DERE
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC6550583|XP_001978184.1|DERE
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC6548306|XP_001975104.1|DERE
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC6548393|XP_001976525.2|DERE
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC6555500|XP_026837264.1|DERE
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC6552424|XP_001980779.1|DERE
OG0008690	LOC119651734|XP_037911390.1|HILL	LOC6543085|XP_001968940.3|DERE
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC6550291|XP_001977693.2|DERE
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC6554672|XP_026838134.1|DERE
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC6543682|XP_001971850.1|DERE
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC6551435|XP_026838774.1|DERE
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC6543923|XP_026833459.1|DERE
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC6553942|XP_001979468.1|DERE
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC6548330|XP_026836787.1|DERE
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC6544216|XP_001973032.1|DERE
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC6541588|XP_001968579.1|DERE
