Orthogroup	HILL.longest_only	DSIM.longest_only
OG0006560	LOC119651149|XP_037910482.1|HILL	LOC6730104|XP_016036867.1|DSIM
OG0006561	LOC119651148|XP_037910481.1|HILL	LOC6730105|XP_002105398.2|DSIM
OG0006562	LOC119652452|XP_037912525.1|HILL	LOC6729833|XP_016036537.1|DSIM
OG0006563	LOC119652630|XP_037912805.1|HILL	LOC6728373|XP_016034987.1|DSIM
OG0006564	LOC119652651|XP_037912828.1|HILL	LOC6728375|XP_002103723.2|DSIM
OG0006565	LOC119652367|XP_037912387.1|HILL	LOC6727808|XP_016034397.2|DSIM
OG0006566	LOC119651112|XP_037910407.1|HILL	LOC6728072|XP_039151176.1|DSIM
OG0006567	LOC119656536|XP_037918810.1|HILL	LOC6729223|XP_016035878.1|DSIM
OG0006568	LOC119656537|XP_037918811.1|HILL	LOC6729222|XP_016035876.1|DSIM
OG0006569	LOC119658819|XP_037922471.1|HILL	LOC6736930|XP_016030581.1|DSIM
OG0006570	LOC119658841|XP_037922514.1|HILL	LOC6726782|XP_016033264.1|DSIM
OG0006571	LOC119651702|XP_037911343.1|HILL	LOC6729125|XP_002104446.1|DSIM
OG0006572	LOC119656551|XP_037918845.1|HILL	LOC6728611|XP_002103952.2|DSIM
OG0006573	LOC119652575|XP_037912717.1|HILL	LOC6726973|XP_002102375.1|DSIM
OG0006574	LOC119651224|XP_037910616.1|HILL	LOC27206685|XP_016035278.1|DSIM
OG0006575	LOC119657045|XP_037919727.1|HILL	LOC6730051|XP_002105344.1|DSIM
OG0006576	LOC119657999|XP_037921147.1|HILL	LOC6729482|XP_002104792.1|DSIM
OG0006577	LOC119651460|XP_037910994.1|HILL	LOC27207948|XP_016035631.1|DSIM
OG0006578	LOC119652253|XP_037912162.1|HILL	LOC6729481|XP_016036152.1|DSIM
OG0006579	LOC119656902|XP_037919514.1|HILL	LOC27208794|XP_039146983.1|DSIM
OG0006580	LOC119657922|XP_037921037.1|HILL	LOC27207073|XP_016034305.1|DSIM
OG0006581	LOC119660486|XP_037925003.1|HILL	LOC6726778|XP_016033263.1|DSIM
OG0006582	LOC119659834|XP_037924058.1|HILL	LOC6727658|XP_002103035.1|DSIM
OG0006583	LOC119651628|XP_037911217.1|HILL	LOC6727715|XP_016034290.2|DSIM
OG0006584	LOC119646970|XP_037903600.1|HILL	LOC6730865|XP_002078029.1|DSIM
OG0006585	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL	LOC6731445|XP_016024083.1|DSIM
OG0006586	LOC119652220|XP_037912090.1|HILL	LOC6730151|XP_002105442.1|DSIM
OG0006587	LOC119652217|XP_037912087.1|HILL	LOC6740637|XP_016036916.1|DSIM
OG0006588	LOC119653122|XP_037913576.1|HILL	LOC6727774|XP_002103136.3|DSIM
OG0006589	LOC119653155|XP_037913623.1|HILL	LOC6727016|XP_016033504.1|DSIM
OG0006590	LOC119653132|XP_037913589.1|HILL	LOC6727011|XP_002102412.2|DSIM
OG0006591	LOC119648435|XP_037906118.1|HILL	LOC6738956|XP_016032782.1|DSIM
OG0006592	LOC119652647|XP_037912824.1|HILL	LOC6728697|XP_002104033.1|DSIM
OG0006593	LOC119652646|XP_037912822.1|HILL	LOC6728698|XP_002104034.1|DSIM
OG0006594	LOC119648050|XP_037905441.1|HILL	LOC6737441|XP_002084278.1|DSIM
OG0006595	LOC119658874|XP_037922572.1|HILL	LOC6734705|XP_016027909.1|DSIM
OG0006596	LOC119659414|XP_037923416.1|HILL	LOC6735201|XP_016028482.1|DSIM
OG0006597	LOC119648678|XP_037906399.1|HILL	LOC6736503|XP_002083373.1|DSIM
OG0006598	LOC119649983|XP_037908353.1|HILL	LOC6731762|XP_002078897.1|DSIM
OG0006599	LOC119647869|XP_037905067.1|HILL	LOC6737609|XP_016031388.1|DSIM
OG0006600	LOC119650219|XP_037908721.1|HILL	LOC6737153|XP_039148990.1|DSIM
OG0006601	LOC119647715|XP_037904735.1|HILL	LOC6737778|XP_002084606.1|DSIM
OG0006602	LOC119647716|XP_037904736.1|HILL	LOC6737777|XP_002084605.1|DSIM
OG0006603	LOC119649936|XP_037908284.1|HILL	LOC6737776|XP_002084604.1|DSIM
OG0006604	LOC119648393|XP_037906059.1|HILL	LOC6738235|XP_002085047.2|DSIM
OG0006605	LOC119657847|XP_037920897.1|HILL	LOC6725250|XP_016038260.1|DSIM
OG0006606	LOC119648454|XP_037906139.1|HILL	LOC6737030|XP_016030664.1|DSIM
OG0006607	LOC119647644|XP_037904634.1|HILL	LOC6737578|XP_016031370.1|DSIM
OG0006608	LOC119648457|XP_037906142.1|HILL	LOC6726794|XP_016033295.1|DSIM
OG0006609	LOC119648766|XP_037906523.1|HILL	LOC6728940|XP_002104268.2|DSIM
OG0006610	LOC119647929|XP_037905190.1|HILL	LOC27208652|XP_016032122.1|DSIM
OG0006611	LOC119648127|XP_037905576.1|HILL	LOC6736427|XP_016029934.1|DSIM
OG0006612	LOC119648253|XP_037905824.1|HILL	LOC6736428|XP_002083300.1|DSIM
OG0006613	LOC119648989|XP_037906841.1|HILL	LOC6736429|XP_016029941.1|DSIM
OG0006614	LOC119648696|XP_037906429.1|HILL	LOC6736430|XP_016029942.1|DSIM
OG0006615	LOC119649819|XP_037908079.1|HILL	LOC6736435|XP_016029945.1|DSIM
OG0006616	LOC119647444|XP_037904295.1|HILL	LOC6737349|XP_016031074.1|DSIM
OG0006617	LOC119647975|XP_037905275.1|HILL	LOC6738490|XP_016032336.1|DSIM
OG0006618	LOC119648360|XP_037906002.1|HILL	LOC27207929|XP_016031291.1|DSIM
OG0006619	LOC119648922|XP_037906755.1|HILL	LOC6736463|XP_002083334.1|DSIM
OG0006620	LOC119648932|XP_037906773.1|HILL	LOC27206261|XP_016030014.1|DSIM
OG0006621	LOC119649908|XP_037908234.1|HILL	LOC6737105|XP_016030731.1|DSIM
OG0006622	LOC119648062|XP_037905457.1|HILL	LOC6736254|XP_016029750.1|DSIM
OG0006623	LOC119648289|XP_037905873.1|HILL	LOC6736247|XP_002083140.1|DSIM
OG0006624	LOC119646852|XP_037903401.1|HILL	LOC6733252|XP_016026128.1|DSIM
OG0006625	LOC119646854|XP_037903404.1|HILL	LOC6733253|XP_016026125.1|DSIM
OG0006626	LOC119646320|XP_037902669.1|HILL	LOC6733170|XP_002080246.2|DSIM
OG0006627	LOC119661535|XP_037926843.1|HILL	LOC27206876|XP_016026448.1|DSIM
OG0006628	LOC119651079|XP_037910352.1|HILL	LOC27206988|XP_016026451.1|DSIM
OG0006629	LOC119646641|XP_037903082.1|HILL	LOC6735472|XP_002082411.2|DSIM
OG0006630	LOC119646423|XP_037902796.1|HILL	LOC6733994|XP_002081038.2|DSIM
OG0006631	LOC119649078|XP_037907002.1|HILL	LOC6737190|XP_002084036.1|DSIM
OG0006632	LOC119661230|XP_037926383.1|HILL	LOC6734187|XP_002081216.2|DSIM
OG0006633	LOC119649759|XP_037907981.1|HILL	LOC6736375|XP_002083251.1|DSIM
OG0006634	LOC119656414|XP_037918727.1|HILL	LOC27208192|XP_016022951.1|DSIM
OG0006635	LOC119649163|XP_037907115.1|HILL	LOC6730601|XP_002077780.2|DSIM
OG0006636	LOC119646544|XP_037902944.1|HILL	LOC6725980|XP_016039354.1|DSIM
OG0006637	LOC119649931|XP_037908277.1|HILL	LOC6737022|XP_016030646.1|DSIM
OG0006638	LOC119646231|XP_037902549.1|HILL	LOC6733696|XP_016026667.2|DSIM
OG0006639	LOC119652732|XP_037912959.1|HILL	LOC6733693|XP_039147783.1|DSIM
OG0006640	LOC119647104|XP_037903810.1|HILL	LOC6733462|XP_002080519.2|DSIM
OG0006641	LOC119646894|XP_037903461.1|HILL	LOC6733795|XP_039148328.1|DSIM
OG0006642	LOC119647177|XP_037903913.1|HILL	LOC6735786|XP_016029160.1|DSIM
OG0006643	LOC119646469|XP_037902847.1|HILL	LOC6736004|XP_016029367.1|DSIM
OG0006644	LOC119658235|XP_037921444.1|HILL	LOC6737643|XP_016031410.2|DSIM
OG0006645	LOC119659183|XP_037923074.1|HILL	LOC6732827|XP_016025548.1|DSIM
OG0006646	LOC119651013|XP_037910240.1|HILL	LOC6734061|XP_002081096.1|DSIM
OG0006648	LOC119650182|XP_037908663.1|HILL	LOC6736419|XP_016029922.1|DSIM
OG0006649	LOC119647292|XP_037904126.1|HILL	LOC6735243|XP_002082216.2|DSIM
OG0006650	LOC119649168|XP_037907127.1|HILL	LOC6733267|XP_016026159.1|DSIM
OG0006651	LOC119648095|XP_037905521.1|HILL	LOC6738938|XP_039149990.1|DSIM
OG0006652	LOC119650045|XP_037908456.1|HILL	LOC6737606|XP_002084438.1|DSIM
OG0006653	LOC119647725|XP_037904747.1|HILL	LOC6736500|XP_039149665.1|DSIM
OG0006654	LOC119649991|XP_037908375.1|HILL	LOC6736228|XP_016029738.1|DSIM
OG0006655	LOC119649426|XP_037907501.1|HILL	LOC6736594|XP_039149437.1|DSIM
OG0006656	LOC119650022|XP_037908426.1|HILL	LOC6736801|XP_016030458.1|DSIM
OG0006657	LOC119650079|XP_037908510.1|HILL	LOC6735430|XP_002082370.1|DSIM
OG0006658	LOC119649010|XP_037906888.1|HILL	LOC6736712|XP_002083568.1|DSIM
OG0006659	LOC119649474|XP_037907561.1|HILL	LOC6736709|XP_002083565.1|DSIM
OG0006660	LOC119648340|XP_037905963.1|HILL	LOC6736974|XP_039149122.1|DSIM
OG0006661	LOC119650375|XP_037909040.1|HILL	LOC6736993|XP_016030618.1|DSIM
OG0006662	LOC119660836|XP_037925636.1|HILL	LOC6730538|XP_002077717.1|DSIM
OG0006663	LOC119648026|XP_037905372.1|HILL	LOC6737040|XP_002083887.2|DSIM
OG0006664	LOC119653526|XP_037914129.1|HILL	LOC6729104|XP_016035748.1|DSIM
OG0006665	LOC119649164|XP_037907117.1|HILL	LOC6734422|XP_016029715.1|DSIM
OG0006666	LOC119649952|XP_037908316.1|HILL	LOC6735419|XP_002082361.1|DSIM
OG0006667	LOC119649797|XP_037908029.1|HILL	LOC6738912|XP_002085707.2|DSIM
OG0006668	LOC119661738|XP_037927132.1|HILL	LOC6733472|XP_002080529.2|DSIM
OG0006669	LOC119648923|XP_037906756.1|HILL	LOC6737085|XP_002083932.1|DSIM
OG0006670	LOC119650071|XP_037908495.1|HILL	LOC6737089|XP_016030718.1|DSIM
OG0006671	LOC119648973|XP_037906823.1|HILL	LOC6737090|XP_016030720.1|DSIM
OG0006672	LOC119648236|XP_037905787.1|HILL	LOC6737301|XP_039150039.1|DSIM
OG0006673	LOC119648804|XP_037906580.1|HILL	LOC6736853|XP_002083709.1|DSIM
OG0006674	LOC119649504|XP_037907600.1|HILL	LOC6736279|XP_002083163.1|DSIM
OG0006675	LOC119648645|XP_037906344.1|HILL	LOC6736724|XP_002083580.1|DSIM
OG0006676	LOC119649618|XP_037907767.1|HILL	LOC6736888|XP_016030535.1|DSIM
OG0006677	LOC119648799|XP_037906571.1|HILL	LOC6737268|XP_016030974.1|DSIM
OG0006678	LOC119649817|XP_037908076.1|HILL	LOC6738900|XP_016032722.1|DSIM
OG0006679	LOC119649878|XP_037908183.1|HILL	LOC27208927|XP_016030097.1|DSIM
OG0006680	LOC119660544|XP_037925107.1|HILL	LOC6730131|XP_002105422.1|DSIM
OG0006681	LOC119647706|XP_037904719.1|HILL	LOC6737092|XP_016030723.1|DSIM
OG0006682	LOC119648876|XP_037906695.1|HILL	LOC6739619|XP_016030572.1|DSIM
OG0006683	LOC119648877|XP_037906696.1|HILL	LOC6739618|XP_016030573.1|DSIM
OG0006684	LOC119650435|XP_037909184.1|HILL	LOC6737266|XP_016030973.1|DSIM
OG0006685	LOC119647412|XP_037904222.1|HILL	LOC6733771|XP_002080815.2|DSIM
OG0006686	LOC119650149|XP_037908614.1|HILL	LOC6737056|XP_039149959.1|DSIM
OG0006687	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL	LOC6726370|XP_002107329.1|DSIM
OG0006688	LOC119649611|XP_037907759.1|HILL	LOC6736971|XP_016030609.1|DSIM
OG0006689	LOC119648980|XP_037906830.1|HILL	LOC6736387|XP_002083259.1|DSIM
OG0006691	LOC119647467|XP_037904329.1|HILL	LOC27207749|XP_016031564.1|DSIM
OG0006692	LOC119648021|XP_037905361.1|HILL	LOC6736376|XP_016029879.1|DSIM
OG0006693	LOC119649161|XP_037907097.1|HILL	LOC6736550|XP_016030131.1|DSIM
OG0006694	LOC119661022|XP_037926099.1|HILL	LOC27207174|XP_039152522.1|DSIM
OG0006695	LOC119649586|XP_037907719.1|HILL	LOC6737280|XP_016030999.2|DSIM
OG0006696	LOC119648619|XP_037906316.1|HILL	LOC27207128|XP_039148761.1|DSIM
OG0006697	LOC119647480|XP_037904351.1|HILL	LOC6737427|XP_016031201.1|DSIM
OG0006698	LOC119648646|XP_037906346.1|HILL	LOC6738350|XP_002085160.1|DSIM
OG0006699	LOC119647901|XP_037905136.1|HILL	LOC6736559|XP_039149439.1|DSIM
OG0006700	LOC119655486|XP_037917316.1|HILL	LOC27206288|XP_039149414.1|DSIM
OG0006701	LOC119651642|XP_037911245.1|HILL	LOC6733893|XP_002080937.2|DSIM
OG0006702	LOC119648266|XP_037905846.1|HILL	LOC6734405|XP_016029670.1|DSIM
OG0006703	LOC119649368|XP_037907412.1|HILL	LOC6738389|XP_002085198.1|DSIM
OG0006704	LOC119649674|XP_037907861.1|HILL	LOC6738390|XP_016032219.1|DSIM
OG0006707	LOC119646489|XP_037902876.1|HILL	LOC6735921|XP_002082831.1|DSIM
OG0006709	LOC119646133|XP_037902410.1|HILL	LOC6725789|XP_002106786.2|DSIM
OG0006710	LOC119649858|XP_037908149.1|HILL	LOC6737027|XP_016030660.1|DSIM
OG0006711	LOC119649857|XP_037908144.1|HILL	LOC6737028|XP_016030662.2|DSIM
OG0006712	LOC119648307|XP_037905901.1|HILL	LOC6736501|XP_039149674.1|DSIM
OG0006713	LOC119650347|XP_037908949.1|HILL	LOC6737579|XP_002084412.1|DSIM
OG0006714	LOC119650346|XP_037908946.1|HILL	LOC6737580|XP_016031373.1|DSIM
OG0006715	LOC119648912|XP_037906746.1|HILL	LOC6737032|XP_016030665.1|DSIM
OG0006716	LOC119651593|XP_037911167.1|HILL	LOC27207921|XP_016023231.1|DSIM
OG0006717	LOC119648294|XP_037905882.1|HILL	LOC6739640|XP_002076535.2|DSIM
OG0006718	LOC119648409|XP_037906087.1|HILL	LOC6737834|XP_002084662.1|DSIM
OG0006719	LOC119650233|XP_037908739.1|HILL	LOC27208473|XP_016032242.1|DSIM
OG0006720	LOC119650370|XP_037909028.1|HILL	LOC6738554|XP_002085359.1|DSIM
OG0006721	LOC119649549|XP_037907669.1|HILL	LOC6737824|XP_039149127.1|DSIM
OG0006722	LOC119649327|XP_037907356.1|HILL	LOC6738307|XP_016032160.1|DSIM
OG0006723	LOC119658938|XP_037922719.1|HILL	LOC6731300|XP_016023867.1|DSIM
OG0006724	LOC119659984|XP_037924282.1|HILL	LOC6729474|XP_016036147.1|DSIM
OG0006725	LOC119660239|XP_037924621.1|HILL	LOC6729469|XP_002104779.1|DSIM
OG0006726	LOC119654868|XP_037916391.1|HILL	LOC27206442|XP_016034720.1|DSIM
OG0006727	LOC119659216|XP_037923117.1|HILL	LOC6729467|XP_002104777.1|DSIM
OG0006728	LOC119652388|XP_037912421.1|HILL	LOC6728834|XP_002104168.1|DSIM
OG0006729	LOC119647269|XP_037904088.1|HILL	LOC6733900|XP_016026941.1|DSIM
OG0006730	LOC119647270|XP_037904091.1|HILL	LOC6733899|XP_002080943.1|DSIM
OG0006731	LOC119649399|XP_037907452.1|HILL	LOC6731294|XP_002078450.1|DSIM
OG0006732	LOC119650157|XP_037908630.1|HILL	LOC6737223|XP_016030931.1|DSIM
OG0006733	LOC119650415|XP_037909136.1|HILL	LOC6739002|XP_016032830.1|DSIM
OG0006734	LOC119648874|XP_037906693.1|HILL	LOC6737067|XP_002083914.1|DSIM
OG0006735	LOC119648389|XP_037906054.1|HILL	LOC6737230|XP_002084070.1|DSIM
OG0006736	LOC119647995|XP_037905308.1|HILL	LOC6736851|XP_002083707.1|DSIM
OG0006737	LOC119650276|XP_037908829.1|HILL	LOC6738485|XP_002085291.1|DSIM
OG0006738	LOC119648263|XP_037905842.1|HILL	LOC6734372|XP_002081393.2|DSIM
OG0006739	LOC119648264|XP_037905844.1|HILL	LOC6736908|XP_002083760.1|DSIM
OG0006740	LOC119648149|XP_037905648.1|HILL	LOC6739623|XP_016030919.1|DSIM
OG0006741	LOC119648063|XP_037905458.1|HILL	LOC6737212|XP_002084052.1|DSIM
OG0006743	LOC119660984|XP_037925997.1|HILL	LOC6730442|XP_016022904.1|DSIM
OG0006744	LOC119648196|XP_037905717.1|HILL	LOC6737500|XP_016031295.1|DSIM
OG0006745	LOC119660191|XP_037924537.1|HILL	LOC6727840|XP_016034427.1|DSIM
OG0006746	LOC119648006|XP_037905326.1|HILL	LOC6737299|XP_016031009.1|DSIM
OG0006747	LOC119649601|XP_037907743.1|HILL	LOC6737224|XP_016030932.1|DSIM
OG0006748	LOC119646538|XP_037902937.1|HILL	LOC6724812|XP_002105853.1|DSIM
OG0006749	LOC119649274|XP_037907291.1|HILL	LOC6736400|XP_039150118.1|DSIM
OG0006750	LOC119657897|XP_037920981.1|HILL	LOC6725749|XP_002106749.1|DSIM
OG0006752	LOC119648292|XP_037905880.1|HILL	LOC6736697|XP_016030312.1|DSIM
OG0006753	LOC119649451|XP_037907534.1|HILL	LOC6736698|XP_002083554.1|DSIM
OG0006754	LOC119649029|XP_037906914.1|HILL	LOC6736205|XP_002083100.2|DSIM
OG0006755	LOC119649960|XP_037908324.1|HILL	LOC27208892|XP_016029737.1|DSIM
OG0006756	LOC119650259|XP_037908788.1|HILL	LOC6736967|XP_016030603.1|DSIM
OG0006757	LOC119649187|XP_037907142.1|HILL	LOC6736965|XP_002083812.1|DSIM
OG0006758	LOC119650023|XP_037908427.1|HILL	LOC6736512|XP_002083382.1|DSIM
OG0006759	LOC119647416|XP_037904226.1|HILL	LOC6736511|XP_016030088.1|DSIM
OG0006760	LOC119647592|XP_037904534.1|HILL	LOC6738946|XP_016032775.1|DSIM
OG0006761	LOC119660931|XP_037925847.1|HILL	LOC6726883|XP_016033397.1|DSIM
OG0006762	LOC119657977|XP_037921116.1|HILL	LOC27207460|XP_016040243.1|DSIM
OG0006763	LOC119661295|XP_037926509.1|HILL	LOC6735124|XP_002082101.2|DSIM
OG0006764	LOC119661160|XP_037926304.1|HILL	LOC27206810|XP_016027543.2|DSIM
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC6735121|XP_016028395.1|DSIM
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC6736360|XP_016029849.1|DSIM
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC6738966|XP_002085761.1|DSIM
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC6738965|XP_002085760.1|DSIM
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC6738967|XP_002085762.1|DSIM
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC6736927|XP_002083774.1|DSIM
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC27206334|XP_016040086.1|DSIM
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC6739306|XP_016026375.1|DSIM
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC6736574|XP_002083436.1|DSIM
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC6738718|XP_016032530.1|DSIM
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC6738421|XP_002085230.1|DSIM
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC6736700|XP_016030315.1|DSIM
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC6738423|XP_002085232.1|DSIM
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC6736475|XP_002083346.1|DSIM
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC6736348|XP_016029818.1|DSIM
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC6737152|XP_002083999.1|DSIM
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC120284200|XP_039149119.1|DSIM
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC6739597|XP_016029876.1|DSIM
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC6734657|XP_039147999.1|DSIM
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC6736770|XP_016030402.1|DSIM
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC6735682|XP_002082598.1|DSIM
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC6735142|XP_039148783.1|DSIM
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC6737696|XP_016031464.1|DSIM
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC6726187|XP_002107163.2|DSIM
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC6730769|XP_002077937.1|DSIM
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC6737793|XP_016031571.1|DSIM
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC6737467|XP_016031252.1|DSIM
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC6737472|XP_002084308.1|DSIM
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC6733265|XP_002080328.1|DSIM
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC6736707|XP_039150331.1|DSIM
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC6739016|XP_016032857.1|DSIM
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC6731769|XP_002078904.2|DSIM
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC6737339|XP_002084177.1|DSIM
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC6737436|XP_016031209.1|DSIM
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC6737990|XP_016031787.1|DSIM
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC6740040|XP_002076925.2|DSIM
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC6734635|XP_016027803.1|DSIM
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC6734205|XP_016027251.1|DSIM
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC6738323|XP_016032166.1|DSIM
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC6739664|XP_039149696.1|DSIM
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC6733707|XP_002080754.1|DSIM
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC6736640|XP_002083496.1|DSIM
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC6738242|XP_016032110.1|DSIM
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC6729743|XP_002105049.1|DSIM
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC6737257|XP_016030967.1|DSIM
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC27208040|XP_016034156.1|DSIM
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC6737781|XP_002084609.1|DSIM
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC27207400|XP_016030236.1|DSIM
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC6736643|XP_016030237.1|DSIM
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC6736461|XP_016030001.1|DSIM
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC6736270|XP_039149936.1|DSIM
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC6738700|XP_016032518.1|DSIM
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC6731950|XP_016024613.1|DSIM
OG0006822	LOC119661726|XP_037927119.1|HILL	LOC6735400|XP_016028717.1|DSIM
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC6738385|XP_002085194.1|DSIM
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC6736873|XP_016030519.1|DSIM
OG0006825	LOC119649993|XP_037908377.1|HILL	LOC6737907|XP_002084734.1|DSIM
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC6738365|XP_039149616.1|DSIM
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC6727056|XP_002102453.1|DSIM
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC6731763|XP_002078898.1|DSIM
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC6736933|XP_002083780.1|DSIM
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC6736404|XP_002083276.2|DSIM
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC27208660|XP_016030997.1|DSIM
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC6737323|XP_016031053.1|DSIM
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC6738994|XP_016032819.1|DSIM
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC6729046|XP_002104367.1|DSIM
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC6737219|XP_002084059.1|DSIM
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC6736535|XP_016030119.1|DSIM
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC6736758|XP_002083614.2|DSIM
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC6737508|XP_016031301.1|DSIM
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC6736754|XP_002083610.1|DSIM
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC6731223|XP_016023765.1|DSIM
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC6736780|XP_002083636.2|DSIM
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC27209329|XP_039149190.1|DSIM
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC6724896|XP_016037730.1|DSIM
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC6728654|XP_002103994.1|DSIM
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC6738413|XP_016032263.1|DSIM
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC6737045|XP_016030674.1|DSIM
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC27206284|XP_016030676.1|DSIM
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC6735556|XP_016028896.1|DSIM
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC6737311|XP_002084149.1|DSIM
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC6737312|XP_039149754.1|DSIM
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC6737317|XP_016031034.1|DSIM
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC6733871|XP_016026897.1|DSIM
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC6737249|XP_039149689.1|DSIM
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC6733791|XP_016026751.1|DSIM
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC6737842|XP_002084670.1|DSIM
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC6735113|XP_039147424.1|DSIM
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC6739275|XP_016026058.1|DSIM
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC6737189|XP_002084035.2|DSIM
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC6739308|XP_039148098.1|DSIM
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC6733897|XP_016026939.1|DSIM
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC6737369|XP_016031107.1|DSIM
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC27206339|XP_016039914.1|DSIM
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC6734233|XP_002081262.1|DSIM
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC6735727|XP_002082640.1|DSIM
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC6735005|XP_016028281.1|DSIM
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC6740609|XP_016027314.1|DSIM
