Orthogroup	HILL.longest_only	DSAN.longest_only
OG0007536	LOC119659281|XP_037923217.1|HILL	LOC120452352|XP_039492460.1|DSAN
OG0007537	LOC119647532|XP_037904441.1|HILL	LOC120448185|XP_039485983.1|DSAN
OG0007538	LOC119648144|XP_037905621.1|HILL	LOC120447463|XP_039484784.1|DSAN
OG0007539	LOC119652418|XP_037912469.1|HILL	LOC120445211|XP_039481396.1|DSAN
OG0007540	LOC119652696|XP_037912903.1|HILL	LOC120452691|XP_039492978.1|DSAN
OG0007541	LOC119655504|XP_037917335.1|HILL	LOC120447163|XP_039484552.1|DSAN
OG0007542	LOC119653654|XP_037914403.1|HILL	LOC120446285|XP_039483108.1|DSAN
OG0007543	LOC119660735|XP_037925335.1|HILL	LOC120454883|XP_039496404.1|DSAN
OG0007544	LOC119647415|XP_037904224.1|HILL	LOC120449842|XP_039488432.1|DSAN
OG0007545	LOC119660393|XP_037924859.1|HILL	LOC120446018|XP_039482707.1|DSAN
OG0007546	LOC119655851|XP_037917897.1|HILL	LOC120451437|XP_039491045.1|DSAN
OG0007547	LOC119654313|XP_037915564.1|HILL	LOC120444354|XP_039479872.1|DSAN
OG0007548	LOC119647435|XP_037904280.1|HILL	LOC120450529|XP_039489550.1|DSAN
OG0007549	LOC119649910|XP_037908237.1|HILL	LOC120449499|XP_039487933.1|DSAN
OG0007550	LOC119653715|XP_037914524.1|HILL	LOC120448357|XP_039486259.1|DSAN
OG0007551	LOC119654647|XP_037916055.1|HILL	LOC120452849|XP_039493223.1|DSAN
OG0007552	LOC119653518|XP_037914117.1|HILL	LOC120457942|XP_039501385.1|DSAN
OG0007553	LOC119655974|XP_037918137.1|HILL	LOC120458164|XP_039501655.1|DSAN
OG0007554	LOC119648031|XP_037905384.1|HILL	LOC120448867|XP_039487014.1|DSAN
OG0007555	LOC119654487|XP_037915837.1|HILL	LOC120445747|XP_039482259.1|DSAN
OG0007556	LOC119656185|XP_037918463.1|HILL	LOC120446207|XP_039482994.1|DSAN
OG0007557	LOC119653643|XP_037914382.1|HILL	LOC120445570|XP_039481990.1|DSAN
OG0007558	LOC119654874|XP_037916397.1|HILL	LOC120447082|XP_039484414.1|DSAN
OG0007559	LOC119649477|XP_037907572.1|HILL	LOC120458572|XP_039502205.1|DSAN
OG0007560	LOC119650248|XP_037908766.1|HILL	LOC120448674|XP_039486745.1|DSAN
OG0007561	LOC119649216|XP_037907203.1|HILL	LOC120449405|XP_039487792.1|DSAN
OG0007562	LOC119648907|XP_037906740.1|HILL	LOC120447548|XP_039484930.1|DSAN
OG0007563	LOC119648397|XP_037906066.1|HILL	LOC120450597|XP_039489652.1|DSAN
OG0007564	LOC119648855|XP_037906660.1|HILL	LOC120448500|XP_039486466.1|DSAN
OG0007565	LOC119651474|XP_037911012.1|HILL	LOC120451914|XP_039491860.1|DSAN
OG0007566	LOC119646382|XP_037902754.1|HILL	LOC120444342|XP_039479849.1|DSAN
OG0007567	LOC119652285|XP_037912206.1|HILL	LOC120454562|XP_039495888.1|DSAN
OG0007568	LOC119654870|XP_037916392.1|HILL	LOC120447144|XP_039484517.1|DSAN
OG0007569	LOC119654862|XP_037916375.1|HILL	LOC120445181|XP_039481327.1|DSAN
OG0007570	LOC119654415|XP_037915730.1|HILL	LOC120447142|XP_039484513.1|DSAN
OG0007571	LOC119655182|XP_037916867.1|HILL	LOC120447143|XP_039484515.1|DSAN
OG0007572	LOC119655689|XP_037917621.1|HILL	LOC120450552|XP_039489595.1|DSAN
OG0007573	LOC119653877|XP_037914921.1|HILL	LOC120444758|XP_039480620.1|DSAN
OG0007574	LOC119654520|XP_037915889.1|HILL	LOC120444284|XP_039479733.1|DSAN
OG0007575	LOC119654515|XP_037915881.1|HILL	LOC120445083|XP_039481143.1|DSAN
OG0007576	LOC119654916|XP_037916483.1|HILL	LOC120457171|XP_039500389.1|DSAN
OG0007577	LOC119653777|XP_037914707.1|HILL	LOC120456698|XP_039499597.1|DSAN
OG0007578	LOC119654232|XP_037915383.1|HILL	LOC120444355|XP_039479873.1|DSAN
OG0007579	LOC119655889|XP_037917964.1|HILL	LOC120451315|XP_039490822.1|DSAN
OG0007581	LOC119654229|XP_037915379.1|HILL	LOC120444925|XP_039480857.1|DSAN
OG0007582	LOC119649640|XP_037907820.1|HILL	LOC120450737|XP_039489790.1|DSAN
OG0007583	LOC119654259|XP_037915452.1|HILL	LOC120445964|XP_039482602.1|DSAN
OG0007584	LOC119653807|XP_037914758.1|HILL	LOC120456691|XP_039499591.1|DSAN
OG0007585	LOC119653421|XP_037913926.1|HILL	LOC120449838|XP_039488426.1|DSAN
OG0007586	LOC119656029|XP_037918221.1|HILL	LOC120443965|XP_039479403.1|DSAN
OG0007587	LOC119654652|XP_037916068.1|HILL	LOC120445018|XP_039481021.1|DSAN
OG0007588	LOC119654804|XP_037916286.1|HILL	LOC120458008|XP_039501438.1|DSAN
OG0007589	LOC119660580|XP_037925161.1|HILL	LOC120456187|XP_039498797.1|DSAN
OG0007590	LOC119648102|XP_037905538.1|HILL	LOC120447685|XP_039485146.1|DSAN
OG0007591	LOC119654361|XP_037915634.1|HILL	LOC120448318|XP_039486203.1|DSAN
OG0007592	LOC119656141|XP_037918401.1|HILL	LOC120445400|XP_039481744.1|DSAN
OG0007593	LOC119660929|XP_037925840.1|HILL	LOC120455289|XP_039497264.1|DSAN
OG0007594	LOC119655114|XP_037916764.1|HILL	LOC120448342|XP_039486242.1|DSAN
OG0007595	LOC119655969|XP_037918130.1|HILL	LOC120446534|XP_039483481.1|DSAN
OG0007596	LOC119649582|XP_037907714.1|HILL	LOC120448330|XP_039486218.1|DSAN
OG0007597	LOC119649247|XP_037907242.1|HILL	LOC120449551|XP_039488014.1|DSAN
OG0007598	LOC119655750|XP_037917730.1|HILL	LOC120444462|XP_039480065.1|DSAN
OG0007599	LOC119649423|XP_037907498.1|HILL	LOC120449454|XP_039487860.1|DSAN
OG0007600	LOC119648338|XP_037905961.1|HILL	LOC120448047|XP_039485726.1|DSAN
OG0007601	LOC119649735|XP_037907946.1|HILL	LOC120449251|XP_039487561.1|DSAN
OG0007602	LOC119648838|XP_037906642.1|HILL	LOC120448702|XP_039486791.1|DSAN
OG0007603	LOC119648043|XP_037905408.1|HILL	LOC120448700|XP_039486789.1|DSAN
OG0007604	LOC119649750|XP_037907968.1|HILL	LOC120448686|XP_039486760.1|DSAN
OG0007605	LOC119649661|XP_037907845.1|HILL	LOC120447625|XP_039485053.1|DSAN
OG0007606	LOC119647657|XP_037904655.1|HILL	LOC120450515|XP_039489522.1|DSAN
OG0007607	LOC119648101|XP_037905533.1|HILL	LOC120451178|XP_039490550.1|DSAN
OG0007608	LOC119650047|XP_037908459.1|HILL	LOC120450453|XP_039489407.1|DSAN
OG0007609	LOC119649317|XP_037907348.1|HILL	LOC120457314|XP_039500746.1|DSAN
OG0007610	LOC119653604|XP_037914288.1|HILL	LOC120458705|XP_039502383.1|DSAN
OG0007611	LOC119661003|XP_037926037.1|HILL	LOC120454879|XP_039496384.1|DSAN
OG0007612	LOC119654302|XP_037915536.1|HILL	LOC120450899|XP_039490081.1|DSAN
OG0007613	LOC119654806|XP_037916290.1|HILL	LOC120445042|XP_039481084.1|DSAN
OG0007614	LOC119655434|XP_037917255.1|HILL	LOC120448016|XP_039485678.1|DSAN
OG0007615	LOC119654842|XP_037916348.1|HILL	LOC120449972|XP_039488614.1|DSAN
OG0007616	LOC119652252|XP_037912161.1|HILL	LOC120454561|XP_039495887.1|DSAN
OG0007617	LOC119649861|XP_037908159.1|HILL	LOC120449124|XP_039487371.1|DSAN
OG0007618	LOC119647565|XP_037904487.1|HILL	LOC120450051|XP_039488741.1|DSAN
OG0007619	LOC119649934|XP_037908281.1|HILL	LOC120447631|XP_039485068.1|DSAN
OG0007620	LOC119647742|XP_037904780.1|HILL	LOC120449220|XP_039487522.1|DSAN
OG0007621	LOC119661752|XP_037927150.1|HILL	LOC120458310|XP_039501850.1|DSAN
OG0007622	LOC119648869|XP_037906684.1|HILL	LOC120447528|XP_039484897.1|DSAN
OG0007623	LOC119650256|XP_037908776.1|HILL	LOC120450537|XP_039489562.1|DSAN
OG0007624	LOC119649418|XP_037907485.1|HILL	LOC120449681|XP_039488226.1|DSAN
OG0007625	LOC119647410|XP_037904214.1|HILL	LOC120447596|XP_039484998.1|DSAN
OG0007626	LOC119647925|XP_037905184.1|HILL	LOC120447449|XP_039484742.1|DSAN
OG0007627	LOC119648883|XP_037906707.1|HILL	LOC120447448|XP_039484741.1|DSAN
OG0007628	LOC119660854|XP_037925678.1|HILL	LOC120454911|XP_039496541.1|DSAN
OG0007629	LOC119651470|XP_037911006.1|HILL	LOC120449531|XP_039487985.1|DSAN
OG0007630	LOC119650976|XP_037910167.1|HILL	LOC120452130|XP_039492147.1|DSAN
OG0007631	LOC119659254|XP_037923172.1|HILL	LOC120453360|XP_039493966.1|DSAN
OG0007632	LOC119649099|XP_037907030.1|HILL	LOC120448691|XP_039486775.1|DSAN
OG0007633	LOC119646244|XP_037902565.1|HILL	LOC120446874|XP_039484016.1|DSAN
OG0007634	LOC119651618|XP_037911201.1|HILL	LOC120452993|XP_039493429.1|DSAN
OG0007635	LOC119648232|XP_037905780.1|HILL	LOC120454982|XP_039496711.1|DSAN
OG0007636	LOC119657877|XP_037920936.1|HILL	LOC120450286|XP_039489137.1|DSAN
OG0007637	LOC119650687|XP_037909577.1|HILL	LOC120457831|XP_039501262.1|DSAN
OG0007638	LOC119647120|XP_037903834.1|HILL	LOC120456577|XP_039499400.1|DSAN
OG0007639	LOC119658679|XP_037922171.1|HILL	LOC120455099|XP_039496909.1|DSAN
OG0007640	LOC119647025|XP_037903690.1|HILL	LOC120458322|XP_039501871.1|DSAN
OG0007641	LOC119652602|XP_037912761.1|HILL	LOC120454356|XP_039495512.1|DSAN
OG0007642	LOC119653805|XP_037914752.1|HILL	LOC120444465|XP_039480071.1|DSAN
OG0007643	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL	LOC120452871|XP_039493251.1|DSAN
OG0007644	LOC119659599|XP_037923695.1|HILL	LOC120452732|XP_039493035.1|DSAN
OG0007647	LOC119656012|XP_037918189.1|HILL	LOC120447127|XP_039484494.1|DSAN
OG0007648	LOC119653318|XP_037913833.1|HILL	LOC120443680|XP_039482944.1|DSAN
OG0007649	LOC119649302|XP_037907327.1|HILL	LOC120448818|XP_039486950.1|DSAN
OG0007650	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL	LOC120444863|XP_039480763.1|DSAN
OG0007651	LOC119649095|XP_037907025.1|HILL	LOC120455878|XP_039498295.1|DSAN
OG0007653	LOC119660595|XP_037925197.1|HILL	LOC120448391|XP_039486313.1|DSAN
OG0007664	LOC119653146|XP_037913608.1|HILL	LOC120454122|XP_039495092.1|DSAN
OG0007665	LOC119656492|XP_037918749.1|HILL	LOC120455174|XP_039497039.1|DSAN
OG0007666	LOC119656910|XP_037919528.1|HILL	LOC120455322|XP_039497333.1|DSAN
OG0007667	LOC119657442|XP_037920281.1|HILL	LOC120457374|XP_039500843.1|DSAN
OG0007668	LOC119657016|XP_037919690.1|HILL	LOC120443785|XP_039479048.1|DSAN
OG0007669	LOC119657676|XP_037920631.1|HILL	LOC120455271|XP_039497207.1|DSAN
OG0007670	LOC119657675|XP_037920629.1|HILL	LOC120455270|XP_039497206.1|DSAN
OG0007671	LOC119657155|XP_037919860.1|HILL	LOC120455280|XP_039497237.1|DSAN
OG0007672	LOC119657123|XP_037919815.1|HILL	LOC120457347|XP_039500793.1|DSAN
OG0007673	LOC119657769|XP_037920768.1|HILL	LOC120451188|XP_039490571.1|DSAN
OG0007674	LOC119658306|XP_037921537.1|HILL	LOC120457107|XP_039500247.1|DSAN
OG0007675	LOC119656615|XP_037918983.1|HILL	LOC120456870|XP_039499901.1|DSAN
OG0007676	LOC119656730|XP_037919193.1|HILL	LOC120456810|XP_039499787.1|DSAN
OG0007677	LOC119656703|XP_037919140.1|HILL	LOC120456478|XP_039499276.1|DSAN
OG0007678	LOC119646697|XP_037903189.1|HILL	LOC120455713|XP_039498059.1|DSAN
OG0007679	LOC119656735|XP_037919205.1|HILL	LOC120455375|XP_039497427.1|DSAN
OG0007680	LOC119650741|XP_037909738.1|HILL	LOC120452811|XP_039493152.1|DSAN
OG0007681	LOC119652053|XP_037911919.1|HILL	LOC120452438|XP_039492600.1|DSAN
OG0007682	LOC119657355|XP_037920157.1|HILL	LOC120455739|XP_039498095.1|DSAN
OG0007683	LOC119656569|XP_037918883.1|HILL	LOC120455094|XP_039496903.1|DSAN
OG0007684	LOC119657876|XP_037920935.1|HILL	LOC120456874|XP_039499904.1|DSAN
OG0007685	LOC119657760|XP_037920749.1|HILL	LOC120456100|XP_039498629.1|DSAN
OG0007686	LOC119656521|XP_037918792.1|HILL	LOC120456336|XP_039499040.1|DSAN
OG0007687	LOC119656702|XP_037919139.1|HILL	LOC120457384|XP_039500868.1|DSAN
OG0007688	LOC119651945|XP_037911726.1|HILL	LOC120452628|XP_039492871.1|DSAN
OG0007689	LOC119657558|XP_037920444.1|HILL	LOC120456521|XP_039499323.1|DSAN
OG0007690	LOC119657128|XP_037919820.1|HILL	LOC120456861|XP_039499873.1|DSAN
OG0007691	LOC119657427|XP_037920261.1|HILL	LOC120452654|XP_039492905.1|DSAN
OG0007692	LOC119658454|XP_037921788.1|HILL	LOC120456677|XP_039499568.1|DSAN
OG0007693	LOC119657781|XP_037920783.1|HILL	LOC120455414|XP_039497493.1|DSAN
OG0007694	LOC119657987|XP_037921132.1|HILL	LOC120449600|XP_039488101.1|DSAN
OG0007695	LOC119656833|XP_037919409.1|HILL	LOC120455419|XP_039497502.1|DSAN
OG0007696	LOC119661267|XP_037926453.1|HILL	LOC120449884|XP_039488495.1|DSAN
OG0007697	LOC119657993|XP_037921139.1|HILL	LOC120448211|XP_039486023.1|DSAN
OG0007698	LOC119656829|XP_037919403.1|HILL	LOC120455639|XP_039497962.1|DSAN
OG0007699	LOC119658419|XP_037921742.1|HILL	LOC120456986|XP_039500069.1|DSAN
OG0007700	LOC119656810|XP_037919356.1|HILL	LOC120455482|XP_039497650.1|DSAN
OG0007701	LOC119657538|XP_037920409.1|HILL	LOC120456071|XP_039498594.1|DSAN
OG0007702	LOC119657661|XP_037920616.1|HILL	LOC120456015|XP_039498512.1|DSAN
OG0007703	LOC119657171|XP_037919886.1|HILL	LOC120455049|XP_039496836.1|DSAN
OG0007705	LOC119657130|XP_037919828.1|HILL	LOC120457017|XP_039500107.1|DSAN
OG0007706	LOC119658362|XP_037921650.1|HILL	LOC120456530|XP_039499335.1|DSAN
OG0007707	LOC119658368|XP_037921657.1|HILL	LOC120455920|XP_039498364.1|DSAN
OG0007708	LOC119656638|XP_037919009.1|HILL	LOC120456726|XP_039499643.1|DSAN
OG0007709	LOC119657083|XP_037919767.1|HILL	LOC120456426|XP_039499192.1|DSAN
OG0007710	LOC119647545|XP_037904467.1|HILL	LOC120456599|XP_039499442.1|DSAN
OG0007711	LOC119646817|XP_037903359.1|HILL	LOC120456416|XP_039499182.1|DSAN
OG0007712	LOC119661459|XP_037926745.1|HILL	LOC120456667|XP_039499541.1|DSAN
OG0007713	LOC119657303|XP_037920076.1|HILL	LOC120454995|XP_039496728.1|DSAN
OG0007714	LOC119657764|XP_037920760.1|HILL	LOC120457085|XP_039500198.1|DSAN
OG0007715	LOC119656933|XP_037919555.1|HILL	LOC120456877|XP_039499909.1|DSAN
OG0007716	LOC119657082|XP_037919766.1|HILL	LOC120457275|XP_039500638.1|DSAN
OG0007717	LOC119658603|XP_037922002.1|HILL	LOC120454579|XP_039495918.1|DSAN
OG0007718	LOC119658300|XP_037921528.1|HILL	LOC120456688|XP_039499584.1|DSAN
OG0007719	LOC119656594|XP_037918933.1|HILL	LOC120457102|XP_039500226.1|DSAN
OG0007720	LOC119657742|XP_037920714.1|HILL	LOC120456092|XP_039498621.1|DSAN
OG0007721	LOC119656655|XP_037919050.1|HILL	LOC120455672|XP_039498003.1|DSAN
OG0007722	LOC119657430|XP_037920260.1|HILL	LOC120456701|XP_039499601.1|DSAN
OG0007723	LOC119657517|XP_037920387.1|HILL	LOC120455709|XP_039498056.1|DSAN
OG0007724	LOC119658359|XP_037921647.1|HILL	LOC120446268|XP_039483082.1|DSAN
OG0007725	LOC119657265|XP_037920024.1|HILL	LOC120456638|XP_039499494.1|DSAN
OG0007726	LOC119658259|XP_037921478.1|HILL	LOC120455790|XP_039498181.1|DSAN
OG0007727	LOC119657415|XP_037920241.1|HILL	LOC120456680|XP_039499571.1|DSAN
OG0007728	LOC119655240|XP_037916956.1|HILL	LOC120457370|XP_039500839.1|DSAN
OG0007729	LOC119656857|XP_037919438.1|HILL	LOC120456402|XP_039499164.1|DSAN
OG0007730	LOC119657780|XP_037920779.1|HILL	LOC120457368|XP_039500834.1|DSAN
OG0007731	LOC119656950|XP_037919591.1|HILL	LOC120450318|XP_039489206.1|DSAN
OG0007732	LOC119657288|XP_037920063.1|HILL	LOC120455167|XP_039497028.1|DSAN
OG0007733	LOC119657680|XP_037920638.1|HILL	LOC120456145|XP_039498706.1|DSAN
OG0007734	LOC119656598|XP_037918953.1|HILL	LOC120455707|XP_039498051.1|DSAN
OG0007735	LOC119657688|XP_037920646.1|HILL	LOC120456224|XP_039498842.1|DSAN
OG0007736	LOC119657692|XP_037920652.1|HILL	LOC120456579|XP_039499413.1|DSAN
OG0007737	LOC119659423|XP_037923428.1|HILL	LOC120452467|XP_039492636.1|DSAN
OG0007738	LOC119658817|XP_037922473.1|HILL	LOC120451064|XP_039490355.1|DSAN
OG0007739	LOC119657961|XP_037921091.1|HILL	LOC120456425|XP_039499191.1|DSAN
OG0007740	LOC119656728|XP_037919187.1|HILL	LOC120457404|XP_039500934.1|DSAN
OG0007741	LOC119657759|XP_037920747.1|HILL	LOC120456794|XP_039499747.1|DSAN
OG0007742	LOC119657409|XP_037920230.1|HILL	LOC120457088|XP_039500205.1|DSAN
OG0007743	LOC119651866|XP_037911602.1|HILL	LOC120453285|XP_039493844.1|DSAN
OG0007744	LOC119658241|XP_037921447.1|HILL	LOC120443848|XP_039479143.1|DSAN
OG0007745	LOC119650613|XP_037909422.1|HILL	LOC120453090|XP_039493551.1|DSAN
OG0007746	LOC119658050|XP_037921222.1|HILL	LOC120454199|XP_039495229.1|DSAN
OG0007747	LOC119657105|XP_037919790.1|HILL	LOC120456895|XP_039499931.1|DSAN
OG0007748	LOC119658263|XP_037921483.1|HILL	LOC120456348|XP_039499066.1|DSAN
OG0007749	LOC119658252|XP_037921464.1|HILL	LOC120455655|XP_039497979.1|DSAN
OG0007750	LOC119661635|XP_037926986.1|HILL	LOC120451180|XP_039490554.1|DSAN
OG0007751	LOC119657080|XP_037919763.1|HILL	LOC120443910|XP_039479271.1|DSAN
OG0007753	LOC119657289|XP_037920064.1|HILL	LOC120455143|XP_039496982.1|DSAN
OG0007754	LOC119656869|XP_037919455.1|HILL	LOC120456560|XP_039499374.1|DSAN
OG0007755	LOC119657470|XP_037920317.1|HILL	LOC120456559|XP_039499373.1|DSAN
OG0007756	LOC119657613|XP_037920539.1|HILL	LOC120456497|XP_039499298.1|DSAN
OG0007757	LOC119658060|XP_037921241.1|HILL	LOC120456293|XP_039498972.1|DSAN
OG0007758	LOC119650774|XP_037909807.1|HILL	LOC120456241|XP_039498885.1|DSAN
OG0007759	LOC119657321|XP_037920109.1|HILL	LOC120452799|XP_039493129.1|DSAN
OG0007760	LOC119657805|XP_037920829.1|HILL	LOC120455995|XP_039498487.1|DSAN
OG0007761	LOC119657325|XP_037920115.1|HILL	LOC120456021|XP_039498519.1|DSAN
OG0007762	LOC119658488|XP_037921875.1|HILL	LOC120455947|XP_039498419.1|DSAN
OG0007763	LOC119657571|XP_037920464.1|HILL	LOC120458041|XP_039501484.1|DSAN
OG0007764	LOC119656885|XP_037919482.1|HILL	LOC120456170|XP_039498768.1|DSAN
OG0007765	LOC119657356|XP_037920158.1|HILL	LOC120456199|XP_039498813.1|DSAN
OG0007766	LOC119657701|XP_037920668.1|HILL	LOC120454442|XP_039495672.1|DSAN
OG0007767	LOC119660996|XP_037926012.1|HILL	LOC120454886|XP_039496412.1|DSAN
OG0007768	LOC119657039|XP_037919721.1|HILL	LOC120455544|XP_039497815.1|DSAN
OG0007769	LOC119656909|XP_037919527.1|HILL	LOC120455163|XP_039497020.1|DSAN
OG0007770	LOC119658044|XP_037921213.1|HILL	LOC120458097|XP_039501562.1|DSAN
OG0007771	LOC119657679|XP_037920636.1|HILL	LOC120456323|XP_039499022.1|DSAN
OG0007772	LOC119656659|XP_037919065.1|HILL	LOC120456158|XP_039498731.1|DSAN
OG0007773	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL	LOC120453206|XP_039493731.1|DSAN
OG0007774	LOC119658485|XP_037921858.1|HILL	LOC120449736|XP_039488301.1|DSAN
OG0007775	LOC119658043|XP_037921212.1|HILL	LOC120456006|XP_039498498.1|DSAN
OG0007776	LOC119657820|XP_037920862.1|HILL	LOC120456601|XP_039499445.1|DSAN
OG0007777	LOC119656662|XP_037919069.1|HILL	LOC120456878|XP_039499910.1|DSAN
OG0007778	LOC119658513|XP_037921914.1|HILL	LOC120456494|XP_039499295.1|DSAN
OG0007779	LOC119659385|XP_037923372.1|HILL	LOC120447887|XP_039485432.1|DSAN
OG0007780	LOC119657690|XP_037920648.1|HILL	LOC120456535|XP_039499346.1|DSAN
OG0007781	LOC119656511|XP_037918775.1|HILL	LOC120455346|XP_039497369.1|DSAN
OG0007782	LOC119657747|XP_037920722.1|HILL	LOC120456050|XP_039498562.1|DSAN
OG0007783	LOC119656540|XP_037918813.1|HILL	LOC120456684|XP_039499580.1|DSAN
OG0007784	LOC119660808|XP_037925576.1|HILL	LOC120450914|XP_039490105.1|DSAN
OG0007785	LOC119648537|XP_037906235.1|HILL	LOC120455103|XP_039496918.1|DSAN
OG0007786	LOC119661211|XP_037926362.1|HILL	LOC120458868|XP_039502635.1|DSAN
OG0007787	LOC119652680|XP_037912880.1|HILL	LOC120453245|XP_039493782.1|DSAN
OG0007788	LOC119657933|XP_037921049.1|HILL	LOC120452698|XP_039492989.1|DSAN
OG0007789	LOC119651000|XP_037910215.1|HILL	LOC120451571|XP_039491316.1|DSAN
OG0007790	LOC119653098|XP_037913534.1|HILL	LOC120454549|XP_039495863.1|DSAN
OG0007791	LOC119650903|XP_037910018.1|HILL	LOC120451288|XP_039490772.1|DSAN
OG0007792	LOC119656927|XP_037919548.1|HILL	LOC120455368|XP_039497408.1|DSAN
OG0007793	LOC119658768|XP_037922393.1|HILL	LOC120453802|XP_039494609.1|DSAN
OG0007794	LOC119660985|XP_037926001.1|HILL	LOC120455068|XP_039496854.1|DSAN
OG0007795	LOC119654618|XP_037916019.1|HILL	LOC120456424|XP_039499190.1|DSAN
OG0007796	LOC119651433|XP_037910960.1|HILL	LOC120451915|XP_039491862.1|DSAN
OG0007797	LOC119653015|XP_037913380.1|HILL	LOC120453212|XP_039493737.1|DSAN
OG0007798	LOC119653016|XP_037913382.1|HILL	LOC120452158|XP_039492188.1|DSAN
OG0007799	LOC119651538|XP_037911098.1|HILL	LOC120453458|XP_039494109.1|DSAN
OG0007800	LOC119653047|XP_037913438.1|HILL	LOC120453636|XP_039494362.1|DSAN
OG0007801	LOC119650832|XP_037909901.1|HILL	LOC120453676|XP_039494424.1|DSAN
OG0007803	LOC119658483|XP_037921856.1|HILL	LOC120453641|XP_039494369.1|DSAN
OG0007804	LOC119653082|XP_037913507.1|HILL	LOC120455120|XP_039496945.1|DSAN
OG0007805	LOC119661520|XP_037926823.1|HILL	LOC120457009|XP_039500098.1|DSAN
OG0007806	LOC119661519|XP_037926822.1|HILL	LOC120457008|XP_039500097.1|DSAN
OG0007808	LOC119652892|XP_037913190.1|HILL	LOC120453255|XP_039493809.1|DSAN
OG0007809	LOC119657532|XP_037920403.1|HILL	LOC120455852|XP_039498256.1|DSAN
OG0007810	LOC119656590|XP_037918926.1|HILL	LOC120458551|XP_039502169.1|DSAN
OG0007811	LOC119660206|XP_037924570.1|HILL	LOC120453303|XP_039493870.1|DSAN
OG0007812	LOC119654531|XP_037915902.1|HILL	LOC120457010|XP_039500099.1|DSAN
OG0007813	LOC119659740|XP_037923929.1|HILL	LOC120451500|XP_039491186.1|DSAN
OG0007814	LOC119649324|XP_037907357.1|HILL	LOC120455104|XP_039496919.1|DSAN
OG0007815	LOC119650758|XP_037909778.1|HILL	LOC120456777|XP_039499718.1|DSAN
OG0007816	LOC119653123|XP_037913577.1|HILL	LOC120450010|XP_039488661.1|DSAN
OG0007817	LOC119651161|XP_037910507.1|HILL	LOC120451110|XP_039490456.1|DSAN
OG0007818	LOC119653140|XP_037913600.1|HILL	LOC120454362|XP_039495521.1|DSAN
OG0007819	LOC119649341|XP_037907378.1|HILL	LOC120457220|XP_039500524.1|DSAN
OG0007822	LOC119652954|XP_037913275.1|HILL	LOC120453410|XP_039494041.1|DSAN
OG0007823	LOC119651954|XP_037911735.1|HILL	LOC120453311|XP_039493901.1|DSAN
OG0007824	LOC119658061|XP_037921242.1|HILL	LOC120452046|XP_039492038.1|DSAN
OG0007825	LOC119651422|XP_037910945.1|HILL	LOC120454048|XP_039494976.1|DSAN
OG0007826	LOC119651367|XP_037910870.1|HILL	LOC120453622|XP_039494338.1|DSAN
OG0007827	LOC119657157|XP_037919867.1|HILL	LOC120454989|XP_039496719.1|DSAN
OG0007828	LOC119648242|XP_037905802.1|HILL	LOC120450032|XP_039488717.1|DSAN
OG0007829	LOC119651741|XP_037911398.1|HILL	LOC120451572|XP_039491317.1|DSAN
OG0007831	LOC119658314|XP_037921566.1|HILL	LOC120455237|XP_039497148.1|DSAN
OG0007832	LOC119652973|XP_037913308.1|HILL	LOC120456316|XP_039499004.1|DSAN
OG0007833	LOC119658264|XP_037921484.1|HILL	LOC120457395|XP_039500899.1|DSAN
OG0007834	LOC119652553|XP_037912685.1|HILL	LOC120451216|XP_039490627.1|DSAN
OG0007835	LOC119651371|XP_037910872.1|HILL	LOC120452076|XP_039492074.1|DSAN
OG0007837	LOC119651875|XP_037911616.1|HILL	LOC120453275|XP_039493837.1|DSAN
OG0007838	LOC119652967|XP_037913294.1|HILL	LOC120452241|XP_039492299.1|DSAN
OG0007839	LOC119656641|XP_037919016.1|HILL	LOC120455371|XP_039497417.1|DSAN
OG0007840	LOC119650703|XP_037909630.1|HILL	LOC120452989|XP_039493424.1|DSAN
OG0007841	LOC119652711|XP_037912921.1|HILL	LOC120452962|XP_039493386.1|DSAN
OG0007842	LOC119651124|XP_037910431.1|HILL	LOC120451308|XP_039490807.1|DSAN
OG0007843	LOC119651928|XP_037911690.1|HILL	LOC120452558|XP_039492770.1|DSAN
OG0007844	LOC119657689|XP_037920647.1|HILL	LOC120446269|XP_039483080.1|DSAN
OG0007845	LOC119657025|XP_037919702.1|HILL	LOC120453432|XP_039494071.1|DSAN
OG0007846	LOC119655244|XP_037916960.1|HILL	LOC120455511|XP_039497711.1|DSAN
OG0007847	LOC119652722|XP_037912943.1|HILL	LOC120451335|XP_039490850.1|DSAN
OG0007848	LOC119650878|XP_037909970.1|HILL	LOC120452461|XP_039492626.1|DSAN
OG0007849	LOC119652458|XP_037912550.1|HILL	LOC120452604|XP_039492835.1|DSAN
OG0007850	LOC119653027|XP_037913399.1|HILL	LOC120452601|XP_039492833.1|DSAN
OG0007851	LOC119651421|XP_037910943.1|HILL	LOC120453721|XP_039494483.1|DSAN
OG0007852	LOC119652514|XP_037912636.1|HILL	LOC120451406|XP_039491008.1|DSAN
