Orthogroup	HILL.longest_only	DELE.longest_only
OG0006557	LOC119660277|XP_037924675.1|HILL	LOC108140601|XP_017118999.1|DELE
OG0006558	LOC119646603|XP_037903027.1|HILL	LOC108148769|XP_017131463.1|DELE
OG0006559	LOC119652796|XP_037913046.1|HILL	LOC108139294|XP_017117480.1|DELE
OG0006560	LOC119651149|XP_037910482.1|HILL	LOC108148554|XP_017131091.1|DELE
OG0006561	LOC119651148|XP_037910481.1|HILL	LOC108148553|XP_017131089.1|DELE
OG0006562	LOC119652452|XP_037912525.1|HILL	LOC108148855|XP_017131633.1|DELE
OG0006563	LOC119652630|XP_037912805.1|HILL	LOC108134783|XP_017110721.1|DELE
OG0006564	LOC119652651|XP_037912828.1|HILL	LOC108134798|XP_017110737.1|DELE
OG0006565	LOC119652367|XP_037912387.1|HILL	LOC108135140|XP_017111238.1|DELE
OG0006566	LOC119651112|XP_037910407.1|HILL	LOC108139190|XP_017117307.1|DELE
OG0006567	LOC119656536|XP_037918810.1|HILL	LOC108148847|XP_017131620.1|DELE
OG0006568	LOC119656537|XP_037918811.1|HILL	LOC108148846|XP_017131618.1|DELE
OG0006569	LOC119658819|XP_037922471.1|HILL	LOC108147388|XP_017129312.1|DELE
OG0006570	LOC119658841|XP_037922514.1|HILL	LOC108141106|XP_017119805.1|DELE
OG0006571	LOC119651702|XP_037911343.1|HILL	LOC108148955|XP_017131777.1|DELE
OG0006572	LOC119656551|XP_037918845.1|HILL	LOC108150006|XP_017133446.1|DELE
OG0006573	LOC119652575|XP_037912717.1|HILL	LOC108148365|XP_017130873.1|DELE
OG0006574	LOC119651224|XP_037910616.1|HILL	LOC108140728|XP_017119186.1|DELE
OG0006575	LOC119657045|XP_037919727.1|HILL	LOC108148484|XP_017131007.1|DELE
OG0006576	LOC119657999|XP_037921147.1|HILL	LOC108143042|XP_017122734.1|DELE
OG0006577	LOC119651460|XP_037910994.1|HILL	LOC108144047|XP_017124178.1|DELE
OG0006578	LOC119652253|XP_037912162.1|HILL	LOC108143041|XP_017122732.1|DELE
OG0006579	LOC119656902|XP_037919514.1|HILL	LOC108142110|XP_017121294.1|DELE
OG0006580	LOC119657922|XP_037921037.1|HILL	LOC108140776|XP_017119252.1|DELE
OG0006581	LOC119660486|XP_037925003.1|HILL	LOC108141105|XP_017119803.1|DELE
OG0006582	LOC119659834|XP_037924058.1|HILL	LOC108140630|XP_017119038.1|DELE
OG0006583	LOC119651628|XP_037911217.1|HILL	LOC108140743|XP_017119209.1|DELE
OG0006584	LOC119646970|XP_037903600.1|HILL	LOC108134746|XP_017110674.1|DELE
OG0006585	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL	LOC108149374|XP_017132371.1|DELE
OG0006586	LOC119652220|XP_037912090.1|HILL	LOC108148752|XP_017131437.1|DELE
OG0006587	LOC119652217|XP_037912087.1|HILL	LOC108148749|XP_017131432.1|DELE
OG0006588	LOC119653122|XP_037913576.1|HILL	LOC108135206|XP_017111323.1|DELE
OG0006589	LOC119653155|XP_037913623.1|HILL	LOC108148304|XP_017130774.1|DELE
OG0006590	LOC119653132|XP_037913589.1|HILL	LOC108148383|XP_017130898.1|DELE
OG0006591	LOC119648435|XP_037906118.1|HILL	LOC108142459|XP_017121825.1|DELE
OG0006592	LOC119652647|XP_037912824.1|HILL	LOC108135169|XP_017111282.1|DELE
OG0006593	LOC119652646|XP_037912822.1|HILL	LOC108135168|XP_017111281.1|DELE
OG0006594	LOC119648050|XP_037905441.1|HILL	LOC108150374|XP_017134003.1|DELE
OG0006595	LOC119658874|XP_037922572.1|HILL	LOC108141407|XP_017120260.1|DELE
OG0006597	LOC119648678|XP_037906399.1|HILL	LOC108146098|XP_017127413.1|DELE
OG0006598	LOC119649983|XP_037908353.1|HILL	LOC108142019|XP_017121183.1|DELE
OG0006599	LOC119647869|XP_037905067.1|HILL	LOC108150129|XP_017133585.1|DELE
OG0006600	LOC119650219|XP_037908721.1|HILL	LOC108142547|XP_017121965.1|DELE
OG0006601	LOC119647715|XP_037904735.1|HILL	LOC108146598|XP_017128135.1|DELE
OG0006602	LOC119647716|XP_037904736.1|HILL	LOC108146600|XP_017128136.1|DELE
OG0006603	LOC119649936|XP_037908284.1|HILL	LOC108146921|XP_017128654.1|DELE
OG0006604	LOC119648393|XP_037906059.1|HILL	LOC108145687|XP_017126732.1|DELE
OG0006605	LOC119657847|XP_037920897.1|HILL	LOC108141248|XP_017119996.1|DELE
OG0006606	LOC119648454|XP_037906139.1|HILL	LOC108142247|XP_017121456.1|DELE
OG0006607	LOC119647644|XP_037904634.1|HILL	LOC108150199|XP_017133699.1|DELE
OG0006608	LOC119648457|XP_037906142.1|HILL	LOC108137439|XP_017114593.1|DELE
OG0006609	LOC119648766|XP_037906523.1|HILL	LOC108143971|XP_017124064.1|DELE
OG0006610	LOC119647929|XP_037905190.1|HILL	LOC108146148|XP_017127493.1|DELE
OG0006611	LOC119648127|XP_037905576.1|HILL	LOC108146159|XP_017127530.1|DELE
OG0006612	LOC119648253|XP_037905824.1|HILL	LOC108146161|XP_017127537.1|DELE
OG0006613	LOC119648989|XP_037906841.1|HILL	LOC108146160|XP_017127536.1|DELE
OG0006614	LOC119648696|XP_037906429.1|HILL	LOC108146445|XP_017127943.1|DELE
OG0006615	LOC119649819|XP_037908079.1|HILL	LOC108146284|XP_017127714.1|DELE
OG0006616	LOC119647444|XP_037904295.1|HILL	LOC108150205|XP_017133706.1|DELE
OG0006617	LOC119647975|XP_037905275.1|HILL	LOC108135631|XP_017111940.1|DELE
OG0006618	LOC119648360|XP_037906002.1|HILL	LOC108150220|XP_017133752.1|DELE
OG0006619	LOC119648922|XP_037906755.1|HILL	LOC108146034|XP_017127315.1|DELE
OG0006620	LOC119648932|XP_037906773.1|HILL	LOC108146397|XP_017127885.1|DELE
OG0006621	LOC119649908|XP_037908234.1|HILL	LOC108146867|XP_017128583.1|DELE
OG0006622	LOC119648062|XP_037905457.1|HILL	LOC108146223|XP_017127630.1|DELE
OG0006623	LOC119648289|XP_037905873.1|HILL	LOC108146332|XP_017127787.1|DELE
OG0006624	LOC119646852|XP_037903401.1|HILL	LOC108145093|XP_017125774.1|DELE
OG0006625	LOC119646854|XP_037903404.1|HILL	LOC108145096|XP_017125777.1|DELE
OG0006626	LOC119646320|XP_037902669.1|HILL	LOC108147016|XP_017128762.1|DELE
OG0006627	LOC119661535|XP_037926843.1|HILL	LOC108145490|XP_017126436.1|DELE
OG0006628	LOC119651079|XP_037910352.1|HILL	LOC108145438|XP_017126351.1|DELE
OG0006629	LOC119646641|XP_037903082.1|HILL	LOC108145478|XP_017126420.1|DELE
OG0006630	LOC119646423|XP_037902796.1|HILL	LOC108144208|XP_017124368.1|DELE
OG0006631	LOC119649078|XP_037907002.1|HILL	LOC108135513|XP_017111747.1|DELE
OG0006632	LOC119661230|XP_037926383.1|HILL	LOC108143408|XP_017123286.1|DELE
OG0006633	LOC119649759|XP_037907981.1|HILL	LOC108146279|XP_017127708.1|DELE
OG0006634	LOC119656414|XP_037918727.1|HILL	LOC108149258|XP_017132192.1|DELE
OG0006635	LOC119649163|XP_037907115.1|HILL	LOC108147970|XP_017130259.1|DELE
OG0006636	LOC119646544|XP_037902944.1|HILL	LOC108148174|XP_017130563.1|DELE
OG0006637	LOC119649931|XP_037908277.1|HILL	LOC108142610|XP_017122073.1|DELE
OG0006638	LOC119646231|XP_037902549.1|HILL	LOC108143520|XP_017123493.1|DELE
OG0006639	LOC119652732|XP_037912959.1|HILL	LOC108143413|XP_017123292.1|DELE
OG0006640	LOC119647104|XP_037903810.1|HILL	LOC108147061|XP_017128839.1|DELE
OG0006641	LOC119646894|XP_037903461.1|HILL	LOC108141337|XP_017120125.1|DELE
OG0006642	LOC119647177|XP_037903913.1|HILL	LOC108149181|XP_017132086.1|DELE
OG0006643	LOC119646469|XP_037902847.1|HILL	LOC108144516|XP_017124945.1|DELE
OG0006644	LOC119658235|XP_037921444.1|HILL	LOC108150328|XP_017133939.1|DELE
OG0006645	LOC119659183|XP_037923074.1|HILL	LOC108138824|XP_017116814.1|DELE
OG0006646	LOC119651013|XP_037910240.1|HILL	LOC108144596|XP_017125089.1|DELE
OG0006648	LOC119650182|XP_037908663.1|HILL	LOC108145720|XP_017126770.1|DELE
OG0006649	LOC119647292|XP_037904126.1|HILL	LOC108145444|XP_017126363.1|DELE
OG0006650	LOC119649168|XP_037907127.1|HILL	LOC108145091|XP_017125767.1|DELE
OG0006651	LOC119648095|XP_037905521.1|HILL	LOC108142448|XP_017121800.1|DELE
OG0006652	LOC119650045|XP_037908456.1|HILL	LOC108150120|XP_017133576.1|DELE
OG0006653	LOC119647725|XP_037904747.1|HILL	LOC108145860|XP_017126970.1|DELE
OG0006654	LOC119649991|XP_037908375.1|HILL	LOC108146502|XP_017128027.1|DELE
OG0006655	LOC119649426|XP_037907501.1|HILL	LOC108145892|XP_017127032.1|DELE
OG0006656	LOC119650022|XP_037908426.1|HILL	LOC108146118|XP_017127438.1|DELE
OG0006657	LOC119650079|XP_037908510.1|HILL	LOC108145502|XP_017126451.1|DELE
OG0006658	LOC119649010|XP_037906888.1|HILL	LOC108146129|XP_017127463.1|DELE
OG0006659	LOC119649474|XP_037907561.1|HILL	LOC108146300|XP_017127737.1|DELE
OG0006660	LOC119648340|XP_037905963.1|HILL	LOC108142684|XP_017122179.1|DELE
OG0006661	LOC119650375|XP_037909040.1|HILL	LOC108142646|XP_017122133.1|DELE
OG0006662	LOC119660836|XP_037925636.1|HILL	LOC108147963|XP_017130248.1|DELE
OG0006663	LOC119648026|XP_037905372.1|HILL	LOC108142727|XP_017122240.1|DELE
OG0006664	LOC119653526|XP_037914129.1|HILL	LOC108148967|XP_017131794.1|DELE
OG0006665	LOC119649164|XP_037907117.1|HILL	LOC108146020|XP_017127285.1|DELE
OG0006666	LOC119649952|XP_037908316.1|HILL	LOC108143555|XP_017123553.1|DELE
OG0006667	LOC119649797|XP_037908029.1|HILL	LOC108142791|XP_017122329.1|DELE
OG0006668	LOC119661738|XP_037927132.1|HILL	LOC108147033|XP_017128779.1|DELE
OG0006669	LOC119648923|XP_037906756.1|HILL	LOC108146948|XP_017128692.1|DELE
OG0006670	LOC119650071|XP_037908495.1|HILL	LOC108146934|XP_017128672.1|DELE
OG0006671	LOC119648973|XP_037906823.1|HILL	LOC108146797|XP_017128455.1|DELE
OG0006672	LOC119648236|XP_037905787.1|HILL	LOC108147430|XP_017129393.1|DELE
OG0006673	LOC119648804|XP_037906580.1|HILL	LOC108147542|XP_017129616.1|DELE
OG0006674	LOC119649504|XP_037907600.1|HILL	LOC108145683|XP_017126729.1|DELE
OG0006675	LOC119648645|XP_037906344.1|HILL	LOC108146110|XP_017127431.1|DELE
OG0006676	LOC119649618|XP_037907767.1|HILL	LOC108147471|XP_017129507.1|DELE
OG0006677	LOC119648799|XP_037906571.1|HILL	LOC108147474|XP_017129511.1|DELE
OG0006678	LOC119649817|XP_037908076.1|HILL	LOC108142814|XP_017122364.1|DELE
OG0006679	LOC119649878|XP_037908183.1|HILL	LOC108145907|XP_017127056.1|DELE
OG0006680	LOC119660544|XP_037925107.1|HILL	LOC108148693|XP_017131328.1|DELE
OG0006681	LOC119647706|XP_037904719.1|HILL	LOC108146795|XP_017128453.1|DELE
OG0006682	LOC119648876|XP_037906695.1|HILL	LOC108147521|XP_017129592.1|DELE
OG0006683	LOC119648877|XP_037906696.1|HILL	LOC108147557|XP_017129632.1|DELE
OG0006684	LOC119650435|XP_037909184.1|HILL	LOC108147472|XP_017129509.1|DELE
OG0006685	LOC119647412|XP_037904222.1|HILL	LOC108141423|XP_017120290.1|DELE
OG0006686	LOC119650149|XP_037908614.1|HILL	LOC108142434|XP_017121785.1|DELE
OG0006687	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL	LOC108136626|XP_017113434.1|DELE
OG0006688	LOC119649611|XP_037907759.1|HILL	LOC108142686|XP_017122184.1|DELE
OG0006689	LOC119648980|XP_037906830.1|HILL	LOC108145764|XP_017126821.1|DELE
OG0006691	LOC119647467|XP_037904329.1|HILL	LOC108146780|XP_017128417.1|DELE
OG0006692	LOC119648021|XP_037905361.1|HILL	LOC108146276|XP_017127704.1|DELE
OG0006693	LOC119649161|XP_037907097.1|HILL	LOC108145926|XP_017127101.1|DELE
OG0006694	LOC119661022|XP_037926099.1|HILL	LOC108136304|XP_017112882.1|DELE
OG0006695	LOC119649586|XP_037907719.1|HILL	LOC108147504|XP_017129560.1|DELE
OG0006696	LOC119648619|XP_037906316.1|HILL	LOC108148398|XP_017130920.1|DELE
OG0006697	LOC119647480|XP_037904351.1|HILL	LOC108150343|XP_017133960.1|DELE
OG0006698	LOC119648646|XP_037906346.1|HILL	LOC108146892|XP_017128617.1|DELE
OG0006699	LOC119647901|XP_037905136.1|HILL	LOC108146164|XP_017127549.1|DELE
OG0006700	LOC119655486|XP_037917316.1|HILL	LOC108142578|XP_017122021.1|DELE
OG0006701	LOC119651642|XP_037911245.1|HILL	LOC108149821|XP_017133182.1|DELE
OG0006702	LOC119648266|XP_037905846.1|HILL	LOC108145839|XP_017126941.1|DELE
OG0006703	LOC119649368|XP_037907412.1|HILL	LOC108146966|XP_017128712.1|DELE
OG0006704	LOC119649674|XP_037907861.1|HILL	LOC108146967|XP_017128713.1|DELE
OG0006707	LOC119646489|XP_037902876.1|HILL	LOC108143518|XP_017123491.1|DELE
OG0006709	LOC119646133|XP_037902410.1|HILL	LOC108137740|XP_017115129.1|DELE
OG0006710	LOC119649858|XP_037908149.1|HILL	LOC108142501|XP_017121887.1|DELE
OG0006711	LOC119649857|XP_037908144.1|HILL	LOC108142500|XP_017121886.1|DELE
OG0006712	LOC119648307|XP_037905901.1|HILL	LOC108145963|XP_017127171.1|DELE
OG0006713	LOC119650347|XP_037908949.1|HILL	LOC108150346|XP_017133964.1|DELE
OG0006714	LOC119650346|XP_037908946.1|HILL	LOC108150345|XP_017133963.1|DELE
OG0006715	LOC119648912|XP_037906746.1|HILL	LOC108142700|XP_017122204.1|DELE
OG0006716	LOC119651593|XP_037911167.1|HILL	LOC108138752|XP_017116643.1|DELE
OG0006717	LOC119648294|XP_037905882.1|HILL	LOC108146863|XP_017128578.1|DELE
OG0006718	LOC119648409|XP_037906087.1|HILL	LOC108146937|XP_017128677.1|DELE
OG0006719	LOC119650233|XP_037908739.1|HILL	LOC108146994|XP_017128748.1|DELE
OG0006720	LOC119650370|XP_037909028.1|HILL	LOC108135700|XP_017112030.1|DELE
OG0006721	LOC119649549|XP_037907669.1|HILL	LOC108146856|XP_017128561.1|DELE
OG0006722	LOC119649327|XP_037907356.1|HILL	LOC108146399|XP_017127888.1|DELE
OG0006723	LOC119658938|XP_037922719.1|HILL	LOC108135281|XP_017111451.1|DELE
OG0006724	LOC119659984|XP_037924282.1|HILL	LOC108143065|XP_017122768.1|DELE
OG0006725	LOC119660239|XP_037924621.1|HILL	LOC108142972|XP_017122611.1|DELE
OG0006726	LOC119654868|XP_037916391.1|HILL	LOC108139215|XP_017117356.1|DELE
OG0006727	LOC119659216|XP_037923117.1|HILL	LOC108142969|XP_017122608.1|DELE
OG0006728	LOC119652388|XP_037912421.1|HILL	LOC108142911|XP_017122488.1|DELE
OG0006729	LOC119647269|XP_037904088.1|HILL	LOC108149760|XP_017133064.1|DELE
OG0006730	LOC119647270|XP_037904091.1|HILL	LOC108149758|XP_017133060.1|DELE
OG0006731	LOC119649399|XP_037907452.1|HILL	LOC108135272|XP_017111439.1|DELE
OG0006732	LOC119650157|XP_037908630.1|HILL	LOC108146381|XP_017127864.1|DELE
OG0006733	LOC119650415|XP_037909136.1|HILL	LOC108142230|XP_017121437.1|DELE
OG0006734	LOC119648874|XP_037906693.1|HILL	LOC108142734|XP_017122248.1|DELE
OG0006735	LOC119648389|XP_037906054.1|HILL	LOC108147490|XP_017129534.1|DELE
OG0006736	LOC119647995|XP_037905308.1|HILL	LOC108147544|XP_017129618.1|DELE
OG0006737	LOC119650276|XP_037908829.1|HILL	LOC108135504|XP_017111737.1|DELE
OG0006738	LOC119648263|XP_037905842.1|HILL	LOC108147590|XP_017129719.1|DELE
OG0006739	LOC119648264|XP_037905844.1|HILL	LOC108147448|XP_017129465.1|DELE
OG0006740	LOC119648149|XP_037905648.1|HILL	LOC108135560|XP_017111806.1|DELE
OG0006741	LOC119648063|XP_037905458.1|HILL	LOC108135559|XP_017111804.1|DELE
OG0006743	LOC119660984|XP_037925997.1|HILL	LOC108148997|XP_017131833.1|DELE
OG0006744	LOC119648196|XP_037905717.1|HILL	LOC108150338|XP_017133954.1|DELE
OG0006745	LOC119660191|XP_037924537.1|HILL	LOC108135100|XP_017111165.1|DELE
OG0006746	LOC119648006|XP_037905326.1|HILL	LOC108147465|XP_017129491.1|DELE
OG0006747	LOC119649601|XP_037907743.1|HILL	LOC108147530|XP_017129603.1|DELE
OG0006748	LOC119646538|XP_037902937.1|HILL	LOC108137317|XP_017114432.1|DELE
OG0006749	LOC119649274|XP_037907291.1|HILL	LOC108146192|XP_017127591.1|DELE
OG0006750	LOC119657897|XP_037920981.1|HILL	LOC108137647|XP_017114962.1|DELE
OG0006752	LOC119648292|XP_037905880.1|HILL	LOC108145666|XP_017126708.1|DELE
OG0006753	LOC119649451|XP_037907534.1|HILL	LOC108145731|XP_017126783.1|DELE
OG0006754	LOC119649029|XP_037906914.1|HILL	LOC108146000|XP_017127243.1|DELE
OG0006755	LOC119649960|XP_037908324.1|HILL	LOC108146151|XP_017127504.1|DELE
OG0006756	LOC119650259|XP_037908788.1|HILL	LOC108142852|XP_017122409.1|DELE
OG0006757	LOC119649187|XP_037907142.1|HILL	LOC108142311|XP_017121552.1|DELE
OG0006758	LOC119650023|XP_037908427.1|HILL	LOC108146138|XP_017127481.1|DELE
OG0006759	LOC119647416|XP_037904226.1|HILL	LOC108146137|XP_017127479.1|DELE
OG0006760	LOC119647592|XP_037904534.1|HILL	LOC108142567|XP_017122006.1|DELE
OG0006761	LOC119660931|XP_037925847.1|HILL	LOC108148397|XP_017130918.1|DELE
OG0006762	LOC119657977|XP_037921116.1|HILL	LOC108144163|XP_017124314.1|DELE
OG0006763	LOC119661295|XP_037926509.1|HILL	LOC108139066|XP_017117180.1|DELE
OG0006764	LOC119661160|XP_037926304.1|HILL	LOC108149767|XP_017133084.1|DELE
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC108139016|XP_017117112.1|DELE
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC108146281|XP_017127710.1|DELE
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC108142418|XP_017121762.1|DELE
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC108142410|XP_017121749.1|DELE
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC108142804|XP_017122351.1|DELE
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC108147401|XP_017129327.1|DELE
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC108137658|XP_017114981.1|DELE
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC108149577|XP_017132700.1|DELE
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC108145965|XP_017127185.1|DELE
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC108145982|XP_017127206.1|DELE
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC108146717|XP_017128294.1|DELE
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC108146304|XP_017127745.1|DELE
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC108146723|XP_017128304.1|DELE
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC108146434|XP_017127927.1|DELE
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC108146180|XP_017127575.1|DELE
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC108142709|XP_017122217.1|DELE
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC108147509|XP_017129568.1|DELE
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC108145973|XP_017127191.1|DELE
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC108141263|XP_017120004.1|DELE
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC108146007|XP_017127252.1|DELE
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC108149128|XP_017132022.1|DELE
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC108138834|XP_017116835.1|DELE
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC108135643|XP_017111954.1|DELE
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC108150031|XP_017133481.1|DELE
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC108147932|XP_017130204.1|DELE
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC108146888|XP_017128610.1|DELE
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC108150111|XP_017133564.1|DELE
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC108150207|XP_017133708.1|DELE
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC108145111|XP_017125803.1|DELE
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC108146354|XP_017127820.1|DELE
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC108146930|XP_017128669.1|DELE
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC108141690|XP_017120659.1|DELE
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC108150252|XP_017133806.1|DELE
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC108150195|XP_017133693.1|DELE
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC108146658|XP_017128192.1|DELE
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC108137408|XP_017114555.1|DELE
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC108144887|XP_017125535.1|DELE
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC108145026|XP_017125697.1|DELE
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC108146217|XP_017127624.1|DELE
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC108146052|XP_017127346.1|DELE
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC108143552|XP_017123550.1|DELE
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC108145665|XP_017126707.1|DELE
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC108146133|XP_017127473.1|DELE
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC108148986|XP_017131817.1|DELE
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC108147510|XP_017129570.1|DELE
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC108136754|XP_017113593.1|DELE
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC108146846|XP_017128537.1|DELE
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC108146019|XP_017127284.1|DELE
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC108146095|XP_017127411.1|DELE
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC108146372|XP_017127850.1|DELE
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC108146497|XP_017128018.1|DELE
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC108146006|XP_017127249.1|DELE
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC108134519|XP_017110346.1|DELE
OG0006822	LOC119661726|XP_037927119.1|HILL	LOC108143513|XP_017123475.1|DELE
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC108146879|XP_017128600.1|DELE
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC108147562|XP_017129639.1|DELE
OG0006825	LOC119649993|XP_037908377.1|HILL	LOC108146881|XP_017128603.1|DELE
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC108146972|XP_017128718.1|DELE
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC108141193|XP_017119926.1|DELE
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC108142071|XP_017121246.1|DELE
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC108147540|XP_017129614.1|DELE
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC108146147|XP_017127492.1|DELE
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC108147502|XP_017129559.1|DELE
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC108147535|XP_017129608.1|DELE
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC108142373|XP_017121691.1|DELE
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC108143755|XP_017123774.1|DELE
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC108146267|XP_017127696.1|DELE
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC108146500|XP_017128025.1|DELE
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC108146334|XP_017127788.1|DELE
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC108150342|XP_017133959.1|DELE
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC108146423|XP_017127917.1|DELE
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC108135256|XP_017111413.1|DELE
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC108146124|XP_017127458.1|DELE
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC108146143|XP_017127487.1|DELE
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC108136271|XP_017112829.1|DELE
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC108140544|XP_017118870.1|DELE
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC108146691|XP_017128237.1|DELE
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC108142820|XP_017122370.1|DELE
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC108142745|XP_017122260.1|DELE
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC108145206|XP_017125936.1|DELE
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC108147512|XP_017129574.1|DELE
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC108147527|XP_017129600.1|DELE
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC108147444|XP_017129458.1|DELE
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC108149745|XP_017133019.1|DELE
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC108147391|XP_017129316.1|DELE
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC108141508|XP_017120425.1|DELE
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC108146905|XP_017128636.1|DELE
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC108138742|XP_017116629.1|DELE
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC108136896|XP_017113846.1|DELE
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC108135594|XP_017111886.1|DELE
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC108149606|XP_017132792.1|DELE
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC108149759|XP_017133061.1|DELE
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC108142809|XP_017122359.1|DELE
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC108136660|XP_017113473.1|DELE
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC108144991|XP_017125639.1|DELE, LOC108137416|XP_017114567.1|DELE
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC108137547|XP_017114760.1|DELE
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC108144540|XP_017125000.1|DELE
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC108138702|XP_017116542.1|DELE
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC108149777|XP_017133117.1|DELE
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC108145464|XP_017126399.1|DELE
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC108149584|XP_017132708.1|DELE
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC108145228|XP_017125981.1|DELE
