Orthogroup	HILL.longest_only	ASTE.longest_only
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC118510232|XP_035907691.1|ASTE
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC118510227|XP_035907686.1|ASTE
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC118514404|XP_035917178.1|ASTE
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC118514375|XP_035917130.1|ASTE
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC118514386|XP_035917157.1|ASTE
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC118511392|XP_035910315.1|ASTE
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC118509788|XP_035906825.1|ASTE
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC118513077|XP_035914333.1|ASTE
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC118509616|XP_035906335.1|ASTE
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC118509635|XP_035906427.1|ASTE
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC118513072|XP_035914315.1|ASTE
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC118513066|XP_035914307.1|ASTE
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC118513070|XP_035914313.1|ASTE
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC118513067|XP_035914308.1|ASTE
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC118513056|XP_035914271.1|ASTE
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC118513055|XP_035914262.1|ASTE
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC118513051|XP_035914247.1|ASTE
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC118513052|XP_035914252.1|ASTE
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC118512675|XP_035913336.1|ASTE
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC118513047|XP_035914234.1|ASTE
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC118513048|XP_035914244.1|ASTE
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC118511543|XP_035910643.1|ASTE
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC118509344|XP_035905750.1|ASTE
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC118509521|XP_035906119.1|ASTE
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC118509522|XP_035906121.1|ASTE
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC118514351|XP_035917066.1|ASTE
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC118512295|XP_035912417.1|ASTE
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC118512293|XP_035912413.1|ASTE
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC118512287|XP_035912403.1|ASTE
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC118512845|XP_035913801.1|ASTE
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC118512860|XP_035913837.1|ASTE
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC118512859|XP_035913835.1|ASTE
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC118512879|XP_035913865.1|ASTE
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC118512814|XP_035913664.1|ASTE
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC118510443|XP_035908134.1|ASTE
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC118510440|XP_035908127.1|ASTE
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC118509342|XP_035905747.1|ASTE
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC118511385|XP_035910285.1|ASTE
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC118514181|XP_035916748.1|ASTE
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC118514178|XP_035916741.1|ASTE
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC118513187|XP_035914554.1|ASTE
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC118513185|XP_035914546.1|ASTE
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC118513194|XP_035914575.1|ASTE
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC118509672|XP_035906565.1|ASTE
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC118509753|XP_035906777.1|ASTE
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC118510304|XP_035907826.1|ASTE
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC118512302|XP_035912425.1|ASTE
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC118512300|XP_035912424.1|ASTE
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC118509370|XP_035905795.1|ASTE
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC118509369|XP_035905788.1|ASTE
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC118517721|XP_035920062.1|ASTE
OG0006822	LOC119661726|XP_037927119.1|HILL	LOC118517332|XP_035919207.1|ASTE, LOC118509390|XP_035905828.1|ASTE
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC118514234|XP_035916831.1|ASTE
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC118514245|XP_035916850.1|ASTE
OG0006825	LOC119649993|XP_037908377.1|HILL	LOC118509407|XP_035905865.1|ASTE
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC118509823|XP_035906878.1|ASTE
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC118511279|XP_035910066.1|ASTE
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC118511289|XP_035910088.1|ASTE
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC118514389|XP_035917159.1|ASTE
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC118514372|XP_035917124.1|ASTE
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC118508853|XP_035904499.1|ASTE
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC118509474|XP_035906002.1|ASTE
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC118509478|XP_035906011.1|ASTE
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC118510269|XP_035907763.1|ASTE
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC118510264|XP_035907751.1|ASTE
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC118510263|XP_035907747.1|ASTE
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC118509447|XP_035905954.1|ASTE
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC118509445|XP_035905952.1|ASTE
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC118509397|XP_035905845.1|ASTE
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC118510587|XP_035908479.1|ASTE
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC118509236|XP_035905438.1|ASTE
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC118511816|XP_035911249.1|ASTE
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC118511828|XP_035911265.1|ASTE
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC118511827|XP_035911264.1|ASTE
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC118510370|XP_035907987.1|ASTE
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC118510351|XP_035907942.1|ASTE
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC118510376|XP_035907998.1|ASTE
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC118511341|XP_035910181.1|ASTE
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC118513147|XP_035914479.1|ASTE
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC118513149|XP_035914483.1|ASTE
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC118513148|XP_035914481.1|ASTE
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC118513186|XP_035914551.1|ASTE
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC118511414|XP_035910367.1|ASTE
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC118512908|XP_035913940.1|ASTE
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC118509797|XP_035906827.1|ASTE
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC118509692|XP_035906645.1|ASTE
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC118509630|XP_035906407.1|ASTE
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC118509634|XP_035906419.1|ASTE
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC118511997|XP_035911633.1|ASTE
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC118512012|XP_035911675.1|ASTE
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC118513906|XP_035916124.1|ASTE
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC118512892|XP_035913889.1|ASTE
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC118511973|XP_035911603.1|ASTE
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC118511939|XP_035911529.1|ASTE
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC118511984|XP_035911617.1|ASTE
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC118512250|XP_035912286.1|ASTE
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC118512239|XP_035912272.1|ASTE
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC118512236|XP_035912263.1|ASTE
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC118511964|XP_035911584.1|ASTE
OG0006874	LOC119651319|XP_037910780.1|HILL	LOC118505056|XP_035896226.1|ASTE
OG0006875	LOC119659147|XP_037923017.1|HILL	LOC118504532|XP_035894970.1|ASTE
OG0006876	LOC119653893|XP_037914943.1|HILL	LOC118505031|XP_035896140.1|ASTE
OG0006877	LOC119654761|XP_037916230.1|HILL	LOC118505090|XP_035896281.1|ASTE
OG0006878	LOC119660784|XP_037925499.1|HILL	LOC118512253|XP_035912299.1|ASTE
OG0006879	LOC119661302|XP_037926518.1|HILL	LOC118512265|XP_035912338.1|ASTE
OG0006880	LOC119654910|XP_037916466.1|HILL	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC118508976|XP_035904849.1|ASTE
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC118511745|XP_035911096.1|ASTE
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC118511741|XP_035911083.1|ASTE
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC118511734|XP_035911073.1|ASTE
OG0006886	LOC119646126|XP_037902404.1|HILL	LOC118511916|XP_035911446.1|ASTE
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC118513847|XP_035916022.1|ASTE
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC118513855|XP_035916042.1|ASTE
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC118513848|XP_035916026.1|ASTE
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC118512210|XP_035912216.1|ASTE
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC118511226|XP_035909954.1|ASTE
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC118512212|XP_035912220.1|ASTE
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC118511228|XP_035909956.1|ASTE
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC118511225|XP_035909943.1|ASTE
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC118513309|XP_035914785.1|ASTE
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC118512029|XP_035911713.1|ASTE
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC118510565|XP_035908446.1|ASTE
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC118508930|XP_035904731.1|ASTE
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC118511094|XP_035909690.1|ASTE
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC118511128|XP_035909754.1|ASTE
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC118511115|XP_035909733.1|ASTE
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC118511631|XP_035910836.1|ASTE
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC118510628|XP_035908558.1|ASTE
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC118511808|XP_035911242.1|ASTE
OG0006905	LOC119653920|XP_037915007.1|HILL	LOC118511051|XP_035909543.1|ASTE
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC118511041|XP_035909528.1|ASTE
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC118514514|XP_035917355.1|ASTE
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC118513533|XP_035915298.1|ASTE
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC118513530|XP_035915295.1|ASTE
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC118509051|XP_035905030.1|ASTE
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC118513981|XP_035916302.1|ASTE
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC118513914|XP_035916149.1|ASTE
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC118513946|XP_035916228.1|ASTE
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC118513964|XP_035916277.1|ASTE
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC118513931|XP_035916194.1|ASTE
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC118513918|XP_035916171.1|ASTE
OG0006917	LOC119650626|XP_037909447.1|HILL	LOC118513656|XP_035915635.1|ASTE
OG0006918	LOC119650607|XP_037909401.1|HILL	LOC118510584|XP_035908473.1|ASTE
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC118508029|XP_035903321.1|ASTE
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC118513559|XP_035915374.1|ASTE
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC118513550|XP_035915331.1|ASTE
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC118511040|XP_035909527.1|ASTE
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC118510079|XP_035907381.1|ASTE
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC118511045|XP_035909535.1|ASTE
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC118511043|XP_035909533.1|ASTE
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC118513866|XP_035916061.1|ASTE
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC118513865|XP_035916060.1|ASTE
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC118513863|XP_035916057.1|ASTE
OG0006929	LOC119654808|XP_037916295.1|HILL	LOC118511069|XP_035909573.1|ASTE
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC118511066|XP_035909566.1|ASTE
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC118514277|XP_035916911.1|ASTE
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC118510143|XP_035907523.1|ASTE
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC118509330|XP_035905683.1|ASTE
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC118511598|XP_035910771.1|ASTE
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC118511714|XP_035911029.1|ASTE
OG0006936	LOC119653089|XP_037913517.1|HILL	LOC118511718|XP_035911035.1|ASTE
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC118511723|XP_035911053.1|ASTE
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC118511722|XP_035911051.1|ASTE
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC118514007|XP_035916351.1|ASTE
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC118513883|XP_035916085.1|ASTE
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC118511087|XP_035909663.1|ASTE
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC118511089|XP_035909676.1|ASTE
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC118513934|XP_035916200.1|ASTE
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC118514018|XP_035916382.1|ASTE
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC118514017|XP_035916381.1|ASTE
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC118513999|XP_035916329.1|ASTE
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC118514005|XP_035916347.1|ASTE
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC118511756|XP_035911116.1|ASTE
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC118510612|XP_035908517.1|ASTE
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC118511590|XP_035910733.1|ASTE
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC118511587|XP_035910731.1|ASTE
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC118513397|XP_035914970.1|ASTE
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC118513394|XP_035914968.1|ASTE
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC118509137|XP_035905231.1|ASTE
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC118512540|XP_035913004.1|ASTE
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC118512539|XP_035913002.1|ASTE
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC118512543|XP_035913008.1|ASTE
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC118511658|XP_035910897.1|ASTE
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC118511662|XP_035910903.1|ASTE
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC118511231|XP_035909959.1|ASTE
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC118512544|XP_035913010.1|ASTE
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC118513434|XP_035915058.1|ASTE
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC118513439|XP_035915072.1|ASTE
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC118509270|XP_035905517.1|ASTE
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC118509269|XP_035905516.1|ASTE
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC118509267|XP_035905511.1|ASTE
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC118509066|XP_035905078.1|ASTE
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC118509079|XP_035905105.1|ASTE
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC118508991|XP_035904882.1|ASTE
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC118511679|XP_035910940.1|ASTE
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC118511677|XP_035910933.1|ASTE
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC118511670|XP_035910921.1|ASTE
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC118511648|XP_035910875.1|ASTE
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC118512470|XP_035912849.1|ASTE
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC118511789|XP_035911200.1|ASTE
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC118511622|XP_035910813.1|ASTE
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC118511605|XP_035910781.1|ASTE
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC118509144|XP_035905244.1|ASTE
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC118509038|XP_035904971.1|ASTE
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC118514031|XP_035916400.1|ASTE
OG0006982	LOC119650827|XP_037909891.1|HILL	LOC118513894|XP_035916101.1|ASTE
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC118513900|XP_035916110.1|ASTE
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC118513733|XP_035915781.1|ASTE
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC118513728|XP_035915774.1|ASTE
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC118513729|XP_035915776.1|ASTE
OG0006987	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL	LOC118510997|XP_035909404.1|ASTE
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC118510995|XP_035909402.1|ASTE
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC118511025|XP_035909496.1|ASTE
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC118511022|XP_035909486.1|ASTE
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC118511016|XP_035909437.1|ASTE
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC118512468|XP_035912836.1|ASTE
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC118512567|XP_035913053.1|ASTE
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC118510142|XP_035907522.1|ASTE
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC118511692|XP_035910986.1|ASTE
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC118513776|XP_035915847.1|ASTE
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC118510001|XP_035907278.1|ASTE
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC118513744|XP_035915794.1|ASTE
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC118513760|XP_035915827.1|ASTE
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC118514143|XP_035916644.1|ASTE
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC118513360|XP_035914885.1|ASTE
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC118511688|XP_035910971.1|ASTE
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC118512575|XP_035913087.1|ASTE
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC118512581|XP_035913102.1|ASTE
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC118510645|XP_035908637.1|ASTE
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC118514599|XP_035917489.1|ASTE
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC118510011|XP_035907290.1|ASTE
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC118510592|XP_035908487.1|ASTE
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC118514660|XP_035917591.1|ASTE
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC118514664|XP_035917599.1|ASTE
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC118514670|XP_035917605.1|ASTE
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC118511778|XP_035911177.1|ASTE
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC118511780|XP_035911179.1|ASTE
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC118511786|XP_035911196.1|ASTE
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC118509319|XP_035905664.1|ASTE
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC118514631|XP_035917526.1|ASTE
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC118514632|XP_035917529.1|ASTE
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC118511798|XP_035911221.1|ASTE
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC118512431|XP_035912782.1|ASTE
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC118514562|XP_035917451.1|ASTE
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC118514540|XP_035917416.1|ASTE
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC118514575|XP_035917469.1|ASTE
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC118514536|XP_035917412.1|ASTE
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC118513286|XP_035914747.1|ASTE
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC118513277|XP_035914736.1|ASTE
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC118509224|XP_035905418.1|ASTE
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC118509225|XP_035905419.1|ASTE
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC118512609|XP_035913175.1|ASTE
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC118512595|XP_035913141.1|ASTE
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC118512601|XP_035913150.1|ASTE
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC118512604|XP_035913166.1|ASTE
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC118513689|XP_035915701.1|ASTE
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC118513688|XP_035915700.1|ASTE
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC118513693|XP_035915710.1|ASTE
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC118513694|XP_035915711.1|ASTE
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC118512535|XP_035912983.1|ASTE
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC118511554|XP_035910676.1|ASTE
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC118509827|XP_035906890.1|ASTE
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC118510863|XP_035909102.1|ASTE
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC118510860|XP_035909086.1|ASTE
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC118505163|XP_035896453.1|ASTE
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC118513503|XP_035915243.1|ASTE
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC118509262|XP_035905504.1|ASTE
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC118514600|XP_035917490.1|ASTE
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC118513351|XP_035914876.1|ASTE
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC118513319|XP_035914818.1|ASTE
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC118509181|XP_035905340.1|ASTE
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC118513627|XP_035915583.1|ASTE
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC118513631|XP_035915588.1|ASTE
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC118510583|XP_035908468.1|ASTE
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC118510874|XP_035909129.1|ASTE
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC118512542|XP_035913007.1|ASTE
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC118513779|XP_035915850.1|ASTE
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC118513799|XP_035915889.1|ASTE
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC118513826|XP_035915955.1|ASTE
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC118513818|XP_035915944.1|ASTE
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC118510868|XP_035909109.1|ASTE
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC118513005|XP_035914159.1|ASTE
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC118512941|XP_035914038.1|ASTE
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC118513470|XP_035915154.1|ASTE
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC118511237|XP_035909968.1|ASTE
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC118513660|XP_035915647.1|ASTE
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC118513657|XP_035915636.1|ASTE
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC118514251|XP_035916858.1|ASTE
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC118509881|XP_035907013.1|ASTE
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC118509891|XP_035907030.1|ASTE
