Orthogroup	HILL.longest_only	DMIR.longest_only
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC108155614|XP_017142032.1|DMIR
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC108165044|XP_017156571.1|DMIR
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC108162085|XP_017152128.1|DMIR
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC108161996|XP_017151954.1|DMIR
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC108162556|XP_017152838.1|DMIR
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC108158530|XP_017146421.1|DMIR
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC108161331|XP_017151058.1|DMIR
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC108153434|XP_017138928.1|DMIR
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC108161682|XP_017151480.1|DMIR
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC108161721|XP_017151530.1|DMIR
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC108153283|XP_017138644.1|DMIR
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC108152046|XP_017136538.1|DMIR
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC108156734|XP_017143882.1|DMIR
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC108158353|XP_017146083.1|DMIR
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC108160367|XP_017149828.1|DMIR
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC108163180|XP_033249863.1|DMIR
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC108163161|XP_017153770.1|DMIR
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC108164279|XP_017155414.1|DMIR
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC108155261|XP_017141448.1|DMIR
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC108162806|XP_017153205.1|DMIR
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC108156762|XP_017143914.1|DMIR
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC108156020|XP_033245482.1|DMIR
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC108162226|XP_017152336.1|DMIR
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC108163243|XP_017153895.1|DMIR
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC108163520|XP_017154355.1|DMIR
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC108164089|XP_017155168.1|DMIR
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC108164033|XP_017155098.1|DMIR
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC108154862|XP_017140781.1|DMIR
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC108156289|XP_017143160.1|DMIR
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC108159160|XP_017147655.1|DMIR
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC108160121|XP_017149403.1|DMIR
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC108152634|XP_017137602.1|DMIR
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC108154872|XP_017140803.1|DMIR
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC108164696|XP_017156057.1|DMIR
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC108163092|XP_017153667.1|DMIR
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC108162939|XP_017153414.1|DMIR
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC108162946|XP_017153426.1|DMIR
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC108162273|XP_017152420.2|DMIR
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC108163499|XP_017154313.1|DMIR
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC108158668|XP_017146666.1|DMIR
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC108151583|XP_017135751.1|DMIR
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC108152497|XP_017137361.1|DMIR
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC108163213|XP_033248438.1|DMIR
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC108162604|XP_017152912.2|DMIR
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC108162207|XP_017152307.1|DMIR
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC117187856|XP_033246632.1|DMIR, LOC108158159|XP_017145871.2|DMIR
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC108159645|XP_017148601.1|DMIR
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC108156279|XP_017143141.1|DMIR
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC108163397|XP_017154148.1|DMIR
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC108159680|XP_017148662.1|DMIR
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC108162423|XP_017152639.1|DMIR
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC108160314|XP_017149724.1|DMIR
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC108161652|XP_017151443.1|DMIR
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC108161984|XP_017151939.1|DMIR
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC108161989|XP_017151944.1|DMIR
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC108163983|XP_017155033.1|DMIR
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC108163320|XP_017154035.1|DMIR
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC108162463|XP_017152697.1|DMIR
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC108161467|XP_017151223.1|DMIR
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC108153335|XP_017138751.1|DMIR
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC108163146|XP_017153749.1|DMIR
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC108161893|XP_017151777.1|DMIR
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC108152644|XP_017137624.1|DMIR
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC108162430|XP_033249719.1|DMIR
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC108162770|XP_017153155.1|DMIR
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC108163348|XP_017154077.1|DMIR
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC108161311|XP_033248807.1|DMIR
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC108155085|XP_017141193.1|DMIR
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC108163003|XP_017153515.1|DMIR
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC108163004|XP_017153516.1|DMIR
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC108163221|XP_017153864.1|DMIR
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC108160165|XP_017149475.1|DMIR
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC108161798|XP_017151637.2|DMIR
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC108164188|XP_033249338.1|DMIR
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC108154182|XP_017139846.1|DMIR
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC108163274|XP_017153963.1|DMIR
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC108164029|XP_017155093.1|DMIR
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC108161840|XP_017151692.1|DMIR
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC108162967|XP_017153455.1|DMIR
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC108162741|XP_017153109.1|DMIR
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC117188620|XP_033248527.1|DMIR
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC108163581|XP_017154441.1|DMIR
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC108163457|XP_017154235.1|DMIR
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC108164042|XP_017155109.1|DMIR
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC108163108|XP_017153691.1|DMIR
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC108161995|XP_017151953.1|DMIR
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC108162014|XP_017151993.1|DMIR
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC108161814|XP_017151663.1|DMIR
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC108155954|XP_017142607.1|DMIR
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC108163750|XP_017154707.1|DMIR
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC108161570|XP_033248612.1|DMIR
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC108162711|XP_017153060.1|DMIR
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC108161772|XP_017151600.1|DMIR, LOC117188614|XP_033248510.1|DMIR
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC108164298|XP_017155433.2|DMIR
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC108156013|XP_017142720.1|DMIR
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC108163940|XP_017154969.1|DMIR
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC108164949|XP_017156430.1|DMIR
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC108160489|XP_017150015.1|DMIR
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC108156911|XP_033244792.1|DMIR
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC108152382|XP_017137165.1|DMIR
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC108153435|XP_017138929.1|DMIR
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC108151407|XP_017135484.1|DMIR
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC108151628|XP_017135816.1|DMIR
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC108153341|XP_033242793.1|DMIR
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC108152985|XP_017138201.1|DMIR
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC108151581|XP_017135746.1|DMIR
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC108150990|XP_017134830.1|DMIR
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC108150999|XP_033243708.1|DMIR
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC108153182|XP_017138482.1|DMIR
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC108151251|XP_017135255.1|DMIR
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC108152017|XP_017136482.1|DMIR
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC108152130|XP_017136707.1|DMIR
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC108151729|XP_017136007.1|DMIR
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC108152373|XP_017137152.1|DMIR
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC108152583|XP_017137521.1|DMIR
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC108164630|XP_017155964.1|DMIR
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC108165259|XP_033243983.1|DMIR
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC108152412|XP_017137214.1|DMIR
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC108156175|XP_017142993.1|DMIR
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC108156825|XP_017144012.1|DMIR
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC108156057|XP_033244342.1|DMIR
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC108155067|XP_017141143.1|DMIR
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC108156784|XP_017143947.1|DMIR
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC108162384|XP_017152591.1|DMIR
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC108159460|XP_017148254.1|DMIR
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC108150988|XP_017134826.1|DMIR
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC117186403|XP_033243048.1|DMIR
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC108163069|XP_017153635.1|DMIR
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC108159731|XP_017148754.1|DMIR
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC108160651|XP_017150274.1|DMIR
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC108155668|XP_017142121.1|DMIR
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC108155872|XP_017142480.1|DMIR
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC108150966|XP_017134790.1|DMIR
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC108153026|XP_017138270.1|DMIR
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC108155495|XP_017141812.1|DMIR
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC108151141|XP_017135055.1|DMIR
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC108151091|XP_017134965.1|DMIR
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC108154642|XP_017140460.1|DMIR
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC108154896|XP_017140834.1|DMIR
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC108153016|XP_033246409.1|DMIR
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC108152567|XP_017137492.1|DMIR
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC108162006|XP_017151984.1|DMIR
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC108164643|XP_017155982.1|DMIR
OG0007169	LOC119655723|XP_037917684.1|HILL	LOC108155239|XP_017141421.1|DMIR
OG0007170	LOC119654227|XP_037915373.1|HILL	LOC108155959|XP_017142612.1|DMIR
OG0007171	LOC119653827|XP_037914798.1|HILL	LOC108159057|XP_017147489.1|DMIR
OG0007172	LOC119654205|XP_037915335.1|HILL	LOC108153237|XP_017138563.1|DMIR
OG0007173	LOC119654203|XP_037915334.1|HILL	LOC108152224|XP_017136896.1|DMIR
OG0007174	LOC119659781|XP_037923975.1|HILL	LOC108156202|XP_017143024.2|DMIR
OG0007175	LOC119651285|XP_037910727.1|HILL	LOC108153125|XP_017138403.1|DMIR
OG0007176	LOC119649822|XP_037908085.1|HILL	LOC108154683|XP_017140513.1|DMIR
OG0007177	LOC119659986|XP_037924286.1|HILL	LOC108155264|XP_017141456.1|DMIR
OG0007178	LOC119660133|XP_037924460.1|HILL	LOC108155013|XP_017141053.1|DMIR
OG0007179	LOC119659048|XP_037922884.1|HILL	LOC108155742|XP_017142249.1|DMIR
OG0007180	LOC119660437|XP_037924915.1|HILL	LOC108155265|XP_017141457.1|DMIR
OG0007181	LOC119655138|XP_037916801.1|HILL	LOC108160470|XP_017149981.1|DMIR
OG0007182	LOC119660389|XP_037924840.1|HILL	LOC108157111|XP_017144474.1|DMIR
OG0007183	LOC119658719|XP_037922274.1|HILL	LOC108157080|XP_033244924.1|DMIR
OG0007184	LOC119660428|XP_037924907.1|HILL	LOC108157110|XP_033246078.1|DMIR
OG0007185	LOC119658994|XP_037922804.1|HILL	LOC108163507|XP_017154326.1|DMIR
OG0007186	LOC119659248|XP_037923155.1|HILL	LOC108156461|XP_017143412.1|DMIR
OG0007187	LOC119659401|XP_037923397.1|HILL	LOC108155630|XP_017142049.1|DMIR
OG0007188	LOC119659402|XP_037923400.1|HILL	LOC108155965|XP_017142631.1|DMIR
OG0007189	LOC119659406|XP_037923405.1|HILL	LOC108155459|XP_017141767.1|DMIR
OG0007190	LOC119660318|XP_037924721.1|HILL	LOC108155232|XP_017141409.1|DMIR
OG0007191	LOC119648993|XP_037906851.1|HILL	LOC108151386|XP_017135450.2|DMIR
OG0007192	LOC119653724|XP_037914557.1|HILL	LOC108151990|XP_017136444.1|DMIR
OG0007193	LOC119655133|XP_037916796.1|HILL	LOC108151989|XP_017136443.1|DMIR
OG0007194	LOC119654833|XP_037916333.1|HILL	LOC108151092|XP_017134971.1|DMIR
OG0007195	LOC119659610|XP_037923709.1|HILL	LOC108154108|XP_017139720.1|DMIR
OG0007196	LOC119659158|XP_037923036.1|HILL	LOC108154756|XP_033245967.1|DMIR
OG0007197	LOC119647908|XP_037905146.1|HILL	LOC108152780|XP_017137851.1|DMIR
OG0007198	LOC119660453|XP_037924940.1|HILL	LOC108156213|XP_017143040.1|DMIR
OG0007199	LOC119659061|XP_037922897.1|HILL	LOC108155834|XP_017142434.1|DMIR
OG0007200	LOC119658588|XP_037921973.1|HILL	LOC108155570|XP_017141959.1|DMIR
OG0007201	LOC119648847|XP_037906649.1|HILL	LOC108152550|XP_017137452.1|DMIR
OG0007202	LOC119648861|XP_037906674.1|HILL	LOC108151148|XP_017135063.1|DMIR
OG0007203	LOC119648212|XP_037905747.1|HILL	LOC108151145|XP_017135060.1|DMIR
OG0007204	LOC119648837|XP_037906640.1|HILL	LOC117186310|XP_033242805.1|DMIR
OG0007205	LOC119649517|XP_037907627.1|HILL	LOC108151150|XP_017135064.1|DMIR
OG0007206	LOC119658918|XP_037922667.1|HILL	LOC108155665|XP_017142117.1|DMIR
OG0007207	LOC119660159|XP_037924491.1|HILL	LOC108154694|XP_017140532.1|DMIR
OG0007208	LOC119659484|XP_037923524.1|HILL	LOC108155461|XP_017141769.1|DMIR
OG0007209	LOC119659483|XP_037923523.1|HILL	LOC108155463|XP_017141771.1|DMIR
OG0007210	LOC119650812|XP_037909878.1|HILL	LOC108156212|XP_017143039.1|DMIR
OG0007211	LOC119659751|XP_037923941.1|HILL	LOC108155842|XP_017142441.1|DMIR
OG0007212	LOC119659996|XP_037924299.1|HILL	LOC108156417|XP_017143353.1|DMIR
OG0007213	LOC119660893|XP_037925753.1|HILL	LOC108159194|XP_017147739.1|DMIR, LOC117191304|XP_033252101.1|DMIR
OG0007214	LOC119647883|XP_037905098.1|HILL	LOC108152786|XP_017137858.1|DMIR
OG0007215	LOC119659692|XP_037923874.1|HILL	LOC108155413|XP_017141700.1|DMIR
OG0007216	LOC119659934|XP_037924202.1|HILL	LOC108157659|XP_017145305.1|DMIR
OG0007217	LOC119659763|XP_037923952.1|HILL	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR
OG0007218	LOC119651592|XP_037911166.1|HILL	LOC108156643|XP_017143734.1|DMIR
OG0007219	LOC119658985|XP_037922795.1|HILL	LOC108156737|XP_017143885.1|DMIR
OG0007220	LOC119657337|XP_037920138.1|HILL	LOC108157467|XP_017145033.1|DMIR
OG0007221	LOC119659949|XP_037924224.1|HILL	LOC108155060|XP_033245635.1|DMIR
OG0007222	LOC119659507|XP_037923562.1|HILL	LOC108156492|XP_017143471.2|DMIR
OG0007223	LOC119660182|XP_037924519.1|HILL	LOC108154640|XP_017140457.1|DMIR
OG0007224	LOC119658876|XP_037922576.1|HILL	LOC108156994|XP_017144276.2|DMIR
OG0007225	LOC119659642|XP_037923772.1|HILL	LOC108154816|XP_017140706.1|DMIR
OG0007226	LOC119659416|XP_037923420.1|HILL	LOC108155908|XP_017142541.1|DMIR
OG0007227	LOC119647854|XP_037905050.1|HILL	LOC108153232|XP_017138556.1|DMIR
OG0007228	LOC119649649|XP_037907831.1|HILL	LOC108152538|XP_033242695.1|DMIR
OG0007229	LOC119651563|XP_037911125.1|HILL	LOC108156086|XP_017142864.1|DMIR
OG0007230	LOC119659932|XP_037924200.1|HILL	LOC108155798|XP_017142367.1|DMIR
OG0007231	LOC119659030|XP_037922853.1|HILL	LOC108156819|XP_017144003.1|DMIR
OG0007232	LOC119648028|XP_037905374.1|HILL	LOC108151815|XP_033243576.1|DMIR
OG0007233	LOC119650141|XP_037908601.1|HILL	LOC108152921|XP_017138090.1|DMIR
OG0007234	LOC119650138|XP_037908598.1|HILL	LOC108153637|XP_017139230.1|DMIR
OG0007235	LOC119650366|XP_037908989.1|HILL	LOC108153309|XP_017138709.1|DMIR
OG0007236	LOC119658790|XP_037922432.1|HILL	LOC108155662|XP_017142112.1|DMIR
OG0007237	LOC119659339|XP_037923309.1|HILL	LOC108155867|XP_017142474.1|DMIR
OG0007238	LOC119660888|XP_037925742.1|HILL	LOC108164442|XP_017155634.1|DMIR
OG0007239	LOC119659399|XP_037923392.1|HILL	LOC108154128|XP_017139750.1|DMIR
OG0007240	LOC119659733|XP_037923919.1|HILL	LOC108155562|XP_017141944.1|DMIR
OG0007241	LOC119654756|XP_037916224.1|HILL	LOC108157528|XP_017145124.1|DMIR
OG0007242	LOC119655591|XP_037917462.1|HILL	LOC108157512|XP_017145106.1|DMIR
OG0007243	LOC119656105|XP_037918348.1|HILL	LOC108159438|XP_017148209.1|DMIR
OG0007244	LOC119659648|XP_037923784.1|HILL	LOC108154430|XP_017140187.1|DMIR
OG0007245	LOC119655168|XP_037916844.1|HILL	LOC108155703|XP_033244186.1|DMIR
OG0007246	LOC119660258|XP_037924644.1|HILL	LOC108154245|XP_017139969.2|DMIR
OG0007247	LOC119656113|XP_037918358.1|HILL	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR
OG0007248	LOC119654547|XP_037915920.1|HILL	LOC108164790|XP_017156206.1|DMIR
OG0007249	LOC119654322|XP_037915577.1|HILL	LOC108158260|XP_033244825.1|DMIR
OG0007250	LOC119655728|XP_037917694.1|HILL	LOC108161810|XP_017151662.1|DMIR
OG0007252	LOC119660562|XP_037925130.1|HILL	LOC108157361|XP_017144873.1|DMIR
OG0007253	LOC119648700|XP_037906436.1|HILL	LOC108151250|XP_017135254.1|DMIR
OG0007254	LOC119659527|XP_037923591.1|HILL	LOC108157600|XP_033245142.1|DMIR
OG0007255	LOC119654777|XP_037916247.1|HILL	LOC108161263|XP_017150975.1|DMIR
OG0007256	LOC119660435|XP_037924913.1|HILL	LOC108155266|XP_017141458.1|DMIR
OG0007257	LOC119659867|XP_037924109.1|HILL	LOC108154265|XP_017139990.1|DMIR
OG0007258	LOC119659620|XP_037923725.1|HILL	LOC108154272|XP_033245286.1|DMIR
OG0007259	LOC119653656|XP_037914405.1|HILL	LOC108152761|XP_017137814.1|DMIR
OG0007260	LOC119655508|XP_037917341.1|HILL	LOC108151125|XP_017135034.1|DMIR
OG0007261	LOC119655087|XP_037916714.1|HILL	LOC108160269|XP_017149632.2|DMIR, LOC117187706|XP_033246309.1|DMIR
OG0007262	LOC119653831|XP_037914801.1|HILL	LOC108164562|XP_033254942.1|DMIR
OG0007263	LOC119660881|XP_037925724.1|HILL	LOC108153262|XP_017138613.1|DMIR
OG0007264	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL	LOC108152622|XP_017137581.1|DMIR
OG0007265	LOC119654297|XP_037915531.1|HILL	LOC108152748|XP_017137795.1|DMIR
OG0007266	LOC119659929|XP_037924193.1|HILL	LOC108154858|XP_017140769.1|DMIR
OG0007267	LOC119659046|XP_037922881.1|HILL	LOC108155616|XP_017142034.1|DMIR
OG0007268	LOC119659666|XP_037923815.1|HILL	LOC117189977|XP_033250951.1|DMIR, LOC108159668|XP_017148637.1|DMIR
OG0007269	LOC119655699|XP_037917641.1|HILL	LOC108153766|XP_017139394.1|DMIR
OG0007270	LOC119658569|XP_037921945.1|HILL	LOC108155493|XP_033246005.1|DMIR
OG0007271	LOC119659898|XP_037924150.1|HILL	LOC108155282|XP_017141487.1|DMIR
OG0007272	LOC119659345|XP_037923317.1|HILL	LOC108152117|XP_017136683.1|DMIR
OG0007273	LOC119659343|XP_037923315.1|HILL	LOC108157003|XP_017144288.1|DMIR
OG0007274	LOC119658667|XP_037922148.1|HILL	LOC108157219|XP_017144666.1|DMIR
OG0007275	LOC119647463|XP_037904323.1|HILL	LOC108152304|XP_017137018.1|DMIR
OG0007276	LOC119650178|XP_037908660.1|HILL	LOC108152302|XP_017137017.1|DMIR
OG0007277	LOC119649842|XP_037908114.1|HILL	LOC108153397|XP_017138872.1|DMIR
OG0007279	LOC119647889|XP_037905117.1|HILL	LOC108152165|XP_017136773.1|DMIR
OG0007280	LOC119648927|XP_037906761.1|HILL	LOC108152936|XP_017138118.1|DMIR
OG0007281	LOC119658758|XP_037922379.1|HILL	LOC108156294|XP_017143166.1|DMIR
OG0007282	LOC119658755|XP_037922376.1|HILL	LOC108156293|XP_017143165.1|DMIR
OG0007283	LOC119659830|XP_037924051.1|HILL	LOC108155062|XP_017141137.1|DMIR
OG0007284	LOC119654568|XP_037915946.1|HILL	LOC108154991|XP_017141024.1|DMIR
OG0007285	LOC119655034|XP_037916639.1|HILL	LOC108158250|XP_017145979.1|DMIR
OG0007286	LOC119653857|XP_037914836.1|HILL	LOC108158234|XP_017145959.1|DMIR
OG0007287	LOC119661404|XP_037926661.1|HILL	LOC108162771|XP_017153156.1|DMIR
OG0007288	LOC119653855|XP_037914830.1|HILL	LOC108156230|XP_017143062.1|DMIR
OG0007289	LOC119653902|XP_037914966.1|HILL	LOC108164771|XP_017156173.1|DMIR
OG0007290	LOC119658803|XP_037922453.1|HILL	LOC108155455|XP_017141759.1|DMIR
OG0007291	LOC119646803|XP_037903323.1|HILL	LOC108163888|XP_017154896.1|DMIR
OG0007292	LOC119655048|XP_037916663.1|HILL	LOC117186324|XP_033242846.1|DMIR
OG0007293	LOC119659282|XP_037923218.1|HILL	LOC108157356|XP_017144867.1|DMIR
OG0007294	LOC119660179|XP_037924515.1|HILL	LOC108156689|XP_017143821.1|DMIR
OG0007295	LOC119659585|XP_037923672.1|HILL	LOC108154371|XP_017140125.1|DMIR
OG0007296	LOC119659172|XP_037923054.1|HILL	LOC108156682|XP_017143807.1|DMIR
OG0007297	LOC119660101|XP_037924407.1|HILL	LOC108157839|XP_017145531.1|DMIR
OG0007298	LOC119660323|XP_037924729.1|HILL	LOC108156121|XP_017142916.1|DMIR
OG0007299	LOC119660509|XP_037925034.1|HILL	LOC108154126|XP_017139746.2|DMIR
OG0007300	LOC119659454|XP_037923467.1|HILL	LOC108154269|XP_017139994.1|DMIR
OG0007301	LOC119659965|XP_037924250.1|HILL	LOC108154740|XP_017140597.1|DMIR
OG0007302	LOC119658848|XP_037922525.1|HILL	LOC108156158|XP_017142971.1|DMIR
OG0007304	LOC119646286|XP_037902625.1|HILL	LOC108161676|XP_017151472.1|DMIR
OG0007305	LOC119648328|XP_037905948.1|HILL	LOC108152930|XP_017138106.1|DMIR
OG0007306	LOC119648771|XP_037906532.1|HILL	LOC108152928|XP_017138103.1|DMIR
OG0007307	LOC119659227|XP_037923129.1|HILL	LOC108156844|XP_017144050.1|DMIR
OG0007308	LOC119660309|XP_037924712.1|HILL	LOC108153973|XP_017139559.1|DMIR
OG0007309	LOC119660294|XP_037924693.1|HILL	LOC108157474|XP_017145042.1|DMIR
OG0007310	LOC119658709|XP_037922246.1|HILL	LOC108154839|XP_033245489.1|DMIR
OG0007311	LOC119658660|XP_037922141.1|HILL	LOC108154835|XP_017140739.1|DMIR
OG0007312	LOC119656156|XP_037918420.1|HILL	LOC108159145|XP_017147630.1|DMIR, LOC117189451|XP_033250467.1|DMIR
OG0007313	LOC119653751|XP_037914609.1|HILL	LOC108156589|XP_017143621.1|DMIR
OG0007314	LOC119646869|XP_037903422.1|HILL	LOC108151702|XP_017135945.1|DMIR
OG0007315	LOC119653699|XP_037914505.1|HILL	LOC108164705|XP_033247276.1|DMIR
OG0007316	LOC119658868|XP_037922554.1|HILL	LOC108155184|XP_017141344.1|DMIR
OG0007317	LOC119660314|XP_037924717.1|HILL	LOC108155141|XP_017141283.1|DMIR
OG0007318	LOC119660492|XP_037925007.1|HILL	LOC108155135|XP_017141275.1|DMIR
OG0007319	LOC119649920|XP_037908252.1|HILL	LOC108152549|XP_017137450.1|DMIR
OG0007320	LOC119656298|XP_037918665.1|HILL	LOC108163726|XP_017154669.1|DMIR
