Orthogroup	HILL.longest_only	CPIP.longest_only
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC120418850|XP_039437307.1|CPIP
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC119652976|XP_037913314.1|HILL	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC119646126|XP_037902404.1|HILL	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC119653920|XP_037915007.1|HILL	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC119650626|XP_037909447.1|HILL	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC119650607|XP_037909401.1|HILL	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC119654808|XP_037916295.1|HILL	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC119653089|XP_037913517.1|HILL	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC119653771|XP_037914698.1|HILL	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC120421104|XP_039440187.1|CPIP
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC120415458|XP_039432935.1|CPIP
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC120412803|XP_039429333.1|CPIP
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC120413575|XP_039430397.1|CPIP
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC120416606|XP_039434334.1|CPIP
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC120416605|XP_039434333.1|CPIP
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC120429037|XP_039450108.1|CPIP
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC120419793|XP_039438563.1|CPIP
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC120419985|XP_039438801.1|CPIP
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC120415999|XP_039433588.1|CPIP
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC120416021|XP_039433611.1|CPIP
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC120416783|XP_039434585.1|CPIP
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC120423472|XP_039443233.1|CPIP
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC120423474|XP_039443238.1|CPIP
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC120418609|XP_039436984.1|CPIP
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC120419835|XP_039438603.1|CPIP
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC120419821|XP_039438593.1|CPIP
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC120422760|XP_039442239.1|CPIP
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC120412812|XP_039429348.1|CPIP
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC120412791|XP_039429314.1|CPIP
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC120412787|XP_039429311.1|CPIP
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC120422042|XP_039441301.1|CPIP
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC120415716|XP_039433245.1|CPIP
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC120415703|XP_039433230.1|CPIP
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC120427815|XP_039448673.1|CPIP
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC120422037|XP_039441296.1|CPIP
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC120432458|XP_039453609.1|CPIP
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC120415585|XP_039433107.1|CPIP
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC120415548|XP_039433052.1|CPIP
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC120415566|XP_039433075.1|CPIP
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC120415567|XP_039433078.1|CPIP
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC120415565|XP_039433074.1|CPIP
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC120415539|XP_039433039.1|CPIP
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC120415544|XP_039433049.1|CPIP
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC120425291|XP_039445676.1|CPIP
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC120422382|XP_039441725.1|CPIP
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC120422380|XP_039441722.1|CPIP
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC120422427|XP_039441777.1|CPIP
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC120423995|XP_039443938.1|CPIP
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC120424983|XP_039445285.1|CPIP
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC120423978|XP_039443903.1|CPIP
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC120413874|XP_039430780.1|CPIP
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC120422410|XP_039441761.1|CPIP
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC120419470|XP_039438090.1|CPIP
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC120419474|XP_039438094.1|CPIP
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC120418711|XP_039437113.1|CPIP
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC120432430|XP_039453582.1|CPIP
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC120431920|XP_039452987.1|CPIP
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC120428876|XP_039449936.1|CPIP
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC120421137|XP_039440252.1|CPIP
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC120425304|XP_039445709.1|CPIP
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC120425298|XP_039445696.1|CPIP
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC120419650|XP_039438341.1|CPIP
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC120419667|XP_039438365.1|CPIP
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC120419664|XP_039438361.1|CPIP
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC120426890|XP_039447628.1|CPIP
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC120431557|XP_039452599.1|CPIP
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC120418716|XP_039437124.1|CPIP
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC120418701|XP_039437100.1|CPIP
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC120423111|XP_039442723.1|CPIP
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC120423106|XP_039442719.1|CPIP
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC120423117|XP_039442729.1|CPIP
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC120421296|XP_039440421.1|CPIP
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC120414564|XP_039431718.1|CPIP
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC120414573|XP_039431744.1|CPIP
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC120414570|XP_039431740.1|CPIP
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC120419463|XP_039438081.1|CPIP
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC120429788|XP_039450782.1|CPIP
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC120432419|XP_039453553.1|CPIP
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC120432435|XP_039453587.1|CPIP
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC120432441|XP_039453593.1|CPIP
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC120432456|XP_039453607.1|CPIP
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC120432424|XP_039453561.1|CPIP
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC120423398|XP_039443125.1|CPIP
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC120423406|XP_039443141.1|CPIP
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC120423400|XP_039443133.1|CPIP
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC120423403|XP_039443135.1|CPIP
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC120423395|XP_039443120.1|CPIP
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC120412668|XP_039429164.1|CPIP
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC120417289|XP_039435174.1|CPIP
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC120426284|XP_039446967.1|CPIP
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC120426283|XP_039446962.1|CPIP
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC120432461|XP_039453617.1|CPIP
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC120420532|XP_039439539.1|CPIP
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC120420523|XP_039439526.1|CPIP
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC120423972|XP_039443898.1|CPIP
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC120423985|XP_039443916.1|CPIP
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC120423988|XP_039443919.1|CPIP
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC120423973|XP_039443899.1|CPIP
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC120423974|XP_039443900.1|CPIP
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC120418720|XP_039437127.1|CPIP
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC120418702|XP_039437101.1|CPIP
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC120412679|XP_039429188.1|CPIP
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC120412671|XP_039429166.1|CPIP
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC120417313|XP_039435210.1|CPIP
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC120417287|XP_039435171.1|CPIP
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC120419045|XP_039437545.1|CPIP
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC120419037|XP_039437535.1|CPIP
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC120419078|XP_039437597.1|CPIP
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC120419059|XP_039437566.1|CPIP
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC120419034|XP_039437528.1|CPIP
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC120419065|XP_039437578.1|CPIP
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC120419073|XP_039437591.1|CPIP
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC120419063|XP_039437577.1|CPIP
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC120419061|XP_039437568.1|CPIP
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC120419048|XP_039437547.1|CPIP
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC120429069|XP_039450148.1|CPIP
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC120429070|XP_039450149.1|CPIP
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC120429077|XP_039450166.1|CPIP
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC120429843|XP_039450851.1|CPIP
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC120429845|XP_039450854.1|CPIP
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC120429842|XP_039450845.1|CPIP
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC120426576|XP_039447295.1|CPIP
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC120426580|XP_039447298.1|CPIP
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC120426562|XP_039447268.1|CPIP
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC120426571|XP_039447286.1|CPIP
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC120423206|XP_039442845.1|CPIP
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC120423215|XP_039442855.1|CPIP
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC120423213|XP_039442853.1|CPIP
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC120423229|XP_039442871.1|CPIP
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC120423228|XP_039442870.1|CPIP
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC120423192|XP_039442825.1|CPIP
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC120423195|XP_039442829.1|CPIP
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC120423207|XP_039442846.1|CPIP
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC120431829|XP_039452887.1|CPIP
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC120414335|XP_039431410.1|CPIP
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC120414366|XP_039431467.1|CPIP
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC120414348|XP_039431437.1|CPIP
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC120414350|XP_039431441.1|CPIP
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC120414351|XP_039431442.1|CPIP
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC120415253|XP_039432653.1|CPIP
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC120416162|XP_039433777.1|CPIP
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC120416161|XP_039433775.1|CPIP
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC120416174|XP_039433792.1|CPIP
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC120416176|XP_039433795.1|CPIP
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC120416153|XP_039433765.1|CPIP
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC120416167|XP_039433781.1|CPIP
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC120423947|XP_039443866.1|CPIP
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC120421435|XP_039440577.1|CPIP
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC120428001|XP_039448903.1|CPIP
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC120427009|XP_039447763.1|CPIP
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC120427011|XP_039447765.1|CPIP
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC120427003|XP_039447754.1|CPIP
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC120427017|XP_039447774.1|CPIP
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC120427018|XP_039447775.1|CPIP
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC120432356|XP_039453479.1|CPIP
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC120423875|XP_039443761.1|CPIP
