Orthogroup	HILL.longest_only	DANA.longest_only
OG0007272	LOC119659345|XP_037923317.1|HILL	LOC6493317|XP_001957512.1|DANA
OG0007273	LOC119659343|XP_037923315.1|HILL	LOC6501035|XP_001954427.1|DANA
OG0007274	LOC119658667|XP_037922148.1|HILL	LOC6499930|XP_001953611.2|DANA
OG0007275	LOC119647463|XP_037904323.1|HILL	LOC6506857|XP_014764924.1|DANA
OG0007276	LOC119650178|XP_037908660.1|HILL	LOC6506856|XP_001957111.1|DANA
OG0007277	LOC119649842|XP_037908114.1|HILL	LOC6493569|XP_001958016.1|DANA
OG0007278	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL	LOC6507001|XP_001956851.1|DANA
OG0007279	LOC119647889|XP_037905117.1|HILL	LOC6507314|XP_032309775.1|DANA
OG0007280	LOC119648927|XP_037906761.1|HILL	LOC6493061|XP_001956970.3|DANA
OG0007281	LOC119658758|XP_037922379.1|HILL	LOC26513736|XP_014767204.1|DANA
OG0007282	LOC119658755|XP_037922376.1|HILL	LOC6500478|XP_001953303.1|DANA
OG0007283	LOC119659830|XP_037924051.1|HILL	LOC6501280|XP_001954909.1|DANA
OG0007284	LOC119654568|XP_037915946.1|HILL	LOC6499707|XP_001954092.1|DANA
OG0007285	LOC119655034|XP_037916639.1|HILL	LOC6502910|XP_001963608.3|DANA
OG0007286	LOC119653857|XP_037914836.1|HILL	LOC6503187|XP_001963607.1|DANA
OG0007287	LOC119661404|XP_037926661.1|HILL	LOC6506143|XP_001958464.1|DANA
OG0007288	LOC119653855|XP_037914830.1|HILL	LOC6502113|XP_014759939.1|DANA
OG0007289	LOC119653902|XP_037914966.1|HILL	LOC6503012|XP_001963415.1|DANA
OG0007290	LOC119658803|XP_037922453.1|HILL	LOC6505716|XP_001964399.3|DANA
OG0007291	LOC119646803|XP_037903323.1|HILL	LOC6504021|XP_001964021.1|DANA
OG0007292	LOC119655048|XP_037916663.1|HILL	LOC6502715|XP_001963636.1|DANA
OG0007293	LOC119659282|XP_037923218.1|HILL	LOC6501718|XP_001955841.1|DANA
OG0007294	LOC119660179|XP_037924515.1|HILL	LOC26515236|XP_032308811.1|DANA
OG0007295	LOC119659585|XP_037923672.1|HILL	LOC6501308|XP_001954965.1|DANA
OG0007296	LOC119659172|XP_037923054.1|HILL	LOC6499067|XP_032310843.1|DANA
OG0007297	LOC119660101|XP_037924407.1|HILL	LOC6500604|XP_001953546.1|DANA
OG0007298	LOC119660323|XP_037924729.1|HILL	LOC6500492|XP_001953339.3|DANA
OG0007299	LOC119660509|XP_037925034.1|HILL	LOC6500060|XP_001953300.1|DANA
OG0007300	LOC119659454|XP_037923467.1|HILL	LOC6499324|XP_001954866.1|DANA
OG0007301	LOC119659965|XP_037924250.1|HILL	LOC6501426|XP_014767037.1|DANA
OG0007302	LOC119658848|XP_037922525.1|HILL	LOC6500499|XP_032305796.1|DANA
OG0007304	LOC119646286|XP_037902625.1|HILL	LOC6497701|XP_001961535.1|DANA
OG0007305	LOC119648328|XP_037905948.1|HILL	LOC6507212|XP_001956458.1|DANA
OG0007306	LOC119648771|XP_037906532.1|HILL	LOC6493697|XP_001958257.1|DANA
OG0007307	LOC119659227|XP_037923129.1|HILL	LOC6498952|XP_001955616.2|DANA
OG0007308	LOC119660309|XP_037924712.1|HILL	LOC6501479|XP_001955332.1|DANA
OG0007309	LOC119660294|XP_037924693.1|HILL	LOC6503427|XP_001967460.1|DANA
OG0007310	LOC119658709|XP_037922246.1|HILL	LOC6503429|XP_014759146.1|DANA
OG0007311	LOC119658660|XP_037922141.1|HILL	LOC6503431|XP_032312304.1|DANA
OG0007312	LOC119656156|XP_037918420.1|HILL	LOC6492914|XP_001960895.3|DANA
OG0007313	LOC119653751|XP_037914609.1|HILL	LOC6503670|XP_001963960.1|DANA
OG0007314	LOC119646869|XP_037903422.1|HILL	LOC6504144|XP_032308779.1|DANA
OG0007315	LOC119653699|XP_037914505.1|HILL	LOC6503181|XP_032311882.1|DANA
OG0007316	LOC119658868|XP_037922554.1|HILL	LOC6500405|XP_001953147.1|DANA
OG0007317	LOC119660314|XP_037924717.1|HILL	LOC6501417|XP_001955210.1|DANA
OG0007318	LOC119660492|XP_037925007.1|HILL	LOC6499147|XP_014765931.1|DANA
OG0007319	LOC119649920|XP_037908252.1|HILL	LOC6507611|XP_001955998.1|DANA
OG0007320	LOC119656298|XP_037918665.1|HILL	LOC6500315|XP_001952954.1|DANA
OG0007321	LOC119655136|XP_037916800.1|HILL	LOC6504636|XP_032309302.1|DANA
OG0007322	LOC119654283|XP_037915493.1|HILL	LOC6504709|XP_001966353.1|DANA
OG0007323	LOC119655751|XP_037917732.1|HILL	LOC6504770|XP_032309119.1|DANA
OG0007324	LOC119660588|XP_037925185.1|HILL	LOC6503392|XP_001967516.1|DANA
OG0007325	LOC119660501|XP_037925026.1|HILL	LOC6501632|XP_001955642.1|DANA
OG0007326	LOC119660500|XP_037925024.1|HILL	LOC6503455|XP_032312331.1|DANA
OG0007327	LOC119660205|XP_037924569.1|HILL	LOC6506901|XP_001957032.1|DANA
OG0007328	LOC119659537|XP_037923606.1|HILL	LOC6499497|XP_001954504.2|DANA
OG0007329	LOC119658957|XP_037922758.1|HILL	LOC6500212|XP_001953021.3|DANA
OG0007330	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL	LOC6502130|XP_001966154.1|DANA
OG0007331	LOC119655560|XP_037917411.1|HILL	LOC6504608|XP_001966535.2|DANA
OG0007332	LOC119654166|XP_037915261.1|HILL	LOC6503614|XP_032308422.1|DANA
OG0007333	LOC119659590|XP_037923677.1|HILL	LOC6499311|XP_001954891.1|DANA
OG0007334	LOC119658828|XP_037922490.1|HILL	LOC6503300|XP_001967570.1|DANA
OG0007335	LOC119647814|XP_037904967.1|HILL	LOC6506383|XP_001957980.2|DANA
OG0007336	LOC119659710|XP_037923892.1|HILL	LOC6504065|XP_001964109.1|DANA
OG0007337	LOC119648379|XP_037906039.1|HILL	LOC6493045|XP_032309663.1|DANA
OG0007338	LOC119647471|XP_037904334.1|HILL	LOC6493402|XP_001957675.1|DANA
OG0007339	LOC119661299|XP_037926516.1|HILL	LOC6500061|XP_001953299.2|DANA
OG0007340	LOC119658723|XP_037922304.1|HILL	LOC6499541|XP_032305668.1|DANA
OG0007341	LOC119658834|XP_037922501.1|HILL	LOC6500041|XP_001953332.2|DANA
OG0007342	LOC119660427|XP_037924903.1|HILL	LOC6501500|XP_001955378.1|DANA
OG0007343	LOC119661226|XP_037926380.1|HILL	LOC6503444|XP_001967495.1|DANA
OG0007344	LOC119647414|XP_037904223.1|HILL	LOC6497991|XP_001961851.1|DANA
OG0007345	LOC119661629|XP_037926976.1|HILL	LOC6503403|XP_032312317.1|DANA
OG0007346	LOC119649604|XP_037907749.1|HILL	LOC6507691|XP_001956156.1|DANA
OG0007347	LOC119655906|XP_037917991.1|HILL	LOC6502243|XP_032309351.1|DANA
OG0007348	LOC119646629|XP_037903065.1|HILL	LOC6502186|XP_001966064.1|DANA
OG0007349	LOC119655901|XP_037917985.1|HILL	LOC6502188|XP_001966062.1|DANA
OG0007350	LOC119655605|XP_037917489.1|HILL	LOC6503601|XP_001964080.1|DANA
OG0007351	LOC119648688|XP_037906414.1|HILL	LOC6507240|XP_001956408.1|DANA
OG0007352	LOC119659837|XP_037924062.1|HILL	LOC6495942|XP_001959898.1|DANA
OG0007353	LOC119659671|XP_037923824.1|HILL	LOC6501693|XP_001955776.1|DANA
OG0007354	LOC119659798|XP_037923998.1|HILL	LOC6503860|XP_032308412.1|DANA
OG0007355	LOC119659957|XP_037924237.1|HILL	LOC6499138|XP_014765921.1|DANA
OG0007356	LOC119646190|XP_037902502.1|HILL	LOC6495083|XP_001959099.1|DANA
OG0007357	LOC119658621|XP_037922041.1|HILL	LOC6501137|XP_014766900.1|DANA
OG0007358	LOC119658930|XP_037922686.1|HILL	LOC6499268|XP_014765993.1|DANA
OG0007359	LOC119658972|XP_037922778.1|HILL	LOC6499076|XP_001955354.1|DANA
OG0007360	LOC119658665|XP_037922147.1|HILL	LOC6499689|XP_032312066.1|DANA
OG0007361	LOC119654167|XP_037915264.1|HILL	LOC6504766|XP_032309025.1|DANA
OG0007362	LOC119660732|XP_037925322.1|HILL	LOC6497518|XP_001961921.2|DANA
OG0007363	LOC119654294|XP_037915527.1|HILL	LOC6503472|XP_001964316.1|DANA
OG0007364	LOC119654251|XP_037915423.1|HILL	LOC6492919|XP_032308819.1|DANA
OG0007365	LOC119655838|XP_037917873.1|HILL	LOC6504156|XP_001964291.2|DANA
OG0007366	LOC119658878|XP_037922577.1|HILL	LOC6499336|XP_032307846.1|DANA
OG0007367	LOC119649179|XP_037907134.1|HILL	LOC6493425|XP_032309760.1|DANA
OG0007368	LOC119658975|XP_037922783.1|HILL	LOC6499287|XP_001954948.1|DANA
OG0007369	LOC119659076|XP_037922917.1|HILL	LOC6500950|XP_014766810.2|DANA
OG0007370	LOC119655389|XP_037917188.1|HILL	LOC6494074|XP_001961030.2|DANA
OG0007371	LOC119659260|XP_037923180.1|HILL	LOC6499402|XP_001954709.1|DANA
OG0007372	LOC119660546|XP_037925108.1|HILL	LOC6499372|XP_001954768.1|DANA
OG0007373	LOC119655081|XP_037916708.1|HILL	LOC6503746|XP_001963817.1|DANA
OG0007374	LOC119655735|XP_037917713.1|HILL	LOC6501977|XP_001966805.1|DANA
OG0007375	LOC119655487|XP_037917317.1|HILL	LOC6501941|XP_001966731.1|DANA
OG0007376	LOC119654451|XP_037915788.1|HILL	LOC6502179|XP_001966071.2|DANA
OG0007377	LOC119655060|XP_037916679.1|HILL	LOC6503938|XP_001963880.2|DANA
OG0007378	LOC119655701|XP_037917643.1|HILL	LOC6503169|XP_032311837.1|DANA
OG0007379	LOC119653553|XP_037914192.1|HILL	LOC6504905|XP_001966566.1|DANA
OG0007380	LOC119654169|XP_037915269.1|HILL	LOC6503702|XP_014761040.1|DANA
OG0007381	LOC119655633|XP_037917532.1|HILL	LOC6504590|XP_001966571.1|DANA
OG0007382	LOC119656037|XP_037918232.1|HILL	LOC6504863|XP_001966474.1|DANA
OG0007383	LOC119655312|XP_037917072.1|HILL	LOC6504618|XP_032309277.1|DANA
OG0007384	LOC119654932|XP_037916512.1|HILL	LOC6504860|XP_001966470.1|DANA
OG0007385	LOC119654343|XP_037915611.1|HILL	LOC6503849|XP_001963713.1|DANA
OG0007386	LOC119655767|XP_037917750.1|HILL	LOC6503971|XP_001963934.1|DANA
OG0007387	LOC119655292|XP_037917041.1|HILL	LOC6492966|XP_001956761.2|DANA
OG0007388	LOC119655291|XP_037917036.1|HILL	LOC6494055|XP_032312024.1|DANA
OG0007389	LOC119661685|XP_037927056.1|HILL	LOC6498295|XP_001962480.1|DANA
OG0007390	LOC119654225|XP_037915370.1|HILL	LOC6504139|XP_001964260.1|DANA
OG0007391	LOC119659169|XP_037923050.1|HILL	LOC6500334|XP_014766508.1|DANA
OG0007392	LOC119654640|XP_037916043.1|HILL	LOC6504668|XP_032309038.1|DANA
OG0007393	LOC119658754|XP_037922372.1|HILL	LOC6503436|XP_032312309.1|DANA
OG0007394	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL	LOC6504657|XP_032309329.1|DANA
OG0007395	LOC119654172|XP_037915275.1|HILL	LOC6498777|XP_032308115.1|DANA
OG0007396	LOC119660410|XP_037924876.1|HILL	LOC6500489|XP_001953334.1|DANA
OG0007397	LOC119651171|XP_037910517.1|HILL	LOC6502406|XP_032311154.1|DANA
OG0007398	LOC119660521|XP_037925070.1|HILL	LOC6494645|XP_001959947.1|DANA
OG0007399	LOC119655718|XP_037917678.1|HILL	LOC6501888|XP_001966729.1|DANA
OG0007400	LOC119653631|XP_037914335.1|HILL	LOC6504854|XP_001966456.1|DANA
OG0007401	LOC119655327|XP_037917096.1|HILL	LOC6505291|XP_032307860.1|DANA
OG0007402	LOC119659230|XP_037923133.1|HILL	LOC6499349|XP_001954815.3|DANA
OG0007403	LOC119658951|XP_037922752.1|HILL	LOC6501235|XP_014766958.1|DANA
OG0007404	LOC119658907|XP_037922641.1|HILL	LOC6501243|XP_032306106.1|DANA
OG0007405	LOC119659726|XP_037923911.1|HILL	LOC6500215|XP_001953009.1|DANA
OG0007406	LOC119658851|XP_037922531.1|HILL	LOC6500955|XP_001954238.1|DANA
OG0007407	LOC119653229|XP_037913744.1|HILL	LOC6498394|XP_001962707.1|DANA
OG0007408	LOC119649560|XP_037907684.1|HILL	LOC6506299|XP_001958167.1|DANA
OG0007409	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL	LOC6498299|XP_001962490.3|DANA
OG0007410	LOC119654686|XP_037916122.1|HILL	LOC6501908|XP_001967162.1|DANA
OG0007411	LOC119655854|XP_037917901.1|HILL	LOC6504627|XP_001966507.1|DANA
OG0007412	LOC119654816|XP_037916303.1|HILL	LOC6504043|XP_001964063.1|DANA
OG0007413	LOC119653528|XP_037914125.1|HILL	LOC6494994|XP_001959256.1|DANA
OG0007414	LOC119654407|XP_037915719.1|HILL	LOC6504717|XP_001966340.1|DANA
OG0007415	LOC119655782|XP_037917800.1|HILL	LOC6504902|XP_001966558.1|DANA
OG0007416	LOC119654184|XP_037915302.1|HILL	LOC6503585|XP_032308556.1|DANA
OG0007417	LOC119654587|XP_037915974.1|HILL	LOC6503543|XP_001964184.2|DANA
OG0007418	LOC119653820|XP_037914782.1|HILL	LOC6494522|XP_014762823.1|DANA
OG0007419	LOC119654356|XP_037915628.1|HILL	LOC6500291|XP_001952898.1|DANA
OG0007420	LOC119655467|XP_037917297.1|HILL	LOC6494672|XP_001959889.1|DANA
OG0007421	LOC119653716|XP_037914533.1|HILL	LOC6504900|XP_014759852.1|DANA
OG0007422	LOC119654855|XP_037916365.1|HILL	LOC6504615|XP_014759746.1|DANA
OG0007423	LOC119654550|XP_037915923.1|HILL	LOC6502095|XP_001966225.1|DANA
OG0007424	LOC119648115|XP_037905565.1|HILL	LOC6507869|XP_001956496.1|DANA
OG0007425	LOC119648332|XP_037905954.1|HILL	LOC6506349|XP_001958053.1|DANA
OG0007426	LOC119656016|XP_037918194.1|HILL	LOC6501889|XP_032308139.1|DANA
OG0007427	LOC119646527|XP_037902919.1|HILL	LOC6503805|XP_001963708.1|DANA
OG0007428	LOC119655696|XP_037917631.1|HILL	LOC6502225|XP_014759970.1|DANA
OG0007429	LOC119655103|XP_037916753.1|HILL	LOC6493910|XP_032311525.1|DANA
OG0007430	LOC119647874|XP_037905088.1|HILL	LOC6507060|XP_001956736.1|DANA
OG0007431	LOC119659053|XP_037922889.1|HILL	LOC6504230|XP_001965122.1|DANA
OG0007432	LOC119647622|XP_037904593.1|HILL	LOC6506090|XP_001958575.1|DANA
OG0007433	LOC119647784|XP_037904894.1|HILL	LOC6503780|XP_001963760.1|DANA
OG0007434	LOC119648902|XP_037906734.1|HILL	LOC6507903|XP_032310706.1|DANA
OG0007435	LOC119647507|XP_037904395.1|HILL	LOC6507154|XP_001956575.2|DANA
OG0007436	LOC119650021|XP_037908425.1|HILL	LOC6506759|XP_001957295.1|DANA
OG0007437	LOC119648780|XP_037906545.1|HILL	LOC6507249|XP_001956385.1|DANA
OG0007438	LOC119649845|XP_037908118.1|HILL	LOC6507214|XP_032310626.1|DANA
OG0007440	LOC119654649|XP_037916060.1|HILL	LOC6504827|XP_032309111.1|DANA
OG0007441	LOC119654055|XP_037915148.1|HILL	LOC6496217|XP_001960468.1|DANA
OG0007442	LOC119654178|XP_037915291.1|HILL	LOC6501282|XP_001954914.1|DANA
OG0007443	LOC119654222|XP_037915367.1|HILL	LOC26514518|XP_014764022.1|DANA
OG0007444	LOC119654522|XP_037915891.1|HILL	LOC6494205|XP_001960752.1|DANA
OG0007445	LOC119654521|XP_037915890.1|HILL	LOC6496354|XP_001960751.1|DANA
OG0007446	LOC119655878|XP_037917941.1|HILL	LOC6497882|XP_001961640.1|DANA
OG0007447	LOC119654389|XP_037915690.1|HILL	LOC6497666|XP_001961609.1|DANA
OG0007448	LOC119655603|XP_037917487.1|HILL	LOC6493950|XP_001961262.1|DANA
OG0007449	LOC119650365|XP_037908986.1|HILL	LOC6507144|XP_001956590.1|DANA
OG0007450	LOC119648148|XP_037905647.1|HILL	LOC26515375|XP_014762428.1|DANA
OG0007451	LOC119649003|XP_037906874.1|HILL	LOC6506741|XP_001957324.3|DANA
OG0007452	LOC119649677|XP_037907865.1|HILL	LOC6493235|XP_001957325.1|DANA
OG0007453	LOC119647566|XP_037904488.1|HILL	LOC6507192|XP_001956512.1|DANA
OG0007454	LOC119660716|XP_037925286.1|HILL	LOC6493243|XP_001957344.1|DANA
OG0007455	LOC119655724|XP_037917685.1|HILL	LOC6495455|XP_001958880.1|DANA
OG0007456	LOC119655421|XP_037917238.1|HILL	LOC6502127|XP_001966158.3|DANA
OG0007457	LOC119654416|XP_037915732.1|HILL	LOC6507082|XP_001956702.1|DANA
OG0007458	LOC119654417|XP_037915735.1|HILL	LOC6505410|XP_001966908.1|DANA
OG0007459	LOC119655937|XP_037918052.1|HILL	LOC6499505|XP_001954481.1|DANA
OG0007460	LOC119654663|XP_037916083.1|HILL	LOC6494206|XP_001960748.1|DANA
OG0007461	LOC119648561|XP_037906259.1|HILL	LOC6507933|XP_001956634.1|DANA
OG0007462	LOC119648109|XP_037905554.1|HILL	LOC6507932|XP_001956630.1|DANA
OG0007463	LOC119650291|XP_037908850.1|HILL	LOC6507931|XP_001956629.3|DANA
OG0007464	LOC119650393|XP_037909078.1|HILL	LOC6507117|XP_001956638.1|DANA
OG0007465	LOC119648117|XP_037905567.1|HILL	LOC6493819|XP_001958501.1|DANA
OG0007466	LOC119655452|XP_037917278.1|HILL	LOC6494316|XP_001960545.2|DANA
OG0007467	LOC119655880|XP_037917943.1|HILL	LOC6493924|XP_001961316.2|DANA
OG0007468	LOC119654788|XP_037916263.1|HILL	LOC6496275|XP_001960589.1|DANA
OG0007469	LOC119649717|XP_037907923.1|HILL	LOC6493680|XP_001958221.2|DANA
OG0007470	LOC119650173|XP_037908654.1|HILL	LOC6498245|XP_001962386.1|DANA
OG0007471	LOC119654501|XP_037915862.1|HILL	LOC6494286|XP_001960606.2|DANA
OG0007472	LOC119654554|XP_037915929.1|HILL	LOC6505220|XP_001965568.2|DANA
OG0007473	LOC119648722|XP_037906462.1|HILL	LOC6493203|XP_001957255.1|DANA
OG0007474	LOC119653814|XP_037914770.1|HILL	LOC6493947|XP_014762471.1|DANA
OG0007475	LOC119648012|XP_037905340.1|HILL	LOC6493760|XP_032309708.1|DANA
OG0007476	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL	LOC6504062|XP_032308476.1|DANA
OG0007477	LOC119656202|XP_037918517.1|HILL	LOC6504061|XP_032308549.1|DANA
OG0007478	LOC119655326|XP_037917094.1|HILL	LOC6496924|XP_001963129.1|DANA
OG0007479	LOC119653841|XP_037914815.1|HILL	LOC6503766|XP_001963781.2|DANA
OG0007480	LOC119660567|XP_037925144.1|HILL	LOC6499265|XP_032307414.1|DANA
OG0007481	LOC119655714|XP_037917675.1|HILL	LOC6506865|XP_001957098.1|DANA
OG0007482	LOC119654530|XP_037915901.1|HILL	LOC6497450|XP_001962051.1|DANA
OG0007483	LOC119654393|XP_037915695.1|HILL	LOC6496561|XP_032306952.1|DANA
OG0007484	LOC119653425|XP_037913932.1|HILL	LOC26514509|XP_014760036.1|DANA
OG0007485	LOC119654972|XP_037916559.1|HILL	LOC6504690|XP_001966395.1|DANA
OG0007486	LOC119653719|XP_037914540.1|HILL	LOC6503125|XP_001963469.1|DANA
OG0007487	LOC119660941|XP_037925870.1|HILL	LOC6495145|XP_032308033.1|DANA
OG0007488	LOC119647990|XP_037905303.1|HILL	LOC6493206|XP_001957260.1|DANA
OG0007489	LOC119660624|XP_037925255.1|HILL	LOC6500476|XP_014766575.1|DANA
OG0007490	LOC119654276|XP_037915484.1|HILL	LOC6497685|XP_001961575.2|DANA
OG0007491	LOC119654427|XP_037915747.1|HILL	LOC6504568|XP_032309288.1|DANA
OG0007492	LOC119655476|XP_037917305.1|HILL	LOC6495089|XP_001959091.1|DANA
OG0007494	LOC119651491|XP_037911033.1|HILL	LOC6498555|XP_001963054.2|DANA
OG0007495	LOC119653796|XP_037914736.1|HILL	LOC6502009|XP_001966864.1|DANA
OG0007496	LOC119648858|XP_037906668.1|HILL	LOC6506247|XP_032309787.1|DANA
OG0007497	LOC119648860|XP_037906673.1|HILL	LOC6502842|XP_001957821.2|DANA
OG0007498	LOC119647494|XP_037904380.1|HILL	LOC6507225|XP_014765100.1|DANA
OG0007499	LOC119650363|XP_037908981.1|HILL	LOC6506360|XP_001958026.1|DANA
OG0007500	LOC119650364|XP_037908983.1|HILL	LOC6493575|XP_001958027.1|DANA
OG0007501	LOC119650088|XP_037908525.1|HILL	LOC6506081|XP_001958594.1|DANA
OG0007502	LOC119654968|XP_037916556.1|HILL	LOC26513714|XP_014763930.1|DANA
OG0007503	LOC119656307|XP_037918677.1|HILL	LOC6497243|XP_001962489.1|DANA
OG0007504	LOC119649458|XP_037907540.1|HILL	LOC6493224|XP_001957298.1|DANA
OG0007505	LOC119648276|XP_037905860.1|HILL	LOC6506435|XP_001957884.1|DANA
OG0007506	LOC119650040|XP_037908450.1|HILL	LOC6506433|XP_001957886.1|DANA
OG0007507	LOC119654890|XP_037916434.1|HILL	LOC6506071|XP_001965103.1|DANA
OG0007508	LOC119656699|XP_037919133.1|HILL	LOC6497424|XP_001962114.1|DANA
OG0007509	LOC119654720|XP_037916168.1|HILL	LOC6505779|XP_001965024.1|DANA
OG0007510	LOC119655842|XP_037917882.1|HILL	LOC6495576|XP_001959128.2|DANA
OG0007511	LOC119655617|XP_037917514.1|HILL	LOC6497081|XP_001962794.1|DANA
OG0007512	LOC119654132|XP_037915222.1|HILL	LOC26514740|XP_014767330.1|DANA
OG0007513	LOC119660466|XP_037924967.1|HILL	LOC6507414|XP_001965372.1|DANA
OG0007514	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL	LOC6507592|XP_001955964.2|DANA
OG0007515	LOC119661488|XP_037926780.1|HILL	LOC6507114|XP_001965311.1|DANA
OG0007516	LOC119647058|XP_037903742.1|HILL	LOC6497959|XP_001961795.1|DANA
OG0007517	LOC119649362|XP_037907403.1|HILL	LOC6506775|XP_001957265.1|DANA
OG0007518	LOC119654422|XP_037915742.1|HILL	LOC6494248|XP_001960668.1|DANA
OG0007519	LOC119656225|XP_037918552.1|HILL	LOC6495820|XP_014763506.1|DANA
OG0007521	LOC119653655|XP_037914404.1|HILL	LOC6504508|XP_001967043.1|DANA
OG0007522	LOC119655523|XP_037917361.1|HILL	LOC6503127|XP_001963473.1|DANA
OG0007523	LOC119655144|XP_037916811.1|HILL	LOC6496246|XP_001960534.2|DANA
OG0007524	LOC119655172|XP_037916850.1|HILL	LOC6497242|XP_001962491.1|DANA
OG0007525	LOC119655479|XP_037917307.1|HILL	LOC6502416|XP_014762248.1|DANA
OG0007526	LOC119659297|XP_037923236.1|HILL	LOC6499492|XP_001954517.2|DANA
OG0007527	LOC119654352|XP_037915624.1|HILL	LOC6506456|XP_001957842.1|DANA
OG0007528	LOC119654354|XP_037915626.1|HILL	LOC6496654|XP_001961340.1|DANA
OG0007529	LOC119655311|XP_037917069.1|HILL	LOC6496092|XP_001960209.1|DANA
OG0007530	LOC119660905|XP_037925779.1|HILL	LOC6500666|XP_001953683.1|DANA
OG0007532	LOC119655590|XP_037917461.1|HILL	LOC6496448|XP_001960928.2|DANA
OG0007533	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL	LOC6506358|XP_001958030.2|DANA
OG0007534	LOC119649574|XP_037907707.1|HILL	LOC6507829|XP_001956432.1|DANA
OG0007535	LOC119649242|XP_037907236.1|HILL	LOC6493281|XP_001957431.2|DANA
OG0007536	LOC119659281|XP_037923217.1|HILL	LOC6505822|XP_032305556.1|DANA
OG0007537	LOC119647532|XP_037904441.1|HILL	LOC6493277|XP_032309672.1|DANA
OG0007538	LOC119648144|XP_037905621.1|HILL	LOC6493275|XP_001957422.3|DANA
OG0007539	LOC119652418|XP_037912469.1|HILL	LOC6497899|XP_001961682.2|DANA
OG0007540	LOC119652696|XP_037912903.1|HILL	LOC6499983|XP_001953491.1|DANA
OG0007541	LOC119655504|XP_037917335.1|HILL	LOC6496542|XP_001961110.1|DANA
OG0007542	LOC119653654|XP_037914403.1|HILL	LOC6494515|XP_001960193.1|DANA
OG0007543	LOC119660735|XP_037925335.1|HILL	LOC6501801|XP_032308044.1|DANA
OG0007544	LOC119647415|XP_037904224.1|HILL	LOC6493268|XP_032310583.1|DANA
OG0007545	LOC119660393|XP_037924859.1|HILL	LOC6497257|XP_001962456.1|DANA
OG0007546	LOC119655851|XP_037917897.1|HILL	LOC6502670|XP_001954321.1|DANA
OG0007547	LOC119654313|XP_037915564.1|HILL	LOC6495132|XP_001958986.1|DANA
OG0007548	LOC119647435|XP_037904280.1|HILL	LOC6507400|XP_014765214.1|DANA
OG0007549	LOC119649910|XP_037908237.1|HILL	LOC6493568|XP_001958014.1|DANA
OG0007550	LOC119653715|XP_037914524.1|HILL	LOC6506113|XP_001958525.1|DANA
OG0007551	LOC119654647|XP_037916055.1|HILL	LOC6494082|XP_032306210.1|DANA
OG0007552	LOC119653518|XP_037914117.1|HILL	LOC6497638|XP_001961659.2|DANA
OG0007553	LOC119655974|XP_037918137.1|HILL	LOC6497222|XP_001962528.1|DANA
OG0007554	LOC119648031|XP_037905384.1|HILL	LOC6507758|XP_001956288.1|DANA
OG0007555	LOC119654487|XP_037915837.1|HILL	LOC6494298|XP_001960580.1|DANA
OG0007556	LOC119656185|XP_037918463.1|HILL	LOC6494249|XP_032306599.1|DANA
OG0007557	LOC119653643|XP_037914382.1|HILL	LOC6494251|XP_001960661.2|DANA
OG0007558	LOC119654874|XP_037916397.1|HILL	LOC6494640|XP_032306561.1|DANA
OG0007559	LOC119649477|XP_037907572.1|HILL	LOC116656084|XP_032311387.1|DANA
OG0007560	LOC119650248|XP_037908766.1|HILL	LOC6506763|XP_001957282.1|DANA
OG0007561	LOC119649216|XP_037907203.1|HILL	LOC6493648|XP_032310027.1|DANA
OG0007562	LOC119648907|XP_037906740.1|HILL	LOC6507925|XP_032310436.1|DANA
OG0007563	LOC119648397|XP_037906066.1|HILL	LOC6507206|XP_001956477.1|DANA
OG0007564	LOC119648855|XP_037906660.1|HILL	LOC6506665|XP_001957451.1|DANA
OG0007565	LOC119651474|XP_037911012.1|HILL	LOC6499881|XP_001953710.1|DANA
OG0007566	LOC119646382|XP_037902754.1|HILL	LOC6494213|XP_001960738.1|DANA
OG0007567	LOC119652285|XP_037912206.1|HILL	LOC6505929|XP_001964635.2|DANA
OG0007568	LOC119654870|XP_037916392.1|HILL	LOC6495810|XP_001959632.2|DANA
OG0007569	LOC119654862|XP_037916375.1|HILL	LOC6494582|XP_001960063.1|DANA
OG0007570	LOC119654415|XP_037915730.1|HILL	LOC6494804|XP_032306596.1|DANA
OG0007571	LOC119655182|XP_037916867.1|HILL	LOC6494805|XP_001959630.1|DANA
OG0007572	LOC119655689|XP_037917621.1|HILL	LOC6497958|XP_001961794.2|DANA
OG0007573	LOC119653877|XP_037914921.1|HILL	LOC6494724|XP_001959793.1|DANA
OG0007574	LOC119654520|XP_037915889.1|HILL	LOC6495840|XP_001959687.1|DANA
OG0007575	LOC119654515|XP_037915881.1|HILL	LOC6496180|XP_032307065.1|DANA
