Orthogroup	HILL.longest_only	DSEC.longest_only
OG0006738	LOC119648263|XP_037905842.1|HILL	LOC6609061|XP_002033764.1|DSEC
OG0006739	LOC119648264|XP_037905844.1|HILL	LOC6610905|XP_002035467.1|DSEC
OG0006740	LOC119648149|XP_037905648.1|HILL	LOC6604816|XP_002029660.1|DSEC
OG0006741	LOC119648063|XP_037905458.1|HILL	LOC6604815|XP_002029659.1|DSEC
OG0006743	LOC119660984|XP_037925997.1|HILL	LOC6621105|XP_032575133.1|DSEC
OG0006744	LOC119648196|XP_037905717.1|HILL	LOC6605112|XP_002029953.1|DSEC
OG0006745	LOC119660191|XP_037924537.1|HILL	LOC6616900|XP_032577923.1|DSEC
OG0006746	LOC119648006|XP_037905326.1|HILL	LOC6604894|XP_032573698.1|DSEC
OG0006747	LOC119649601|XP_037907743.1|HILL	LOC116801092|XP_032574574.1|DSEC
OG0006748	LOC119646538|XP_037902937.1|HILL	LOC6615906|XP_032580931.1|DSEC
OG0006749	LOC119649274|XP_037907291.1|HILL	LOC6610392|XP_032575527.1|DSEC
OG0006750	LOC119657897|XP_037920981.1|HILL	LOC6620312|XP_002044520.2|DSEC
OG0006752	LOC119648292|XP_037905880.1|HILL	LOC6610692|XP_032575050.1|DSEC
OG0006753	LOC119649451|XP_037907534.1|HILL	LOC6610694|XP_002035260.1|DSEC
OG0006754	LOC119649029|XP_037906914.1|HILL	LOC6610141|XP_002034750.2|DSEC
OG0006755	LOC119649960|XP_037908324.1|HILL	LOC6610201|XP_002034808.1|DSEC
OG0006756	LOC119650259|XP_037908788.1|HILL	LOC6610966|XP_002035523.1|DSEC
OG0006757	LOC119649187|XP_037907142.1|HILL	LOC6610965|XP_002035522.1|DSEC
OG0006758	LOC119650023|XP_037908427.1|HILL	LOC6610503|XP_002035083.1|DSEC
OG0006759	LOC119647416|XP_037904226.1|HILL	LOC6610502|XP_002035082.1|DSEC
OG0006760	LOC119647592|XP_037904534.1|HILL	LOC6616395|XP_032575366.1|DSEC
OG0006761	LOC119660931|XP_037925847.1|HILL	LOC6614028|XP_002038482.1|DSEC
OG0006762	LOC119657977|XP_037921116.1|HILL	LOC6615206|XP_032581895.1|DSEC
OG0006763	LOC119661295|XP_037926509.1|HILL	LOC6609802|XP_002034456.1|DSEC
OG0006764	LOC119661160|XP_037926304.1|HILL	LOC6609090|XP_002033793.1|DSEC
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC6609799|XP_002034453.1|DSEC
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC6610345|XP_002034931.2|DSEC
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC6616412|XP_002040772.1|DSEC
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC6616411|XP_002040771.1|DSEC
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC6616413|XP_002040773.1|DSEC
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC6610929|XP_002035486.1|DSEC
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC6615054|XP_032580392.1|DSEC
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC6608053|XP_002032801.1|DSEC
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC6610570|XP_002035143.1|DSEC
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC6619382|XP_032574027.1|DSEC
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC116800906|XP_032573257.1|DSEC
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC6610696|XP_002035262.1|DSEC
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC6606051|XP_002030862.1|DSEC
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC6610470|XP_002035051.1|DSEC
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC6610333|XP_002034919.1|DSEC
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC6611163|XP_002035720.1|DSEC
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC6610866|XP_032574070.1|DSEC
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC6610359|XP_032573128.1|DSEC
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC6609327|XP_032572076.1|DSEC
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC6610771|XP_032573739.1|DSEC
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC6615502|XP_002039881.1|DSEC
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC6609821|XP_002034475.1|DSEC
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC6605316|XP_002030153.1|DSEC
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC6617997|XP_002042305.1|DSEC
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC6613149|XP_002037630.1|DSEC
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC6605417|XP_032575392.1|DSEC
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC6605080|XP_002029921.1|DSEC
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC6605085|XP_002029926.1|DSEC
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC6607889|XP_002032643.1|DSEC
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC6610703|XP_002035269.1|DSEC
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC6616464|XP_002040825.1|DSEC
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC6611946|XP_002036463.1|DSEC
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC6604937|XP_002029780.1|DSEC
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC6605043|XP_002029885.1|DSEC
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC6605617|XP_032575692.1|DSEC
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC6620446|XP_002044653.2|DSEC
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC6609303|XP_002033993.1|DSEC
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC6608887|XP_032570471.1|DSEC
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC6605952|XP_032574929.1|DSEC
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC6619368|XP_032576035.1|DSEC
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC6608345|XP_002033082.1|DSEC
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC6610634|XP_002035201.1|DSEC
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC6605868|XP_032573721.1|DSEC
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC6617051|XP_032577095.1|DSEC
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC6604856|XP_002029701.1|DSEC
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC116801652|XP_032578423.1|DSEC
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC6605405|XP_002030238.1|DSEC
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC6610636|XP_032573945.1|DSEC
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC6610637|XP_032573824.1|DSEC
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC6610455|XP_032573918.1|DSEC
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC6610243|XP_032575025.1|DSEC
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC6619364|XP_002043581.1|DSEC
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC6612127|XP_032583485.1|DSEC
OG0006822	LOC119661726|XP_037927119.1|HILL	LOC6610089|XP_002034705.1|DSEC
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC6606011|XP_032574999.1|DSEC
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC6610874|XP_002035437.1|DSEC
OG0006825	LOC119649993|XP_037908377.1|HILL	LOC6605529|XP_002030360.1|DSEC
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC6605993|XP_032573319.1|DSEC
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC6614214|XP_002038659.1|DSEC
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC6611940|XP_002036457.1|DSEC
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC6610935|XP_002035492.1|DSEC
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC6610396|XP_002034978.1|DSEC
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC6604877|XP_032574167.1|DSEC
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC6604920|XP_002029763.1|DSEC
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC6616441|XP_032574598.1|DSEC
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC6607373|XP_002032146.1|DSEC
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC6604821|XP_002029666.1|DSEC
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC6610529|XP_002035109.1|DSEC
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC6610758|XP_002035324.1|DSEC
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC6605120|XP_032575217.1|DSEC
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC6610752|XP_002035318.1|DSEC
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC6613637|XP_002038107.1|DSEC
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC6610781|XP_002035347.1|DSEC
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC6610650|XP_002035217.2|DSEC
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC6616049|XP_002040415.1|DSEC
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC6621662|XP_002045767.2|DSEC
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC6606042|XP_002030853.1|DSEC
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC6611057|XP_032575782.1|DSEC
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC6611059|XP_032574543.1|DSEC
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC6615372|XP_032570585.1|DSEC
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC6604907|XP_002029750.1|DSEC
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC6604908|XP_002029751.2|DSEC
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC6604912|XP_032574878.1|DSEC
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC6608518|XP_032570190.1|DSEC
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC6604848|XP_032575229.1|DSEC
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC6608430|XP_032571085.1|DSEC
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC6605461|XP_002030294.1|DSEC
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC6609796|XP_002034450.2|DSEC
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC6619136|XP_032571761.1|DSEC
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC6604790|XP_002029641.2|DSEC
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC6608060|XP_032571376.1|DSEC
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC6608549|XP_002033283.1|DSEC
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC6604968|XP_032574689.1|DSEC
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC6614853|XP_002039271.1|DSEC
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC6608911|XP_002033625.1|DSEC
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC6615557|XP_002039931.2|DSEC
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC6609692|XP_002034350.1|DSEC
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC6608946|XP_032571688.1|DSEC
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC6608547|XP_032571182.1|DSEC
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC6608120|XP_002032868.1|DSEC
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC6608037|XP_002032785.1|DSEC
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC6615341|XP_032570225.1|DSEC
OG0006874	LOC119651319|XP_037910780.1|HILL	LOC116800190|XP_032569717.1|DSEC
OG0006875	LOC119659147|XP_037923017.1|HILL	LOC6614579|XP_032569922.1|DSEC
OG0006876	LOC119653893|XP_037914943.1|HILL	LOC6613022|XP_032572984.1|DSEC
OG0006877	LOC119654761|XP_037916230.1|HILL	LOC116800360|XP_032570666.1|DSEC
OG0006878	LOC119660784|XP_037925499.1|HILL	LOC6613558|XP_002038026.2|DSEC
OG0006879	LOC119661302|XP_037926518.1|HILL	LOC6609495|XP_032571027.1|DSEC
OG0006880	LOC119654910|XP_037916466.1|HILL	LOC6613679|XP_002038149.1|DSEC
OG0006881	LOC119652976|XP_037913314.1|HILL	LOC6611272|XP_032573091.1|DSEC
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC6608554|XP_032570919.1|DSEC
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC6619334|XP_002043551.1|DSEC
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC6613184|XP_002037665.1|DSEC
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC6612028|XP_032578273.1|DSEC
OG0006886	LOC119646126|XP_037902404.1|HILL	LOC6607553|XP_002032322.1|DSEC
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC6616055|XP_002040421.2|DSEC
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC6611991|XP_032570891.1|DSEC
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC6619335|XP_002043552.1|DSEC
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC6613393|XP_002037867.1|DSEC
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC6617690|XP_002042002.1|DSEC
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC6617314|XP_002041640.1|DSEC
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC6617216|XP_002041543.1|DSEC
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC6617217|XP_032583630.1|DSEC
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC116801997|XP_032580642.1|DSEC
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC6613644|XP_002038114.1|DSEC
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC6611816|XP_032571925.1|DSEC
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC6614577|XP_002039005.1|DSEC
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC6613052|XP_002037535.2|DSEC
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC6619891|XP_002044103.1|DSEC
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC6617236|XP_002041563.1|DSEC
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC6616216|XP_002040581.1|DSEC
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC6612707|XP_032579603.1|DSEC
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC6611196|XP_002035752.1|DSEC
OG0006905	LOC119653920|XP_037915007.1|HILL	LOC6614485|XP_002038918.2|DSEC
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC6614604|XP_002039032.1|DSEC
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC6618240|XP_032583276.1|DSEC
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC6611327|XP_002035874.1|DSEC
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC116803576|XP_032583343.1|DSEC
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC6611688|XP_002036222.2|DSEC
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC6615073|XP_032581310.1|DSEC
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC6614701|XP_002039128.1|DSEC
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC6611519|XP_002036060.1|DSEC
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC6605588|XP_002030407.2|DSEC
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC6613228|XP_002037705.1|DSEC
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC6617881|XP_032569792.1|DSEC
OG0006917	LOC119650626|XP_037909447.1|HILL	LOC6611392|XP_032570531.1|DSEC
OG0006918	LOC119650607|XP_037909401.1|HILL	LOC6611389|XP_002035934.1|DSEC
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC6611825|XP_032583533.1|DSEC
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC6612131|XP_032569977.1|DSEC
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC6613265|XP_032569712.1|DSEC
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC6617859|XP_002042167.1|DSEC
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC6613291|XP_002037768.1|DSEC
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC6620235|XP_002044440.1|DSEC
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC6612695|XP_032578161.1|DSEC
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC6613103|XP_032576941.1|DSEC
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC6613101|XP_002037584.1|DSEC
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC6613097|XP_032577480.1|DSEC
OG0006929	LOC119654808|XP_037916295.1|HILL	LOC6617197|XP_032576264.1|DSEC
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC6613376|XP_032570024.1|DSEC
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC6617711|XP_002042023.1|DSEC
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC6611975|XP_032583341.1|DSEC
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC6611970|XP_032583342.1|DSEC
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC6606892|XP_002031686.1|DSEC
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC6611393|XP_032574802.1|DSEC
OG0006936	LOC119653089|XP_037913517.1|HILL	LOC6611408|XP_032576508.1|DSEC
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC6611944|XP_032570014.1|DSEC
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC6611878|XP_002036396.1|DSEC
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC6612393|XP_032580626.1|DSEC
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC6611530|XP_032578549.1|DSEC
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC6612108|XP_032583601.1|DSEC
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC6608521|XP_032570186.1|DSEC
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC6614433|XP_032583716.1|DSEC
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC6617399|XP_002041724.1|DSEC
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC6614563|XP_002038991.1|DSEC
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC6606599|XP_002031400.2|DSEC
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC6611320|XP_002035867.1|DSEC
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC6614772|XP_002039191.1|DSEC
OG0006949	LOC119653771|XP_037914698.1|HILL	LOC6613347|XP_002037822.1|DSEC
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC6619119|XP_002043359.1|DSEC
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC6611691|XP_032575461.1|DSEC
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC6606639|XP_002031440.1|DSEC
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC6604793|XP_002029644.1|DSEC
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC6617768|XP_002042080.1|DSEC
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC6619250|XP_002043468.1|DSEC
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC6613198|XP_002037679.2|DSEC
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC6611201|XP_032576968.1|DSEC
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC6615796|XP_002040166.1|DSEC
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC6610189|XP_002034797.1|DSEC
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC6611675|XP_002036210.1|DSEC
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC6614506|XP_032578223.1|DSEC
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC6613167|XP_002037648.2|DSEC
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC6611915|XP_032569877.1|DSEC
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC6611907|XP_002036424.1|DSEC
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC6614575|XP_032569923.1|DSEC
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC6618125|XP_002042423.1|DSEC
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC6610100|XP_002034711.1|DSEC
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC6608690|XP_032572035.1|DSEC
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC6605192|XP_002030031.1|DSEC
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC6618684|XP_002042946.1|DSEC
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC6617344|XP_002041669.2|DSEC
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC6612093|XP_032583569.1|DSEC
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC6617190|XP_032577898.1|DSEC
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC6613638|XP_002038108.1|DSEC
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC6613438|XP_002037912.1|DSEC
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC6613522|XP_032583246.1|DSEC
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC6609861|XP_032571128.1|DSEC
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC6614487|XP_032574592.1|DSEC
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC6617258|XP_032574492.1|DSEC
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC6613589|XP_002038057.1|DSEC
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC6617813|XP_032569688.1|DSEC
OG0006982	LOC119650827|XP_037909891.1|HILL	LOC6618261|XP_002042535.1|DSEC
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC6617198|XP_002041525.1|DSEC
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC6614402|XP_032583175.1|DSEC
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC6611630|XP_002036166.1|DSEC
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC6613379|XP_002037853.1|DSEC
OG0006987	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL	LOC6607890|XP_032571656.1|DSEC
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC6614561|XP_032576259.1|DSEC
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC6617761|XP_002042073.1|DSEC
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC6618227|XP_032575429.1|DSEC
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC6619532|XP_032578614.1|DSEC
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC6613444|XP_032577674.1|DSEC
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC6614473|XP_002038906.2|DSEC
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC6611617|XP_032582894.1|DSEC
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC6617854|XP_002042162.2|DSEC
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC6617855|XP_032575574.1|DSEC
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC6608272|XP_032572486.1|DSEC
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC6619640|XP_002043855.1|DSEC
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC6617404|XP_002041729.1|DSEC
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC6617246|XP_002041573.1|DSEC
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC6608825|XP_002033539.2|DSEC
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC6614676|XP_032576018.1|DSEC
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC6613086|XP_032572978.1|DSEC
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC6614504|XP_002038935.1|DSEC
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC6613566|XP_032579650.1|DSEC
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC6611989|XP_002036506.2|DSEC
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC6613337|XP_032583490.1|DSEC
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC6611974|XP_002036491.1|DSEC
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC6614553|XP_032580268.1|DSEC
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC6606411|XP_032577808.1|DSEC
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC6613400|XP_002037874.1|DSEC
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC6613533|XP_002038001.1|DSEC
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC6613532|XP_032581922.1|DSEC
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC6613183|XP_032571740.1|DSEC
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC6611493|XP_032569986.1|DSEC
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC6613174|XP_032575157.1|DSEC
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC6617814|XP_032574452.1|DSEC
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC6620608|XP_032570021.1|DSEC
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC6619311|XP_002043528.1|DSEC
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC6617303|XP_002041630.1|DSEC
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC6613290|XP_002037767.1|DSEC
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC6611943|XP_002036460.1|DSEC
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC6616649|XP_002041006.1|DSEC
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC6612400|XP_002036908.1|DSEC
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC6617255|XP_002041582.1|DSEC
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC6613197|XP_002037678.1|DSEC
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC116800205|XP_032569848.1|DSEC, LOC6617238|XP_002041565.2|DSEC
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC6619756|XP_032580279.1|DSEC
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC6620529|XP_032571275.1|DSEC
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC6616512|XP_002040872.1|DSEC
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC6611267|XP_032583747.1|DSEC
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC6613142|XP_002037623.1|DSEC
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC6618439|XP_002042709.2|DSEC
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC6616262|XP_032573173.1|DSEC
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC6607455|XP_002032224.1|DSEC
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC6615615|XP_032570450.1|DSEC
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC6608491|XP_002033225.2|DSEC
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC6617737|XP_002042049.1|DSEC
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC6619304|XP_032579537.1|DSEC
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC6611768|XP_032583552.1|DSEC
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC6613952|XP_032578384.1|DSEC
