Orthogroup	HILL.longest_only	DYAK.longest_only
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC6534493|XP_002095170.1|DYAK
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC6534202|XP_002094885.3|DYAK
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC6525470|XP_039233590.1|DYAK
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC6525611|XP_002101446.3|DYAK
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC6524568|XP_002100425.1|DYAK
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC6523966|XP_015045405.1|DYAK
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC6524984|XP_002100824.1|DYAK
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC26535577|XP_015046516.1|DYAK
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC6535744|XP_002096367.2|DYAK
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC6526329|XP_002087451.2|DYAK
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC6528501|XP_002089547.1|DYAK
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC6524465|XP_002100322.3|DYAK
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC6532923|XP_002093659.1|DYAK
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC6537390|XP_039231424.1|DYAK
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC6536367|XP_002096949.1|DYAK
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC6532013|XP_015051661.1|DYAK
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC6525127|XP_039233775.1|DYAK
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC6526990|XP_002088086.1|DYAK
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC6527684|XP_015053029.2|DYAK
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC6526524|XP_002087634.1|DYAK
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC6526284|XP_002087406.1|DYAK
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC6532143|XP_002092919.1|DYAK
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC26535292|XP_015052894.1|DYAK
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC6532100|XP_002092876.1|DYAK
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC6527362|XP_002088454.1|DYAK
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC6525799|XP_002101620.1|DYAK
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC6532085|XP_002092862.2|DYAK
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC6531640|XP_039227841.1|DYAK
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC6524961|XP_002100801.2|DYAK
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC6537036|XP_002097603.3|DYAK
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC6537223|XP_002097781.1|DYAK
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC6529974|XP_015052030.1|DYAK
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC6538589|XP_002099111.2|DYAK
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC6530680|XP_002091575.1|DYAK
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC6534516|XP_015050673.2|DYAK
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC6524028|XP_002099900.1|DYAK
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC6534344|XP_002095024.2|DYAK
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC6526433|XP_002087552.1|DYAK
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC6537232|XP_015048207.1|DYAK
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC6528064|XP_002089131.1|DYAK
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC6523775|XP_039233087.1|DYAK
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC6524362|XP_002100220.1|DYAK
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC6535879|XP_002096495.1|DYAK
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC26534883|XP_039228146.1|DYAK
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC6531629|XP_002092426.1|DYAK
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC6528661|XP_002089703.3|DYAK
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC6534692|XP_002095367.3|DYAK
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC6525113|XP_039233407.1|DYAK
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC6525760|XP_002101581.1|DYAK
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC6532203|XP_002092977.1|DYAK
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC6523926|XP_002099799.1|DYAK
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC6524634|XP_002100491.1|DYAK
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC6525724|XP_002101546.1|DYAK
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC6525573|XP_002101408.2|DYAK
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC120320554|XP_039226398.1|DYAK
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC6525466|XP_039228564.1|DYAK
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC6524082|XP_002099946.1|DYAK
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC26534728|XP_039231023.1|DYAK
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC6525281|XP_002101117.1|DYAK
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC6536364|XP_002096946.1|DYAK
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC6528532|XP_039226505.1|DYAK
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC6532774|XP_002093516.1|DYAK
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC26534519|XP_039227381.1|DYAK
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC6531969|XP_002092755.1|DYAK
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC6524043|XP_002099912.1|DYAK
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC6524193|XP_002100056.3|DYAK
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC6532456|XP_002093203.2|DYAK
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC6532673|XP_002093417.1|DYAK
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC6523915|XP_015045370.1|DYAK
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC6523942|XP_002099814.1|DYAK
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC6528638|XP_039227373.1|DYAK
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC26535430|XP_015048589.1|DYAK
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC6527968|XP_039226982.1|DYAK
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC6527840|XP_015054635.1|DYAK
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC6527092|XP_002088185.3|DYAK
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC6537849|XP_002098390.1|DYAK
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC6528023|XP_002089090.1|DYAK
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC6534372|XP_002095050.1|DYAK
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC26535908|XP_015052934.2|DYAK
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC6524443|XP_002100301.1|DYAK
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC6525480|XP_039226653.1|DYAK
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC6532670|XP_002093414.2|DYAK
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC6524413|XP_002100271.1|DYAK
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC26534943|XP_015050724.1|DYAK
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC6537796|XP_015048523.1|DYAK
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC6539098|XP_015045309.1|DYAK
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC6535535|XP_015047207.1|DYAK
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC6532592|XP_002093336.1|DYAK
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC6534926|XP_002095597.3|DYAK
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC6523777|XP_039228390.1|DYAK
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC6524464|XP_002100321.1|DYAK
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC6525472|XP_002101307.1|DYAK
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC6525473|XP_002101308.1|DYAK
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC6535707|XP_015047290.1|DYAK
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC6535664|XP_002096292.2|DYAK
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC6524526|XP_039233583.1|DYAK
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC6538417|XP_002098941.2|DYAK
OG0008591	LOC119649353|XP_037907389.1|HILL	LOC120322324|XP_039233299.1|DYAK
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC6530575|XP_039229144.1|DYAK
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC6533567|XP_002094277.1|DYAK
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC6535805|XP_002096428.1|DYAK
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC6531500|XP_002092299.1|DYAK
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC6531506|XP_002092305.2|DYAK
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC6538734|XP_002099249.1|DYAK
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC6526005|XP_039229705.1|DYAK
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC6524057|XP_002099926.3|DYAK
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC6535892|XP_002096508.1|DYAK
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC6526981|XP_002088077.1|DYAK
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC6538682|XP_002099201.1|DYAK
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC6536928|XP_015048017.1|DYAK
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC6532145|XP_002092921.1|DYAK
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC6529706|XP_002090699.1|DYAK
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC6526847|XP_002087947.1|DYAK
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC6537527|XP_002098073.1|DYAK
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC6524219|XP_002100082.3|DYAK
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC6536617|XP_002097189.1|DYAK
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC6531387|XP_002092190.1|DYAK
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC6536069|XP_002096679.2|DYAK
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC6538985|XP_039231213.1|DYAK
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC6527297|XP_002088391.1|DYAK
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC6528542|XP_002089588.1|DYAK
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC6536439|XP_002097020.2|DYAK
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC6531717|XP_002092507.1|DYAK
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC26535110|XP_015052869.1|DYAK
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC6530346|XP_039227882.1|DYAK
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC6539120|XP_039226538.1|DYAK
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC6532642|XP_039230511.1|DYAK
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC26535445|XP_015052902.1|DYAK
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC6537664|XP_002098209.2|DYAK
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC6539066|XP_002099568.2|DYAK
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC6530465|XP_039227897.1|DYAK
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC26535980|XP_015045243.1|DYAK
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC6528537|XP_002089583.1|DYAK
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC6536775|XP_002097346.1|DYAK
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC6535581|XP_002096210.1|DYAK
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC6538288|XP_002098815.3|DYAK
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC6538924|XP_002099428.1|DYAK
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC6529549|XP_002090547.1|DYAK
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC6529466|XP_002090468.1|DYAK
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC6526759|XP_002087862.1|DYAK
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC6529548|XP_002090546.1|DYAK
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC6537140|XP_002097701.1|DYAK
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC6530385|XP_002091311.1|DYAK
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC6531447|XP_002092250.1|DYAK
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC6534290|XP_039230812.1|DYAK
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC6532269|XP_002093041.1|DYAK
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC6528218|XP_002089280.1|DYAK
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC6533825|XP_002094525.2|DYAK
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC6528970|XP_002090002.1|DYAK
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC26534896|XP_015054561.1|DYAK
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC6537804|XP_002098345.1|DYAK
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC6524611|XP_002100468.1|DYAK
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC6525844|XP_002101664.1|DYAK
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC6523958|XP_002099830.2|DYAK
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC6524712|XP_002100556.1|DYAK
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC6530571|XP_002091484.3|DYAK
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC6531957|XP_002092743.2|DYAK
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC6524428|XP_039233545.1|DYAK
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC6536403|XP_002096985.1|DYAK
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC6525826|XP_002101646.1|DYAK
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC6538493|XP_002099015.1|DYAK
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC6525045|XP_002100884.1|DYAK
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC26534786|XP_015050738.1|DYAK
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC6535758|XP_002096381.3|DYAK
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC6531586|XP_002092384.1|DYAK
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC6534429|XP_002095106.1|DYAK
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC6526741|XP_002087844.1|DYAK
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC6526988|XP_002088084.1|DYAK
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC6539038|XP_002099540.1|DYAK
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC6524918|XP_039226134.1|DYAK
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC6525135|XP_039232754.1|DYAK
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC6538277|XP_002098804.1|DYAK
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC6536932|XP_002097501.1|DYAK
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC6535885|XP_039231054.1|DYAK
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC6531499|XP_002092298.1|DYAK
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC6526523|XP_039227731.1|DYAK
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC6538703|XP_002099218.1|DYAK
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC6533372|XP_002094097.1|DYAK
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC6539033|XP_002099535.1|DYAK
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC6524604|XP_002100461.3|DYAK
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC6533404|XP_015049989.1|DYAK
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC6530755|XP_002091645.1|DYAK
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC6530021|XP_039228086.1|DYAK
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC6536713|XP_002097285.2|DYAK
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC6525772|XP_039231551.1|DYAK
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC6525703|XP_002101525.1|DYAK
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC6537308|XP_002097866.2|DYAK
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC6527446|XP_002088538.1|DYAK
OG0008733	LOC119652236|XP_037912135.1|HILL, LOC119656993|XP_037919656.1|HILL	LOC26534685|XP_015044758.2|DYAK
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC6535282|XP_002095938.1|DYAK
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC6530793|XP_002091676.1|DYAK
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC6529283|XP_002090288.1|DYAK
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC6536281|XP_002096867.3|DYAK
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC6527095|XP_002088188.1|DYAK
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC6534763|XP_002095438.1|DYAK
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC6528817|XP_002089849.2|DYAK
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC6528774|XP_002089808.1|DYAK
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC6532765|XP_002093507.1|DYAK
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC6529298|XP_002090303.1|DYAK
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC6525896|XP_039228904.1|DYAK
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC6535706|XP_015047285.1|DYAK
OG0008747	LOC119648496|XP_037906190.1|HILL, LOC119649072|XP_037906993.1|HILL	LOC6539791|XP_039230285.1|DYAK
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC6526398|XP_002087517.1|DYAK
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC6527942|XP_002089009.1|DYAK
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC6536020|XP_002096635.1|DYAK
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC6536273|XP_002096859.2|DYAK
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC6533667|XP_002094373.1|DYAK
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC6535600|XP_002096228.2|DYAK
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC6537710|XP_039231703.1|DYAK
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC6526365|XP_002087486.1|DYAK
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC6527264|XP_015053652.2|DYAK
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC6530084|XP_002091030.1|DYAK
OG0008766	LOC119646230|XP_037902548.1|HILL	LOC6526471|XP_002087589.2|DYAK
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC6528417|XP_015054374.1|DYAK
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC26536020|XP_015051178.1|DYAK
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC6530812|XP_002091695.1|DYAK
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC6531282|XP_015051228.1|DYAK
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC6524024|XP_002099896.1|DYAK
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC6532598|XP_015049449.1|DYAK
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC6531788|XP_002092575.1|DYAK
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC26535150|XP_039230613.1|DYAK
OG0008795	LOC119660196|XP_037924544.1|HILL	LOC6537242|XP_002097800.1|DYAK
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC6525690|XP_002101512.1|DYAK
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC6524888|XP_002100728.1|DYAK
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC6524972|XP_015046009.1|DYAK
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC6524590|XP_039226439.1|DYAK
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC26536173|XP_015048197.1|DYAK
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC6536419|XP_015047741.1|DYAK
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC6531954|XP_002092740.1|DYAK
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC26535265|XP_015050101.1|DYAK, LOC120321931|XP_039232149.1|DYAK
OG0008820	LOC119651683|XP_037911310.1|HILL	LOC6527867|XP_002088939.1|DYAK
OG0008821	LOC119659241|XP_037923149.1|HILL	LOC6526177|XP_039233651.1|DYAK
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC6528028|XP_002089095.1|DYAK
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC6525278|XP_002101114.2|DYAK
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC6533981|XP_002094676.2|DYAK
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC6524487|XP_002100344.1|DYAK
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC120320586|XP_039226588.1|DYAK
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC6524466|XP_039233535.1|DYAK
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC6524467|XP_002100324.1|DYAK
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC6525341|XP_002101177.1|DYAK
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC6538583|XP_002099105.1|DYAK
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC6528672|XP_015054310.1|DYAK
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC6527893|XP_002088965.1|DYAK
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC6530174|XP_002091114.2|DYAK
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC6532798|XP_002093535.1|DYAK
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC6532810|XP_002093547.1|DYAK
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC6529011|XP_002090043.1|DYAK
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC6531356|XP_002092159.2|DYAK
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC6526360|XP_002087482.1|DYAK
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC6523702|XP_015046746.1|DYAK
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC6533313|XP_002094039.2|DYAK
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC6535471|XP_002096102.2|DYAK
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC6533547|XP_002094257.1|DYAK
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC6528653|XP_002089695.1|DYAK
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC6536665|XP_002097237.1|DYAK
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC6530551|XP_002091466.2|DYAK
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC6526254|XP_002087376.1|DYAK
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC6525350|XP_002101186.1|DYAK
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC6535199|XP_002095858.2|DYAK
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC6534982|XP_002095652.1|DYAK
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC6534027|XP_015050371.1|DYAK
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC6526973|XP_002088069.1|DYAK
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC6531448|XP_002092251.1|DYAK
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC6530063|XP_002091009.1|DYAK
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC6523733|XP_015046861.1|DYAK
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC6533918|XP_002094618.1|DYAK
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC6527732|XP_002088815.1|DYAK
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC6532059|XP_002092836.1|DYAK
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC6536369|XP_002096951.1|DYAK
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC6538484|XP_002099008.1|DYAK
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC6529696|XP_002090689.1|DYAK
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC6531382|XP_002092185.1|DYAK
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC6530773|XP_002091661.1|DYAK
