Orthogroup	HILL.longest_only	BTRY.longest_only
OG0006311	LOC119657319|XP_037920107.1|HILL	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY
OG0006312	LOC119657573|XP_037920467.1|HILL	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY
OG0006313	LOC119657522|XP_037920392.1|HILL	LOC120774937|XP_039960751.1|BTRY
OG0006314	LOC119657619|XP_037920550.1|HILL	LOC120775718|XP_039961964.1|BTRY
OG0006315	LOC119658594|XP_037921982.1|HILL	LOC120781821|XP_039969976.1|BTRY
OG0006316	LOC119658115|XP_037921310.1|HILL	LOC120774393|XP_039959944.1|BTRY
OG0006317	LOC119657569|XP_037920457.1|HILL	LOC120776086|XP_039962496.1|BTRY
OG0006318	LOC119656713|XP_037919160.1|HILL	LOC120773882|XP_039958986.1|BTRY
OG0006319	LOC119656573|XP_037918888.1|HILL	LOC120775930|XP_039962270.1|BTRY
OG0006320	LOC119657375|XP_037920188.1|HILL	LOC120775128|XP_039961086.1|BTRY
OG0006321	LOC119658231|XP_037921436.1|HILL	LOC120775394|XP_039961488.1|BTRY
OG0006322	LOC119657426|XP_037920256.1|HILL	LOC120766894|XP_039948578.1|BTRY
OG0006323	LOC119658021|XP_037921178.1|HILL	LOC120774995|XP_039960848.1|BTRY
OG0006324	LOC119657267|XP_037920027.1|HILL	LOC120773858|XP_039958942.1|BTRY
OG0006325	LOC119660418|XP_037924893.1|HILL	LOC120777315|XP_039964491.1|BTRY
OG0006326	LOC119657446|XP_037920285.1|HILL	LOC120774470|XP_039960060.1|BTRY
OG0006327	LOC119646562|XP_037902969.1|HILL	LOC120766266|XP_039947588.1|BTRY
OG0006328	LOC119653087|XP_037913509.1|HILL	LOC120766862|XP_039948525.1|BTRY
OG0006329	LOC119658055|XP_037921228.1|HILL	LOC120773844|XP_039958908.1|BTRY
OG0006330	LOC119659277|XP_037923213.1|HILL	LOC120771711|XP_039955797.1|BTRY
OG0006331	LOC119657901|XP_037920985.1|HILL	LOC120773513|XP_039958402.1|BTRY
OG0006332	LOC119658073|XP_037921260.1|HILL	LOC120775514|XP_039961656.1|BTRY
OG0006333	LOC119656742|XP_037919224.1|HILL	LOC120773785|XP_039958808.1|BTRY
OG0006334	LOC119658025|XP_037921185.1|HILL	LOC120776134|XP_039962600.1|BTRY
OG0006335	LOC119657232|XP_037919976.1|HILL	LOC120766187|XP_039947476.1|BTRY
OG0006336	LOC119657754|XP_037920736.1|HILL	LOC120775008|XP_039960875.1|BTRY
OG0006337	LOC119656748|XP_037919235.1|HILL	LOC120774444|XP_039960019.1|BTRY
OG0006338	LOC119651427|XP_037910952.1|HILL	LOC120777508|XP_039964802.1|BTRY
OG0006339	LOC119658408|XP_037921727.1|HILL	LOC120774989|XP_039960831.1|BTRY
OG0006340	LOC119657002|XP_037919668.1|HILL	LOC120774396|XP_039959948.1|BTRY
OG0006341	LOC119656752|XP_037919243.1|HILL	LOC120774199|XP_039959574.1|BTRY
OG0006342	LOC119657246|XP_037919989.1|HILL	LOC120773900|XP_039959009.1|BTRY
OG0006343	LOC119658371|XP_037921660.1|HILL	LOC120775209|XP_039961207.1|BTRY
OG0006344	LOC119658428|XP_037921755.1|HILL	LOC120775644|XP_039961833.1|BTRY
OG0006345	LOC119652963|XP_037913287.1|HILL	LOC120782587|XP_039970873.1|BTRY
OG0006346	LOC119652410|XP_037912450.1|HILL	LOC120774392|XP_039959946.1|BTRY
OG0006347	LOC119650662|XP_037909530.1|HILL	LOC120781355|XP_039969493.1|BTRY
OG0006348	LOC119658012|XP_037921166.1|HILL	LOC120776067|XP_039962465.1|BTRY
OG0006349	LOC119657965|XP_037921097.1|HILL	LOC120773515|XP_039958404.1|BTRY
OG0006350	LOC119652628|XP_037912803.1|HILL	LOC120782723|XP_039971081.1|BTRY
OG0006351	LOC119656588|XP_037918924.1|HILL	LOC120774338|XP_039959832.1|BTRY
OG0006352	LOC119657388|XP_037920201.1|HILL	LOC120774300|XP_039959756.1|BTRY
OG0006353	LOC119657917|XP_037921031.1|HILL	LOC120775306|XP_039961373.1|BTRY
OG0006354	LOC119658842|XP_037922516.1|HILL	LOC120767667|XP_039949777.1|BTRY
OG0006355	LOC119656764|XP_037919270.1|HILL	LOC120775046|XP_039960955.1|BTRY
OG0006356	LOC119657845|XP_037920895.1|HILL	LOC120773346|XP_039958100.1|BTRY
OG0006357	LOC119656937|XP_037919564.1|HILL	LOC120773588|XP_039958513.1|BTRY
OG0006358	LOC119657982|XP_037921123.1|HILL	LOC120778594|XP_039966399.1|BTRY
OG0006359	LOC119658265|XP_037921485.1|HILL	LOC120782410|XP_039970592.1|BTRY
OG0006360	LOC119657256|XP_037920012.1|HILL	LOC120773843|XP_039958907.1|BTRY, LOC120774549|XP_039960213.1|BTRY
OG0006361	LOC119656011|XP_037918187.1|HILL	LOC120775273|XP_039961304.1|BTRY
OG0006362	LOC119656952|XP_037919595.1|HILL	LOC120774542|XP_039960203.1|BTRY
OG0006363	LOC119657147|XP_037919852.1|HILL	LOC120776010|XP_039962387.1|BTRY
OG0006364	LOC119657227|XP_037919968.1|HILL	LOC120775609|XP_039961783.1|BTRY
OG0006365	LOC119658344|XP_037921618.1|HILL	LOC120775598|XP_039961771.1|BTRY
OG0006366	LOC119658346|XP_037921627.1|HILL	LOC120776002|XP_039962368.1|BTRY
OG0006367	LOC119658283|XP_037921501.1|HILL	LOC120774819|XP_039960559.1|BTRY
OG0006368	LOC119657275|XP_037920042.1|HILL	LOC120773881|XP_039958988.1|BTRY
OG0006369	LOC119657652|XP_037920593.1|HILL	LOC120766272|XP_039947606.1|BTRY
OG0006370	LOC119657914|XP_037921028.1|HILL	LOC120774105|XP_039959396.1|BTRY
OG0006371	LOC119658014|XP_037921171.1|HILL	LOC120780345|XP_039968574.1|BTRY
OG0006372	LOC119657756|XP_037920739.1|HILL	LOC120781805|XP_039969962.1|BTRY
OG0006373	LOC119657811|XP_037920841.1|HILL	LOC120775565|XP_039961725.1|BTRY
OG0006374	LOC119657542|XP_037920412.1|HILL	LOC120774723|XP_039960408.1|BTRY
OG0006375	LOC119657712|XP_037920679.1|HILL	LOC120773511|XP_039958396.1|BTRY
OG0006376	LOC119656835|XP_037919413.1|HILL	LOC120773394|XP_039958178.1|BTRY
OG0006377	LOC119656519|XP_037918791.1|HILL	LOC120775263|XP_039961282.1|BTRY
OG0006378	LOC119651412|XP_037910933.1|HILL	LOC120766941|XP_039948625.1|BTRY
OG0006379	LOC119658386|XP_037921681.1|HILL	LOC120775300|XP_039961354.1|BTRY
OG0006380	LOC119656870|XP_037919456.1|HILL	LOC120773896|XP_039959006.1|BTRY
OG0006381	LOC119656826|XP_037919399.1|HILL	LOC120775912|XP_039962238.1|BTRY
OG0006382	LOC119657587|XP_037920495.1|HILL	LOC120774007|XP_039959221.1|BTRY
OG0006383	LOC119656756|XP_037919250.1|HILL	LOC120773774|XP_039958791.1|BTRY
OG0006384	LOC119658520|XP_037921924.1|HILL	LOC120775779|XP_039962049.1|BTRY
OG0006385	LOC119651541|XP_037911100.1|HILL	LOC120782295|XP_039970434.1|BTRY
OG0006386	LOC119651430|XP_037910955.1|HILL	LOC120782413|XP_039970596.1|BTRY
OG0006387	LOC119656953|XP_037919599.1|HILL	LOC120766636|XP_039948188.1|BTRY
OG0006388	LOC119656483|XP_037918735.1|HILL	LOC120776205|XP_039962774.1|BTRY
OG0006389	LOC119656484|XP_037918736.1|HILL	LOC120776206|XP_039962775.1|BTRY
OG0006390	LOC119657832|XP_037920877.1|HILL	LOC120769285|XP_039952143.1|BTRY
OG0006391	LOC119652428|XP_037912480.1|HILL	LOC120766746|XP_039948350.1|BTRY
OG0006392	LOC119659212|XP_037923112.1|HILL	LOC120774635|XP_039960293.1|BTRY, LOC120780420|XP_039968634.1|BTRY
OG0006393	LOC119657229|XP_037919969.1|HILL	LOC120775953|XP_039962298.1|BTRY
OG0006394	LOC119652357|XP_037912368.1|HILL	LOC120768287|XP_039950850.1|BTRY
OG0006395	LOC119657625|XP_037920556.1|HILL	LOC120782730|XP_039971093.1|BTRY
OG0006396	LOC119655705|XP_037917650.1|HILL	LOC120774152|XP_039959494.1|BTRY
OG0006397	LOC119657447|XP_037920286.1|HILL	LOC120773993|XP_039959193.1|BTRY
OG0006398	LOC119657281|XP_037920053.1|HILL	LOC120773743|XP_039958738.1|BTRY
OG0006399	LOC119656674|XP_037919086.1|HILL	LOC120774477|XP_039960069.1|BTRY
OG0006400	LOC119656672|XP_037919083.1|HILL	LOC120774476|XP_039960067.1|BTRY
OG0006401	LOC119649334|XP_037907366.1|HILL	LOC120778262|XP_039965973.1|BTRY
OG0006402	LOC119656578|XP_037918896.1|HILL	LOC120782178|XP_039970252.1|BTRY
OG0006403	LOC119650975|XP_037910166.1|HILL	LOC120782489|XP_039970725.1|BTRY
OG0006404	LOC119650854|XP_037909932.1|HILL	LOC120771718|XP_039955809.1|BTRY
OG0006405	LOC119648583|XP_037906282.1|HILL	LOC120782781|XP_039971183.1|BTRY
OG0006406	LOC119659855|XP_037924088.1|HILL	LOC120772931|XP_039957769.1|BTRY
OG0006407	LOC119657038|XP_037919720.1|HILL	LOC120775102|XP_039961049.1|BTRY
OG0006408	LOC119657109|XP_037919796.1|HILL	LOC120775847|XP_039962151.1|BTRY
OG0006409	LOC119652401|XP_037912436.1|HILL	LOC120776073|XP_039962477.1|BTRY
OG0006410	LOC119654552|XP_037915930.1|HILL	LOC120775612|XP_039961788.1|BTRY
OG0006411	LOC119657534|XP_037920405.1|HILL	LOC120773897|XP_039959007.1|BTRY
OG0006412	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL	LOC120782612|XP_039970913.1|BTRY
OG0006413	LOC119652009|XP_037911868.1|HILL	LOC120782865|XP_039971338.1|BTRY
OG0006414	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL	LOC120777682|XP_039965089.1|BTRY
OG0006415	LOC119658695|XP_037922211.1|HILL	LOC120773730|XP_039958720.1|BTRY
OG0006416	LOC119658446|XP_037921778.1|HILL	LOC120775401|XP_039961496.1|BTRY
OG0006417	LOC119656745|XP_037919232.1|HILL	LOC120774353|XP_039959872.1|BTRY
OG0006418	LOC119657371|XP_037920182.1|HILL	LOC120774434|XP_039960008.1|BTRY
OG0006419	LOC119651858|XP_037911590.1|HILL	LOC120782667|XP_039970982.1|BTRY
OG0006420	LOC119653187|XP_037913668.1|HILL	LOC120770012|XP_039953042.1|BTRY
OG0006421	LOC119660392|XP_037924854.1|HILL	LOC120768011|XP_039950372.1|BTRY
OG0006422	LOC119652522|XP_037912647.1|HILL	LOC120779335|XP_039967469.1|BTRY
OG0006423	LOC119657644|XP_037920578.1|HILL	LOC120782524|XP_039970767.1|BTRY
OG0006424	LOC119657179|XP_037919896.1|HILL	LOC120772249|XP_039956688.1|BTRY
OG0006425	LOC119657850|XP_037920901.1|HILL	LOC120781629|XP_039969797.1|BTRY
OG0006426	LOC119657851|XP_037920902.1|HILL	LOC120781623|XP_039969791.1|BTRY
OG0006427	LOC119658000|XP_037921148.1|HILL	LOC120782374|XP_039970548.1|BTRY
OG0006428	LOC119650999|XP_037910211.1|HILL	LOC120782647|XP_039970953.1|BTRY
OG0006429	LOC119658364|XP_037921653.1|HILL	LOC120782874|XP_039971350.1|BTRY
OG0006430	LOC119651177|XP_037910532.1|HILL	LOC120776465|XP_039963066.1|BTRY
OG0006431	LOC119651765|XP_037911433.1|HILL	LOC120777560|XP_039964890.1|BTRY
OG0006432	LOC119653072|XP_037913482.1|HILL	LOC120772266|XP_039956706.1|BTRY
OG0006433	LOC119651062|XP_037910322.1|HILL	LOC120782560|XP_039970827.1|BTRY
OG0006434	LOC119661257|XP_037926436.1|HILL	LOC120768654|XP_039951361.1|BTRY
OG0006435	LOC119650902|XP_037910011.1|HILL	LOC120776808|XP_039963746.1|BTRY
OG0006436	LOC119656487|XP_037918740.1|HILL	LOC120775924|XP_039962263.1|BTRY
OG0006437	LOC119656489|XP_037918742.1|HILL	LOC120774288|XP_039959715.1|BTRY
OG0006438	LOC119659349|XP_037923326.1|HILL	LOC120767350|XP_039949249.1|BTRY
OG0006439	LOC119652371|XP_037912396.1|HILL	LOC120779268|XP_039967451.1|BTRY
OG0006440	LOC119651935|XP_037911703.1|HILL	LOC120778611|XP_039966426.1|BTRY
OG0006442	LOC119660894|XP_037925754.1|HILL	LOC120782285|XP_039970422.1|BTRY
OG0006443	LOC119651314|XP_037910771.1|HILL	LOC120770920|XP_039954591.1|BTRY
OG0006444	LOC119650865|XP_037909954.1|HILL	LOC120775843|XP_039962149.1|BTRY
OG0006445	LOC119653064|XP_037913470.1|HILL	LOC120780402|XP_039968621.1|BTRY
OG0006446	LOC119652953|XP_037913274.1|HILL	LOC120780640|XP_039968836.1|BTRY
OG0006447	LOC119652434|XP_037912503.1|HILL	LOC120780291|XP_039968491.1|BTRY
OG0006448	LOC119651373|XP_037910876.1|HILL	LOC120782403|XP_039970583.1|BTRY
OG0006450	LOC119660754|XP_037925444.1|HILL	LOC120769226|XP_039952057.1|BTRY
OG0006451	LOC119657451|XP_037920291.1|HILL	LOC120774069|XP_039959310.1|BTRY
OG0006453	LOC119652794|XP_037913045.1|HILL	LOC120778135|XP_039965793.1|BTRY
OG0006454	LOC119660990|XP_037926006.1|HILL	LOC120775201|XP_039961198.1|BTRY
OG0006455	LOC119652509|XP_037912627.1|HILL	LOC120766575|XP_039948102.1|BTRY
OG0006456	LOC119652382|XP_037912408.1|HILL	LOC120766337|XP_039947696.1|BTRY
OG0006457	LOC119657853|XP_037920904.1|HILL	LOC120782684|XP_039971009.1|BTRY
OG0006458	LOC119659604|XP_037923702.1|HILL	LOC120768023|XP_039950428.1|BTRY
OG0006459	LOC119651822|XP_037911541.1|HILL	LOC120772711|XP_039957398.1|BTRY
OG0006460	LOC119650568|XP_037909313.1|HILL	LOC120772276|XP_039956719.1|BTRY
OG0006461	LOC119651452|XP_037910986.1|HILL	LOC120771874|XP_039956065.1|BTRY
OG0006462	LOC119651828|XP_037911549.1|HILL	LOC120766256|XP_039947576.1|BTRY
OG0006463	LOC119651817|XP_037911535.1|HILL	LOC120766566|XP_039948090.1|BTRY
OG0006464	LOC119652779|XP_037913018.1|HILL	LOC120777995|XP_039965578.1|BTRY
OG0006465	LOC119654608|XP_037916006.1|HILL	LOC120773523|XP_039958414.1|BTRY
OG0006466	LOC119661145|XP_037926282.1|HILL	LOC120774112|XP_039959406.1|BTRY
OG0006467	LOC119658422|XP_037921745.1|HILL	LOC120782652|XP_039970959.1|BTRY
OG0006468	LOC119651507|XP_037911059.1|HILL	LOC120776859|XP_039963841.1|BTRY
OG0006469	LOC119648566|XP_037906265.1|HILL	LOC120775020|XP_039960906.1|BTRY
OG0006470	LOC119648863|XP_037906675.1|HILL	LOC120776845|XP_039963804.1|BTRY
OG0006471	LOC119651429|XP_037910954.1|HILL	LOC120769262|XP_039952104.1|BTRY
OG0006472	LOC119650981|XP_037910171.1|HILL	LOC120769255|XP_039952093.1|BTRY
OG0006473	LOC119651655|XP_037911266.1|HILL	LOC120776781|XP_039963696.1|BTRY
OG0006474	LOC119651839|XP_037911564.1|HILL	LOC120771478|XP_039955450.1|BTRY
OG0006475	LOC119652621|XP_037912793.1|HILL	LOC120771597|XP_039955607.1|BTRY
OG0006476	LOC119658009|XP_037921161.1|HILL	LOC120775621|XP_039961802.1|BTRY
OG0006477	LOC119657804|XP_037920827.1|HILL	LOC120775585|XP_039961755.1|BTRY
OG0006478	LOC119651264|XP_037910692.1|HILL	LOC120768348|XP_039950939.1|BTRY
OG0006479	LOC119653217|XP_037913717.1|HILL	LOC120766197|XP_039947491.1|BTRY
OG0006480	LOC119652619|XP_037912791.1|HILL	LOC120772893|XP_039957699.1|BTRY
OG0006481	LOC119657111|XP_037919798.1|HILL	LOC120775427|XP_039961545.1|BTRY
OG0006482	LOC119652919|XP_037913234.1|HILL	LOC120774335|XP_039959831.1|BTRY
OG0006483	LOC119659278|XP_037923215.1|HILL	LOC120766654|XP_039948220.1|BTRY
OG0006484	LOC119659572|XP_037923654.1|HILL	LOC120766655|XP_039948221.1|BTRY
OG0006485	LOC119650887|XP_037909991.1|HILL	LOC120780709|XP_039968905.1|BTRY
OG0006486	LOC119659813|XP_037924022.1|HILL	LOC120782267|XP_039970375.1|BTRY
OG0006487	LOC119657932|XP_037921048.1|HILL	LOC120780371|XP_039968598.1|BTRY
OG0006488	LOC119658238|XP_037921443.1|HILL	LOC120775271|XP_039961300.1|BTRY
OG0006489	LOC119660606|XP_037925222.1|HILL	LOC120767054|XP_039948844.1|BTRY
OG0006490	LOC119651103|XP_037910388.1|HILL	LOC120774165|XP_039959523.1|BTRY
OG0006491	LOC119651712|XP_037911354.1|HILL	LOC120768643|XP_039951347.1|BTRY
OG0006492	LOC119653214|XP_037913712.1|HILL	LOC120782535|XP_039970799.1|BTRY
OG0006493	LOC119656486|XP_037918738.1|HILL	LOC120774373|XP_039959902.1|BTRY
OG0006494	LOC119656698|XP_037919131.1|HILL	LOC120773341|XP_039958089.1|BTRY
OG0006495	LOC119657028|XP_037919706.1|HILL	LOC120773734|XP_039958724.1|BTRY
OG0006496	LOC119651027|XP_037910267.1|HILL	LOC120776688|XP_039963506.1|BTRY
OG0006498	LOC119653040|XP_037913424.1|HILL	LOC120778947|XP_039966947.1|BTRY
OG0006499	LOC119657758|XP_037920742.1|HILL	LOC120774568|XP_039960239.1|BTRY
OG0006500	LOC119661012|XP_037926087.1|HILL	LOC120766568|XP_039948128.1|BTRY
OG0006501	LOC119656671|XP_037919082.1|HILL	LOC120769116|XP_039951914.1|BTRY
OG0006502	LOC119653085|XP_037913506.1|HILL	LOC120778204|XP_039965893.1|BTRY
OG0006503	LOC119651191|XP_037910557.1|HILL	LOC120782172|XP_039970242.1|BTRY
OG0006504	LOC119651519|XP_037911078.1|HILL	LOC120775355|XP_039961451.1|BTRY
OG0006505	LOC119657263|XP_037920022.1|HILL	LOC120766576|XP_039948103.1|BTRY
OG0006506	LOC119658062|XP_037921243.1|HILL	LOC120766734|XP_039948320.1|BTRY
OG0006507	LOC119660184|XP_037924523.1|HILL	LOC120782687|XP_039971011.1|BTRY
OG0006508	LOC119660356|XP_037924783.1|HILL	LOC120766626|XP_039948174.1|BTRY
OG0006509	LOC119658452|XP_037921787.1|HILL	LOC120773614|XP_039958548.1|BTRY
OG0006510	LOC119653249|XP_037913783.1|HILL	LOC120767077|XP_039948874.1|BTRY
OG0006512	LOC119653193|XP_037913681.1|HILL	LOC120782305|XP_039970449.1|BTRY
OG0006513	LOC119653075|XP_037913487.1|HILL	LOC120766536|XP_039948041.1|BTRY
OG0006514	LOC119652574|XP_037912716.1|HILL	LOC120781482|XP_039969639.1|BTRY
OG0006515	LOC119652573|XP_037912715.1|HILL	LOC120774262|XP_039959668.1|BTRY
OG0006516	LOC119651653|XP_037911264.1|HILL	LOC120766672|XP_039948246.1|BTRY
OG0006517	LOC119651985|XP_037911828.1|HILL	LOC120772804|XP_039957525.1|BTRY
OG0006518	LOC119652349|XP_037912317.1|HILL	LOC120769448|XP_039952375.1|BTRY
OG0006519	LOC119652695|XP_037912900.1|HILL	LOC120772831|XP_039957575.1|BTRY
OG0006520	LOC119651182|XP_037910540.1|HILL	LOC120776143|XP_039962621.1|BTRY
OG0006521	LOC119652980|XP_037913317.1|HILL	LOC120782656|XP_039970963.1|BTRY
OG0006522	LOC119650619|XP_037909436.1|HILL	LOC120766673|XP_039948250.1|BTRY
OG0006523	LOC119653189|XP_037913674.1|HILL	LOC120779506|XP_039967750.1|BTRY
OG0006524	LOC119658312|XP_037921562.1|HILL	LOC120767939|XP_039950240.1|BTRY
OG0006525	LOC119657066|XP_037919747.1|HILL	LOC120774860|XP_039960622.1|BTRY
OG0006526	LOC119651732|XP_037911388.1|HILL	LOC120782762|XP_039971158.1|BTRY
OG0006527	LOC119651540|XP_037911099.1|HILL	LOC120766617|XP_039948162.1|BTRY
OG0006529	LOC119652404|XP_037912438.1|HILL	LOC120767071|XP_039948863.1|BTRY
OG0006530	LOC119652934|XP_037913252.1|HILL	LOC120766558|XP_039948082.1|BTRY
OG0006531	LOC119652436|XP_037912506.1|HILL	LOC120766953|XP_039948672.1|BTRY
OG0006533	LOC119652743|XP_037912970.1|HILL	LOC120772660|XP_039957326.1|BTRY
OG0006534	LOC119651146|XP_037910478.1|HILL	LOC120771285|XP_039955150.1|BTRY
OG0006535	LOC119650683|XP_037909571.1|HILL	LOC120771533|XP_039955526.1|BTRY
OG0006536	LOC119651773|XP_037911455.1|HILL	LOC120767095|XP_039948910.1|BTRY
OG0006537	LOC119651281|XP_037910718.1|HILL	LOC120766718|XP_039948299.1|BTRY
OG0006538	LOC119652334|XP_037912274.1|HILL	LOC120776053|XP_039962448.1|BTRY
OG0006539	LOC119651829|XP_037911550.1|HILL	LOC120782160|XP_039970226.1|BTRY
OG0006540	LOC119652783|XP_037913026.1|HILL	LOC120778935|XP_039966920.1|BTRY
OG0006541	LOC119651498|XP_037911043.1|HILL	LOC120767192|XP_039948930.1|BTRY
OG0006542	LOC119651499|XP_037911044.1|HILL	LOC120776364|XP_039962876.1|BTRY
OG0006543	LOC119650745|XP_037909746.1|HILL	LOC120782474|XP_039970702.1|BTRY
OG0006544	LOC119659523|XP_037923587.1|HILL	LOC120782317|XP_039970468.1|BTRY
OG0006545	LOC119651305|XP_037910760.1|HILL	LOC120774967|XP_039960790.1|BTRY
OG0006546	LOC119652898|XP_037913199.1|HILL	LOC120771359|XP_039955253.1|BTRY
OG0006547	LOC119652369|XP_037912390.1|HILL	LOC120766470|XP_039947947.1|BTRY
OG0006548	LOC119657121|XP_037919813.1|HILL	LOC120778349|XP_039966075.1|BTRY
OG0006549	LOC119660221|XP_037924587.1|HILL	LOC120782426|XP_039970611.1|BTRY
OG0006550	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL	LOC120781326|XP_039969461.1|BTRY
OG0006551	LOC119656782|XP_037919295.1|HILL	LOC120775985|XP_039962350.1|BTRY
OG0006552	LOC119657003|XP_037919669.1|HILL	LOC120775312|XP_039961381.1|BTRY
OG0006553	LOC119652849|XP_037913129.1|HILL	LOC120766711|XP_039948291.1|BTRY
OG0006554	LOC119652536|XP_037912665.1|HILL	LOC120766851|XP_039948505.1|BTRY
OG0006555	LOC119651458|XP_037910992.1|HILL	LOC120779484|XP_039967705.1|BTRY
OG0006557	LOC119660277|XP_037924675.1|HILL	LOC120773749|XP_039958747.1|BTRY
OG0006558	LOC119646603|XP_037903027.1|HILL	LOC120766451|XP_039947901.1|BTRY
OG0006559	LOC119652796|XP_037913046.1|HILL	LOC120766798|XP_039948433.1|BTRY
OG0006560	LOC119651149|XP_037910482.1|HILL	LOC120767036|XP_039948815.1|BTRY
OG0006561	LOC119651148|XP_037910481.1|HILL	LOC120775332|XP_039961411.1|BTRY
OG0006562	LOC119652452|XP_037912525.1|HILL	LOC120782666|XP_039970979.1|BTRY
OG0006563	LOC119652630|XP_037912805.1|HILL	LOC120779690|XP_039967985.1|BTRY
OG0006564	LOC119652651|XP_037912828.1|HILL	LOC120766219|XP_039947527.1|BTRY
OG0006565	LOC119652367|XP_037912387.1|HILL	LOC120782443|XP_039970664.1|BTRY
OG0006566	LOC119651112|XP_037910407.1|HILL	LOC120779469|XP_039967674.1|BTRY
OG0006567	LOC119656536|XP_037918810.1|HILL	LOC120771829|XP_039955999.1|BTRY
OG0006568	LOC119656537|XP_037918811.1|HILL	LOC120771822|XP_039955985.1|BTRY
OG0006569	LOC119658819|XP_037922471.1|HILL	LOC120776765|XP_039963662.1|BTRY
OG0006570	LOC119658841|XP_037922514.1|HILL	LOC120782506|XP_039970748.1|BTRY
OG0006571	LOC119651702|XP_037911343.1|HILL	LOC120779980|XP_039968211.1|BTRY
OG0006572	LOC119656551|XP_037918845.1|HILL	LOC120780596|XP_039968788.1|BTRY
OG0006573	LOC119652575|XP_037912717.1|HILL	LOC120766336|XP_039947695.1|BTRY
OG0006574	LOC119651224|XP_037910616.1|HILL	LOC120772226|XP_039956655.1|BTRY
OG0006575	LOC119657045|XP_037919727.1|HILL	LOC120776144|XP_039962618.1|BTRY
OG0006576	LOC119657999|XP_037921147.1|HILL	LOC120771128|XP_039954922.1|BTRY
OG0006577	LOC119651460|XP_037910994.1|HILL	LOC120780700|XP_039968898.1|BTRY
OG0006578	LOC119652253|XP_037912162.1|HILL	LOC120771146|XP_039954950.1|BTRY
OG0006579	LOC119656902|XP_037919514.1|HILL	LOC120771078|XP_039954832.1|BTRY
OG0006580	LOC119657922|XP_037921037.1|HILL	LOC120779410|XP_039967544.1|BTRY
OG0006581	LOC119660486|XP_037925003.1|HILL	LOC120782505|XP_039970747.1|BTRY
OG0006582	LOC119659834|XP_037924058.1|HILL	LOC120766459|XP_039947921.1|BTRY
OG0006583	LOC119651628|XP_037911217.1|HILL	LOC120773421|XP_039958623.1|BTRY
OG0006584	LOC119646970|XP_037903600.1|HILL	LOC120769458|XP_039952402.1|BTRY
OG0006585	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL	LOC120775131|XP_039961093.1|BTRY
OG0006586	LOC119652220|XP_037912090.1|HILL	LOC120771299|XP_039955206.1|BTRY
OG0006587	LOC119652217|XP_037912087.1|HILL	LOC120771122|XP_039954909.1|BTRY
OG0006588	LOC119653122|XP_037913576.1|HILL	LOC120766752|XP_039948358.1|BTRY
OG0006589	LOC119653155|XP_037913623.1|HILL	LOC120782746|XP_039971122.1|BTRY
OG0006590	LOC119653132|XP_037913589.1|HILL	LOC120766681|XP_039948256.1|BTRY
OG0006591	LOC119648435|XP_037906118.1|HILL	LOC120778859|XP_039966823.1|BTRY
OG0006592	LOC119652647|XP_037912824.1|HILL	LOC120767025|XP_039948795.1|BTRY
OG0006593	LOC119652646|XP_037912822.1|HILL	LOC120767024|XP_039948794.1|BTRY
OG0006594	LOC119648050|XP_037905441.1|HILL	LOC120778131|XP_039965776.1|BTRY
OG0006595	LOC119658874|XP_037922572.1|HILL	LOC120770024|XP_039953057.1|BTRY
OG0006596	LOC119659414|XP_037923416.1|HILL	LOC120771068|XP_039954809.1|BTRY
OG0006597	LOC119648678|XP_037906399.1|HILL	LOC120778276|XP_039965994.1|BTRY
OG0006598	LOC119649983|XP_037908353.1|HILL	LOC120769073|XP_039951865.1|BTRY
OG0006599	LOC119647869|XP_037905067.1|HILL	LOC120778958|XP_039966967.1|BTRY
OG0006600	LOC119650219|XP_037908721.1|HILL	LOC120776377|XP_039962904.1|BTRY
OG0006601	LOC119647715|XP_037904735.1|HILL	LOC120778713|XP_039966609.1|BTRY
OG0006602	LOC119647716|XP_037904736.1|HILL	LOC120778714|XP_039966610.1|BTRY
OG0006603	LOC119649936|XP_037908284.1|HILL	LOC120778170|XP_039965840.1|BTRY
OG0006604	LOC119648393|XP_037906059.1|HILL	LOC120778457|XP_039966188.1|BTRY
OG0006605	LOC119657847|XP_037920897.1|HILL	LOC120775944|XP_039962288.1|BTRY
OG0006606	LOC119648454|XP_037906139.1|HILL	LOC120777446|XP_039964695.1|BTRY
OG0006607	LOC119647644|XP_037904634.1|HILL	LOC120776478|XP_039963087.1|BTRY
OG0006608	LOC119648457|XP_037906142.1|HILL	LOC120766599|XP_039948138.1|BTRY
OG0006609	LOC119648766|XP_037906523.1|HILL	LOC120777781|XP_039965239.1|BTRY
OG0006610	LOC119647929|XP_037905190.1|HILL	LOC120777573|XP_039964911.1|BTRY
OG0006611	LOC119648127|XP_037905576.1|HILL	LOC120777181|XP_039964274.1|BTRY
