Orthogroup	HILL.longest_only	DSUP.longest_only
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC119557246|XP_037725860.1|DSUP
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC119556588|XP_037724818.1|DSUP
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC119557779|XP_037726607.1|DSUP
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC119556259|XP_037724231.1|DSUP
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC119558079|XP_037727186.1|DSUP
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC119557845|XP_037726752.1|DSUP
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC119556338|XP_037724358.1|DSUP
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC119557186|XP_037725759.1|DSUP
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC119550927|XP_037715872.1|DSUP
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC119556246|XP_037724207.1|DSUP
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC119563121|XP_037732294.1|DSUP
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC119549477|XP_037713505.1|DSUP
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC119557543|XP_037726244.1|DSUP
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC119557621|XP_037726374.1|DSUP
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC119563320|XP_037732583.1|DSUP
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC119557933|XP_037726871.1|DSUP
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC119555632|XP_037723079.1|DSUP
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC119549945|XP_037714258.1|DSUP
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC119553040|XP_037719032.1|DSUP
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC119559374|XP_037728348.1|DSUP
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC119546771|XP_037709250.1|DSUP
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC119551671|XP_037717052.1|DSUP
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC119562274|XP_037731380.1|DSUP
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC119560597|XP_037730049.1|DSUP
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC119550364|XP_037714932.1|DSUP
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC119554261|XP_037721030.1|DSUP
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC119553472|XP_037719809.1|DSUP
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC119557877|XP_037726806.1|DSUP
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC119556381|XP_037724481.1|DSUP
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC119557175|XP_037725717.1|DSUP
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC119556403|XP_037724508.1|DSUP
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC119556350|XP_037724382.1|DSUP
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC119558216|XP_037727454.1|DSUP
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC119559857|XP_037728890.1|DSUP
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC119546723|XP_037709141.1|DSUP
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC119552125|XP_037717840.1|DSUP
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC119556975|XP_037725422.1|DSUP, LOC119556969|XP_037725407.1|DSUP
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC119554514|XP_037721384.1|DSUP
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC119563451|XP_037732775.1|DSUP
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC119553226|XP_037719426.1|DSUP
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC119549970|XP_037714293.1|DSUP
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC119557031|XP_037725502.1|DSUP
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC119548101|XP_037711118.1|DSUP
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC119548662|XP_037712010.1|DSUP
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC119548766|XP_037712237.1|DSUP
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC119546275|XP_037708376.1|DSUP
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC119550728|XP_037715559.1|DSUP
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC119549350|XP_037713264.1|DSUP
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC119549233|XP_037713051.1|DSUP
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC119548098|XP_037711115.1|DSUP
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC119556087|XP_037723868.1|DSUP
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC119552015|XP_037717679.1|DSUP
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC119549494|XP_037713526.1|DSUP
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC119556610|XP_037724851.1|DSUP
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC119563086|XP_037732244.1|DSUP
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC119552593|XP_037718172.1|DSUP
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC119549202|XP_037712964.1|DSUP
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC119552805|XP_037718573.1|DSUP
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC119549063|XP_037712696.1|DSUP
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC119552811|XP_037718577.1|DSUP
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC119556043|XP_037723765.1|DSUP
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC119553821|XP_037720376.1|DSUP
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC119546000|XP_037707926.1|DSUP
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC119559380|XP_037728363.1|DSUP
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC119562580|XP_037731727.1|DSUP
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC119559067|XP_037728125.1|DSUP
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC119556676|XP_037724968.1|DSUP
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC119561080|XP_037730867.1|DSUP
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC119549349|XP_037713263.1|DSUP
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC119551485|XP_037716775.1|DSUP
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC119551963|XP_037717590.1|DSUP
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC119552581|XP_037718141.1|DSUP
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC119558386|XP_037727842.1|DSUP
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC119557446|XP_037726135.1|DSUP
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC119554778|XP_037721750.1|DSUP
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC119557241|XP_037725854.1|DSUP
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC119556837|XP_037725234.1|DSUP
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC119556598|XP_037724837.1|DSUP
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC119556653|XP_037724920.1|DSUP
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC119556522|XP_037724726.1|DSUP
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC119557594|XP_037726324.1|DSUP
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC119556318|XP_037724332.1|DSUP
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC119547525|XP_037710350.1|DSUP
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC119558098|XP_037727238.1|DSUP
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC119563166|XP_037732355.1|DSUP
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC119549238|XP_037713065.1|DSUP
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC119554772|XP_037721741.1|DSUP
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC119551745|XP_037717189.1|DSUP
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC119559436|XP_037728461.1|DSUP
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC119557017|XP_037725481.1|DSUP
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC119557342|XP_037726006.1|DSUP
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC119554098|XP_037720775.1|DSUP
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC119554886|XP_037721903.1|DSUP
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC119557228|XP_037725838.1|DSUP
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC119556987|XP_037725444.1|DSUP
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC119550642|XP_037715409.1|DSUP
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC119563431|XP_037732745.1|DSUP
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC119548667|XP_037712027.1|DSUP
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC119546116|XP_037708133.1|DSUP
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC119551813|XP_037717305.1|DSUP
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC119546739|XP_037709161.1|DSUP
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC119553645|XP_037720056.1|DSUP
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC119546227|XP_037708294.1|DSUP
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC119556964|XP_037725399.1|DSUP
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC119556475|XP_037724655.1|DSUP
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC119553650|XP_037720065.1|DSUP
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC119556280|XP_037724260.1|DSUP
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC119553247|XP_037719451.1|DSUP
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC119547274|XP_037709988.1|DSUP
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC119558942|XP_037728068.1|DSUP
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC119563165|XP_037732354.1|DSUP
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC119552569|XP_037718121.1|DSUP
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC119554087|XP_037720758.1|DSUP
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC119557672|XP_037726466.1|DSUP
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC119557485|XP_037726182.1|DSUP
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC119556667|XP_037724945.1|DSUP
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC119556511|XP_037724705.1|DSUP
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC119560401|XP_037729757.1|DSUP
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC119561109|XP_037730945.1|DSUP
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC119556671|XP_037724961.1|DSUP
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC119562913|XP_037731985.1|DSUP
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC119550352|XP_037714902.1|DSUP
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC119553716|XP_037720225.1|DSUP
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC119547860|XP_037710824.1|DSUP
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC119551418|XP_037716688.1|DSUP
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC119550041|XP_037714422.1|DSUP
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC119550755|XP_037715609.1|DSUP
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC119557391|XP_037726063.1|DSUP
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC119556204|XP_037724089.1|DSUP
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC119560785|XP_037730342.1|DSUP
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC119548550|XP_037711774.1|DSUP
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC119553592|XP_037719975.1|DSUP
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC119563304|XP_037732564.1|DSUP
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC119549099|XP_037712762.1|DSUP
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC119548632|XP_037711947.1|DSUP
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC119546904|XP_037709458.1|DSUP
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC119560051|XP_037729284.1|DSUP
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC119557064|XP_037725546.1|DSUP
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC119550374|XP_037714953.1|DSUP
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC119551867|XP_037717386.1|DSUP
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC119559934|XP_037729070.1|DSUP
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC119561087|XP_037730891.1|DSUP
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC119546693|XP_037709099.1|DSUP
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC119550894|XP_037715812.1|DSUP
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC119560040|XP_037729271.1|DSUP
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC119549646|XP_037713758.1|DSUP
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC119559445|XP_037728472.1|DSUP
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC119551504|XP_037716798.1|DSUP
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC119558774|XP_037727991.1|DSUP
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC119553838|XP_037720400.1|DSUP
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC119546211|XP_037708274.1|DSUP
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC119560949|XP_037730615.1|DSUP
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC119545830|XP_037707671.1|DSUP
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC119549690|XP_037713834.1|DSUP
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC119562386|XP_037731499.1|DSUP, LOC119562381|XP_037731471.1|DSUP, LOC119562383|XP_037731485.1|DSUP
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC119549239|XP_037713066.1|DSUP
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC119563065|XP_037732207.1|DSUP
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC119563347|XP_037732625.1|DSUP
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC119554478|XP_037721326.1|DSUP
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC119558419|XP_037727906.1|DSUP
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC119547197|XP_037709865.1|DSUP
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC119548820|XP_037712362.1|DSUP
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC119547239|XP_037709946.1|DSUP
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC119546714|XP_037709129.1|DSUP
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC119557976|XP_037726976.1|DSUP
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC119550010|XP_037714361.1|DSUP
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC119551232|XP_037716398.1|DSUP
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC119553505|XP_037719852.1|DSUP
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC119555092|XP_037722238.1|DSUP
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC119546673|XP_037709060.1|DSUP
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC119555538|XP_037722898.1|DSUP
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC119547393|XP_037710170.1|DSUP
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC119548047|XP_037711055.1|DSUP, LOC119547536|XP_037710360.1|DSUP, LOC119548158|XP_037711189.1|DSUP
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC119549092|XP_037712755.1|DSUP
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC119556440|XP_037724602.1|DSUP
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC119558214|XP_037727448.1|DSUP
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC119557512|XP_037726212.1|DSUP
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC119558315|XP_037727651.1|DSUP
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC119549102|XP_037712765.1|DSUP
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC119549378|XP_037713343.1|DSUP
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC119557735|XP_037726548.1|DSUP
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC119560569|XP_037730016.1|DSUP
OG0008690	LOC119651734|XP_037911390.1|HILL	LOC119546063|XP_037708060.1|DSUP
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC119557381|XP_037726053.1|DSUP
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC119547152|XP_037709803.1|DSUP
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC119555258|XP_037722484.1|DSUP
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC119556281|XP_037724261.1|DSUP
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC119553271|XP_037719491.1|DSUP
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC119559972|XP_037729136.1|DSUP
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC119549680|XP_037713814.1|DSUP
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC119552933|XP_037718805.1|DSUP
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC119547959|XP_037710937.1|DSUP
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC119547859|XP_037710819.1|DSUP
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC119555927|XP_037723557.1|DSUP
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC119557971|XP_037726966.1|DSUP
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC119558047|XP_037727123.1|DSUP
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC119549262|XP_037713103.1|DSUP
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC119562957|XP_037732060.1|DSUP
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC119559827|XP_037728846.1|DSUP
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC119551419|XP_037716689.1|DSUP
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC119548767|XP_037712239.1|DSUP
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC119553331|XP_037719594.1|DSUP
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC119554426|XP_037721247.1|DSUP
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC119546496|XP_037708734.1|DSUP
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC119557691|XP_037726492.1|DSUP
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC119553709|XP_037720217.1|DSUP
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC119551951|XP_037717569.1|DSUP
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC119549874|XP_037714101.1|DSUP
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC119555296|XP_037722544.1|DSUP
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC119556796|XP_037725160.1|DSUP
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC119558083|XP_037727193.1|DSUP
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC119545841|XP_037707734.1|DSUP
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC119547065|XP_037709676.1|DSUP
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC119560840|XP_037730419.1|DSUP
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC119550389|XP_037714968.1|DSUP
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC119551799|XP_037717275.1|DSUP
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC119559253|XP_037728255.1|DSUP
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC119561817|XP_037731222.1|DSUP
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC119553703|XP_037720192.1|DSUP
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC119550418|XP_037715008.1|DSUP
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC119549767|XP_037713951.1|DSUP
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC119554673|XP_037721603.1|DSUP, LOC119559630|XP_037728595.1|DSUP
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC119551533|XP_037716851.1|DSUP
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC119558132|XP_037727293.1|DSUP
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC119560227|XP_037729512.1|DSUP
OG0008747	LOC119649072|XP_037906993.1|HILL	LOC119553871|XP_037720452.1|DSUP
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC119548412|XP_037711578.1|DSUP
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC119546986|XP_037709568.1|DSUP
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC119560417|XP_037729781.1|DSUP, LOC119560418|XP_037729782.1|DSUP
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC119562915|XP_037731990.1|DSUP
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC119554229|XP_037720987.1|DSUP
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC119560226|XP_037729511.1|DSUP
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC119560137|XP_037729417.1|DSUP
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC119547117|XP_037709755.1|DSUP
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC119547740|XP_037710659.1|DSUP
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC119550417|XP_037715006.1|DSUP
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC119551264|XP_037716449.1|DSUP
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC119550240|XP_037714738.1|DSUP
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC119550257|XP_037714761.1|DSUP
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC119549291|XP_037713168.1|DSUP
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC119557482|XP_037726179.1|DSUP
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC119552634|XP_037718241.1|DSUP
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC119550747|XP_037715595.1|DSUP
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC119552859|XP_037718671.1|DSUP
OG0008795	LOC119660196|XP_037924544.1|HILL	LOC119546032|XP_037707982.1|DSUP
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC119557687|XP_037726485.1|DSUP
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC119558271|XP_037727570.1|DSUP
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC119556208|XP_037724095.1|DSUP
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC119548668|XP_037712036.1|DSUP
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC119560716|XP_037730256.1|DSUP
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC119551053|XP_037716100.1|DSUP
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC119554222|XP_037720978.1|DSUP, LOC119560865|XP_037730464.1|DSUP
OG0008820	LOC119651683|XP_037911310.1|HILL	LOC119548084|XP_037711098.1|DSUP
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC119546674|XP_037709062.1|DSUP
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC119558100|XP_037727240.1|DSUP
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC119555299|XP_037722543.1|DSUP
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC119556031|XP_037723740.1|DSUP
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC119557263|XP_037725876.1|DSUP
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC119556973|XP_037725417.1|DSUP
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC119556972|XP_037725414.1|DSUP
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC119555840|XP_037723397.1|DSUP
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC119556148|XP_037723977.1|DSUP
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC119550994|XP_037715968.1|DSUP
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC119547306|XP_037710032.1|DSUP
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC119550182|XP_037714647.1|DSUP
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC119552539|XP_037718087.1|DSUP
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC119555322|XP_037722578.1|DSUP
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC119547050|XP_037709655.1|DSUP
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC119549873|XP_037714100.1|DSUP
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC119547169|XP_037709824.1|DSUP
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC119548348|XP_037711527.1|DSUP
