Orthogroup	HILL.longest_only	DBIA.longest_only
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC108034840|XP_016965454.1|DBIA
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC108025244|XP_016951081.1|DBIA
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC108031758|XP_016960954.1|DBIA
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC108026815|XP_016953469.1|DBIA
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC108024781|XP_016950386.1|DBIA
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC108034205|XP_016964526.1|DBIA
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC108036077|XP_016967513.1|DBIA
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC108036122|XP_016967596.1|DBIA
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC108029094|XP_016956673.1|DBIA
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC108023126|XP_016947884.1|DBIA
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC108022727|XP_016947300.1|DBIA
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC108022282|XP_016946630.1|DBIA
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC108033505|XP_016963338.1|DBIA
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC108035790|XP_016967017.1|DBIA
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC108022553|XP_016947032.1|DBIA
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC108022740|XP_016947320.1|DBIA
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC108025881|XP_016952045.1|DBIA
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC108024064|XP_016949326.1|DBIA
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC108031071|XP_016959766.1|DBIA
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC108029756|XP_016957745.1|DBIA
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC108025981|XP_016952163.1|DBIA, LOC108025980|XP_016952162.1|DBIA
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC108030447|XP_016958829.1|DBIA
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC108030600|XP_016959070.1|DBIA
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC108023501|XP_016948525.1|DBIA
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC108035337|XP_016966409.1|DBIA
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC108027768|XP_016954819.1|DBIA
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC108031922|XP_016961183.1|DBIA
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC108023602|XP_016948736.1|DBIA, LOC108021868|XP_016946148.1|DBIA
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC108036684|XP_016968454.1|DBIA
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC108025833|XP_016951980.1|DBIA
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC108027263|XP_016954122.1|DBIA
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC108022724|XP_016947299.1|DBIA
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC108023075|XP_016947815.1|DBIA
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC108029602|XP_016957464.1|DBIA
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC108028255|XP_016955430.1|DBIA
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC108024284|XP_016949672.1|DBIA
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC108033206|XP_016962943.1|DBIA
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC108029643|XP_016957546.1|DBIA
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC108023254|XP_016948025.1|DBIA
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC108024019|XP_016949269.1|DBIA
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC108023352|XP_016948186.1|DBIA
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC108023919|XP_016949093.1|DBIA
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC108033167|XP_016962888.1|DBIA
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC108023701|XP_016948819.1|DBIA
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC108023737|XP_016948864.1|DBIA
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC108024322|XP_016949716.1|DBIA
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC108023715|XP_016948834.1|DBIA
OG0008539	LOC119656591|XP_037918930.1|HILL	LOC108022090|XP_016946426.1|DBIA
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC108032189|XP_016961534.1|DBIA
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC108029504|XP_016957277.1|DBIA
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC108035051|XP_016965919.1|DBIA
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC108036340|XP_016967885.1|DBIA
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC108024271|XP_016949651.1|DBIA
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC108023283|XP_016948064.1|DBIA
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC108023641|XP_016948746.1|DBIA
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC108034768|XP_016965203.1|DBIA
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC108035591|XP_016966750.1|DBIA
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC108023202|XP_016947951.1|DBIA
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC108023371|XP_016948264.1|DBIA
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC108029695|XP_016957646.1|DBIA
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC108025506|XP_016951517.1|DBIA
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC108034856|XP_016965497.1|DBIA
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC108032604|XP_016962020.1|DBIA
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC108031757|XP_016960952.1|DBIA
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC108034348|XP_016964723.1|DBIA
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC108034890|XP_016965589.1|DBIA
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC108034079|XP_016964334.1|DBIA
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC108023685|XP_016948795.1|DBIA
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC108023564|XP_016948644.1|DBIA
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC108023509|XP_016948540.1|DBIA
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC108035274|XP_016966324.1|DBIA
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC108031692|XP_016960830.1|DBIA
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC108033363|XP_016963166.1|DBIA
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC108025115|XP_016950873.1|DBIA
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC108030311|XP_016958642.1|DBIA
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC108030895|XP_016959559.1|DBIA
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC108023763|XP_016948893.1|DBIA
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC108023670|XP_016948781.1|DBIA
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC108023647|XP_016948753.1|DBIA
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC108023769|XP_016948898.1|DBIA
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC108031867|XP_016961112.1|DBIA
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC108031498|XP_016960489.1|DBIA
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC108030580|XP_016959064.1|DBIA
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC108025551|XP_016951572.1|DBIA
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC108022945|XP_016947650.1|DBIA
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC108034605|XP_016965027.1|DBIA
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC108032228|XP_016961580.1|DBIA
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC108029943|XP_016957934.1|DBIA
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC108029941|XP_016957931.1|DBIA
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC108026047|XP_016952231.1|DBIA
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC108025872|XP_016952033.1|DBIA
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC108023531|XP_016948585.1|DBIA
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC108027409|XP_016954337.1|DBIA
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC108034344|XP_016964715.1|DBIA
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC108031118|XP_016959818.1|DBIA
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC108023534|XP_016948594.1|DBIA
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC108022884|XP_016947571.1|DBIA
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC108033261|XP_016963016.1|DBIA, LOC108033677|XP_016963620.1|DBIA
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC108027671|XP_016954705.1|DBIA
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC108027305|XP_016954187.1|DBIA
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC108021939|XP_016946255.1|DBIA
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC108024510|XP_016949947.1|DBIA
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC108030445|XP_016958827.1|DBIA
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC108027375|XP_016954291.1|DBIA
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC108025553|XP_016951574.1|DBIA
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC108034350|XP_016964725.1|DBIA
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC108029707|XP_016957670.1|DBIA
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC108031915|XP_016961174.1|DBIA
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC108036286|XP_016967786.1|DBIA
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC108029629|XP_016957512.1|DBIA
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC108036223|XP_016967703.1|DBIA, LOC108036915|XP_016968815.1|DBIA
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC108035867|XP_016967105.1|DBIA
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC108029072|XP_016956657.1|DBIA
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC108033561|XP_016963395.1|DBIA
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC108031096|XP_016959794.1|DBIA
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC108036894|XP_016968761.1|DBIA
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC108030028|XP_016958062.1|DBIA
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC108024369|XP_016949799.1|DBIA
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC108029505|XP_016957278.1|DBIA
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC108031310|XP_016960044.1|DBIA
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC108024734|XP_016950323.1|DBIA
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC108024753|XP_016950349.1|DBIA
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC108025133|XP_016950894.1|DBIA
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC108033691|XP_016963677.1|DBIA
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC108033346|XP_016963144.1|DBIA
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC108029265|XP_016956953.1|DBIA
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC108033686|XP_016963647.1|DBIA
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC108026046|XP_016952230.1|DBIA
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC108023128|XP_016947887.1|DBIA
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC108022372|XP_016946742.1|DBIA
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC108027971|XP_016955085.1|DBIA
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC108028241|XP_016955399.1|DBIA
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC108032795|XP_016962290.1|DBIA
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC108035466|XP_016966603.1|DBIA
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC108032410|XP_016961719.1|DBIA
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC108032413|XP_016961722.1|DBIA, LOC108032499|XP_016961806.1|DBIA, LOC108032454|XP_016961769.1|DBIA
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC108031973|XP_016961256.1|DBIA
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC108033145|XP_016962858.1|DBIA
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC108035777|XP_016966977.1|DBIA
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC108023655|XP_016948764.1|DBIA
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC108023907|XP_016949080.1|DBIA
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC108022560|XP_016947045.1|DBIA
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC108026837|XP_016953501.1|DBIA
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC108023298|XP_016948088.1|DBIA
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC108031623|XP_016960718.1|DBIA
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC108035808|XP_016967043.1|DBIA
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC108026137|XP_016952348.1|DBIA
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC108034390|XP_016964761.1|DBIA
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC108032475|XP_016961790.1|DBIA
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC108030846|XP_016959472.1|DBIA
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC108031545|XP_016960570.1|DBIA
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC108036428|XP_016968046.1|DBIA
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC108034676|XP_016965107.1|DBIA
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC108032818|XP_016962321.1|DBIA
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC108034108|XP_016964374.1|DBIA
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC108023856|XP_016948992.1|DBIA
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC108025675|XP_016951701.1|DBIA
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC108023979|XP_016949196.1|DBIA
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC108024592|XP_016950088.1|DBIA
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC108025065|XP_016950815.1|DBIA
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC108027272|XP_016954136.1|DBIA
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC108029944|XP_016957935.1|DBIA
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC108036123|XP_016967597.1|DBIA
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC108026022|XP_016952203.1|DBIA
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC108034969|XP_016965770.1|DBIA
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC108023865|XP_016949015.1|DBIA
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC108035933|XP_016967253.1|DBIA
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC108035307|XP_016966366.1|DBIA
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC108022397|XP_016946771.1|DBIA
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC108030283|XP_016958601.1|DBIA
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC108023363|XP_016948246.1|DBIA
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC108033227|XP_016962980.1|DBIA
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC108023674|XP_016948784.1|DBIA
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC108024522|XP_016949966.1|DBIA
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC108036778|XP_016968607.1|DBIA
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC108024989|XP_016950733.1|DBIA
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC108029421|XP_016957153.1|DBIA
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC108022586|XP_016947102.1|DBIA
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC108031859|XP_016961102.1|DBIA
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC108022040|XP_016946375.1|DBIA, LOC108036141|XP_016967653.1|DBIA
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC108028690|XP_016956123.1|DBIA
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC108036433|XP_016968062.1|DBIA
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC108036332|XP_016967856.1|DBIA
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC108035660|XP_016966857.1|DBIA
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC108022854|XP_016947517.1|DBIA
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC108023635|XP_016948740.1|DBIA
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC108031921|XP_016961182.1|DBIA
OG0008747	LOC119649072|XP_037906993.1|HILL	LOC108028314|XP_016955526.1|DBIA
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC108027943|XP_016955060.1|DBIA
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC108034644|XP_016965075.1|DBIA
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC108027110|XP_016953817.1|DBIA, LOC108027120|XP_016953825.1|DBIA
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC108031424|XP_016960314.1|DBIA
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC108028077|XP_016955206.1|DBIA
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC108030954|XP_016959642.1|DBIA
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC108031319|XP_016960055.1|DBIA
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC108029238|XP_016956921.1|DBIA
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC108034048|XP_016964286.1|DBIA
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC108029340|XP_016957022.1|DBIA
OG0008766	LOC119646230|XP_037902548.1|HILL	LOC108032389|XP_016961700.1|DBIA
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC108030381|XP_016958739.1|DBIA
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC108022515|XP_016946973.1|DBIA
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC108029400|XP_016957120.1|DBIA
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC108026749|XP_016953364.1|DBIA
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC108023705|XP_016948822.1|DBIA
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC108030538|XP_016958923.1|DBIA
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC108022276|XP_016946623.1|DBIA
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC108028693|XP_016956126.1|DBIA
OG0008795	LOC119660196|XP_037924544.1|HILL	LOC108031100|XP_016959799.1|DBIA
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC108023562|XP_016948637.1|DBIA
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC108025905|XP_016952079.1|DBIA
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC108024614|XP_016950128.1|DBIA
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC108035977|XP_016967295.1|DBIA
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC108026195|XP_016952475.1|DBIA
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC108030989|XP_016959678.1|DBIA
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC108026565|XP_016953005.1|DBIA
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC108034508|XP_016964918.1|DBIA
OG0008820	LOC119651683|XP_037911310.1|HILL	LOC108032396|XP_016961705.1|DBIA
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC108033309|XP_016963071.1|DBIA
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC108023176|XP_016947907.1|DBIA
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC108028237|XP_016955391.1|DBIA
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC108023438|XP_016948417.1|DBIA
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC108035764|XP_016966953.1|DBIA
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC108023533|XP_016948588.1|DBIA
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC108023279|XP_016948057.1|DBIA
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC108024015|XP_016949263.1|DBIA
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC108026340|XP_016952733.1|DBIA
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC108030354|XP_016958710.1|DBIA
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC108032710|XP_016962178.1|DBIA
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC108023029|XP_016947758.1|DBIA
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC108035584|XP_016966744.1|DBIA
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC108035511|XP_016966662.1|DBIA
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC108028958|XP_016956486.1|DBIA
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC108036197|XP_016967677.1|DBIA
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC108029184|XP_016956843.1|DBIA
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC108024893|XP_016950524.1|DBIA, LOC108024904|XP_016950559.1|DBIA
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC108028509|XP_016955881.1|DBIA
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC108025536|XP_016951554.1|DBIA
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC108035629|XP_016966814.1|DBIA
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC108029550|XP_016957357.1|DBIA
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC108031461|XP_016960389.1|DBIA
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC108022259|XP_016946607.1|DBIA
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC108036859|XP_016968721.1|DBIA
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC108023995|XP_016949220.1|DBIA
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC108030740|XP_016959276.1|DBIA
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC108035954|XP_016967246.1|DBIA
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC108035312|XP_016966374.1|DBIA
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC108034116|XP_016964385.1|DBIA
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC108022427|XP_016946802.1|DBIA
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC108029386|XP_016957103.1|DBIA
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC108036015|XP_016967423.1|DBIA
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC108035897|XP_016967144.1|DBIA
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC108036130|XP_016967603.1|DBIA
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC108022334|XP_016946686.1|DBIA
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC108024578|XP_016950066.1|DBIA
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC108026003|XP_016952182.1|DBIA
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC108034082|XP_016964337.1|DBIA
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC108036533|XP_016968246.1|DBIA
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC108030194|XP_016958438.1|DBIA
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC108022557|XP_016947040.1|DBIA
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC108035217|XP_016966231.1|DBIA
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC108026747|XP_016953361.1|DBIA
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC108035301|XP_016966359.1|DBIA
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC108031562|XP_016960597.1|DBIA
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC108031627|XP_016960721.1|DBIA
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC108024531|XP_016949991.1|DBIA
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC108029671|XP_016957602.1|DBIA
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC108033720|XP_016963741.1|DBIA
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC108033993|XP_016964207.1|DBIA
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC108028662|XP_016956079.1|DBIA
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC108035990|XP_016967332.1|DBIA
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC108029273|XP_016956961.1|DBIA
