Orthogroup	HILL.longest_only	CQUI.longest_only
OG0008182	LOC119654700|XP_037916142.1|HILL	LOC6052173|XP_038110886.1|CQUI
OG0008183	LOC119654478|XP_037915825.1|HILL	LOC6051249|XP_038109303.1|CQUI
OG0008185	LOC119653444|XP_037913964.1|HILL	LOC6050741|XP_038106074.1|CQUI
OG0008186	LOC119655698|XP_037917640.1|HILL	LOC6042907|XP_001853971.1|CQUI
OG0008187	LOC119656056|XP_037918257.1|HILL	LOC6042908|XP_001853980.1|CQUI
OG0008188	LOC119647910|XP_037905157.1|HILL	LOC6048573|XP_001865476.1|CQUI
OG0008189	LOC119655618|XP_037917516.1|HILL	LOC6053364|XP_001869459.2|CQUI
OG0008190	LOC119648049|XP_037905439.1|HILL	LOC6040363|XP_001849763.2|CQUI
OG0008191	LOC119653624|XP_037914325.1|HILL	LOC6053985|XP_038110497.1|CQUI
OG0008192	LOC119655410|XP_037917222.1|HILL	LOC6040373|XP_001849773.2|CQUI
OG0008193	LOC119657609|XP_037920536.1|HILL	LOC6042949|XP_001870887.2|CQUI
OG0008194	LOC119655480|XP_037917308.1|HILL	LOC6041666|XP_001850893.1|CQUI
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC6049362|XP_038112668.1|CQUI
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC6042923|XP_038107966.1|CQUI
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC6051714|XP_038109679.1|CQUI
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC6051718|XP_038112515.1|CQUI
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC6048569|XP_038109628.1|CQUI
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC6051842|XP_038112996.1|CQUI
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC6032304|XP_001842936.2|CQUI
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC6032305|XP_038110842.1|CQUI
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC6032342|XP_038108338.1|CQUI
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC6038332|XP_001848153.2|CQUI
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC6042380|XP_001851505.1|CQUI
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC6040189|XP_038108466.1|CQUI
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC6053105|XP_001869254.2|CQUI
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC119766934|XP_038109410.1|CQUI
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC119767727|XP_038112995.1|CQUI
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC6036086|XP_038110799.1|CQUI
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC6047576|XP_001864618.2|CQUI
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC6047567|XP_038111659.1|CQUI
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC6052256|XP_001868547.1|CQUI
OG0008215	LOC119656107|XP_037918350.1|HILL	LOC6037437|XP_038113579.1|CQUI
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC6051907|XP_038107396.1|CQUI
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC6043105|XP_038109643.1|CQUI
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC119766985|XP_038109837.1|CQUI
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC6036718|XP_038107797.1|CQUI
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC119767055|XP_038110355.1|CQUI
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC6036699|XP_038107195.1|CQUI
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC6037653|XP_038110606.1|CQUI
OG0008223	LOC119650419|XP_037909151.1|HILL	LOC6043283|XP_038107834.1|CQUI
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC6034548|XP_001844848.2|CQUI
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC6037198|XP_001847128.2|CQUI
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC6040543|XP_038109157.1|CQUI
OG0008227	LOC119652848|XP_037913128.1|HILL	LOC6048864|XP_001865706.2|CQUI
OG0008228	LOC119650921|XP_037910074.1|HILL	LOC6051155|XP_038104552.1|CQUI
OG0008229	LOC119659771|XP_037923960.1|HILL	LOC6034731|XP_001845011.2|CQUI
OG0008230	LOC119659529|XP_037923594.1|HILL	LOC6049544|XP_001866279.2|CQUI
OG0008232	LOC119648618|XP_037906318.1|HILL	LOC6032466|XP_001843059.1|CQUI
OG0008235	LOC119646452|XP_037902830.1|HILL, LOC119659262|XP_037923183.1|HILL	LOC6035866|XP_001845980.1|CQUI
OG0008236	LOC119654405|XP_037915717.1|HILL	LOC6031521|XP_001842311.1|CQUI
OG0008237	LOC119659374|XP_037923358.1|HILL	LOC6045923|XP_038117975.1|CQUI
OG0008239	LOC119647458|XP_037904318.1|HILL	LOC6039427|XP_038119746.1|CQUI
OG0008240	LOC119646168|XP_037902475.1|HILL	LOC6036408|XP_001846461.2|CQUI
OG0008243	LOC119648025|XP_037905371.1|HILL	LOC6045556|XP_038119016.1|CQUI
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	LOC6038872|XP_001848571.2|CQUI
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC6044327|XP_001861857.2|CQUI
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC6038206|XP_038112962.1|CQUI
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC6044316|XP_001861848.2|CQUI
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC6040427|XP_001849820.2|CQUI
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC6043382|XP_001870960.2|CQUI
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC119769255|XP_038117122.1|CQUI
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC6034310|XP_001844644.1|CQUI
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC6038193|XP_038110757.1|CQUI
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC6045723|XP_038115643.1|CQUI
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC119765336|XP_038104925.1|CQUI
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC6053144|XP_038122823.1|CQUI
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC6053143|XP_001869285.2|CQUI
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC6051384|XP_038104826.1|CQUI
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC6051733|XP_038121434.1|CQUI
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC6040454|XP_038110956.1|CQUI
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC6044205|XP_038121845.1|CQUI
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC6044373|XP_001861893.2|CQUI
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC6037943|XP_038122892.1|CQUI
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC6037940|XP_001847792.2|CQUI
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC6038464|XP_001848261.2|CQUI
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC6031435|XP_001842240.1|CQUI
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC6031446|XP_001842250.2|CQUI
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC119765233|XP_038104632.1|CQUI
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC6031436|XP_038112814.1|CQUI
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC6044476|XP_038104223.1|CQUI
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC6043997|XP_001861576.2|CQUI
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC6034806|XP_001845078.2|CQUI
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC6049177|XP_038105606.1|CQUI
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC6046417|XP_038105419.1|CQUI
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC119765531|XP_038105499.1|CQUI
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC6035545|XP_001845703.1|CQUI
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC119765183|XP_038104472.1|CQUI
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC6032572|XP_038122986.1|CQUI
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC6032684|XP_038111162.1|CQUI
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC6046157|XP_001863396.1|CQUI
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC6040706|XP_001850060.2|CQUI
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC6040939|XP_001850267.2|CQUI
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC6040917|XP_038105035.1|CQUI
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC6040934|XP_001850262.2|CQUI
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC6035406|XP_038105843.1|CQUI
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC6048041|XP_038116359.1|CQUI
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC6043340|XP_001870939.1|CQUI
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC6047857|XP_038120997.1|CQUI
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC6030995|XP_001841848.2|CQUI
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC6037612|XP_038120445.1|CQUI
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC6037618|XP_001847508.2|CQUI
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC6037616|XP_038119071.1|CQUI
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC6042314|XP_038118988.1|CQUI
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC6041334|XP_038118641.1|CQUI
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC6036266|XP_038115840.1|CQUI
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC6040212|XP_001849658.1|CQUI
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC6050301|XP_001866933.2|CQUI
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC6051393|XP_038120652.1|CQUI
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC6034574|XP_001844871.2|CQUI
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC6040245|XP_038115934.1|CQUI
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC6042338|XP_001851466.2|CQUI
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC6054811|XP_001870994.1|CQUI
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC6051788|XP_038110713.1|CQUI
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC119766649|XP_038107696.1|CQUI
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC6052358|XP_001868647.2|CQUI
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC119767100|XP_038110666.1|CQUI
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC6041413|XP_038108206.1|CQUI
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC6046460|XP_001863653.2|CQUI
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC6043202|XP_038113208.1|CQUI
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC6031370|XP_001842181.2|CQUI
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC6037375|XP_001847296.2|CQUI
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC6043734|XP_001861354.2|CQUI
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC6044594|XP_001862085.1|CQUI
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC6031957|XP_038107885.1|CQUI
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC6043304|XP_038108453.1|CQUI
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC6050864|XP_001867389.2|CQUI
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC6036652|XP_038109154.1|CQUI
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC6033186|XP_038107653.1|CQUI
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC6054720|XP_038112420.1|CQUI
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC6052823|XP_038109155.1|CQUI
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC6044235|XP_001861773.1|CQUI
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC6031883|XP_038111812.1|CQUI
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC6039096|XP_038110571.1|CQUI
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC6034884|XP_001845152.1|CQUI
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC6033320|XP_038112407.1|CQUI
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC6049409|XP_001866178.1|CQUI
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC6047486|XP_001864536.1|CQUI
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC6045979|XP_001863254.2|CQUI
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC6044750|XP_001862213.2|CQUI
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC6044749|XP_038118758.1|CQUI
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC6044720|XP_038119576.1|CQUI
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC6046253|XP_038121261.1|CQUI
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC6048714|XP_001865590.1|CQUI
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC6040343|XP_001849747.1|CQUI
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC6039376|XP_001848991.1|CQUI
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC6041796|XP_001851013.2|CQUI
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC6051114|XP_038119961.1|CQUI
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC6042884|XP_001853684.2|CQUI
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC6038160|XP_038115492.1|CQUI
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC6049542|XP_001866274.2|CQUI
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC6050002|XP_038116173.1|CQUI
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC6050129|XP_038116713.1|CQUI
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC6046215|XP_038122246.1|CQUI
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC6043452|XP_038114906.1|CQUI
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC6051288|XP_038121224.1|CQUI
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC6032743|XP_038118368.1|CQUI
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC6034051|XP_038116322.1|CQUI
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC6049669|XP_038115213.1|CQUI
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC6049666|XP_038117386.1|CQUI
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC119770455|XP_038121330.1|CQUI
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC6047281|XP_038121339.1|CQUI
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC119769430|XP_038117757.1|CQUI
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC6046181|XP_038110055.1|CQUI
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC6031526|XP_038110019.1|CQUI
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC6031512|XP_001842302.2|CQUI
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC6031508|XP_001842298.1|CQUI
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC6031506|XP_001842296.1|CQUI
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC6051429|XP_038110751.1|CQUI
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC6034258|XP_038108460.1|CQUI
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC6043551|XP_038111566.1|CQUI
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC6040766|XP_038112128.1|CQUI
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC6042631|XP_001870693.2|CQUI
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC119766587|XP_038107330.1|CQUI
OG0008437	LOC119654708|XP_037916155.1|HILL	LOC6042348|XP_001851480.2|CQUI, LOC6051608|XP_001868026.1|CQUI, LOC119767633|XP_038112544.1|CQUI
OG0008437	LOC119655208|XP_037916909.1|HILL	LOC6032325|XP_038110335.1|CQUI
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC6051909|XP_001868266.2|CQUI
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC6037460|XP_038109145.1|CQUI
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC6034509|XP_038109763.1|CQUI
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC6040575|XP_038110676.1|CQUI
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC119767414|XP_038111889.1|CQUI
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC6049163|XP_038122964.1|CQUI
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC6047054|XP_001864162.1|CQUI
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC6044003|XP_038105728.1|CQUI
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC6047413|XP_001864474.2|CQUI
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC6045352|XP_038105929.1|CQUI
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC6050704|XP_038105386.1|CQUI
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC6034475|XP_038121004.1|CQUI
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC6038020|XP_001847866.2|CQUI
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC6039382|XP_038117968.1|CQUI
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC6045169|XP_001862568.2|CQUI
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC6050641|XP_001867204.2|CQUI
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC6041563|XP_001850808.2|CQUI
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC6031734|XP_038108925.1|CQUI
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC6033615|XP_038110294.1|CQUI
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC6043524|XP_038113799.1|CQUI
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC6035476|XP_038120208.1|CQUI
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC6040024|XP_001849499.2|CQUI
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC6031156|XP_001841999.1|CQUI
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC6037483|XP_038122186.1|CQUI
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC6037558|XP_038117510.1|CQUI
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC6049831|XP_038113227.1|CQUI
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC6043525|XP_038113801.1|CQUI
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC6052104|XP_038122555.1|CQUI
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC6054813|XP_001870995.1|CQUI
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC6054175|XP_038104745.1|CQUI
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC6052655|XP_038108115.1|CQUI
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC6041278|XP_038104550.1|CQUI
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC119771108|XP_038122430.1|CQUI
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC6053847|XP_038122438.1|CQUI
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC6034439|XP_038104626.1|CQUI
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC6034469|XP_038108293.1|CQUI
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC6034495|XP_038111255.1|CQUI
OG0008539	LOC119656591|XP_037918930.1|HILL	LOC6039612|XP_001849186.2|CQUI
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC6051672|XP_038115051.1|CQUI
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC6048619|XP_001865518.1|CQUI
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC6034632|XP_038120126.1|CQUI
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC6048153|XP_038121469.1|CQUI
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC119767099|XP_038110663.1|CQUI
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC6031371|XP_001842182.2|CQUI
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC6031232|XP_038107830.1|CQUI
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC6043014|XP_038108763.1|CQUI
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC119767737|XP_038113025.1|CQUI
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC6045771|XP_038113608.1|CQUI
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC6036318|XP_001846382.2|CQUI
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC6053058|XP_001869214.2|CQUI
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC6042225|XP_038121119.1|CQUI
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC6040344|XP_001849748.2|CQUI
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC6039779|XP_038118057.1|CQUI
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC6038146|XP_001847980.2|CQUI
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC6040300|XP_038117846.1|CQUI
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC6046875|XP_001863999.2|CQUI
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC6039509|XP_038114740.1|CQUI
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC119770741|XP_038122088.1|CQUI
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC6041862|XP_001851065.1|CQUI
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC6047913|XP_038119430.1|CQUI
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC6045586|XP_038113480.1|CQUI
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC6039157|XP_001848813.2|CQUI
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC6033764|XP_001844175.2|CQUI
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC6032288|XP_038113368.1|CQUI
OG0008591	LOC119657637|XP_037920572.1|HILL	LOC119769185|XP_038117021.1|CQUI, LOC119768970|XP_038116743.1|CQUI
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC6054437|XP_038113360.1|CQUI
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC6049229|XP_038113544.1|CQUI
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC6049926|XP_001866613.2|CQUI
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC6046209|XP_001863438.2|CQUI
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC6041491|XP_038112228.1|CQUI
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC6034800|XP_001845072.2|CQUI
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC6042776|XP_001870782.1|CQUI
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC6037327|XP_038105064.1|CQUI
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC6037402|XP_001847319.2|CQUI
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC6037976|XP_001847826.2|CQUI
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC6045834|XP_038113201.1|CQUI
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC119770000|XP_038119945.1|CQUI
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC6045876|XP_001863148.2|CQUI
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC6045408|XP_001862786.2|CQUI, LOC119768757|XP_038115697.1|CQUI
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC6051117|XP_001867601.2|CQUI
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC6053908|XP_038105175.1|CQUI
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC6045351|XP_038105926.1|CQUI
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC119765619|XP_038105815.1|CQUI
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC6030976|XP_001841830.1|CQUI
OG0008690	LOC119651734|XP_037911390.1|HILL	LOC6041500|XP_038111145.1|CQUI
OG0008692	LOC119659429|XP_037923438.1|HILL	LOC6031893|XP_001842587.2|CQUI
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC6051675|XP_001868074.2|CQUI
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC6039387|XP_038121844.1|CQUI
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC6035820|XP_038115170.1|CQUI
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC6052410|XP_001868688.2|CQUI
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC6036899|XP_001846875.2|CQUI
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC6047092|XP_038111925.1|CQUI
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC6040564|XP_001849944.2|CQUI
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC6034971|XP_038120456.1|CQUI
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC6037467|XP_001847382.1|CQUI
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC119767050|XP_038110295.1|CQUI
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC6039971|XP_038110659.1|CQUI
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC6054736|XP_038122413.1|CQUI
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC6041994|XP_001851167.1|CQUI
OG0008733	LOC119656993|XP_037919656.1|HILL	LOC119769175|XP_038117009.1|CQUI, LOC119769997|XP_038119944.1|CQUI, LOC119766704|XP_038107967.1|CQUI
OG0008804	LOC119654545|XP_037915917.1|HILL	LOC6033775|XP_001844181.2|CQUI
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC6045261|XP_038105490.1|CQUI
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC6043929|XP_001861512.1|CQUI
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC6039264|XP_038120605.1|CQUI
OG0008821	LOC119659241|XP_037923149.1|HILL	LOC6044536|XP_001862040.2|CQUI
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC6043219|XP_001857706.1|CQUI
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC6039751|XP_001849300.1|CQUI
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC119768595|XP_038114618.1|CQUI
OG0008827	LOC119656264|XP_037918613.1|HILL, LOC119655632|XP_037917530.1|HILL, LOC119650279|XP_037908837.1|HILL, LOC119654791|XP_037916268.1|HILL	LOC6031458|XP_038113172.1|CQUI, LOC6031456|XP_038114155.1|CQUI
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC119765574|XP_038105654.1|CQUI
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC6046412|XP_001863627.2|CQUI
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC6048993|XP_001865827.1|CQUI
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC6031310|XP_038118873.1|CQUI
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC6043892|XP_038104134.1|CQUI
