Orthogroup	HILL.longest_only	DNOV.longest_only
OG0006046	LOC119654435|XP_037915762.1|HILL	LOC115760487|XP_030557695.1|DNOV
OG0006047	LOC119649441|XP_037907519.1|HILL	LOC115770042|XP_030570982.1|DNOV
OG0006048	LOC119649144|XP_037907083.1|HILL	LOC115769004|XP_030569577.1|DNOV
OG0006050	LOC119651887|XP_037911636.1|HILL	LOC115771612|XP_030573241.1|DNOV
OG0006051	LOC119654234|XP_037915389.1|HILL	LOC115766888|XP_030566819.1|DNOV
OG0006052	LOC119654233|XP_037915386.1|HILL	LOC115764492|XP_030563439.1|DNOV
OG0006053	LOC119653775|XP_037914705.1|HILL	LOC115762831|XP_030561058.1|DNOV
OG0006054	LOC119660858|XP_037925681.1|HILL	LOC115766728|XP_030566545.1|DNOV
OG0006055	LOC119653373|XP_037913844.1|HILL	LOC115771733|XP_030573419.1|DNOV
OG0006056	LOC119655715|XP_037917676.1|HILL	LOC115758027|XP_030554396.1|DNOV
OG0006057	LOC119647851|XP_037905046.1|HILL	LOC115769602|XP_030570350.1|DNOV
OG0006058	LOC119653910|XP_037914989.1|HILL	LOC115764076|XP_030562784.1|DNOV
OG0006059	LOC119649871|XP_037908171.1|HILL	LOC115769749|XP_030570556.1|DNOV
OG0006060	LOC119649872|XP_037908175.1|HILL	LOC115769757|XP_030570571.1|DNOV
OG0006061	LOC119655464|XP_037917292.1|HILL	LOC115767877|XP_030568099.1|DNOV
OG0006062	LOC119658861|XP_037922545.1|HILL	LOC115765784|XP_030565318.1|DNOV
OG0006063	LOC119650649|XP_037909511.1|HILL	LOC115763607|XP_030562095.1|DNOV
OG0006064	LOC119654831|XP_037916326.1|HILL	LOC115760591|XP_030557880.1|DNOV
OG0006065	LOC119656270|XP_037918621.1|HILL	LOC115769948|XP_030570853.1|DNOV
OG0006066	LOC119653587|XP_037914264.1|HILL	LOC115761921|XP_030559803.1|DNOV
OG0006067	LOC119654291|XP_037915508.1|HILL	LOC115764452|XP_030563328.1|DNOV
OG0006068	LOC119660747|XP_037925403.1|HILL	LOC115769013|XP_030569584.1|DNOV
OG0006069	LOC119650085|XP_037908517.1|HILL	LOC115768790|XP_030569349.1|DNOV
OG0006070	LOC119648320|XP_037905929.1|HILL	LOC115771973|XP_030573753.1|DNOV
OG0006071	LOC119648204|XP_037905732.1|HILL	LOC115764999|XP_030564199.1|DNOV
OG0006072	LOC119648146|XP_037905631.1|HILL	LOC115769954|XP_030570859.1|DNOV
OG0006073	LOC119648612|XP_037906309.1|HILL	LOC115769793|XP_030570621.1|DNOV
OG0006074	LOC119649476|XP_037907565.1|HILL	LOC115768853|XP_030569413.1|DNOV
OG0006075	LOC119657807|XP_037920832.1|HILL	LOC115768263|XP_030568653.1|DNOV
OG0006076	LOC119655911|XP_037918001.1|HILL, LOC119655771|XP_037917754.1|HILL	LOC115762626|XP_030560792.1|DNOV
OG0006077	LOC119647627|XP_037904610.1|HILL	LOC115771442|XP_030573011.1|DNOV
OG0006078	LOC119647845|XP_037905030.1|HILL	LOC115771441|XP_030573010.1|DNOV
OG0006079	LOC119649654|XP_037907837.1|HILL	LOC115770302|XP_030571397.1|DNOV
OG0006080	LOC119649653|XP_037907836.1|HILL	LOC115770300|XP_030571396.1|DNOV
OG0006081	LOC119654303|XP_037915537.1|HILL	LOC115758296|XP_030554723.1|DNOV
OG0006082	LOC119654362|XP_037915636.1|HILL	LOC115758305|XP_030554733.1|DNOV
OG0006083	LOC119650462|XP_037909253.1|HILL	LOC115771559|XP_030573164.1|DNOV
OG0006084	LOC119647569|XP_037904493.1|HILL	LOC115767826|XP_030568030.1|DNOV
OG0006085	LOC119650339|XP_037908934.1|HILL	LOC115770424|XP_030571553.1|DNOV
OG0006086	LOC119649167|XP_037907120.1|HILL	LOC115770250|XP_030571321.1|DNOV
OG0006087	LOC119654551|XP_037915924.1|HILL	LOC115760489|XP_030557696.1|DNOV
OG0006088	LOC119649937|XP_037908285.1|HILL	LOC115766536|XP_030566368.1|DNOV
OG0006089	LOC119657395|XP_037920217.1|HILL	LOC115768277|XP_030568675.1|DNOV
OG0006090	LOC119648227|XP_037905774.1|HILL	LOC115762705|XP_030560889.1|DNOV
OG0006091	LOC119647893|XP_037905120.1|HILL	LOC115762779|XP_030560990.1|DNOV
OG0006092	LOC119650362|XP_037908977.1|HILL	LOC115768840|XP_030569397.1|DNOV
OG0006093	LOC119653694|XP_037914492.1|HILL	LOC115763967|XP_030562631.1|DNOV
OG0006094	LOC119654933|XP_037916513.1|HILL	LOC115768409|XP_030568841.1|DNOV
OG0006095	LOC119655855|XP_037917902.1|HILL	LOC115762103|XP_030560065.1|DNOV
OG0006096	LOC119655354|XP_037917133.1|HILL	LOC115764167|XP_030562915.1|DNOV
OG0006097	LOC119647757|XP_037904803.1|HILL	LOC115768035|XP_030568321.1|DNOV
OG0006098	LOC119653770|XP_037914694.1|HILL	LOC115758594|XP_030555174.1|DNOV
OG0006099	LOC119656187|XP_037918465.1|HILL	LOC115769123|XP_030569707.1|DNOV
OG0006100	LOC119654696|XP_037916137.1|HILL	LOC115757921|XP_030554245.1|DNOV
OG0006101	LOC119655053|XP_037916667.1|HILL	LOC115763958|XP_030562608.1|DNOV
OG0006102	LOC119654991|XP_037916584.1|HILL	LOC115760942|XP_030558386.1|DNOV
OG0006103	LOC119656040|XP_037918236.1|HILL	LOC115768179|XP_030568546.1|DNOV
OG0006104	LOC119654371|XP_037915651.1|HILL	LOC115767209|XP_030567263.1|DNOV
OG0006105	LOC119654482|XP_037915831.1|HILL	LOC115767193|XP_030567244.1|DNOV
OG0006106	LOC119650189|XP_037908676.1|HILL	LOC115769499|XP_030570183.1|DNOV
OG0006107	LOC119655935|XP_037918049.1|HILL	LOC115770678|XP_030571961.1|DNOV
OG0006108	LOC119655940|XP_037918055.1|HILL	LOC115764436|XP_030563299.1|DNOV
OG0006109	LOC119648675|XP_037906394.1|HILL	LOC115771460|XP_030573036.1|DNOV
OG0006110	LOC119647570|XP_037904496.1|HILL	LOC115770199|XP_030571252.1|DNOV
OG0006111	LOC119654198|XP_037915328.1|HILL	LOC115765580|XP_030565124.1|DNOV
OG0006112	LOC119655641|XP_037917546.1|HILL	LOC115758288|XP_030554716.1|DNOV
OG0006113	LOC119655640|XP_037917545.1|HILL	LOC115771023|XP_030572409.1|DNOV
OG0006114	LOC119654541|XP_037915914.1|HILL	LOC115763972|XP_030562635.1|DNOV
OG0006115	LOC119653865|XP_037914851.1|HILL	LOC115757958|XP_030554294.1|DNOV
OG0006116	LOC119655514|XP_037917351.1|HILL	LOC115757815|XP_030554097.1|DNOV
OG0006117	LOC119655407|XP_037917218.1|HILL	LOC115767498|XP_030567667.1|DNOV
OG0006118	LOC119655119|XP_037916770.1|HILL	LOC115758268|XP_030554689.1|DNOV
OG0006119	LOC119653755|XP_037914613.1|HILL	LOC115757888|XP_030554192.1|DNOV
OG0006120	LOC119655669|XP_037917585.1|HILL	LOC115764561|XP_030563545.1|DNOV
OG0006121	LOC119648138|XP_037905612.1|HILL	LOC115770183|XP_030571204.1|DNOV
OG0006122	LOC119660878|XP_037925718.1|HILL	LOC115766804|XP_030566689.1|DNOV
OG0006123	LOC119654875|XP_037916400.1|HILL	LOC115757885|XP_030554184.1|DNOV
OG0006124	LOC119650928|XP_037910082.1|HILL	LOC115771917|XP_030573668.1|DNOV
OG0006125	LOC119648108|XP_037905552.1|HILL	LOC115767866|XP_030568088.1|DNOV
OG0006126	LOC119647427|XP_037904262.1|HILL	LOC115770989|XP_030572340.1|DNOV
OG0006127	LOC119650174|XP_037908656.1|HILL	LOC115770168|XP_030571188.1|DNOV
OG0006128	LOC119649110|XP_037907037.1|HILL	LOC115770073|XP_030571038.1|DNOV
OG0006129	LOC119647452|XP_037904309.1|HILL	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV
OG0006130	LOC119650322|XP_037908906.1|HILL	LOC115766319|XP_030566071.1|DNOV
OG0006131	LOC119650321|XP_037908905.1|HILL	LOC115768102|XP_030568459.1|DNOV
OG0006132	LOC119647504|XP_037904387.1|HILL	LOC115769824|XP_030570659.1|DNOV
OG0006133	LOC119649428|XP_037907504.1|HILL	LOC115766328|XP_030566082.1|DNOV
OG0006134	LOC119650417|XP_037909138.1|HILL	LOC115770033|XP_030570956.1|DNOV
OG0006135	LOC119661019|XP_037926095.1|HILL	LOC115770544|XP_030571711.1|DNOV
OG0006136	LOC119648178|XP_037905686.1|HILL	LOC115766995|XP_030566979.1|DNOV
OG0006137	LOC119649331|XP_037907364.1|HILL	LOC115770319|XP_030571415.1|DNOV
OG0006138	LOC119654697|XP_037916138.1|HILL	LOC115757902|XP_030554210.1|DNOV
OG0006139	LOC119655180|XP_037916862.1|HILL	LOC115764587|XP_030563598.1|DNOV
OG0006140	LOC119655363|XP_037917149.1|HILL	LOC115758022|XP_030554386.1|DNOV
OG0006141	LOC119653641|XP_037914365.1|HILL	LOC115766549|XP_030566384.1|DNOV
OG0006142	LOC119649596|XP_037907737.1|HILL	LOC115771575|XP_030573189.1|DNOV
OG0006143	LOC119647743|XP_037904784.1|HILL	LOC115769381|XP_030570040.1|DNOV
OG0006144	LOC119648760|XP_037906514.1|HILL	LOC115769178|XP_030569746.1|DNOV
OG0006145	LOC119648761|XP_037906518.1|HILL	LOC115770219|XP_030571282.1|DNOV
OG0006146	LOC119659907|XP_037924164.1|HILL	LOC115763547|XP_030562023.1|DNOV
OG0006147	LOC119651617|XP_037911199.1|HILL, LOC119651616|XP_037911198.1|HILL	LOC115761911|XP_030559788.1|DNOV
OG0006148	LOC119649634|XP_037907808.1|HILL	LOC115770276|XP_030571360.1|DNOV
OG0006149	LOC119650132|XP_037908591.1|HILL	LOC115766871|XP_030566795.1|DNOV
OG0006150	LOC119650131|XP_037908590.1|HILL	LOC115766853|XP_030566772.1|DNOV
OG0006151	LOC119653761|XP_037914673.1|HILL	LOC115763605|XP_030562093.1|DNOV
OG0006153	LOC119655152|XP_037916818.1|HILL	LOC115758159|XP_030554558.1|DNOV
OG0006154	LOC119660057|XP_037924363.1|HILL	LOC115766198|XP_030565907.1|DNOV
OG0006155	LOC119652858|XP_037913142.1|HILL	LOC115761943|XP_030559839.1|DNOV
OG0006157	LOC119647068|XP_037903753.1|HILL	LOC115760447|XP_030557620.1|DNOV
OG0006158	LOC119652891|XP_037913186.1|HILL	LOC115769326|XP_030569923.1|DNOV
OG0006159	LOC119654821|XP_037916310.1|HILL	LOC115757913|XP_030554228.1|DNOV
OG0006161	LOC119661355|XP_037926589.1|HILL	LOC115762197|XP_030560181.1|DNOV
OG0006162	LOC119660758|XP_037925451.1|HILL, LOC119660863|XP_037925687.1|HILL	LOC115766799|XP_030566684.1|DNOV
OG0006163	LOC119657630|XP_037920600.1|HILL, LOC119646534|XP_037902928.1|HILL, LOC119646539|XP_037902938.1|HILL, LOC119646813|XP_037903342.1|HILL, LOC119646651|XP_037903097.1|HILL, LOC119661137|XP_037926267.1|HILL, LOC119661136|XP_037926266.1|HILL	LOC115763280|XP_030561623.1|DNOV
OG0006165	LOC119660759|XP_037925452.1|HILL	LOC115767254|XP_030567325.1|DNOV
OG0006171	LOC119648984|XP_037906835.1|HILL	LOC115771029|XP_030572423.1|DNOV
OG0006181	LOC119660369|XP_037924816.1|HILL	LOC115761897|XP_030559763.1|DNOV
OG0006182	LOC119652787|XP_037913028.1|HILL	LOC115772118|XP_030573952.1|DNOV
OG0006183	LOC119650724|XP_037909675.1|HILL	LOC115764829|XP_030563938.1|DNOV
OG0006184	LOC119652710|XP_037912920.1|HILL	LOC115771752|XP_030573462.1|DNOV
OG0006185	LOC119652311|XP_037912250.1|HILL	LOC115764003|XP_030562682.1|DNOV
OG0006186	LOC119650641|XP_037909491.1|HILL	LOC115771757|XP_030573466.1|DNOV
OG0006187	LOC119650871|XP_037909960.1|HILL	LOC115761389|XP_030559001.1|DNOV
OG0006188	LOC119656660|XP_037919066.1|HILL	LOC115767330|XP_030567435.1|DNOV
OG0006189	LOC119656664|XP_037919070.1|HILL	LOC115767331|XP_030567440.1|DNOV
OG0006190	LOC119658005|XP_037921154.1|HILL	LOC115761748|XP_030559507.1|DNOV
OG0006191	LOC119656547|XP_037918838.1|HILL	LOC115764811|XP_030563917.1|DNOV
OG0006192	LOC119657070|XP_037919754.1|HILL	LOC115769046|XP_030569615.1|DNOV
OG0006193	LOC119658425|XP_037921754.1|HILL	LOC115767821|XP_030568020.1|DNOV
OG0006194	LOC119656684|XP_037919097.1|HILL	LOC115765138|XP_030564397.1|DNOV
OG0006195	LOC119657722|XP_037920694.1|HILL	LOC115767788|XP_030567979.1|DNOV
OG0006196	LOC119661008|XP_037926074.1|HILL	LOC115761864|XP_030559716.1|DNOV
OG0006197	LOC119660831|XP_037925622.1|HILL	LOC115766788|XP_030566664.1|DNOV
OG0006198	LOC119651969|XP_037911789.1|HILL	LOC115766867|XP_030566788.1|DNOV
OG0006199	LOC119658635|XP_037922088.1|HILL	LOC115771794|XP_030573524.1|DNOV
OG0006200	LOC119652463|XP_037912558.1|HILL	LOC115772110|XP_030573937.1|DNOV
OG0006201	LOC119657772|XP_037920766.1|HILL	LOC115764398|XP_030563238.1|DNOV
OG0006202	LOC119657771|XP_037920765.1|HILL	LOC115764372|XP_030563194.1|DNOV
OG0006203	LOC119657906|XP_037920995.1|HILL	LOC115767257|XP_030567333.1|DNOV
OG0006204	LOC119656649|XP_037919039.1|HILL	LOC115757718|XP_030553942.1|DNOV
OG0006205	LOC119657113|XP_037919801.1|HILL	LOC115765116|XP_030564370.1|DNOV
OG0006206	LOC119657127|XP_037919819.1|HILL	LOC115769258|XP_030569828.1|DNOV
OG0006207	LOC119651456|XP_037910989.1|HILL	LOC115765963|XP_030565576.1|DNOV
OG0006208	LOC119651455|XP_037910987.1|HILL	LOC115759979|XP_030556992.1|DNOV
OG0006209	LOC119658298|XP_037921524.1|HILL	LOC115765400|XP_030564795.1|DNOV
OG0006210	LOC119656792|XP_037919328.1|HILL	LOC115767282|XP_030567373.1|DNOV
OG0006211	LOC119656855|XP_037919437.1|HILL	LOC115758476|XP_030555013.1|DNOV
OG0006212	LOC119656853|XP_037919433.1|HILL	LOC115758473|XP_030555009.1|DNOV
OG0006214	LOC119656604|XP_037918966.1|HILL	LOC115766394|XP_030566166.1|DNOV
OG0006215	LOC119657591|XP_037920498.1|HILL	LOC115767382|XP_030567502.1|DNOV
OG0006216	LOC119651682|XP_037911309.1|HILL	LOC115772047|XP_030573846.1|DNOV
OG0006217	LOC119657930|XP_037921045.1|HILL	LOC115764332|XP_030563142.1|DNOV
OG0006218	LOC119657684|XP_037920643.1|HILL	LOC115769284|XP_030569868.1|DNOV
OG0006219	LOC119657135|XP_037919834.1|HILL	LOC115768901|XP_030569477.1|DNOV
OG0006220	LOC119657134|XP_037919833.1|HILL	LOC115766925|XP_030566874.1|DNOV
OG0006221	LOC119646549|XP_037902955.1|HILL	LOC115761889|XP_030559752.1|DNOV
OG0006222	LOC119646551|XP_037902957.1|HILL	LOC115761905|XP_030559783.1|DNOV
OG0006223	LOC119658327|XP_037921594.1|HILL	LOC115764279|XP_030563068.1|DNOV
OG0006224	LOC119657816|XP_037920855.1|HILL	LOC115764292|XP_030563085.1|DNOV
OG0006225	LOC119658023|XP_037921180.1|HILL	LOC115768685|XP_030569230.1|DNOV
OG0006226	LOC119656571|XP_037918886.1|HILL	LOC115765208|XP_030564512.1|DNOV
OG0006227	LOC119657235|XP_037919977.1|HILL	LOC115765139|XP_030564401.1|DNOV
OG0006228	LOC119656851|XP_037919430.1|HILL	LOC115763981|XP_030562653.1|DNOV
OG0006229	LOC119660841|XP_037925643.1|HILL	LOC115766720|XP_030566520.1|DNOV
OG0006230	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL	LOC115767204|XP_030567254.1|DNOV
OG0006231	LOC119656781|XP_037919292.1|HILL	LOC115764437|XP_030563300.1|DNOV
OG0006232	LOC119658039|XP_037921208.1|HILL	LOC115764394|XP_030563235.1|DNOV
OG0006233	LOC119658467|XP_037921810.1|HILL	LOC115764291|XP_030563083.1|DNOV
OG0006234	LOC119658505|XP_037921896.1|HILL	LOC115765358|XP_030564733.1|DNOV
OG0006235	LOC119657927|XP_037921042.1|HILL	LOC115765234|XP_030564550.1|DNOV
OG0006236	LOC119657213|XP_037919950.1|HILL	LOC115767734|XP_030567905.1|DNOV
OG0006237	LOC119657163|XP_037919874.1|HILL	LOC115765438|XP_030564863.1|DNOV
OG0006238	LOC119658326|XP_037921593.1|HILL	LOC115765299|XP_030564651.1|DNOV
OG0006239	LOC119657848|XP_037920898.1|HILL	LOC115767564|XP_030567705.1|DNOV
OG0006241	LOC119658502|XP_037921891.1|HILL	LOC115765357|XP_030564732.1|DNOV
OG0006242	LOC119652935|XP_037913253.1|HILL	LOC115768842|XP_030569398.1|DNOV
OG0006243	LOC119652389|XP_037912417.1|HILL	LOC115759455|XP_030556247.1|DNOV
OG0006244	LOC119651656|XP_037911270.1|HILL	LOC115761871|XP_030559732.1|DNOV
OG0006245	LOC119653242|XP_037913769.1|HILL	LOC115761195|XP_030558731.1|DNOV
OG0006246	LOC119656666|XP_037919072.1|HILL	LOC115768049|XP_030568342.1|DNOV
OG0006247	LOC119653548|XP_037914162.1|HILL	LOC115762067|XP_030560015.1|DNOV
OG0006248	LOC119657621|XP_037920551.1|HILL	LOC115771869|XP_030573608.1|DNOV
OG0006249	LOC119656482|XP_037918731.1|HILL	LOC115760215|XP_030557325.1|DNOV
OG0006250	LOC119657195|XP_037919927.1|HILL	LOC115764322|XP_030563128.1|DNOV
OG0006251	LOC119657206|XP_037919942.1|HILL	LOC115764781|XP_030563880.1|DNOV
OG0006252	LOC119657854|XP_037920906.1|HILL	LOC115764780|XP_030563879.1|DNOV
OG0006253	LOC119656529|XP_037918802.1|HILL	LOC115768062|XP_030568364.1|DNOV
OG0006254	LOC119657496|XP_037920354.1|HILL	LOC115770957|XP_030572286.1|DNOV
OG0006255	LOC119650803|XP_037909870.1|HILL	LOC115757690|XP_030553889.1|DNOV
OG0006256	LOC119658504|XP_037921894.1|HILL	LOC115765349|XP_030564722.1|DNOV
OG0006257	LOC119657204|XP_037919938.1|HILL	LOC115767805|XP_030567997.1|DNOV
OG0006258	LOC119657925|XP_037921040.1|HILL	LOC115765398|XP_030564788.1|DNOV
OG0006259	LOC119652792|XP_037913037.1|HILL	LOC115761213|XP_030558760.1|DNOV
OG0006260	LOC119657169|XP_037919883.1|HILL	LOC115766486|XP_030566307.1|DNOV
OG0006261	LOC119656199|XP_037918518.1|HILL	LOC115759289|XP_030556050.1|DNOV
OG0006262	LOC119658242|XP_037921448.1|HILL	LOC115766277|XP_030566005.1|DNOV
OG0006263	LOC119656566|XP_037918878.1|HILL	LOC115767602|XP_030567755.1|DNOV
OG0006264	LOC119657959|XP_037921089.1|HILL	LOC115766827|XP_030566722.1|DNOV
OG0006265	LOC119656850|XP_037919429.1|HILL	LOC115763955|XP_030562609.1|DNOV
OG0006266	LOC119657352|XP_037920154.1|HILL	LOC115765175|XP_030564455.1|DNOV
OG0006267	LOC119658290|XP_037921513.1|HILL	LOC115771344|XP_030572875.1|DNOV
OG0006268	LOC119658029|XP_037921187.1|HILL	LOC115760638|XP_030557954.1|DNOV
OG0006269	LOC119659419|XP_037923422.1|HILL	LOC115764859|XP_030563993.1|DNOV
OG0006270	LOC119657809|XP_037920838.1|HILL	LOC115765315|XP_030564675.1|DNOV
OG0006271	LOC119659954|XP_037924231.1|HILL	LOC115761957|XP_030559855.1|DNOV
OG0006272	LOC119657012|XP_037919685.1|HILL	LOC115765323|XP_030564683.1|DNOV
OG0006273	LOC119657018|XP_037919694.1|HILL	LOC115760237|XP_030557355.1|DNOV
OG0006274	LOC119657996|XP_037921142.1|HILL	LOC115768785|XP_030569342.1|DNOV
OG0006275	LOC119657628|XP_037920560.1|HILL	LOC115767817|XP_030568014.1|DNOV
OG0006276	LOC119652746|XP_037912973.1|HILL	LOC115762694|XP_030560876.1|DNOV
OG0006277	LOC119652291|XP_037912216.1|HILL	LOC115764526|XP_030563484.1|DNOV
OG0006278	LOC119657642|XP_037920575.1|HILL	LOC115764306|XP_030563104.1|DNOV
OG0006279	LOC119656787|XP_037919307.1|HILL	LOC115767813|XP_030568005.1|DNOV
OG0006280	LOC119656524|XP_037918800.1|HILL	LOC115765225|XP_030564527.1|DNOV
OG0006281	LOC119656523|XP_037918799.1|HILL	LOC115765224|XP_030564526.1|DNOV
OG0006282	LOC119657658|XP_037920610.1|HILL	LOC115767388|XP_030567511.1|DNOV
OG0006283	LOC119651271|XP_037910702.1|HILL	LOC115764614|XP_030563632.1|DNOV
OG0006284	LOC119657403|XP_037920223.1|HILL	LOC115762649|XP_030560814.1|DNOV
OG0006285	LOC119648191|XP_037905709.1|HILL	LOC115761559|XP_030559203.1|DNOV
OG0006287	LOC119651909|XP_037911664.1|HILL	LOC115767190|XP_030567241.1|DNOV
OG0006288	LOC119651908|XP_037911663.1|HILL	LOC115771838|XP_030573580.1|DNOV
OG0006289	LOC119651301|XP_037910754.1|HILL	LOC115761768|XP_030559557.1|DNOV
OG0006290	LOC119658230|XP_037921432.1|HILL	LOC115767256|XP_030567327.1|DNOV
OG0006291	LOC119657633|XP_037920566.1|HILL	LOC115758444|XP_030554968.1|DNOV
OG0006292	LOC119646389|XP_037902761.1|HILL	LOC115769088|XP_030569660.1|DNOV
OG0006293	LOC119647509|XP_037904399.1|HILL	LOC115769979|XP_030570900.1|DNOV
OG0006294	LOC119653894|XP_037914956.1|HILL	LOC115767820|XP_030568017.1|DNOV
OG0006295	LOC119657423|XP_037920253.1|HILL	LOC115767324|XP_030567425.1|DNOV
OG0006296	LOC119656947|XP_037919588.1|HILL	LOC115765273|XP_030564623.1|DNOV
OG0006297	LOC119656695|XP_037919122.1|HILL	LOC115768784|XP_030569340.1|DNOV
OG0006298	LOC119656643|XP_037919019.1|HILL	LOC115765165|XP_030564437.1|DNOV
OG0006299	LOC119658227|XP_037921422.1|HILL	LOC115765386|XP_030564771.1|DNOV
OG0006300	LOC119657598|XP_037920511.1|HILL	LOC115767798|XP_030567989.1|DNOV
OG0006301	LOC119656657|XP_037919059.1|HILL	LOC115768220|XP_030568605.1|DNOV
OG0006302	LOC119656784|XP_037919298.1|HILL	LOC115768164|XP_030568520.1|DNOV
OG0006303	LOC119647288|XP_037904119.1|HILL	LOC115761147|XP_030558676.1|DNOV
OG0006304	LOC119656820|XP_037919381.1|HILL	LOC115771614|XP_030573246.1|DNOV
OG0006305	LOC119657431|XP_037920262.1|HILL	LOC115772128|XP_030573966.1|DNOV
OG0006306	LOC119657287|XP_037920061.1|HILL	LOC115760350|XP_030557496.1|DNOV
OG0006307	LOC119651711|XP_037911352.1|HILL	LOC115771609|XP_030573232.1|DNOV
OG0006308	LOC119657945|XP_037921065.1|HILL	LOC115766374|XP_030566133.1|DNOV
OG0006309	LOC119657599|XP_037920513.1|HILL	LOC115766377|XP_030566138.1|DNOV
OG0006310	LOC119658250|XP_037921453.1|HILL	LOC115771957|XP_030573725.1|DNOV
OG0006311	LOC119657319|XP_037920107.1|HILL	LOC115768149|XP_030568503.1|DNOV
OG0006312	LOC119657573|XP_037920467.1|HILL	LOC115768160|XP_030568516.1|DNOV
OG0006313	LOC119657522|XP_037920392.1|HILL	LOC115768891|XP_030569463.1|DNOV
OG0006314	LOC119657619|XP_037920550.1|HILL	LOC115766291|XP_030566018.1|DNOV
OG0006315	LOC119658594|XP_037921982.1|HILL	LOC115764925|XP_030564091.1|DNOV
OG0006316	LOC119658115|XP_037921310.1|HILL	LOC115762466|XP_030560535.1|DNOV
OG0006317	LOC119657569|XP_037920457.1|HILL	LOC115768814|XP_030569371.1|DNOV
OG0006318	LOC119656713|XP_037919160.1|HILL	LOC115766419|XP_030566201.1|DNOV
OG0006319	LOC119656573|XP_037918888.1|HILL	LOC115761482|XP_030559112.1|DNOV
OG0006320	LOC119657375|XP_037920188.1|HILL	LOC115765355|XP_030564728.1|DNOV
OG0006321	LOC119658231|XP_037921436.1|HILL	LOC115767267|XP_030567352.1|DNOV
OG0006322	LOC119657426|XP_037920256.1|HILL	LOC115765284|XP_030564635.1|DNOV
OG0006323	LOC119658021|XP_037921178.1|HILL	LOC115768656|XP_030569192.1|DNOV
OG0006324	LOC119657267|XP_037920027.1|HILL	LOC115768808|XP_030569364.1|DNOV
OG0006325	LOC119660418|XP_037924893.1|HILL	LOC115757771|XP_030554056.1|DNOV
OG0006326	LOC119657446|XP_037920285.1|HILL	LOC115770029|XP_030570955.1|DNOV
OG0006327	LOC119646562|XP_037902969.1|HILL	LOC115771963|XP_030573736.1|DNOV
OG0006328	LOC119653087|XP_037913509.1|HILL	LOC115761200|XP_030558740.1|DNOV
OG0006329	LOC119658055|XP_037921228.1|HILL	LOC115766875|XP_030566797.1|DNOV
OG0006330	LOC119659277|XP_037923213.1|HILL	LOC115772034|XP_030573824.1|DNOV
OG0006331	LOC119657901|XP_037920985.1|HILL	LOC115767312|XP_030567410.1|DNOV
OG0006332	LOC119658073|XP_037921260.1|HILL	LOC115767614|XP_030567771.1|DNOV
OG0006333	LOC119656742|XP_037919224.1|HILL	LOC115771307|XP_030572805.1|DNOV
OG0006334	LOC119658025|XP_037921185.1|HILL	LOC115767380|XP_030567500.1|DNOV
OG0006335	LOC119657232|XP_037919976.1|HILL	LOC115764753|XP_030563838.1|DNOV
OG0006336	LOC119657754|XP_037920736.1|HILL	LOC115768214|XP_030568588.1|DNOV
OG0006337	LOC119656748|XP_037919235.1|HILL	LOC115771321|XP_030572845.1|DNOV
OG0006338	LOC119651427|XP_037910952.1|HILL	LOC115771677|XP_030573352.1|DNOV
OG0006339	LOC119658408|XP_037921727.1|HILL	LOC115768244|XP_030568631.1|DNOV
OG0006340	LOC119657002|XP_037919668.1|HILL	LOC115768216|XP_030568593.1|DNOV
OG0006341	LOC119656752|XP_037919243.1|HILL	LOC115766348|XP_030566104.1|DNOV
OG0006342	LOC119657246|XP_037919989.1|HILL	LOC115766414|XP_030566195.1|DNOV
OG0006343	LOC119658371|XP_037921660.1|HILL	LOC115766363|XP_030566122.1|DNOV
OG0006344	LOC119658428|XP_037921755.1|HILL	LOC115767208|XP_030567261.1|DNOV
OG0006345	LOC119652963|XP_037913287.1|HILL	LOC115771656|XP_030573321.1|DNOV
OG0006346	LOC119652410|XP_037912450.1|HILL	LOC115764224|XP_030562998.1|DNOV
OG0006347	LOC119650662|XP_037909530.1|HILL	LOC115757706|XP_030553918.1|DNOV
OG0006348	LOC119658012|XP_037921166.1|HILL	LOC115767868|XP_030568086.1|DNOV
OG0006349	LOC119657965|XP_037921097.1|HILL	LOC115765088|XP_030564328.1|DNOV
OG0006350	LOC119652628|XP_037912803.1|HILL	LOC115764889|XP_030564031.1|DNOV
OG0006351	LOC119656588|XP_037918924.1|HILL	LOC115768806|XP_030569362.1|DNOV
OG0006352	LOC119657388|XP_037920201.1|HILL	LOC115757813|XP_030554095.1|DNOV
OG0006353	LOC119657917|XP_037921031.1|HILL	LOC115761391|XP_030559006.1|DNOV
OG0006354	LOC119658842|XP_037922516.1|HILL	LOC115771880|XP_030573625.1|DNOV
OG0006355	LOC119656764|XP_037919270.1|HILL	LOC115767857|XP_030568074.1|DNOV
OG0006356	LOC119657845|XP_037920895.1|HILL	LOC115767367|XP_030567485.1|DNOV
OG0006357	LOC119656937|XP_037919564.1|HILL	LOC115768306|XP_030568711.1|DNOV
OG0006358	LOC119657982|XP_037921123.1|HILL	LOC115762796|XP_030561010.1|DNOV
OG0006359	LOC119658265|XP_037921485.1|HILL	LOC115764169|XP_030562913.1|DNOV
