Orthogroup	HILL.longest_only	DFIC.longest_only
OG0006182	LOC119652787|XP_037913028.1|HILL	LOC108099643|XP_017058761.1|DFIC
OG0006183	LOC119650724|XP_037909675.1|HILL	LOC108092125|XP_017047117.1|DFIC
OG0006184	LOC119652710|XP_037912920.1|HILL	LOC108099583|XP_017058677.1|DFIC
OG0006185	LOC119652311|XP_037912250.1|HILL	LOC108097139|XP_017054732.1|DFIC
OG0006186	LOC119650641|XP_037909491.1|HILL	LOC108099445|XP_017058471.1|DFIC
OG0006187	LOC119650871|XP_037909960.1|HILL	LOC108099336|XP_017058300.1|DFIC
OG0006188	LOC119656660|XP_037919066.1|HILL	LOC108097138|XP_017054725.1|DFIC
OG0006190	LOC119658005|XP_037921154.1|HILL	LOC108099359|XP_017058334.1|DFIC
OG0006191	LOC119656547|XP_037918838.1|HILL	LOC108088471|XP_017041747.1|DFIC
OG0006192	LOC119657070|XP_037919754.1|HILL	LOC108092939|XP_017048295.1|DFIC
OG0006193	LOC119658425|XP_037921754.1|HILL	LOC108097670|XP_017055613.1|DFIC
OG0006194	LOC119656684|XP_037919097.1|HILL	LOC108102133|XP_017062291.1|DFIC
OG0006195	LOC119657722|XP_037920694.1|HILL	LOC108094599|XP_017050735.1|DFIC
OG0006196	LOC119661008|XP_037926074.1|HILL	LOC108098969|XP_017057675.1|DFIC
OG0006197	LOC119660831|XP_037925622.1|HILL	LOC108098405|XP_017056776.1|DFIC
OG0006198	LOC119651969|XP_037911789.1|HILL	LOC108091056|XP_017045496.1|DFIC
OG0006199	LOC119658635|XP_037922088.1|HILL	LOC108095774|XP_017052508.1|DFIC
OG0006200	LOC119652463|XP_037912558.1|HILL	LOC108092175|XP_017047187.1|DFIC
OG0006201	LOC119657772|XP_037920766.1|HILL	LOC108088676|XP_017042100.1|DFIC
OG0006202	LOC119657771|XP_037920765.1|HILL	LOC108088583|XP_017041922.1|DFIC
OG0006203	LOC119657906|XP_037920995.1|HILL	LOC108097962|XP_017056062.1|DFIC
OG0006204	LOC119656649|XP_037919039.1|HILL	LOC108092224|XP_017047247.1|DFIC
OG0006205	LOC119657113|XP_037919801.1|HILL	LOC108097517|XP_017055330.1|DFIC
OG0006206	LOC119657127|XP_037919819.1|HILL	LOC108094716|XP_017050942.1|DFIC
OG0006207	LOC119651456|XP_037910989.1|HILL	LOC108089850|XP_017043783.1|DFIC
OG0006208	LOC119651455|XP_037910987.1|HILL	LOC108099145|XP_017057977.1|DFIC
OG0006209	LOC119658298|XP_037921524.1|HILL	LOC108097944|XP_017056025.1|DFIC
OG0006210	LOC119656792|XP_037919328.1|HILL	LOC108088594|XP_017041931.1|DFIC
OG0006211	LOC119656855|XP_037919437.1|HILL	LOC108092651|XP_017047792.1|DFIC
OG0006212	LOC119656853|XP_037919433.1|HILL	LOC108092649|XP_017047790.1|DFIC
OG0006214	LOC119656604|XP_037918966.1|HILL	LOC108102168|XP_017062357.1|DFIC
OG0006215	LOC119657591|XP_037920498.1|HILL	LOC108097932|XP_017056010.1|DFIC
OG0006216	LOC119651682|XP_037911309.1|HILL	LOC108095940|XP_017052766.1|DFIC
OG0006217	LOC119657930|XP_037921045.1|HILL	LOC108097978|XP_017056085.1|DFIC
OG0006218	LOC119657684|XP_037920643.1|HILL	LOC108092679|XP_017047855.1|DFIC
OG0006219	LOC119657135|XP_037919834.1|HILL	LOC108097181|XP_017054812.1|DFIC
OG0006220	LOC119657134|XP_037919833.1|HILL	LOC108099930|XP_017059089.1|DFIC
OG0006221	LOC119646549|XP_037902955.1|HILL	LOC108086867|XP_017039418.1|DFIC
OG0006222	LOC119646551|XP_037902957.1|HILL	LOC108086843|XP_017039382.1|DFIC
OG0006223	LOC119658327|XP_037921594.1|HILL	LOC108097487|XP_017055280.1|DFIC
OG0006224	LOC119657816|XP_037920855.1|HILL	LOC108097518|XP_017055334.1|DFIC
OG0006225	LOC119658023|XP_037921180.1|HILL	LOC108101645|XP_017061550.1|DFIC
OG0006226	LOC119656571|XP_037918886.1|HILL	LOC108096531|XP_017053704.1|DFIC
OG0006227	LOC119657235|XP_037919977.1|HILL	LOC108091077|XP_017045569.1|DFIC
OG0006228	LOC119656851|XP_037919430.1|HILL	LOC108094831|XP_017051112.1|DFIC
OG0006229	LOC119660841|XP_037925643.1|HILL	LOC108095014|XP_017051348.1|DFIC
OG0006230	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL	LOC108098014|XP_017056148.1|DFIC
OG0006231	LOC119656781|XP_037919292.1|HILL	LOC108097588|XP_017055470.1|DFIC
OG0006232	LOC119658039|XP_037921208.1|HILL	LOC108094683|XP_017050892.1|DFIC
OG0006233	LOC119658467|XP_037921810.1|HILL	LOC108094728|XP_017050963.1|DFIC
OG0006234	LOC119658505|XP_037921896.1|HILL	LOC108098122|XP_017056331.1|DFIC
OG0006235	LOC119657927|XP_037921042.1|HILL	LOC108094454|XP_017050525.1|DFIC
OG0006236	LOC119657213|XP_037919950.1|HILL	LOC108094604|XP_017050745.1|DFIC
OG0006237	LOC119657163|XP_037919874.1|HILL	LOC108097423|XP_017055179.1|DFIC
OG0006238	LOC119658326|XP_037921593.1|HILL	LOC108097724|XP_017055711.1|DFIC
OG0006239	LOC119657848|XP_037920898.1|HILL	LOC108102127|XP_017062278.1|DFIC
OG0006241	LOC119658502|XP_037921891.1|HILL	LOC108098121|XP_017056330.1|DFIC
OG0006242	LOC119652935|XP_037913253.1|HILL	LOC108101700|XP_017061627.1|DFIC
OG0006243	LOC119652389|XP_037912417.1|HILL	LOC108098952|XP_017057649.1|DFIC
OG0006244	LOC119651656|XP_037911270.1|HILL	LOC108099580|XP_017058674.1|DFIC
OG0006245	LOC119653242|XP_037913769.1|HILL	LOC108099397|XP_017058389.1|DFIC
OG0006246	LOC119656666|XP_037919072.1|HILL	LOC108097155|XP_017054766.1|DFIC
OG0006247	LOC119653548|XP_037914162.1|HILL	LOC108101538|XP_017061409.1|DFIC
OG0006248	LOC119657621|XP_037920551.1|HILL	LOC108093360|XP_017048866.1|DFIC
OG0006249	LOC119656482|XP_037918731.1|HILL	LOC108101315|XP_017061106.1|DFIC, LOC108092825|XP_017048158.1|DFIC
OG0006250	LOC119657195|XP_037919927.1|HILL	LOC108094634|XP_017050811.1|DFIC
OG0006251	LOC119657206|XP_037919942.1|HILL	LOC108095801|XP_017052555.1|DFIC
OG0006252	LOC119657854|XP_037920906.1|HILL	LOC108095800|XP_017052554.1|DFIC
OG0006253	LOC119656529|XP_037918802.1|HILL	LOC108097152|XP_017054761.1|DFIC
OG0006254	LOC119657496|XP_037920354.1|HILL	LOC108089986|XP_017043975.1|DFIC
OG0006255	LOC119650803|XP_037909870.1|HILL	LOC108095980|XP_017052814.1|DFIC
OG0006256	LOC119658504|XP_037921894.1|HILL	LOC108098043|XP_017056197.1|DFIC
OG0006257	LOC119657204|XP_037919938.1|HILL	LOC108097538|XP_017055373.1|DFIC
OG0006258	LOC119657925|XP_037921040.1|HILL	LOC108097943|XP_017056024.1|DFIC
OG0006259	LOC119652792|XP_037913037.1|HILL	LOC108092151|XP_017047158.1|DFIC
OG0006260	LOC119657169|XP_037919883.1|HILL	LOC108097539|XP_017055377.1|DFIC
OG0006261	LOC119656199|XP_037918518.1|HILL	LOC108093488|XP_017049065.1|DFIC
OG0006262	LOC119658242|XP_037921448.1|HILL	LOC108097497|XP_017055295.1|DFIC
OG0006263	LOC119656566|XP_037918878.1|HILL	LOC108097317|XP_017055025.1|DFIC
OG0006264	LOC119657959|XP_037921089.1|HILL	LOC108097003|XP_017054480.1|DFIC
OG0006265	LOC119656850|XP_037919429.1|HILL	LOC108093745|XP_017049500.1|DFIC
OG0006266	LOC119657352|XP_037920154.1|HILL	LOC108097104|XP_017054662.1|DFIC
OG0006267	LOC119658290|XP_037921513.1|HILL	LOC108102211|XP_017062423.1|DFIC
OG0006268	LOC119658029|XP_037921187.1|HILL	LOC108096736|XP_017054073.1|DFIC
OG0006269	LOC119659419|XP_037923422.1|HILL	LOC108099656|XP_017058779.1|DFIC
OG0006270	LOC119657809|XP_037920838.1|HILL	LOC108097467|XP_017055228.1|DFIC
OG0006271	LOC119659954|XP_037924231.1|HILL	LOC108087364|XP_017040193.1|DFIC
OG0006272	LOC119657012|XP_037919685.1|HILL	LOC108097702|XP_017055676.1|DFIC
OG0006273	LOC119657018|XP_037919694.1|HILL	LOC108094241|XP_017050189.1|DFIC
OG0006274	LOC119657996|XP_037921142.1|HILL	LOC108095502|XP_017052097.1|DFIC
OG0006275	LOC119657628|XP_037920560.1|HILL	LOC108097275|XP_017054962.1|DFIC
OG0006276	LOC119652746|XP_037912973.1|HILL	LOC108098988|XP_017057700.1|DFIC
OG0006277	LOC119652291|XP_037912216.1|HILL	LOC108098648|XP_017057211.1|DFIC
OG0006278	LOC119657642|XP_037920575.1|HILL	LOC108097911|XP_017055937.1|DFIC
OG0006279	LOC119656787|XP_037919307.1|HILL	LOC108097527|XP_017055358.1|DFIC
OG0006280	LOC119656524|XP_037918800.1|HILL	LOC108100921|XP_017060529.1|DFIC
OG0006281	LOC119656523|XP_037918799.1|HILL	LOC108100920|XP_017060528.1|DFIC
OG0006282	LOC119657658|XP_037920610.1|HILL	LOC108097603|XP_017055499.1|DFIC
OG0006283	LOC119651271|XP_037910702.1|HILL	LOC108087150|XP_017039853.1|DFIC
OG0006284	LOC119657403|XP_037920223.1|HILL	LOC108089580|XP_017043424.1|DFIC
OG0006285	LOC119648191|XP_037905709.1|HILL	LOC108098542|XP_017057019.1|DFIC
OG0006287	LOC119651909|XP_037911664.1|HILL	LOC108097786|XP_017055805.1|DFIC
OG0006288	LOC119651908|XP_037911663.1|HILL	LOC108086870|XP_017039421.1|DFIC
OG0006289	LOC119651301|XP_037910754.1|HILL	LOC108087322|XP_017040141.1|DFIC
OG0006290	LOC119658230|XP_037921432.1|HILL	LOC108088647|XP_017042058.1|DFIC
OG0006291	LOC119657633|XP_037920566.1|HILL	LOC108100858|XP_017060427.1|DFIC
OG0006292	LOC119646389|XP_037902761.1|HILL	LOC108091220|XP_017045811.1|DFIC
OG0006293	LOC119647509|XP_037904399.1|HILL	LOC108100506|XP_017059946.1|DFIC
OG0006294	LOC119653894|XP_037914956.1|HILL	LOC108097669|XP_017055612.1|DFIC
OG0006295	LOC119657423|XP_037920253.1|HILL	LOC108092870|XP_017048195.1|DFIC
OG0006296	LOC119656947|XP_037919588.1|HILL	LOC108094437|XP_017050500.1|DFIC
OG0006297	LOC119656695|XP_037919122.1|HILL	LOC108092792|XP_017048049.1|DFIC
OG0006298	LOC119656643|XP_037919019.1|HILL	LOC108097758|XP_017055758.1|DFIC
OG0006299	LOC119658227|XP_037921422.1|HILL	LOC108091303|XP_017045915.1|DFIC
OG0006300	LOC119657598|XP_037920511.1|HILL	LOC108097202|XP_017054836.1|DFIC
OG0006301	LOC119656657|XP_037919059.1|HILL	LOC108088622|XP_017042019.1|DFIC
OG0006302	LOC119656784|XP_037919298.1|HILL	LOC108091215|XP_017045801.1|DFIC
OG0006303	LOC119647288|XP_037904119.1|HILL	LOC108087682|XP_017040675.1|DFIC
OG0006304	LOC119656820|XP_037919381.1|HILL	LOC108097490|XP_017055283.1|DFIC
OG0006305	LOC119657431|XP_037920262.1|HILL	LOC108097494|XP_017055286.1|DFIC
OG0006306	LOC119657287|XP_037920061.1|HILL	LOC108095827|XP_017052598.1|DFIC
OG0006307	LOC119651711|XP_037911352.1|HILL	LOC108098685|XP_017057283.1|DFIC
OG0006308	LOC119657945|XP_037921065.1|HILL	LOC108098062|XP_017056240.1|DFIC
OG0006309	LOC119657599|XP_037920513.1|HILL	LOC108098018|XP_017056157.1|DFIC
OG0006310	LOC119658250|XP_037921453.1|HILL	LOC108090195|XP_017044271.1|DFIC
OG0006311	LOC119657319|XP_037920107.1|HILL	LOC108097880|XP_017055905.1|DFIC
OG0006313	LOC119657522|XP_037920392.1|HILL	LOC108095366|XP_017051936.1|DFIC
OG0006314	LOC119657619|XP_037920550.1|HILL	LOC108094727|XP_017050962.1|DFIC
OG0006315	LOC119658594|XP_037921982.1|HILL	LOC108086812|XP_017039340.1|DFIC
OG0006316	LOC119658115|XP_037921310.1|HILL	LOC108100929|XP_017060559.1|DFIC
OG0006317	LOC119657569|XP_037920457.1|HILL	LOC108095365|XP_017051935.1|DFIC
OG0006318	LOC119656713|XP_037919160.1|HILL	LOC108094426|XP_017050489.1|DFIC
OG0006319	LOC119656573|XP_037918888.1|HILL	LOC108090706|XP_017044988.1|DFIC
OG0006320	LOC119657375|XP_037920188.1|HILL	LOC108097426|XP_017055183.1|DFIC
OG0006321	LOC119658231|XP_037921436.1|HILL	LOC108088672|XP_017042094.1|DFIC
OG0006322	LOC119657426|XP_037920256.1|HILL	LOC108097600|XP_017055496.1|DFIC
OG0006323	LOC119658021|XP_037921178.1|HILL	LOC108094567|XP_017050668.1|DFIC
OG0006324	LOC119657267|XP_037920027.1|HILL	LOC108097241|XP_017054908.1|DFIC
OG0006325	LOC119660418|XP_037924893.1|HILL	LOC108093347|XP_017048844.1|DFIC
OG0006326	LOC119657446|XP_037920285.1|HILL	LOC108096325|XP_017053346.1|DFIC
OG0006327	LOC119646562|XP_037902969.1|HILL	LOC108086575|XP_017039021.1|DFIC
OG0006328	LOC119653087|XP_037913509.1|HILL	LOC108095753|XP_017052430.1|DFIC
OG0006329	LOC119658055|XP_037921228.1|HILL	LOC108095558|XP_017052182.1|DFIC
OG0006330	LOC119659277|XP_037923213.1|HILL	LOC108095863|XP_017052653.1|DFIC
OG0006331	LOC119657901|XP_037920985.1|HILL	LOC108098002|XP_017056127.1|DFIC
OG0006332	LOC119658073|XP_037921260.1|HILL	LOC108095594|XP_017052247.1|DFIC
OG0006333	LOC119656742|XP_037919224.1|HILL	LOC108102206|XP_017062397.1|DFIC
OG0006334	LOC119658025|XP_037921185.1|HILL	LOC108092872|XP_017048197.1|DFIC
OG0006335	LOC119657232|XP_037919976.1|HILL	LOC108091694|XP_017046516.1|DFIC
OG0006336	LOC119657754|XP_037920736.1|HILL	LOC108091230|XP_017045824.1|DFIC
OG0006337	LOC119656748|XP_037919235.1|HILL	LOC108091223|XP_017045817.1|DFIC
OG0006338	LOC119651427|XP_037910952.1|HILL	LOC108098559|XP_017057054.1|DFIC
OG0006339	LOC119658408|XP_037921727.1|HILL	LOC108094678|XP_017050884.1|DFIC
OG0006340	LOC119657002|XP_037919668.1|HILL	LOC108094472|XP_017050549.1|DFIC
OG0006341	LOC119656752|XP_037919243.1|HILL	LOC108097675|XP_017055620.1|DFIC
OG0006342	LOC119657246|XP_037919989.1|HILL	LOC108097697|XP_017055659.1|DFIC
OG0006343	LOC119658371|XP_037921660.1|HILL	LOC108097401|XP_017055145.1|DFIC
OG0006344	LOC119658428|XP_037921755.1|HILL	LOC108098137|XP_017056350.1|DFIC
OG0006345	LOC119652963|XP_037913287.1|HILL	LOC108099354|XP_017058328.1|DFIC
OG0006346	LOC119652410|XP_037912450.1|HILL	LOC108086581|XP_017039026.1|DFIC
OG0006347	LOC119650662|XP_037909530.1|HILL	LOC108092073|XP_017047034.1|DFIC
OG0006348	LOC119658012|XP_037921166.1|HILL	LOC108097265|XP_017054950.1|DFIC
OG0006349	LOC119657965|XP_037921097.1|HILL	LOC108097239|XP_017054902.1|DFIC
OG0006350	LOC119652628|XP_037912803.1|HILL	LOC108088545|XP_017041880.1|DFIC
OG0006351	LOC119656588|XP_037918924.1|HILL	LOC108097674|XP_017055619.1|DFIC
OG0006352	LOC119657388|XP_037920201.1|HILL	LOC108086761|XP_017039289.1|DFIC
OG0006353	LOC119657917|XP_037921031.1|HILL	LOC108097792|XP_017055812.1|DFIC
OG0006354	LOC119658842|XP_037922516.1|HILL	LOC108095796|XP_017052546.1|DFIC
OG0006355	LOC119656764|XP_037919270.1|HILL	LOC108097571|XP_017055444.1|DFIC
OG0006356	LOC119657845|XP_037920895.1|HILL	LOC108097161|XP_017054780.1|DFIC
OG0006357	LOC119656937|XP_037919564.1|HILL	LOC108092786|XP_017048031.1|DFIC
OG0006358	LOC119657982|XP_037921123.1|HILL	LOC108100480|XP_017059902.1|DFIC
OG0006359	LOC119658265|XP_037921485.1|HILL	LOC108097115|XP_017054695.1|DFIC
OG0006360	LOC119657256|XP_037920012.1|HILL	LOC108097388|XP_017055129.1|DFIC
OG0006361	LOC119656011|XP_037918187.1|HILL	LOC108091827|XP_017046694.1|DFIC
OG0006362	LOC119656952|XP_037919595.1|HILL	LOC108092904|XP_017048244.1|DFIC
OG0006363	LOC119657147|XP_037919852.1|HILL	LOC108094345|XP_017050380.1|DFIC
OG0006364	LOC119657227|XP_037919968.1|HILL	LOC108093508|XP_017049088.1|DFIC
OG0006365	LOC119658344|XP_037921618.1|HILL	LOC108098147|XP_017056362.1|DFIC
OG0006366	LOC119658346|XP_037921627.1|HILL	LOC108098153|XP_017056372.1|DFIC
OG0006367	LOC119658283|XP_037921501.1|HILL	LOC108097447|XP_017055207.1|DFIC
OG0006368	LOC119657275|XP_037920042.1|HILL	LOC108099419|XP_017058435.1|DFIC
OG0006369	LOC119657652|XP_037920593.1|HILL	LOC108099384|XP_017058372.1|DFIC
OG0006370	LOC119657914|XP_037921028.1|HILL	LOC108088638|XP_017042045.1|DFIC
OG0006371	LOC119658014|XP_037921171.1|HILL	LOC108086790|XP_017039319.1|DFIC
OG0006372	LOC119657756|XP_037920739.1|HILL	LOC108086606|XP_017039068.1|DFIC
OG0006373	LOC119657811|XP_037920841.1|HILL	LOC108094598|XP_017050738.1|DFIC
OG0006374	LOC119657542|XP_037920412.1|HILL	LOC108097920|XP_017055952.1|DFIC
OG0006375	LOC119657712|XP_037920679.1|HILL	LOC108094626|XP_017050802.1|DFIC
OG0006376	LOC119656835|XP_037919413.1|HILL	LOC108097591|XP_017055476.1|DFIC
OG0006377	LOC119656519|XP_037918791.1|HILL	LOC108088633|XP_017042040.1|DFIC
OG0006378	LOC119651412|XP_037910933.1|HILL	LOC108088452|XP_017041720.1|DFIC
OG0006379	LOC119658386|XP_037921681.1|HILL	LOC108094587|XP_017050694.1|DFIC
OG0006380	LOC119656870|XP_037919456.1|HILL	LOC108091351|XP_017045993.1|DFIC
OG0006381	LOC119656826|XP_037919399.1|HILL	LOC108097584|XP_017055462.1|DFIC
OG0006382	LOC119657587|XP_037920495.1|HILL	LOC108095613|XP_017052267.1|DFIC
OG0006383	LOC119656756|XP_037919250.1|HILL	LOC108095524|XP_017052130.1|DFIC
OG0006384	LOC119658520|XP_037921924.1|HILL	LOC108095622|XP_017052278.1|DFIC
OG0006385	LOC119651541|XP_037911100.1|HILL	LOC108095793|XP_017052543.1|DFIC
OG0006386	LOC119651430|XP_037910955.1|HILL	LOC108088159|XP_017041312.1|DFIC
OG0006387	LOC119656953|XP_037919599.1|HILL	LOC108099518|XP_017058572.1|DFIC
OG0006388	LOC119656483|XP_037918735.1|HILL	LOC108092873|XP_017048198.1|DFIC
OG0006389	LOC119656484|XP_037918736.1|HILL	LOC108092871|XP_017048196.1|DFIC
OG0006390	LOC119657832|XP_037920877.1|HILL	LOC108087232|XP_017040007.1|DFIC
OG0006391	LOC119652428|XP_037912480.1|HILL	LOC108087078|XP_017039746.1|DFIC
OG0006392	LOC119659212|XP_037923112.1|HILL	LOC108097007|XP_017054495.1|DFIC
OG0006393	LOC119657229|XP_037919969.1|HILL	LOC108098265|XP_017056552.1|DFIC
OG0006394	LOC119652357|XP_037912368.1|HILL	LOC108092085|XP_017047059.1|DFIC
OG0006395	LOC119657625|XP_037920556.1|HILL	LOC108099520|XP_017058575.1|DFIC
OG0006396	LOC119655705|XP_037917650.1|HILL	LOC108097636|XP_017055555.1|DFIC
OG0006397	LOC119657447|XP_037920286.1|HILL	LOC108091315|XP_017045934.1|DFIC
OG0006398	LOC119657281|XP_037920053.1|HILL	LOC108097249|XP_017054919.1|DFIC
OG0006399	LOC119656674|XP_037919086.1|HILL	LOC108094620|XP_017050792.1|DFIC
OG0006400	LOC119656672|XP_037919083.1|HILL	LOC108094619|XP_017050791.1|DFIC
OG0006401	LOC119649334|XP_037907366.1|HILL	LOC108088329|XP_017041557.1|DFIC
OG0006402	LOC119656578|XP_037918896.1|HILL	LOC108098651|XP_017057216.1|DFIC
OG0006403	LOC119650975|XP_037910166.1|HILL	LOC108098483|XP_017056883.1|DFIC
OG0006404	LOC119650854|XP_037909932.1|HILL	LOC108102022|XP_017062111.1|DFIC
OG0006405	LOC119648583|XP_037906282.1|HILL	LOC108095454|XP_017052058.1|DFIC
OG0006406	LOC119659855|XP_037924088.1|HILL	LOC108097748|XP_017055746.1|DFIC
OG0006407	LOC119657038|XP_037919720.1|HILL	LOC108088636|XP_017042043.1|DFIC
OG0006408	LOC119657109|XP_037919796.1|HILL	LOC108088689|XP_017042118.1|DFIC
OG0006409	LOC119652401|XP_037912436.1|HILL	LOC108101709|XP_017061636.1|DFIC
OG0006410	LOC119654552|XP_037915930.1|HILL	LOC108095357|XP_017051927.1|DFIC
OG0006411	LOC119657534|XP_037920405.1|HILL	LOC108098139|XP_017056352.1|DFIC
OG0006412	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL	LOC108095933|XP_017052759.1|DFIC
OG0006413	LOC119652009|XP_037911868.1|HILL	LOC108095859|XP_017052647.1|DFIC
OG0006414	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL	LOC108099610|XP_017058722.1|DFIC
OG0006415	LOC119658695|XP_037922211.1|HILL	LOC108097552|XP_017055398.1|DFIC
OG0006416	LOC119658446|XP_037921778.1|HILL	LOC108095321|XP_017051888.1|DFIC
OG0006417	LOC119656745|XP_037919232.1|HILL	LOC108092433|XP_017047504.1|DFIC
OG0006418	LOC119657371|XP_037920182.1|HILL	LOC108098115|XP_017056319.1|DFIC
OG0006419	LOC119651858|XP_037911590.1|HILL	LOC108086858|XP_017039400.1|DFIC
OG0006420	LOC119653187|XP_037913668.1|HILL	LOC108087294|XP_017040093.1|DFIC
OG0006421	LOC119660392|XP_037924854.1|HILL	LOC108093448|XP_017049003.1|DFIC
OG0006422	LOC119652522|XP_037912647.1|HILL	LOC108091501|XP_017046267.1|DFIC
OG0006423	LOC119657644|XP_037920578.1|HILL	LOC108099407|XP_017058410.1|DFIC
OG0006424	LOC119657179|XP_037919896.1|HILL	LOC108099409|XP_017058412.1|DFIC
OG0006425	LOC119657850|XP_037920901.1|HILL	LOC108099568|XP_017058655.1|DFIC
OG0006426	LOC119657851|XP_037920902.1|HILL	LOC108099567|XP_017058654.1|DFIC
OG0006427	LOC119658000|XP_037921148.1|HILL	LOC108095884|XP_017052684.1|DFIC
OG0006428	LOC119650999|XP_037910211.1|HILL	LOC108098618|XP_017057174.1|DFIC
OG0006429	LOC119658364|XP_037921653.1|HILL	LOC108087130|XP_017039816.1|DFIC
OG0006431	LOC119651765|XP_037911433.1|HILL	LOC108088490|XP_017041798.1|DFIC
OG0006432	LOC119653072|XP_037913482.1|HILL	LOC108087926|XP_017041001.1|DFIC
OG0006433	LOC119651062|XP_037910322.1|HILL	LOC108087207|XP_017039961.1|DFIC
OG0006434	LOC119661257|XP_037926436.1|HILL	LOC108089128|XP_017042732.1|DFIC
OG0006435	LOC119650902|XP_037910011.1|HILL	LOC108088495|XP_017041809.1|DFIC
OG0006436	LOC119656487|XP_037918740.1|HILL	LOC108097877|XP_017055901.1|DFIC
OG0006437	LOC119656489|XP_037918742.1|HILL	LOC108102207|XP_017062400.1|DFIC
OG0006438	LOC119659349|XP_037923326.1|HILL	LOC108091539|XP_017046292.1|DFIC
OG0006439	LOC119652371|XP_037912396.1|HILL	LOC108087042|XP_017039707.1|DFIC
OG0006440	LOC119651935|XP_037911703.1|HILL	LOC108087043|XP_017039708.1|DFIC
OG0006442	LOC119660894|XP_037925754.1|HILL	LOC108099619|XP_017058730.1|DFIC
OG0006443	LOC119651314|XP_037910771.1|HILL	LOC108091795|XP_017046647.1|DFIC
OG0006444	LOC119650865|XP_037909954.1|HILL	LOC108097726|XP_017055714.1|DFIC
OG0006445	LOC119653064|XP_037913470.1|HILL	LOC108097314|XP_017055020.1|DFIC
OG0006446	LOC119652953|XP_037913274.1|HILL	LOC108095930|XP_017052756.1|DFIC
OG0006447	LOC119652434|XP_037912503.1|HILL	LOC108095998|XP_017052833.1|DFIC
OG0006448	LOC119651373|XP_037910876.1|HILL	LOC108092179|XP_017047192.1|DFIC
OG0006450	LOC119660754|XP_037925444.1|HILL	LOC108090618|XP_017044884.1|DFIC
OG0006451	LOC119657451|XP_037920291.1|HILL	LOC108088643|XP_017042049.1|DFIC
OG0006452	LOC119651074|XP_037910343.1|HILL	LOC108095785|XP_017052530.1|DFIC
OG0006453	LOC119652794|XP_037913045.1|HILL	LOC108099860|XP_017058996.1|DFIC
OG0006454	LOC119660990|XP_037926006.1|HILL	LOC108097294|XP_017054997.1|DFIC
OG0006455	LOC119652509|XP_037912627.1|HILL	LOC108098536|XP_017057006.1|DFIC
OG0006456	LOC119652382|XP_037912408.1|HILL	LOC108098535|XP_017057005.1|DFIC
OG0006457	LOC119657853|XP_037920904.1|HILL	LOC108091645|XP_017046437.1|DFIC
OG0006458	LOC119659604|XP_037923702.1|HILL	LOC108089227|XP_017042873.1|DFIC
OG0006459	LOC119651822|XP_037911541.1|HILL	LOC108099486|XP_017058535.1|DFIC
OG0006460	LOC119650568|XP_037909313.1|HILL	LOC108091953|XP_017046839.1|DFIC
OG0006461	LOC119651452|XP_037910986.1|HILL	LOC108098611|XP_017057163.1|DFIC
OG0006462	LOC119651828|XP_037911549.1|HILL	LOC108087104|XP_017039775.1|DFIC
OG0006463	LOC119651817|XP_037911535.1|HILL	LOC108097625|XP_017055539.1|DFIC
OG0006464	LOC119652779|XP_037913018.1|HILL	LOC108100617|XP_017060097.1|DFIC
OG0006465	LOC119654608|XP_037916006.1|HILL	LOC108097188|XP_017054820.1|DFIC
OG0006466	LOC119661145|XP_037926282.1|HILL	LOC108097009|XP_017054497.1|DFIC
OG0006467	LOC119658422|XP_037921745.1|HILL	LOC108088061|XP_017041190.1|DFIC
OG0006468	LOC119651507|XP_037911059.1|HILL	LOC108092208|XP_017047226.1|DFIC
OG0006469	LOC119648566|XP_037906265.1|HILL	LOC108097544|XP_017055386.1|DFIC
OG0006470	LOC119648863|XP_037906675.1|HILL	LOC108089560|XP_017043393.1|DFIC
OG0006471	LOC119651429|XP_037910954.1|HILL	LOC108092038|XP_017046966.1|DFIC
OG0006472	LOC119650981|XP_037910171.1|HILL	LOC108092037|XP_017046965.1|DFIC
OG0006473	LOC119651655|XP_037911266.1|HILL	LOC108087546|XP_017040450.1|DFIC
OG0006474	LOC119651839|XP_037911564.1|HILL	LOC108090561|XP_017044793.1|DFIC
OG0006475	LOC119652621|XP_037912793.1|HILL	LOC108091821|XP_017046687.1|DFIC
OG0006476	LOC119658009|XP_037921161.1|HILL	LOC108092964|XP_017048339.1|DFIC
OG0006477	LOC119657804|XP_037920827.1|HILL	LOC108097342|XP_017055067.1|DFIC
OG0006478	LOC119651264|XP_037910692.1|HILL	LOC108087337|XP_017040162.1|DFIC
OG0006479	LOC119653217|XP_037913717.1|HILL	LOC108087141|XP_017039835.1|DFIC
OG0006480	LOC119652619|XP_037912791.1|HILL	LOC108101553|XP_017061437.1|DFIC
OG0006481	LOC119657111|XP_037919798.1|HILL	LOC108093501|XP_017049080.1|DFIC
OG0006482	LOC119652919|XP_037913234.1|HILL	LOC108086564|XP_017039010.1|DFIC
OG0006483	LOC119659278|XP_037923215.1|HILL	LOC108095901|XP_017052712.1|DFIC
OG0006484	LOC119659572|XP_037923654.1|HILL	LOC108095900|XP_017052710.1|DFIC
