Orthogroup	HILL.longest_only	DSER.longest_only
OG0008156	LOC119653185|XP_037913667.1|HILL	LOC110186582|XP_020811454.1|DSER
OG0008157	LOC119653871|XP_037914907.1|HILL	LOC110189873|XP_020815776.1|DSER
OG0008158	LOC119655594|XP_037917477.1|HILL	LOC110181647|XP_020805120.1|DSER
OG0008159	LOC119648759|XP_037906513.1|HILL	LOC110185238|XP_020809633.1|DSER
OG0008160	LOC119653418|XP_037913920.1|HILL	LOC110176395|XP_020798391.1|DSER
OG0008161	LOC119653614|XP_037914309.1|HILL	LOC110179516|XP_020802752.1|DSER
OG0008162	LOC119657168|XP_037919881.1|HILL	LOC110181578|XP_020805030.1|DSER
OG0008163	LOC119648366|XP_037906020.1|HILL	LOC110190824|XP_020817139.1|DSER
OG0008164	LOC119654819|XP_037916307.1|HILL	LOC110180337|XP_020803655.1|DSER
OG0008165	LOC119656159|XP_037918425.1|HILL	LOC110179440|XP_020802644.1|DSER
OG0008166	LOC119656160|XP_037918427.1|HILL	LOC110182527|XP_020806235.1|DSER
OG0008167	LOC119655235|XP_037916946.1|HILL	LOC110179544|XP_020802783.1|DSER
OG0008168	LOC119656205|XP_037918524.1|HILL	LOC110179475|XP_020802707.1|DSER
OG0008169	LOC119656206|XP_037918525.1|HILL	LOC110179468|XP_020802697.1|DSER
OG0008170	LOC119656032|XP_037918225.1|HILL	LOC110189375|XP_020815082.1|DSER
OG0008171	LOC119660725|XP_037925307.1|HILL	LOC110184336|XP_020808491.1|DSER
OG0008172	LOC119654523|XP_037915892.1|HILL	LOC110190287|XP_020816327.1|DSER
OG0008173	LOC119658417|XP_037921740.1|HILL	LOC110182732|XP_020806491.1|DSER
OG0008174	LOC119653767|XP_037914686.1|HILL	LOC110189724|XP_020815574.1|DSER
OG0008175	LOC119654277|XP_037915485.1|HILL	LOC110184302|XP_020808450.1|DSER
OG0008176	LOC119659367|XP_037923354.1|HILL	LOC110182574|XP_020806282.1|DSER
OG0008177	LOC119653423|XP_037913928.1|HILL	LOC110187027|XP_020812051.1|DSER
OG0008178	LOC119656046|XP_037918240.1|HILL	LOC110181507|XP_020804935.1|DSER
OG0008179	LOC119654837|XP_037916339.1|HILL	LOC110175970|XP_020797823.1|DSER
OG0008180	LOC119655519|XP_037917357.1|HILL	LOC110179446|XP_020802653.1|DSER
OG0008181	LOC119653718|XP_037914538.1|HILL	LOC110179447|XP_020802654.1|DSER
OG0008182	LOC119654700|XP_037916142.1|HILL	LOC110178405|XP_020801205.1|DSER
OG0008183	LOC119654478|XP_037915825.1|HILL	LOC110190958|XP_020817308.1|DSER
OG0008185	LOC119653444|XP_037913964.1|HILL	LOC110176490|XP_020798523.1|DSER
OG0008186	LOC119655698|XP_037917640.1|HILL	LOC110179719|XP_020802998.1|DSER
OG0008187	LOC119656056|XP_037918257.1|HILL	LOC110179801|XP_020803069.1|DSER
OG0008188	LOC119647910|XP_037905157.1|HILL	LOC110183026|XP_020806872.1|DSER
OG0008189	LOC119655618|XP_037917516.1|HILL	LOC110185893|XP_020810563.1|DSER
OG0008190	LOC119648049|XP_037905439.1|HILL	LOC110187324|XP_020812374.1|DSER
OG0008191	LOC119653624|XP_037914325.1|HILL	LOC110179434|XP_020802630.1|DSER
OG0008192	LOC119655410|XP_037917222.1|HILL	LOC110180116|XP_020803414.1|DSER
OG0008193	LOC119657609|XP_037920536.1|HILL	LOC110175925|XP_020797762.1|DSER
OG0008194	LOC119655480|XP_037917308.1|HILL	LOC110185781|XP_020810443.1|DSER
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC110189331|XP_020815033.1|DSER
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC110177280|XP_020799592.1|DSER
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC110190277|XP_020816310.1|DSER
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC110179608|XP_020802864.1|DSER
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC110184294|XP_020808440.1|DSER
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC110189619|XP_020815417.1|DSER
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC110178911|XP_020801849.1|DSER
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC110179027|XP_020802035.1|DSER
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC110177558|XP_020799990.1|DSER
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC110182838|XP_020806630.1|DSER
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC110183223|XP_020807096.1|DSER
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC110189995|XP_020815952.1|DSER
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC110176710|XP_020798809.1|DSER
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC110176331|XP_020798309.1|DSER
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC110177588|XP_020800031.1|DSER
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC110187298|XP_020812346.1|DSER
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC110190226|XP_020816245.1|DSER
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC110179662|XP_020802932.1|DSER
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC110190699|XP_020816969.1|DSER
OG0008215	LOC119656107|XP_037918350.1|HILL	LOC110175959|XP_020797807.1|DSER
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC110178578|XP_020801415.1|DSER
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC110176051|XP_020797924.1|DSER
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC110176340|XP_020798321.1|DSER
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC110182107|XP_020805772.1|DSER
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC110181513|XP_020804946.1|DSER
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC110178104|XP_020800773.1|DSER
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC110190424|XP_020816561.1|DSER
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC110176700|XP_020798794.1|DSER
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC110187142|XP_020812215.1|DSER
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC110182462|XP_020806158.1|DSER
OG0008227	LOC119652848|XP_037913128.1|HILL	LOC110186361|XP_020811169.1|DSER
OG0008228	LOC119650921|XP_037910074.1|HILL	LOC110189010|XP_020814622.1|DSER
OG0008229	LOC119659771|XP_037923960.1|HILL	LOC110186205|XP_020810927.1|DSER
OG0008230	LOC119659529|XP_037923594.1|HILL	LOC110190304|XP_020816351.1|DSER
OG0008232	LOC119648618|XP_037906318.1|HILL	LOC110177552|XP_020799983.1|DSER
OG0008233	LOC119650930|XP_037910084.1|HILL	LOC110181383|XP_020804773.1|DSER, LOC110178703|XP_020801562.1|DSER
OG0008234	LOC119647131|XP_037903849.1|HILL	LOC110184101|XP_020808151.1|DSER
OG0008235	LOC119646452|XP_037902830.1|HILL	LOC110181901|XP_020805491.1|DSER
OG0008236	LOC119654405|XP_037915717.1|HILL	LOC110188343|XP_020813710.1|DSER, LOC110189358|XP_020815059.1|DSER
OG0008237	LOC119659374|XP_037923358.1|HILL	LOC110188683|XP_020814185.1|DSER
OG0008239	LOC119647458|XP_037904318.1|HILL	LOC110190232|XP_020816252.1|DSER
OG0008240	LOC119646168|XP_037902475.1|HILL	LOC110189469|XP_020815206.1|DSER
OG0008243	LOC119648025|XP_037905371.1|HILL	LOC110178473|XP_020801274.1|DSER
OG0008244	LOC119657479|XP_037920327.1|HILL	LOC110191020|XP_020817395.1|DSER
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	LOC110180066|XP_020803351.1|DSER
OG0008248	LOC119651615|XP_037911197.1|HILL	LOC110186509|XP_020811363.1|DSER
OG0008250	LOC119658209|XP_037921403.1|HILL	LOC110189442|XP_020815171.1|DSER
OG0008254	LOC119648698|XP_037906433.1|HILL	LOC110183667|XP_020807660.1|DSER
OG0008255	LOC119658673|XP_037922163.1|HILL	LOC110190237|XP_020816256.1|DSER
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC110188111|XP_020813342.1|DSER
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC110191263|XP_020817713.1|DSER
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC110187420|XP_020812468.1|DSER
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC110185300|XP_020809710.1|DSER
OG0008272	LOC119657131|XP_037919829.1|HILL	LOC110183051|XP_020806894.1|DSER
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC110186448|XP_020811291.1|DSER
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC110187147|XP_020812220.1|DSER
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC110182573|XP_020806279.1|DSER
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC110187097|XP_020812160.1|DSER
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC110182220|XP_020805905.1|DSER
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC110183360|XP_020807281.1|DSER
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC110181927|XP_020805521.1|DSER
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC110181704|XP_020805207.1|DSER
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC110181718|XP_020805231.1|DSER
OG0008282	LOC119653480|XP_037914039.1|HILL	LOC110182482|XP_020806188.1|DSER
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC110181612|XP_020805073.1|DSER
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC110185411|XP_020809877.1|DSER
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC110179061|XP_020802082.1|DSER
OG0008286	LOC119656966|XP_037919613.1|HILL	LOC110179504|XP_020802739.1|DSER
OG0008287	LOC119657837|XP_037920886.1|HILL	LOC110179083|XP_020802128.1|DSER
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC110188702|XP_020814168.1|DSER
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC110180291|XP_020803607.1|DSER
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC110184282|XP_020808422.1|DSER
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC110187101|XP_020812166.1|DSER
OG0008293	LOC119657480|XP_037920328.1|HILL	LOC110186824|XP_020811770.1|DSER
OG0008294	LOC119650805|XP_037909872.1|HILL	LOC110191342|XP_020817846.1|DSER
OG0008295	LOC119657054|XP_037919735.1|HILL	LOC110180625|XP_020803970.1|DSER
OG0008296	LOC119660813|XP_037925582.1|HILL	LOC110184246|XP_020808361.1|DSER
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC110179085|XP_020802129.1|DSER
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC110184130|XP_020808197.1|DSER
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC110186576|XP_020811447.1|DSER
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC110179749|XP_020803025.1|DSER
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC110188654|XP_020814091.1|DSER
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC110184387|XP_020808552.1|DSER
OG0008303	LOC119656860|XP_037919441.1|HILL	LOC110181799|XP_020805340.1|DSER
OG0008304	LOC119658002|XP_037921150.1|HILL	LOC110182649|XP_020806375.1|DSER
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC110179577|XP_020802826.1|DSER
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC110184380|XP_020808543.1|DSER
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC110191377|XP_020817887.1|DSER
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC110185844|XP_020810511.1|DSER
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC110185246|XP_020809640.1|DSER
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC110191991|XP_020818683.1|DSER
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC110186254|XP_020810995.1|DSER
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC110179387|XP_020802571.1|DSER
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC110189237|XP_020814879.1|DSER
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC110187785|XP_020812915.1|DSER
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC110184257|XP_020808380.1|DSER
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC110177905|XP_020800534.1|DSER
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC110179472|XP_020802701.1|DSER
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC110191888|XP_020818532.1|DSER
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC110191047|XP_020817430.1|DSER
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC110183047|XP_020806890.1|DSER
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC110184337|XP_020808493.1|DSER
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC110190972|XP_020817322.1|DSER
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC110191645|XP_020818198.1|DSER
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC110182011|XP_020805602.1|DSER
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC110181925|XP_020805519.1|DSER
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC110178726|XP_020801609.1|DSER
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC110190293|XP_020816336.1|DSER
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC110190508|XP_020816688.1|DSER
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC110190601|XP_020816853.1|DSER
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC110185292|XP_020809700.1|DSER
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC110189004|XP_020814615.1|DSER
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC110184423|XP_020808617.1|DSER
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC110177918|XP_020800555.1|DSER
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC110178596|XP_020801441.1|DSER
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC110191268|XP_020817723.1|DSER
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC110177625|XP_020800092.1|DSER
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC110181510|XP_020804941.1|DSER
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC110191024|XP_020817400.1|DSER
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC110175919|XP_020797756.1|DSER
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC110188905|XP_020814485.1|DSER
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC110190485|XP_020816656.1|DSER
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC110181677|XP_020805171.1|DSER
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC110190489|XP_020816664.1|DSER
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC110186349|XP_020811156.1|DSER
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC110185931|XP_020810604.1|DSER
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC110184073|XP_020808111.1|DSER
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC110177249|XP_020799562.1|DSER
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC110183870|XP_020807882.1|DSER
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC110179509|XP_020802745.1|DSER
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC110190924|XP_020817245.1|DSER
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC110176185|XP_020798094.1|DSER
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC110179203|XP_020802280.1|DSER
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC110177355|XP_020799706.1|DSER
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC110183477|XP_020807416.1|DSER
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC110175917|XP_020797753.1|DSER
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC110191078|XP_020817472.1|DSER
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC110187619|XP_020812668.1|DSER
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC110187185|XP_020812243.1|DSER
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC110183286|XP_020807175.1|DSER
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC110182817|XP_020806612.1|DSER
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC110187421|XP_020812470.1|DSER
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC110182307|XP_020805982.1|DSER
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC110178103|XP_020800772.1|DSER
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC110178111|XP_020800784.1|DSER
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC110185711|XP_020810346.1|DSER
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC110183316|XP_020807220.1|DSER
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC110182314|XP_020805999.1|DSER
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC110177051|XP_020799226.1|DSER
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC110184011|XP_020808036.1|DSER
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC110187385|XP_020812435.1|DSER
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC110184447|XP_020808646.1|DSER
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC110176483|XP_020798512.1|DSER
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC110183828|XP_020807840.1|DSER
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC110182719|XP_020806478.1|DSER
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC110179894|XP_020803151.1|DSER
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC110182283|XP_020805960.1|DSER
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC110178551|XP_020801375.1|DSER
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC110190916|XP_020817236.1|DSER
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC110184319|XP_020808468.1|DSER
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC110184219|XP_020808330.1|DSER
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC110178022|XP_020800696.1|DSER
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC110182192|XP_020805859.1|DSER
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC110180526|XP_020803853.1|DSER
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC110188814|XP_020814351.1|DSER
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC110178096|XP_020800764.1|DSER
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC110191297|XP_020817765.1|DSER
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC110181916|XP_020805511.1|DSER
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC110177244|XP_020799546.1|DSER
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC110179519|XP_020802755.1|DSER
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC110184241|XP_020808357.1|DSER
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC110186568|XP_020811435.1|DSER
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC110184626|XP_020808883.1|DSER
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC110186449|XP_020811293.1|DSER
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC110191878|XP_020818521.1|DSER
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC110180576|XP_020803929.1|DSER
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC110178991|XP_020801965.1|DSER
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC110178855|XP_020801777.1|DSER
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC110181855|XP_020805432.1|DSER
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC110180189|XP_020803504.1|DSER
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC110180533|XP_020803868.1|DSER
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC110176052|XP_020797925.1|DSER
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC110187074|XP_020812123.1|DSER
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC110184371|XP_020808528.1|DSER
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC110181941|XP_020805536.1|DSER
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC110185494|XP_020810048.1|DSER
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC110187064|XP_020812113.1|DSER
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC110177395|XP_020799758.1|DSER
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC110176324|XP_020798302.1|DSER
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC110179556|XP_020802797.1|DSER
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC110179045|XP_020802058.1|DSER
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC110191737|XP_020818326.1|DSER
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC110181756|XP_020805278.1|DSER
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC110185362|XP_020809803.1|DSER
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC110177311|XP_020799642.1|DSER
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC110190164|XP_020816159.1|DSER
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC110186877|XP_020811833.1|DSER
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC110183359|XP_020807280.1|DSER
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC110179821|XP_020803089.1|DSER
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC110188582|XP_020814006.1|DSER
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC110188025|XP_020813220.1|DSER
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC110184034|XP_020808065.1|DSER
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC110176261|XP_020798231.1|DSER
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC110185173|XP_020809550.1|DSER
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC110184428|XP_020808623.1|DSER
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC110178847|XP_020801766.1|DSER
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC110187111|XP_020812180.1|DSER
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC110181024|XP_020804358.1|DSER
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC110181573|XP_020805023.1|DSER
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC110181669|XP_020805153.1|DSER
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC110188281|XP_020813635.1|DSER
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC110178144|XP_020800831.1|DSER
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC110182952|XP_020806802.1|DSER
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC110180414|XP_020803737.1|DSER
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC110183684|XP_020807680.1|DSER
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC110188196|XP_020813448.1|DSER
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC110184368|XP_020808529.1|DSER
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC110176525|XP_020798565.1|DSER
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC110181876|XP_020805461.1|DSER
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC110185679|XP_020810305.1|DSER
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC110177099|XP_020799303.1|DSER
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC110178438|XP_020801231.1|DSER, LOC110182295|XP_020805973.1|DSER
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC110178094|XP_020800760.1|DSER
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC110184102|XP_020808152.1|DSER
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC110177718|XP_020800218.1|DSER
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC110182826|XP_020806622.1|DSER
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC110186966|XP_020811972.1|DSER
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC110190259|XP_020816323.1|DSER
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC110180051|XP_020803331.1|DSER
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC110181793|XP_020805332.1|DSER
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC110177282|XP_020799590.1|DSER
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC110188686|XP_020814147.1|DSER
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC110178699|XP_020801756.1|DSER
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC110190990|XP_020817360.1|DSER, LOC110190989|XP_020817359.1|DSER
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC110179227|XP_020802323.1|DSER
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC110178710|XP_020801569.1|DSER
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC110181798|XP_020805339.1|DSER
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC110190175|XP_020816181.1|DSER
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC110187884|XP_020813028.1|DSER
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC110185747|XP_020810403.1|DSER
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC110185397|XP_020809838.1|DSER
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC110182536|XP_020806243.1|DSER
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC110191012|XP_020817389.1|DSER
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC110177717|XP_020800217.1|DSER
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC110180009|XP_020803260.1|DSER
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC110178399|XP_020801196.1|DSER
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC110189910|XP_020815834.1|DSER
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC110175951|XP_020797798.1|DSER
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC110178744|XP_020801633.1|DSER
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC110182451|XP_020806144.1|DSER
