Orthogroup	HILL.longest_only	DSUB.longest_only
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC117901453|XP_034668093.1|DSUB
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC117902074|XP_034669055.1|DSUB
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC117901028|XP_034667522.1|DSUB
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC117901102|XP_034667622.1|DSUB
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC117902170|XP_034669201.1|DSUB
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC117903112|XP_034670829.1|DSUB
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC117899526|XP_034665479.1|DSUB
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC117902300|XP_034669472.1|DSUB
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC117900521|XP_034666809.1|DSUB
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC117900676|XP_034667012.1|DSUB
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC117900054|XP_034666142.1|DSUB
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC117894766|XP_034657875.1|DSUB
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC117893732|XP_034656347.1|DSUB
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC117893809|XP_034656451.1|DSUB
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC117903180|XP_034670915.1|DSUB
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC117898330|XP_034663548.1|DSUB
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC117890403|XP_034651107.1|DSUB
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC117889587|XP_034649886.1|DSUB
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC117895348|XP_034658820.1|DSUB
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC117901503|XP_034668164.1|DSUB
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC117898589|XP_034664024.1|DSUB
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC117903090|XP_034670788.1|DSUB
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC117898224|XP_034663349.1|DSUB
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC117903131|XP_034670854.1|DSUB
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC117892970|XP_034655199.1|DSUB
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC117899322|XP_034665147.1|DSUB
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC117893860|XP_034656521.1|DSUB
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC117897707|XP_034662620.1|DSUB
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC117896372|XP_034660539.1|DSUB
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC117903548|XP_034671631.1|DSUB
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC117894397|XP_034657293.1|DSUB
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC117896586|XP_034660904.1|DSUB
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC117899930|XP_034665990.1|DSUB
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC117903460|XP_034671389.1|DSUB
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC117890995|XP_034652038.1|DSUB
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC117892594|XP_034654827.1|DSUB
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC117900540|XP_034666834.1|DSUB
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC117903907|XP_034672304.1|DSUB
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC117896423|XP_034660635.1|DSUB
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC117890575|XP_034651403.1|DSUB
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC117903808|XP_034672134.1|DSUB
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC117896084|XP_034660014.1|DSUB
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC117889885|XP_034650286.1|DSUB
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC117903274|XP_034671068.1|DSUB
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC117898643|XP_034664100.1|DSUB
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC117897843|XP_034662800.1|DSUB
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC117898230|XP_034663359.1|DSUB
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC117891134|XP_034652233.1|DSUB
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC117898739|XP_034664249.1|DSUB
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC117893618|XP_034656185.1|DSUB
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC117896656|XP_034660994.1|DSUB
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC117902309|XP_034669481.1|DSUB
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC117892400|XP_034654507.1|DSUB
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC117897475|XP_034662218.1|DSUB
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC117899632|XP_034665678.1|DSUB
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC117892235|XP_034654231.1|DSUB
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC117895121|XP_034658420.1|DSUB
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC117895091|XP_034658378.1|DSUB
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC117893974|XP_034656673.1|DSUB
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC117897394|XP_034662101.1|DSUB
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC117896737|XP_034661131.1|DSUB
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC117903650|XP_034671842.1|DSUB
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC117889613|XP_034649929.1|DSUB
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC117903583|XP_034671693.1|DSUB
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC117896718|XP_034661070.1|DSUB
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC117901437|XP_034668072.1|DSUB
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC117892372|XP_034654473.1|DSUB
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC117903748|XP_034672040.1|DSUB
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC117895322|XP_034658780.1|DSUB
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC117898383|XP_034663628.1|DSUB
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC117896505|XP_034660748.1|DSUB
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC117890365|XP_034651050.1|DSUB
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC117900885|XP_034667305.1|DSUB
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC117902783|XP_034670276.1|DSUB
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC117900936|XP_034667393.1|DSUB
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC117900000|XP_034666062.1|DSUB
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC117891966|XP_034653730.1|DSUB
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC117889995|XP_034650470.1|DSUB
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC117890922|XP_034651943.1|DSUB
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC117901394|XP_034668019.1|DSUB
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC117890233|XP_034650861.1|DSUB
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC117892057|XP_034653876.1|DSUB
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC117892339|XP_034654384.1|DSUB
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC117895377|XP_034658880.1|DSUB
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC117896090|XP_034660019.1|DSUB
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC117899221|XP_034664985.1|DSUB
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC117891202|XP_034652429.1|DSUB
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC117896924|XP_034661355.1|DSUB
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC117891780|XP_034653339.1|DSUB
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC117893180|XP_034655563.1|DSUB
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC117891187|XP_034652410.1|DSUB, LOC117903407|XP_034671297.1|DSUB
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC117893995|XP_034656698.1|DSUB
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC117901815|XP_034668621.1|DSUB
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC117898773|XP_034664297.1|DSUB
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC117901719|XP_034668486.1|DSUB
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC117902929|XP_034670408.1|DSUB
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC117897697|XP_034662609.1|DSUB
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC117889994|XP_034650469.1|DSUB
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC117891164|XP_034652375.1|DSUB
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC117892299|XP_034654332.1|DSUB
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC117901179|XP_034667722.1|DSUB, LOC117902502|XP_034669821.1|DSUB, LOC117889706|XP_034650018.1|DSUB, LOC117892733|XP_034655046.1|DSUB, LOC117902501|XP_034669820.1|DSUB, LOC117893801|XP_034656436.1|DSUB
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC117894821|XP_034657961.1|DSUB
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC117903079|XP_034670767.1|DSUB
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC117895114|XP_034658411.1|DSUB
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC117890934|XP_034651962.1|DSUB
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC117903393|XP_034671270.1|DSUB
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC117903875|XP_034672255.1|DSUB
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC117895677|XP_034659396.1|DSUB
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC117893606|XP_034656176.1|DSUB
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC117901976|XP_034668874.1|DSUB
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC117901253|XP_034667840.1|DSUB
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC117896501|XP_034660739.1|DSUB
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC117903308|XP_034671132.1|DSUB
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC117897115|XP_034661656.1|DSUB
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC117892239|XP_034654238.1|DSUB
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC117893006|XP_034655253.1|DSUB
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC117890655|XP_034651515.1|DSUB
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC117891072|XP_034652136.1|DSUB
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC117890418|XP_034651130.1|DSUB
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC117896623|XP_034660955.1|DSUB
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC117895476|XP_034659044.1|DSUB
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC117893114|XP_034655442.1|DSUB
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC117896578|XP_034660888.1|DSUB
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC117889633|XP_034649983.1|DSUB
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC117889939|XP_034650362.1|DSUB
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC117898615|XP_034664058.1|DSUB
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC117901510|XP_034668171.1|DSUB
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC117900060|XP_034666156.1|DSUB
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC117902445|XP_034669728.1|DSUB
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC117899713|XP_034665819.1|DSUB
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC117900657|XP_034666983.1|DSUB
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC117903606|XP_034671752.1|DSUB
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC117901368|XP_034667969.1|DSUB
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC117891943|XP_034653686.1|DSUB
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC117895360|XP_034658838.1|DSUB
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC117893113|XP_034655441.1|DSUB
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC117903514|XP_034671511.1|DSUB
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC117897610|XP_034662468.1|DSUB
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC117897713|XP_034662626.1|DSUB
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC117893077|XP_034655386.1|DSUB
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC117893879|XP_034656542.1|DSUB
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC117902986|XP_034670579.1|DSUB
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC117903750|XP_034672047.1|DSUB
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC117895424|XP_034659000.1|DSUB
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC117895356|XP_034658874.1|DSUB
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC117896967|XP_034661402.1|DSUB
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC117898765|XP_034664286.1|DSUB
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC117903111|XP_034670828.1|DSUB
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC117898749|XP_034664261.1|DSUB
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC117892017|XP_034653801.1|DSUB
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC117893111|XP_034655438.1|DSUB
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC117897897|XP_034662864.1|DSUB
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC117890465|XP_034651211.1|DSUB
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC117890459|XP_034651196.1|DSUB
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC117898831|XP_034664389.1|DSUB
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC117903059|XP_034670697.1|DSUB
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC117894141|XP_034656966.1|DSUB
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC117897613|XP_034662469.1|DSUB
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC117900240|XP_034666420.1|DSUB
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC117897442|XP_034662175.1|DSUB
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC117898875|XP_034664447.1|DSUB
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC117891964|XP_034653727.1|DSUB
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC117901307|XP_034667908.1|DSUB
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC117900398|XP_034666644.1|DSUB
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC117897138|XP_034661700.1|DSUB
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC117894881|XP_034658052.1|DSUB
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC117897609|XP_034662464.1|DSUB
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC117890990|XP_034652032.1|DSUB
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC117898895|XP_034664469.1|DSUB
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC117897403|XP_034662117.1|DSUB
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC117900552|XP_034666846.1|DSUB
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC117892727|XP_034655041.1|DSUB
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC117898119|XP_034663199.1|DSUB
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC117890495|XP_034651277.1|DSUB
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC117891480|XP_034652850.1|DSUB
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC117891249|XP_034652486.1|DSUB, LOC117892617|XP_034654859.1|DSUB
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC117889789|XP_034650151.1|DSUB, LOC117889788|XP_034650149.1|DSUB
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC117895162|XP_034658511.1|DSUB
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC117900799|XP_034667175.1|DSUB
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC117899696|XP_034665790.1|DSUB
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC117899060|XP_034664717.1|DSUB, LOC117899327|XP_034665152.1|DSUB
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC117890980|XP_034652012.1|DSUB
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC117902186|XP_034669251.1|DSUB
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC117899716|XP_034665825.1|DSUB, LOC117890730|XP_034651674.1|DSUB
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC117896870|XP_034661291.1|DSUB
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC117899392|XP_034665267.1|DSUB
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC117897262|XP_034661876.1|DSUB
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC117898077|XP_034663143.1|DSUB
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC117901878|XP_034668727.1|DSUB
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC117901387|XP_034668011.1|DSUB
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC117900591|XP_034666891.1|DSUB
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC117901877|XP_034668726.1|DSUB
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC117897645|XP_034662512.1|DSUB
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC117891583|XP_034653002.1|DSUB
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC117891617|XP_034653044.1|DSUB
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC117895784|XP_034659575.1|DSUB
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC117892936|XP_034655148.1|DSUB
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC117902651|XP_034670068.1|DSUB
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC117894743|XP_034657836.1|DSUB
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC117901923|XP_034668783.1|DSUB
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC117900537|XP_034666827.1|DSUB
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC117897531|XP_034662342.1|DSUB
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC117903361|XP_034671207.1|DSUB
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC117894888|XP_034658064.1|DSUB
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC117891881|XP_034653551.1|DSUB
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC117891475|XP_034652886.1|DSUB
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC117892012|XP_034653796.1|DSUB
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC117889840|XP_034650221.1|DSUB
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC117903462|XP_034671393.1|DSUB
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC117896452|XP_034660673.1|DSUB
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC117897868|XP_034662837.1|DSUB
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC117898509|XP_034663853.1|DSUB
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC117893478|XP_034655993.1|DSUB
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC117903290|XP_034671109.1|DSUB
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC117894975|XP_034658204.1|DSUB
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC117896738|XP_034661094.1|DSUB
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC117890113|XP_034650674.1|DSUB
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC117894041|XP_034656781.1|DSUB
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC117902373|XP_034669581.1|DSUB
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC117900875|XP_034667291.1|DSUB
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC117899655|XP_034665727.1|DSUB
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC117902042|XP_034668997.1|DSUB
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC117903523|XP_034671533.1|DSUB
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC117899052|XP_034664706.1|DSUB
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC117897653|XP_034662526.1|DSUB
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC117897686|XP_034662589.1|DSUB
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC117890467|XP_034651213.1|DSUB
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC117900937|XP_034667394.1|DSUB
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC117896845|XP_034661260.1|DSUB
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC117894135|XP_034656921.1|DSUB
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC117899648|XP_034665715.1|DSUB
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC117895407|XP_034658934.1|DSUB
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC117895305|XP_034658756.1|DSUB
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC117889861|XP_034650253.1|DSUB
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC117890614|XP_034651446.1|DSUB
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC117899742|XP_034665877.1|DSUB
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC117902812|XP_034670332.1|DSUB
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC117903729|XP_034671973.1|DSUB
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC117898532|XP_034663893.1|DSUB
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC117900014|XP_034666090.1|DSUB
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC117897755|XP_034662687.1|DSUB
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC117892311|XP_034654353.1|DSUB
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC117889776|XP_034650132.1|DSUB
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC117899490|XP_034665429.1|DSUB
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC117902441|XP_034669722.1|DSUB
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC117895221|XP_034658606.1|DSUB
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC117890035|XP_034650544.1|DSUB
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC117891268|XP_034652533.1|DSUB
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC117894671|XP_034657740.1|DSUB
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC117890786|XP_034651752.1|DSUB
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC117895770|XP_034659555.1|DSUB
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC117896352|XP_034660517.1|DSUB
OG0008747	LOC119649072|XP_037906993.1|HILL	LOC117893646|XP_034656223.1|DSUB
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC117901622|XP_034668341.1|DSUB
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC117901991|XP_034668894.1|DSUB
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC117896910|XP_034661337.1|DSUB
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC117899487|XP_034665416.1|DSUB
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC117895528|XP_034659125.1|DSUB
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC117896496|XP_034660728.1|DSUB
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC117897369|XP_034662059.1|DSUB
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC117900816|XP_034667200.1|DSUB
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC117901527|XP_034668198.1|DSUB
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC117889908|XP_034650325.1|DSUB
OG0008766	LOC119646230|XP_037902548.1|HILL	LOC117902434|XP_034669707.1|DSUB
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC117891929|XP_034653655.1|DSUB
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC117891878|XP_034653534.1|DSUB
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC117891477|XP_034652848.1|DSUB
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC117892500|XP_034654668.1|DSUB
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC117903861|XP_034672239.1|DSUB
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC117893069|XP_034655370.1|DSUB
