Orthogroup	HILL.longest_only	DGUA.longest_only
OG0007941	LOC119646151|XP_037902448.1|HILL	LOC117591340|XP_034140457.1|DGUA
OG0007942	LOC119655825|XP_037917859.1|HILL	LOC117588655|XP_034135985.1|DGUA
OG0007943	LOC119651918|XP_037911674.1|HILL	LOC117587971|XP_034134871.1|DGUA
OG0007944	LOC119652697|XP_037912904.1|HILL	LOC117586908|XP_034133148.1|DGUA
OG0007947	LOC119651380|XP_037910881.1|HILL	LOC117587818|XP_034134666.1|DGUA
OG0007948	LOC119650605|XP_037909393.1|HILL	LOC117583977|XP_034128574.1|DGUA
OG0007949	LOC119655734|XP_037917715.1|HILL	LOC117580823|XP_034123434.1|DGUA
OG0007950	LOC119661197|XP_037926347.1|HILL	LOC117581792|XP_034125114.1|DGUA
OG0007951	LOC119646253|XP_037902616.1|HILL	LOC117584678|XP_034129598.1|DGUA
OG0007952	LOC119661201|XP_037926349.1|HILL	LOC117581967|XP_034125343.1|DGUA
OG0007953	LOC119651737|XP_037911392.1|HILL	LOC117587663|XP_034134445.1|DGUA
OG0007954	LOC119650652|XP_037909516.1|HILL	LOC117587858|XP_034134715.1|DGUA
OG0007955	LOC119651971|XP_037911792.1|HILL	LOC117587905|XP_034134774.1|DGUA
OG0007956	LOC119650594|XP_037909371.1|HILL	LOC117588036|XP_034134973.1|DGUA
OG0007957	LOC119660415|XP_037924891.1|HILL	LOC117584751|XP_034129734.1|DGUA
OG0007958	LOC119661051|XP_037926182.1|HILL	LOC117590420|XP_034138918.1|DGUA
OG0007960	LOC119651267|XP_037910696.1|HILL	LOC117583955|XP_034128548.1|DGUA
OG0007961	LOC119651125|XP_037910444.1|HILL	LOC117585438|XP_034130804.1|DGUA
OG0007962	LOC119655829|XP_037917863.1|HILL	LOC117581384|XP_034124414.1|DGUA
OG0007963	LOC119651432|XP_037910959.1|HILL	LOC117587730|XP_034134539.1|DGUA
OG0007964	LOC119652720|XP_037912941.1|HILL	LOC117584623|XP_034129535.1|DGUA
OG0007965	LOC119651033|XP_037910275.1|HILL	LOC117588027|XP_034134959.1|DGUA
OG0007966	LOC119651167|XP_037910514.1|HILL	LOC117582115|XP_034125580.1|DGUA
OG0007967	LOC119661779|XP_037927184.1|HILL	LOC117584113|XP_034128756.1|DGUA
OG0007968	LOC119646843|XP_037903388.1|HILL	LOC117582398|XP_034125972.1|DGUA
OG0007969	LOC119661050|XP_037926181.1|HILL	LOC117584512|XP_034129338.1|DGUA
OG0007971	LOC119651484|XP_037911029.1|HILL	LOC117588701|XP_034136041.1|DGUA
OG0007972	LOC119655552|XP_037917403.1|HILL	LOC117588802|XP_034136212.1|DGUA
OG0007973	LOC119646445|XP_037902824.1|HILL	LOC117582013|XP_034125422.1|DGUA
OG0007974	LOC119657172|XP_037919887.1|HILL	LOC117590957|XP_034139898.1|DGUA
OG0007975	LOC119660960|XP_037925931.1|HILL	LOC117585864|XP_034131514.1|DGUA
OG0007976	LOC119654942|XP_037916528.1|HILL	LOC117588484|XP_034135677.1|DGUA
OG0007977	LOC119650648|XP_037909514.1|HILL	LOC117583856|XP_034128358.1|DGUA
OG0007978	LOC119656795|XP_037919333.1|HILL	LOC117581889|XP_034125249.1|DGUA
OG0007979	LOC119652405|XP_037912440.1|HILL	LOC117587833|XP_034134685.1|DGUA
OG0007980	LOC119650877|XP_037909973.1|HILL	LOC117584086|XP_034128724.1|DGUA
OG0007981	LOC119656059|XP_037918264.1|HILL	LOC117581631|XP_034124891.1|DGUA
OG0007982	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL	LOC117584273|XP_034128978.1|DGUA
OG0007983	LOC119652201|XP_037912070.1|HILL	LOC117581981|XP_034125361.1|DGUA
OG0007984	LOC119653046|XP_037913436.1|HILL	LOC117584629|XP_034129543.1|DGUA
OG0007985	LOC119651083|XP_037910357.1|HILL	LOC117587602|XP_034134344.1|DGUA
OG0007986	LOC119651869|XP_037911604.1|HILL	LOC117582386|XP_034125951.1|DGUA
OG0007988	LOC119647404|XP_037904211.1|HILL	LOC117588157|XP_034135151.1|DGUA
OG0007989	LOC119657302|XP_037920081.1|HILL	LOC117584494|XP_034129313.1|DGUA
OG0007990	LOC119651546|XP_037911107.1|HILL	LOC117584417|XP_034129172.1|DGUA
OG0007991	LOC119661585|XP_037926915.1|HILL	LOC117582566|XP_034126294.1|DGUA
OG0007992	LOC119647136|XP_037903856.1|HILL	LOC117588093|XP_034135055.1|DGUA
OG0007993	LOC119650869|XP_037909958.1|HILL	LOC117583701|XP_034128074.1|DGUA
OG0007994	LOC119651559|XP_037911124.1|HILL	LOC117587845|XP_034134701.1|DGUA
OG0007995	LOC119652483|XP_037912588.1|HILL	LOC117584160|XP_034128812.1|DGUA
OG0007996	LOC119656724|XP_037919184.1|HILL	LOC117588777|XP_034136158.1|DGUA
OG0007997	LOC119646370|XP_037902734.1|HILL	LOC117579314|XP_034121019.1|DGUA
OG0007999	LOC119661780|XP_037927188.1|HILL	LOC117584392|XP_034129140.1|DGUA
OG0008000	LOC119661766|XP_037927169.1|HILL	LOC117584809|XP_034129820.1|DGUA
OG0008001	LOC119661426|XP_037926697.1|HILL	LOC117583996|XP_034128615.1|DGUA
OG0008002	LOC119651158|XP_037910496.1|HILL	LOC117582633|XP_034126402.1|DGUA
OG0008003	LOC119661378|XP_037926625.1|HILL	LOC117584000|XP_034128620.1|DGUA
OG0008004	LOC119653465|XP_037914005.1|HILL	LOC117590549|XP_034139179.1|DGUA
OG0008005	LOC119656197|XP_037918508.1|HILL	LOC117590864|XP_034139770.1|DGUA
OG0008006	LOC119653898|XP_037914961.1|HILL	LOC117588760|XP_034136132.1|DGUA
OG0008007	LOC119655661|XP_037917573.1|HILL	LOC117581619|XP_034124873.1|DGUA
OG0008008	LOC119650102|XP_037908550.1|HILL	LOC117579556|XP_034121367.1|DGUA
OG0008009	LOC119655550|XP_037917397.1|HILL	LOC117580755|XP_034123341.1|DGUA
OG0008010	LOC119656125|XP_037918379.1|HILL	LOC117588375|XP_034135484.1|DGUA
OG0008011	LOC119655844|XP_037917884.1|HILL	LOC117591330|XP_034140445.1|DGUA
OG0008012	LOC119654901|XP_037916456.1|HILL	LOC117578620|XP_034120113.1|DGUA
OG0008013	LOC119655886|XP_037917960.1|HILL	LOC117592367|XP_034141961.1|DGUA
OG0008014	LOC119659405|XP_037923404.1|HILL	LOC117586022|XP_034131748.1|DGUA
OG0008015	LOC119648968|XP_037906818.1|HILL	LOC117579906|XP_034121933.1|DGUA
OG0008016	LOC119648969|XP_037906819.1|HILL	LOC117579917|XP_034121947.1|DGUA
OG0008017	LOC119654880|XP_037916415.1|HILL	LOC117590929|XP_034139859.1|DGUA
OG0008018	LOC119654570|XP_037915948.1|HILL	LOC117588666|XP_034135999.1|DGUA
OG0008019	LOC119656213|XP_037918533.1|HILL	LOC117588753|XP_034136122.1|DGUA
OG0008020	LOC119654199|XP_037915332.1|HILL	LOC117586201|XP_034132026.1|DGUA
OG0008021	LOC119658813|XP_037922464.1|HILL	LOC117590408|XP_034138897.1|DGUA
OG0008022	LOC119655630|XP_037917528.1|HILL	LOC117583738|XP_034128145.1|DGUA
OG0008024	LOC119655759|XP_037917743.1|HILL	LOC117588671|XP_034136005.1|DGUA
OG0008025	LOC119655647|XP_037917557.1|HILL	LOC117588294|XP_034135366.1|DGUA
OG0008026	LOC119655549|XP_037917396.1|HILL	LOC117588574|XP_034135861.1|DGUA
OG0008027	LOC119653625|XP_037914326.1|HILL	LOC117581306|XP_034124240.1|DGUA
OG0008028	LOC119658832|XP_037922497.1|HILL	LOC117586094|XP_034131841.1|DGUA
OG0008029	LOC119659933|XP_037924201.1|HILL	LOC117585452|XP_034130826.1|DGUA
OG0008030	LOC119659856|XP_037924089.1|HILL	LOC117586233|XP_034132060.1|DGUA
OG0008031	LOC119660283|XP_037924681.1|HILL	LOC117584581|XP_034129448.1|DGUA
OG0008032	LOC119659908|XP_037924161.1|HILL	LOC117583729|XP_034128136.1|DGUA
OG0008033	LOC119658897|XP_037922626.1|HILL	LOC117586269|XP_034132103.1|DGUA
OG0008034	LOC119653379|XP_037913849.1|HILL	LOC117586031|XP_034131757.1|DGUA
OG0008035	LOC119655457|XP_037917286.1|HILL	LOC117590244|XP_034138606.1|DGUA
OG0008036	LOC119658987|XP_037922797.1|HILL	LOC117586320|XP_034132200.1|DGUA
OG0008037	LOC119658931|XP_037922692.1|HILL	LOC117586316|XP_034132194.1|DGUA
OG0008038	LOC119659874|XP_037924120.1|HILL	LOC117591383|XP_034140518.1|DGUA
OG0008039	LOC119659935|XP_037924203.1|HILL	LOC117585767|XP_034131339.1|DGUA
OG0008040	LOC119658901|XP_037922634.1|HILL	LOC117583674|XP_034128033.1|DGUA
OG0008041	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL	LOC117590358|XP_034138786.1|DGUA
OG0008042	LOC119659982|XP_037924280.1|HILL	LOC117582774|XP_034126635.1|DGUA
OG0008043	LOC119653924|XP_037915011.1|HILL	LOC117580891|XP_034123534.1|DGUA
OG0008044	LOC119653723|XP_037914560.1|HILL	LOC117591150|XP_034140152.1|DGUA
OG0008045	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL	LOC117581169|XP_034124002.1|DGUA
OG0008046	LOC119658779|XP_037922405.1|HILL	LOC117585322|XP_034130649.1|DGUA
OG0008047	LOC119658630|XP_037922070.1|HILL	LOC117585625|XP_034131081.1|DGUA
OG0008048	LOC119658778|XP_037922404.1|HILL	LOC117585089|XP_034130248.1|DGUA
OG0008049	LOC119658628|XP_037922066.1|HILL	LOC117585621|XP_034131076.1|DGUA
OG0008050	LOC119659059|XP_037922896.1|HILL	LOC117584901|XP_034129931.1|DGUA
OG0008051	LOC119660140|XP_037924466.1|HILL	LOC117583580|XP_034127852.1|DGUA
OG0008052	LOC119658904|XP_037922638.1|HILL	LOC117586476|XP_034132460.1|DGUA
OG0008053	LOC119655780|XP_037917792.1|HILL	LOC117590101|XP_034138337.1|DGUA
OG0008054	LOC119654654|XP_037916070.1|HILL	LOC117581539|XP_034124744.1|DGUA
OG0008055	LOC119660797|XP_037925546.1|HILL	LOC117588601|XP_034135901.1|DGUA
OG0008056	LOC119658715|XP_037922262.1|HILL	LOC117588557|XP_034135833.1|DGUA
OG0008058	LOC119659911|XP_037924163.1|HILL	LOC117583785|XP_034128254.1|DGUA
OG0008060	LOC119659045|XP_037922880.1|HILL	LOC117585139|XP_034130358.1|DGUA
OG0008061	LOC119656005|XP_037918175.1|HILL	LOC117591167|XP_034140177.1|DGUA
OG0008062	LOC119653667|XP_037914427.1|HILL	LOC117580991|XP_034123680.1|DGUA
OG0008063	LOC119658663|XP_037922145.1|HILL	LOC117582776|XP_034126637.1|DGUA
OG0008064	LOC119653880|XP_037914925.1|HILL	LOC117591425|XP_034140576.1|DGUA
OG0008066	LOC119658793|XP_037922433.1|HILL	LOC117580630|XP_034123106.1|DGUA
OG0008067	LOC119653714|XP_037914523.1|HILL	LOC117590399|XP_034138885.1|DGUA
OG0008068	LOC119653696|XP_037914497.1|HILL	LOC117590353|XP_034138779.1|DGUA
OG0008069	LOC119660342|XP_037924756.1|HILL	LOC117582764|XP_034126619.1|DGUA
OG0008070	LOC119659365|XP_037923348.1|HILL	LOC117585090|XP_034130249.1|DGUA
OG0008071	LOC119654615|XP_037916017.1|HILL	LOC117580825|XP_034123437.1|DGUA
OG0008072	LOC119646187|XP_037902498.1|HILL	LOC117591521|XP_034140707.1|DGUA
OG0008073	LOC119655502|XP_037917332.1|HILL	LOC117588638|XP_034135957.1|DGUA
OG0008074	LOC119656050|XP_037918243.1|HILL	LOC117588377|XP_034135489.1|DGUA
OG0008075	LOC119654147|XP_037915238.1|HILL	LOC117592627|XP_034142454.1|DGUA
OG0008076	LOC119653727|XP_037914563.1|HILL	LOC117581594|XP_034124841.1|DGUA
OG0008077	LOC119656704|XP_037919141.1|HILL	LOC117585475|XP_034130858.1|DGUA
OG0008078	LOC119656157|XP_037918421.1|HILL	LOC117588793|XP_034136191.1|DGUA
OG0008079	LOC119655684|XP_037917613.1|HILL	LOC117580831|XP_034123454.1|DGUA
OG0008080	LOC119655787|XP_037917806.1|HILL	LOC117581251|XP_034124145.1|DGUA
OG0008081	LOC119661280|XP_037926484.1|HILL	LOC117581338|XP_034124352.1|DGUA
OG0008082	LOC119659634|XP_037923761.1|HILL	LOC117583039|XP_034127092.1|DGUA
OG0008083	LOC119659775|XP_037923965.1|HILL	LOC117584984|XP_034130084.1|DGUA
OG0008084	LOC119657512|XP_037920379.1|HILL	LOC117585173|XP_034130405.1|DGUA
OG0008085	LOC119660549|XP_037925117.1|HILL	LOC117583240|XP_034127353.1|DGUA
OG0008086	LOC119659139|XP_037922997.1|HILL	LOC117585184|XP_034130419.1|DGUA
OG0008087	LOC119648155|XP_037905654.1|HILL	LOC117580855|XP_034123493.1|DGUA
OG0008088	LOC119648023|XP_037905366.1|HILL	LOC117588284|XP_034135352.1|DGUA
OG0008089	LOC119648247|XP_037905814.1|HILL	LOC117586947|XP_034133208.1|DGUA
OG0008090	LOC119651986|XP_037911829.1|HILL	LOC117590732|XP_034139531.1|DGUA
OG0008091	LOC119658943|XP_037922735.1|HILL	LOC117585596|XP_034131031.1|DGUA
OG0008093	LOC119647098|XP_037903797.1|HILL	LOC117580670|XP_034123172.1|DGUA
OG0008094	LOC119660317|XP_037924720.1|HILL	LOC117581687|XP_034124954.1|DGUA
OG0008095	LOC119660150|XP_037924478.1|HILL	LOC117590183|XP_034138481.1|DGUA
OG0008096	LOC119655115|XP_037916765.1|HILL	LOC117590975|XP_034139938.1|DGUA
OG0008097	LOC119652562|XP_037912698.1|HILL	LOC117590460|XP_034138987.1|DGUA
OG0008098	LOC119649386|XP_037907434.1|HILL	LOC117580055|XP_034122184.1|DGUA
OG0008100	LOC119658786|XP_037922421.1|HILL	LOC117584910|XP_034129944.1|DGUA
OG0008101	LOC119660876|XP_037925714.1|HILL	LOC117590415|XP_034138905.1|DGUA
OG0008102	LOC119658913|XP_037922657.1|HILL	LOC117586471|XP_034132451.1|DGUA
OG0008103	LOC119656985|XP_037919648.1|HILL	LOC117590341|XP_034138731.1|DGUA
OG0008104	LOC119650376|XP_037909041.1|HILL	LOC117591261|XP_034140339.1|DGUA
OG0008105	LOC119651399|XP_037910914.1|HILL	LOC117589913|XP_034138078.1|DGUA
OG0008106	LOC119660566|XP_037925140.1|HILL	LOC117589423|XP_034137249.1|DGUA
OG0008107	LOC119659291|XP_037923231.1|HILL	LOC117590133|XP_034138396.1|DGUA
OG0008108	LOC119655216|XP_037916920.1|HILL	LOC117581535|XP_034124741.1|DGUA
OG0008109	LOC119653886|XP_037914934.1|HILL	LOC117581164|XP_034123997.1|DGUA
OG0008110	LOC119649349|XP_037907387.1|HILL	LOC117591172|XP_034140188.1|DGUA
OG0008111	LOC119655879|XP_037917942.1|HILL	LOC117590823|XP_034139684.1|DGUA
OG0008112	LOC119653523|XP_037914118.1|HILL	LOC117581105|XP_034123887.1|DGUA
OG0008113	LOC119653524|XP_037914122.1|HILL	LOC117591035|XP_034140020.1|DGUA
OG0008114	LOC119655757|XP_037917741.1|HILL	LOC117591034|XP_034140019.1|DGUA
OG0008115	LOC119653564|XP_037914205.1|HILL	LOC117590548|XP_034139177.1|DGUA
OG0008116	LOC119653408|XP_037913901.1|HILL	LOC117590516|XP_034139111.1|DGUA
OG0008117	LOC119653664|XP_037914423.1|HILL	LOC117580676|XP_034123181.1|DGUA
OG0008118	LOC119655059|XP_037916677.1|HILL	LOC117590831|XP_034139699.1|DGUA
OG0008119	LOC119656267|XP_037918618.1|HILL	LOC117588758|XP_034136129.1|DGUA
OG0008120	LOC119653739|XP_037914590.1|HILL	LOC117591007|XP_034139980.1|DGUA
OG0008121	LOC119655517|XP_037917355.1|HILL	LOC117592276|XP_034141827.1|DGUA
OG0008122	LOC119656036|XP_037918231.1|HILL	LOC117580641|XP_034123124.1|DGUA
OG0008123	LOC119655214|XP_037916918.1|HILL	LOC117588781|XP_034136175.1|DGUA
OG0008124	LOC119656242|XP_037918586.1|HILL	LOC117591667|XP_034140881.1|DGUA, LOC117590691|XP_034139481.1|DGUA
OG0008126	LOC119653749|XP_037914606.1|HILL	LOC117581021|XP_034123738.1|DGUA
OG0008128	LOC119653620|XP_037914321.1|HILL	LOC117581621|XP_034124875.1|DGUA
OG0008129	LOC119653592|XP_037914269.1|HILL	LOC117590772|XP_034139610.1|DGUA
OG0008130	LOC119653593|XP_037914270.1|HILL	LOC117581443|XP_034124541.1|DGUA
OG0008131	LOC119655177|XP_037916857.1|HILL	LOC117588546|XP_034135816.1|DGUA
OG0008132	LOC119660508|XP_037925033.1|HILL	LOC117585446|XP_034130814.1|DGUA
OG0008133	LOC119653712|XP_037914521.1|HILL	LOC117588368|XP_034135473.1|DGUA
OG0008134	LOC119655928|XP_037918029.1|HILL	LOC117581010|XP_034123710.1|DGUA
OG0008135	LOC119659663|XP_037923803.1|HILL	LOC117586695|XP_034132853.1|DGUA
OG0008136	LOC119653701|XP_037914503.1|HILL	LOC117582151|XP_034125626.1|DGUA
OG0008137	LOC119653446|XP_037913969.1|HILL	LOC117581068|XP_034123834.1|DGUA
OG0008138	LOC119656075|XP_037918284.1|HILL	LOC117588937|XP_034136406.1|DGUA
OG0008139	LOC119654404|XP_037915716.1|HILL	LOC117592046|XP_034141421.1|DGUA
OG0008140	LOC119655513|XP_037917348.1|HILL	LOC117590807|XP_034139665.1|DGUA
OG0008141	LOC119656033|XP_037918227.1|HILL	LOC117588637|XP_034135956.1|DGUA
OG0008142	LOC119655426|XP_037917245.1|HILL	LOC117590913|XP_034139836.1|DGUA
OG0008143	LOC119653905|XP_037914969.1|HILL	LOC117588262|XP_034135287.1|DGUA
OG0008144	LOC119655468|XP_037917298.1|HILL	LOC117578727|XP_034120277.1|DGUA
OG0008145	LOC119654221|XP_037915365.1|HILL	LOC117581136|XP_034123953.1|DGUA
OG0008146	LOC119654319|XP_037915573.1|HILL	LOC117581665|XP_034124939.1|DGUA
OG0008147	LOC119653496|XP_037914058.1|HILL	LOC117581663|XP_034124934.1|DGUA
OG0008148	LOC119661496|XP_037926788.1|HILL	LOC117588620|XP_034135924.1|DGUA
OG0008149	LOC119655401|XP_037917211.1|HILL	LOC117590985|XP_034139951.1|DGUA
OG0008150	LOC119654923|XP_037916501.1|HILL	LOC117591368|XP_034140495.1|DGUA
OG0008151	LOC119655729|XP_037917695.1|HILL	LOC117581524|XP_034124709.1|DGUA
OG0008152	LOC119653903|XP_037914968.1|HILL	LOC117581110|XP_034123904.1|DGUA
OG0008153	LOC119646770|XP_037903280.1|HILL	LOC117585203|XP_034130475.1|DGUA
OG0008154	LOC119649175|XP_037907131.1|HILL	LOC117579933|XP_034121977.1|DGUA
OG0008155	LOC119648979|XP_037906829.1|HILL	LOC117580090|XP_034122234.1|DGUA
OG0008156	LOC119653185|XP_037913667.1|HILL	LOC117583698|XP_034128070.1|DGUA
OG0008157	LOC119653871|XP_037914907.1|HILL	LOC117589530|XP_034137415.1|DGUA
OG0008158	LOC119655594|XP_037917477.1|HILL	LOC117581333|XP_034124343.1|DGUA
OG0008159	LOC119648759|XP_037906513.1|HILL	LOC117580247|XP_034122561.1|DGUA
OG0008160	LOC119653418|XP_037913920.1|HILL	LOC117584969|XP_034130061.1|DGUA
OG0008161	LOC119653614|XP_037914309.1|HILL	LOC117591424|XP_034140575.1|DGUA
OG0008162	LOC119657168|XP_037919881.1|HILL	LOC117588438|XP_034135609.1|DGUA
OG0008163	LOC119648366|XP_037906020.1|HILL	LOC117580386|XP_034122815.1|DGUA
OG0008164	LOC119654819|XP_037916307.1|HILL	LOC117591155|XP_034140162.1|DGUA
OG0008165	LOC119656159|XP_037918425.1|HILL	LOC117581244|XP_034124132.1|DGUA
OG0008166	LOC119656160|XP_037918427.1|HILL	LOC117581247|XP_034124141.1|DGUA
OG0008167	LOC119655235|XP_037916946.1|HILL	LOC117591006|XP_034139979.1|DGUA
OG0008168	LOC119656205|XP_037918524.1|HILL	LOC117590999|XP_034139971.1|DGUA
OG0008169	LOC119656206|XP_037918525.1|HILL	LOC117590801|XP_034139657.1|DGUA
OG0008170	LOC119656032|XP_037918225.1|HILL	LOC117591795|XP_034140993.1|DGUA
OG0008171	LOC119660725|XP_037925307.1|HILL	LOC117581114|XP_034123923.1|DGUA
OG0008172	LOC119654523|XP_037915892.1|HILL	LOC117585618|XP_034131070.1|DGUA
OG0008173	LOC119658417|XP_037921740.1|HILL	LOC117588019|XP_034134947.1|DGUA
OG0008174	LOC119653767|XP_037914686.1|HILL	LOC117589830|XP_034137956.1|DGUA
OG0008175	LOC119654277|XP_037915485.1|HILL	LOC117580770|XP_034123355.1|DGUA
OG0008176	LOC119659367|XP_037923354.1|HILL	LOC117590991|XP_034139960.1|DGUA
OG0008177	LOC119653423|XP_037913928.1|HILL	LOC117591162|XP_034140174.1|DGUA
OG0008178	LOC119656046|XP_037918240.1|HILL	LOC117591406|XP_034140549.1|DGUA
OG0008179	LOC119654837|XP_037916339.1|HILL	LOC117581661|XP_034124932.1|DGUA
OG0008180	LOC119655519|XP_037917357.1|HILL	LOC117590724|XP_034139524.1|DGUA
OG0008181	LOC119653718|XP_037914538.1|HILL	LOC117590728|XP_034139527.1|DGUA
OG0008182	LOC119654700|XP_037916142.1|HILL	LOC117592247|XP_034141773.1|DGUA
OG0008183	LOC119654478|XP_037915825.1|HILL	LOC117578652|XP_034120160.1|DGUA
OG0008185	LOC119653444|XP_037913964.1|HILL	LOC117585661|XP_034131144.1|DGUA
OG0008186	LOC119655698|XP_037917640.1|HILL	LOC117578583|XP_034120057.1|DGUA
OG0008187	LOC119656056|XP_037918257.1|HILL	LOC117578587|XP_034120062.1|DGUA
OG0008188	LOC119647910|XP_037905157.1|HILL	LOC117582317|XP_034125855.1|DGUA
OG0008189	LOC119655618|XP_037917516.1|HILL	LOC117587825|XP_034134675.1|DGUA
OG0008190	LOC119648049|XP_037905439.1|HILL	LOC117587048|XP_034133374.1|DGUA
OG0008191	LOC119653624|XP_037914325.1|HILL	LOC117588295|XP_034135367.1|DGUA
OG0008192	LOC119655410|XP_037917222.1|HILL	LOC117588755|XP_034136125.1|DGUA
OG0008193	LOC119657609|XP_037920536.1|HILL	LOC117581278|XP_034124190.1|DGUA
OG0008194	LOC119655480|XP_037917308.1|HILL	LOC117591535|XP_034140718.1|DGUA
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC117581106|XP_034123893.1|DGUA
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC117583313|XP_034127463.1|DGUA
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC117579565|XP_034121378.1|DGUA
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC117590740|XP_034139539.1|DGUA
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC117580771|XP_034123356.1|DGUA
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC117578624|XP_034120121.1|DGUA
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC117580088|XP_034122232.1|DGUA
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC117580132|XP_034122316.1|DGUA
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC117579804|XP_034121772.1|DGUA
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC117581411|XP_034124456.1|DGUA
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC117588749|XP_034136118.1|DGUA
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC117580402|XP_034122838.1|DGUA
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC117579107|XP_034120724.1|DGUA
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC117578571|XP_034120039.1|DGUA
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC117589146|XP_034136731.1|DGUA
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC117587822|XP_034134671.1|DGUA
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC117579444|XP_034121223.1|DGUA
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC117581117|XP_034123929.1|DGUA
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC117586904|XP_034133140.1|DGUA
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC117587227|XP_034133680.1|DGUA
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC117581659|XP_034124931.1|DGUA
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC117583607|XP_034127914.1|DGUA
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC117590378|XP_034138837.1|DGUA
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC117590853|XP_034139741.1|DGUA
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC117582658|XP_034126454.1|DGUA
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC117579949|XP_034122001.1|DGUA
OG0008223	LOC119650419|XP_037909151.1|HILL	LOC117580489|XP_034122965.1|DGUA
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC117580116|XP_034122294.1|DGUA
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC117591419|XP_034140565.1|DGUA
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC117581087|XP_034123865.1|DGUA
OG0008227	LOC119652848|XP_037913128.1|HILL	LOC117583448|XP_034127638.1|DGUA
OG0008228	LOC119650921|XP_037910074.1|HILL	LOC117585829|XP_034131454.1|DGUA
OG0008229	LOC119659771|XP_037923960.1|HILL	LOC117589544|XP_034137438.1|DGUA
OG0008230	LOC119659529|XP_037923594.1|HILL	LOC117585622|XP_034131077.1|DGUA
OG0008232	LOC119648618|XP_037906318.1|HILL	LOC117587299|XP_034133782.1|DGUA
OG0008233	LOC119650930|XP_037910084.1|HILL	LOC117588211|XP_034135240.1|DGUA
OG0008234	LOC119647131|XP_037903849.1|HILL	LOC117592207|XP_034141709.1|DGUA
OG0008235	LOC119646452|XP_037902830.1|HILL	LOC117590875|XP_034139788.1|DGUA
OG0008236	LOC119654405|XP_037915717.1|HILL	LOC117578432|XP_034119786.1|DGUA
OG0008237	LOC119659374|XP_037923358.1|HILL	LOC117590604|XP_034139278.1|DGUA
OG0008239	LOC119647458|XP_037904318.1|HILL	LOC117579097|XP_034120711.1|DGUA
OG0008240	LOC119646168|XP_037902475.1|HILL	LOC117582047|XP_034125485.1|DGUA
OG0008243	LOC119648025|XP_037905371.1|HILL	LOC117584805|XP_034129819.1|DGUA
OG0008244	LOC119657479|XP_037920327.1|HILL	LOC117585175|XP_034130407.1|DGUA
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	LOC117580635|XP_034123118.1|DGUA
OG0008248	LOC119651615|XP_037911197.1|HILL	LOC117583425|XP_034127613.1|DGUA
OG0008250	LOC119658209|XP_037921403.1|HILL	LOC117589866|XP_034138029.1|DGUA
OG0008254	LOC119648698|XP_037906433.1|HILL	LOC117589241|XP_034136896.1|DGUA
OG0008255	LOC119658673|XP_037922163.1|HILL	LOC117589412|XP_034137234.1|DGUA
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC117589967|XP_034138163.1|DGUA
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC117582903|XP_034126885.1|DGUA
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC117584870|XP_034129912.1|DGUA
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC117579436|XP_034121214.1|DGUA
OG0008272	LOC119657131|XP_037919829.1|HILL	LOC117581317|XP_034124305.1|DGUA
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC117586416|XP_034132344.1|DGUA
