Orthogroup	HILL.longest_only	DHYD.longest_only
OG0007768	LOC119657039|XP_037919721.1|HILL	LOC111601955|XP_023174587.1|DHYD
OG0007769	LOC119656909|XP_037919527.1|HILL	LOC111604759|XP_023178722.2|DHYD
OG0007770	LOC119658044|XP_037921213.1|HILL	LOC111604711|XP_023178655.2|DHYD
OG0007771	LOC119657679|XP_037920636.1|HILL	LOC111598939|XP_023170185.2|DHYD
OG0007772	LOC119656659|XP_037919065.1|HILL	LOC111598876|XP_023170104.1|DHYD
OG0007773	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL	LOC111602208|XP_023174948.2|DHYD
OG0007774	LOC119658485|XP_037921858.1|HILL	LOC111593214|XP_023161632.2|DHYD
OG0007775	LOC119658043|XP_037921212.1|HILL	LOC111596546|XP_030079530.1|DHYD
OG0007776	LOC119657820|XP_037920862.1|HILL	LOC111593054|XP_023161396.1|DHYD
OG0007777	LOC119656662|XP_037919069.1|HILL	LOC111598265|XP_023169212.2|DHYD
OG0007778	LOC119658513|XP_037921914.1|HILL	LOC111593473|XP_023162002.2|DHYD
OG0007779	LOC119659385|XP_037923372.1|HILL	LOC111604656|XP_023178581.2|DHYD
OG0007780	LOC119657690|XP_037920648.1|HILL	LOC111595353|XP_030079929.1|DHYD
OG0007781	LOC119656511|XP_037918775.1|HILL	LOC111598147|XP_030078847.1|DHYD
OG0007782	LOC119657747|XP_037920722.1|HILL	LOC111605614|XP_023180054.1|DHYD
OG0007783	LOC119656540|XP_037918813.1|HILL	LOC111598101|XP_023168920.1|DHYD
OG0007784	LOC119660808|XP_037925576.1|HILL	LOC111601971|XP_023174614.2|DHYD
OG0007785	LOC119648537|XP_037906235.1|HILL	LOC111602418|XP_023175220.2|DHYD
OG0007786	LOC119661211|XP_037926362.1|HILL	LOC111599184|XP_023170537.2|DHYD
OG0007787	LOC119652680|XP_037912880.1|HILL	LOC111596412|XP_023166391.2|DHYD
OG0007788	LOC119657933|XP_037921049.1|HILL	LOC111603546|XP_023176947.2|DHYD
OG0007789	LOC119651000|XP_037910215.1|HILL	LOC111600058|XP_030081691.1|DHYD
OG0007790	LOC119653098|XP_037913534.1|HILL	LOC111596255|XP_030080825.1|DHYD
OG0007792	LOC119656927|XP_037919548.1|HILL	LOC111593414|XP_023161912.2|DHYD
OG0007793	LOC119658768|XP_037922393.1|HILL	LOC111597190|XP_023167528.1|DHYD
OG0007794	LOC119660985|XP_037926001.1|HILL	LOC111595646|XP_023165278.1|DHYD
OG0007795	LOC119654618|XP_037916019.1|HILL	LOC111602409|XP_023175208.1|DHYD
OG0007796	LOC119651433|XP_037910960.1|HILL	LOC111601348|XP_023173648.2|DHYD
OG0007797	LOC119653015|XP_037913380.1|HILL	LOC111603261|XP_023176537.1|DHYD
OG0007798	LOC119653016|XP_037913382.1|HILL	LOC111603237|XP_023176510.2|DHYD
OG0007799	LOC119651538|XP_037911098.1|HILL	LOC111599893|XP_023171487.1|DHYD
OG0007800	LOC119653047|XP_037913438.1|HILL	LOC111597826|XP_023168484.2|DHYD
OG0007801	LOC119650832|XP_037909901.1|HILL	LOC111598526|XP_030081576.1|DHYD
OG0007803	LOC119658483|XP_037921856.1|HILL	LOC111602640|XP_023175569.1|DHYD
OG0007804	LOC119653082|XP_037913507.1|HILL	LOC111601809|XP_023174372.1|DHYD
OG0007805	LOC119661520|XP_037926823.1|HILL	LOC111601811|XP_023174377.1|DHYD
OG0007806	LOC119661519|XP_037926822.1|HILL	LOC111601845|XP_023174447.2|DHYD
OG0007808	LOC119652892|XP_037913190.1|HILL	LOC111600853|XP_023172932.1|DHYD
OG0007809	LOC119657532|XP_037920403.1|HILL	LOC111593488|XP_023162021.2|DHYD
OG0007810	LOC119656590|XP_037918926.1|HILL	LOC111594710|XP_023163902.2|DHYD
OG0007811	LOC119660206|XP_037924570.1|HILL	LOC111601777|XP_023174291.2|DHYD
OG0007812	LOC119654531|XP_037915902.1|HILL	LOC111603163|XP_023176409.2|DHYD
OG0007813	LOC119659740|XP_037923929.1|HILL	LOC111594491|XP_030080632.1|DHYD
OG0007814	LOC119649324|XP_037907357.1|HILL	LOC111604034|XP_023177659.1|DHYD
OG0007815	LOC119650758|XP_037909778.1|HILL	LOC111605323|XP_023179556.2|DHYD
OG0007816	LOC119653123|XP_037913577.1|HILL	LOC111591863|XP_023159513.1|DHYD
OG0007817	LOC119651161|XP_037910507.1|HILL	LOC111598713|XP_023169874.1|DHYD
OG0007818	LOC119653140|XP_037913600.1|HILL	LOC111596500|XP_023166529.2|DHYD
OG0007819	LOC119649341|XP_037907378.1|HILL	LOC111603293|XP_023176615.1|DHYD
OG0007822	LOC119652954|XP_037913275.1|HILL	LOC111594481|XP_023163554.2|DHYD
OG0007823	LOC119651954|XP_037911735.1|HILL	LOC111594424|XP_030080651.1|DHYD
OG0007824	LOC119658061|XP_037921242.1|HILL	LOC111592695|XP_023160836.2|DHYD
OG0007825	LOC119651422|XP_037910945.1|HILL	LOC111594554|XP_023163675.2|DHYD
OG0007826	LOC119651367|XP_037910870.1|HILL	LOC111598214|XP_023169136.1|DHYD
OG0007827	LOC119657157|XP_037919867.1|HILL	LOC111597329|XP_023167740.2|DHYD
OG0007828	LOC119648242|XP_037905802.1|HILL	LOC111595307|XP_023164733.2|DHYD
OG0007829	LOC119651741|XP_037911398.1|HILL	LOC111605484|XP_023179788.2|DHYD
OG0007831	LOC119658314|XP_037921566.1|HILL	LOC111597366|XP_023167831.1|DHYD
OG0007832	LOC119652973|XP_037913308.1|HILL	LOC111596162|XP_023166022.2|DHYD
OG0007833	LOC119658264|XP_037921484.1|HILL	LOC111594262|XP_023163256.2|DHYD
OG0007834	LOC119652553|XP_037912685.1|HILL	LOC111600837|XP_023172909.1|DHYD
OG0007837	LOC119651875|XP_037911616.1|HILL	LOC111594440|XP_023163496.1|DHYD
OG0007838	LOC119652967|XP_037913294.1|HILL	LOC111594561|XP_023163686.1|DHYD
OG0007839	LOC119656641|XP_037919016.1|HILL	LOC111603226|XP_023176499.1|DHYD
OG0007840	LOC119650703|XP_037909630.1|HILL	LOC111598236|XP_023169168.1|DHYD
OG0007841	LOC119652711|XP_037912921.1|HILL	LOC111598217|XP_023169142.1|DHYD
OG0007842	LOC119651124|XP_037910431.1|HILL	LOC111594446|XP_030080655.1|DHYD
OG0007843	LOC119651928|XP_037911690.1|HILL	LOC111595228|XP_023164627.2|DHYD
OG0007844	LOC119657689|XP_037920647.1|HILL	LOC111597710|XP_023168318.1|DHYD
OG0007845	LOC119657025|XP_037919702.1|HILL	LOC111605513|XP_023179838.1|DHYD
OG0007846	LOC119655244|XP_037916960.1|HILL	LOC111593653|XP_023162306.2|DHYD
OG0007847	LOC119652722|XP_037912943.1|HILL	LOC111596486|XP_023166515.1|DHYD
OG0007848	LOC119650878|XP_037909970.1|HILL	LOC111596488|XP_023166517.2|DHYD
OG0007849	LOC119652458|XP_037912550.1|HILL	LOC111602792|XP_023175833.1|DHYD
OG0007850	LOC119653027|XP_037913399.1|HILL	LOC111602789|XP_023175830.2|DHYD
OG0007851	LOC119651421|XP_037910943.1|HILL	LOC111598312|XP_023169275.1|DHYD
OG0007852	LOC119652514|XP_037912636.1|HILL	LOC111598924|XP_023170165.2|DHYD
OG0007853	LOC119658335|XP_037921605.1|HILL	LOC111596147|XP_023166002.2|DHYD
OG0007854	LOC119652540|XP_037912673.1|HILL	LOC111598902|XP_023170139.1|DHYD
OG0007855	LOC119651731|XP_037911387.1|HILL	LOC111594433|XP_030080653.1|DHYD
OG0007856	LOC119652984|XP_037913333.1|HILL	LOC111596503|XP_023166532.1|DHYD
OG0007857	LOC119651225|XP_037910623.1|HILL	LOC111601477|XP_023173831.2|DHYD
OG0007858	LOC119657596|XP_037920510.1|HILL	LOC111601886|XP_023174496.1|DHYD
OG0007859	LOC119658821|XP_037922477.1|HILL	LOC111601855|XP_023174462.1|DHYD
OG0007860	LOC119652664|XP_037912858.1|HILL	LOC111601308|XP_023173596.1|DHYD
OG0007861	LOC119657647|XP_037920582.1|HILL	LOC111601322|XP_023173620.1|DHYD
OG0007863	LOC119660971|XP_037925969.1|HILL	LOC111601151|XP_023173389.1|DHYD
OG0007864	LOC119652524|XP_037912649.1|HILL	LOC111596250|XP_030080835.1|DHYD
OG0007865	LOC119657998|XP_037921145.1|HILL	LOC111591860|XP_023159509.2|DHYD
OG0007866	LOC119657921|XP_037921036.1|HILL	LOC111601474|XP_023173827.2|DHYD
OG0007867	LOC119652790|XP_037913031.1|HILL	LOC111602689|XP_023175684.1|DHYD
OG0007868	LOC119650884|XP_037909984.1|HILL	LOC111596187|XP_023166062.1|DHYD
OG0007869	LOC119657377|XP_037920189.1|HILL	LOC111596483|XP_023166507.2|DHYD
OG0007870	LOC119647866|XP_037905064.1|HILL	LOC111597602|XP_023168170.2|DHYD
OG0007871	LOC119648126|XP_037905575.1|HILL	LOC111598865|XP_023170081.2|DHYD
OG0007872	LOC119649198|XP_037907165.1|HILL	LOC111592848|XP_023161054.2|DHYD
OG0007873	LOC119659680|XP_037923832.1|HILL	LOC111592857|XP_023161065.1|DHYD
OG0007874	LOC119660790|XP_037925521.1|HILL	LOC111593407|XP_023161898.2|DHYD
OG0007875	LOC119655631|XP_037917531.1|HILL	LOC111599274|XP_023170644.2|DHYD
OG0007876	LOC119657329|XP_037920122.1|HILL	LOC111596475|XP_023166496.2|DHYD
OG0007877	LOC119647813|XP_037904963.1|HILL	LOC111596760|XP_023166873.2|DHYD
OG0007878	LOC119649958|XP_037908325.1|HILL	LOC111602149|XP_023174866.2|DHYD
OG0007879	LOC119647411|XP_037904216.1|HILL	LOC111601112|XP_023173326.2|DHYD
OG0007880	LOC119655862|XP_037917911.1|HILL	LOC111593534|XP_023162154.1|DHYD
OG0007881	LOC119648807|XP_037906584.1|HILL	LOC111596858|XP_023167063.1|DHYD
OG0007882	LOC119649416|XP_037907480.1|HILL	LOC111596854|XP_023167057.2|DHYD
OG0007883	LOC119648128|XP_037905584.1|HILL	LOC111596848|XP_023167042.1|DHYD
OG0007884	LOC119649050|XP_037906956.1|HILL	LOC111603695|XP_023177162.1|DHYD
OG0007885	LOC119658277|XP_037921500.1|HILL	LOC111599202|XP_023170565.2|DHYD
OG0007886	LOC119660525|XP_037925074.1|HILL	LOC111594711|XP_030079114.1|DHYD
OG0007887	LOC119653638|XP_037914356.1|HILL	LOC111596853|XP_023167056.1|DHYD
OG0007888	LOC119648064|XP_037905461.1|HILL	LOC111604770|XP_023178737.2|DHYD
OG0007889	LOC119648150|XP_037905649.1|HILL	LOC111601096|XP_023173300.1|DHYD
OG0007890	LOC119648018|XP_037905352.1|HILL	LOC111592842|XP_023161039.2|DHYD
OG0007891	LOC119659292|XP_037923232.1|HILL	LOC111595223|XP_023164607.1|DHYD
OG0007892	LOC119653302|XP_037913832.1|HILL	LOC111597724|XP_023168333.1|DHYD
OG0007894	LOC119648045|XP_037905425.1|HILL	LOC111600482|XP_023172365.2|DHYD
OG0007895	LOC119647844|XP_037905029.1|HILL	LOC111600494|XP_030079622.1|DHYD
OG0007896	LOC119648668|XP_037906384.1|HILL	LOC111592973|XP_023161236.1|DHYD
OG0007898	LOC119648614|XP_037906312.1|HILL	LOC111596611|XP_023166662.1|DHYD
OG0007899	LOC119649598|XP_037907740.1|HILL	LOC111601120|XP_023173342.2|DHYD
OG0007900	LOC119660478|XP_037924997.1|HILL	LOC111595331|XP_023164759.2|DHYD
OG0007901	LOC119647571|XP_037904498.1|HILL	LOC111600799|XP_030081544.1|DHYD
OG0007902	LOC119657140|XP_037919840.1|HILL	LOC111591896|XP_023159572.1|DHYD
OG0007905	LOC119651287|XP_037910730.1|HILL	LOC111599328|XP_023170717.2|DHYD
OG0007906	LOC119648962|XP_037906810.1|HILL	LOC111598076|XP_023168885.1|DHYD
OG0007907	LOC119647477|XP_037904345.1|HILL	LOC111601654|XP_023174103.1|DHYD
OG0007908	LOC119648198|XP_037905722.1|HILL	LOC111601656|XP_023174107.1|DHYD
OG0007909	LOC119647123|XP_037903837.1|HILL	LOC111594264|XP_023163258.1|DHYD
OG0007910	LOC119648758|XP_037906512.1|HILL	LOC111592263|XP_023160124.2|DHYD
OG0007911	LOC119649565|XP_037907693.1|HILL	LOC111596851|XP_023167054.2|DHYD
OG0007912	LOC119648243|XP_037905803.1|HILL	LOC111596856|XP_023167061.2|DHYD
OG0007913	LOC119649566|XP_037907694.1|HILL	LOC111596852|XP_023167055.2|DHYD
OG0007914	LOC119647405|XP_037904208.1|HILL	LOC111604517|XP_030081574.1|DHYD
OG0007915	LOC119648755|XP_037906508.1|HILL	LOC111592432|XP_030081645.1|DHYD
OG0007916	LOC119655194|XP_037916891.1|HILL	LOC111604774|XP_023178747.1|DHYD
OG0007917	LOC119647171|XP_037903904.1|HILL	LOC111593184|XP_023161561.1|DHYD
OG0007918	LOC119653633|XP_037914343.1|HILL	LOC111599939|XP_023171556.1|DHYD
OG0007921	LOC119661286|XP_037926490.1|HILL	LOC111605421|XP_023179701.1|DHYD
OG0007922	LOC119655575|XP_037917435.1|HILL	LOC111592385|XP_023160328.2|DHYD
OG0007923	LOC119653402|XP_037913895.1|HILL	LOC111605508|XP_023179832.2|DHYD
OG0007924	LOC119658909|XP_037922643.1|HILL	LOC111605222|XP_023179413.1|DHYD
OG0007925	LOC119646271|XP_037902607.1|HILL, LOC119646676|XP_037903136.1|HILL	LOC111605388|XP_023179649.2|DHYD
OG0007926	LOC119661790|XP_037927202.1|HILL	LOC111594038|XP_023162920.1|DHYD
OG0007927	LOC119660778|XP_037925486.1|HILL	LOC111602267|XP_023175030.2|DHYD
OG0007928	LOC119650732|XP_037909691.1|HILL	LOC111600348|XP_023172186.2|DHYD
OG0007929	LOC119653028|XP_037913400.1|HILL	LOC111605032|XP_023179132.2|DHYD
OG0007930	LOC119659582|XP_037923666.1|HILL	LOC111594416|XP_023163472.1|DHYD
OG0007931	LOC119653048|XP_037913440.1|HILL	LOC111592060|XP_023159827.2|DHYD
OG0007932	LOC119648611|XP_037906311.1|HILL	LOC111598829|XP_023170029.2|DHYD
OG0007933	LOC119646156|XP_037902455.1|HILL	LOC111600278|XP_023172095.1|DHYD
OG0007934	LOC119651759|XP_037911425.1|HILL	LOC111602332|XP_023175102.2|DHYD
OG0007935	LOC119651495|XP_037911038.1|HILL	LOC111603906|XP_023177492.2|DHYD
OG0007936	LOC119650658|XP_037909521.1|HILL	LOC111603871|XP_023177446.1|DHYD
OG0007937	LOC119647299|XP_037904130.1|HILL	LOC111602517|XP_023175368.1|DHYD
OG0007938	LOC119656697|XP_037919134.1|HILL	LOC111600750|XP_023172800.2|DHYD
OG0007939	LOC119661551|XP_037926867.1|HILL	LOC111602170|XP_023174900.2|DHYD
OG0007940	LOC119647087|XP_037903788.1|HILL	LOC111602169|XP_023174895.2|DHYD
OG0007941	LOC119646151|XP_037902448.1|HILL	LOC111600126|XP_023171858.2|DHYD
OG0007942	LOC119655825|XP_037917859.1|HILL	LOC111595969|XP_023165715.1|DHYD
OG0007943	LOC119651918|XP_037911674.1|HILL	LOC111592662|XP_023160782.2|DHYD
OG0007944	LOC119652697|XP_037912904.1|HILL	LOC111596850|XP_023167053.2|DHYD
OG0007947	LOC119651380|XP_037910881.1|HILL	LOC111592560|XP_023160626.2|DHYD
OG0007948	LOC119650605|XP_037909393.1|HILL	LOC111596331|XP_023166264.2|DHYD
OG0007949	LOC119655734|XP_037917715.1|HILL	LOC111593402|XP_023161891.2|DHYD
OG0007950	LOC119661197|XP_037926347.1|HILL	LOC111596087|XP_023165915.2|DHYD
OG0007951	LOC119646253|XP_037902616.1|HILL	LOC111599392|XP_023170797.1|DHYD
OG0007952	LOC119661201|XP_037926349.1|HILL	LOC111601873|XP_023174483.1|DHYD
OG0007953	LOC119651737|XP_037911392.1|HILL	LOC111592096|XP_023159890.1|DHYD
OG0007954	LOC119650652|XP_037909516.1|HILL	LOC111596348|XP_023166307.2|DHYD
OG0007955	LOC119651971|XP_037911792.1|HILL	LOC111598476|XP_023169503.2|DHYD
OG0007956	LOC119650594|XP_037909371.1|HILL	LOC111594353|XP_023163381.1|DHYD
OG0007957	LOC119660415|XP_037924891.1|HILL	LOC111603988|XP_023177601.1|DHYD
OG0007958	LOC119661051|XP_037926182.1|HILL	LOC111593011|XP_023161314.2|DHYD
OG0007960	LOC119651267|XP_037910696.1|HILL	LOC111592563|XP_023160629.1|DHYD
OG0007961	LOC119651125|XP_037910444.1|HILL	LOC111602691|XP_023175692.1|DHYD
OG0007962	LOC119655829|XP_037917863.1|HILL	LOC111605017|XP_023179119.1|DHYD
OG0007963	LOC119651432|XP_037910959.1|HILL	LOC111603899|XP_023177484.2|DHYD
OG0007964	LOC119652720|XP_037912941.1|HILL	LOC111592603|XP_023160698.1|DHYD
OG0007965	LOC119651033|XP_037910275.1|HILL	LOC111596275|XP_023166182.1|DHYD
OG0007966	LOC119651167|XP_037910514.1|HILL	LOC111596367|XP_023166332.1|DHYD
OG0007967	LOC119661779|XP_037927184.1|HILL	LOC111600868|XP_023172966.1|DHYD
OG0007968	LOC119646843|XP_037903388.1|HILL	LOC111595794|XP_023165448.2|DHYD
OG0007969	LOC119661050|XP_037926181.1|HILL	LOC111592619|XP_023160723.1|DHYD
OG0007971	LOC119651484|XP_037911029.1|HILL	LOC111601813|XP_023174401.2|DHYD
OG0007972	LOC119655552|XP_037917403.1|HILL	LOC111593564|XP_023162193.1|DHYD
OG0007973	LOC119646445|XP_037902824.1|HILL	LOC111599083|XP_030080273.1|DHYD
OG0007974	LOC119657172|XP_037919887.1|HILL	LOC111593462|XP_023161990.1|DHYD
OG0007975	LOC119660960|XP_037925931.1|HILL	LOC111600838|XP_023172911.2|DHYD
OG0007976	LOC119654942|XP_037916528.1|HILL	LOC111603167|XP_023176414.1|DHYD
OG0007977	LOC119650648|XP_037909514.1|HILL	LOC111594930|XP_023164191.2|DHYD
OG0007978	LOC119656795|XP_037919333.1|HILL	LOC111601521|XP_023173899.1|DHYD
OG0007979	LOC119652405|XP_037912440.1|HILL	LOC111592578|XP_023160657.1|DHYD
OG0007980	LOC119650877|XP_037909973.1|HILL	LOC111599156|XP_023170495.1|DHYD
OG0007981	LOC119656059|XP_037918264.1|HILL	LOC111605087|XP_023179197.1|DHYD
OG0007982	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL	LOC111592604|XP_023160699.2|DHYD
OG0007983	LOC119652201|XP_037912070.1|HILL	LOC111600537|XP_023172443.2|DHYD
OG0007984	LOC119653046|XP_037913436.1|HILL	LOC111594109|XP_023163034.2|DHYD
OG0007985	LOC119651083|XP_037910357.1|HILL	LOC111594735|XP_023163937.2|DHYD
OG0007986	LOC119651869|XP_037911604.1|HILL	LOC111591951|XP_023159653.1|DHYD
OG0007988	LOC119647404|XP_037904211.1|HILL	LOC111600428|XP_023172284.1|DHYD
OG0007989	LOC119657302|XP_037920081.1|HILL	LOC111599643|XP_030080063.1|DHYD
OG0007990	LOC119651546|XP_037911107.1|HILL	LOC111592599|XP_023160691.1|DHYD
OG0007991	LOC119661585|XP_037926915.1|HILL	LOC111597796|XP_023168440.2|DHYD
OG0007992	LOC119647136|XP_037903856.1|HILL	LOC111603924|XP_023177517.1|DHYD
OG0007993	LOC119650869|XP_037909958.1|HILL	LOC111594501|XP_023163581.1|DHYD
OG0007994	LOC119651559|XP_037911124.1|HILL	LOC111603927|XP_023177522.2|DHYD
OG0007995	LOC119652483|XP_037912588.1|HILL	LOC111600324|XP_030081029.1|DHYD
OG0007996	LOC119656724|XP_037919184.1|HILL	LOC111600207|XP_023171992.1|DHYD
OG0007997	LOC119646370|XP_037902734.1|HILL	LOC111592338|XP_023160234.1|DHYD
OG0007999	LOC119661780|XP_037927188.1|HILL	LOC111601741|XP_023174237.1|DHYD
OG0008000	LOC119661766|XP_037927169.1|HILL	LOC111601095|XP_023173304.2|DHYD
OG0008001	LOC119661426|XP_037926697.1|HILL	LOC111595817|XP_023165491.1|DHYD
OG0008002	LOC119651158|XP_037910496.1|HILL	LOC111599042|XP_023170326.2|DHYD
OG0008003	LOC119661378|XP_037926625.1|HILL	LOC111595859|XP_023165543.1|DHYD
OG0008004	LOC119653465|XP_037914005.1|HILL	LOC111602813|XP_023175881.2|DHYD
OG0008005	LOC119656197|XP_037918508.1|HILL	LOC111603207|XP_023176465.2|DHYD
OG0008006	LOC119653898|XP_037914961.1|HILL	LOC111593478|XP_023162008.1|DHYD
OG0008007	LOC119655661|XP_037917573.1|HILL	LOC111593405|XP_023161893.1|DHYD
OG0008008	LOC119650102|XP_037908550.1|HILL	LOC111592266|XP_023160132.1|DHYD
OG0008009	LOC119655550|XP_037917397.1|HILL	LOC111591881|XP_023159583.1|DHYD
OG0008010	LOC119656125|XP_037918379.1|HILL	LOC111598856|XP_023170059.2|DHYD
OG0008011	LOC119655844|XP_037917884.1|HILL	LOC111600593|XP_023172554.1|DHYD
OG0008012	LOC119654901|XP_037916456.1|HILL	LOC111597053|XP_023167339.2|DHYD
OG0008013	LOC119655886|XP_037917960.1|HILL	LOC111592844|XP_023161048.2|DHYD
OG0008014	LOC119659405|XP_037923404.1|HILL	LOC111599563|XP_023170999.2|DHYD
OG0008015	LOC119648968|XP_037906818.1|HILL	LOC111593137|XP_023161506.2|DHYD
OG0008016	LOC119648969|XP_037906819.1|HILL	LOC111593138|XP_023161507.1|DHYD
OG0008017	LOC119654880|XP_037916415.1|HILL	LOC111593461|XP_023161989.1|DHYD
OG0008018	LOC119654570|XP_037915948.1|HILL	LOC111601839|XP_030079394.1|DHYD
OG0008019	LOC119656213|XP_037918533.1|HILL	LOC111593456|XP_023161981.2|DHYD
OG0008020	LOC119654199|XP_037915332.1|HILL	LOC111602056|XP_023174737.2|DHYD
OG0008021	LOC119658813|XP_037922464.1|HILL	LOC111601623|XP_023174060.2|DHYD
OG0008022	LOC119655630|XP_037917528.1|HILL	LOC111603282|XP_023176563.2|DHYD
OG0008024	LOC119655759|XP_037917743.1|HILL	LOC111601945|XP_023174569.2|DHYD
OG0008025	LOC119655647|XP_037917557.1|HILL	LOC111601841|XP_023174442.2|DHYD
OG0008026	LOC119655549|XP_037917396.1|HILL	LOC111601850|XP_023174453.1|DHYD
OG0008027	LOC119653625|XP_037914326.1|HILL	LOC111598558|XP_023169665.2|DHYD
OG0008028	LOC119658832|XP_037922497.1|HILL	LOC111595773|XP_023165426.1|DHYD
OG0008029	LOC119659933|XP_037924201.1|HILL	LOC111593596|XP_023162221.2|DHYD
OG0008030	LOC119659856|XP_037924089.1|HILL	LOC111604877|XP_023178882.2|DHYD
OG0008031	LOC119660283|XP_037924681.1|HILL	LOC111602229|XP_023174978.1|DHYD
OG0008032	LOC119659908|XP_037924161.1|HILL	LOC111594572|XP_023163698.1|DHYD
OG0008033	LOC119658897|XP_037922626.1|HILL	LOC111592005|XP_023159753.2|DHYD
OG0008034	LOC119653379|XP_037913849.1|HILL	LOC111594979|XP_023164247.2|DHYD
OG0008035	LOC119655457|XP_037917286.1|HILL	LOC111605131|XP_023179267.2|DHYD
OG0008036	LOC119658987|XP_037922797.1|HILL	LOC111604810|XP_023178798.2|DHYD
OG0008037	LOC119658931|XP_037922692.1|HILL	LOC111604800|XP_030078780.1|DHYD
OG0008038	LOC119659874|XP_037924120.1|HILL	LOC111601851|XP_023174454.2|DHYD
OG0008039	LOC119659935|XP_037924203.1|HILL	LOC111600754|XP_023172801.2|DHYD
OG0008040	LOC119658901|XP_037922634.1|HILL	LOC111594472|XP_023163541.2|DHYD
OG0008041	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL	LOC111592352|XP_023160277.2|DHYD
OG0008042	LOC119659982|XP_037924280.1|HILL	LOC111601413|XP_023173743.2|DHYD
OG0008043	LOC119653924|XP_037915011.1|HILL	LOC111596812|XP_023166946.2|DHYD
OG0008044	LOC119653723|XP_037914560.1|HILL	LOC111593496|XP_030079407.1|DHYD
OG0008045	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL	LOC111601846|XP_023174449.2|DHYD
OG0008046	LOC119658779|XP_037922405.1|HILL	LOC111600734|XP_023172778.2|DHYD
OG0008047	LOC119658630|XP_037922070.1|HILL	LOC111601310|XP_023173599.1|DHYD
OG0008048	LOC119658778|XP_037922404.1|HILL	LOC111600733|XP_023172777.1|DHYD
OG0008049	LOC119658628|XP_037922066.1|HILL	LOC111601297|XP_023173579.2|DHYD
OG0008050	LOC119659059|XP_037922896.1|HILL	LOC111596678|XP_023166750.2|DHYD
OG0008051	LOC119660140|XP_037924466.1|HILL	LOC111598340|XP_023169314.1|DHYD
OG0008052	LOC119658904|XP_037922638.1|HILL	LOC111601525|XP_023173912.2|DHYD
OG0008053	LOC119655780|XP_037917792.1|HILL	LOC111600820|XP_023172888.2|DHYD
OG0008054	LOC119654654|XP_037916070.1|HILL	LOC111597273|XP_023167655.1|DHYD
OG0008055	LOC119660797|XP_037925546.1|HILL	LOC111601819|XP_023174407.1|DHYD
OG0008056	LOC119658715|XP_037922262.1|HILL	LOC111600578|XP_023172571.1|DHYD
OG0008058	LOC119659911|XP_037924163.1|HILL	LOC111601497|XP_023173853.2|DHYD
OG0008060	LOC119659045|XP_037922880.1|HILL	LOC111601368|XP_023173674.1|DHYD
OG0008061	LOC119656005|XP_037918175.1|HILL	LOC111591995|XP_023159724.2|DHYD
OG0008062	LOC119653667|XP_037914427.1|HILL	LOC111604036|XP_023177661.1|DHYD
OG0008063	LOC119658663|XP_037922145.1|HILL	LOC111601415|XP_023173746.2|DHYD
OG0008064	LOC119653880|XP_037914925.1|HILL	LOC111592717|XP_023160873.1|DHYD
OG0008066	LOC119658793|XP_037922433.1|HILL	LOC111597436|XP_023167909.1|DHYD
OG0008067	LOC119653714|XP_037914523.1|HILL	LOC111605317|XP_023179548.1|DHYD
OG0008068	LOC119653696|XP_037914497.1|HILL	LOC111592360|XP_023160286.2|DHYD
OG0008069	LOC119660342|XP_037924756.1|HILL	LOC111603255|XP_023176530.2|DHYD
OG0008070	LOC119659365|XP_037923348.1|HILL	LOC111600735|XP_023172779.1|DHYD
OG0008071	LOC119654615|XP_037916017.1|HILL	LOC111593417|XP_023161927.2|DHYD
OG0008072	LOC119646187|XP_037902498.1|HILL	LOC111595559|XP_023165163.2|DHYD
OG0008073	LOC119655502|XP_037917332.1|HILL	LOC111600191|XP_023171968.1|DHYD
OG0008074	LOC119656050|XP_037918243.1|HILL	LOC111600188|XP_023171964.2|DHYD
OG0008075	LOC119654147|XP_037915238.1|HILL	LOC111601229|XP_030082011.1|DHYD
OG0008076	LOC119653727|XP_037914563.1|HILL	LOC111605608|XP_030079682.1|DHYD
OG0008077	LOC119656704|XP_037919141.1|HILL	LOC111600830|XP_023172901.1|DHYD
OG0008078	LOC119656157|XP_037918421.1|HILL	LOC111598102|XP_023168922.2|DHYD
OG0008079	LOC119655684|XP_037917613.1|HILL	LOC111604044|XP_023177668.1|DHYD
OG0008080	LOC119655787|XP_037917806.1|HILL	LOC111596800|XP_023166928.1|DHYD
OG0008081	LOC119661280|XP_037926484.1|HILL	LOC111593507|XP_023162060.1|DHYD
OG0008082	LOC119659634|XP_037923761.1|HILL	LOC111595870|XP_023165969.1|DHYD
OG0008083	LOC119659775|XP_037923965.1|HILL	LOC111604846|XP_023178846.1|DHYD
OG0008084	LOC119657512|XP_037920379.1|HILL	LOC111598227|XP_023169155.1|DHYD
OG0008085	LOC119660549|XP_037925117.1|HILL	LOC111601392|XP_023173704.1|DHYD
OG0008086	LOC119659139|XP_037922997.1|HILL	LOC111604821|XP_023178811.1|DHYD
OG0008087	LOC119648155|XP_037905654.1|HILL	LOC111598457|XP_023169481.2|DHYD
