Orthogroup	HILL.longest_only	DEUG.longest_only
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC108106239|XP_017068654.1|DEUG
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC108112941|XP_017078826.1|DEUG
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC108106004|XP_017068335.1|DEUG
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC108105458|XP_017067546.1|DEUG
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC108103166|XP_017064039.1|DEUG
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC108113137|XP_017079133.1|DEUG
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC108114544|XP_017081078.1|DEUG
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC108114434|XP_017080914.1|DEUG
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC108102819|XP_017063490.1|DEUG
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC108103263|XP_017064164.1|DEUG
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC108117264|XP_017085110.1|DEUG
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC108117353|XP_017085217.1|DEUG
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC108114198|XP_017080505.1|DEUG
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC108113379|XP_017079438.1|DEUG
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC108107579|XP_017070628.1|DEUG
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC108111153|XP_017076013.1|DEUG
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC108108774|XP_017072433.1|DEUG
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC108105433|XP_017067504.1|DEUG
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC108107772|XP_017070951.1|DEUG
OG0008215	LOC119656107|XP_037918350.1|HILL	LOC108103503|XP_017064504.1|DEUG
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC108114359|XP_017080795.1|DEUG
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC108105096|XP_017067018.1|DEUG
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC108112658|XP_017078279.1|DEUG
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC108116448|XP_017083887.1|DEUG
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC108117603|XP_017085612.1|DEUG
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC108105660|XP_017067835.1|DEUG
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC108116777|XP_017084299.1|DEUG
OG0008223	LOC119650419|XP_037909151.1|HILL	LOC108104289|XP_017065749.1|DEUG
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC108114196|XP_017080500.1|DEUG
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC108109971|XP_017074280.1|DEUG
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC108103695|XP_017064778.1|DEUG
OG0008227	LOC119652848|XP_037913128.1|HILL	LOC108115742|XP_017082802.1|DEUG
OG0008228	LOC119650921|XP_037910074.1|HILL	LOC108111374|XP_017076295.1|DEUG
OG0008229	LOC119659771|XP_037923960.1|HILL	LOC108117493|XP_017085457.1|DEUG
OG0008230	LOC119659529|XP_037923594.1|HILL	LOC108105284|XP_017067262.1|DEUG
OG0008232	LOC119648618|XP_037906318.1|HILL	LOC108114005|XP_017080244.1|DEUG
OG0008233	LOC119650930|XP_037910084.1|HILL	LOC108114877|XP_017081523.1|DEUG
OG0008234	LOC119647131|XP_037903849.1|HILL	LOC108107408|XP_017070424.1|DEUG
OG0008235	LOC119646452|XP_037902830.1|HILL	LOC108110138|XP_017074541.1|DEUG
OG0008236	LOC119654405|XP_037915717.1|HILL	LOC108117584|XP_017085577.1|DEUG
OG0008237	LOC119659374|XP_037923358.1|HILL	LOC108112691|XP_017078381.1|DEUG
OG0008239	LOC119647458|XP_037904318.1|HILL	LOC108114564|XP_017081103.1|DEUG
OG0008240	LOC119646168|XP_037902475.1|HILL	LOC108113150|XP_017079148.1|DEUG
OG0008243	LOC119648025|XP_037905371.1|HILL	LOC108106705|XP_017069426.1|DEUG
OG0008244	LOC119657479|XP_037920327.1|HILL	LOC108109456|XP_017073444.1|DEUG
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	LOC108112928|XP_017078809.1|DEUG
OG0008248	LOC119651615|XP_037911197.1|HILL	LOC108115765|XP_017082822.1|DEUG
OG0008250	LOC119658209|XP_037921403.1|HILL	LOC108112264|XP_017077576.1|DEUG
OG0008254	LOC119648698|XP_037906433.1|HILL	LOC108104739|XP_017066465.1|DEUG
OG0008255	LOC119658673|XP_037922163.1|HILL	LOC108116770|XP_017084288.1|DEUG
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC108115357|XP_017082272.1|DEUG
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC108115862|XP_017082976.1|DEUG
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC108115520|XP_017082510.1|DEUG
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC108108000|XP_017071340.1|DEUG
OG0008272	LOC119657131|XP_037919829.1|HILL	LOC108103350|XP_017064279.1|DEUG
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC108116450|XP_017083852.1|DEUG
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC108104411|XP_017065949.1|DEUG
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC108103712|XP_017064798.1|DEUG
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC108110032|XP_017074371.1|DEUG
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC108109682|XP_017073766.1|DEUG
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC108111168|XP_017076035.1|DEUG
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC108103008|XP_017063820.1|DEUG
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC108103018|XP_017063832.1|DEUG
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC108103579|XP_017064592.1|DEUG
OG0008282	LOC119653480|XP_037914039.1|HILL	LOC108103921|XP_017065160.1|DEUG
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC108103493|XP_017064491.1|DEUG
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC108102370|XP_017062778.1|DEUG
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC108109702|XP_017073818.1|DEUG
OG0008286	LOC119656966|XP_037919613.1|HILL	LOC108103584|XP_017064598.1|DEUG
OG0008287	LOC119657837|XP_037920886.1|HILL	LOC108103423|XP_017064379.1|DEUG
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC108117313|XP_017085171.1|DEUG
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC108103106|XP_017063963.1|DEUG
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC108103428|XP_017064387.1|DEUG
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC108104409|XP_017065948.1|DEUG
OG0008293	LOC119657480|XP_037920328.1|HILL	LOC108109386|XP_017073371.1|DEUG
OG0008294	LOC119650805|XP_037909872.1|HILL	LOC108116633|XP_017084102.1|DEUG
OG0008295	LOC119657054|XP_037919735.1|HILL	LOC108102929|XP_017063676.1|DEUG
OG0008296	LOC119660813|XP_037925582.1|HILL	LOC108103000|XP_017063806.1|DEUG
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC108103427|XP_017064386.1|DEUG
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC108105054|XP_017066959.1|DEUG
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC108115867|XP_017082983.1|DEUG
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC108118088|XP_017086124.1|DEUG
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC108110342|XP_017074866.1|DEUG
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC108105392|XP_017067424.1|DEUG
OG0008303	LOC119656860|XP_037919441.1|HILL	LOC108110407|XP_017074964.1|DEUG
OG0008304	LOC119658002|XP_037921150.1|HILL	LOC108105525|XP_017067640.1|DEUG
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC108103955|XP_017065207.1|DEUG
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC108104310|XP_017065783.1|DEUG
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC108113741|XP_017079919.1|DEUG
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC108110815|XP_017075535.1|DEUG
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC108108538|XP_017072100.1|DEUG
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC108102896|XP_017063590.1|DEUG
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC108117142|XP_017084890.1|DEUG
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC108109696|XP_017073811.1|DEUG
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC108106758|XP_017069486.1|DEUG
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC108107863|XP_017071120.1|DEUG
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC108115572|XP_017082568.1|DEUG
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC108102989|XP_017063791.1|DEUG
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC108112255|XP_017077566.1|DEUG
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC108102902|XP_017063609.1|DEUG
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC108109374|XP_017073351.1|DEUG
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC108116490|XP_017083912.1|DEUG
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC108103358|XP_017064293.1|DEUG
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC108110027|XP_017074360.1|DEUG
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC108117227|XP_017085047.1|DEUG
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC108107314|XP_017070275.1|DEUG
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC108103274|XP_017064176.1|DEUG
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC108103663|XP_017064709.1|DEUG
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC108113055|XP_017078974.1|DEUG
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC108114508|XP_017081017.1|DEUG
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC108107985|XP_017071317.1|DEUG
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC108107983|XP_017071315.1|DEUG
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC108107998|XP_017071338.1|DEUG
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC108104570|XP_017066208.1|DEUG
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC108103145|XP_017064007.1|DEUG
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC108112527|XP_017077942.1|DEUG
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC108114667|XP_017081234.1|DEUG
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC108115835|XP_017082918.1|DEUG
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC108113626|XP_017079781.1|DEUG
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC108105506|XP_017067619.1|DEUG
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC108113844|XP_017080043.1|DEUG
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC108109677|XP_017073756.1|DEUG
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC108114059|XP_017080305.1|DEUG
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC108114670|XP_017081239.1|DEUG
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC108111877|XP_017076996.1|DEUG
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC108107765|XP_017070944.1|DEUG
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC108108327|XP_017071843.1|DEUG
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC108113435|XP_017079488.1|DEUG
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC108107271|XP_017070192.1|DEUG
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC108113207|XP_017079229.1|DEUG
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC108106182|XP_017068593.1|DEUG
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC108105465|XP_017067554.1|DEUG
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC108112574|XP_017078081.1|DEUG
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC108118207|XP_017086263.1|DEUG
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC108111984|XP_017077193.1|DEUG
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC108111513|XP_017076518.1|DEUG
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC108111817|XP_017076914.1|DEUG
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC108113765|XP_017079950.1|DEUG
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC108116425|XP_017083804.1|DEUG
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC108117450|XP_017085356.1|DEUG
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC108110783|XP_017075491.1|DEUG
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC108118311|XP_017086415.1|DEUG
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC108115521|XP_017082511.1|DEUG
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC108102577|XP_017063147.1|DEUG
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC108105667|XP_017067855.1|DEUG
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC108105666|XP_017067854.1|DEUG
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC108103414|XP_017064361.1|DEUG
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC108110822|XP_017075546.1|DEUG
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC108102664|XP_017063291.1|DEUG
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC108115517|XP_017082505.1|DEUG
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC108104127|XP_017065518.1|DEUG
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC108102694|XP_017063327.1|DEUG
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC108103990|XP_017065267.1|DEUG
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC108111402|XP_017076328.1|DEUG
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC108106140|XP_017068521.1|DEUG
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC108115553|XP_017082548.1|DEUG
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC108115507|XP_017082488.1|DEUG
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC108111127|XP_017075974.1|DEUG
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC108114486|XP_017080993.1|DEUG
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC108108780|XP_017072439.1|DEUG
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC108103167|XP_017064040.1|DEUG
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC108103450|XP_017064425.1|DEUG
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC108104930|XP_017066772.1|DEUG
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC108104977|XP_017066839.1|DEUG
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC108118531|XP_017086769.1|DEUG
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC108103607|XP_017064632.1|DEUG
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC108110745|XP_017075441.1|DEUG
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC108111769|XP_017076823.1|DEUG
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC108111836|XP_017076930.1|DEUG
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC108115369|XP_017082284.1|DEUG
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC108103945|XP_017065194.1|DEUG
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC108109957|XP_017074261.1|DEUG
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC108116387|XP_017083734.1|DEUG
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC108114454|XP_017080943.1|DEUG
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC108116451|XP_017083854.1|DEUG
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC108116394|XP_017083747.1|DEUG
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC108103862|XP_017065058.1|DEUG
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC108107555|XP_017070598.1|DEUG
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC108118543|XP_017086786.1|DEUG
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC108105363|XP_017067378.1|DEUG
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC108103319|XP_017064238.1|DEUG
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC108110322|XP_017074836.1|DEUG
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC108105063|XP_017066970.1|DEUG
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC108103880|XP_017065097.1|DEUG
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC108103002|XP_017063809.1|DEUG
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC108103708|XP_017064793.1|DEUG
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC108112241|XP_017077551.1|DEUG
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC108104359|XP_017065857.1|DEUG
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC108111520|XP_017076528.1|DEUG
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC108113000|XP_017078902.1|DEUG
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC108109747|XP_017073900.1|DEUG
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC108109703|XP_017073821.1|DEUG
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC108109586|XP_017073652.1|DEUG
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC108110305|XP_017074804.1|DEUG
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC108115851|XP_017082955.1|DEUG
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC108104010|XP_017065323.1|DEUG
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC108113494|XP_017079568.1|DEUG
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC108110503|XP_017075071.1|DEUG
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC108112998|XP_017078898.1|DEUG
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC108109552|XP_017073612.1|DEUG
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC108115375|XP_017082297.1|DEUG
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC108112030|XP_017077264.1|DEUG
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC108118212|XP_017086270.1|DEUG
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC108108503|XP_017072058.1|DEUG
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC108103705|XP_017064790.1|DEUG
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC108103484|XP_017064478.1|DEUG
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC108103889|XP_017065108.1|DEUG
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC108103787|XP_017064906.1|DEUG
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC108103923|XP_017065164.1|DEUG
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC108106051|XP_017068395.1|DEUG
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC108117225|XP_017085045.1|DEUG
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC108110481|XP_017075048.1|DEUG
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC108112445|XP_017077781.1|DEUG
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC108104371|XP_017065873.1|DEUG
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC108107829|XP_017071068.1|DEUG
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC108116446|XP_017083847.1|DEUG
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC108109646|XP_017073715.1|DEUG
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC108107398|XP_017070407.1|DEUG
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC108105101|XP_017067025.1|DEUG
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC108107109|XP_017069987.1|DEUG
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC108106155|XP_017068547.1|DEUG
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC108111026|XP_017075835.1|DEUG
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC108110740|XP_017075434.1|DEUG
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC108107409|XP_017070425.1|DEUG
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC108112960|XP_017078848.1|DEUG
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC108107325|XP_017070299.1|DEUG
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC108104053|XP_017065388.1|DEUG
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC108109970|XP_017074276.1|DEUG
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC108107360|XP_017070352.1|DEUG
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC108112802|XP_017078577.1|DEUG
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC108102918|XP_017063659.1|DEUG
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC108111486|XP_017076462.1|DEUG
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC108103730|XP_017064820.1|DEUG
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC108112016|XP_017077244.1|DEUG
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC108113677|XP_017079842.1|DEUG
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC108109299|XP_017073284.1|DEUG
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC108118217|XP_017086276.1|DEUG
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC108103222|XP_017064110.1|DEUG
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC108108620|XP_017072207.1|DEUG
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC108111028|XP_017075840.1|DEUG
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC108103743|XP_017064839.1|DEUG
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC108113440|XP_017079497.1|DEUG
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC108102339|XP_017062656.1|DEUG
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC108103355|XP_017064289.1|DEUG
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC108110263|XP_017074740.1|DEUG
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC108112958|XP_017078847.1|DEUG
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC108112359|XP_017077676.1|DEUG, LOC108113362|XP_017079416.1|DEUG
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC108104538|XP_017066161.1|DEUG
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC108114185|XP_017080483.1|DEUG
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC108104987|XP_017066853.1|DEUG
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC108109986|XP_017074309.1|DEUG
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC108104656|XP_017066327.1|DEUG
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC108102430|XP_017062897.1|DEUG
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC108118381|XP_017086545.1|DEUG
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC108117622|XP_017085640.1|DEUG
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC108103982|XP_017065256.1|DEUG
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC108109996|XP_017074321.1|DEUG
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC108103724|XP_017064812.1|DEUG
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC108103726|XP_017064814.1|DEUG
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC108116870|XP_017084437.1|DEUG
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC108118093|XP_017086135.1|DEUG
OG0008539	LOC119656591|XP_037918930.1|HILL	LOC108106607|XP_017069299.1|DEUG
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC108109354|XP_017073305.1|DEUG
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC108108998|XP_017072753.1|DEUG
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC108108237|XP_017071693.1|DEUG
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC108104484|XP_017066085.1|DEUG
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC108107390|XP_017070396.1|DEUG
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC108109725|XP_017073859.1|DEUG
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC108110296|XP_017074786.1|DEUG
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC108113652|XP_017079816.1|DEUG
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC108118515|XP_017086748.1|DEUG
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC108102442|XP_017062925.1|DEUG
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC108104513|XP_017066122.1|DEUG
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC108111446|XP_017076404.1|DEUG
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC108110757|XP_017075455.1|DEUG
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC108108305|XP_017071815.1|DEUG
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC108118266|XP_017086352.1|DEUG
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC108115637|XP_017082679.1|DEUG
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC108110942|XP_017075725.1|DEUG
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC108114208|XP_017080517.1|DEUG
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC108117699|XP_017086041.1|DEUG
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC108103655|XP_017064700.1|DEUG
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC108103692|XP_017064775.1|DEUG
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC108103309|XP_017064221.1|DEUG
