Orthogroup	HILL.longest_only	SLEB.longest_only
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC115631466|XP_030384076.1|SLEB
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC115625748|XP_030376764.1|SLEB
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC115625867|XP_030376938.1|SLEB
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC115619966|XP_030368862.1|SLEB
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC115630079|XP_030382564.1|SLEB
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC115631612|XP_030384276.1|SLEB
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC115630999|XP_030383453.1|SLEB
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC115630203|XP_030382635.1|SLEB
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC115626213|XP_030377365.1|SLEB
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC115631725|XP_030384420.1|SLEB
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC115630716|XP_030383228.1|SLEB
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC115626456|XP_030377696.1|SLEB
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC115631759|XP_030384453.1|SLEB
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC115630756|XP_030383271.1|SLEB
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC115631148|XP_030383679.1|SLEB
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC115631423|XP_030384011.1|SLEB
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC115629455|XP_030381780.1|SLEB
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC115630629|XP_030383123.1|SLEB
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC115626354|XP_030377565.1|SLEB
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC115626403|XP_030377626.1|SLEB
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC115625656|XP_030376644.1|SLEB
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC115626106|XP_030377219.1|SLEB
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC115629012|XP_030381164.1|SLEB
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC115622902|XP_030372881.1|SLEB
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC115626096|XP_030377209.1|SLEB
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC115626050|XP_030377162.1|SLEB
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC115631055|XP_030383551.1|SLEB
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC115631154|XP_030383688.1|SLEB
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC115631489|XP_030384105.1|SLEB
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC115623643|XP_030373948.1|SLEB
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC115629818|XP_030382249.1|SLEB
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC115631166|XP_030383715.1|SLEB
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC115631458|XP_030384066.1|SLEB
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC115631696|XP_030384378.1|SLEB
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC115627185|XP_030378648.1|SLEB
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC115630483|XP_030382924.1|SLEB
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC115622965|XP_030372975.1|SLEB
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC115625810|XP_030376855.1|SLEB
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC115630603|XP_030383083.1|SLEB
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC115633788|XP_030387125.1|SLEB
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC115623250|XP_030373378.1|SLEB
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC115620426|XP_030369513.1|SLEB
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC115632643|XP_030385736.1|SLEB
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC115620080|XP_030369122.1|SLEB
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC115628506|XP_030380509.1|SLEB
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC115629077|XP_030381252.1|SLEB
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC115626508|XP_030377755.1|SLEB
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC115625594|XP_030376571.1|SLEB
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC115631777|XP_030384472.1|SLEB
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC115623845|XP_030374247.1|SLEB
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC115623719|XP_030374062.1|SLEB
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC115630671|XP_030383175.1|SLEB
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC115630538|XP_030383003.1|SLEB
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC115630633|XP_030383129.1|SLEB
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC115630936|XP_030383364.1|SLEB
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC115631392|XP_030383973.1|SLEB
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC115629851|XP_030382292.1|SLEB
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC115625125|XP_030375899.1|SLEB
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC115634717|XP_030388460.1|SLEB
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC115626035|XP_030377149.1|SLEB
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC115622799|XP_030372724.1|SLEB
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC115629873|XP_030382328.1|SLEB
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC115627078|XP_030378486.1|SLEB
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC115631163|XP_030383707.1|SLEB
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC115631417|XP_030384003.1|SLEB
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC115632055|XP_030384889.1|SLEB
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC115631211|XP_030383776.1|SLEB
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC115625976|XP_030377079.1|SLEB
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC115621831|XP_030371502.1|SLEB
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC115631460|XP_030384068.1|SLEB
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC115624753|XP_030375443.1|SLEB
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC115631000|XP_030383455.1|SLEB
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC115626194|XP_030377335.1|SLEB
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC115626402|XP_030377624.1|SLEB
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC115621497|XP_030371028.1|SLEB
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC115623072|XP_030373132.1|SLEB
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC115621499|XP_030371026.1|SLEB
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC115630663|XP_030383165.1|SLEB
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC115633867|XP_030387223.1|SLEB
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC115631065|XP_030383564.1|SLEB
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC115624957|XP_030375673.1|SLEB
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC115631842|XP_030384545.1|SLEB
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC115631025|XP_030383502.1|SLEB
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC115631026|XP_030383503.1|SLEB
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC115626309|XP_030377502.1|SLEB
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC115625864|XP_030376935.1|SLEB
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC115628518|XP_030380530.1|SLEB
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC115631352|XP_030383928.1|SLEB
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC115629872|XP_030382327.1|SLEB
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC115632059|XP_030384896.1|SLEB
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC115631145|XP_030383676.1|SLEB
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC115625096|XP_030375858.1|SLEB
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC115630988|XP_030383433.1|SLEB
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC115631539|XP_030384171.1|SLEB
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC115631214|XP_030383779.1|SLEB
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC115632036|XP_030384861.1|SLEB
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC115623531|XP_030373773.1|SLEB
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC115625824|XP_030376874.1|SLEB
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC115625963|XP_030377066.1|SLEB
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC115625934|XP_030377031.1|SLEB
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC115629003|XP_030381149.1|SLEB
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC115630746|XP_030383260.1|SLEB
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC115630502|XP_030382954.1|SLEB
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC115621074|XP_030370462.1|SLEB
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC115625809|XP_030376853.1|SLEB
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC115631611|XP_030384275.1|SLEB
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC115628620|XP_030380665.1|SLEB
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC115624140|XP_030374596.1|SLEB
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC115631834|XP_030384538.1|SLEB
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC115630451|XP_030382871.1|SLEB
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC115631254|XP_030383827.1|SLEB
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC115630427|XP_030382839.1|SLEB
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC115630535|XP_030383001.1|SLEB
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC115631658|XP_030384331.1|SLEB
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC115631024|XP_030383499.1|SLEB
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC115631944|XP_030384657.1|SLEB
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC115631174|XP_030383724.1|SLEB
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC115620926|XP_030370292.1|SLEB
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC115631237|XP_030383805.1|SLEB
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC115630978|XP_030383420.1|SLEB
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC115632039|XP_030384866.1|SLEB
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC115630424|XP_030382822.1|SLEB
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC115631716|XP_030384410.1|SLEB
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC115626894|XP_030378264.1|SLEB
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC115628815|XP_030380900.1|SLEB
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC115626859|XP_030378222.1|SLEB
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC115629119|XP_030381307.1|SLEB
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC115629709|XP_030382088.1|SLEB
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC115624772|XP_030375463.1|SLEB
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC115624706|XP_030375384.1|SLEB
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC115624781|XP_030375473.1|SLEB
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC115624724|XP_030375406.1|SLEB
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC115624776|XP_030375468.1|SLEB
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC115624628|XP_030375243.1|SLEB
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC115622842|XP_030372782.1|SLEB
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC115621856|XP_030371538.1|SLEB
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC115627133|XP_030378570.1|SLEB
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC115632163|XP_030385050.1|SLEB
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC115622729|XP_030372630.1|SLEB
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC115632437|XP_030385441.1|SLEB
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC115622577|XP_030372420.1|SLEB
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC115626917|XP_030378287.1|SLEB
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC115629464|XP_030381794.1|SLEB
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC115628908|XP_030381027.1|SLEB
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC115627902|XP_030379656.1|SLEB
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC115626969|XP_030378344.1|SLEB
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC115620032|XP_030368998.1|SLEB
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC115621166|XP_030370588.1|SLEB
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC115623485|XP_030373714.1|SLEB
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC115625333|XP_030376218.1|SLEB
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC115625510|XP_030376434.1|SLEB
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC115620824|XP_030370114.1|SLEB
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC115629329|XP_030381638.1|SLEB
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC115626348|XP_030377595.1|SLEB
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC115620071|XP_030369088.1|SLEB
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC115632772|XP_030385880.1|SLEB
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC115627056|XP_030378462.1|SLEB
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC115626879|XP_030378251.1|SLEB
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC115629560|XP_030381915.1|SLEB
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC115621910|XP_030371603.1|SLEB
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC115625259|XP_030376115.1|SLEB
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC115632919|XP_030386070.1|SLEB
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC115628031|XP_030379833.1|SLEB
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC115623412|XP_030373582.1|SLEB
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC115629684|XP_030382066.1|SLEB
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC115627047|XP_030378444.1|SLEB
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC115620438|XP_030369525.1|SLEB
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC115620414|XP_030369497.1|SLEB
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC115628809|XP_030380889.1|SLEB
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC115630782|XP_030383298.1|SLEB
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC115629556|XP_030381907.1|SLEB
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC115627046|XP_030378443.1|SLEB
OG0007169	LOC119655723|XP_037917684.1|HILL	LOC115629881|XP_030382338.1|SLEB
OG0007170	LOC119654227|XP_037915373.1|HILL	LOC115621878|XP_030371565.1|SLEB
OG0007171	LOC119653827|XP_037914798.1|HILL	LOC115629927|XP_030382392.1|SLEB
OG0007172	LOC119654205|XP_037915335.1|HILL	LOC115627770|XP_030379428.1|SLEB
OG0007173	LOC119654203|XP_037915334.1|HILL	LOC115627889|XP_030379635.1|SLEB
OG0007174	LOC119659781|XP_037923975.1|HILL	LOC115620663|XP_030369877.1|SLEB
OG0007175	LOC119651285|XP_037910727.1|HILL	LOC115624690|XP_030375356.1|SLEB
OG0007176	LOC119649822|XP_037908085.1|HILL	LOC115623613|XP_030373890.1|SLEB
OG0007177	LOC119659986|XP_037924286.1|HILL	LOC115625292|XP_030376165.1|SLEB
OG0007178	LOC119660133|XP_037924460.1|HILL	LOC115623700|XP_030374036.1|SLEB
OG0007179	LOC119659048|XP_037922884.1|HILL	LOC115623384|XP_030373541.1|SLEB
OG0007180	LOC119660437|XP_037924915.1|HILL	LOC115625059|XP_030375791.1|SLEB
OG0007181	LOC119655138|XP_037916801.1|HILL	LOC115628034|XP_030379836.1|SLEB
OG0007182	LOC119660389|XP_037924840.1|HILL	LOC115624144|XP_030374601.1|SLEB
OG0007183	LOC119658719|XP_037922274.1|HILL	LOC115624334|XP_030374830.1|SLEB
OG0007184	LOC119660428|XP_037924907.1|HILL	LOC115623951|XP_030374375.1|SLEB
OG0007185	LOC119658994|XP_037922804.1|HILL	LOC115630476|XP_030382910.1|SLEB
OG0007186	LOC119659248|XP_037923155.1|HILL	LOC115623702|XP_030374041.1|SLEB
OG0007187	LOC119659401|XP_037923397.1|HILL	LOC115625579|XP_030376539.1|SLEB
OG0007188	LOC119659402|XP_037923400.1|HILL	LOC115624310|XP_030374793.1|SLEB
OG0007189	LOC119659406|XP_037923405.1|HILL	LOC115623746|XP_030374122.1|SLEB
OG0007190	LOC119660318|XP_037924721.1|HILL	LOC115624017|XP_030374450.1|SLEB
OG0007191	LOC119648993|XP_037906851.1|HILL	LOC115633002|XP_030386188.1|SLEB
OG0007192	LOC119653724|XP_037914557.1|HILL	LOC115627514|XP_030379068.1|SLEB
OG0007193	LOC119655133|XP_037916796.1|HILL	LOC115627513|XP_030379067.1|SLEB
OG0007194	LOC119654833|XP_037916333.1|HILL	LOC115627280|XP_030378771.1|SLEB
OG0007195	LOC119659610|XP_037923709.1|HILL	LOC115624188|XP_030374646.1|SLEB
OG0007196	LOC119659158|XP_037923036.1|HILL	LOC115621253|XP_030370707.1|SLEB
OG0007197	LOC119647908|XP_037905146.1|HILL	LOC115632574|XP_030385655.1|SLEB
OG0007198	LOC119660453|XP_037924940.1|HILL	LOC115624030|XP_030374467.1|SLEB
OG0007199	LOC119659061|XP_037922897.1|HILL	LOC115624283|XP_030374766.1|SLEB
OG0007200	LOC119658588|XP_037921973.1|HILL	LOC115623711|XP_030374051.1|SLEB
OG0007201	LOC119648847|XP_037906649.1|HILL	LOC115622822|XP_030372757.1|SLEB
OG0007202	LOC119648861|XP_037906674.1|HILL	LOC115628353|XP_030380286.1|SLEB
OG0007203	LOC119648212|XP_037905747.1|HILL	LOC115628352|XP_030380285.1|SLEB
OG0007204	LOC119648837|XP_037906640.1|HILL	LOC115629162|XP_030381395.1|SLEB
OG0007205	LOC119649517|XP_037907627.1|HILL	LOC115622663|XP_030372536.1|SLEB
OG0007206	LOC119658918|XP_037922667.1|HILL	LOC115623878|XP_030374287.1|SLEB
OG0007207	LOC119660159|XP_037924491.1|HILL	LOC115625270|XP_030376132.1|SLEB
OG0007208	LOC119659484|XP_037923524.1|HILL	LOC115623493|XP_030373727.1|SLEB
OG0007209	LOC119659483|XP_037923523.1|HILL	LOC115623492|XP_030373725.1|SLEB
OG0007210	LOC119650812|XP_037909878.1|HILL	LOC115623950|XP_030374373.1|SLEB
OG0007211	LOC119659751|XP_037923941.1|HILL	LOC115623819|XP_030374223.1|SLEB
OG0007212	LOC119659996|XP_037924299.1|HILL	LOC115621128|XP_030370537.1|SLEB
OG0007213	LOC119660893|XP_037925753.1|HILL	LOC115630752|XP_030383270.1|SLEB
OG0007214	LOC119647883|XP_037905098.1|HILL	LOC115622286|XP_030372046.1|SLEB
OG0007215	LOC119659692|XP_037923874.1|HILL	LOC115625496|XP_030376412.1|SLEB
OG0007216	LOC119659934|XP_037924202.1|HILL	LOC115620271|XP_030369298.1|SLEB
OG0007217	LOC119659763|XP_037923952.1|HILL	LOC115628147|XP_030379978.1|SLEB
OG0007218	LOC119651592|XP_037911166.1|HILL	LOC115620429|XP_030369516.1|SLEB
OG0007219	LOC119658985|XP_037922795.1|HILL	LOC115624147|XP_030374603.1|SLEB
OG0007220	LOC119657337|XP_037920138.1|HILL	LOC115620882|XP_030370220.1|SLEB
OG0007221	LOC119659949|XP_037924224.1|HILL	LOC115625039|XP_030375745.1|SLEB
OG0007222	LOC119659507|XP_037923562.1|HILL	LOC115621067|XP_030370452.1|SLEB
OG0007223	LOC119660182|XP_037924519.1|HILL	LOC115620428|XP_030369515.1|SLEB
OG0007224	LOC119658876|XP_037922576.1|HILL	LOC115623713|XP_030374054.1|SLEB
OG0007225	LOC119659642|XP_037923772.1|HILL	LOC115625515|XP_030376440.1|SLEB
OG0007226	LOC119659416|XP_037923420.1|HILL	LOC115624366|XP_030374886.1|SLEB
OG0007227	LOC119647854|XP_037905050.1|HILL	LOC115628306|XP_030380214.1|SLEB
OG0007228	LOC119649649|XP_037907831.1|HILL	LOC115623144|XP_030373213.1|SLEB
OG0007229	LOC119651563|XP_037911125.1|HILL	LOC115623678|XP_030374007.1|SLEB
OG0007230	LOC119659932|XP_037924200.1|HILL	LOC115623547|XP_030373798.1|SLEB
OG0007231	LOC119659030|XP_037922853.1|HILL	LOC115623974|XP_030374403.1|SLEB
OG0007232	LOC119648028|XP_037905374.1|HILL	LOC115622519|XP_030372334.1|SLEB
OG0007233	LOC119650141|XP_037908601.1|HILL	LOC115622554|XP_030372383.1|SLEB
OG0007234	LOC119650138|XP_037908598.1|HILL	LOC115623068|XP_030373122.1|SLEB
OG0007235	LOC119650366|XP_037908989.1|HILL	LOC115622312|XP_030372078.1|SLEB
OG0007236	LOC119658790|XP_037922432.1|HILL	LOC115624153|XP_030374610.1|SLEB
OG0007237	LOC119659339|XP_037923309.1|HILL	LOC115624091|XP_030374541.1|SLEB
OG0007238	LOC119660888|XP_037925742.1|HILL	LOC115627996|XP_030379753.1|SLEB
OG0007239	LOC119659399|XP_037923392.1|HILL	LOC115625210|XP_030376039.1|SLEB
OG0007240	LOC119659733|XP_037923919.1|HILL	LOC115623755|XP_030374150.1|SLEB
OG0007241	LOC119654756|XP_037916224.1|HILL	LOC115629896|XP_030382356.1|SLEB
OG0007242	LOC119655591|XP_037917462.1|HILL	LOC115629895|XP_030382353.1|SLEB
OG0007243	LOC119656105|XP_037918348.1|HILL	LOC115627359|XP_030378868.1|SLEB
OG0007244	LOC119659648|XP_037923784.1|HILL	LOC115623964|XP_030374392.1|SLEB
OG0007245	LOC119655168|XP_037916844.1|HILL	LOC115621861|XP_030371540.1|SLEB
OG0007246	LOC119660258|XP_037924644.1|HILL	LOC115620907|XP_030370260.1|SLEB
OG0007247	LOC119656113|XP_037918358.1|HILL	LOC115623570|XP_030373831.1|SLEB
OG0007248	LOC119654547|XP_037915920.1|HILL	LOC115629683|XP_030382065.1|SLEB
OG0007249	LOC119654322|XP_037915577.1|HILL	LOC115629755|XP_030382157.1|SLEB
OG0007250	LOC119655728|XP_037917694.1|HILL	LOC115629492|XP_030381826.1|SLEB
OG0007252	LOC119660562|XP_037925130.1|HILL	LOC115625485|XP_030376394.1|SLEB
OG0007253	LOC119648700|XP_037906436.1|HILL	LOC115622762|XP_030372677.1|SLEB
OG0007254	LOC119659527|XP_037923591.1|HILL	LOC115623930|XP_030374349.1|SLEB
OG0007255	LOC119654777|XP_037916247.1|HILL	LOC115627810|XP_030379500.1|SLEB
OG0007256	LOC119660435|XP_037924913.1|HILL	LOC115625293|XP_030376167.1|SLEB
OG0007257	LOC119659867|XP_037924109.1|HILL	LOC115623689|XP_030374020.1|SLEB
OG0007258	LOC119659620|XP_037923725.1|HILL	LOC115623692|XP_030374024.1|SLEB
OG0007259	LOC119653656|XP_037914405.1|HILL	LOC115628702|XP_030380743.1|SLEB
OG0007260	LOC119655508|XP_037917341.1|HILL	LOC115627147|XP_030378585.1|SLEB
OG0007261	LOC119655087|XP_037916714.1|HILL	LOC115630133|XP_030382614.1|SLEB
OG0007262	LOC119653831|XP_037914801.1|HILL	LOC115627172|XP_030378626.1|SLEB
OG0007263	LOC119660881|XP_037925724.1|HILL	LOC115627843|XP_030379559.1|SLEB
OG0007264	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL	LOC115622829|XP_030372767.1|SLEB
OG0007265	LOC119654297|XP_037915531.1|HILL	LOC115629831|XP_030382268.1|SLEB, LOC115633319|XP_030386609.1|SLEB
OG0007266	LOC119659929|XP_037924193.1|HILL	LOC115620642|XP_030369842.1|SLEB
OG0007267	LOC119659046|XP_037922881.1|HILL	LOC115623399|XP_030373568.1|SLEB
OG0007268	LOC119659666|XP_037923815.1|HILL	LOC115626312|XP_030377510.1|SLEB
OG0007269	LOC119655699|XP_037917641.1|HILL	LOC115627933|XP_030379686.1|SLEB
OG0007270	LOC119658569|XP_037921945.1|HILL	LOC115621574|XP_030371122.1|SLEB
OG0007271	LOC119659898|XP_037924150.1|HILL	LOC115623734|XP_030374104.1|SLEB
OG0007272	LOC119659345|XP_037923317.1|HILL	LOC115628378|XP_030380319.1|SLEB
OG0007273	LOC119659343|XP_037923315.1|HILL	LOC115623722|XP_030374064.1|SLEB
OG0007274	LOC119658667|XP_037922148.1|HILL	LOC115625489|XP_030376399.1|SLEB
OG0007275	LOC119647463|XP_037904323.1|HILL	LOC115632262|XP_030385198.1|SLEB
OG0007276	LOC119650178|XP_037908660.1|HILL	LOC115632973|XP_030386142.1|SLEB
OG0007277	LOC119649842|XP_037908114.1|HILL	LOC115624691|XP_030375359.1|SLEB
OG0007278	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL	LOC115622641|XP_030372509.1|SLEB
OG0007279	LOC119647889|XP_037905117.1|HILL	LOC115622498|XP_030372304.1|SLEB
OG0007280	LOC119648927|XP_037906761.1|HILL	LOC115622590|XP_030372445.1|SLEB
OG0007281	LOC119658758|XP_037922379.1|HILL	LOC115623452|XP_030373668.1|SLEB
OG0007282	LOC119658755|XP_037922376.1|HILL	LOC115623451|XP_030373667.1|SLEB
OG0007283	LOC119659830|XP_037924051.1|HILL	LOC115625468|XP_030376377.1|SLEB
OG0007284	LOC119654568|XP_037915946.1|HILL	LOC115621483|XP_030371003.1|SLEB
OG0007285	LOC119655034|XP_037916639.1|HILL	LOC115629729|XP_030382122.1|SLEB
OG0007286	LOC119653857|XP_037914836.1|HILL	LOC115629723|XP_030382107.1|SLEB
OG0007287	LOC119661404|XP_037926661.1|HILL	LOC115631532|XP_030384165.1|SLEB
OG0007288	LOC119653855|XP_037914830.1|HILL	LOC115629790|XP_030382205.1|SLEB
OG0007289	LOC119653902|XP_037914966.1|HILL	LOC115629341|XP_030381649.1|SLEB
OG0007290	LOC119658803|XP_037922453.1|HILL	LOC115624392|XP_030374964.1|SLEB
OG0007291	LOC119646803|XP_037903323.1|HILL	LOC115625150|XP_030375934.1|SLEB
OG0007292	LOC119655048|XP_037916663.1|HILL	LOC115629258|XP_030381539.1|SLEB
