Orthogroup	HILL.longest_only	DBUS.longest_only
OG0005997	LOC119655551|XP_037917398.1|HILL	LOC108595147|XP_017835802.1|DBUS
OG0005998	LOC119649041|XP_037906941.1|HILL	LOC108598878|XP_017841128.2|DBUS
OG0005999	LOC119650041|XP_037908451.1|HILL	LOC108604748|XP_017849824.1|DBUS
OG0006000	LOC119655866|XP_037917916.1|HILL	LOC108597361|XP_017839373.1|DBUS
OG0006001	LOC119648689|XP_037906416.1|HILL	LOC108601091|XP_017844488.1|DBUS
OG0006002	LOC119656308|XP_037918680.1|HILL	LOC108595114|XP_017835762.1|DBUS
OG0006003	LOC119649917|XP_037908247.1|HILL	LOC108598472|XP_017840608.1|DBUS
OG0006004	LOC119658925|XP_037922681.1|HILL	LOC108603049|XP_017846963.1|DBUS
OG0006005	LOC119655803|XP_037917829.1|HILL	LOC108597632|XP_017839766.1|DBUS
OG0006006	LOC119646451|XP_037902829.1|HILL	LOC108595424|XP_017836142.1|DBUS
OG0006007	LOC119654349|XP_037915615.1|HILL	LOC108595078|XP_017835716.1|DBUS
OG0006008	LOC119647637|XP_037904625.1|HILL	LOC108608458|XP_017855327.1|DBUS
OG0006009	LOC119647488|XP_037904374.1|HILL	LOC108600063|XP_017842904.1|DBUS
OG0006010	LOC119660786|XP_037925510.1|HILL	LOC108598178|XP_033149597.1|DBUS
OG0006011	LOC119660787|XP_037925517.1|HILL	LOC108599485|XP_017841820.2|DBUS
OG0006012	LOC119647786|XP_037904896.1|HILL	LOC108598143|XP_033150619.1|DBUS
OG0006013	LOC119649143|XP_037907082.1|HILL	LOC108594902|XP_017835529.1|DBUS
OG0006014	LOC119650008|XP_037908403.1|HILL	LOC108598891|XP_017841140.1|DBUS
OG0006015	LOC119655370|XP_037917162.1|HILL	LOC108595969|XP_017836745.1|DBUS
OG0006016	LOC119655805|XP_037917832.1|HILL	LOC108595472|XP_017836211.1|DBUS
OG0006017	LOC119655674|XP_037917591.1|HILL	LOC108596093|XP_017837002.1|DBUS
OG0006018	LOC119654888|XP_037916430.1|HILL	LOC108596404|XP_017837579.1|DBUS
OG0006019	LOC119655809|XP_037917838.1|HILL	LOC108597479|XP_017839543.1|DBUS
OG0006020	LOC119648372|XP_037906028.1|HILL	LOC108600846|XP_017844134.1|DBUS
OG0006021	LOC119647561|XP_037904482.1|HILL	LOC108601078|XP_033150614.1|DBUS
OG0006022	LOC119653870|XP_037914905.1|HILL	LOC108594310|XP_017834944.1|DBUS
OG0006023	LOC119655749|XP_037917729.1|HILL	LOC108603793|XP_017848378.1|DBUS
OG0006024	LOC119653867|XP_037914854.1|HILL	LOC108605487|XP_017850672.1|DBUS
OG0006025	LOC119655420|XP_037917237.1|HILL	LOC108596696|XP_033148964.1|DBUS
OG0006026	LOC119651914|XP_037911670.1|HILL	LOC108602018|XP_017845510.1|DBUS
OG0006027	LOC119654206|XP_037915336.1|HILL	LOC108597081|XP_017838905.1|DBUS
OG0006028	LOC119649202|XP_037907181.1|HILL	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS
OG0006029	LOC119653803|XP_037914749.1|HILL	LOC108595475|XP_017836214.1|DBUS
OG0006030	LOC119649933|XP_037908280.1|HILL	LOC108604424|XP_017849382.1|DBUS
OG0006031	LOC119655704|XP_037917647.1|HILL	LOC108595167|XP_017835828.1|DBUS
OG0006032	LOC119656705|XP_037919143.1|HILL	LOC108606545|XP_033150502.1|DBUS
OG0006033	LOC119654966|XP_037916554.1|HILL	LOC108596094|XP_017837003.1|DBUS
OG0006034	LOC119659432|XP_037923443.1|HILL	LOC108601447|XP_017844834.1|DBUS
OG0006035	LOC119654465|XP_037915810.1|HILL	LOC108596408|XP_017837588.1|DBUS
OG0006036	LOC119651983|XP_037911826.1|HILL, LOC119652604|XP_037912764.1|HILL, LOC119652856|XP_037913140.1|HILL	LOC108607613|XP_017854015.1|DBUS
OG0006037	LOC119655540|XP_037917383.1|HILL	LOC108597455|XP_017839509.1|DBUS
OG0006038	LOC119655601|XP_037917485.1|HILL	LOC108601785|XP_017845200.1|DBUS
OG0006039	LOC119655105|XP_037916756.1|HILL	LOC108597415|XP_017839454.1|DBUS
OG0006040	LOC119655955|XP_037918100.1|HILL	LOC108595208|XP_017835885.1|DBUS
OG0006041	LOC119654617|XP_037916018.1|HILL	LOC108607007|XP_017853076.1|DBUS
OG0006042	LOC119654801|XP_037916282.1|HILL	LOC108596633|XP_017838076.1|DBUS
OG0006043	LOC119647848|XP_037905040.1|HILL	LOC108598358|XP_017840465.1|DBUS
OG0006044	LOC119654555|XP_037915931.1|HILL	LOC108606956|XP_017853002.1|DBUS
OG0006045	LOC119656254|XP_037918600.1|HILL	LOC108595156|XP_017835815.1|DBUS
OG0006046	LOC119654435|XP_037915762.1|HILL	LOC108596449|XP_017837685.1|DBUS
OG0006047	LOC119649441|XP_037907519.1|HILL	LOC108600105|XP_017842964.2|DBUS
OG0006048	LOC119649144|XP_037907083.1|HILL	LOC108598484|XP_017840628.1|DBUS
OG0006050	LOC119651887|XP_037911636.1|HILL	LOC108603964|XP_017848654.1|DBUS
OG0006051	LOC119654234|XP_037915389.1|HILL	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS
OG0006052	LOC119654233|XP_037915386.1|HILL	LOC108596896|XP_017838574.1|DBUS
OG0006053	LOC119653775|XP_037914705.1|HILL	LOC108600403|XP_017843444.1|DBUS
OG0006054	LOC119660858|XP_037925681.1|HILL	LOC108607403|XP_033150524.1|DBUS
OG0006056	LOC119655715|XP_037917676.1|HILL	LOC108595488|XP_017836228.1|DBUS
OG0006057	LOC119647851|XP_037905046.1|HILL	LOC108600668|XP_017843852.1|DBUS
OG0006058	LOC119653910|XP_037914989.1|HILL	LOC108604727|XP_017849796.1|DBUS
OG0006059	LOC119649871|XP_037908171.1|HILL	LOC108599661|XP_017842130.2|DBUS
OG0006060	LOC119649872|XP_037908175.1|HILL	LOC108599663|XP_017842132.1|DBUS
OG0006061	LOC119655464|XP_037917292.1|HILL	LOC108606281|XP_017851751.1|DBUS
OG0006062	LOC119658861|XP_037922545.1|HILL	LOC108601966|XP_017845442.1|DBUS
OG0006063	LOC119650649|XP_037909511.1|HILL	LOC108606033|XP_017851354.2|DBUS
OG0006064	LOC119654831|XP_037916326.1|HILL	LOC108597510|XP_017839587.1|DBUS
OG0006065	LOC119656270|XP_037918621.1|HILL	LOC108600082|XP_017842930.2|DBUS
OG0006066	LOC119653587|XP_037914264.1|HILL	LOC108596459|XP_017837697.1|DBUS
OG0006067	LOC119654291|XP_037915508.1|HILL	LOC108596038|XP_017836892.1|DBUS
OG0006068	LOC119660747|XP_037925403.1|HILL	LOC108606276|XP_017851744.1|DBUS
OG0006069	LOC119650085|XP_037908517.1|HILL	LOC108600810|XP_017844084.1|DBUS
OG0006070	LOC119648320|XP_037905929.1|HILL	LOC108603849|XP_017848491.1|DBUS
OG0006071	LOC119648204|XP_037905732.1|HILL	LOC108604444|XP_017849411.1|DBUS
OG0006072	LOC119648146|XP_037905631.1|HILL	LOC108600084|XP_017842932.1|DBUS
OG0006073	LOC119648612|XP_037906309.1|HILL	LOC108600982|XP_017844333.1|DBUS
OG0006074	LOC119649476|XP_037907565.1|HILL	LOC108606926|XP_017852964.1|DBUS
OG0006075	LOC119657807|XP_037920832.1|HILL	LOC108606930|XP_017852969.1|DBUS
OG0006076	LOC119655911|XP_037918001.1|HILL, LOC119655771|XP_037917754.1|HILL	LOC108596780|XP_017838369.1|DBUS
OG0006077	LOC119647627|XP_037904610.1|HILL	LOC108600570|XP_017843726.1|DBUS
OG0006078	LOC119647845|XP_037905030.1|HILL	LOC108600481|XP_017843589.1|DBUS
OG0006079	LOC119649654|XP_037907837.1|HILL	LOC108601028|XP_017844396.2|DBUS
OG0006080	LOC119649653|XP_037907836.1|HILL	LOC108600017|XP_017842823.2|DBUS
OG0006081	LOC119654303|XP_037915537.1|HILL	LOC108595200|XP_017835877.1|DBUS
OG0006082	LOC119654362|XP_037915636.1|HILL	LOC108595306|XP_017836012.1|DBUS
OG0006083	LOC119650462|XP_037909253.1|HILL	LOC108599881|XP_017842548.1|DBUS
OG0006084	LOC119647569|XP_037904493.1|HILL	LOC108599622|XP_017842070.1|DBUS
OG0006085	LOC119650339|XP_037908934.1|HILL	LOC108598552|XP_017840724.1|DBUS
OG0006086	LOC119649167|XP_037907120.1|HILL	LOC108598335|XP_033149467.1|DBUS
OG0006087	LOC119654551|XP_037915924.1|HILL	LOC108597107|XP_017838969.1|DBUS
OG0006088	LOC119649937|XP_037908285.1|HILL	LOC108598752|XP_017840977.1|DBUS
OG0006089	LOC119657395|XP_037920217.1|HILL	LOC108605680|XP_017850960.1|DBUS
OG0006090	LOC119648227|XP_037905774.1|HILL	LOC108598554|XP_033149691.1|DBUS
OG0006091	LOC119647893|XP_037905120.1|HILL	LOC108599177|XP_017841453.1|DBUS
OG0006092	LOC119650362|XP_037908977.1|HILL	LOC108605655|XP_017850930.1|DBUS
OG0006093	LOC119653694|XP_037914492.1|HILL	LOC108595988|XP_017836765.2|DBUS
OG0006094	LOC119654933|XP_037916513.1|HILL	LOC108600203|XP_017843108.1|DBUS
OG0006095	LOC119655855|XP_037917902.1|HILL	LOC108595065|XP_017835700.1|DBUS
OG0006096	LOC119655354|XP_037917133.1|HILL	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS
OG0006097	LOC119647757|XP_037904803.1|HILL	LOC108600430|XP_033150611.1|DBUS
OG0006098	LOC119653770|XP_037914694.1|HILL	LOC108608350|XP_017855184.1|DBUS
OG0006099	LOC119656187|XP_037918465.1|HILL	LOC108595352|XP_017836065.1|DBUS
OG0006100	LOC119654696|XP_037916137.1|HILL	LOC108595436|XP_017836155.1|DBUS
OG0006101	LOC119655053|XP_037916667.1|HILL	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS
OG0006102	LOC119654991|XP_037916584.1|HILL	LOC108594955|XP_017835577.1|DBUS
OG0006103	LOC119656040|XP_037918236.1|HILL	LOC108605065|XP_017850121.1|DBUS
OG0006104	LOC119654371|XP_037915651.1|HILL	LOC108605600|XP_017850866.1|DBUS
OG0006105	LOC119654482|XP_037915831.1|HILL	LOC108604970|XP_017850029.1|DBUS
OG0006106	LOC119650189|XP_037908676.1|HILL	LOC108600951|XP_017844286.1|DBUS
OG0006107	LOC119655935|XP_037918049.1|HILL	LOC108597618|XP_017839747.1|DBUS
OG0006108	LOC119655940|XP_037918055.1|HILL	LOC108606890|XP_017852904.1|DBUS
OG0006109	LOC119648675|XP_037906394.1|HILL	LOC108599886|XP_017842555.1|DBUS
OG0006110	LOC119647570|XP_037904496.1|HILL	LOC108598508|XP_033149516.1|DBUS
OG0006111	LOC119654198|XP_037915328.1|HILL	LOC108595182|XP_017835849.1|DBUS
OG0006112	LOC119655641|XP_037917546.1|HILL	LOC108596774|XP_017838362.1|DBUS
OG0006113	LOC119655640|XP_037917545.1|HILL	LOC108598659|XP_017840859.1|DBUS
OG0006114	LOC119654541|XP_037915914.1|HILL	LOC108603903|XP_017848573.1|DBUS
OG0006115	LOC119653865|XP_037914851.1|HILL	LOC108597767|XP_017839968.1|DBUS
OG0006116	LOC119655514|XP_037917351.1|HILL	LOC108597281|XP_017839237.1|DBUS
OG0006117	LOC119655407|XP_037917218.1|HILL	LOC108597014|XP_017838783.1|DBUS
OG0006118	LOC119655119|XP_037916770.1|HILL	LOC108596056|XP_017836939.1|DBUS
OG0006119	LOC119653755|XP_037914613.1|HILL	LOC108596430|XP_017837644.1|DBUS
OG0006120	LOC119655669|XP_037917585.1|HILL	LOC108595534|XP_017836278.1|DBUS
OG0006121	LOC119648138|XP_037905612.1|HILL	LOC108598908|XP_017841227.2|DBUS
OG0006122	LOC119660878|XP_037925718.1|HILL	LOC108607411|XP_017853684.1|DBUS
OG0006123	LOC119654875|XP_037916400.1|HILL	LOC108596675|XP_017838175.1|DBUS
OG0006124	LOC119650928|XP_037910082.1|HILL	LOC108602218|XP_017845753.1|DBUS
OG0006125	LOC119648108|XP_037905552.1|HILL	LOC108600472|XP_017843575.2|DBUS
OG0006126	LOC119647427|XP_037904262.1|HILL	LOC108600477|XP_017843583.1|DBUS
OG0006127	LOC119650174|XP_037908656.1|HILL	LOC108600462|XP_017843545.2|DBUS
OG0006128	LOC119649110|XP_037907037.1|HILL	LOC108599093|XP_017841372.2|DBUS
OG0006129	LOC119647452|XP_037904309.1|HILL	LOC108600891|XP_017844200.2|DBUS
OG0006130	LOC119650322|XP_037908906.1|HILL	LOC108600464|XP_017843547.1|DBUS
OG0006132	LOC119647504|XP_037904387.1|HILL	LOC108598238|XP_017840341.2|DBUS
OG0006133	LOC119649428|XP_037907504.1|HILL	LOC108600465|XP_017843548.1|DBUS
OG0006134	LOC119650417|XP_037909138.1|HILL	LOC108600060|XP_017842894.2|DBUS
OG0006135	LOC119661019|XP_037926095.1|HILL	LOC108600248|XP_033150602.1|DBUS
OG0006136	LOC119648178|XP_037905686.1|HILL	LOC108600474|XP_017843579.1|DBUS
OG0006137	LOC119649331|XP_037907364.1|HILL	LOC108599356|XP_017841648.1|DBUS
OG0006138	LOC119654697|XP_037916138.1|HILL	LOC108595647|XP_017836411.1|DBUS
OG0006139	LOC119655180|XP_037916862.1|HILL	LOC108597484|XP_017839550.1|DBUS
OG0006140	LOC119655363|XP_037917149.1|HILL	LOC108594987|XP_017835608.1|DBUS
OG0006141	LOC119653641|XP_037914365.1|HILL	LOC108596752|XP_017838318.1|DBUS
OG0006142	LOC119649596|XP_037907737.1|HILL	LOC108598446|XP_017840573.1|DBUS
OG0006143	LOC119647743|XP_037904784.1|HILL	LOC108598561|XP_033149349.1|DBUS
OG0006144	LOC119648760|XP_037906514.1|HILL	LOC108598359|XP_017840468.2|DBUS
OG0006145	LOC119648761|XP_037906518.1|HILL	LOC108599293|XP_017841583.1|DBUS
OG0006146	LOC119659907|XP_037924164.1|HILL	LOC108607596|XP_017854027.2|DBUS
OG0006147	LOC119651617|XP_037911199.1|HILL, LOC119651616|XP_037911198.1|HILL	LOC108603172|XP_017847218.1|DBUS
OG0006148	LOC119649634|XP_037907808.1|HILL	LOC108601079|XP_017844468.2|DBUS
OG0006149	LOC119650132|XP_037908591.1|HILL	LOC108598401|XP_017840513.1|DBUS
OG0006150	LOC119650131|XP_037908590.1|HILL	LOC108598400|XP_017840512.2|DBUS
OG0006151	LOC119653761|XP_037914673.1|HILL	LOC108599108|XP_017841390.1|DBUS
OG0006152	LOC119653010|XP_037913376.1|HILL	LOC108604338|XP_017849251.1|DBUS
OG0006153	LOC119655152|XP_037916818.1|HILL	LOC108595336|XP_017836044.1|DBUS
OG0006154	LOC119660057|XP_037924363.1|HILL	LOC108601476|XP_017844864.1|DBUS
OG0006155	LOC119652858|XP_037913142.1|HILL	LOC108602602|XP_017846229.1|DBUS
OG0006157	LOC119647068|XP_037903753.1|HILL	LOC108595745|XP_017836523.1|DBUS
OG0006158	LOC119652891|XP_037913186.1|HILL	LOC108599477|XP_017841805.1|DBUS
OG0006159	LOC119654821|XP_037916310.1|HILL	LOC108594991|XP_017835613.1|DBUS
OG0006161	LOC119661355|XP_037926589.1|HILL	LOC108596542|XP_017837923.1|DBUS
OG0006162	LOC119660758|XP_037925451.1|HILL, LOC119660863|XP_037925687.1|HILL	LOC117134627|XP_033150538.1|DBUS
OG0006163	LOC119657630|XP_037920600.1|HILL, LOC119646534|XP_037902928.1|HILL, LOC119646539|XP_037902938.1|HILL, LOC119646813|XP_037903342.1|HILL, LOC119646651|XP_037903097.1|HILL, LOC119661137|XP_037926267.1|HILL, LOC119661136|XP_037926266.1|HILL	LOC108594935|XP_017835559.1|DBUS
OG0006165	LOC119660759|XP_037925452.1|HILL	LOC108598946|XP_017841205.1|DBUS
OG0006171	LOC119648984|XP_037906835.1|HILL	LOC108598882|XP_017841131.2|DBUS
OG0006182	LOC119652787|XP_037913028.1|HILL	LOC108603136|XP_017847146.1|DBUS
OG0006184	LOC119652710|XP_037912920.1|HILL	LOC108602349|XP_017845938.1|DBUS
OG0006185	LOC119652311|XP_037912250.1|HILL	LOC108603046|XP_017846953.1|DBUS
OG0006186	LOC119650641|XP_037909491.1|HILL	LOC108604449|XP_017849417.1|DBUS
OG0006187	LOC119650871|XP_037909960.1|HILL	LOC108602642|XP_017846276.1|DBUS
OG0006188	LOC119656660|XP_037919066.1|HILL	LOC108605154|XP_017850217.1|DBUS
OG0006189	LOC119656664|XP_037919070.1|HILL	LOC108605181|XP_017850260.1|DBUS
OG0006190	LOC119658005|XP_037921154.1|HILL	LOC108603805|XP_017848392.1|DBUS
OG0006191	LOC119656547|XP_037918838.1|HILL	LOC108604631|XP_017849668.1|DBUS
OG0006192	LOC119657070|XP_037919754.1|HILL	LOC108605075|XP_017850131.1|DBUS
OG0006193	LOC119658425|XP_037921754.1|HILL	LOC108605860|XP_017851160.1|DBUS
OG0006194	LOC119656684|XP_037919097.1|HILL	LOC108605151|XP_017850214.1|DBUS
OG0006195	LOC119657722|XP_037920694.1|HILL	LOC108605713|XP_017850996.1|DBUS
OG0006196	LOC119661008|XP_037926074.1|HILL	LOC117134661|XP_033148941.1|DBUS
OG0006197	LOC119660831|XP_037925622.1|HILL	LOC108607364|XP_017853566.1|DBUS
OG0006198	LOC119651969|XP_037911789.1|HILL	LOC108606187|XP_017851529.1|DBUS
OG0006199	LOC119658635|XP_037922088.1|HILL	LOC108604195|XP_017849037.1|DBUS
OG0006200	LOC119652463|XP_037912558.1|HILL	LOC108604721|XP_017849787.1|DBUS
OG0006201	LOC119657772|XP_037920766.1|HILL	LOC108606598|XP_017852337.1|DBUS
OG0006202	LOC119657771|XP_037920765.1|HILL	LOC108606597|XP_017852334.1|DBUS
OG0006203	LOC119657906|XP_037920995.1|HILL	LOC108606443|XP_017852043.1|DBUS
OG0006204	LOC119656649|XP_037919039.1|HILL	LOC108603460|XP_017847782.1|DBUS
OG0006205	LOC119657113|XP_037919801.1|HILL	LOC108605246|XP_017850345.1|DBUS
OG0006206	LOC119657127|XP_037919819.1|HILL	LOC108607682|XP_017854127.2|DBUS
OG0006207	LOC119651456|XP_037910989.1|HILL	LOC108607462|XP_017853789.2|DBUS
OG0006208	LOC119651455|XP_037910987.1|HILL	LOC108600245|XP_017843170.1|DBUS
OG0006209	LOC119658298|XP_037921524.1|HILL	LOC108606111|XP_017851453.1|DBUS
OG0006210	LOC119656792|XP_037919328.1|HILL	LOC108606200|XP_017851547.1|DBUS
OG0006211	LOC119656855|XP_037919437.1|HILL	LOC108596958|XP_017838696.1|DBUS
OG0006212	LOC119656853|XP_037919433.1|HILL	LOC108596951|XP_017838683.2|DBUS
OG0006214	LOC119656604|XP_037918966.1|HILL	LOC108607005|XP_017853071.1|DBUS
OG0006215	LOC119657591|XP_037920498.1|HILL	LOC108606328|XP_017851837.1|DBUS
OG0006216	LOC119651682|XP_037911309.1|HILL	LOC108601733|XP_017845143.1|DBUS
OG0006217	LOC119657930|XP_037921045.1|HILL	LOC108607253|XP_017853425.1|DBUS
OG0006218	LOC119657684|XP_037920643.1|HILL	LOC108608180|XP_017854928.2|DBUS
OG0006219	LOC119657135|XP_037919834.1|HILL	LOC108606291|XP_033150405.1|DBUS
OG0006220	LOC119657134|XP_037919833.1|HILL	LOC108598089|XP_017840192.1|DBUS
OG0006221	LOC119646549|XP_037902955.1|HILL	LOC108602167|XP_017845689.1|DBUS
OG0006222	LOC119646551|XP_037902957.1|HILL	LOC108601931|XP_017845398.1|DBUS
OG0006223	LOC119658327|XP_037921594.1|HILL	LOC108605797|XP_017851089.1|DBUS
OG0006224	LOC119657816|XP_037920855.1|HILL	LOC108606646|XP_017852437.1|DBUS
OG0006225	LOC119658023|XP_037921180.1|HILL	LOC108607061|XP_017853163.1|DBUS
OG0006226	LOC119656571|XP_037918886.1|HILL	LOC108597728|XP_017839912.2|DBUS
OG0006227	LOC119657235|XP_037919977.1|HILL	LOC108605253|XP_017850362.1|DBUS
OG0006228	LOC119656851|XP_037919430.1|HILL	LOC108595991|XP_017836767.1|DBUS
OG0006229	LOC119660841|XP_037925643.1|HILL	LOC108607385|XP_017853615.1|DBUS
OG0006230	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC119656781|XP_037919292.1|HILL	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC119658039|XP_037921208.1|HILL	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC119658467|XP_037921810.1|HILL	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC119658505|XP_037921896.1|HILL	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC119657927|XP_037921042.1|HILL	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC119657213|XP_037919950.1|HILL	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC119657163|XP_037919874.1|HILL	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC119658326|XP_037921593.1|HILL	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC119657848|XP_037920898.1|HILL	LOC108606761|XP_017852661.1|DBUS
OG0006241	LOC119658502|XP_037921891.1|HILL	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC119652935|XP_037913253.1|HILL	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC119652389|XP_037912417.1|HILL	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC119651656|XP_037911270.1|HILL	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC119653242|XP_037913769.1|HILL	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC119656666|XP_037919072.1|HILL	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC119653548|XP_037914162.1|HILL	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC119657621|XP_037920551.1|HILL	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC119656482|XP_037918731.1|HILL	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC119657195|XP_037919927.1|HILL	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC119657206|XP_037919942.1|HILL	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC119657854|XP_037920906.1|HILL	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC119656529|XP_037918802.1|HILL	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC119657496|XP_037920354.1|HILL	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC119650803|XP_037909870.1|HILL	LOC108601981|XP_017845465.1|DBUS
OG0006256	LOC119658504|XP_037921894.1|HILL	LOC108605770|XP_017851063.1|DBUS
OG0006257	LOC119657204|XP_037919938.1|HILL	LOC108606298|XP_017851774.1|DBUS
OG0006258	LOC119657925|XP_037921040.1|HILL	LOC108606109|XP_017851445.2|DBUS
OG0006259	LOC119652792|XP_037913037.1|HILL	LOC108604226|XP_017849080.1|DBUS
OG0006260	LOC119657169|XP_037919883.1|HILL	LOC108606853|XP_017852839.2|DBUS
OG0006261	LOC119656199|XP_037918518.1|HILL	LOC108608530|XP_017855434.1|DBUS
OG0006262	LOC119658242|XP_037921448.1|HILL	LOC108606679|XP_017852514.1|DBUS
OG0006263	LOC119656566|XP_037918878.1|HILL	LOC108606553|XP_017852243.1|DBUS
OG0006264	LOC119657959|XP_037921089.1|HILL	LOC108606440|XP_017852041.1|DBUS
OG0006265	LOC119656850|XP_037919429.1|HILL	LOC108595979|XP_017836755.2|DBUS
OG0006266	LOC119657352|XP_037920154.1|HILL	LOC108605565|XP_017850821.1|DBUS
OG0006267	LOC119658290|XP_037921513.1|HILL	LOC108606402|XP_033150429.1|DBUS
OG0006268	LOC119658029|XP_037921187.1|HILL	LOC108595282|XP_017835984.1|DBUS
OG0006269	LOC119659419|XP_037923422.1|HILL	LOC108604150|XP_017848953.1|DBUS
OG0006270	LOC119657809|XP_037920838.1|HILL	LOC108604957|XP_017850015.1|DBUS
OG0006271	LOC119659954|XP_037924231.1|HILL	LOC108601861|XP_017845306.1|DBUS
OG0006272	LOC119657012|XP_037919685.1|HILL	LOC108607122|XP_017853244.1|DBUS
OG0006273	LOC119657018|XP_037919694.1|HILL	LOC108605448|XP_017850619.1|DBUS
OG0006274	LOC119657996|XP_037921142.1|HILL	LOC108605205|XP_017850296.1|DBUS
OG0006275	LOC119657628|XP_037920560.1|HILL	LOC108605454|XP_017850628.1|DBUS
OG0006276	LOC119652746|XP_037912973.1|HILL	LOC108601048|XP_017844429.1|DBUS
OG0006277	LOC119652291|XP_037912216.1|HILL	LOC108597685|XP_017839849.1|DBUS
OG0006278	LOC119657642|XP_037920575.1|HILL	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC119656787|XP_037919307.1|HILL	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC119656524|XP_037918800.1|HILL	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC119656523|XP_037918799.1|HILL	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC119657658|XP_037920610.1|HILL	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC119651271|XP_037910702.1|HILL	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC119657403|XP_037920223.1|HILL	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC119648191|XP_037905709.1|HILL	LOC108601237|XP_017844625.1|DBUS
OG0006287	LOC119651909|XP_037911664.1|HILL	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC119651908|XP_037911663.1|HILL	LOC108602006|XP_017845497.1|DBUS
OG0006289	LOC119651301|XP_037910754.1|HILL	LOC108603989|XP_017848707.1|DBUS
OG0006290	LOC119658230|XP_037921432.1|HILL	LOC108606952|XP_033150516.1|DBUS
OG0006291	LOC119657633|XP_037920566.1|HILL	LOC108599673|XP_017842155.2|DBUS
OG0006292	LOC119646389|XP_037902761.1|HILL	LOC108605157|XP_017850223.1|DBUS
OG0006293	LOC119647509|XP_037904399.1|HILL	LOC108600392|XP_017843429.1|DBUS
OG0006294	LOC119653894|XP_037914956.1|HILL	LOC108606971|XP_017853022.1|DBUS
OG0006295	LOC119657423|XP_037920253.1|HILL	LOC108605159|XP_017850230.1|DBUS
OG0006296	LOC119656947|XP_037919588.1|HILL	LOC108606843|XP_017852825.1|DBUS
OG0006297	LOC119656695|XP_037919122.1|HILL	LOC108606492|XP_017852124.2|DBUS
OG0006298	LOC119656643|XP_037919019.1|HILL	LOC108606627|XP_017852402.1|DBUS
OG0006299	LOC119658227|XP_037921422.1|HILL	LOC108605102|XP_033150407.1|DBUS
OG0006300	LOC119657598|XP_037920511.1|HILL	LOC108605464|XP_017850638.1|DBUS
OG0006301	LOC119656657|XP_037919059.1|HILL	LOC108606220|XP_017851606.1|DBUS
OG0006302	LOC119656784|XP_037919298.1|HILL	LOC117134892|XP_033150162.1|DBUS
OG0006303	LOC119647288|XP_037904119.1|HILL	LOC108596921|XP_017838628.1|DBUS
OG0006304	LOC119656820|XP_037919381.1|HILL	LOC108604333|XP_017849248.1|DBUS
OG0006305	LOC119657431|XP_037920262.1|HILL	LOC108604729|XP_017849798.1|DBUS
OG0006306	LOC119657287|XP_037920061.1|HILL	LOC108603187|XP_017847237.1|DBUS
OG0006307	LOC119651711|XP_037911352.1|HILL	LOC108601747|XP_017845159.1|DBUS
OG0006308	LOC119657945|XP_037921065.1|HILL	LOC108604946|XP_017850004.1|DBUS
OG0006309	LOC119657599|XP_037920513.1|HILL	LOC108606526|XP_017852188.1|DBUS
OG0006310	LOC119658250|XP_037921453.1|HILL	LOC108604551|XP_017849568.1|DBUS
