Orthogroup	HILL.longest_only	AEAL.longest_only
OG0006722	LOC119649327|XP_037907356.1|HILL	LOC109426652|XP_019557721.2|AEAL
OG0006723	LOC119658938|XP_037922719.1|HILL	LOC109417799|XP_019547515.2|AEAL, LOC109426757|XP_019557837.2|AEAL
OG0006724	LOC119659984|XP_037924282.1|HILL	LOC109417807|XP_019547525.1|AEAL
OG0006725	LOC119660239|XP_037924621.1|HILL	LOC109426766|XP_019557848.2|AEAL
OG0006726	LOC119654868|XP_037916391.1|HILL	LOC109417810|XP_019547527.1|AEAL
OG0006727	LOC119659216|XP_037923117.1|HILL	LOC109426769|XP_029725484.1|AEAL
OG0006728	LOC119652388|XP_037912421.1|HILL	LOC109417877|XP_019547614.2|AEAL
OG0006729	LOC119647269|XP_037904088.1|HILL	LOC109417952|XP_029725395.1|AEAL, LOC109426840|XP_029725385.1|AEAL
OG0006730	LOC119647270|XP_037904091.1|HILL	LOC109417953|XP_029725394.1|AEAL
OG0006731	LOC119649399|XP_037907452.1|HILL	LOC109426848|XP_019557945.2|AEAL
OG0006732	LOC119650157|XP_037908630.1|HILL	LOC109417971|XP_019547661.1|AEAL
OG0006734	LOC119648874|XP_037906693.1|HILL	LOC109417987|XP_029732378.1|AEAL, LOC109621925|XP_029732388.1|AEAL
OG0006735	LOC119648389|XP_037906054.1|HILL	LOC109621927|XP_019931679.2|AEAL, LOC109417988|XP_029732381.1|AEAL
OG0006736	LOC119647995|XP_037905308.1|HILL	LOC109406031|XP_019534640.1|AEAL
OG0006737	LOC119650276|XP_037908829.1|HILL	LOC109406022|XP_019534625.2|AEAL
OG0006738	LOC119648263|XP_037905842.1|HILL	LOC109408519|XP_019537423.1|AEAL
OG0006739	LOC119648264|XP_037905844.1|HILL	LOC109406020|XP_019534623.1|AEAL
OG0006740	LOC119648149|XP_037905648.1|HILL	LOC109408702|XP_019537645.1|AEAL
OG0006741	LOC119648063|XP_037905458.1|HILL	LOC109408893|XP_029732439.1|AEAL
OG0006743	LOC119660984|XP_037925997.1|HILL	LOC109409609|XP_029732365.1|AEAL
OG0006744	LOC119648196|XP_037905717.1|HILL	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL
OG0006745	LOC119660191|XP_037924537.1|HILL	LOC109407965|XP_029735102.1|AEAL
OG0006746	LOC119648006|XP_037905326.1|HILL	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL
OG0006747	LOC119649601|XP_037907743.1|HILL	LOC109403618|XP_019531984.2|AEAL
OG0006748	LOC119646538|XP_037902937.1|HILL	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL
OG0006749	LOC119649274|XP_037907291.1|HILL	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL
OG0006750	LOC119657897|XP_037920981.1|HILL	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL
OG0006752	LOC119648292|XP_037905880.1|HILL	LOC109413518|XP_019542749.2|AEAL
OG0006753	LOC119649451|XP_037907534.1|HILL	LOC109413521|XP_019542750.2|AEAL
OG0006754	LOC119649029|XP_037906914.1|HILL	LOC109410795|XP_029735170.1|AEAL
OG0006755	LOC119649960|XP_037908324.1|HILL	LOC109410785|XP_019539860.1|AEAL
OG0006756	LOC119650259|XP_037908788.1|HILL	LOC109413486|XP_019542712.2|AEAL
OG0006757	LOC119649187|XP_037907142.1|HILL	LOC109413527|XP_019542753.1|AEAL
OG0006758	LOC119650023|XP_037908427.1|HILL	LOC109410780|XP_019539858.2|AEAL
OG0006759	LOC119647416|XP_037904226.1|HILL	LOC109413489|XP_019542715.2|AEAL
OG0006760	LOC119647592|XP_037904534.1|HILL	LOC109410775|XP_029735040.1|AEAL
OG0006761	LOC119660931|XP_037925847.1|HILL	LOC109404944|XP_019533443.1|AEAL
OG0006762	LOC119657977|XP_037921116.1|HILL	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL
OG0006763	LOC119661295|XP_037926509.1|HILL	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL
OG0006764	LOC119661160|XP_037926304.1|HILL	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL
OG0006765	LOC119646184|XP_037902494.1|HILL	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL
OG0006766	LOC119647858|XP_037905054.1|HILL	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL
OG0006767	LOC119649005|XP_037906876.1|HILL	LOC109400752|XP_019528794.2|AEAL
OG0006768	LOC119648092|XP_037905513.1|HILL	LOC109399363|XP_029734827.1|AEAL
OG0006769	LOC119648093|XP_037905519.1|HILL	LOC109400747|XP_019528787.1|AEAL
OG0006770	LOC119649222|XP_037907209.1|HILL	LOC109400713|XP_019528748.2|AEAL
OG0006771	LOC119661627|XP_037926977.1|HILL	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL
OG0006772	LOC119660006|XP_037924315.1|HILL	LOC109403230|XP_029734766.1|AEAL
OG0006773	LOC119650135|XP_037908594.1|HILL	LOC109425667|XP_019556475.2|AEAL
OG0006774	LOC119648099|XP_037905527.1|HILL	LOC109425664|XP_029734748.1|AEAL
OG0006775	LOC119647633|XP_037904618.1|HILL	LOC109403239|XP_019531570.2|AEAL
OG0006776	LOC119649137|XP_037907072.1|HILL	LOC109403233|XP_019531561.2|AEAL
OG0006777	LOC119649138|XP_037907073.1|HILL	LOC109403237|XP_019531564.1|AEAL
OG0006778	LOC119649505|XP_037907603.1|HILL	LOC109403234|XP_019531562.2|AEAL
OG0006779	LOC119650345|XP_037908942.1|HILL	LOC109425653|XP_029734741.1|AEAL
OG0006780	LOC119649689|XP_037907884.1|HILL	LOC109425652|XP_019556438.1|AEAL
OG0006781	LOC119647888|XP_037905114.1|HILL	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL
OG0006782	LOC119648225|XP_037905769.1|HILL	LOC115269984|XP_029734712.1|AEAL
OG0006783	LOC119651276|XP_037910711.1|HILL	LOC109423129|XP_029734704.1|AEAL
OG0006784	LOC119647732|XP_037904761.1|HILL	LOC109422689|XP_029734637.1|AEAL
OG0006785	LOC119646218|XP_037902528.1|HILL	LOC109425707|XP_019556560.1|AEAL
OG0006786	LOC119646585|XP_037903008.1|HILL	LOC109425710|XP_019556572.2|AEAL
OG0006787	LOC119650194|XP_037908688.1|HILL	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL
OG0006789	LOC119650196|XP_037908691.1|HILL	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL
OG0006790	LOC119648733|XP_037906478.1|HILL	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL
OG0006791	LOC119648991|XP_037906844.1|HILL	LOC109415874|XP_019545366.2|AEAL
OG0006792	LOC119648412|XP_037906090.1|HILL	LOC109416936|XP_029722457.1|AEAL
OG0006793	LOC119650244|XP_037908756.1|HILL	LOC109416927|XP_019546587.2|AEAL
OG0006794	LOC119661128|XP_037926255.1|HILL	LOC109406439|XP_019535081.2|AEAL
OG0006795	LOC119649325|XP_037907354.1|HILL	LOC109406069|XP_019534693.2|AEAL
OG0006796	LOC119648356|XP_037905997.1|HILL	LOC109406083|XP_019534697.1|AEAL
OG0006797	LOC119661206|XP_037926358.1|HILL	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL
OG0006798	LOC119649520|XP_037907632.1|HILL	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL
OG0006799	LOC119649882|XP_037908187.1|HILL	LOC109407430|XP_019536014.2|AEAL
OG0006800	LOC119647478|XP_037904346.1|HILL	LOC109416058|XP_029722188.1|AEAL
OG0006801	LOC119658429|XP_037921757.1|HILL	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL
OG0006802	LOC119657672|XP_037920630.1|HILL	LOC109424173|XP_019554808.1|AEAL
OG0006805	LOC119646146|XP_037902431.1|HILL	LOC109430832|XP_029722021.1|AEAL
OG0006806	LOC119648040|XP_037905395.1|HILL	LOC109430889|XP_029721983.1|AEAL
OG0006807	LOC119660718|XP_037925290.1|HILL	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL
OG0006808	LOC119656892|XP_037919498.1|HILL	LOC109430916|XP_029721936.1|AEAL
OG0006809	LOC119650036|XP_037908444.1|HILL	LOC109431614|XP_019563392.2|AEAL
OG0006810	LOC119648007|XP_037905331.1|HILL	LOC109430917|XP_029730393.1|AEAL
OG0006811	LOC119649376|XP_037907422.1|HILL	LOC109431620|XP_019563396.2|AEAL
OG0006812	LOC119650238|XP_037908746.1|HILL	LOC109431672|XP_019563471.1|AEAL
OG0006813	LOC119661508|XP_037926804.1|HILL	LOC109430952|XP_019562613.1|AEAL
OG0006814	LOC119647476|XP_037904344.1|HILL	LOC109398023|XP_019525915.2|AEAL
OG0006815	LOC119648036|XP_037905390.1|HILL	LOC109398004|XP_029730630.1|AEAL
OG0006816	LOC119648027|XP_037905373.1|HILL	LOC109431646|XP_029730627.1|AEAL
OG0006817	LOC119650097|XP_037908543.1|HILL	LOC109426268|XP_019557285.2|AEAL
OG0006818	LOC119650372|XP_037909031.1|HILL	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL
OG0006819	LOC119650236|XP_037908744.1|HILL	LOC115267593|XP_029730546.1|AEAL
OG0006821	LOC119657667|XP_037920620.1|HILL	LOC109399475|XP_019527464.2|AEAL
OG0006823	LOC119649207|XP_037907192.1|HILL	LOC109398039|XP_019525939.1|AEAL
OG0006824	LOC119649876|XP_037908180.1|HILL	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL
OG0006826	LOC119649906|XP_037908226.1|HILL	LOC109404376|XP_029735658.1|AEAL
OG0006827	LOC119660187|XP_037924529.1|HILL	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL
OG0006828	LOC119650679|XP_037909560.1|HILL	LOC109403057|XP_029735842.1|AEAL
OG0006829	LOC119649561|XP_037907685.1|HILL	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL
OG0006830	LOC119649395|XP_037907445.1|HILL	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL
OG0006831	LOC119649644|XP_037907827.1|HILL	LOC109401024|XP_019529052.2|AEAL
OG0006832	LOC119649657|XP_037907841.1|HILL	LOC109420874|XP_019550915.1|AEAL
OG0006833	LOC119650301|XP_037908867.1|HILL	LOC109401001|XP_029735958.1|AEAL
OG0006834	LOC119647470|XP_037904333.1|HILL	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL
OG0006835	LOC119648228|XP_037905776.1|HILL	LOC109428639|XP_029735980.1|AEAL
OG0006836	LOC119649688|XP_037907880.1|HILL	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL
OG0006837	LOC119647796|XP_037904928.1|HILL	LOC109428652|XP_019560000.2|AEAL
OG0006838	LOC119647680|XP_037904688.1|HILL	LOC109428654|XP_019560004.1|AEAL
OG0006839	LOC119650101|XP_037908549.1|HILL	LOC109428657|XP_029735997.1|AEAL
OG0006840	LOC119650441|XP_037909206.1|HILL	LOC109424281|XP_029735631.1|AEAL
OG0006841	LOC119648453|XP_037906137.1|HILL	LOC115270167|XP_029735265.1|AEAL
OG0006842	LOC119649718|XP_037907926.1|HILL	LOC109424254|XP_029735308.1|AEAL
OG0006843	LOC119657216|XP_037919955.1|HILL	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL
OG0006844	LOC119661599|XP_037926932.1|HILL	LOC109423860|XP_019554442.2|AEAL
OG0006845	LOC119647483|XP_037904366.1|HILL	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL
OG0006846	LOC119650190|XP_037908678.1|HILL	LOC109423766|XP_029735507.1|AEAL
OG0006847	LOC119648763|XP_037906520.1|HILL	LOC109430633|XP_019562270.2|AEAL
OG0006848	LOC119647050|XP_037903736.1|HILL	LOC109423744|XP_029735561.1|AEAL
OG0006849	LOC119649904|XP_037908225.1|HILL	LOC109423720|XP_019554251.2|AEAL
OG0006850	LOC119648885|XP_037906709.1|HILL	LOC109423718|XP_019554249.1|AEAL
OG0006851	LOC119648184|XP_037905698.1|HILL	LOC109423717|XP_019554247.2|AEAL
OG0006852	LOC119646927|XP_037903535.1|HILL	LOC109408244|XP_029728725.1|AEAL
OG0006853	LOC119648916|XP_037906750.1|HILL	LOC109411124|XP_019540123.2|AEAL
OG0006854	LOC119646229|XP_037902545.1|HILL	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL
OG0006855	LOC119648097|XP_037905524.1|HILL	LOC109411146|XP_029728780.1|AEAL
OG0006856	LOC119653491|XP_037914052.1|HILL	LOC109408212|XP_019537004.1|AEAL
OG0006857	LOC119661538|XP_037926846.1|HILL	LOC109411153|XP_029728791.1|AEAL
OG0006858	LOC119650443|XP_037909214.1|HILL	LOC109411160|XP_019540180.2|AEAL
OG0006859	LOC119652818|XP_037913077.1|HILL	LOC109408235|XP_029728803.1|AEAL
OG0006860	LOC119646644|XP_037903085.1|HILL	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL
OG0006862	LOC119648782|XP_037906547.1|HILL	LOC109416487|XP_019546106.2|AEAL
OG0006863	LOC119660922|XP_037925826.1|HILL	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL
OG0006864	LOC119647206|XP_037903956.1|HILL	LOC109414997|XP_019544411.2|AEAL
OG0006866	LOC119660180|XP_037924520.1|HILL	LOC109415110|XP_019544515.2|AEAL
OG0006868	LOC119652219|XP_037912094.1|HILL	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL
OG0006869	LOC119660320|XP_037924725.1|HILL	LOC109407039|XP_029729087.1|AEAL
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC109417392|XP_029729008.1|AEAL
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC109408309|XP_029732827.1|AEAL
OG0006875	LOC119659147|XP_037923017.1|HILL	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL
OG0006876	LOC119653893|XP_037914943.1|HILL	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL
OG0006877	LOC119654761|XP_037916230.1|HILL	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL
OG0006878	LOC119660784|XP_037925499.1|HILL	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL
OG0006879	LOC119661302|XP_037926518.1|HILL	LOC109414485|XP_029728232.1|AEAL
OG0006880	LOC119654910|XP_037916466.1|HILL	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL
OG0006881	LOC119652976|XP_037913314.1|HILL	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC109428213|XP_019559457.1|AEAL
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC109427860|XP_029715490.1|AEAL
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC109424163|XP_029715452.1|AEAL
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC109433249|XP_029714932.1|AEAL
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC109424394|XP_029714907.1|AEAL
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC109424428|XP_019555082.2|AEAL
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC109433258|XP_019565227.2|AEAL
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC109424528|XP_019555250.2|AEAL
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC109433230|XP_019565191.2|AEAL
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC109433266|XP_019565238.2|AEAL
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC109433275|XP_019565248.2|AEAL
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC109622875|XP_019932885.2|AEAL
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC109622873|XP_019932883.1|AEAL
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC109622866|XP_029713905.1|AEAL
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC109420090|XP_019549947.2|AEAL
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC109420086|XP_019549943.2|AEAL
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC109420077|XP_019549926.1|AEAL
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC109407834|XP_019536548.1|AEAL
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC109400973|XP_029713227.1|AEAL
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC109412364|XP_019541559.2|AEAL
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC109412368|XP_029712619.1|AEAL
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC109401408|XP_019529505.2|AEAL
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC109432862|XP_019564753.2|AEAL
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC109401363|XP_019529415.2|AEAL
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC109412936|XP_029715451.1|AEAL
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC109411249|XP_029715458.1|AEAL
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC109411251|XP_019540314.2|AEAL
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC109433065|XP_029715435.1|AEAL
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC109405799|XP_019534401.2|AEAL
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC109433057|XP_029711204.1|AEAL
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC109433079|XP_019565016.1|AEAL
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC109420029|XP_029711125.1|AEAL
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC109420136|XP_019549996.1|AEAL
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC109433145|XP_029711057.1|AEAL
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC109401713|XP_019529842.2|AEAL
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC109401722|XP_019529859.2|AEAL
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC109401719|XP_019529851.1|AEAL
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC109622004|XP_029725030.1|AEAL
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC109414027|XP_019543305.2|AEAL
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC109400337|XP_029724843.1|AEAL
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC109425161|XP_019555947.1|AEAL
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC109429440|XP_019560940.2|AEAL
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC109429439|XP_019560938.1|AEAL
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC109425142|XP_019555917.2|AEAL
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC115266941|XP_029729501.1|AEAL
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC109429376|XP_019560820.2|AEAL
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC109408128|XP_019536903.2|AEAL
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC109408124|XP_029729427.1|AEAL
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC109408119|XP_019536883.2|AEAL
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC109419069|XP_029729408.1|AEAL
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC109419043|XP_019548804.2|AEAL
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC109419076|XP_019548831.2|AEAL
OG0006949	LOC119653771|XP_037914698.1|HILL	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC109419579|XP_019549344.2|AEAL
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC109409270|XP_019538236.2|AEAL
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC109419584|XP_019549350.1|AEAL
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC109419587|XP_029714881.1|AEAL
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC109409251|XP_029714835.1|AEAL
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC109409249|XP_029714949.1|AEAL
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC109419599|XP_019549375.2|AEAL
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC109409246|XP_019538206.2|AEAL
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC109409242|XP_019538202.2|AEAL
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC109621277|XP_029715239.1|AEAL
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC109622834|XP_019932838.2|AEAL
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC109404412|XP_019532837.2|AEAL
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC109398644|XP_019526575.2|AEAL
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC109398643|XP_019526573.2|AEAL
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC109404609|XP_019533059.2|AEAL
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC109404806|XP_029715233.1|AEAL
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC109398724|XP_019526664.2|AEAL
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC109398704|XP_019526631.2|AEAL
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC109407268|XP_029714457.1|AEAL
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC109407230|XP_029714714.1|AEAL
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC109424232|XP_019554858.2|AEAL
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC109428471|XP_019559789.2|AEAL
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC109420995|XP_019551018.2|AEAL
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC109428695|XP_029715201.1|AEAL
OG0006982	LOC119650827|XP_037909891.1|HILL	LOC109428719|XP_019560092.1|AEAL
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC109428745|XP_019560118.2|AEAL
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC109421007|XP_019551037.1|AEAL
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC109421011|XP_019551041.2|AEAL
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC109428798|XP_019560199.2|AEAL
OG0006987	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL	LOC109421056|XP_019551089.2|AEAL
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC109416523|XP_019546140.1|AEAL
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC109405612|XP_019534217.2|AEAL
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC109417672|XP_029709324.1|AEAL
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC109417226|XP_029709486.1|AEAL
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC109417726|XP_029709182.1|AEAL
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC109417740|XP_029709153.1|AEAL
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC109419905|XP_019549733.2|AEAL
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC109420715|XP_019550716.2|AEAL
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC109414139|XP_029708866.1|AEAL
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC109420669|XP_019550636.2|AEAL
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC109413918|XP_029708750.1|AEAL
