Orthogroup	HILL.longest_only	CCAP.longest_only
OG0007240	LOC119659733|XP_037923919.1|HILL	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC119655168|XP_037916844.1|HILL	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC119660258|XP_037924644.1|HILL	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC119656113|XP_037918358.1|HILL	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007252	LOC119660562|XP_037925130.1|HILL	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC119648700|XP_037906436.1|HILL	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC119659527|XP_037923591.1|HILL	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC119660435|XP_037924913.1|HILL	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC119659867|XP_037924109.1|HILL	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC119659620|XP_037923725.1|HILL	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC119659929|XP_037924193.1|HILL	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC119659046|XP_037922881.1|HILL	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC119659666|XP_037923815.1|HILL	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC119658569|XP_037921945.1|HILL	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC119659898|XP_037924150.1|HILL	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC119659345|XP_037923317.1|HILL	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC119659343|XP_037923315.1|HILL	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC119658667|XP_037922148.1|HILL	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC119647463|XP_037904323.1|HILL	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC119650178|XP_037908660.1|HILL	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC119649842|XP_037908114.1|HILL	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC119647889|XP_037905117.1|HILL	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC119648927|XP_037906761.1|HILL	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC119658758|XP_037922379.1|HILL	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC119658755|XP_037922376.1|HILL	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC119659830|XP_037924051.1|HILL	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC119654568|XP_037915946.1|HILL	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC119661404|XP_037926661.1|HILL	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC119658803|XP_037922453.1|HILL	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC119646803|XP_037903323.1|HILL	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC119659282|XP_037923218.1|HILL	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC119660179|XP_037924515.1|HILL	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC119659585|XP_037923672.1|HILL	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC119659172|XP_037923054.1|HILL	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC119660101|XP_037924407.1|HILL	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC119660323|XP_037924729.1|HILL	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC119660509|XP_037925034.1|HILL	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC119659454|XP_037923467.1|HILL	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC119659965|XP_037924250.1|HILL	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC119658848|XP_037922525.1|HILL	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC119646286|XP_037902625.1|HILL	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC119648328|XP_037905948.1|HILL	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC119648771|XP_037906532.1|HILL	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC119659227|XP_037923129.1|HILL	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC119660294|XP_037924693.1|HILL	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC119658709|XP_037922246.1|HILL	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC119658660|XP_037922141.1|HILL	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC119658868|XP_037922554.1|HILL	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC119660314|XP_037924717.1|HILL	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC119660492|XP_037925007.1|HILL	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC119649920|XP_037908252.1|HILL	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC119660588|XP_037925185.1|HILL	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC119660501|XP_037925026.1|HILL	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC119660500|XP_037925024.1|HILL	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC119660205|XP_037924569.1|HILL	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC119659537|XP_037923606.1|HILL	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC119658957|XP_037922758.1|HILL	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC119659590|XP_037923677.1|HILL	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC119647814|XP_037904967.1|HILL	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC119659710|XP_037923892.1|HILL	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC119648379|XP_037906039.1|HILL	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC119647471|XP_037904334.1|HILL	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC119661299|XP_037926516.1|HILL	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC119658723|XP_037922304.1|HILL	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC119658834|XP_037922501.1|HILL	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC119660427|XP_037924903.1|HILL	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC119661226|XP_037926380.1|HILL	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC119661629|XP_037926976.1|HILL	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC119649604|XP_037907749.1|HILL	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC119648688|XP_037906414.1|HILL	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC119659837|XP_037924062.1|HILL	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC119659671|XP_037923824.1|HILL	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC119659798|XP_037923998.1|HILL	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC119659957|XP_037924237.1|HILL	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC119646190|XP_037902502.1|HILL	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC119658621|XP_037922041.1|HILL	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC119658930|XP_037922686.1|HILL	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC119658665|XP_037922147.1|HILL	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC119660732|XP_037925322.1|HILL	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC119658878|XP_037922577.1|HILL	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC119649179|XP_037907134.1|HILL	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC119658975|XP_037922783.1|HILL	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC119659076|XP_037922917.1|HILL	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC119655389|XP_037917188.1|HILL	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC119659260|XP_037923180.1|HILL	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC119660546|XP_037925108.1|HILL	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC119661685|XP_037927056.1|HILL	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC119658754|XP_037922372.1|HILL	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC119660410|XP_037924876.1|HILL	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC119651171|XP_037910517.1|HILL	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC119660521|XP_037925070.1|HILL	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC119659230|XP_037923133.1|HILL	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC119658951|XP_037922752.1|HILL	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC119658907|XP_037922641.1|HILL	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC119659726|XP_037923911.1|HILL	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC119658851|XP_037922531.1|HILL	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC119653229|XP_037913744.1|HILL	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC119649560|XP_037907684.1|HILL	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC119653528|XP_037914125.1|HILL	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC119654356|XP_037915628.1|HILL	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC119655467|XP_037917297.1|HILL	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC119648115|XP_037905565.1|HILL	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC119648332|XP_037905954.1|HILL	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC119655103|XP_037916753.1|HILL	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC119647874|XP_037905088.1|HILL	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC119659053|XP_037922889.1|HILL	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
OG0007432	LOC119647622|XP_037904593.1|HILL	CCAP1982_LOCUS13753|CAD7005393.1|CCAP
OG0007433	LOC119647784|XP_037904894.1|HILL	CCAP1982_LOCUS14013|CAD7005656.1|CCAP
OG0007434	LOC119648902|XP_037906734.1|HILL	CCAP1982_LOCUS14025|CAD7005670.1|CCAP
OG0007436	LOC119650021|XP_037908425.1|HILL	CCAP1982_LOCUS13811|CAD7005451.1|CCAP
OG0007437	LOC119648780|XP_037906545.1|HILL	CCAP1982_LOCUS11674|CAD7003214.1|CCAP
OG0007438	LOC119649845|XP_037908118.1|HILL	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC119654055|XP_037915148.1|HILL	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC119654178|XP_037915291.1|HILL	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC119654222|XP_037915367.1|HILL	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC119654522|XP_037915891.1|HILL	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC119654521|XP_037915890.1|HILL	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC119655878|XP_037917941.1|HILL	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC119654389|XP_037915690.1|HILL	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC119655603|XP_037917487.1|HILL	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC119650365|XP_037908986.1|HILL	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC119648148|XP_037905647.1|HILL	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC119649003|XP_037906874.1|HILL	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC119649677|XP_037907865.1|HILL	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC119647566|XP_037904488.1|HILL	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC119660716|XP_037925286.1|HILL	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC119655724|XP_037917685.1|HILL	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC119654416|XP_037915732.1|HILL	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC119654417|XP_037915735.1|HILL	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC119655937|XP_037918052.1|HILL	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC119654663|XP_037916083.1|HILL	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC119648561|XP_037906259.1|HILL	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC119648109|XP_037905554.1|HILL	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC119650291|XP_037908850.1|HILL	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC119650393|XP_037909078.1|HILL	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC119648117|XP_037905567.1|HILL	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC119655452|XP_037917278.1|HILL	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC119655880|XP_037917943.1|HILL	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC119654788|XP_037916263.1|HILL	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC119649717|XP_037907923.1|HILL	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC119650173|XP_037908654.1|HILL	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC119654501|XP_037915862.1|HILL	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC119648722|XP_037906462.1|HILL	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC119653814|XP_037914770.1|HILL	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC119648012|XP_037905340.1|HILL	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC119655326|XP_037917094.1|HILL	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC119660567|XP_037925144.1|HILL	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC119655714|XP_037917675.1|HILL	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC119654530|XP_037915901.1|HILL	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC119654393|XP_037915695.1|HILL	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC119660941|XP_037925870.1|HILL	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC119647990|XP_037905303.1|HILL	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC119660624|XP_037925255.1|HILL	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC119655476|XP_037917305.1|HILL	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC119651491|XP_037911033.1|HILL	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC119648858|XP_037906668.1|HILL	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC119647494|XP_037904380.1|HILL	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC119650363|XP_037908981.1|HILL	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC119650364|XP_037908983.1|HILL	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC119650088|XP_037908525.1|HILL	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC119654968|XP_037916556.1|HILL	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC119656307|XP_037918677.1|HILL	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC119648276|XP_037905860.1|HILL	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC119654890|XP_037916434.1|HILL	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC119656699|XP_037919133.1|HILL	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC119654720|XP_037916168.1|HILL	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC119655842|XP_037917882.1|HILL	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC119655617|XP_037917514.1|HILL	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC119654132|XP_037915222.1|HILL	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC119660466|XP_037924967.1|HILL	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC119661488|XP_037926780.1|HILL	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC119647058|XP_037903742.1|HILL	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC119649362|XP_037907403.1|HILL	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC119654422|XP_037915742.1|HILL	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC119656225|XP_037918552.1|HILL	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC119655144|XP_037916811.1|HILL	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC119655172|XP_037916850.1|HILL	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC119655479|XP_037917307.1|HILL	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC119659297|XP_037923236.1|HILL	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC119654352|XP_037915624.1|HILL	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC119654354|XP_037915626.1|HILL	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC119655311|XP_037917069.1|HILL	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007532	LOC119655590|XP_037917461.1|HILL	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC119649574|XP_037907707.1|HILL	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC119649242|XP_037907236.1|HILL	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC119659281|XP_037923217.1|HILL	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC119647532|XP_037904441.1|HILL	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC119648144|XP_037905621.1|HILL	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC119652418|XP_037912469.1|HILL	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC119652696|XP_037912903.1|HILL	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC119655504|XP_037917335.1|HILL	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC119653654|XP_037914403.1|HILL	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC119660735|XP_037925335.1|HILL	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC119647415|XP_037904224.1|HILL	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC119655851|XP_037917897.1|HILL	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC119647435|XP_037904280.1|HILL	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC119649910|XP_037908237.1|HILL	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC119653715|XP_037914524.1|HILL	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC119654647|XP_037916055.1|HILL	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC119653518|XP_037914117.1|HILL	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC119655974|XP_037918137.1|HILL	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC119648031|XP_037905384.1|HILL	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC119654487|XP_037915837.1|HILL	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC119656185|XP_037918463.1|HILL	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC119653643|XP_037914382.1|HILL	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC119654874|XP_037916397.1|HILL	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC119649477|XP_037907572.1|HILL	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC119650248|XP_037908766.1|HILL	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC119648907|XP_037906740.1|HILL	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC119648397|XP_037906066.1|HILL	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC119648855|XP_037906660.1|HILL	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC119651474|XP_037911012.1|HILL	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC119646382|XP_037902754.1|HILL	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC119652285|XP_037912206.1|HILL	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC119654870|XP_037916392.1|HILL	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC119654862|XP_037916375.1|HILL	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC119654415|XP_037915730.1|HILL	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC119655182|XP_037916867.1|HILL	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC119655689|XP_037917621.1|HILL	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC119653877|XP_037914921.1|HILL	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC119654520|XP_037915889.1|HILL	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC119654515|XP_037915881.1|HILL	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC119654232|XP_037915383.1|HILL	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC119655889|XP_037917964.1|HILL	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007581	LOC119654229|XP_037915379.1|HILL	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC119649640|XP_037907820.1|HILL	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC119654259|XP_037915452.1|HILL	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC119656029|XP_037918221.1|HILL	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC119654804|XP_037916286.1|HILL	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC119648102|XP_037905538.1|HILL	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC119654361|XP_037915634.1|HILL	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC119656141|XP_037918401.1|HILL	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC119655114|XP_037916764.1|HILL	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC119655969|XP_037918130.1|HILL	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC119649582|XP_037907714.1|HILL	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC119649247|XP_037907242.1|HILL	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC119655750|XP_037917730.1|HILL	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC119649423|XP_037907498.1|HILL	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC119648338|XP_037905961.1|HILL	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC119649735|XP_037907946.1|HILL	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC119648838|XP_037906642.1|HILL	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC119648043|XP_037905408.1|HILL	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC119649750|XP_037907968.1|HILL	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC119649661|XP_037907845.1|HILL	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC119647657|XP_037904655.1|HILL	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC119648101|XP_037905533.1|HILL	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
