Orthogroup	HILL.longest_only	AAEG.longest_only
OG0008155	LOC119648979|XP_037906829.1|HILL	LOC5572121|XP_001660204.1|AAEG
OG0008156	LOC119653185|XP_037913667.1|HILL	LOC5570576|XP_001653228.2|AAEG
OG0008157	LOC119653871|XP_037914907.1|HILL	LOC5576212|XP_021706267.1|AAEG
OG0008158	LOC119655594|XP_037917477.1|HILL	LOC5578388|XP_001663853.2|AAEG
OG0008159	LOC119648759|XP_037906513.1|HILL	LOC110679481|XP_021709877.1|AAEG
OG0008160	LOC119653418|XP_037913920.1|HILL	LOC5565233|XP_021704997.1|AAEG
OG0008161	LOC119653614|XP_037914309.1|HILL	LOC5571095|XP_021709984.1|AAEG
OG0008162	LOC119657168|XP_037919881.1|HILL	LOC5571106|XP_021711460.1|AAEG
OG0008163	LOC119648366|XP_037906020.1|HILL	LOC5573743|XP_001654771.2|AAEG
OG0008164	LOC119654819|XP_037916307.1|HILL	LOC5565509|XP_021705970.1|AAEG
OG0008165	LOC119656159|XP_037918425.1|HILL	LOC5579530|XP_021710700.1|AAEG
OG0008166	LOC119656160|XP_037918427.1|HILL	LOC23687820|XP_021705127.1|AAEG
OG0008167	LOC119655235|XP_037916946.1|HILL	LOC5576931|XP_021709434.1|AAEG
OG0008168	LOC119656205|XP_037918524.1|HILL	LOC5576933|XP_001656295.1|AAEG
OG0008169	LOC119656206|XP_037918525.1|HILL	LOC5576934|XP_001656296.1|AAEG
OG0008170	LOC119656032|XP_037918225.1|HILL	LOC5576939|XP_001656301.2|AAEG
OG0008171	LOC119660725|XP_037925307.1|HILL	LOC5571006|XP_001653435.1|AAEG
OG0008172	LOC119654523|XP_037915892.1|HILL	LOC5575079|XP_001661807.2|AAEG
OG0008173	LOC119658417|XP_037921740.1|HILL	LOC5575389|XP_021711074.1|AAEG
OG0008174	LOC119653767|XP_037914686.1|HILL	LOC5565824|XP_001650189.2|AAEG
OG0008175	LOC119654277|XP_037915485.1|HILL	LOC5575222|XP_021710746.1|AAEG
OG0008176	LOC119659367|XP_037923354.1|HILL	LOC5563818|XP_021711617.1|AAEG
OG0008177	LOC119653423|XP_037913928.1|HILL	LOC110678484|XP_021707129.1|AAEG
OG0008178	LOC119656046|XP_037918240.1|HILL	LOC5566181|XP_021704460.1|AAEG
OG0008179	LOC119654837|XP_037916339.1|HILL	LOC5569833|XP_001658727.1|AAEG
OG0008180	LOC119655519|XP_037917357.1|HILL	LOC5569841|XP_001658728.1|AAEG
OG0008181	LOC119653718|XP_037914538.1|HILL	LOC5566184|XP_021708082.1|AAEG
OG0008182	LOC119654700|XP_037916142.1|HILL	LOC5577096|XP_001663179.2|AAEG
OG0008183	LOC119654478|XP_037915825.1|HILL	LOC5570163|XP_021704718.1|AAEG
OG0008185	LOC119653444|XP_037913964.1|HILL	LOC5575687|XP_021707950.1|AAEG
OG0008186	LOC119655698|XP_037917640.1|HILL	LOC5575700|XP_001662138.2|AAEG
OG0008187	LOC119656056|XP_037918257.1|HILL	LOC5578503|XP_021707973.1|AAEG
OG0008188	LOC119647910|XP_037905157.1|HILL	LOC110677919|XP_021705626.1|AAEG
OG0008189	LOC119655618|XP_037917516.1|HILL	LOC5577175|XP_001663263.1|AAEG
OG0008190	LOC119648049|XP_037905439.1|HILL	LOC5567347|XP_001657371.1|AAEG
OG0008191	LOC119653624|XP_037914325.1|HILL	LOC5567353|XP_021710265.1|AAEG
OG0008192	LOC119655410|XP_037917222.1|HILL	LOC5567357|XP_001657364.2|AAEG
OG0008193	LOC119657609|XP_037920536.1|HILL	LOC5580244|XP_001662426.2|AAEG
OG0008194	LOC119655480|XP_037917308.1|HILL	LOC5571036|XP_001659471.1|AAEG
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC5571028|XP_001659466.2|AAEG
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC5574769|XP_001655335.2|AAEG
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC110678644|XP_021707471.1|AAEG
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC5567212|XP_001651641.2|AAEG
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC5571905|XP_021710721.1|AAEG
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC5576906|XP_001663005.2|AAEG
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC5577481|XP_001656511.2|AAEG
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC5577482|XP_021704179.1|AAEG
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC5579121|XP_021704988.1|AAEG
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC5572091|XP_001660170.1|AAEG
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC5578101|XP_001656797.1|AAEG
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC5578119|XP_021711079.1|AAEG
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC5578904|XP_001664113.2|AAEG
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC5566871|XP_021710456.1|AAEG
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC5566870|XP_001651297.1|AAEG
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC5568449|XP_021706358.1|AAEG
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC5573260|XP_001654470.1|AAEG
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC5573263|XP_021708832.1|AAEG
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC5574196|XP_021707338.1|AAEG
OG0008215	LOC119656107|XP_037918350.1|HILL	LOC110678839|XP_021708014.1|AAEG, LOC5574176|XP_001661233.1|AAEG
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC5567495|XP_001657494.2|AAEG
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC5571926|XP_001660023.2|AAEG
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC110679115|XP_021708805.1|AAEG
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC5566553|XP_001650930.2|AAEG
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC5566550|XP_001650929.2|AAEG
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC5563701|XP_021709282.1|AAEG
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC5565417|XP_021710545.1|AAEG
OG0008223	LOC119650419|XP_037909151.1|HILL	LOC5567882|XP_021710671.1|AAEG
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC5564114|XP_001648451.1|AAEG
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC5568586|XP_001652415.2|AAEG
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC5569139|XP_021704263.1|AAEG
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC5575839|XP_021694431.1|AAEG
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC5575831|XP_021694450.1|AAEG
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC5579811|XP_001651037.2|AAEG
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC5580057|XP_021694880.1|AAEG
OG0008272	LOC119657131|XP_037919829.1|HILL	LOC5568329|XP_021694944.1|AAEG
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC5576500|XP_001662692.2|AAEG
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC110674877|XP_021695151.1|AAEG
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC5572113|XP_001660194.1|AAEG
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC5566777|XP_021699929.1|AAEG
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC5566774|XP_021700219.1|AAEG
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC5571978|XP_001660080.1|AAEG
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC5571384|XP_021713098.1|AAEG
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC5576828|XP_001656273.2|AAEG
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC5569438|XP_001658529.2|AAEG
OG0008282	LOC119653480|XP_037914039.1|HILL	LOC5578395|XP_021694011.1|AAEG
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC23687616|XP_021694319.1|AAEG
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC23687488|XP_021696790.1|AAEG
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC5571725|XP_021697131.1|AAEG
OG0008286	LOC119656966|XP_037919613.1|HILL	LOC5575005|XP_021697524.1|AAEG
OG0008287	LOC119657837|XP_037920886.1|HILL	LOC5572002|XP_021698976.1|AAEG
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC5564409|XP_021700053.1|AAEG
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC5576471|XP_021700479.1|AAEG
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC5579259|XP_021700506.1|AAEG
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC5571914|XP_001660010.2|AAEG, LOC5576479|XP_001662671.2|AAEG
OG0008293	LOC119657480|XP_037920328.1|HILL	LOC5570717|XP_021700792.1|AAEG
OG0008294	LOC119650805|XP_037909872.1|HILL	LOC5571482|XP_001659740.2|AAEG
OG0008295	LOC119657054|XP_037919735.1|HILL	LOC5575869|XP_001655871.1|AAEG
OG0008296	LOC119660813|XP_037925582.1|HILL	LOC5577249|XP_021704895.1|AAEG
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC5577253|XP_021704966.1|AAEG
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC23687855|XP_011493773.2|AAEG
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC5565071|XP_001649381.2|AAEG
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC5576007|XP_021706028.1|AAEG
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC5565332|XP_021706574.1|AAEG
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC5565202|XP_021706928.1|AAEG
OG0008303	LOC119656860|XP_037919441.1|HILL	LOC5578382|XP_001663844.1|AAEG
OG0008304	LOC119658002|XP_037921150.1|HILL	LOC110678613|XP_021707420.1|AAEG
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC5572777|XP_001654174.2|AAEG
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC110679468|XP_021709815.1|AAEG
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC5569462|XP_021710890.1|AAEG
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC5577509|XP_001656530.1|AAEG
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC5567070|XP_001651456.1|AAEG
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC110681489|XP_021712978.1|AAEG
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC5573369|XP_021713001.1|AAEG
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC5572587|XP_021713068.1|AAEG
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC110681523|XP_021713184.1|AAEG
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC5565703|XP_001650063.2|AAEG
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC5569239|XP_001652800.2|AAEG
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC5574055|XP_021713280.1|AAEG
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC5569644|XP_021693472.1|AAEG
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC5565601|XP_021693795.1|AAEG
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC5565964|XP_001650299.2|AAEG
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC5576118|XP_021694094.1|AAEG
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC5576134|XP_001662479.2|AAEG
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC5576139|XP_021694123.1|AAEG
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC5578718|XP_021694188.1|AAEG
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC5575744|XP_021695713.1|AAEG
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC5572894|XP_001654248.2|AAEG
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC5570502|XP_001659187.2|AAEG
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC5579260|XP_001647568.1|AAEG
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC5571808|XP_021697115.1|AAEG
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC5574706|XP_001661603.1|AAEG
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC5574705|XP_021697228.1|AAEG
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC5570737|XP_021697372.1|AAEG
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC5575243|XP_021697545.1|AAEG
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC5574067|XP_001661139.1|AAEG
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC5576168|XP_001662514.1|AAEG
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC5565542|XP_001649897.2|AAEG
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC5578832|XP_001657184.1|AAEG
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC5575199|XP_001655507.2|AAEG
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC5573671|XP_001660993.1|AAEG
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC5574339|XP_001661373.2|AAEG
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC5577319|XP_001663347.2|AAEG
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC5575499|XP_001662015.2|AAEG
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC5573004|XP_001654332.2|AAEG
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC5576381|XP_021699725.1|AAEG
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC5572907|XP_001660646.2|AAEG
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC5575904|XP_021699832.1|AAEG
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC5575903|XP_001662276.2|AAEG
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC5572046|XP_001660152.2|AAEG
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC5569990|XP_021699998.1|AAEG
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC5569983|XP_021700019.1|AAEG
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC5574373|XP_021700099.1|AAEG
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC5574380|XP_021700104.1|AAEG
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC5574379|XP_001661418.1|AAEG
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC5574387|XP_021700107.1|AAEG
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC5569116|XP_001652715.2|AAEG
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC5578364|XP_001656935.1|AAEG
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC5572666|XP_021700839.1|AAEG
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC5567113|XP_021700854.1|AAEG
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC5564849|XP_001649167.1|AAEG
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC5569182|XP_021701050.1|AAEG
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC5571651|XP_021701201.1|AAEG
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC5568811|XP_001658177.2|AAEG
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC5578775|XP_001657144.2|AAEG
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC5578961|XP_001664139.2|AAEG
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC5563856|XP_021702048.1|AAEG
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC5580322|XP_021702218.1|AAEG
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC23687858|XP_021702253.1|AAEG
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC5577303|XP_001663333.1|AAEG
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC5572430|XP_001660375.1|AAEG
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC5572797|XP_001654199.1|AAEG
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC5572820|XP_001654226.2|AAEG
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC5572904|XP_021702733.1|AAEG
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC5580049|XP_021702850.1|AAEG
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC5579502|XP_021703168.1|AAEG
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC5573948|XP_001654985.1|AAEG
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC5565905|XP_021703846.1|AAEG
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC5568167|XP_001652104.1|AAEG
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC110673978|XP_001651766.1|AAEG, LOC5567338|XP_001651768.1|AAEG
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC5567861|XP_021705342.1|AAEG
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC5570312|XP_001653136.2|AAEG
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC5570137|XP_001653119.2|AAEG
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC5570136|XP_021706323.1|AAEG
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC5568051|XP_001651987.1|AAEG
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC5572515|XP_001660454.1|AAEG
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC5575394|XP_021704381.1|AAEG
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC5575636|XP_021704445.1|AAEG
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC5568785|XP_001658150.2|AAEG
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC5567384|XP_001651785.2|AAEG
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC5578013|XP_021708057.1|AAEG
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC5578011|XP_001656750.1|AAEG
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC5577987|XP_001656724.2|AAEG
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC5566162|XP_001650542.2|AAEG
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC5564631|XP_001649008.2|AAEG
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC110678104|XP_021706392.1|AAEG
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC5575409|XP_001661929.2|AAEG
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC5572157|XP_021706768.1|AAEG
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC5569942|XP_021704490.1|AAEG
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC5572946|XP_021707489.1|AAEG
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC5572316|XP_021707285.1|AAEG
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC5574139|XP_001661207.1|AAEG
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC5568853|XP_021704688.1|AAEG
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC5568858|XP_021704207.1|AAEG
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC5568863|XP_001652589.2|AAEG
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC5568988|XP_021705069.1|AAEG
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC5579527|XP_021710195.1|AAEG
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC5565408|XP_021706031.1|AAEG
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC5565407|XP_021707587.1|AAEG
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC5572477|XP_001660425.1|AAEG
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC5575425|XP_021710003.1|AAEG
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC5577031|XP_021705486.1|AAEG
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC5564889|XP_021709287.1|AAEG
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC5570012|XP_021710496.1|AAEG
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC5570015|XP_001658905.1|AAEG
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC5570017|XP_001658907.1|AAEG
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC5579828|XP_021708086.1|AAEG
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC5576233|XP_021710512.1|AAEG
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC110678059|XP_021706276.1|AAEG
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC110679315|XP_021709368.1|AAEG
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC5576705|XP_001656211.1|AAEG
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC5575698|XP_001662140.2|AAEG
OG0008437	LOC119654708|XP_037916155.1|HILL	LOC5566301|XP_001650705.1|AAEG, LOC5575692|XP_001662145.2|AAEG
OG0008437	LOC119655208|XP_037916909.1|HILL	LOC5579108|XP_021704768.1|AAEG
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC5567202|XP_021709914.1|AAEG
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC5567488|XP_001657497.1|AAEG
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC5569749|XP_021708798.1|AAEG
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC5576325|XP_021710913.1|AAEG
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC5573231|XP_001654445.1|AAEG
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC110680819|XP_021712290.1|AAEG
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC5565467|XP_021712704.1|AAEG
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC5564251|XP_021694636.1|AAEG
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC5564218|XP_001648605.1|AAEG
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC110674830|XP_021694986.1|AAEG
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC5573515|XP_001660913.1|AAEG
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC5578621|XP_001657042.1|AAEG
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC5574254|XP_021694232.1|AAEG
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC5564396|XP_001648736.2|AAEG
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC5571499|XP_001659749.2|AAEG
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC5580105|XP_021704421.1|AAEG
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC5572104|XP_001660181.2|AAEG
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC5575870|XP_001655872.2|AAEG
OG0008539	LOC119656591|XP_037918930.1|HILL	LOC110674056|XP_021693092.1|AAEG, LOC5577399|XP_021711855.1|AAEG
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC5563718|XP_001648006.2|AAEG
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC5573309|XP_021693436.1|AAEG
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC5573539|XP_021693953.1|AAEG
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC110675370|XP_021695836.1|AAEG
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC5571255|XP_021695937.1|AAEG
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC5566290|XP_021696557.1|AAEG
OG0008550	LOC119656706|XP_037919144.1|HILL	LOC5572686|XP_001660504.2|AAEG
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC5571347|XP_021698962.1|AAEG
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC5572501|XP_001660441.2|AAEG
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC5576379|XP_021699715.1|AAEG
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC5574837|XP_001661654.2|AAEG
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC5574383|XP_001661421.2|AAEG
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC5572665|XP_001654164.2|AAEG
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC5577470|XP_021701404.1|AAEG
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC5568246|XP_021701566.1|AAEG
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC5577013|XP_021702622.1|AAEG
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC5572819|XP_021702705.1|AAEG
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC110677032|XP_021703193.1|AAEG
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC5573137|XP_001660753.1|AAEG
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC5565918|XP_001650269.2|AAEG
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC5570772|XP_021705123.1|AAEG
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC5574417|XP_021712366.1|AAEG, LOC110679588|XP_021710442.1|AAEG
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC5568786|XP_021711092.1|AAEG
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC5572848|XP_021705122.1|AAEG
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC5566153|XP_001650535.2|AAEG
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC5563576|XP_021705229.1|AAEG, LOC110677849|XP_021705230.1|AAEG
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC5570006|XP_021710118.1|AAEG
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC5568221|XP_001652153.1|AAEG
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC110673990|XP_021704980.1|AAEG
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC5571402|XP_001653652.2|AAEG
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC5568997|XP_021709571.1|AAEG, LOC110680956|XP_021712426.1|AAEG
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC5568991|XP_021709574.1|AAEG
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC5565409|XP_001649755.1|AAEG
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC5570797|XP_001653301.1|AAEG
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC5568209|XP_021709281.1|AAEG
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC5580159|XP_021709395.1|AAEG
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC110679172|XP_021708962.1|AAEG
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC5577749|XP_021707287.1|AAEG
OG0008591	LOC119657637|XP_037920572.1|HILL	LOC110678812|XP_021707919.1|AAEG
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC5576073|XP_021707076.1|AAEG
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC5574189|XP_001661246.1|AAEG
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC110675634|XP_021696901.1|AAEG, LOC110675614|XP_021696805.1|AAEG
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC5564405|XP_001648735.1|AAEG
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC5576877|XP_001662977.2|AAEG
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC5577254|XP_021705002.1|AAEG
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC110677824|XP_021705087.1|AAEG
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC110674162|XP_021693707.1|AAEG
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC5571606|XP_001653726.2|AAEG
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC110676431|XP_021699991.1|AAEG
