Orthogroup	Duplications (all)	Duplications (50% support)
OG0013279	0	0
OG0013280	3	3
OG0013281	0	0
OG0013282	0	0
OG0013283	0	0
OG0013284	1	1
OG0013285	1	0
OG0013286	0	0
OG0013287	1	1
OG0013288	1	1
OG0013289	2	0
OG0013290	0	0
OG0013291	4	3
OG0013292	6	6
OG0013293	0	0
OG0013294	1	1
OG0013295	0	0
OG0013296	0	0
OG0013297	0	0
OG0013298	0	0
OG0013299	0	0
OG0013300	0	0
OG0013301	0	0
OG0013302	0	0
OG0013303	0	0
OG0013304	8	8
OG0013305	0	0
OG0013306	2	2
OG0013307	3	2
OG0013308	2	0
OG0013309	4	4
OG0013310	3	2
OG0013311	4	2
OG0013312	0	0
OG0013313	0	0
OG0013314	1	1
OG0013315	1	1
OG0013316	0	0
OG0013317	0	0
OG0013318	0	0
OG0013319	0	0
OG0013320	0	0
OG0013321	0	0
OG0013322	0	0
OG0013323	0	0
OG0013324	1	1
OG0013325	0	0
OG0013326	0	0
OG0013327	0	0
OG0013328	0	0
OG0013329	7	7
OG0013330	0	0
OG0013331	0	0
OG0013332	7	7
OG0013333	4	4
OG0013334	4	4
OG0013335	1	1
OG0013336	8	8
OG0013337	1	1
OG0013338	1	1
OG0013339	2	2
OG0013340	2	2
OG0013341	5	5
OG0013342	5	5
OG0013343	8	8
OG0013344	0	0
OG0013345	6	6
OG0013346	2	2
OG0013347	5	5
OG0013348	5	5
OG0013349	7	7
OG0013350	3	3
OG0013351	5	5
OG0013352	8	8
OG0013353	8	8
OG0013354	8	8
OG0013355	8	8
OG0013356	7	7
OG0013357	8	8
OG0013358	8	8
OG0013359	8	8
OG0013360	8	8
OG0013361	8	8
OG0013362	8	8
OG0013363	8	8
OG0013364	8	8
OG0013365	8	8
OG0013366	0	0
OG0013367	1	1
OG0013368	2	2
OG0013369	2	2
OG0013370	1	1
OG0013371	0	0
OG0013372	1	1
OG0013373	2	2
OG0013374	7	7
OG0013375	0	0
OG0013376	6	6
OG0013377	1	1
OG0013378	2	2
OG0013379	0	0
OG0013380	0	0
OG0013381	2	2
OG0013382	2	1
OG0013383	2	2
OG0013384	1	1
OG0013385	1	1
OG0013386	1	1
OG0013387	0	0
OG0013388	2	2
OG0013389	4	4
OG0013390	2	2
OG0013391	0	0
OG0013392	2	2
OG0013393	2	2
OG0013394	2	2
OG0013395	1	1
OG0013396	2	2
OG0013397	2	0
OG0013398	0	0
OG0013399	3	3
OG0013400	1	1
OG0013401	2	2
OG0013402	0	0
OG0013403	1	1
OG0013404	2	2
OG0013405	1	1
OG0013406	3	3
OG0013407	2	2
OG0013408	3	3
OG0013409	0	0
OG0013410	0	0
OG0013411	1	1
OG0013412	1	1
OG0013413	2	2
OG0013414	2	2
OG0013415	6	6
OG0013416	2	2
OG0013417	1	1
OG0013418	1	1
OG0013419	2	2
OG0013420	2	2
OG0013421	2	2
OG0013422	1	1
OG0013423	1	1
OG0013424	4	4
OG0013425	1	1
OG0013426	2	2
OG0013427	1	1
OG0013428	1	1
OG0013429	0	0
OG0013430	0	0
OG0013431	5	5
OG0013432	2	2
OG0013433	1	1
OG0013434	1	1
OG0013435	1	1
OG0013436	2	2
OG0013437	4	4
OG0013438	1	1
OG0013439	2	2
OG0013440	0	0
OG0013441	1	1
OG0013442	2	2
OG0013443	0	0
OG0013444	1	1
OG0013445	0	0
OG0013446	1	1
OG0013447	0	0
OG0013448	2	2
OG0013449	2	2
OG0013450	2	2
OG0013451	1	1
OG0013452	2	2
OG0013453	2	2
OG0013454	2	2
OG0013455	3	3
OG0013456	2	2
OG0013457	3	3
OG0013458	4	4
OG0013459	2	2
OG0013460	2	2
OG0013461	2	2
OG0013462	4	4
OG0013463	3	3
OG0013464	2	2
OG0013465	2	1
OG0013466	0	0
OG0013467	0	0
OG0013468	3	3
OG0013469	1	1
OG0013470	0	0
OG0013471	2	2
OG0013472	2	2
OG0013473	2	2
OG0013474	3	3
OG0013475	2	2
OG0013476	2	2
OG0013477	0	0
OG0013478	2	2
OG0013479	2	2
OG0013480	1	1
OG0013481	2	2
OG0013482	0	0
OG0013483	0	0
OG0013484	0	0
OG0013485	2	2
OG0013486	1	1
OG0013487	2	2
OG0013488	2	2
OG0013489	2	2
OG0013490	0	0
OG0013491	2	2
OG0013492	3	3
OG0013493	2	2
OG0013494	0	0
OG0013495	1	1
OG0013496	0	0
OG0013497	2	2
OG0013498	2	2
OG0013499	2	2
OG0013500	0	0
OG0013501	0	0
OG0013502	0	0
OG0013503	0	0
OG0013504	1	1
OG0013505	2	2
OG0013506	0	0
OG0013507	2	2
OG0013508	2	2
OG0013509	2	2
OG0013510	2	2
OG0013511	2	2
OG0013512	0	0
OG0013513	1	1
OG0013514	1	1
OG0013515	0	0
OG0013516	1	1
OG0013517	2	2
OG0013518	2	2
OG0013519	2	2
OG0013520	2	2
OG0013521	2	2
OG0013522	2	2
OG0013523	3	3
OG0013524	2	2
OG0013525	1	1
OG0013526	1	1
OG0013527	1	1
OG0013528	1	1
OG0013529	2	2
OG0013530	0	0
OG0013531	2	2
OG0013532	2	2
OG0013533	2	1
OG0013534	1	1
OG0013535	1	1
OG0013536	2	2
OG0013537	2	2
OG0013538	0	0
OG0013539	5	5
OG0013540	1	1
OG0013541	2	2
OG0013542	0	0
OG0013543	2	2
OG0013544	0	0
OG0013545	2	2
OG0013546	1	1
OG0013547	1	1
OG0013548	0	0
OG0013549	1	1
OG0013550	2	2
OG0013551	0	0
OG0013552	2	2
OG0013553	0	0
OG0013554	1	1
OG0013555	1	1
OG0013556	4	4
OG0013557	2	2
OG0013558	1	1
OG0013559	3	3
OG0013560	1	1
OG0013561	3	3
OG0013562	2	2
OG0013563	1	1
OG0013564	0	0
OG0013565	4	4
OG0013566	0	0
OG0013567	1	1
OG0013568	2	2
OG0013569	0	0
OG0013570	0	0
OG0013571	0	0
OG0013572	1	1
OG0013573	2	2
OG0013574	2	2
OG0013575	1	1
OG0013576	2	2
OG0013577	2	2
OG0013578	2	2
OG0013579	1	1
OG0013580	2	2
OG0013581	3	3
OG0013582	1	1
OG0013583	1	1
OG0013584	2	2
OG0013585	0	0
OG0013586	0	0
OG0013587	1	1
OG0013588	1	1
OG0013589	2	2
OG0013590	1	1
OG0013591	0	0
OG0013592	1	1
OG0013593	2	2
OG0013594	1	1
OG0013595	2	2
OG0013596	0	0
OG0013597	2	2
OG0013598	1	1
OG0013599	4	4
OG0013600	0	0
OG0013601	1	1
OG0013602	1	1
OG0013603	1	1
OG0013604	0	0
OG0013605	2	2
OG0013606	3	3
OG0013607	2	2
OG0013608	1	0
OG0013609	0	0
OG0013610	0	0
OG0013611	3	3
OG0013612	1	1
OG0013613	1	1
OG0013614	2	2
OG0013615	2	2
OG0013616	0	0
OG0013617	0	0
OG0013618	2	2
OG0013619	2	2
OG0013620	2	2
OG0013621	1	1
OG0013622	1	1
OG0013623	1	1
OG0013624	0	0
OG0013625	0	0
OG0013626	1	1
OG0013627	2	2
OG0013628	3	3
OG0013629	2	2
OG0013630	0	0
OG0013631	2	2
OG0013632	1	1
OG0013633	1	1
OG0013634	0	0
OG0013635	0	0
OG0013636	2	2
OG0013637	2	1
OG0013638	0	0
OG0013639	0	0
OG0013640	1	1
OG0013641	4	4
OG0013642	2	2
OG0013643	2	2
OG0013644	5	5
OG0013645	6	6
OG0013646	1	1
OG0013647	7	7
OG0013648	7	7
OG0013649	7	7
OG0013650	5	5
OG0013651	6	6
OG0013652	7	7
OG0013653	6	6
OG0013654	7	7
OG0013655	3	3
OG0013656	7	7
OG0013657	2	1
OG0013658	1	0
OG0013659	2	1
OG0013660	7	7
OG0013661	3	2
OG0013662	1	0
OG0013663	3	1
OG0013664	1	0
OG0013665	2	1
OG0013666	2	0
OG0013667	2	1
OG0013668	1	1
OG0013669	7	7
OG0013670	7	7
OG0013671	1	0
OG0013672	2	1
OG0013673	3	2
OG0013674	7	7
OG0013675	1	1
OG0013676	2	0
OG0013677	7	7
OG0013678	6	6
OG0013679	2	1
OG0013680	4	4
OG0013681	7	7
OG0013682	7	7
OG0013683	1	1
OG0013684	1	0
OG0013685	1	0
OG0013686	1	0
OG0013687	7	7
OG0013688	6	6
OG0013689	0	0
OG0013690	1	1
OG0013691	7	7
OG0013692	6	6
OG0013693	7	7
OG0013694	7	7
OG0013695	7	7
OG0013696	6	6
OG0013697	7	7
OG0013698	7	7
OG0013699	7	7
OG0013700	7	7
OG0013701	7	7
OG0013702	7	7
OG0013703	3	3
OG0013704	7	7
OG0013705	7	7
OG0013706	7	7
OG0013707	7	7
OG0013708	3	3
OG0013709	6	6
OG0013710	7	7
OG0013711	6	6
OG0013712	5	5
OG0013713	7	7
OG0013714	6	6
OG0013715	6	6
OG0013716	5	5
OG0013717	6	6
OG0013718	7	7
OG0013719	7	7
OG0013720	2	2
OG0013721	0	0
OG0013722	1	0
OG0013723	3	2
OG0013724	7	7
OG0013725	7	7
OG0013726	1	0
OG0013727	0	0
OG0013728	7	7
OG0013729	7	7
OG0013730	0	0
OG0013731	4	4
OG0013732	4	4
OG0013733	5	5
OG0013734	7	7
OG0013735	6	6
OG0013736	4	4
OG0013737	5	5
OG0013738	4	4
OG0013739	5	5
OG0013740	5	5
OG0013741	5	5
OG0013742	5	5
OG0013743	4	4
OG0013744	3	3
OG0013745	5	5
OG0013746	6	6
OG0013747	5	5
OG0013748	6	6
OG0013749	7	7
OG0013750	2	2
OG0013751	0	0
OG0013752	0	0
OG0013753	0	0
OG0013754	3	3
OG0013755	2	2
OG0013756	7	7
OG0013757	2	2
OG0013758	0	0
OG0013759	0	0
OG0013760	0	0
OG0013761	0	0
OG0013762	2	2
OG0013763	1	1
OG0013764	0	0
OG0013765	4	4
OG0013766	2	2
OG0013767	0	0
OG0013768	0	0
OG0013769	0	0
OG0013770	0	0
OG0013771	0	0
OG0013772	0	0
OG0013773	0	0
OG0013774	0	0
OG0013775	0	0
OG0013776	0	0
OG0013777	0	0
OG0013778	0	0
OG0013779	2	1
OG0013780	2	0
OG0013781	3	1
OG0013782	1	0
OG0013783	0	0
OG0013784	0	0
OG0013785	0	0
OG0013786	0	0
OG0013787	0	0
OG0013788	0	0
OG0013789	0	0
OG0013790	1	1
OG0013791	0	0
OG0013792	0	0
OG0013793	1	1
OG0013794	0	0
OG0013795	3	3
OG0013796	3	3
OG0013797	0	0
OG0013798	1	1
OG0013799	7	7
OG0013800	0	0
OG0013801	0	0
OG0013802	1	1
OG0013803	1	1
OG0013804	2	2
OG0013805	0	0
OG0013806	3	3
OG0013807	0	0
OG0013808	1	1
OG0013809	0	0
OG0013810	1	1
OG0013811	0	0
OG0013812	3	3
OG0013813	7	7
OG0013814	2	1
OG0013815	0	0
OG0013816	4	4
OG0013817	1	1
OG0013818	7	7
OG0013819	5	5
OG0013820	7	7
OG0013821	7	7
OG0013822	7	7
OG0013823	6	6
OG0013824	6	6
OG0013825	7	7
OG0013826	7	7
OG0013827	3	3
OG0013828	3	3
OG0013829	6	6
OG0013830	7	7
OG0013831	6	6
OG0013832	7	7
OG0013833	7	7
OG0013834	7	7
OG0013835	7	7
OG0013836	7	7
OG0013837	7	7
OG0013838	3	3
OG0013839	0	0
OG0013840	3	3
OG0013841	1	1
OG0013842	2	2
OG0013843	5	5
OG0013844	5	5
OG0013845	0	0
OG0013846	2	2
OG0013847	1	1
OG0013848	2	2
OG0013849	3	3
OG0013850	1	1
OG0013851	1	1
OG0013852	0	0
OG0013853	1	1
OG0013854	0	0
OG0013855	2	2
OG0013856	2	2
OG0013857	0	0
OG0013858	2	2
OG0013859	5	5
OG0013860	0	0
OG0013861	1	1
OG0013862	1	1
OG0013863	1	1
OG0013864	1	1
OG0013865	2	2
OG0013866	2	2
OG0013867	2	2
OG0013868	3	3
OG0013869	3	3
OG0013870	0	0
OG0013871	0	0
OG0013872	1	1
OG0013873	0	0
OG0013874	0	0
OG0013875	1	1
OG0013876	0	0
OG0013877	1	1
OG0013878	1	1
OG0013879	1	1
OG0013880	1	1
OG0013881	3	3
OG0013882	1	1
OG0013883	1	1
OG0013884	1	1
OG0013885	2	2
OG0013886	1	1
OG0013887	0	0
OG0013888	1	1
OG0013889	1	1
OG0013890	1	1
OG0013891	1	1
OG0013892	1	1
OG0013893	4	4
OG0013894	0	0
OG0013895	4	4
OG0013896	5	5
OG0013897	4	4
OG0013898	1	1
OG0013899	1	1
OG0013900	2	2
OG0013901	1	1
OG0013902	1	1
OG0013903	1	1
OG0013904	0	0
OG0013905	0	0
OG0013906	0	0
OG0013907	1	1
OG0013908	1	1
OG0013909	1	1
OG0013910	1	1
OG0013911	0	0
OG0013912	1	1
OG0013913	0	0
OG0013914	1	1
OG0013915	1	1
OG0013916	1	1
OG0013917	1	1
OG0013918	1	1
OG0013919	1	1
OG0013920	5	5
OG0013921	1	1
OG0013922	2	2
OG0013923	1	1
OG0013924	1	1
OG0013925	3	3
OG0013926	4	4
OG0013927	0	0
OG0013928	2	2
OG0013929	1	1
OG0013930	3	3
OG0013931	1	1
OG0013932	1	1
OG0013933	0	0
OG0013934	1	1
OG0013935	1	1
OG0013936	0	0
OG0013937	1	1
OG0013938	2	1
OG0013939	0	0
OG0013940	1	1
OG0013941	1	1
OG0013942	1	1
OG0013943	0	0
OG0013944	1	1
OG0013945	2	2
OG0013946	1	1
OG0013947	1	1
OG0013948	0	0
OG0013949	1	1
OG0013950	2	2
OG0013951	1	1
OG0013952	2	2
OG0013953	0	0
OG0013954	0	0
OG0013955	2	2
OG0013956	1	1
OG0013957	1	1
OG0013958	1	1
OG0013959	1	1
OG0013960	2	2
OG0013961	1	1
OG0013962	1	1
OG0013963	1	1
OG0013964	2	2
OG0013965	1	1
OG0013966	1	1
OG0013967	1	1
OG0013968	5	5
OG0013969	4	4
OG0013970	2	2
OG0013971	1	1
OG0013972	1	1
OG0013973	5	5
OG0013974	3	3
OG0013975	0	0
OG0013976	1	1
OG0013977	1	1
OG0013978	5	5
OG0013979	1	1
OG0013980	1	1
OG0013981	0	0
OG0013982	3	3
OG0013983	1	1
OG0013984	2	2
OG0013985	1	1
OG0013986	1	1
OG0013987	4	4
OG0013988	2	2
OG0013989	2	2
OG0013990	5	5
OG0013991	2	2
OG0013992	1	1
OG0013993	1	1
OG0013994	1	1
OG0013995	1	1
OG0013996	1	1
OG0013997	0	0
OG0013998	2	2
OG0013999	2	2
OG0014000	1	1
OG0014001	3	3
OG0014002	1	1
OG0014003	0	0
OG0014004	2	2
OG0014005	3	3
OG0014006	1	1
OG0014007	1	1
OG0014008	3	3
OG0014009	0	0
OG0014010	0	0
OG0014011	1	1
OG0014012	1	1
OG0014013	2	2
OG0014014	1	1
OG0014015	1	1
OG0014016	1	1
OG0014017	1	1
OG0014018	3	3
OG0014019	3	3
OG0014020	1	1
OG0014021	2	2
OG0014022	0	0
OG0014023	2	2
OG0014024	0	0
OG0014025	3	3
OG0014026	1	1
OG0014027	3	3
OG0014028	1	1
OG0014029	0	0
OG0014030	2	2
OG0014031	2	2
OG0014032	1	1
OG0014033	1	1
OG0014034	2	2
OG0014035	1	1
OG0014036	2	2
OG0014037	1	1
OG0014038	0	0
OG0014039	1	1
OG0014040	2	2
OG0014041	1	1
OG0014042	1	1
OG0014043	1	1
OG0014044	1	1
OG0014045	2	2
OG0014046	4	4
OG0014047	1	1
OG0014048	0	0
OG0014049	0	0
OG0014050	2	2
OG0014051	1	1
OG0014052	3	3
OG0014053	1	1
OG0014054	1	1
OG0014055	1	1
OG0014056	3	3
OG0014057	1	1
OG0014058	1	1
OG0014059	1	1
OG0014060	1	1
OG0014061	1	1
OG0014062	1	1
OG0014063	1	1
OG0014064	0	0
OG0014065	1	1
OG0014066	0	0
OG0014067	2	2
OG0014068	1	1
OG0014069	0	0
OG0014070	0	0
OG0014071	1	1
OG0014072	0	0
OG0014073	0	0
OG0014074	0	0
OG0014075	1	1
OG0014076	1	1
OG0014077	2	2
OG0014078	1	1
OG0014079	0	0
OG0014080	1	1
OG0014081	3	3
OG0014082	1	1
OG0014083	0	0
OG0014084	2	2
OG0014085	1	1
OG0014086	1	1
OG0014087	0	0
OG0014088	1	1
OG0014089	0	0
OG0014090	0	0
OG0014091	1	1
OG0014092	1	1
OG0014093	0	0
OG0014094	0	0
OG0014095	1	1
OG0014096	1	1
OG0014097	1	1
OG0014098	1	1
OG0014099	1	1
OG0014100	5	5
OG0014101	1	1
OG0014102	0	0
OG0014103	1	1
OG0014104	1	1
OG0014105	0	0
OG0014106	0	0
OG0014107	2	2
OG0014108	0	0
OG0014109	1	1
OG0014110	1	1
OG0014111	6	6
OG0014112	1	1
OG0014113	1	1
OG0014114	1	1
OG0014115	0	0
OG0014116	0	0
OG0014117	2	2
OG0014118	3	3
OG0014119	2	2
OG0014120	1	1
OG0014121	1	1
OG0014122	4	4
OG0014123	3	3
OG0014124	2	2
OG0014125	1	1
OG0014126	1	1
OG0014127	3	3
OG0014128	1	1
OG0014129	0	0
OG0014130	3	3
OG0014131	0	0
OG0014132	1	1
OG0014133	3	3
OG0014134	0	0
OG0014135	1	1
OG0014136	0	0
OG0014137	0	0
OG0014138	1	1
OG0014139	0	0
OG0014140	1	1
OG0014141	3	3
OG0014142	0	0
OG0014143	0	0
OG0014144	1	1
OG0014145	1	1
OG0014146	1	1
OG0014147	1	1
OG0014148	1	1
OG0014149	0	0
OG0014150	1	1
OG0014151	0	0
OG0014152	4	4
OG0014153	0	0
OG0014154	1	1
OG0014155	3	3
OG0014156	0	0
OG0014157	0	0
OG0014158	2	2
OG0014159	1	1
OG0014160	1	1
OG0014161	1	1
OG0014162	1	1
OG0014163	1	1
OG0014164	0	0
OG0014165	0	0
OG0014166	0	0
OG0014167	0	0
OG0014168	0	0
OG0014169	5	5
OG0014170	0	0
OG0014171	5	5
OG0014172	2	2
OG0014173	1	1
OG0014174	1	1
OG0014175	5	5
OG0014176	4	4
OG0014177	1	1
OG0014178	1	1
OG0014179	1	1
OG0014180	6	6
OG0014181	4	4
OG0014182	0	0
OG0014183	2	2
OG0014184	4	4
OG0014185	5	5
OG0014186	3	3
OG0014187	6	6
OG0014188	6	6
OG0014189	6	6
OG0014190	2	2
OG0014191	2	2
OG0014192	6	6
OG0014193	3	3
OG0014194	1	0
OG0014195	2	1
OG0014196	2	2
OG0014197	2	1
OG0014198	1	0
OG0014199	2	2
OG0014200	3	3
OG0014201	6	6
OG0014202	2	2
OG0014203	5	5
OG0014204	3	3
OG0014205	6	6
OG0014206	1	1
OG0014207	6	6
OG0014208	1	0
OG0014209	2	2
OG0014210	4	4
OG0014211	4	4
OG0014212	3	3
OG0014213	1	1
OG0014214	1	1
OG0014215	6	6
OG0014216	6	6
OG0014217	2	2
OG0014218	2	1
OG0014219	5	5
OG0014220	4	4
OG0014221	3	3
OG0014222	3	3
OG0014223	5	5
OG0014224	0	0
OG0014225	3	3
OG0014226	2	2
OG0014227	2	2
OG0014228	2	0
OG0014229	1	0
OG0014230	6	6
OG0014231	6	6
OG0014232	6	6
OG0014233	6	6
OG0014234	6	6
OG0014235	5	5
OG0014236	6	6
OG0014237	6	6
OG0014238	6	6
OG0014239	6	6
OG0014240	6	6
OG0014241	6	6
OG0014242	6	6
OG0014243	6	6
OG0014244	6	6
OG0014245	6	6
OG0014246	1	1
OG0014247	6	6
OG0014248	6	6
OG0014249	6	6
OG0014250	6	6
OG0014251	6	6
OG0014252	6	6
OG0014253	6	6
OG0014254	1	0
OG0014255	6	6
OG0014256	6	6
OG0014257	6	6
OG0014258	4	4
OG0014259	5	5
OG0014260	6	6
OG0014261	1	1
OG0014262	6	6
OG0014263	6	6
OG0014264	6	6
OG0014265	3	3
OG0014266	6	6
OG0014267	6	6
OG0014268	6	6
OG0014269	3	2
OG0014270	6	6
OG0014271	6	6
OG0014272	0	0
OG0014273	2	2
OG0014274	5	5
OG0014275	1	1
OG0014276	3	3
OG0014277	5	5
OG0014278	4	4
OG0014279	5	5
OG0014280	6	6
OG0014281	0	0
OG0014282	0	0
OG0014283	6	6
OG0014284	1	1
OG0014285	5	5
OG0014286	2	1
OG0014287	6	6
OG0014288	0	0
OG0014289	5	5
OG0014290	6	6
OG0014291	6	6
OG0014292	3	3
OG0014293	5	5
OG0014294	1	1
OG0014295	3	3
OG0014296	2	2
OG0014297	6	6
OG0014298	5	5
OG0014299	0	0
OG0014300	0	0
OG0014301	6	6
OG0014302	6	6
OG0014303	4	3
OG0014304	6	6
OG0014305	5	5
OG0014306	6	6
OG0014307	4	4
OG0014308	6	6
OG0014309	3	3
OG0014310	5	5
OG0014311	3	3
OG0014312	4	4
OG0014313	6	6
OG0014314	3	3
OG0014315	5	5
OG0014316	4	4
OG0014317	6	6
OG0014318	4	4
OG0014319	3	3
OG0014320	3	3
OG0014321	5	5
OG0014322	3	3
OG0014323	6	6
OG0014324	0	0
OG0014325	0	0
OG0014326	3	3
OG0014327	0	0
OG0014328	6	6
OG0014329	1	1
OG0014330	6	6
OG0014331	1	1
OG0014332	0	0
OG0014333	0	0
OG0014334	2	2
OG0014335	2	2
OG0014336	3	3
OG0014337	0	0
OG0014338	0	0
OG0014339	0	0
OG0014340	1	1
OG0014341	0	0
OG0014342	0	0
OG0014343	5	5
OG0014344	6	6
OG0014345	6	6
OG0014346	0	0
OG0014347	0	0
OG0014348	0	0
OG0014349	2	2
OG0014350	0	0
OG0014351	0	0
OG0014352	0	0
OG0014353	1	1
OG0014354	0	0
OG0014355	0	0
OG0014356	0	0
OG0014357	2	2
OG0014358	3	3
OG0014359	2	0
OG0014360	2	1
OG0014361	2	2
OG0014362	2	2
OG0014363	0	0
OG0014364	3	3
OG0014365	1	1
OG0014366	4	4
OG0014367	0	0
OG0014368	1	1
OG0014369	0	0
OG0014370	0	0
OG0014371	0	0
OG0014372	2	1
OG0014373	2	1
OG0014374	2	1
OG0014375	1	0
OG0014376	1	0
OG0014377	4	4
OG0014378	3	2
OG0014379	2	0
OG0014380	2	1
OG0014381	1	0
OG0014382	2	0
OG0014383	2	2
OG0014384	2	0
OG0014385	2	0
OG0014386	3	3
OG0014387	2	0
OG0014388	2	1
OG0014389	0	0
OG0014390	0	0
OG0014391	2	0
OG0014392	3	3
OG0014393	3	2
OG0014394	2	2
OG0014395	1	0
OG0014396	2	2
OG0014397	0	0
OG0014398	0	0
OG0014399	0	0
OG0014400	0	0
OG0014401	0	0
OG0014402	0	0
OG0014403	0	0
OG0014404	0	0
OG0014405	0	0
OG0014406	0	0
OG0014407	0	0
OG0014408	0	0
OG0014409	0	0
OG0014410	0	0
OG0014411	0	0
OG0014412	0	0
OG0014413	0	0
OG0014414	0	0
OG0014415	0	0
OG0014416	0	0
OG0014417	0	0
OG0014418	0	0
OG0014419	0	0
OG0014420	0	0
OG0014421	0	0
OG0014422	0	0
OG0014423	0	0
OG0014424	0	0
OG0014425	0	0
OG0014426	0	0
OG0014427	0	0
OG0014428	0	0
OG0014429	0	0
OG0014430	0	0
OG0014431	0	0
OG0014432	0	0
OG0014433	0	0
OG0014434	0	0
OG0014435	6	6
OG0014436	0	0
OG0014437	0	0
OG0014438	1	1
OG0014439	0	0
OG0014440	1	1
OG0014441	3	3
OG0014442	2	2
OG0014443	3	3
OG0014444	2	2
OG0014445	1	1
OG0014446	2	2
OG0014447	2	2
OG0014448	0	0
OG0014449	0	0
OG0014450	4	4
OG0014451	3	3
OG0014452	2	2
OG0014453	0	0
OG0014454	3	3
OG0014455	0	0
OG0014456	1	1
OG0014457	4	4
OG0014458	6	6
OG0014459	5	5
OG0014460	5	5
OG0014461	4	4
OG0014462	4	4
OG0014463	3	2
OG0014464	6	6
OG0014465	4	4
OG0014466	5	5
OG0014467	4	4
OG0014468	2	2
OG0014469	6	6
OG0014470	6	6
OG0014471	6	6
OG0014472	5	5
OG0014473	6	6
OG0014474	4	4
OG0014475	6	6
OG0014476	6	6
OG0014477	6	6
OG0014478	6	6
OG0014479	6	6
OG0014480	6	6
OG0014481	6	6
OG0014482	6	6
OG0014483	6	6
OG0014484	6	6
OG0014485	6	6
OG0014486	6	6
OG0014487	6	6
OG0014488	1	1
OG0014489	4	4
OG0014490	0	0
OG0014491	0	0
OG0014492	2	2
OG0014493	2	2
OG0014494	4	4
OG0014495	0	0
OG0014496	3	3
OG0014497	1	1
OG0014498	2	2
OG0014499	0	0
OG0014500	0	0
OG0014501	4	4
OG0014502	1	1
OG0014503	5	5
OG0014504	2	2
OG0014505	2	2
OG0014506	2	2
OG0014507	0	0
OG0014508	1	1
OG0014509	5	5
OG0014510	1	1
OG0014511	1	1
OG0014512	3	3
OG0014513	0	0
OG0014514	1	1
OG0014515	0	0
OG0014516	0	0
OG0014517	1	1
OG0014518	0	0
OG0014519	0	0
OG0014520	0	0
OG0014521	0	0
OG0014522	2	2
OG0014523	0	0
OG0014524	2	2
OG0014525	0	0
OG0014526	0	0
OG0014527	2	2
OG0014528	0	0
OG0014529	0	0
OG0014530	0	0
OG0014531	0	0
OG0014532	5	5
OG0014533	3	3
OG0014534	1	1
OG0014535	2	2
OG0014536	0	0
OG0014537	0	0
OG0014538	4	4
OG0014539	3	3
OG0014540	1	1
OG0014541	2	2
OG0014542	0	0
OG0014543	0	0
OG0014544	0	0
OG0014545	0	0
OG0014546	4	4
OG0014547	1	1
OG0014548	0	0
OG0014549	1	1
OG0014550	1	1
OG0014551	0	0
OG0014552	1	1
OG0014553	0	0
OG0014554	0	0
OG0014555	0	0
OG0014556	1	1
OG0014557	1	1
OG0014558	1	1
OG0014559	0	0
OG0014560	0	0
OG0014561	0	0
OG0014562	0	0
OG0014563	0	0
OG0014564	0	0
OG0014565	1	1
OG0014566	2	2
OG0014567	0	0
OG0014568	0	0
OG0014569	0	0
OG0014570	0	0
OG0014571	1	1
OG0014572	1	1
OG0014573	4	4
OG0014574	1	1
OG0014575	0	0
OG0014576	0	0
OG0014577	0	0
OG0014578	0	0
OG0014579	1	1
OG0014580	2	2
OG0014581	3	3
OG0014582	2	2
OG0014583	4	4
OG0014584	1	1
OG0014585	1	1
OG0014586	0	0
OG0014587	0	0
OG0014588	0	0
OG0014589	1	1
OG0014590	0	0
OG0014591	2	2
OG0014592	0	0
OG0014593	2	2
OG0014594	0	0
OG0014595	0	0
OG0014596	0	0
OG0014597	2	2
OG0014598	4	4
OG0014599	0	0
OG0014600	3	3
OG0014601	0	0
OG0014602	1	1
OG0014603	1	1
OG0014604	2	2
OG0014605	1	1
OG0014606	1	1
OG0014607	0	0
OG0014608	0	0
OG0014609	2	2
OG0014610	0	0
OG0014611	1	1
OG0014612	1	1
OG0014613	2	2
OG0014614	2	2
OG0014615	2	2
OG0014616	0	0
OG0014617	0	0
OG0014618	0	0
OG0014619	3	3
OG0014620	2	2
OG0014621	0	0
OG0014622	2	2
OG0014623	0	0
OG0014624	1	1
OG0014625	2	2
OG0014626	2	2
OG0014627	0	0
OG0014628	0	0
OG0014629	1	1
OG0014630	0	0
OG0014631	1	1
OG0014632	0	0
OG0014633	2	2
OG0014634	1	1
OG0014635	0	0
OG0014636	1	1
OG0014637	0	0
OG0014638	1	1
OG0014639	1	1
OG0014640	1	1
OG0014641	2	2
OG0014642	2	2
OG0014643	1	1
OG0014644	2	2
OG0014645	1	1
OG0014646	1	1
OG0014647	1	1
OG0014648	0	0
OG0014649	0	0
OG0014650	0	0
OG0014651	0	0
OG0014652	0	0
OG0014653	1	1
OG0014654	1	1
OG0014655	1	1
OG0014656	0	0
OG0014657	0	0
OG0014658	4	4
OG0014659	1	1
OG0014660	1	1
OG0014661	1	1
OG0014662	1	1
OG0014663	4	4
OG0014664	1	1
OG0014665	0	0
OG0014666	2	2
OG0014667	2	2
OG0014668	4	4
OG0014669	0	0
OG0014670	0	0
OG0014671	2	2
OG0014672	2	2
OG0014673	0	0
OG0014674	2	2
OG0014675	0	0
