Orthogroup	CCAP.longest_only	HILL.longest_only
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC119646168|XP_037902475.1|HILL
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC119648025|XP_037905371.1|HILL
OG0008244	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP	LOC119657479|XP_037920327.1|HILL
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP	LOC119651615|XP_037911197.1|HILL
OG0008250	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP	LOC119658209|XP_037921403.1|HILL
OG0008254	CCAP1982_LOCUS14756|CAD7006437.1|CCAP, CCAP1982_LOCUS14751|CAD7006432.1|CCAP	LOC119648698|XP_037906433.1|HILL
OG0008255	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP	LOC119658673|XP_037922163.1|HILL
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC119659659|XP_037923797.1|HILL
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC119650768|XP_037909798.1|HILL
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC119656884|XP_037919481.1|HILL
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC119660532|XP_037925088.1|HILL
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC119651970|XP_037911791.1|HILL
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC119650805|XP_037909872.1|HILL
OG0008299	CCAP1982_LOCUS3440|CAD6994705.1|CCAP	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008301	CCAP1982_LOCUS1728|CAD6992893.1|CCAP	LOC119651318|XP_037910777.1|HILL
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC119653009|XP_037913369.1|HILL
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC119649911|XP_037908238.1|HILL
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC119658482|XP_037921855.1|HILL
OG0008317	CCAP1982_LOCUS2023|CAD6993203.1|CCAP	LOC119652588|XP_037912737.1|HILL
OG0008321	CCAP1982_LOCUS1594|CAD6992751.1|CCAP	LOC119652444|XP_037912514.1|HILL
OG0008323	CCAP1982_LOCUS3509|CAD6994778.1|CCAP	LOC119651186|XP_037910551.1|HILL
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC119651627|XP_037911220.1|HILL
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC119656858|XP_037919443.1|HILL
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC119648296|XP_037905883.1|HILL
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC119647142|XP_037903863.1|HILL
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC119649185|XP_037907140.1|HILL
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC119648181|XP_037905695.1|HILL
OG0008343	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP	LOC119657424|XP_037920254.1|HILL
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC119647984|XP_037905295.1|HILL
OG0008349	CCAP1982_LOCUS3526|CAD6994795.1|CCAP	LOC119660324|XP_037924730.1|HILL
OG0008351	CCAP1982_LOCUS11606|CAD7003145.1|CCAP	LOC119649434|XP_037907512.1|HILL
OG0008352	CCAP1982_LOCUS14829|CAD7006515.1|CCAP	LOC119649676|XP_037907863.1|HILL
OG0008356	CCAP1982_LOCUS10774|CAD7002279.1|CCAP	LOC119648098|XP_037905526.1|HILL
OG0008357	CCAP1982_LOCUS863|CAD6991976.1|CCAP	LOC119654494|XP_037915845.1|HILL
OG0008358	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP	LOC119653411|XP_037913906.1|HILL
OG0008359	CCAP1982_LOCUS7255|CAD6998698.1|CCAP	LOC119659306|XP_037923251.1|HILL
OG0008360	CCAP1982_LOCUS7152|CAD6998572.1|CCAP	LOC119660896|XP_037925761.1|HILL
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC119646622|XP_037903058.1|HILL
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC119655874|XP_037917932.1|HILL
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC119648142|XP_037905617.1|HILL
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC119653677|XP_037914449.1|HILL
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC119659464|XP_037923479.1|HILL
OG0008371	CCAP1982_LOCUS4600|CAD6995899.1|CCAP	LOC119651021|XP_037910252.1|HILL
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC119657132|XP_037919835.1|HILL
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC119646421|XP_037902827.1|HILL
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC119651862|XP_037911600.1|HILL
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC119653166|XP_037913637.1|HILL
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC119646161|XP_037902462.1|HILL
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC119647133|XP_037903852.1|HILL
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC119646633|XP_037903073.1|HILL
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC119653422|XP_037913927.1|HILL
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC119659902|XP_037924155.1|HILL
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC119646477|XP_037902859.1|HILL
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC119658664|XP_037922146.1|HILL
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC119659299|XP_037923240.1|HILL
OG0008407	CCAP1982_LOCUS4426|CAD6995719.1|CCAP	LOC119659976|XP_037924270.1|HILL
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC119654987|XP_037916579.1|HILL
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC119659896|XP_037924148.1|HILL
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC119656132|XP_037918392.1|HILL
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC119654296|XP_037915529.1|HILL
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC119649810|XP_037908068.1|HILL
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC119660408|XP_037924872.1|HILL
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC119655943|XP_037918060.1|HILL
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC119653907|XP_037914972.1|HILL
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC119649330|XP_037907363.1|HILL
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC119647406|XP_037904210.1|HILL
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC119658424|XP_037922133.1|HILL
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC119647675|XP_037904680.1|HILL
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC119660776|XP_037925480.1|HILL
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC119658986|XP_037922796.1|HILL
OG0008458	CCAP1982_LOCUS19473|CAD7011372.1|CCAP, CCAP1982_LOCUS19472|CAD7011371.1|CCAP	LOC119654864|XP_037916381.1|HILL
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC119652350|XP_037912380.1|HILL
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC119660516|XP_037925064.1|HILL
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC119661749|XP_037927147.1|HILL
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC119647129|XP_037903846.1|HILL
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC119659445|XP_037923461.1|HILL
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC119647453|XP_037904310.1|HILL
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC119656193|XP_037918479.1|HILL
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC119652164|XP_037912037.1|HILL
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC119651482|XP_037911021.1|HILL
OG0008478	CCAP1982_LOCUS3478|CAD6994745.1|CCAP, CCAP1982_LOCUS3476|CAD6994743.1|CCAP, CCAP1982_LOCUS3477|CAD6994744.1|CCAP	LOC119650952|XP_037910116.1|HILL
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC119651481|XP_037911020.1|HILL
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC119649602|XP_037907744.1|HILL
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC119649501|XP_037907597.1|HILL
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC119660779|XP_037925482.1|HILL
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC119653213|XP_037913710.1|HILL
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP, CCAP1982_LOCUS9780|CAD7001282.1|CCAP, CCAP1982_LOCUS9781|CAD7001284.1|CCAP, CCAP1982_LOCUS9779|CAD7001281.1|CCAP	LOC119660883|XP_037925726.1|HILL
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC119653734|XP_037914584.1|HILL
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC119655028|XP_037916630.1|HILL
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC119649383|XP_037907429.1|HILL
OG0008528	CCAP1982_LOCUS12165|CAD7003728.1|CCAP	LOC119651201|XP_037910571.1|HILL
OG0008537	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP	LOC119651053|XP_037910310.1|HILL
OG0008541	CCAP1982_LOCUS22831|CAD7014866.1|CCAP	LOC119653135|XP_037913597.1|HILL
OG0008542	CCAP1982_LOCUS12353|CAD7003929.1|CCAP	LOC119649841|XP_037908113.1|HILL
OG0008544	CCAP1982_LOCUS21998|CAD7013989.1|CCAP	LOC119652767|XP_037913006.1|HILL
OG0008545	CCAP1982_LOCUS21091|CAD7013001.1|CCAP	LOC119661353|XP_037926587.1|HILL
OG0008551	CCAP1982_LOCUS12997|CAD7004602.1|CCAP	LOC119649435|XP_037907513.1|HILL
OG0008552	CCAP1982_LOCUS11251|CAD7002778.1|CCAP	LOC119649916|XP_037908246.1|HILL
OG0008556	CCAP1982_LOCUS19952|CAD7011842.1|CCAP	LOC119654250|XP_037915421.1|HILL
OG0008557	CCAP1982_LOCUS1669|CAD6992832.1|CCAP	LOC119653004|XP_037913360.1|HILL
OG0008562	CCAP1982_LOCUS6143|CAD6997504.1|CCAP	LOC119651236|XP_037910642.1|HILL
OG0008563	CCAP1982_LOCUS2235|CAD6993420.1|CCAP	LOC119647201|XP_037903945.1|HILL
OG0008567	CCAP1982_LOCUS8257|CAD6999731.1|CCAP	LOC119661497|XP_037926791.1|HILL
OG0008571	CCAP1982_LOCUS11110|CAD7002626.1|CCAP	LOC119649231|XP_037907220.1|HILL
OG0008574	CCAP1982_LOCUS12049|CAD7003602.1|CCAP	LOC119648701|XP_037906437.1|HILL
OG0008578	CCAP1982_LOCUS12346|CAD7003921.1|CCAP	LOC119658856|XP_037922537.1|HILL
OG0008587	CCAP1982_LOCUS4937|CAD6996254.1|CCAP	LOC119658942|XP_037922726.1|HILL
OG0008588	CCAP1982_LOCUS4528|CAD6995825.1|CCAP	LOC119658908|XP_037922642.1|HILL
OG0008593	CCAP1982_LOCUS12098|CAD7003660.1|CCAP	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL
OG0008594	CCAP1982_LOCUS3117|CAD6994364.1|CCAP	LOC119651649|XP_037911253.1|HILL
OG0008595	CCAP1982_LOCUS22911|CAD7014948.1|CCAP	LOC119661579|XP_037926906.1|HILL
OG0008596	CCAP1982_LOCUS22919|CAD7014957.1|CCAP	LOC119661663|XP_037927025.1|HILL
OG0008597	CCAP1982_LOCUS5059|CAD6996381.1|CCAP	LOC119659496|XP_037923542.1|HILL
OG0008600	CCAP1982_LOCUS81|CAD6991139.1|CCAP	LOC119652068|XP_037911934.1|HILL
OG0008601	CCAP1982_LOCUS7418|CAD6998871.1|CCAP	LOC119659540|XP_037923612.1|HILL
OG0008602	CCAP1982_LOCUS2526|CAD6993728.1|CCAP	LOC119652694|XP_037912899.1|HILL
OG0008604	CCAP1982_LOCUS22927|CAD7014967.1|CCAP	LOC119647128|XP_037903843.1|HILL
OG0008605	CCAP1982_LOCUS5784|CAD6997139.1|CCAP	LOC119654333|XP_037915592.1|HILL
OG0008607	CCAP1982_LOCUS575|CAD6991661.1|CCAP	LOC119659335|XP_037923305.1|HILL
OG0008609	CCAP1982_LOCUS127|CAD6991189.1|CCAP	LOC119658860|XP_037922541.1|HILL
OG0008615	CCAP1982_LOCUS4379|CAD6995672.1|CCAP	LOC119660332|XP_037924743.1|HILL
OG0008616	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP	LOC119646548|XP_037902951.1|HILL
OG0008617	CCAP1982_LOCUS22526|CAD7014525.1|CCAP	LOC119660218|XP_037924585.1|HILL
OG0008618	CCAP1982_LOCUS7976|CAD6999452.1|CCAP, CCAP1982_LOCUS14821|CAD7006505.1|CCAP, CCAP1982_LOCUS1313|CAD6992457.1|CCAP, CCAP1982_LOCUS7773|CAD6999241.1|CCAP	LOC119656867|XP_037919451.1|HILL
OG0008618	CCAP1982_LOCUS7751|CAD6999217.1|CCAP, CCAP1982_LOCUS5727|CAD6997074.1|CCAP, CCAP1982_LOCUS1819|CAD6992988.1|CCAP, CCAP1982_LOCUS3976|CAD6995255.1|CCAP	LOC119658685|XP_037922200.1|HILL, LOC119652120|XP_037911989.1|HILL
OG0008619	CCAP1982_LOCUS7338|CAD6998784.1|CCAP	LOC119661363|XP_037926600.1|HILL
OG0008620	CCAP1982_LOCUS22390|CAD7014396.1|CCAP	LOC119651578|XP_037911144.1|HILL
OG0008621	CCAP1982_LOCUS1356|CAD6992507.1|CCAP	LOC119651459|XP_037910993.1|HILL
OG0008622	CCAP1982_LOCUS19898|CAD7011787.1|CCAP	LOC119655405|XP_037917216.1|HILL
OG0008623	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP	LOC119655278|XP_037917025.1|HILL
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC119648961|XP_037906812.1|HILL
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC119660175|XP_037924511.1|HILL
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC119661010|XP_037926080.1|HILL
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC119646898|XP_037903484.1|HILL
OG0008630	CCAP1982_LOCUS9907|CAD7001410.1|CCAP	LOC119660904|XP_037925778.1|HILL
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC119651864|XP_037911599.1|HILL
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP, CCAP1982_LOCUS3687|CAD6994955.1|CCAP	LOC119647306|XP_037904144.1|HILL
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC119653603|XP_037914285.1|HILL
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC119651860|XP_037911595.1|HILL
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC119652745|XP_037912972.1|HILL
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008638	CCAP1982_LOCUS3053|CAD6994292.1|CCAP	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC119653912|XP_037914998.1|HILL
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC119661311|XP_037926531.1|HILL
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC119651500|XP_037911050.1|HILL
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC119661294|XP_037926508.1|HILL
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC119661505|XP_037926800.1|HILL
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC119654871|XP_037916394.1|HILL
OG0008660	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP	LOC119651738|XP_037911393.1|HILL
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC119651426|XP_037910951.1|HILL
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC119648579|XP_037906277.1|HILL
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008689	CCAP1982_LOCUS521|CAD6991604.1|CCAP	LOC119659228|XP_037923130.1|HILL
OG0008690	CCAP1982_LOCUS6225|CAD6997586.1|CCAP	LOC119651734|XP_037911390.1|HILL
OG0008696	CCAP1982_LOCUS4783|CAD6996076.1|CCAP	LOC119660568|XP_037925146.1|HILL
OG0008697	CCAP1982_LOCUS12730|CAD7004310.1|CCAP	LOC119647676|XP_037904681.1|HILL
OG0008699	CCAP1982_LOCUS11790|CAD7003330.1|CCAP	LOC119647603|XP_037904559.1|HILL
OG0008700	CCAP1982_LOCUS639|CAD6991726.1|CCAP	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008701	CCAP1982_LOCUS20548|CAD7012468.1|CCAP	LOC119654395|XP_037915704.1|HILL
OG0008703	CCAP1982_LOCUS12414|CAD7003992.1|CCAP	LOC119655914|XP_037918007.1|HILL
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC119646957|XP_037903582.1|HILL
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC119652801|XP_037913052.1|HILL
OG0008706	CCAP1982_LOCUS152|CAD6991214.1|CCAP	LOC119658902|XP_037922635.1|HILL
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC119660146|XP_037924474.1|HILL
OG0008710	CCAP1982_LOCUS2383|CAD6993571.1|CCAP	LOC119651226|XP_037910624.1|HILL
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC119658610|XP_037922019.1|HILL
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC119661789|XP_037927201.1|HILL
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC119659307|XP_037923248.1|HILL
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC119659717|XP_037923900.1|HILL
OG0008719	CCAP1982_LOCUS147|CAD6991209.1|CCAP	LOC119660257|XP_037924639.1|HILL
OG0008720	CCAP1982_LOCUS3929|CAD6995210.1|CCAP	LOC119648604|XP_037906301.1|HILL
OG0008720	CCAP1982_LOCUS10117|CAD7001623.1|CCAP, CCAP1982_LOCUS9269|CAD7000794.1|CCAP	LOC119648635|XP_037906333.1|HILL, LOC119646922|XP_037903531.1|HILL, LOC119647195|XP_037903934.1|HILL, LOC119659115|XP_037922966.1|HILL, LOC119646129|XP_037902407.1|HILL, LOC119650855|XP_037909933.1|HILL, LOC119650800|XP_037909866.1|HILL, LOC119659091|XP_037922931.1|HILL, LOC119653935|XP_037915023.1|HILL
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC119648752|XP_037906504.1|HILL
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC119652874|XP_037913167.1|HILL
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC119651993|XP_037911841.1|HILL
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC119652835|XP_037913097.1|HILL
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008733	CCAP1982_LOCUS19929|CAD7011819.1|CCAP	LOC119652236|XP_037912135.1|HILL
OG0008733	CCAP1982_LOCUS10339|CAD7001849.1|CCAP, CCAP1982_LOCUS10304|CAD7001813.1|CCAP	LOC119656993|XP_037919656.1|HILL
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC119652484|XP_037912593.1|HILL
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC119650897|XP_037910004.1|HILL
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC119660717|XP_037925288.1|HILL
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC119654783|XP_037916254.1|HILL
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC119660921|XP_037925824.1|HILL
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC119649509|XP_037907608.1|HILL
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC119659149|XP_037923025.1|HILL
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC119660160|XP_037924492.1|HILL
OG0008747	CCAP1982_LOCUS13026|CAD7004631.1|CCAP	LOC119648496|XP_037906190.1|HILL
OG0008747	CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC119649072|XP_037906993.1|HILL
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC119652918|XP_037913232.1|HILL
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008751	CCAP1982_LOCUS4713|CAD6996007.1|CCAP	LOC119651705|XP_037911346.1|HILL
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC119659709|XP_037923891.1|HILL
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	CCAP1982_LOCUS3733|CAD6995002.1|CCAP, CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC119652413|XP_037912458.1|HILL
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
