Orthogroup	CCAP.longest_only	DYAK.longest_only
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC6527749|XP_039226413.1|DYAK
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC6531233|XP_002092045.1|DYAK
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC6534499|XP_002095176.1|DYAK
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC6531055|XP_015052807.1|DYAK
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC6537028|XP_002097595.1|DYAK
OG0008371	CCAP1982_LOCUS4600|CAD6995899.1|CCAP	LOC6536576|XP_002097152.1|DYAK
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC26534583|XP_039227636.1|DYAK
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC26536066|XP_015054687.1|DYAK
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC26534939|XP_015052855.1|DYAK
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC6529218|XP_015052222.1|DYAK
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC6527622|XP_002088710.1|DYAK
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC6537980|XP_039232481.1|DYAK
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC6529822|XP_002090803.1|DYAK
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC6534842|XP_002095514.2|DYAK
OG0008393	CCAP1982_LOCUS13966|CAD7005607.1|CCAP	LOC6539412|XP_002086300.1|DYAK
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC6533527|XP_002094237.1|DYAK
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC6526286|XP_002087408.1|DYAK
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC6536817|XP_002097387.1|DYAK
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC6537474|XP_002098030.1|DYAK
OG0008407	CCAP1982_LOCUS4426|CAD6995719.1|CCAP	LOC6537395|XP_039232035.1|DYAK
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC6537424|XP_002097980.1|DYAK
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC6531772|XP_002092559.1|DYAK
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC6537047|XP_002097612.2|DYAK
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC6534570|XP_002095246.2|DYAK
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC6538232|XP_002098759.3|DYAK
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC6534032|XP_002094719.2|DYAK
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC6536253|XP_002096839.1|DYAK
OG0008439	CCAP1982_LOCUS21021|CAD7012923.1|CCAP	LOC6531149|XP_002091978.1|DYAK
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC6537497|XP_002098045.1|DYAK
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC6530983|XP_015051768.1|DYAK
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC6534493|XP_002095170.1|DYAK
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC6534202|XP_002094885.3|DYAK
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC6535744|XP_002096367.2|DYAK
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC6532923|XP_002093659.1|DYAK
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC6537390|XP_039231424.1|DYAK
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC6536367|XP_002096949.1|DYAK
OG0008458	CCAP1982_LOCUS19472|CAD7011371.1|CCAP	LOC6532013|XP_015051661.1|DYAK
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC6527684|XP_015053029.2|DYAK
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC6526524|XP_002087634.1|DYAK
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC6526284|XP_002087406.1|DYAK
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC6532143|XP_002092919.1|DYAK
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC6532100|XP_002092876.1|DYAK
OG0008467	CCAP1982_LOCUS21767|CAD7013736.1|CCAP	LOC6531048|XP_002091884.1|DYAK
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC6527362|XP_002088454.1|DYAK
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC6525799|XP_002101620.1|DYAK
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC6531640|XP_039227841.1|DYAK
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC6537036|XP_002097603.3|DYAK
OG0008475	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP	LOC6527469|XP_002088560.1|DYAK
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC6537223|XP_002097781.1|DYAK
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC6529974|XP_015052030.1|DYAK
OG0008478	CCAP1982_LOCUS3477|CAD6994744.1|CCAP	LOC6538589|XP_002099111.2|DYAK
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC6530680|XP_002091575.1|DYAK
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC6534516|XP_015050673.2|DYAK
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC6524028|XP_002099900.1|DYAK
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC6534344|XP_002095024.2|DYAK
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC6537232|XP_015048207.1|DYAK
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC6528064|XP_002089131.1|DYAK
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP	LOC6523775|XP_039233087.1|DYAK
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC6524362|XP_002100220.1|DYAK
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC6535879|XP_002096495.1|DYAK
OG0008489	CCAP1982_LOCUS532|CAD6991617.1|CCAP	LOC6539877|XP_002086760.2|DYAK
OG0008490	CCAP1982_LOCUS653|CAD6991742.1|CCAP	LOC6538559|XP_002099081.1|DYAK
OG0008491	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP	LOC6536524|XP_002097100.1|DYAK
OG0008492	CCAP1982_LOCUS8811|CAD7000328.1|CCAP	LOC120321252|XP_039229358.1|DYAK, LOC6529645|XP_002090639.1|DYAK
OG0008493	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP	LOC6528201|XP_002089263.1|DYAK
OG0008494	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP	LOC6531723|XP_002092513.1|DYAK
OG0008495	CCAP1982_LOCUS19977|CAD7011865.1|CCAP	LOC6530408|XP_002091334.1|DYAK
OG0008497	CCAP1982_LOCUS20095|CAD7011984.1|CCAP	LOC6530805|XP_002091688.1|DYAK
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC6531629|XP_002092426.1|DYAK
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC6528661|XP_002089703.3|DYAK
OG0008501	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP	LOC6534322|XP_002095002.2|DYAK
OG0008504	CCAP1982_LOCUS13100|CAD7004707.1|CCAP	LOC26535874|XP_015050080.1|DYAK
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC6534692|XP_002095367.3|DYAK
OG0008506	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP	LOC6534719|XP_002095394.1|DYAK
OG0008507	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP	LOC6534242|XP_039230935.1|DYAK, LOC6534241|XP_002094923.1|DYAK
OG0008528	CCAP1982_LOCUS12165|CAD7003728.1|CCAP	LOC6532203|XP_002092977.1|DYAK
OG0008537	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP	LOC26534728|XP_039231023.1|DYAK
OG0008541	CCAP1982_LOCUS22831|CAD7014866.1|CCAP	LOC6528532|XP_039226505.1|DYAK
OG0008542	CCAP1982_LOCUS12353|CAD7003929.1|CCAP	LOC6532774|XP_002093516.1|DYAK
OG0008544	CCAP1982_LOCUS21998|CAD7013989.1|CCAP	LOC26534519|XP_039227381.1|DYAK
OG0008545	CCAP1982_LOCUS21091|CAD7013001.1|CCAP	LOC6531969|XP_002092755.1|DYAK
OG0008546	CCAP1982_LOCUS11185|CAD7002708.1|CCAP	LOC6532501|XP_002093247.1|DYAK
OG0008548	CCAP1982_LOCUS181|CAD6991246.1|CCAP	LOC6538879|XP_002099383.3|DYAK
OG0008551	CCAP1982_LOCUS12997|CAD7004602.1|CCAP	LOC6532456|XP_002093203.2|DYAK
OG0008552	CCAP1982_LOCUS11251|CAD7002778.1|CCAP	LOC6532673|XP_002093417.1|DYAK
OG0008556	CCAP1982_LOCUS19952|CAD7011842.1|CCAP	LOC6528638|XP_039227373.1|DYAK
OG0008557	CCAP1982_LOCUS1669|CAD6992832.1|CCAP	LOC26535430|XP_015048589.1|DYAK
OG0008562	CCAP1982_LOCUS6143|CAD6997504.1|CCAP	LOC6527092|XP_002088185.3|DYAK
OG0008563	CCAP1982_LOCUS2235|CAD6993420.1|CCAP	LOC6537849|XP_002098390.1|DYAK
OG0008566	CCAP1982_LOCUS6031|CAD6997390.1|CCAP	LOC6528180|XP_002089243.1|DYAK
OG0008567	CCAP1982_LOCUS8257|CAD6999731.1|CCAP	LOC26535908|XP_015052934.2|DYAK
OG0008571	CCAP1982_LOCUS11110|CAD7002626.1|CCAP	LOC6532670|XP_002093414.2|DYAK
OG0008574	CCAP1982_LOCUS12049|CAD7003602.1|CCAP	LOC26534943|XP_015050724.1|DYAK
OG0008578	CCAP1982_LOCUS12346|CAD7003921.1|CCAP	LOC6535535|XP_015047207.1|DYAK
OG0008587	CCAP1982_LOCUS4937|CAD6996254.1|CCAP	LOC6535707|XP_015047290.1|DYAK
OG0008588	CCAP1982_LOCUS4528|CAD6995825.1|CCAP	LOC6535664|XP_002096292.2|DYAK
OG0008593	CCAP1982_LOCUS12098|CAD7003660.1|CCAP	LOC6533567|XP_002094277.1|DYAK
OG0008594	CCAP1982_LOCUS3117|CAD6994364.1|CCAP	LOC6535805|XP_002096428.1|DYAK
OG0008595	CCAP1982_LOCUS22911|CAD7014948.1|CCAP	LOC6531500|XP_002092299.1|DYAK
OG0008596	CCAP1982_LOCUS22919|CAD7014957.1|CCAP	LOC6531506|XP_002092305.2|DYAK
OG0008597	CCAP1982_LOCUS5059|CAD6996381.1|CCAP	LOC6538734|XP_002099249.1|DYAK
OG0008600	CCAP1982_LOCUS81|CAD6991139.1|CCAP	LOC6535892|XP_002096508.1|DYAK
OG0008601	CCAP1982_LOCUS7418|CAD6998871.1|CCAP	LOC6526981|XP_002088077.1|DYAK
OG0008602	CCAP1982_LOCUS2526|CAD6993728.1|CCAP	LOC6538682|XP_002099201.1|DYAK
OG0008604	CCAP1982_LOCUS22927|CAD7014967.1|CCAP	LOC6532145|XP_002092921.1|DYAK
OG0008605	CCAP1982_LOCUS5784|CAD6997139.1|CCAP	LOC6529706|XP_002090699.1|DYAK
OG0008607	CCAP1982_LOCUS575|CAD6991661.1|CCAP	LOC6537527|XP_002098073.1|DYAK
OG0008609	CCAP1982_LOCUS127|CAD6991189.1|CCAP	LOC6536617|XP_002097189.1|DYAK
OG0008612	CCAP1982_LOCUS21533|CAD7013470.1|CCAP	LOC120320824|XP_039227563.1|DYAK
OG0008615	CCAP1982_LOCUS4379|CAD6995672.1|CCAP	LOC6536069|XP_002096679.2|DYAK
OG0008616	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP	LOC6538985|XP_039231213.1|DYAK
OG0008619	CCAP1982_LOCUS7338|CAD6998784.1|CCAP	LOC6527297|XP_002088391.1|DYAK
OG0008620	CCAP1982_LOCUS22390|CAD7014396.1|CCAP	LOC6528542|XP_002089588.1|DYAK
OG0008621	CCAP1982_LOCUS1356|CAD6992507.1|CCAP	LOC6536439|XP_002097020.2|DYAK
OG0008622	CCAP1982_LOCUS19898|CAD7011787.1|CCAP	LOC6531717|XP_002092507.1|DYAK
OG0008623	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP	LOC26535110|XP_015052869.1|DYAK
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC6530346|XP_039227882.1|DYAK
OG0008625	CCAP1982_LOCUS22286|CAD7014283.1|CCAP	LOC6528830|XP_002089862.1|DYAK
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC6539120|XP_039226538.1|DYAK
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC6532642|XP_039230511.1|DYAK
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC26535445|XP_015052902.1|DYAK
OG0008630	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP	LOC6523745|XP_002099620.1|DYAK
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC6537664|XP_002098209.2|DYAK
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP	LOC6539066|XP_002099568.2|DYAK
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC6530465|XP_039227897.1|DYAK
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC26535980|XP_015045243.1|DYAK
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC6528537|XP_002089583.1|DYAK
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC6536775|XP_002097346.1|DYAK
OG0008637	CCAP1982_LOCUS11511|CAD7003048.1|CCAP	LOC26535099|XP_015045156.1|DYAK
OG0008638	CCAP1982_LOCUS3053|CAD6994292.1|CCAP	LOC6535581|XP_002096210.1|DYAK
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC6538288|XP_002098815.3|DYAK
OG0008640	CCAP1982_LOCUS1423|CAD6992575.1|CCAP	LOC6535624|XP_002096252.2|DYAK
OG0008641	CCAP1982_LOCUS1076|CAD6992204.1|CCAP	LOC6538838|XP_002099351.2|DYAK
OG0008642	CCAP1982_LOCUS3079|CAD6994323.1|CCAP	LOC6536659|XP_002097231.1|DYAK
OG0008643	CCAP1982_LOCUS3686|CAD6994953.1|CCAP	LOC6539065|XP_002099567.1|DYAK
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC6538924|XP_002099428.1|DYAK
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC6529549|XP_002090547.1|DYAK
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC6529466|XP_002090468.1|DYAK
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC6526759|XP_002087862.1|DYAK
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC6529548|XP_002090546.1|DYAK
OG0008649	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP	LOC6531803|XP_002092590.1|DYAK
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC6537140|XP_002097701.1|DYAK
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC6530385|XP_002091311.1|DYAK
OG0008652	CCAP1982_LOCUS19490|CAD7011390.1|CCAP	LOC6531099|XP_002091933.1|DYAK
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC6531447|XP_002092250.1|DYAK
OG0008654	CCAP1982_LOCUS20501|CAD7012415.1|CCAP	LOC6531918|XP_002092704.1|DYAK
OG0008655	CCAP1982_LOCUS20957|CAD7012858.1|CCAP	LOC6528596|XP_002089639.1|DYAK
OG0008660	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP	LOC6534290|XP_039230812.1|DYAK
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC6532269|XP_002093041.1|DYAK
OG0008662	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP	LOC6535208|XP_002095867.1|DYAK
OG0008663	CCAP1982_LOCUS14615|CAD7006293.1|CCAP	LOC6534907|XP_002095578.2|DYAK
OG0008664	CCAP1982_LOCUS14399|CAD7006064.1|CCAP	LOC6532355|XP_002093115.1|DYAK
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC6528218|XP_002089280.1|DYAK
OG0008666	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP	LOC6539355|XP_002086248.2|DYAK
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC6533825|XP_002094525.2|DYAK
OG0008668	CCAP1982_LOCUS2470|CAD6993664.1|CCAP	LOC6532372|XP_002093124.1|DYAK
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC6528970|XP_002090002.1|DYAK
OG0008686	CCAP1982_LOCUS2227|CAD6993412.1|CCAP	LOC6537840|XP_002098381.2|DYAK
OG0008689	CCAP1982_LOCUS521|CAD6991604.1|CCAP	LOC6536403|XP_002096985.1|DYAK
OG0008691	CCAP1982_LOCUS12637|CAD7004218.1|CCAP	LOC6533146|XP_002093872.1|DYAK
OG0008695	CCAP1982_LOCUS8897|CAD7000421.1|CCAP	LOC120320436|XP_015054155.1|DYAK
OG0008696	CCAP1982_LOCUS4783|CAD6996076.1|CCAP	LOC6538493|XP_002099015.1|DYAK
OG0008699	CCAP1982_LOCUS11790|CAD7003330.1|CCAP	LOC26534786|XP_015050738.1|DYAK
OG0008700	CCAP1982_LOCUS639|CAD6991726.1|CCAP	LOC6535758|XP_002096381.3|DYAK
OG0008701	CCAP1982_LOCUS20548|CAD7012468.1|CCAP	LOC6531586|XP_002092384.1|DYAK
OG0008703	CCAP1982_LOCUS12414|CAD7003992.1|CCAP	LOC6534429|XP_002095106.1|DYAK
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC6526741|XP_002087844.1|DYAK
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC6526988|XP_002088084.1|DYAK
OG0008706	CCAP1982_LOCUS152|CAD6991214.1|CCAP	LOC6539038|XP_002099540.1|DYAK
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC6538277|XP_002098804.1|DYAK
OG0008710	CCAP1982_LOCUS2383|CAD6993571.1|CCAP	LOC6536932|XP_002097501.1|DYAK
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC6535885|XP_039231054.1|DYAK
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC6531499|XP_002092298.1|DYAK
OG0008715	CCAP1982_LOCUS3692|CAD6994960.1|CCAP	LOC6536251|XP_002096837.1|DYAK
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC6538703|XP_002099218.1|DYAK
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC6533372|XP_002094097.1|DYAK
OG0008718	CCAP1982_LOCUS22609|CAD7014618.1|CCAP	LOC6531192|XP_002092020.3|DYAK
OG0008719	CCAP1982_LOCUS147|CAD6991209.1|CCAP	LOC6539033|XP_002099535.1|DYAK
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC6533404|XP_015049989.1|DYAK
OG0008724	CCAP1982_LOCUS5746|CAD6997094.1|CCAP	LOC6527929|XP_002088997.2|DYAK
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC6530755|XP_002091645.1|DYAK
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC6530021|XP_039228086.1|DYAK
OG0008727	CCAP1982_LOCUS3998|CAD6995279.1|CCAP	LOC6536888|XP_002097457.2|DYAK
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC6536713|XP_002097285.2|DYAK
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC6537308|XP_002097866.2|DYAK
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC6527446|XP_002088538.1|DYAK
OG0008733	CCAP1982_LOCUS19929|CAD7011819.1|CCAP, CCAP1982_LOCUS10339|CAD7001849.1|CCAP, CCAP1982_LOCUS10304|CAD7001813.1|CCAP	LOC26534685|XP_015044758.2|DYAK
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC6535282|XP_002095938.1|DYAK
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC6529283|XP_002090288.1|DYAK
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC6527095|XP_002088188.1|DYAK
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC6534763|XP_002095438.1|DYAK
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC6528817|XP_002089849.2|DYAK
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC6528774|XP_002089808.1|DYAK
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC6532765|XP_002093507.1|DYAK
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC6529298|XP_002090303.1|DYAK
OG0008744	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP	LOC6528462|XP_002089508.1|DYAK
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC6535706|XP_015047285.1|DYAK
OG0008747	CCAP1982_LOCUS13026|CAD7004631.1|CCAP, CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC6539791|XP_039230285.1|DYAK
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC6526398|XP_002087517.1|DYAK
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC6527942|XP_002089009.1|DYAK
OG0008751	CCAP1982_LOCUS4713|CAD6996007.1|CCAP	LOC6536020|XP_002096635.1|DYAK
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC6536273|XP_002096859.2|DYAK
OG0008754	CCAP1982_LOCUS1543|CAD6992698.1|CCAP, CCAP1982_LOCUS1552|CAD6992707.1|CCAP, CCAP1982_LOCUS1550|CAD6992705.1|CCAP, CCAP1982_LOCUS1541|CAD6992696.1|CCAP	LOC6529923|XP_002090880.2|DYAK
OG0008755	CCAP1982_LOCUS2695|CAD6993902.1|CCAP	LOC6538263|XP_002098790.2|DYAK
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC6535600|XP_002096228.2|DYAK
OG0008757	CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC6537710|XP_039231703.1|DYAK
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC6526365|XP_002087486.1|DYAK
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP	LOC6527264|XP_015053652.2|DYAK
OG0008760	CCAP1982_LOCUS7945|CAD6999419.1|CCAP	LOC6527156|XP_002088250.1|DYAK
OG0008761	CCAP1982_LOCUS5384|CAD6996700.1|CCAP	LOC6527817|XP_002088890.1|DYAK
OG0008762	CCAP1982_LOCUS20993|CAD7012894.1|CCAP	LOC6528597|XP_002089640.1|DYAK
OG0008763	CCAP1982_LOCUS6155|CAD6997516.1|CCAP	LOC6527102|XP_015053197.1|DYAK
OG0008764	CCAP1982_LOCUS6030|CAD6997389.1|CCAP	LOC6527572|XP_002088662.1|DYAK
OG0008765	CCAP1982_LOCUS21954|CAD7013942.1|CCAP	LOC6530084|XP_002091030.1|DYAK
OG0008766	CCAP1982_LOCUS23200|CAD7015251.1|CCAP	LOC6526471|XP_002087589.2|DYAK
OG0008767	CCAP1982_LOCUS23255|CAD7015310.1|CCAP	LOC6531098|XP_002091932.1|DYAK
OG0008768	CCAP1982_LOCUS8440|CAD6999927.1|CCAP, CCAP1982_LOCUS23404|CAD7015464.1|CCAP, CCAP1982_LOCUS23405|CAD7015465.1|CCAP	LOC6532062|XP_002092839.1|DYAK
OG0008769	CCAP1982_LOCUS22208|CAD7014204.1|CCAP	LOC6530622|XP_002091535.1|DYAK
OG0008770	CCAP1982_LOCUS21615|CAD7013557.1|CCAP	LOC6528417|XP_015054374.1|DYAK
OG0008771	CCAP1982_LOCUS21633|CAD7013577.1|CCAP	LOC6530291|XP_039228665.1|DYAK
OG0008772	CCAP1982_LOCUS21275|CAD7013204.1|CCAP	LOC6529299|XP_002090304.1|DYAK
