Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0008920	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP	LOC117140863|XP_033159891.1|DMAU
OG0008921	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP	LOC117150967|XP_033174038.1|DMAU
OG0008922	CCAP1982_LOCUS6595|CAD6997979.1|CCAP	LOC117149775|XP_033172713.1|DMAU
OG0008923	CCAP1982_LOCUS21920|CAD7013907.1|CCAP	LOC117137459|XP_033154795.1|DMAU
OG0008924	CCAP1982_LOCUS22040|CAD7014034.1|CCAP	LOC117137633|XP_033155056.1|DMAU
OG0008925	CCAP1982_LOCUS23261|CAD7015316.1|CCAP	LOC117136962|XP_033154018.1|DMAU
OG0008926	CCAP1982_LOCUS23319|CAD7015375.1|CCAP	LOC117137830|XP_033155408.1|DMAU
OG0008927	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP	LOC117138300|XP_033156191.1|DMAU
OG0008928	CCAP1982_LOCUS23369|CAD7015427.1|CCAP	LOC117137443|XP_033154773.1|DMAU
OG0008929	CCAP1982_LOCUS22113|CAD7014107.1|CCAP	LOC117138630|XP_033156735.1|DMAU
OG0008930	CCAP1982_LOCUS22409|CAD7014413.1|CCAP	LOC117144831|XP_033166107.1|DMAU
OG0008931	CCAP1982_LOCUS22283|CAD7014280.1|CCAP	LOC117136532|XP_033153372.1|DMAU
OG0008932	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP	LOC117138065|XP_033155779.1|DMAU
OG0008933	CCAP1982_LOCUS21287|CAD7013216.1|CCAP	LOC117136448|XP_033153256.1|DMAU
OG0008935	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP	LOC117137384|XP_033154688.1|DMAU
OG0008936	CCAP1982_LOCUS19449|CAD7011346.1|CCAP	LOC117136218|XP_033152882.1|DMAU
OG0008937	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP	LOC117138371|XP_033156330.1|DMAU
OG0008938	CCAP1982_LOCUS20561|CAD7012484.1|CCAP	LOC117137144|XP_033154339.1|DMAU
OG0008939	CCAP1982_LOCUS20782|CAD7012675.1|CCAP	LOC117136124|XP_033152716.1|DMAU
OG0008940	CCAP1982_LOCUS21046|CAD7012952.1|CCAP	LOC117135901|XP_033152341.1|DMAU
OG0008946	CCAP1982_LOCUS19692|CAD7011603.1|CCAP	LOC117146638|XP_033168861.1|DMAU
OG0008949	CCAP1982_LOCUS12415|CAD7003993.1|CCAP	LOC117139950|XP_033158528.1|DMAU
OG0008950	CCAP1982_LOCUS12886|CAD7004481.1|CCAP	LOC117146828|XP_033169273.1|DMAU
OG0008951	CCAP1982_LOCUS12900|CAD7004501.1|CCAP	LOC117140622|XP_033159532.1|DMAU
OG0008952	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP	LOC117147070|XP_033169722.1|DMAU
OG0008953	CCAP1982_LOCUS13060|CAD7004665.1|CCAP	LOC117139378|XP_033157527.1|DMAU
OG0008955	CCAP1982_LOCUS11543|CAD7003080.1|CCAP	LOC117140714|XP_033159671.1|DMAU
OG0008956	CCAP1982_LOCUS14575|CAD7006249.1|CCAP	LOC117136341|XP_033153095.1|DMAU
OG0008957	CCAP1982_LOCUS12274|CAD7003841.1|CCAP	LOC117140932|XP_033160019.1|DMAU
OG0008958	CCAP1982_LOCUS13525|CAD7005164.1|CCAP	LOC117139868|XP_033158415.1|DMAU
OG0008959	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP	LOC117140027|XP_033158649.1|DMAU
OG0008960	CCAP1982_LOCUS13422|CAD7005052.1|CCAP	LOC117139107|XP_033157134.1|DMAU
OG0008961	CCAP1982_LOCUS7054|CAD6998457.1|CCAP	LOC117135438|XP_033151503.1|DMAU
OG0008985	CCAP1982_LOCUS12236|CAD7003803.1|CCAP	LOC117141686|XP_033161181.1|DMAU
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC117144244|XP_033165214.1|DMAU
OG0008990	CCAP1982_LOCUS11431|CAD7002967.1|CCAP	LOC117141518|XP_033160901.1|DMAU
OG0008991	CCAP1982_LOCUS4200|CAD6995485.1|CCAP	LOC117139400|XP_033157558.1|DMAU
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC117144760|XP_033166010.1|DMAU
OG0008993	CCAP1982_LOCUS13676|CAD7005315.1|CCAP	LOC117140148|XP_033158808.1|DMAU
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC117150553|XP_033173392.1|DMAU
OG0008995	CCAP1982_LOCUS19479|CAD7011378.1|CCAP	LOC117137089|XP_033154261.1|DMAU
OG0008999	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP	LOC117147532|XP_033170353.1|DMAU
OG0009003	CCAP1982_LOCUS14538|CAD7006210.1|CCAP	LOC117141599|XP_033161004.1|DMAU
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC117135149|XP_033151098.1|DMAU
OG0009006	CCAP1982_LOCUS3116|CAD6994363.1|CCAP	LOC117144856|XP_033166149.1|DMAU
OG0009007	CCAP1982_LOCUS14979|CAD7006678.1|CCAP	LOC117141017|XP_033160171.1|DMAU
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC117142246|XP_033161990.1|DMAU
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC117139462|XP_033157665.1|DMAU
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC117139453|XP_033157653.1|DMAU
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC117141796|XP_033161328.1|DMAU
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC117140292|XP_033159020.1|DMAU
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC117141468|XP_033160821.1|DMAU
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC117139824|XP_033158351.1|DMAU
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC117150308|XP_033173024.1|DMAU
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC117146289|XP_033168187.1|DMAU
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC117146299|XP_033168209.1|DMAU
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC117145546|XP_033167131.1|DMAU
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC117142646|XP_033162643.1|DMAU
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC117143915|XP_033164720.1|DMAU
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC117143034|XP_033163318.1|DMAU
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC117145457|XP_033167017.1|DMAU
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	LOC117142870|XP_033163029.1|DMAU
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC117144646|XP_033165833.1|DMAU
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC117135748|XP_033152094.1|DMAU
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC117140440|XP_033159256.1|DMAU
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC117147167|XP_033169854.1|DMAU
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC117150394|XP_033173148.1|DMAU
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC117144802|XP_033166068.1|DMAU
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC117144803|XP_033166070.1|DMAU
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC117150265|XP_033172962.1|DMAU
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC117150367|XP_033173117.1|DMAU
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC117151076|XP_033174211.1|DMAU
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC117137125|XP_033154314.1|DMAU
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	LOC117138444|XP_033156451.1|DMAU
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC117144654|XP_033165845.1|DMAU
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC117143181|XP_033163589.1|DMAU
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC117135929|XP_033152388.1|DMAU
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC117142783|XP_033162865.1|DMAU
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC117137448|XP_033154783.1|DMAU
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC117147255|XP_033169970.1|DMAU
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC117150750|XP_033173675.1|DMAU
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC117142077|XP_033161848.1|DMAU
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC117137297|XP_033154561.1|DMAU
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC117150707|XP_033173614.1|DMAU
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC117144965|XP_033166316.1|DMAU
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	LOC117140302|XP_033159040.1|DMAU
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC117145171|XP_033166611.1|DMAU
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC117143402|XP_033163981.1|DMAU
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC117144753|XP_033165999.1|DMAU
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC117135219|XP_033151218.1|DMAU
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC117150602|XP_033173451.1|DMAU
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC117141651|XP_033161116.1|DMAU
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC117146253|XP_033168087.1|DMAU
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC117139315|XP_033157450.1|DMAU
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC117144435|XP_033165472.1|DMAU
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC117138247|XP_033156089.1|DMAU
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	LOC117136092|XP_033152662.1|DMAU
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC117135298|XP_033151365.1|DMAU
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC117138288|XP_033156157.1|DMAU
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC117144777|XP_033166036.1|DMAU
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC117141533|XP_033160914.1|DMAU
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC117140484|XP_033159325.1|DMAU
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC117136656|XP_033153547.1|DMAU
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC117150439|XP_033173215.1|DMAU
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	LOC117142313|XP_033162109.1|DMAU
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	LOC117144781|XP_033166041.1|DMAU
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC117144984|XP_033166344.1|DMAU
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	LOC117142457|XP_033162331.1|DMAU
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	LOC117142938|XP_033163142.1|DMAU
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	LOC117142259|XP_033162012.1|DMAU
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	LOC117145274|XP_033166752.1|DMAU
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	LOC117143219|XP_033163658.1|DMAU
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	LOC117145678|XP_033167306.1|DMAU
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	LOC117143621|XP_033164278.1|DMAU
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC117144397|XP_033165424.1|DMAU
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	LOC117144205|XP_033165145.1|DMAU
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	LOC117148188|XP_033171347.1|DMAU
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC117143155|XP_033163550.1|DMAU
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC117143569|XP_033164204.1|DMAU
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC117143406|XP_033163991.1|DMAU
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	LOC117142954|XP_033163170.1|DMAU
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	LOC117144955|XP_033166301.1|DMAU
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC117146269|XP_033168153.1|DMAU
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	LOC117144725|XP_033165956.1|DMAU
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC117144402|XP_033165429.1|DMAU
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	LOC117144412|XP_033165443.1|DMAU
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	LOC117142432|XP_033162284.1|DMAU
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	LOC117145354|XP_033166863.1|DMAU
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	LOC117145352|XP_033166860.1|DMAU
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	LOC117144696|XP_033165912.1|DMAU
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC117144729|XP_033165964.1|DMAU
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	LOC117144971|XP_033166323.1|DMAU
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC117142544|XP_033162485.1|DMAU
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC117150685|XP_033173588.1|DMAU
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	LOC117148072|XP_033171164.1|DMAU
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC117135444|XP_033151516.1|DMAU
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC117151005|XP_033174102.1|DMAU
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	LOC117150996|XP_033174092.1|DMAU
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	LOC117150401|XP_033173156.1|DMAU
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	LOC117150404|XP_033173158.1|DMAU
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC117150822|XP_033173783.1|DMAU
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC117145637|XP_033167247.1|DMAU
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC117150726|XP_033173639.1|DMAU
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	LOC117150927|XP_033173979.1|DMAU
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC117141514|XP_033160896.1|DMAU
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC117150460|XP_033173245.1|DMAU
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC117150589|XP_033173436.1|DMAU
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC117142073|XP_033161847.1|DMAU
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	LOC117135163|XP_033151115.1|DMAU
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	LOC117141644|XP_033161122.1|DMAU
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	LOC117144641|XP_033165831.1|DMAU
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	LOC117148325|XP_033171549.1|DMAU
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC117140917|XP_033159998.1|DMAU
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	LOC117139241|XP_033157342.1|DMAU
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	LOC117137302|XP_033154570.1|DMAU
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	LOC117136598|XP_033153471.1|DMAU
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC117137635|XP_033155057.1|DMAU
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	LOC117142319|XP_033162120.1|DMAU
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	LOC117136338|XP_033153089.1|DMAU
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	LOC117138037|XP_033155740.1|DMAU
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC117136333|XP_033153085.1|DMAU
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC117136323|XP_033153068.1|DMAU
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC117137130|XP_033154320.1|DMAU
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC117138269|XP_033156125.1|DMAU
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	LOC117136343|XP_033153097.1|DMAU
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC117137499|XP_033154871.1|DMAU
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	LOC117136879|XP_033153875.1|DMAU
OG0009134	CCAP1982_LOCUS7220|CAD6998653.1|CCAP	LOC117135641|XP_033151909.1|DMAU
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	LOC117136827|XP_033153792.1|DMAU
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC117138050|XP_033155757.1|DMAU
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC117137348|XP_033154635.1|DMAU
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	LOC117136862|XP_033153852.1|DMAU
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	LOC117136060|XP_033152600.1|DMAU
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	LOC117137668|XP_033155119.1|DMAU
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC117135842|XP_033152247.1|DMAU
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	LOC117137518|XP_033154893.1|DMAU
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	LOC117136012|XP_033152518.1|DMAU
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	LOC117138645|XP_033156752.1|DMAU
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	LOC117137235|XP_033154485.1|DMAU
OG0009147	CCAP1982_LOCUS20323|CAD7012225.1|CCAP	LOC117136843|XP_033153818.1|DMAU
OG0009148	CCAP1982_LOCUS19993|CAD7011881.1|CCAP	LOC117135891|XP_033152329.1|DMAU
OG0009149	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP	LOC117137582|XP_033154978.1|DMAU
OG0009150	CCAP1982_LOCUS20559|CAD7012481.1|CCAP	LOC117137143|XP_033154338.1|DMAU
OG0009151	CCAP1982_LOCUS20661|CAD7012576.1|CCAP	LOC117137267|XP_033154522.1|DMAU
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	LOC117137565|XP_033154961.1|DMAU
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	LOC117136236|XP_033152911.1|DMAU
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC117140135|XP_033158792.1|DMAU
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC117139595|XP_033157902.1|DMAU
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC117141829|XP_033161374.1|DMAU
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC117140664|XP_033159602.1|DMAU, LOC117139212|XP_033157280.1|DMAU
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC117140357|XP_033159103.1|DMAU
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC117140252|XP_033158945.1|DMAU
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC117140254|XP_033158948.1|DMAU
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC117141570|XP_033160973.1|DMAU
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	LOC117140605|XP_033159506.1|DMAU
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC117141008|XP_033160153.1|DMAU
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	LOC117139101|XP_033157124.1|DMAU
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	LOC117139181|XP_033157241.1|DMAU
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC117148369|XP_033171617.1|DMAU
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	LOC117146041|XP_033167874.1|DMAU
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC117142130|XP_033161926.1|DMAU
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC117140328|XP_033159069.1|DMAU
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	LOC117140080|XP_033158724.1|DMAU
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC117141784|XP_033161307.1|DMAU
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	LOC117139288|XP_033157409.1|DMAU
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC117141981|XP_033161681.1|DMAU
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC117139909|XP_033158481.1|DMAU
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC117141473|XP_033160834.1|DMAU
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC117136859|XP_033153849.1|DMAU
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	LOC117139618|XP_033157962.1|DMAU
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC117141368|XP_033160665.1|DMAU
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	LOC117137715|XP_033155179.1|DMAU
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	LOC117146872|XP_033169353.1|DMAU
OG0009219	CCAP1982_LOCUS1342|CAD6992490.1|CCAP	LOC117144105|XP_033165014.1|DMAU
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC117150649|XP_033173522.1|DMAU
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC117150518|XP_033173325.1|DMAU
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC117139119|XP_033157156.1|DMAU
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	LOC117146069|XP_033167901.1|DMAU
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC117146978|XP_033169579.1|DMAU
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC117135151|XP_033151102.1|DMAU
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	LOC117135802|XP_033152191.1|DMAU
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC117145411|XP_033166941.1|DMAU
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	LOC117138241|XP_033156081.1|DMAU
